Comp,Squad,Number,Player,Pos,Age,Born,Nation,Value,LastClub
Ligue 1,FC Girondins Bordeaux,4,Jules Koundé,DF,19,1998,FRA,15000000,False
Bundesliga,Bayer 04 Leverkusen,15,Julian Baumgartlinger,MF,30,1988,AUT,3500000,False
Bundesliga,Bayer 04 Leverkusen,10,Julian Brandt,MF,22,1996,DEU,50000000,False
Ligue 1,Paris Saint-Germain,23,Julian Draxler,FW,24,1993,DEU,35000000,False
Bundesliga,FC Augsburg,-,Julian Günther-Schmidt,FW,23,1994,DEU,250000,True
Bundesliga,Hannover 96,4,Julian Korb,DF,26,1992,DEU,1500000,False
Bundesliga,RB Leipzig,32,Julian Krahl,GK,18,2000,DEU,200000,False
Bundesliga,FC Augsburg,20,Julian Schieber,FW,29,1989,DEU,750000,False
Bundesliga,Borussia Dortmund,33,Julian Weigl,MF,22,1995,DEU,25000000,False
Ligue 1,AS Monaco,21,Julien Serrano,DF,20,1998,FRA,1500000,False
La Liga,Real Betis Balompié,-,Julio Alonso,DF,19,1998,ESP,100000,False
Premier League,Arsenal FC,53,Julio Pleguezuelo,DF,21,1997,ESP,300000,False
Ligue 1,Dijon FCO,11,Julio Tavarès,FW,29,1988,CPV,3000000,False
Bundesliga,Borussia Mönchengladbach,20,Julio Villalba,FW,19,1998,PRY,750000,False
Bundesliga,Hertha BSC,30,Julius Kade,MF,19,1999,DEU,400000,False
Premier League,Crystal Palace,1,Julián Speroni,GK,39,1979,ARG,250000,False
Premier League,Huddersfield Town,7,Juninho Bacuna,MF,20,1997,CUW,3500000,False
Ligue 1,Paris Saint-Germain,-,Junior Dina Ebimbe,FW,17,2000,FRA,0,False
Premier League,Cardiff City,33,Junior Hoilett,FW,28,1990,CAN,4500000,False
Ligue 1,Montpellier HSC,6,Junior Sambia,DF,21,1996,FRA,4000000,False
Premier League,AFC Bournemouth,19,Junior Stanislas,FW,28,1989,ENG,4500000,False
Serie A,Parma Calcio 1913,87,Juraj Kucka,MF,31,1987,SVK,5000000,True
Bundesliga,TSG 1899 Hoffenheim,-,Justin Hoogma,DF,20,1998,NLD,2500000,True
Serie A,AS Roma,34,Justin Kluivert,FW,19,1999,NLD,20000000,False
Serie A,US Sassuolo,20,Jérémie Boga,FW,21,1997,CIV,6000000,False
Serie A,US Sassuolo,-,Jérémie Broh,MF,21,1997,ITA,700000,True
Ligue 1,Montpellier HSC,17,Jérémie Porsan-Clémente,FW,20,1997,FRA,250000,False
Ligue 1,RC Strasbourg Alsace,6,Jérémy Grimm,MF,31,1987,FRA,500000,False
Ligue 1,Stade Rennais FC,26,Jérémy Gélin,DF,21,1997,FRA,6000000,False
Ligue 1,EA Guingamp,-,Jérémy Livolant,MF,20,1998,FRA,400000,True
Ligue 1,Olympique Lyon,15,Jérémy Morel,DF,34,1984,MDG,250000,False
Ligue 1,LOSC Lille,26,Jérémy Pied,DF,29,1989,FRA,2500000,False
Ligue 1,EA Guingamp,15,Jérémy Sorbon,DF,34,1983,FRA,250000,False
Bundesliga,Bayern Munich,17,Jérôme Boateng,DF,29,1988,DEU,20000000,False
Bundesliga,SC Freiburg,20,Jérôme Gondorf,MF,30,1988,DEU,1500000,False
Ligue 1,FC Girondins Bordeaux,30,Jérôme Prior,GK,22,1995,FRA,600000,False
Bundesliga,VfL Wolfsburg,15,Jérôme Roussillon,DF,25,1993,FRA,20000000,False
Premier League,Burnley FC,7,Jóhann Berg Gudmundsson,FW,27,1990,ISL,10000000,False
La Liga,Celta de Vigo,-,Júnior Alonso,DF,25,1993,PRY,3000000,False
La Liga,Real Betis Balompié,20,Júnior Firpo,DF,21,1996,ESP,25000000,False
Serie A,UC Sampdoria,22,Júnior Tavares,DF,21,1996,BRA,1000000,False
Premier League,Brighton & Hove Albion,9,Jürgen Locadia,FW,24,1993,NLD,12000000,False
Bundesliga,Fortuna Düsseldorf,5,Kaan Ayhan,DF,23,1994,TUR,9000000,False
Premier League,Cardiff City,23,Kadeem Harris,MF,25,1993,ENG,750000,False
Bundesliga,Bayer 04 Leverkusen,29,Kai Havertz,MF,19,1999,DEU,90000000,False
La Liga,SD Eibar,-,Kaiser,DF,22,1996,ESP,250000,False
Serie A,SSC Napoli,26,Kalidou Koulibaly,DF,27,1991,SEN,75000000,False
Ligue 1,FC Toulouse,26,Kalidou Sidibé,MF,19,1999,FRA,3500000,False
Ligue 1,FC Nantes,7,Kalifa Coulibaly,FW,26,1991,MLI,5000000,False
Ligue 1,AS Monaco,25,Kamil Glik,DF,30,1988,POL,8000000,False
Premier League,Liverpool FC,73,Kamil Grabara,GK,19,1999,POL,400000,False
La Liga,Valencia CF,16,Kang-in Lee,MF,17,2001,KOR,10000000,False
Ligue 1,FC Nantes,-,Kara Mbodj,DF,28,1989,SEN,3500000,False
Bundesliga,Bayer 04 Leverkusen,38,Karim Bellarabi,FW,28,1990,DEU,15000000,False
La Liga,Real Madrid,9,Karim Benzema,FW,30,1987,FRA,40000000,False
Bundesliga,1.FSV Mainz 05,21,Karim Onisiwo,FW,26,1992,AUT,3500000,False
Bundesliga,Hertha BSC,4,Karim Rekik,DF,23,1994,NLD,15000000,False
Serie A,SSC Napoli,3,Karim Zedadka,MF,18,2000,FRA,100000,False
Premier League,Newcastle United,26,Karl Darlow,GK,27,1990,ENG,3500000,False
La Liga,Villarreal CF,17,Karl Toko Ekambi,FW,25,1992,CMR,17500000,False
Ligue 1,EA Guingamp,1,Karl-Johan Johnsson,GK,28,1990,SWE,1750000,False
Premier League,Huddersfield Town,16,Karlan Grant,FW,20,1997,ENG,5000000,True
Serie A,Torino FC,52,Karlo Butic,FW,19,1998,HRV,200000,True
Serie A,UC Sampdoria,16,Karol Linetty,MF,23,1995,POL,15000000,False
Serie A,SPAL,97,Karolis Uzela,MF,18,2000,LTU,50000,False
Bundesliga,TSG 1899 Hoffenheim,15,Kasim Adams,DF,23,1995,GHA,7000000,False
Premier League,Leicester City,1,Kasper Schmeichel,GK,31,1986,DNK,12000000,False
Premier League,Southampton FC,66,Kayne Ramsay,DF,17,2000,ENG,0,False
Premier League,Tottenham Hotspur,50,Kazaiah Sterling,FW,19,1998,ENG,0,False
Ligue 1,Montpellier HSC,20,Keagan Dolly,FW,25,1993,ZAF,1300000,False
Bundesliga,Borussia Mönchengladbach,37,Keanan Bennetts,MF,19,1999,ENG,2000000,False
Serie A,AS Roma,-,Keba Coly,FW,20,1998,SEN,75000,True
Serie A,Inter Milan,11,Keita Baldé,FW,23,1995,SEN,25000000,False
Ligue 1,AS Monaco,-,Keita Baldé,FW,23,1995,SEN,25000000,True
La Liga,Real Valladolid CF,-,Keko Gontán,FW,26,1991,ESP,2000000,False
Premier League,Leicester City,8,Kelechi Iheanacho,FW,21,1996,NGA,12000000,False
Premier League,Newcastle United,53,Kelland Watts,DF,18,1999,ENG,0,False
Ligue 1,FC Toulouse,2,Kelvin Amian,DF,20,1998,FRA,5000000,False
Premier League,Watford FC,12,Ken Sema,MF,24,1993,SWE,3500000,False
Bundesliga,Fortuna Düsseldorf,11,Kenan Karaman,FW,24,1994,TUR,2500000,False
La Liga,Athletic Bilbao,2,Kenan Kodro,FW,24,1993,BIH,1000000,True
Premier League,Newcastle United,15,Kenedy,MF,22,1996,BRA,10000000,False
Premier League,Chelsea FC,-,Kenedy,MF,22,1996,BRA,10000000,True
Premier League,Chelsea FC,-,Kenneth Omeruo,DF,24,1993,NGA,5000000,True
La Liga,CD Leganés,-,Kenneth Omeruo,DF,24,1993,NGA,5000000,False
Premier League,Cardiff City,10,Kenneth Zohore,FW,24,1994,DNK,7000000,False
Ligue 1,RC Strasbourg Alsace,27,Kenny Lala,DF,26,1991,FRA,14000000,False
Ligue 1,AS Saint-Étienne,-,Kenny Rocha Santos,MF,18,2000,CPV,150000,False
Ligue 1,Olympique Lyon,23,Kenny Tete,DF,22,1995,NLD,8000000,False
Premier League,Chelsea FC,1,Kepa,GK,23,1994,ESP,60000000,False
Bundesliga,TSG 1899 Hoffenheim,10,Kerem Demirbay,MF,24,1993,DEU,32000000,False
Bundesliga,SC Freiburg,31,Keven Schlotterbeck,DF,21,1997,DEU,1000000,False
Bundesliga,TSG 1899 Hoffenheim,-,Kevin Akpoguma,DF,23,1995,NGA,6500000,True
Bundesliga,Hannover 96,-,Kevin Akpoguma,DF,23,1995,NGA,6500000,False
Serie A,Torino FC,-,Kevin Bonifazi,DF,22,1996,ITA,5500000,True
Serie A,SPAL,14,Kevin Bonifazi,DF,22,1996,ITA,5500000,False
Bundesliga,FC Augsburg,38,Kevin Danso,DF,19,1998,AUT,8000000,False
Premier League,Manchester City,17,Kevin De Bruyne,MF,27,1991,BEL,130000000,False
Serie A,ACF Fiorentina,34,Kevin Diks,DF,21,1996,NLD,1400000,True
Serie A,FC Empoli,34,Kevin Diks,DF,21,1996,NLD,1400000,False
Bundesliga,1.FC Nuremberg,2,Kevin Goden,DF,19,1999,DEU,700000,False
Bundesliga,RB Leipzig,44,Kevin Kampl,MF,27,1990,SVN,22000000,False
Serie A,Udinese Calcio,15,Kevin Lasagna,FW,25,1992,ITA,7500000,False
Premier League,Burnley FC,28,Kevin Long,DF,27,1990,IRL,2500000,False
Premier League,Fulham FC,6,Kevin McDonald,MF,29,1988,SCO,3000000,False
Premier League,Everton FC,-,Kevin Mirallas,FW,30,1987,BEL,5000000,True
Serie A,ACF Fiorentina,11,Kevin Mirallas,FW,30,1987,BEL,5000000,False
Bundesliga,SV Werder Bremen,6,Kevin Möhwald,MF,24,1993,DEU,4000000,False
Serie A,Genoa CFC,-,Kevin Piscopo,FW,20,1998,ITA,225000,True
Serie A,AS Roma,6,Kevin Strootman,MF,28,1990,NLD,20000000,False
Ligue 1,Olympique Marseille,12,Kevin Strootman,MF,28,1990,NLD,20000000,False
Bundesliga,Fortuna Düsseldorf,22,Kevin Stöger,MF,24,1993,AUT,5000000,False
Bundesliga,Eintracht Frankfurt,-,Kevin Trapp,GK,27,1990,DEU,10000000,False
Ligue 1,Paris Saint-Germain,-,Kevin Trapp,GK,27,1990,DEU,10000000,True
Bundesliga,TSG 1899 Hoffenheim,22,Kevin Vogt,DF,26,1991,DEU,12000000,False
Bundesliga,Bayer 04 Leverkusen,31,Kevin Volland,FW,25,1992,DEU,30000000,False
La Liga,Celta de Vigo,20,Kevin Vázquez,DF,25,1993,ESP,500000,False
Bundesliga,Hannover 96,-,Kevin Wimmer,DF,25,1992,AUT,4000000,False
Serie A,Chievo Verona,-,Kevin Yamga,FW,21,1996,FRA,400000,True
La Liga,FC Barcelona,19,Kevin-Prince Boateng,MF,31,1987,GHA,7000000,False
Serie A,US Sassuolo,27,Kevin-Prince Boateng,MF,31,1987,GHA,7000000,True
La Liga,Real Madrid,1,Keylor Navas,GK,31,1986,CRI,10000000,False
Ligue 1,Amiens SC,3,Khaled Adénon,DF,32,1985,BEN,500000,False
Serie A,US Sassuolo,30,Khouma Babacar,FW,25,1993,SEN,8000000,False
Ligue 1,AS Monaco,-,Khéphren Thuram,MF,17,2001,FRA,500000,False
Premier League,Liverpool FC,51,Ki-Jana Hoever,DF,16,2002,NLD,0,False
Bundesliga,Fortuna Düsseldorf,40,Kianz Froese,MF,22,1996,CAN,150000,False
Premier League,Everton FC,28,Kieran Dowell,MF,20,1997,ENG,3000000,True
Premier League,Tottenham Hotspur,2,Kieran Trippier,DF,27,1990,ENG,35000000,False
La Liga,SD Eibar,17,Kike García,FW,28,1989,ESP,3000000,False
La Liga,Real Madrid,13,Kiko Casilla,GK,31,1986,ESP,3000000,False
Premier League,Watford FC,21,Kiko Femenía,DF,27,1991,ESP,5000000,False
La Liga,Real Valladolid CF,4,Kiko Olivas,DF,29,1988,ESP,2000000,False
Bundesliga,FC Augsburg,25,Kilian Jakob,DF,20,1998,DEU,200000,False
Ligue 1,Montpellier HSC,22,Killian Sanson,MF,21,1997,FRA,150000,False
Bundesliga,Bayern Munich,29,Kingsley Coman,FW,22,1996,FRA,50000000,False
Serie A,Bologna FC 1909,-,Kingsley Michael,MF,18,1999,NGA,1000000,True
Serie A,Cagliari Calcio,32,Kiril Despodov,FW,21,1996,BGR,3000000,True
Bundesliga,VfL Wolfsburg,1,Koen Casteels,GK,26,1992,BEL,13000000,False
Ligue 1,FC Nantes,-,Koffi Djidji,DF,25,1992,CIV,5000000,True
Serie A,Torino FC,30,Koffi Djidji,DF,25,1992,CIV,5000000,False
La Liga,Atlético de Madrid,6,Koke,MF,26,1992,ESP,70000000,False
La Liga,Levante UD,1,Koke Vegas,GK,22,1995,ESP,800000,False
Bundesliga,RB Leipzig,27,Konrad Laimer,MF,21,1997,AUT,17000000,False
Serie A,AS Roma,44,Konstantinos Manolas,DF,27,1991,GRC,45000000,False
Premier League,Arsenal FC,27,Konstantinos Mavropanos,DF,20,1997,GRC,3000000,False
Ligue 1,Olympique Marseille,-,Konstantinos Mitroglou,FW,30,1988,GRC,7000000,False
Bundesliga,FC Augsburg,3,Konstantinos Stafylidis,DF,24,1993,GRC,3000000,True
Serie A,Genoa CFC,3,Koray Günter,DF,23,1994,DEU,1000000,False
Premier League,Wolverhampton Wanderers,30,Kortney Hause,DF,22,1995,ENG,1000000,True
Ligue 1,LOSC Lille,22,Kouadio-Yves Dabila,DF,21,1997,CIV,4000000,False
Premier League,Arsenal FC,-,Krystian Bielik,MF,20,1998,POL,2000000,True
Serie A,Genoa CFC,9,Krzysztof Piatek,FW,23,1995,POL,40000000,False
Serie A,AC Milan,19,Krzysztof Piatek,FW,23,1995,POL,40000000,True
La Liga,Real Valladolid CF,-,Kuki Zalazar,FW,20,1998,ESP,250000,False
Premier League,Everton FC,5,Kurt Zouma,DF,23,1994,FRA,25000000,False
Premier League,Chelsea FC,-,Kurt Zouma,DF,23,1994,FRA,25000000,True
Serie A,Inter Milan,18,Kwadwo Asamoah,MF,29,1988,GHA,13000000,False
Serie A,Cagliari Calcio,-,Kwang-song Han,FW,19,1998,PRK,4000000,True
Premier League,Watford FC,-,Kwasi Sibo,MF,20,1998,GHA,200000,True
Premier League,AFC Bournemouth,28,Kyle Taylor,MF,18,1999,ENG,0,False
Premier League,Manchester City,2,Kyle Walker,DF,28,1990,ENG,50000000,False
Premier League,Tottenham Hotspur,16,Kyle Walker-Peters,DF,21,1997,ENG,3500000,False
Ligue 1,Montpellier HSC,21,Kylian Kaïboué,MF,19,1998,FRA,150000,False
Ligue 1,Paris Saint-Germain,7,Kylian Mbappé,FW,19,1998,FRA,200000000,False
Ligue 1,Nîmes Olympique,-,Kévin Denkey,FW,17,2000,TGO,300000,True
La Liga,Valencia CF,9,Kévin Gameiro,FW,31,1987,FRA,9000000,False
Serie A,SSC Napoli,2,Kévin Malcuit,DF,26,1991,FRA,16000000,False
Ligue 1,AS Saint-Étienne,22,Kévin Monnet-Paquet,FW,29,1988,RWA,2000000,False
Ligue 1,SCO Angers,-,Kévin Mouanga,DF,17,2000,FRA,0,False
Ligue 1,AS Monaco,6,Kévin N'Doram,MF,22,1996,FRA,4000000,False
Ligue 1,Paris Saint-Germain,-,Kévin Rimane,DF,27,1991,GUF,250000,False
La Liga,Real Sociedad,20,Kévin Rodrigues,DF,24,1994,PRT,3000000,False
La Liga,Girona FC,-,Kévin Soni,FW,20,1998,CMR,300000,False
Ligue 1,RC Strasbourg Alsace,20,Kévin Zohi,FW,21,1996,MLI,2000000,False
Serie A,Bologna FC 1909,11,Ladislav Krejci,MF,25,1992,CZE,2750000,False
Ligue 1,OGC Nice,-,Lamine Diaby-Fadiga,FW,17,2001,FRA,0,False
Ligue 1,AS Saint-Étienne,31,Lamine Ghezali,FW,18,1999,FRA,500000,False
Ligue 1,RC Strasbourg Alsace,-,Lamine Koné,DF,29,1989,CIV,3000000,False
Bundesliga,VfL Wolfsburg,-,Landry Dimata,FW,20,1997,BEL,7000000,True
Bundesliga,Bayer 04 Leverkusen,8,Lars Bender,MF,29,1989,DEU,9000000,False
Bundesliga,Bayern Munich,-,Lars Lukas Mai,DF,18,2000,DEU,600000,False
Bundesliga,Borussia Mönchengladbach,13,Lars Stindl,FW,29,1988,DEU,10000000,False
La Liga,Rayo Vallecano,-,Lass Bangoura,FW,26,1992,GIN,700000,True
Ligue 1,SCO Angers,-,Lassana Coulibaly,MF,22,1996,MLI,1250000,True
Ligue 1,Paris Saint-Germain,-,Lassana Diarra,MF,33,1985,FRA,0,False
Ligue 1,Dijon FCO,-,Laurent Ciman,DF,32,1985,BEL,600000,False
Premier League,Huddersfield Town,20,Laurent Depoitre,FW,29,1988,BEL,3500000,False
Premier League,Arsenal FC,6,Laurent Koscielny,DF,32,1985,FRA,8000000,False
Serie A,Juventus FC,-,Laurentiu Branescu,GK,24,1994,ROU,300000,True
Serie A,Inter Milan,10,Lautaro Martínez,FW,20,1997,ARG,30000000,False
Ligue 1,Paris Saint-Germain,20,Layvin Kurzawa,DF,25,1992,FRA,17500000,False
Premier League,Fulham FC,30,Lazar Markovic,FW,24,1994,SRB,4000000,True
Serie A,SPAL,45,Lazar Nikolic,FW,18,1999,SRB,75000,False
Premier League,Wolverhampton Wanderers,32,Leander Dendoncker,MF,23,1995,BEL,18000000,False
Serie A,SSC Napoli,-,Leandrinho,FW,19,1998,BRA,500000,True
Premier League,Cardiff City,15,Leandro Bacuna,MF,26,1991,CUW,3000000,True
Bundesliga,1.FSV Mainz 05,35,Leandro Barreiro,MF,18,2000,LUX,500000,False
La Liga,Getafe CF,6,Leandro Cabrera,DF,27,1991,URY,5000000,False
La Liga,Getafe CF,1,Leandro Chichizola,GK,28,1990,ARG,1000000,False
Ligue 1,Paris Saint-Germain,8,Leandro Paredes,MF,24,1994,ARG,35000000,True
Ligue 1,LOSC Lille,-,Lebo Mothiba,FW,22,1996,ZAF,7000000,False
Ligue 1,RC Strasbourg Alsace,12,Lebo Mothiba,FW,22,1996,ZAF,7000000,False
Ligue 1,EA Guingamp,6,Lebogang Phiri,MF,23,1994,ZAF,1500000,False
Premier League,Manchester United,13,Lee Grant,GK,35,1983,ENG,750000,False
Premier League,Cardiff City,2,Lee Peltier,DF,31,1986,ENG,1500000,False
Premier League,Cardiff City,-,Lee Tomlin,FW,29,1989,ENG,2000000,True
La Liga,RCD Espanyol Barcelona,24,Lei Wu,FW,26,1991,CHN,10000000,True
Premier League,Everton FC,3,Leighton Baines,DF,33,1984,ENG,3500000,False
Ligue 1,Olympique Lyon,17,Lenny Pintor,FW,17,2000,FRA,5000000,False
Ligue 1,Stade Reims,-,Lenny Vallier,DF,19,1999,FRA,300000,True
La Liga,RCD Espanyol Barcelona,-,Leo Baptistão,FW,25,1992,BRA,4500000,False
Serie A,Parma Calcio 1913,5,Leo Stulac,MF,23,1994,SVN,2300000,False
La Liga,Villarreal CF,-,Leo Suárez,FW,22,1996,ARG,1000000,True
La Liga,Real Valladolid CF,-,Leo Suárez,FW,22,1996,ARG,1000000,False
Bundesliga,Hannover 96,30,Leo Weinkauf,GK,21,1996,DEU,200000,False
Premier League,Brighton & Hove Albion,57,Leo Östigard,DF,18,1999,NOR,150000,False
Bundesliga,Bayer 04 Leverkusen,9,Leon Bailey,FW,20,1997,JAM,40000000,False
Premier League,Brighton & Hove Albion,14,Leon Balogun,DF,30,1988,NGA,2000000,False
Bundesliga,VfB Stuttgart,25,Leon Dajaku,FW,17,2001,DEU,300000,False
Bundesliga,Bayern Munich,18,Leon Goretzka,MF,23,1995,DEU,50000000,False
Bundesliga,Borussia Dortmund,18,Leonardo Balerdi,DF,19,1999,ARG,14000000,True
Bundesliga,TSG 1899 Hoffenheim,13,Leonardo Bittencourt,MF,24,1993,DEU,7000000,False
Serie A,Juventus FC,19,Leonardo Bonucci,DF,31,1987,ITA,28000000,False
Serie A,Torino FC,-,Leonardo Candellone,FW,20,1997,ITA,400000,True
Serie A,UC Sampdoria,-,Leonardo Capezzi,MF,23,1995,ITA,800000,True
Serie A,FC Empoli,28,Leonardo Capezzi,MF,23,1995,ITA,800000,False
Serie A,US Sassuolo,-,Leonardo Fontanesi,DF,22,1996,ITA,150000,True
Serie A,Juventus FC,-,Leonardo Mancuso,FW,26,1992,ITA,2500000,True
Serie A,Cagliari Calcio,30,Leonardo Pavoletti,FW,29,1988,ITA,12000000,False
Serie A,US Sassuolo,17,Leonardo Sernicola,MF,20,1997,ITA,200000,False
Serie A,Juventus FC,37,Leonardo Spinazzola,DF,25,1993,ITA,15000000,True
Premier League,Leicester City,-,Leonardo Ulloa,FW,31,1986,ARG,2500000,False
Premier League,Manchester City,19,Leroy Sané,FW,22,1996,DEU,100000000,False
Serie A,FC Empoli,7,Levan Mchedlidze,FW,28,1990,GEO,400000,False
Bundesliga,1.FSV Mainz 05,8,Levin Öztunali,MF,22,1996,DEU,3500000,False
Premier League,Chelsea FC,-,Lewis Baker,MF,23,1995,ENG,4000000,True
Premier League,Newcastle United,49,Lewis Cass,DF,18,2000,ENG,0,False
Premier League,AFC Bournemouth,16,Lewis Cook,MF,21,1997,ENG,20000000,False
Premier League,Brighton & Hove Albion,5,Lewis Dunk,DF,26,1991,ENG,12000000,False
Ligue 1,Stade Rennais FC,-,Lilian Brassier,DF,18,1999,FRA,0,False
Bundesliga,Hannover 96,40,Linton Maina,FW,19,1999,DEU,7000000,False
Ligue 1,RC Strasbourg Alsace,23,Lionel Carole,DF,27,1991,FRA,3000000,False
La Liga,FC Barcelona,10,Lionel Messi,FW,31,1987,ARG,150000000,False
Serie A,Genoa CFC,5,Lisandro López,DF,28,1989,ARG,2500000,False
Premier League,Cardiff City,39,Lloyd Humphries,MF,20,1997,WAL,0,False
La Liga,SD Huesca,-,Lluis Sastre,MF,32,1986,ESP,300000,False
La Liga,RCD Espanyol Barcelona,-,Lluís López,DF,21,1997,ESP,300000,False
La Liga,Real Betis Balompié,16,Loren Morón,FW,24,1993,ESP,10000000,False
Serie A,UC Sampdoria,-,Lorenco Simic,DF,21,1996,HRV,1000000,True
Serie A,SPAL,5,Lorenco Simic,DF,21,1996,HRV,1000000,False
Serie A,Parma Calcio 1913,-,Lorenzo Adorni,DF,19,1998,ITA,75000,True
Serie A,Frosinone Calcio,15,Lorenzo Ariaudo,DF,29,1989,ITA,1000000,False
Serie A,Genoa CFC,-,Lorenzo Callegari,MF,20,1998,FRA,300000,True
Serie A,Torino FC,-,Lorenzo Carissoni,DF,21,1997,ITA,100000,True
Serie A,AS Roma,-,Lorenzo Crisanto,GK,20,1998,ITA,100000,True
Serie A,Frosinone Calcio,88,Lorenzo Crisetig,MF,25,1993,ITA,800000,False
Serie A,Bologna FC 1909,-,Lorenzo Crisetig,MF,25,1993,ITA,800000,True
Serie A,Torino FC,29,Lorenzo De Silvestri,DF,30,1988,ITA,4000000,False
Serie A,AS Roma,-,Lorenzo Di Livio,MF,21,1997,ITA,150000,True
Serie A,SPAL,24,Lorenzo Dickmann,MF,21,1996,ITA,1600000,False
Serie A,SS Lazio,48,Lorenzo Filippini,DF,22,1995,ITA,175000,True
Serie A,Inter Milan,-,Lorenzo Gavioli,MF,18,2000,ITA,300000,False
Serie A,SSC Napoli,24,Lorenzo Insigne,FW,27,1991,ITA,65000000,False
Serie A,FC Empoli,17,Lorenzo Lollo,MF,27,1990,ITA,600000,True
Serie A,Atalanta BC,-,Lorenzo Migliorelli,DF,20,1998,ITA,125000,True
Serie A,Atalanta BC,32,Lorenzo Peli,FW,18,2000,ITA,200000,False
Serie A,AS Roma,7,Lorenzo Pellegrini,MF,22,1996,ITA,35000000,False
Serie A,FC Empoli,15,Lorenzo Polvani,DF,23,1994,ITA,100000,False
Serie A,Chievo Verona,-,Lorenzo Rivi,FW,19,1999,ITA,75000,False
Serie A,Parma Calcio 1913,-,Lorenzo Saporetti,DF,22,1996,ITA,100000,True
Serie A,Chievo Verona,-,Lorenzo Sarini,GK,19,1999,ITA,50000,True
Serie A,Parma Calcio 1913,-,Lorenzo Simonetti,MF,21,1996,ITA,200000,True
Serie A,UC Sampdoria,26,Lorenzo Tonelli,DF,28,1990,ITA,7000000,False
Serie A,SSC Napoli,-,Lorenzo Tonelli,DF,28,1990,ITA,7000000,True
Serie A,AS Roma,-,Lorenzo Valeau,DF,19,1999,ITA,200000,True
Serie A,ACF Fiorentina,-,Lorenzo Venuti,DF,23,1995,ITA,2000000,True
Premier League,Liverpool FC,1,Loris Karius,GK,25,1993,DEU,5000000,False
Ligue 1,EA Guingamp,-,Louis Carnot,MF,17,2001,FRA,0,False
Ligue 1,RC Strasbourg Alsace,40,Louis Pelletier,GK,18,2000,FRA,150000,False
Ligue 1,AS Monaco,-,Loïc Badiashile,GK,20,1998,FRA,800000,True
Ligue 1,Stade Rennais FC,-,Loïc Badiashile,GK,20,1998,FRA,800000,False
Ligue 1,FC Toulouse,-,Loïc Bessile,DF,19,1999,TGO,0,False
Premier League,Cardiff City,20,Loïc Damour,MF,27,1991,FRA,750000,False
Ligue 1,Paris Saint-Germain,-,Loïc Mbe Soh,DF,17,2001,FRA,3000000,False
Ligue 1,AS Saint-Étienne,24,Loïc Perrin,DF,32,1985,FRA,2000000,False
Ligue 1,SCO Angers,21,Loïc Puyo,MF,29,1988,FRA,750000,False
Ligue 1,LOSC Lille,9,Loïc Rémy,FW,31,1987,FRA,3000000,False
Ligue 1,Nîmes Olympique,5,Loïck Landre,DF,26,1992,GLP,3500000,False
Ligue 1,AS Saint-Étienne,9,Loïs Diony,FW,25,1992,FRA,5000000,True
Serie A,SS Lazio,71,Luan Capanni,FW,18,2000,BRA,100000,False
Serie A,FC Empoli,13,Luca Antonelli,DF,31,1987,ITA,500000,False
Serie A,FC Empoli,46,Luca Belardinelli,MF,17,2001,ITA,0,False
Serie A,Cagliari Calcio,23,Luca Ceppitelli,DF,28,1989,ITA,2500000,False
Serie A,Cagliari Calcio,8,Luca Cigarini,MF,32,1986,ITA,800000,False
Serie A,Juventus FC,-,Luca Clemenza,MF,20,1997,ITA,750000,True
Serie A,Juventus FC,38,Luca Coccolo,DF,20,1998,ITA,50000,False
Serie A,Chievo Verona,-,Luca Garritano,MF,24,1994,ITA,700000,True
Serie A,Torino FC,89,Luca Gemello,GK,17,2000,ITA,100000,False
Bundesliga,VfL Wolfsburg,35,Luca Itter,DF,19,1999,DEU,2000000,False
Serie A,Juventus FC,-,Luca Marrone,DF,28,1990,ITA,800000,True
Serie A,Frosinone Calcio,19,Luca Matarese,FW,20,1998,ITA,200000,True
Serie A,US Sassuolo,-,Luca Mazzitelli,MF,22,1995,ITA,3500000,True
Serie A,Genoa CFC,15,Luca Mazzitelli,MF,22,1995,ITA,3500000,False
Serie A,Frosinone Calcio,7,Luca Paganini,FW,25,1993,ITA,1500000,False
Serie A,SSC Napoli,-,Luca Palmiero,MF,22,1996,ITA,1800000,True
Serie A,AS Roma,3,Luca Pellegrini,DF,19,1999,ITA,5000000,True
Serie A,Cagliari Calcio,3,Luca Pellegrini,DF,19,1999,ITA,5000000,False
Bundesliga,SV Werder Bremen,40,Luca Plogmann,GK,18,2000,DEU,500000,False
Serie A,ACF Fiorentina,-,Luca Ranieri,DF,19,1999,ITA,2000000,True
Serie A,US Sassuolo,-,Luca Ravanelli,DF,21,1997,ITA,200000,True
Serie A,Parma Calcio 1913,32,Luca Rigoni,MF,33,1984,ITA,500000,False
Serie A,Bologna FC 1909,-,Luca Rizzo,MF,26,1992,ITA,800000,True
Serie A,Genoa CFC,-,Luca Rossettini,DF,33,1985,ITA,500000,True
Serie A,Chievo Verona,15,Luca Rossettini,DF,33,1985,ITA,500000,False
La Liga,Real Sociedad,23,Luca Sangalli,MF,23,1995,ESP,4000000,False
Serie A,Parma Calcio 1913,26,Luca Siligardi,FW,30,1988,ITA,800000,False
Bundesliga,Borussia Dortmund,-,Luca Unbehaun,GK,17,2001,DEU,0,False
Serie A,Frosinone Calcio,16,Luca Valzania,MF,22,1996,ITA,1700000,False
