Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
682,Virgil van Dijk,NLD,DF,Liverpool FC,Premier League,26,1991,14.0,0,17,6,35.3,1.21,0.43,0.00,0.00,14.3,1,0,0,1.4,1.4,0.08,-1.4,-1.4
683,Landry Dimata,BEL,FW,VfL Wolfsburg,Bundesliga,19,1997,10.0,0,13,3,23.1,1.30,0.30,0.00,0.00,14.2,0,0,0,1.2,1.2,0.09,-1.2,-1.2
684,Tristan Dingomé,CMR,MF,ESTAC Troyes,Ligue 1,26,1991,13.0,0,5,2,40.0,0.39,0.15,0.00,0.00,23.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
685,Ismaël Diomandé,CIV,DF,SM Caen,Ligue 1,24,1992,7.9,0,3,0,0.0,0.38,0.00,0.00,,35.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
686,Loïs Diony,FRA,FW,AS Saint-Étienne,Ligue 1,24,1992,10.4,0,18,4,22.2,1.74,0.39,0.00,0.00,13.7,0,0,0,1.8,1.8,0.10,-1.8,-1.8
687,Issa Diop,FRA,DF,FC Toulouse,Ligue 1,20,1997,34.0,3,15,5,33.3,0.44,0.15,0.20,0.60,9.2,0,0,0,1.3,1.3,0.09,+1.7,+1.7
688,Pape Diop,SEN,MF,RCD Espanyol Barcelona,La Liga,31,1986,2.9,0,1,0,0.0,0.34,0.00,0.00,,23.1,0,0,0,0.0,0.0,0.05,0.0,0.0
689,Pape Diop,SEN,MF,SD Eibar,La Liga,31,1986,10.4,0,14,1,7.1,1.34,0.10,0.00,0.00,15.3,0,0,0,0.6,0.6,0.05,-0.6,-0.6
690,Assane Dioussé,SEN,MF,AS Saint-Étienne,Ligue 1,19,1997,14.9,1,11,3,27.3,0.74,0.20,0.09,0.33,21.8,0,0,0,0.9,0.9,0.08,+0.1,+0.1
691,Djené,TGO,DF,Getafe CF,La Liga,25,1991,36.0,1,12,2,16.7,0.33,0.06,0.08,0.50,14.2,0,0,0,0.6,0.6,0.05,+0.4,+0.4
692,Koffi Djidji,CIV,DF,FC Nantes,Ligue 1,24,1992,26.8,0,9,3,33.3,0.34,0.11,0.00,0.00,22.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4
693,Alexander Djiku,GHA,DF,SM Caen,Ligue 1,22,1994,28.0,0,19,3,15.8,0.68,0.11,0.00,0.00,11.5,0,0,0,1.4,1.4,0.07,-1.4,-1.4
694,Papy Djilobodji,SEN,DF,Dijon FCO,Ligue 1,28,1988,30.0,0,18,4,22.2,0.60,0.13,0.00,0.00,11.2,1,0,0,0.9,0.9,0.05,-0.9,-0.9
695,Berat Djimsiti,ALB,DF,Benevento Calcio,Serie A,24,1993,30.0,0,11,2,18.2,0.37,0.07,0.00,0.00,8.0,0,0,0,1.3,1.3,0.12,-1.3,-1.3
696,Marko Dmitrovic,SRB,GK,SD Eibar,La Liga,25,1992,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
697,Keagan Dolly,ZAF,FW,Montpellier HSC,Ligue 1,24,1993,9.8,1,22,9,40.9,2.25,0.92,0.05,0.11,22.3,0,0,0,1.2,1.2,0.05,-0.2,-0.2
698,Jaume Doménech,ESP,GK,Valencia CF,La Liga,26,1990,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
699,Jean-Luc Dompé,FRA,MF,Amiens SC,Ligue 1,21,1995,0.3,0,1,0,0.0,3.10,0.00,0.00,,18.0,0,0,0,0.0,0.0,0.02,0.0,0.0
700,Giulio Donati,ITA,DF,1.FSV Mainz 05,Bundesliga,27,1990,25.4,0,11,3,27.3,0.43,0.12,0.00,0.00,26.5,0,0,0,0.4,0.4,0.03,-0.4,-0.4
701,Dong-won Ji,KOR,FW,FC Augsburg,Bundesliga,26,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
702,Anastasios Donis,GRC,FW,VfB Stuttgart,Bundesliga,20,1996,10.5,2,38,13,34.2,3.60,1.23,0.05,0.15,20.2,3,0,0,4.5,4.5,0.12,-2.5,-2.5
703,Gianluigi Donnarumma,ITA,GK,AC Milan,Serie A,18,1999,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
704,Godfred Donsah,GHA,MF,Bologna FC 1909,Serie A,21,1996,19.9,2,23,6,26.1,1.15,0.30,0.09,0.33,21.5,0,0,0,1.2,1.2,0.05,+0.8,+0.8
705,Dória,BRA,DF,Olympique Marseille,Ligue 1,22,1994,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
706,Niklas Dorsch,DEU,MF,Bayern Munich,Bundesliga,19,1998,1.0,1,1,1,100.0,1.00,1.00,1.00,1.00,9.0,0,0,0,0.7,0.7,0.73,+0.3,+0.3
707,Gabriel,BRA,FW,ESTAC Troyes,Ligue 1,19,1997,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
708,Mauro dos Santos,ARG,DF,CD Leganés,La Liga,28,1989,11.0,0,1,1,100.0,0.09,0.09,0.00,0.00,7.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
709,Mathieu Dossevi,TGO,FW,FC Metz,Ligue 1,29,1988,27.9,1,33,10,30.3,1.18,0.36,0.03,0.10,20.7,2,0,0,2.1,2.1,0.06,-1.1,-1.1
710,Abdoulaye Doucouré,FRA,MF,Watford FC,Premier League,24,1993,36.9,7,49,18,36.7,1.33,0.49,0.14,0.39,19.8,0,0,0,3.1,3.1,0.06,+3.9,+3.9
711,Cheick Doukouré,CIV,MF,Levante UD,La Liga,24,1992,11.3,1,21,1,4.8,1.85,0.09,0.05,1.00,17.6,0,0,0,1.3,1.3,0.06,-0.3,-0.3
712,Mohamed Dräger,TUN,MF,SC Freiburg,Bundesliga,21,1996,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
713,Aleksandar Dragovic,AUT,DF,Leicester City,Premier League,26,1991,8.5,0,2,0,0.0,0.23,0.00,0.00,,8.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2
714,Aleksandar Dragovic,AUT,DF,Bayer 04 Leverkusen,Bundesliga,26,1991,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
715,Bartlomiej Dragowski,POL,GK,ACF Fiorentina,Serie A,19,1997,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
716,Boukary Dramé,SEN,DF,SPAL,Serie A,32,1985,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
717,Julian Draxler,DEU,MF,Paris Saint-Germain,Ligue 1,23,1993,18.9,4,23,10,43.5,1.22,0.53,0.17,0.40,13.2,0,0,0,3.2,3.2,0.14,+0.8,+0.8
718,Danny Drinkwater,ENG,MF,Chelsea FC,Premier League,27,1990,5.9,1,6,2,33.3,1.02,0.34,0.17,0.50,23.6,0,0,0,0.1,0.1,0.02,+0.9,+0.9
719,Josip Drmic,CHE,FW,Borussia Mönchengladbach,Bundesliga,24,1992,5.2,4,18,6,33.3,3.47,1.16,0.22,0.67,13.7,0,0,0,3.1,3.1,0.17,+0.9,+0.9
720,Rick van Drongelen,NLD,DF,Hamburger SV,Bundesliga,18,1998,16.0,0,6,1,16.7,0.37,0.06,0.00,0.00,9.2,0,0,0,0.5,0.5,0.08,-0.5,-0.5
721,Óscar Duarte,CRI,DF,RCD Espanyol Barcelona,La Liga,28,1989,11.0,0,6,1,16.7,0.55,0.09,0.00,0.00,12.1,0,0,0,1.0,1.0,0.16,-1.0,-1.0
722,Rubén Duarte,ESP,DF,Deportivo Alavés,La Liga,21,1995,23.8,0,8,1,12.5,0.34,0.04,0.00,0.00,22.8,0,0,0,0.5,0.5,0.06,-0.5,-0.5
723,Léo Dubois,FRA,DF,FC Nantes,Ligue 1,22,1994,33.6,3,44,11,25.0,1.31,0.33,0.07,0.27,22.0,5,0,0,2.2,2.2,0.05,+0.8,+0.8
724,Martin Dubravka,SVK,GK,Newcastle United,Premier League,28,1989,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
725,Ondrej Duda,SVK,MF,Hertha BSC,Bundesliga,22,1994,8.3,1,8,3,37.5,0.97,0.36,0.13,0.33,17.5,0,0,0,1.3,1.3,0.17,-0.3,-0.3
726,Shane Duffy,IRL,DF,Brighton & Hove Albion,Premier League,25,1992,36.6,0,31,4,12.9,0.85,0.11,0.00,0.00,9.0,0,0,0,1.9,1.9,0.06,-1.9,-1.9
727,Paul Dummett,WAL,DF,Newcastle United,Premier League,25,1991,17.8,0,4,1,25.0,0.22,0.06,0.00,0.00,13.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
728,Alfred Duncan,GHA,MF,US Sassuolo,Serie A,24,1993,21.6,0,41,10,24.4,1.90,0.46,0.00,0.00,21.7,0,0,0,2.4,2.4,0.06,-2.4,-2.4
729,Lewis Dunk,ENG,DF,Brighton & Hove Albion,Premier League,25,1991,38.0,1,25,8,32.0,0.66,0.21,0.04,0.13,11.0,0,0,0,2.4,2.4,0.10,-1.4,-1.4
730,Maxime Dupé,FRA,GK,FC Nantes,Ligue 1,24,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
731,Jimmy Durmaz,SWE,MF,FC Toulouse,Ligue 1,28,1989,11.4,3,9,3,33.3,0.79,0.26,0.00,0.00,27.7,0,3,4,3.4,0.3,0.04,-0.4,-0.3
732,Riza Durmisi,DNK,DF,Real Betis Balompié,La Liga,23,1994,23.1,2,17,6,35.3,0.74,0.26,0.12,0.33,19.8,2,0,0,1.5,1.5,0.09,+0.5,+0.5
733,Hugo Duro,ESP,FW,Getafe CF,La Liga,17,1999,0.2,0,1,1,100.0,4.09,4.09,0.00,0.00,14.9,0,0,0,0.1,0.1,0.10,-0.1,-0.1
734,Noë Dussenne,BEL,DF,FC Crotone,Serie A,25,1992,0.9,0,1,0,0.0,1.07,0.00,0.00,,7.1,0,0,0,0.1,0.1,0.14,-0.1,-0.1
735,Paulo Dybala,ARG,MF,Juventus FC,Serie A,23,1993,26.1,22,109,40,36.7,4.17,1.53,0.17,0.48,20.6,18,3,5,12.5,8.8,0.08,+9.5,+10.2
736,Nathan Dyer,ENG,MF,Swansea City,Premier League,29,1987,14.5,0,10,2,20.0,0.69,0.14,0.00,0.00,21.3,0,0,0,0.8,0.8,0.08,-0.8,-0.8
737,Edin Dzeko,BIH,FW,AS Roma,Serie A,31,1986,33.5,16,161,55,34.2,4.80,1.64,0.10,0.29,12.8,0,0,0,20.2,20.2,0.13,-4.2,-4.2
738,Blerim Dzemaili,CHE,MF,Bologna FC 1909,Serie A,31,1986,13.3,1,13,8,61.5,0.98,0.60,0.08,0.13,20.6,0,0,0,0.9,0.9,0.07,+0.1,+0.1
739,Félix Eboa Eboa,CMR,DF,EA Guingamp,Ligue 1,20,1997,16.9,1,9,5,55.6,0.53,0.30,0.11,0.20,13.8,1,0,0,0.7,0.7,0.08,+0.3,+0.3
740,Éder,ITA,FW,Inter Milan,Serie A,30,1986,8.9,3,27,9,33.3,3.04,1.01,0.11,0.33,17.9,1,0,0,3.0,3.0,0.11,0.0,0.0
741,Simone Edera,ITA,FW,Torino FC,Serie A,20,1997,3.6,1,8,5,62.5,2.20,1.38,0.13,0.20,19.8,0,0,0,0.5,0.5,0.07,+0.5,+0.5
742,Ederson,BRA,GK,Manchester City,Premier League,23,1993,35.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
743,Tom Edwards,ENG,DF,Stoke City,Premier League,18,1999,5.3,0,1,0,0.0,0.19,0.00,0.00,,37.5,0,0,0,0.0,0.0,0.01,0.0,0.0
744,Mandela Egbo,ENG,MF,Borussia Mönchengladbach,Bundesliga,19,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
745,Johannes Eggestein,DEU,FW,SV Werder Bremen,Bundesliga,19,1998,1.1,0,2,1,50.0,1.82,0.91,0.00,0.00,11.1,0,0,0,0.3,0.3,0.15,-0.3,-0.3
746,Maximilian Eggestein,DEU,MF,SV Werder Bremen,Bundesliga,20,1996,29.9,2,43,14,32.6,1.44,0.47,0.05,0.14,16.9,0,0,0,4.6,4.6,0.11,-2.6,-2.6
747,Albin Ekdal,SWE,MF,Hamburger SV,Bundesliga,28,1989,12.3,0,8,1,12.5,0.65,0.08,0.00,0.00,12.9,0,0,0,0.5,0.5,0.06,-0.5,-0.5
748,Josip Elez,HRV,DF,Hannover 96,Bundesliga,23,1994,8.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
749,Rob Elliot,IRL,GK,Newcastle United,Premier League,31,1986,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
750,Mohamed Elneny,EGY,MF,Arsenal FC,Premier League,25,1992,9.6,0,8,1,12.5,0.83,0.10,0.00,0.00,24.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4
751,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,23,1994,17.7,3,12,6,50.0,0.68,0.34,0.25,0.50,16.7,0,0,0,0.9,0.9,0.07,+2.1,+2.1
752,Nico Elvedi,CHE,DF,Borussia Mönchengladbach,Bundesliga,20,1996,32.4,2,15,7,46.7,0.46,0.22,0.13,0.29,11.2,0,0,0,0.9,0.9,0.06,+1.1,+1.1
753,Rodrigo Ely,BRA,DF,Deportivo Alavés,La Liga,23,1993,29.9,1,20,4,20.0,0.67,0.13,0.05,0.25,14.5,0,0,0,1.0,1.0,0.05,0.0,0.0
754,Breel Embolo,CHE,FW,FC Schalke 04,Bundesliga,20,1997,10.2,3,18,11,61.1,1.76,1.08,0.17,0.27,14.1,0,0,0,3.8,3.8,0.21,-0.8,-0.8
755,Youssef En-Nesyri,MAR,FW,Málaga CF,La Liga,20,1997,17.8,4,47,14,29.8,2.64,0.79,0.09,0.29,14.9,0,0,1,4.8,4.1,0.09,-0.8,-0.1
756,Sergi Enrich,ESP,FW,SD Eibar,La Liga,27,1990,14.8,3,33,11,33.3,2.23,0.74,0.06,0.18,14.5,0,1,1,4.1,3.4,0.10,-1.1,-1.4
757,Javi Eraso,ESP,MF,CD Leganés,La Liga,27,1990,28.1,4,32,13,40.6,1.14,0.46,0.13,0.31,16.3,1,0,0,3.9,3.9,0.13,+0.1,+0.1
758,Christian Eriksen,DNK,MF,Tottenham Hotspur,Premier League,25,1992,35.8,10,96,40,41.7,2.68,1.12,0.10,0.25,22.0,16,0,0,6.7,6.7,0.07,+3.3,+3.3
759,Gonzalo Escalante,ARG,MF,SD Eibar,La Liga,24,1993,17.5,1,23,6,26.1,1.32,0.34,0.04,0.17,18.1,0,0,0,1.5,1.5,0.06,-0.5,-0.5
760,Sergio Escudero,ESP,DF,Sevilla FC,La Liga,27,1989,25.9,0,20,4,20.0,0.77,0.15,0.00,0.00,21.0,0,0,0,1.3,1.3,0.06,-1.3,-1.3
761,Bernardo Espinosa,COL,DF,Girona FC,La Liga,28,1989,31.9,0,24,6,25.0,0.75,0.19,0.00,0.00,10.3,0,0,0,1.9,1.9,0.08,-1.9,-1.9
762,Michael Esser,DEU,GK,Hannover 96,Bundesliga,29,1987,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
763,Alexander Esswein,DEU,FW,Hertha BSC,Bundesliga,27,1990,6.9,2,10,6,60.0,1.46,0.88,0.20,0.33,18.1,0,0,0,0.8,0.8,0.08,+1.2,+1.2
764,Peter Etebo,NGA,MF,UD Las Palmas,La Liga,21,1995,13.5,0,19,3,15.8,1.41,0.22,0.00,0.00,30.0,1,0,0,0.6,0.6,0.03,-0.6,-0.6
765,Beñat Etxebarria,ESP,MF,Athletic Bilbao,La Liga,30,1987,12.5,0,12,3,25.0,0.96,0.24,0.00,0.00,29.0,5,0,0,0.4,0.4,0.03,-0.4,-0.4
766,Xabi Etxeita,ESP,DF,Athletic Bilbao,La Liga,29,1987,4.2,1,4,1,25.0,0.96,0.24,0.25,1.00,9.7,0,0,0,0.3,0.3,0.07,+0.7,+0.7
767,Jonny Evans,NIR,DF,West Bromwich Albion,Premier League,29,1988,25.2,2,11,3,27.3,0.44,0.12,0.18,0.67,6.9,0,0,0,2.2,2.2,0.20,-0.2,-0.2
768,Franck Evina,CMR,FW,Bayern Munich,Bundesliga,17,2000,1.2,0,3,0,0.0,2.45,0.00,0.00,,14.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
769,Patrice Evra,FRA,DF,Olympique Marseille,Ligue 1,36,1981,3.9,0,2,0,0.0,0.52,0.00,0.00,,20.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
770,Patrice Evra,FRA,DF,West Ham United,Premier League,36,1981,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
771,Edu Expósito,ESP,MF,Deportivo de La Coruña,La Liga,20,1996,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
772,Erik Expósito,ESP,FW,UD Las Palmas,La Liga,21,1996,5.3,1,10,2,20.0,1.90,0.38,0.10,0.50,13.3,0,0,0,1.1,1.1,0.11,-0.1,-0.1
773,Valentin Eysseric,FRA,FW,OGC Nice,Ligue 1,25,1992,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,21.3,0,0,0,0.0,0.0,0.02,0.0,0.0
774,Valentin Eysseric,FRA,FW,ACF Fiorentina,Serie A,25,1992,7.8,1,16,4,25.0,2.04,0.51,0.06,0.25,18.4,1,0,0,1.1,1.1,0.07,-0.1,-0.1
775,Imoh Ezekiel,NGA,FW,UD Las Palmas,La Liga,23,1993,5.2,0,7,3,42.9,1.35,0.58,0.00,0.00,12.9,0,0,0,1.1,1.1,0.16,-1.1,-1.1
776,Marco Fabián,MEX,FW,Eintracht Frankfurt,Bundesliga,28,1989,4.7,1,16,4,25.0,3.41,0.85,0.06,0.25,21.5,0,0,0,1.3,1.3,0.08,-0.3,-0.3
777,Lukasz Fabianski,POL,GK,Swansea City,Premier League,32,1985,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
778,Fabinho,BRA,MF,AS Monaco,Ligue 1,23,1993,34.0,7,22,5,22.7,0.65,0.15,0.14,0.60,23.4,1,4,4,5.5,2.4,0.11,+1.5,+0.6
779,Cesc Fàbregas,ESP,MF,Chelsea FC,Premier League,30,1987,25.6,2,37,11,29.7,1.44,0.43,0.05,0.18,19.2,2,0,0,2.4,2.4,0.07,-0.4,-0.4
780,Ralf Fährmann,DEU,GK,FC Schalke 04,Bundesliga,28,1988,33.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
781,Fayçal Fajr,MAR,MF,Getafe CF,La Liga,28,1988,26.5,1,21,9,42.9,0.79,0.34,0.05,0.11,24.4,3,0,1,1.8,1.0,0.05,-0.8,0.0
782,Falcao,COL,FW,AS Monaco,Ligue 1,31,1986,23.6,18,67,29,43.3,2.83,1.23,0.22,0.52,14.7,4,3,4,12.8,9.7,0.15,+5.2,+5.3
783,Diego Falcinelli,ITA,FW,ACF Fiorentina,Serie A,26,1991,4.9,0,14,4,28.6,2.86,0.82,0.00,0.00,14.8,0,0,0,1.6,1.6,0.11,-1.6,-1.6
784,Diego Falcinelli,ITA,FW,US Sassuolo,Serie A,26,1991,14.6,2,43,13,30.2,2.95,0.89,0.05,0.15,13.7,0,0,0,5.0,4.9,0.11,-3.0,-2.9
785,Simon Falette,GIN,DF,Eintracht Frankfurt,Bundesliga,25,1992,24.6,1,16,2,12.5,0.65,0.08,0.06,0.50,13.3,0,0,0,1.3,1.3,0.08,-0.3,-0.3
786,Simon Falette,GIN,DF,FC Metz,Ligue 1,25,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
787,César Falletti,URY,FW,Bologna FC 1909,Serie A,24,1992,3.6,1,10,3,30.0,2.80,0.84,0.10,0.33,19.1,0,0,0,1.4,1.4,0.14,-0.4,-0.4
788,Iago Falque,ESP,FW,Torino FC,Serie A,27,1990,31.3,12,75,21,28.0,2.39,0.67,0.16,0.57,17.7,4,0,0,9.3,9.3,0.12,+2.7,+2.7
789,Paolo Faragò,ITA,DF,Cagliari Calcio,Serie A,24,1993,27.3,2,28,7,25.0,1.03,0.26,0.07,0.29,14.4,0,0,0,2.4,2.4,0.08,-0.4,-0.4
790,Imad Faraj,MAR,DF,LOSC Lille,Ligue 1,18,1999,1.8,0,4,2,50.0,2.22,1.11,0.00,0.00,17.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3
791,Davide Faraoni,ITA,DF,FC Crotone,Serie A,25,1991,19.5,2,11,4,36.4,0.56,0.21,0.18,0.50,18.2,0,0,0,1.0,1.0,0.09,+1.0,+1.0
792,Mohamed Fares,DZA,DF,Hellas Verona,Serie A,21,1996,28.9,0,34,6,17.6,1.18,0.21,0.00,0.00,20.3,0,0,0,1.6,1.6,0.05,-1.6,-1.6
793,Diego Farias,BRA,FW,Cagliari Calcio,Serie A,27,1990,17.9,1,42,16,38.1,2.35,0.89,0.02,0.06,17.0,0,0,1,5.3,4.6,0.11,-4.3,-3.6
794,Federico Fazio,ARG,DF,AS Roma,Serie A,30,1987,32.5,2,22,4,18.2,0.68,0.12,0.09,0.50,11.1,0,0,0,2.4,2.4,0.11,-0.4,-0.4
795,Zouhair Feddal,MAR,DF,Real Betis Balompié,La Liga,28,1989,14.0,3,8,3,37.5,0.57,0.21,0.38,1.00,15.6,1,0,0,0.6,0.6,0.08,+2.4,+2.4
796,Nabil Fekir,FRA,MF,Olympique Lyon,Ligue 1,24,1993,27.5,18,86,45,52.3,3.12,1.64,0.17,0.33,21.2,17,3,4,12.2,9.2,0.11,+5.8,+5.8
797,Felipe,BRA,DF,Hannover 96,Bundesliga,30,1987,5.1,0,2,0,0.0,0.39,0.00,0.00,,7.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
798,Luiz Felipe,BRA,DF,SS Lazio,Serie A,20,1997,13.0,0,3,0,0.0,0.23,0.00,0.00,,12.7,0,0,0,0.5,0.5,0.16,-0.5,-0.5
799,Felix Uduokhai,DEU,DF,VfL Wolfsburg,Bundesliga,19,1997,17.3,1,4,1,25.0,0.23,0.06,0.25,1.00,14.4,0,0,0,0.3,0.3,0.08,+0.7,+0.7
800,Marouane Fellaini,BEL,MF,Manchester United,Premier League,29,1987,7.6,4,9,6,66.7,1.19,0.79,0.44,0.67,6.6,0,0,0,2.9,2.9,0.32,+1.1,+1.1
801,Kiko Femenía,ESP,DF,Watford FC,Premier League,26,1991,19.0,1,9,3,33.3,0.47,0.16,0.11,0.33,21.0,0,0,0,0.3,0.3,0.04,+0.7,+0.7
802,Leroy Fer,NLD,MF,Swansea City,Premier League,27,1990,15.5,1,12,3,25.0,0.77,0.19,0.08,0.33,13.6,0,0,0,1.6,1.6,0.14,-0.6,-0.6
803,Julien Féret,FRA,MF,SM Caen,Ligue 1,35,1982,34.0,0,26,2,7.7,0.77,0.06,0.00,0.00,25.9,0,0,0,1.0,1.0,0.04,-1.0,-1.0
804,Edimilson Fernandes,CHE,MF,West Ham United,Premier League,21,1996,9.4,0,6,1,16.7,0.64,0.11,0.00,0.00,20.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3
805,Gelson Fernandes,CHE,MF,Eintracht Frankfurt,Bundesliga,30,1986,11.5,0,1,1,100.0,0.09,0.09,0.00,0.00,19.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1
806,Andrés Fernández,ESP,GK,Villarreal CF,La Liga,30,1986,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
807,Augusto Fernández,ARG,MF,Atlético de Madrid,La Liga,31,1986,1.2,0,1,0,0.0,0.82,0.00,0.00,,29.3,0,0,0,0.0,0.0,0.03,0.0,0.0
808,Brian Fernández,ARG,FW,FC Metz,Ligue 1,22,1994,1.4,0,5,2,40.0,3.52,1.41,0.00,0.00,21.2,1,0,0,0.3,0.3,0.05,-0.3,-0.3
809,Carlos Fernández,ESP,FW,Sevilla FC,La Liga,21,1996,1.5,1,6,2,33.3,4.00,1.33,0.17,0.50,13.3,0,0,0,0.7,0.7,0.11,+0.3,+0.3
810,Ioritz Landeta,ESP,MF,Deportivo Alavés,La Liga,22,1995,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
811,Federico Fernández,ARG,DF,Swansea City,Premier League,28,1989,29.7,1,7,1,14.3,0.24,0.03,0.14,1.00,9.4,0,0,0,0.7,0.7,0.09,+0.3,+0.3
812,Raúl Fernández,ESP,GK,Levante UD,La Liga,29,1988,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
813,Fernandinho,BRA,MF,Manchester City,Premier League,32,1985,32.0,5,49,20,40.8,1.53,0.62,0.10,0.25,22.4,0,0,0,2.8,2.8,0.06,+2.2,+2.2
814,Alex Ferrari,ITA,DF,Hellas Verona,Serie A,23,1994,23.7,1,9,1,11.1,0.38,0.04,0.11,1.00,19.0,0,0,0,0.7,0.7,0.08,+0.3,+0.3
815,Jordan Ferri,FRA,MF,Olympique Lyon,Ligue 1,25,1992,7.1,0,7,0,0.0,0.98,0.00,0.00,,19.5,0,0,0,0.4,0.4,0.06,-0.4,-0.4
816,Sam Field,ENG,MF,West Bromwich Albion,Premier League,19,1998,6.0,1,4,1,25.0,0.67,0.17,0.25,1.00,11.8,0,0,0,0.4,0.4,0.09,+0.6,+0.6
817,Afonso Figueiredo,PRT,DF,Stade Rennais FC,Ligue 1,24,1993,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
818,Gian Filippo Felicioli,ITA,FW,Hellas Verona,Serie A,19,1997,3.1,0,1,1,100.0,0.32,0.32,0.00,0.00,7.3,0,0,0,0.2,0.2,0.17,-0.2,-0.2
819,Alfred Finnbogason,ISL,FW,FC Augsburg,Bundesliga,28,1989,20.2,12,49,22,44.9,2.43,1.09,0.18,0.41,13.3,0,3,3,10.6,8.4,0.17,+1.4,+0.6
820,Roberto Firmino,BRA,FW,Liverpool FC,Premier League,25,1991,30.7,15,81,35,43.2,2.64,1.14,0.17,0.40,16.7,0,1,1,11.0,10.3,0.13,+4.0,+3.7
821,Júnior Firpo,ESP,DF,Real Betis Balompié,La Liga,20,1996,13.2,2,14,4,28.6,1.06,0.30,0.14,0.50,14.8,0,0,0,1.5,1.5,0.10,+0.5,+0.5
822,Viktor Fischer,DNK,FW,1.FSV Mainz 05,Bundesliga,23,1994,3.7,0,7,2,28.6,1.87,0.54,0.00,0.00,17.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4
823,Mathieu Flamini,FRA,MF,Getafe CF,La Liga,33,1984,5.3,0,1,1,100.0,0.19,0.19,0.00,0.00,19.0,0,0,0,0.1,0.1,0.10,-0.1,-0.1
824,Darren Fletcher,SCO,MF,Stoke City,Premier League,33,1984,24.7,1,11,2,18.2,0.45,0.08,0.09,0.50,24.3,0,0,0,0.3,0.3,0.03,+0.7,+0.7
825,Sergio Floccari,ITA,FW,SPAL,Serie A,35,1981,9.8,3,22,6,27.3,2.24,0.61,0.14,0.50,13.6,0,0,0,3.6,3.6,0.16,-0.6,-0.6
826,Alessandro Florenzi,ITA,DF,AS Roma,Serie A,26,1991,26.5,1,40,7,17.5,1.51,0.26,0.03,0.14,20.4,0,0,1,4.0,3.2,0.08,-3.0,-2.2
