Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
1516,Malcom,BRA,FW,FC Girondins Bordeaux,Ligue 1,20,1997,31.7,12,74,31,41.9,2.33,0.98,0.15,0.35,22.0,16,1,2,7.4,5.7,0.08,+4.6,+5.3
1517,Kévin Malcuit,MAR,DF,LOSC Lille,Ligue 1,26,1991,20.2,0,11,3,27.3,0.55,0.15,0.00,0.00,22.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5
1518,Yunus Malli,TUR,FW,VfL Wolfsburg,Bundesliga,25,1992,24.9,5,53,16,30.2,2.13,0.64,0.09,0.31,19.4,3,0,0,5.2,5.2,0.10,-0.2,-0.2
1519,Hugo Mallo,ESP,DF,Celta de Vigo,La Liga,26,1991,33.3,0,23,7,30.4,0.69,0.21,0.00,0.00,22.3,0,0,0,1.3,1.3,0.05,-1.3,-1.3
1520,Scott Malone,ENG,DF,Huddersfield Town,Premier League,26,1991,12.4,0,9,2,22.2,0.72,0.16,0.00,0.00,19.1,0,0,0,0.8,0.8,0.08,-0.8,-0.8
1521,Vincent Manceau,FRA,DF,SCO Angers,Ligue 1,28,1989,33.0,0,16,3,18.8,0.48,0.09,0.00,0.00,25.4,0,0,0,0.6,0.6,0.04,-0.6,-0.6
1522,Gianluca Mancini,ITA,DF,Atalanta BC,Serie A,21,1996,7.6,1,4,1,25.0,0.53,0.13,0.25,1.00,6.8,0,0,0,0.9,0.9,0.22,+0.1,+0.1
1523,Steve Mandanda,FRA,GK,Olympique Marseille,Ligue 1,32,1985,29.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1524,Aïssa Mandi,DZA,DF,Real Betis Balompié,La Liga,25,1991,33.6,1,12,3,25.0,0.36,0.09,0.08,0.33,11.0,0,0,0,1.4,1.4,0.11,-0.4,-0.4
1525,Georges Mandjeck,CMR,MF,FC Metz,Ligue 1,28,1988,10.7,0,9,2,22.2,0.84,0.19,0.00,0.00,18.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
1526,Rolando Mandragora,ITA,MF,FC Crotone,Serie A,20,1997,36.0,2,38,10,26.3,1.06,0.28,0.05,0.20,25.7,1,0,0,2.2,2.2,0.06,-0.2,-0.2
1527,Mario Mandzukic,HRV,FW,Juventus FC,Serie A,31,1986,25.8,5,52,22,42.3,2.01,0.85,0.10,0.23,11.5,0,0,0,5.8,5.8,0.11,-0.8,-0.8
1528,Sadio Mané,SEN,FW,Liverpool FC,Premier League,25,1992,24.3,10,71,25,35.2,2.92,1.03,0.14,0.40,14.6,0,0,0,10.6,10.6,0.15,-0.6,-0.6
1529,Eliaquim Mangala,FRA,DF,Manchester City,Premier League,26,1991,5.4,0,3,0,0.0,0.55,0.00,0.00,,9.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2
1530,Eliaquim Mangala,FRA,DF,Everton FC,Premier League,26,1991,1.5,0,1,0,0.0,0.67,0.00,0.00,,14.0,0,0,0,0.0,0.0,0.05,0.0,0.0
1531,Orel Mangala,BEL,MF,VfB Stuttgart,Bundesliga,19,1998,8.7,0,10,3,30.0,1.16,0.35,0.00,0.00,25.3,0,0,0,0.3,0.3,0.03,-0.3,-0.3
1532,Kader Mangane,SEN,DF,RC Strasbourg Alsace,Ligue 1,34,1983,19.1,1,15,3,20.0,0.79,0.16,0.07,0.33,9.8,0,0,0,1.9,1.9,0.12,-0.9,-0.9
1533,Thomas Mangani,FRA,MF,SCO Angers,Ligue 1,30,1987,33.6,2,36,9,25.0,1.07,0.27,0.03,0.11,22.2,10,1,1,4.4,3.6,0.10,-2.4,-2.6
1534,Konstantinos Manolas,GRC,DF,AS Roma,Serie A,26,1991,26.0,2,11,3,27.3,0.42,0.12,0.18,0.67,9.7,0,0,0,1.2,1.2,0.11,+0.8,+0.8
1535,Javier Manquillo,ESP,DF,Newcastle United,Premier League,23,1994,19.5,0,2,0,0.0,0.10,0.00,0.00,,9.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1536,Martín Mantovani,ARG,DF,CD Leganés,La Liga,33,1984,11.3,1,5,1,20.0,0.44,0.09,0.20,1.00,6.7,0,0,0,0.9,0.9,0.18,+0.1,+0.1
1537,José Manuel Jurado,ESP,MF,RCD Espanyol Barcelona,La Liga,31,1986,16.7,0,14,3,21.4,0.84,0.18,0.00,0.00,19.6,2,0,0,0.8,0.8,0.06,-0.8,-0.8
1538,Harrison Manzala,COD,FW,Amiens SC,Ligue 1,23,1994,20.7,4,32,14,43.8,1.55,0.68,0.09,0.21,20.4,0,1,1,3.0,2.2,0.07,+1.0,+0.8
1539,Myziane Maolida,FRA,FW,Olympique Lyon,Ligue 1,18,1999,3.7,1,12,5,41.7,3.24,1.35,0.08,0.20,19.5,0,0,0,0.8,0.8,0.07,+0.2,+0.2
1540,Faitout Maouassa,FRA,MF,Stade Rennais FC,Ligue 1,19,1998,10.7,0,16,4,25.0,1.50,0.37,0.00,0.00,23.5,1,0,0,0.8,0.8,0.05,-0.8,-0.8
1541,Marçal,BRA,DF,Olympique Lyon,Ligue 1,28,1989,14.4,0,2,1,50.0,0.14,0.07,0.00,0.00,23.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1542,Vincent Marcel,FRA,FW,OGC Nice,Ligue 1,20,1997,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1543,Marcelo,BRA,DF,Real Madrid,La Liga,29,1988,25.1,2,34,9,26.5,1.35,0.36,0.06,0.22,18.6,0,0,0,1.6,1.6,0.05,+0.4,+0.4
1544,Marcelo,BRA,DF,Olympique Lyon,Ligue 1,30,1987,34.5,3,28,11,39.3,0.81,0.32,0.11,0.27,8.5,0,0,0,2.1,2.1,0.08,+0.9,+0.9
1545,Solly March,ENG,MF,Brighton & Hove Albion,Premier League,23,1994,20.6,1,30,9,30.0,1.46,0.44,0.03,0.11,23.1,1,0,0,1.3,1.3,0.04,-0.3,-0.3
1546,Gabriele Marchegiani,ITA,GK,SPAL,Serie A,21,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1547,Claudio Marchisio,ITA,MF,Juventus FC,Serie A,31,1986,9.1,0,12,4,33.3,1.32,0.44,0.00,0.00,27.0,0,0,0,0.3,0.3,0.02,-0.3,-0.3
1548,Gian Marco Ferrari,ITA,DF,UC Sampdoria,Serie A,25,1992,29.4,2,9,5,55.6,0.31,0.17,0.22,0.40,8.7,0,0,0,1.0,1.0,0.11,+1.0,+1.0
1549,Óscar de Marcos,ESP,DF,Athletic Bilbao,La Liga,28,1989,18.4,1,15,7,46.7,0.82,0.38,0.07,0.14,17.0,0,0,0,1.6,1.6,0.10,-0.6,-0.6
1550,José María Giménez,URY,DF,Atlético de Madrid,La Liga,22,1995,18.8,1,15,2,13.3,0.80,0.11,0.07,0.50,11.9,0,0,0,1.5,1.5,0.10,-0.5,-0.5
1551,Mariano Díaz,DOM,FW,Olympique Lyon,Ligue 1,23,1993,27.9,18,100,42,42.0,3.59,1.51,0.17,0.40,16.6,8,1,1,13.6,12.8,0.13,+4.4,+4.2
1552,Adrian Mariappa,JAM,DF,Watford FC,Premier League,30,1986,24.6,0,8,2,25.0,0.33,0.08,0.00,0.00,11.5,0,0,0,0.6,0.6,0.07,-0.6,-0.6
1553,Jordan Marié,FRA,MF,Dijon FCO,Ligue 1,25,1991,20.9,1,21,2,9.5,1.00,0.10,0.05,0.50,24.5,0,0,0,1.0,1.0,0.05,0.0,0.0
1554,Adrián Marín,ESP,DF,Villarreal CF,La Liga,20,1997,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1555,João Mário,PRT,MF,West Ham United,Premier League,24,1993,11.4,2,16,4,25.0,1.41,0.35,0.13,0.50,16.7,1,0,0,1.8,1.8,0.11,+0.2,+0.2
1556,João Mário,PRT,MF,Inter Milan,Serie A,24,1993,6.2,0,13,3,23.1,2.11,0.49,0.00,0.00,18.8,1,0,0,1.3,1.3,0.10,-1.3,-1.3
1557,Guillermo Maripán,CHL,DF,Deportivo Alavés,La Liga,23,1994,17.0,0,5,1,20.0,0.29,0.06,0.00,0.00,8.8,0,0,0,0.6,0.6,0.12,-0.6,-0.6
1558,Marlon,BRA,DF,OGC Nice,Ligue 1,21,1995,21.4,0,6,0,0.0,0.28,0.00,0.00,,10.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3
1559,Dominic Maroh,SVN,DF,1. FC Köln,Bundesliga,30,1987,10.2,0,4,1,25.0,0.39,0.10,0.00,0.00,17.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1560,Marquinhos,BRA,DF,Paris Saint-Germain,Ligue 1,23,1994,25.1,0,16,1,6.3,0.64,0.04,0.00,0.00,11.2,0,0,0,1.5,1.5,0.09,-1.5,-1.5
1561,Bruno Martella,ITA,DF,FC Crotone,Serie A,24,1992,29.1,1,23,5,21.7,0.79,0.17,0.04,0.20,28.1,0,0,0,1.1,1.1,0.05,-0.1,-0.1
1562,Roger Martí,ESP,FW,Levante UD,La Liga,26,1991,10.7,3,25,8,32.0,2.34,0.75,0.08,0.25,15.1,0,1,1,3.7,2.9,0.12,-0.7,-0.9
1563,Anthony Martial,FRA,FW,Manchester United,Premier League,21,1995,17.6,9,49,15,30.6,2.79,0.85,0.16,0.53,16.6,0,1,1,6.8,6.0,0.12,+2.2,+2.0
1564,Aarón Martín,ESP,DF,RCD Espanyol Barcelona,La Liga,20,1997,31.3,0,5,2,40.0,0.16,0.06,0.00,0.00,24.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1565,Jonas Martin,FRA,MF,RC Strasbourg Alsace,Ligue 1,27,1990,33.6,4,28,8,28.6,0.83,0.24,0.04,0.13,20.7,1,3,3,4.1,1.9,0.07,-0.1,-0.9
1566,Cuco Martina,CUW,DF,Everton FC,Premier League,27,1989,20.3,0,3,2,66.7,0.15,0.10,0.00,0.00,25.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1567,Carlos Martínez,ESP,DF,Real Sociedad,La Liga,31,1986,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1568,Emiliano Martínez,ARG,GK,Getafe CF,La Liga,24,1992,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1569,Iñigo Martínez,ESP,DF,Athletic Bilbao,La Liga,26,1991,16.0,0,10,3,30.0,0.62,0.19,0.00,0.00,12.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4
1570,Iñigo Martínez,ESP,DF,Real Sociedad,La Liga,26,1991,11.7,1,10,2,20.0,0.85,0.17,0.10,0.50,9.9,0,0,0,0.9,0.9,0.09,+0.1,+0.1
1571,Javi Martínez,ESP,MF,Bayern Munich,Bundesliga,28,1988,17.9,1,22,4,18.2,1.23,0.22,0.05,0.25,14.1,0,0,0,1.8,1.8,0.08,-0.8,-0.8
1572,Pablo Martinez,FRA,DF,RC Strasbourg Alsace,Ligue 1,28,1989,23.5,0,18,5,27.8,0.77,0.21,0.00,0.00,14.2,0,0,0,1.4,1.4,0.08,-1.4,-1.4
1573,Roger Martínez,COL,FW,Villarreal CF,La Liga,23,1994,2.6,1,10,3,30.0,3.83,1.15,0.10,0.33,16.7,0,0,0,0.7,0.7,0.07,+0.3,+0.3
1574,Bruno Martins Indi,NLD,DF,Stoke City,Premier League,25,1992,13.8,0,4,0,0.0,0.29,0.00,0.00,,13.3,0,0,0,0.4,0.4,0.10,-0.4,-0.4
1575,Jonathan Martins Pereira,FRA,DF,EA Guingamp,Ligue 1,31,1986,12.6,0,6,2,33.3,0.48,0.16,0.00,0.00,21.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1576,Christopher Martins Pereira,LUX,MF,Olympique Lyon,Ligue 1,20,1997,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1577,Adam Marusic,MNE,DF,SS Lazio,Serie A,24,1992,28.0,3,38,13,34.2,1.36,0.46,0.08,0.23,16.8,0,0,0,3.2,3.2,0.08,-0.2,-0.2
1578,Omar Mascarell,ESP,MF,Eintracht Frankfurt,Bundesliga,24,1993,8.6,1,4,2,50.0,0.47,0.23,0.25,0.50,21.0,0,0,0,0.2,0.2,0.06,+0.8,+0.8
1579,Javier Mascherano,ARG,DF,FC Barcelona,La Liga,33,1984,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1580,Andrea Masiello,ITA,DF,Atalanta BC,Serie A,31,1986,30.1,4,22,7,31.8,0.73,0.23,0.18,0.57,10.8,0,0,0,3.0,3.0,0.14,+1.0,+1.0
1581,Adam Masina,MAR,DF,Bologna FC 1909,Serie A,23,1994,31.4,0,19,3,15.8,0.60,0.10,0.00,0.00,15.4,0,0,0,2.0,2.0,0.10,-2.0,-2.0
1582,Eden Massouema,COG,MF,Dijon FCO,Ligue 1,20,1997,2.1,0,1,0,0.0,0.48,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.02,0.0,0.0
1583,Arthur Masuaku,COD,MF,West Ham United,Premier League,23,1993,20.8,0,8,3,37.5,0.39,0.14,0.00,0.00,27.8,0,0,0,0.2,0.2,0.02,-0.2,-0.2
1584,Juan Mata,ESP,FW,Manchester United,Premier League,29,1988,21.4,3,28,10,35.7,1.31,0.47,0.11,0.30,16.9,4,0,0,3.0,3.0,0.11,0.0,0.0
1585,Christian Mathenia,DEU,GK,Hamburger SV,Bundesliga,25,1992,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1586,Nemanja Matic,SRB,MF,Manchester United,Premier League,28,1988,34.6,1,21,2,9.5,0.61,0.06,0.05,0.50,24.4,0,0,0,0.7,0.7,0.03,+0.3,+0.3
1587,Joel Matip,CMR,DF,Liverpool FC,Premier League,25,1991,22.2,1,13,2,15.4,0.59,0.09,0.08,0.50,9.6,0,0,0,2.3,2.3,0.17,-1.3,-1.3
1588,Ryder Matos,BRA,MF,Udinese Calcio,Serie A,24,1993,1.9,0,1,0,0.0,0.53,0.00,0.00,,8.5,0,0,0,0.1,0.1,0.13,-0.1,-0.1
1589,Ryder Matos,BRA,FW,Hellas Verona,Serie A,24,1993,10.9,0,17,4,23.5,1.56,0.37,0.00,0.00,18.2,0,0,0,1.3,1.3,0.08,-1.3,-1.3
1590,Alessandro Matri,ITA,FW,US Sassuolo,Serie A,32,1984,10.2,3,29,10,34.5,2.86,0.98,0.07,0.20,12.6,0,1,3,7.3,5.0,0.17,-4.3,-3.0
1591,Matti Steinmann,DEU,MF,Hamburger SV,Bundesliga,22,1995,6.6,0,3,1,33.3,0.45,0.15,0.00,0.00,13.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2
1592,Federico Mattiello,ITA,DF,SPAL,Serie A,22,1995,24.5,0,16,4,25.0,0.65,0.16,0.00,0.00,17.0,0,0,0,0.8,0.8,0.05,-0.8,-0.8
1593,Blaise Matuidi,FRA,MF,Juventus FC,Serie A,30,1987,26.2,3,24,7,29.2,0.92,0.27,0.13,0.43,15.8,0,0,0,2.6,2.6,0.11,+0.4,+0.4
1594,Blaise Matuidi,FRA,MF,Paris Saint-Germain,Ligue 1,30,1987,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1595,José Mauri,ITA,MF,AC Milan,Serie A,21,1996,0.1,0,1,1,100.0,6.92,6.92,0.00,0.00,16.1,0,0,0,0.1,0.1,0.08,-0.1,-0.1
1596,Maurício,BRA,DF,SS Lazio,Serie A,28,1988,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1597,Mergim Mavraj,ALB,DF,Hamburger SV,Bundesliga,31,1986,16.1,0,6,1,16.7,0.37,0.06,0.00,0.00,10.0,0,0,0,0.4,0.4,0.07,-0.4,-0.4
1598,Konstantinos Mavropanos,GRC,DF,Arsenal FC,Premier League,19,1997,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1599,Alfie Mawson,ENG,DF,Swansea City,Premier League,23,1994,38.0,2,18,6,33.3,0.47,0.16,0.11,0.33,11.2,0,0,0,1.9,1.9,0.11,+0.1,+0.1
1600,Philipp Max,DEU,DF,FC Augsburg,Bundesliga,23,1993,32.9,2,19,7,36.8,0.58,0.21,0.11,0.29,23.2,4,0,0,1.1,1.1,0.06,+0.9,+0.9
1601,Eric Maxim Choupo-Moting,CMR,FW,Stoke City,Premier League,28,1989,25.7,5,58,17,29.3,2.26,0.66,0.09,0.29,16.4,0,0,0,5.2,5.2,0.09,-0.2,-0.2
1602,Alexandru Maxim,ROU,MF,1.FSV Mainz 05,Bundesliga,27,1990,10.6,2,28,5,17.9,2.63,0.47,0.07,0.40,23.1,1,0,0,1.4,1.4,0.05,+0.6,+0.6
1603,Florian Mayer,DEU,DF,Borussia Mönchengladbach,Bundesliga,19,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1604,Borja Mayoral,ESP,FW,Real Madrid,La Liga,20,1997,3.9,3,17,10,58.8,4.38,2.58,0.18,0.30,9.8,0,0,0,3.4,3.4,0.20,-0.4,-0.4
1605,Robert Mazan,SVK,DF,Celta de Vigo,La Liga,23,1994,0.9,0,2,1,50.0,2.20,1.10,0.00,0.00,19.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2
1606,Luca Mazzitelli,ITA,MF,US Sassuolo,Serie A,21,1995,11.3,0,15,3,20.0,1.33,0.27,0.00,0.00,16.6,0,0,0,1.5,1.5,0.10,-1.5,-1.5
1607,Kylian Mbappé,FRA,FW,Paris Saint-Germain,Ligue 1,18,1998,23.3,13,81,32,39.5,3.48,1.37,0.16,0.41,12.7,0,0,0,14.5,14.5,0.18,-1.5,-1.5
1608,Kylian Mbappé,FRA,FW,AS Monaco,Ligue 1,18,1998,0.8,0,3,2,66.7,3.65,2.43,0.00,0.00,11.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
1609,Ibrahima Mbaye,SEN,DF,Bologna FC 1909,Serie A,22,1994,19.6,1,7,4,57.1,0.36,0.20,0.14,0.25,12.6,0,0,0,1.2,1.2,0.17,-0.2,-0.2
1610,Chancel Mbemba,COD,DF,Newcastle United,Premier League,22,1994,7.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1611,Adama Mbengue,SEN,DF,SM Caen,Ligue 1,23,1993,17.7,0,16,1,6.3,0.90,0.06,0.00,0.00,28.2,0,0,0,0.6,0.6,0.04,-0.6,-0.6
1612,Isaac Mbenza,BEL,FW,Montpellier HSC,Ligue 1,21,1996,23.3,8,58,21,36.2,2.49,0.90,0.14,0.38,19.2,5,0,0,7.3,7.3,0.14,+0.7,+0.7
1613,Bryan Mbeumo,FRA,FW,ESTAC Troyes,Ligue 1,17,1999,0.7,0,3,1,33.3,4.22,1.41,0.00,0.00,25.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1614,Jordi Mboula,ESP,MF,AS Monaco,Ligue 1,18,1999,0.3,1,1,1,100.0,2.90,2.90,1.00,1.00,15.1,0,0,0,0.1,0.1,0.12,+0.9,+0.9
1615,James McArthur,SCO,MF,Crystal Palace,Premier League,29,1987,27.0,5,31,10,32.3,1.15,0.37,0.16,0.50,11.6,0,0,0,4.7,4.7,0.15,+0.3,+0.3
1616,Gareth McAuley,NIR,DF,West Bromwich Albion,Premier League,37,1979,5.1,0,1,0,0.0,0.20,0.00,0.00,,7.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1617,Oliver McBurnie,SCO,FW,Swansea City,Premier League,21,1996,3.1,0,6,3,50.0,1.96,0.98,0.00,0.00,8.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5
1618,Alex McCarthy,ENG,GK,Southampton FC,Premier League,27,1989,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1619,James McCarthy,IRL,MF,Everton FC,Premier League,26,1990,2.3,0,1,0,0.0,0.44,0.00,0.00,,17.0,0,0,0,0.0,0.0,0.03,0.0,0.0
1620,James McClean,IRL,MF,West Bromwich Albion,Premier League,28,1989,15.6,1,30,6,20.0,1.92,0.38,0.03,0.17,20.8,1,0,0,1.6,1.6,0.05,-0.6,-0.6
1621,Weston McKennie,USA,MF,FC Schalke 04,Bundesliga,18,1998,14.0,0,10,2,20.0,0.71,0.14,0.00,0.00,18.0,0,0,0,1.4,1.4,0.14,-1.4,-1.4
1622,Sam McQueen,ENG,DF,Southampton FC,Premier League,22,1995,1.6,0,1,0,0.0,0.61,0.00,0.00,,18.4,0,0,0,0.0,0.0,0.02,0.0,0.0
1623,Scott McTominay,SCO,MF,Manchester United,Premier League,20,1996,7.0,0,3,0,0.0,0.43,0.00,0.00,,19.7,0,0,0,0.4,0.4,0.16,-0.4,-0.4
1624,Iuri Medeiros,PRT,FW,Genoa CFC,Serie A,23,1994,7.1,2,20,9,45.0,2.81,1.26,0.10,0.22,20.5,1,0,0,1.1,1.1,0.05,+0.9,+0.9
1625,Slobodan Medojevic,SRB,MF,Eintracht Frankfurt,Bundesliga,26,1990,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1626,Álvaro Medrán,ESP,MF,Deportivo Alavés,La Liga,23,1994,10.6,2,16,6,37.5,1.51,0.57,0.13,0.33,24.2,1,0,0,0.7,0.7,0.05,+1.3,+1.3
1627,Álvaro Medrán,ESP,MF,Valencia CF,La Liga,23,1994,0.8,0,1,0,0.0,1.25,0.00,0.00,,36.5,0,0,0,0.0,0.0,0.01,0.0,0.0
1628,Ben Mee,ENG,DF,Burnley FC,Premier League,27,1989,29.0,0,25,7,28.0,0.86,0.24,0.00,0.00,12.1,1,0,0,1.7,1.7,0.07,-1.7,-1.7
1629,Riccardo Meggiorini,ITA,FW,Chievo Verona,Serie A,31,1985,8.7,0,11,4,36.4,1.26,0.46,0.00,0.00,15.6,0,0,0,1.2,1.2,0.11,-1.2,-1.2
1630,Admir Mehmedi,CHE,FW,VfL Wolfsburg,Bundesliga,26,1991,3.2,1,4,1,25.0,1.24,0.31,0.25,1.00,18.8,0,0,0,0.1,0.1,0.03,+0.9,+0.9
1631,Admir Mehmedi,CHE,DF,Bayer 04 Leverkusen,Bundesliga,26,1991,7.8,2,13,4,30.8,1.67,0.51,0.15,0.50,16.9,1,0,0,1.1,1.1,0.09,+0.9,+0.9
1632,Alexander Meier,DEU,FW,Eintracht Frankfurt,Bundesliga,34,1983,0.0,1,1,1,100.0,22.50,22.50,1.00,1.00,10.0,0,0,0,0.1,0.1,0.09,+0.9,+0.9
1633,Soualiho Meïté,FRA,MF,FC Girondins Bordeaux,Ligue 1,23,1994,14.8,1,14,3,21.4,0.94,0.20,0.07,0.33,14.1,0,0,0,1.5,1.5,0.11,-0.5,-0.5
1634,Soualiho Meïté,FRA,MF,AS Monaco,Ligue 1,23,1994,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1635,Óscar Melendo,ESP,MF,RCD Espanyol Barcelona,La Liga,19,1997,7.7,0,7,2,28.6,0.91,0.26,0.00,0.00,18.4,0,0,0,0.5,0.5,0.08,+0.5,+0.5
1636,Ledian Memushaj,ALB,MF,Benevento Calcio,Serie A,30,1986,14.0,0,18,2,11.1,1.29,0.14,0.00,0.00,21.7,1,0,0,0.9,0.9,0.05,-0.9,-0.9
1637,Pedro Mendes,PRT,DF,Montpellier HSC,Ligue 1,26,1990,31.7,1,13,4,30.8,0.41,0.13,0.08,0.25,16.9,0,0,0,0.5,0.5,0.04,+0.5,+0.5
1638,Thiago Mendes,BRA,MF,LOSC Lille,Ligue 1,25,1992,25.5,3,45,15,33.3,1.77,0.59,0.07,0.20,22.9,4,0,0,2.6,2.6,0.06,+0.4,+0.4
1639,Brais Méndez,ESP,MF,Celta de Vigo,La Liga,20,1997,10.6,1,22,9,40.9,2.08,0.85,0.05,0.11,17.9,0,0,0,1.9,1.9,0.09,-0.9,-0.9
1640,Stiven Mendoza,COL,FW,Amiens SC,Ligue 1,25,1992,11.5,2,25,6,24.0,2.18,0.52,0.08,0.33,20.7,2,0,0,2.3,2.3,0.09,-0.3,-0.3
1641,Alexandre Mendy,GNB,FW,FC Girondins Bordeaux,Ligue 1,23,1994,8.9,4,31,9,29.0,3.49,1.01,0.13,0.44,12.9,0,0,0,5.2,5.2,0.17,-1.2,-1.2
1642,Benjamin Mendy,FRA,DF,Manchester City,Premier League,23,1994,4.0,0,7,1,14.3,1.74,0.25,0.00,0.00,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1643,Ferland Mendy,FRA,DF,Olympique Lyon,Ligue 1,22,1995,23.6,0,18,5,27.8,0.76,0.21,0.00,0.00,20.4,0,0,0,1.0,1.0,0.05,-1.0,-1.0
1644,Nampalys Mendy,SEN,MF,OGC Nice,Ligue 1,25,1992,10.7,0,1,0,0.0,0.09,0.00,0.00,,22.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1645,Hamza Mendyl,MAR,DF,LOSC Lille,Ligue 1,19,1997,9.5,0,3,1,33.3,0.32,0.11,0.00,0.00,20.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2
1646,Gabriel Mercado,ARG,DF,Sevilla FC,La Liga,30,1987,23.5,0,17,5,29.4,0.72,0.21,0.00,0.00,12.7,0,0,0,1.5,1.5,0.09,-1.5,-1.5
1647,Jorge Meré,ESP,DF,1. FC Köln,Bundesliga,20,1997,21.0,1,5,1,20.0,0.24,0.05,0.20,1.00,14.1,0,0,0,0.4,0.4,0.08,+0.6,+0.6
1648,Alex Meret,ITA,GK,SPAL,Serie A,20,1997,12.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1649,Mikel Merino,ESP,MF,Newcastle United,Premier League,21,1996,15.0,1,17,6,35.3,1.14,0.40,0.06,0.17,26.2,0,0,0,0.6,0.6,0.03,+0.4,+0.4
1650,Sabin Merino,ESP,FW,Athletic Bilbao,La Liga,25,1992,4.2,0,8,3,37.5,1.91,0.72,0.00,0.00,12.3,0,0,0,1.5,1.5,0.19,-1.5,-1.5
1651,Dries Mertens,BEL,FW,SSC Napoli,Serie A,30,1987,33.4,18,120,43,35.8,3.60,1.29,0.12,0.33,17.9,12,4,5,15.7,11.9,0.10,+2.3,+2.1
1652,Per Mertesacker,DEU,DF,Arsenal FC,Premier League,32,1984,4.1,1,3,2,66.7,0.74,0.49,0.33,0.50,12.3,0,0,0,0.3,0.3,0.09,+0.7,+0.7
1653,Roque Mesa,ESP,MF,Sevilla FC,La Liga,28,1989,3.8,0,1,0,0.0,0.26,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.04,0.0,0.0
1654,Roque Mesa,ESP,MF,Swansea City,Premier League,28,1989,8.4,0,7,1,14.3,0.84,0.12,0.00,0.00,26.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1655,Lionel Messi,ARG,FW,FC Barcelona,La Liga,30,1987,33.4,34,194,92,47.4,5.82,2.76,0.16,0.35,18.5,47,2,4,25.3,22.3,0.12,+8.7,+9.7
1656,Thomas Meunier,BEL,DF,Paris Saint-Germain,Ligue 1,25,1991,17.5,4,11,5,45.5,0.63,0.29,0.36,0.80,15.1,0,0,0,1.2,1.2,0.10,+2.8,+2.8
1657,Mexer,MOZ,DF,Stade Rennais FC,Ligue 1,28,1988,13.3,0,3,0,0.0,0.22,0.00,0.00,,18.1,0,0,0,0.2,0.2,0.07,-0.2,-0.2
