Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,CrdY,CrdR,2CrdY,FlsCom,FlsRec,Off,Crs,Int,TklW,PKRec,PKCom,OG,Recov,AWon,ALost,AWon%
44,Raúl Albiol,ESP,DF,SSC Napoli,Serie A,31,1985,30.5,7,0,0,30,19,2,3,12,25,0,0,0,455,73,51,58.9
45,Miiko Albornoz,CHL,DF,Hannover 96,Bundesliga,26,1990,7.8,1,0,0,10,14,0,16,5,13,0,0,0,73,14,18,43.8
46,Marc Albrighton,ENG,MF,Leicester City,Premier League,27,1989,28.2,5,1,0,20,25,1,138,25,30,0,1,0,243,6,11,35.3
47,Paco Alcácer,ESP,FW,FC Barcelona,La Liga,23,1993,7.8,0,0,0,1,9,7,7,8,3,0,0,0,45,3,11,21.4
48,Pedro Alcalá,ESP,DF,Girona FC,La Liga,28,1989,7.6,4,0,0,11,3,2,1,4,5,0,0,0,101,6,9,40.0
49,Thiago,ESP,MF,Bayern Munich,Bundesliga,26,1991,13.9,3,0,0,24,15,1,12,20,26,1,0,0,139,17,19,47.2
50,David Alcibiade,FRA,DF,FC Nantes,Ligue 1,25,1991,2.3,0,0,0,2,2,1,5,4,1,0,0,0,25,1,1,50.0
51,Toby Alderweireld,BEL,DF,Tottenham Hotspur,Premier League,28,1989,13.1,3,0,0,8,2,0,4,7,8,0,0,0,144,6,9,40.0
52,Aldo One,CMR,DF,Deportivo de La Coruña,La Liga,22,1995,1.0,0,0,,1,,,0,1,0,0,0,,5,1,0,100.0
53,Alex Alegría,ESP,FW,Levante UD,La Liga,24,1992,6.9,1,0,0,9,18,5,3,6,2,0,0,0,14,16,17,48.5
54,Iván Alejo,ESP,FW,SD Eibar,La Liga,22,1995,12.5,5,0,0,25,45,3,76,7,13,0,0,0,94,4,11,26.7
55,Alexander Szymanowski,ARG,FW,CD Leganés,La Liga,28,1988,11.7,1,0,0,18,18,8,29,13,12,1,0,0,63,1,4,20.0
56,Trent Alexander-Arnold,ENG,DF,Liverpool FC,Premier League,18,1998,17.5,3,0,0,12,1,3,67,32,18,0,0,0,194,4,10,28.6
57,Alexis Ruano,ESP,DF,Deportivo Alavés,La Liga,31,1985,24.3,6,0,0,20,15,2,4,23,17,0,0,1,215,16,7,69.6
58,Alisson,BRA,GK,AS Roma,Serie A,24,1992,37.0,1,0,0,0,3,0,0,0,0,0,0,0,230,0,0,
59,Allan,BRA,MF,SSC Napoli,Serie A,26,1991,31.7,2,0,0,38,48,0,22,19,80,0,0,0,296,9,32,22.0
60,Joe Allen,WAL,MF,Stoke City,Premier League,27,1990,34.9,8,0,0,49,49,0,22,50,62,0,0,0,437,16,35,31.4
61,Dele Alli,ENG,MF,Tottenham Hotspur,Premier League,21,1996,32.9,7,0,0,45,85,5,23,29,29,1,0,0,248,20,34,37.0
62,José Alonso Lara,ESP,FW,Sevilla FC,La Liga,17,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63,Júnior Alonso,PRY,DF,LOSC Lille,Ligue 1,24,1993,30.9,3,0,0,29,10,0,6,42,26,0,0,1,420,49,17,74.2
64,Marcos Alonso,ESP,DF,Chelsea FC,Premier League,26,1990,31.7,6,0,0,26,31,8,78,33,27,0,0,0,282,46,39,54.1
65,Ricardo Álvarez,ARG,MF,UC Sampdoria,Serie A,29,1988,3.0,0,0,0,4,5,0,11,2,3,0,0,0,26,4,11,26.7
66,Sergio Álvarez,ESP,GK,Celta de Vigo,La Liga,30,1986,16.4,0,0,0,0,5,0,0,0,0,0,0,0,67,0,0,
67,Yeray Álvarez,ESP,DF,Athletic Bilbao,La Liga,22,1995,7.5,2,0,0,12,11,0,1,8,4,0,0,0,95,10,7,58.8
68,Dani Alves,BRA,DF,Paris Saint-Germain,Ligue 1,34,1983,22.9,7,1,0,40,35,4,73,28,52,0,0,0,231,9,8,52.9
69,Ibrahim Amadou,FRA,MF,LOSC Lille,Ligue 1,24,1993,26.7,3,0,0,23,19,0,4,31,30,0,1,0,263,16,13,55.2
70,Eloi Amagat,ESP,FW,Girona FC,La Liga,32,1985,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
71,Morgan Amalfitano,FRA,MF,Stade Rennais FC,Ligue 1,32,1985,8.3,2,3,1,8,14,0,15,8,1,0,0,0,57,0,3,0.0
72,Romain Amalfitano,FRA,MF,Dijon FCO,Ligue 1,27,1989,30.0,5,0,0,35,52,0,18,68,34,0,0,0,308,6,12,33.3
73,Daniel Amartey,GHA,DF,Leicester City,Premier League,22,1994,5.4,1,2,1,4,7,0,0,6,0,0,0,0,66,3,3,50.0
74,Jordi Amat,ESP,DF,Real Betis Balompié,La Liga,25,1992,22.7,7,3,1,34,11,0,0,23,16,0,1,1,238,15,24,38.5
75,Amath Ndiaye,SEN,MF,Getafe CF,La Liga,21,1996,31.5,9,0,0,70,62,10,23,23,43,0,0,0,226,13,26,33.3
76,Jordan Amavi,FRA,DF,Olympique Marseille,Ligue 1,23,1994,24.4,7,0,0,33,22,1,46,49,22,0,1,0,288,19,9,67.9
77,Stephan Ambrosius,DEU,DF,Hamburger SV,Bundesliga,18,1998,0.5,0,0,0,0,0,1,0,0,1,0,0,0,4,1,2,33.3
78,Kelvin Amian,FRA,DF,FC Toulouse,Ligue 1,19,1998,35.0,3,1,0,30,17,0,31,36,24,0,0,0,298,14,18,43.8
79,Nadiem Amiri,DEU,MF,TSG 1899 Hoffenheim,Bundesliga,20,1996,19.4,4,0,0,42,38,3,34,17,16,0,0,0,194,9,13,40.9
80,Ethan Ampadu,WAL,DF,Chelsea FC,Premier League,16,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
81,Nordin Amrabat,MAR,FW,Watford FC,Premier League,30,1987,2.2,0,0,0,6,2,2,10,0,4,0,0,0,16,0,3,0.0
82,Nordin Amrabat,MAR,FW,CD Leganés,La Liga,30,1987,18.0,6,2,1,51,36,25,52,5,8,0,1,0,85,7,11,38.9
83,Jon Ander Serantes,ESP,GK,CD Leganés,La Liga,27,1989,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
84,Joachim Andersen,DNK,DF,UC Sampdoria,Serie A,21,1996,6.1,0,0,0,3,4,0,0,5,4,0,0,0,72,15,4,78.9
85,Felipe Anderson,BRA,MF,SS Lazio,Serie A,24,1993,12.9,0,0,0,7,15,0,52,10,19,0,0,0,110,3,8,27.3
86,Florin Andone,ROU,FW,Deportivo de La Coruña,La Liga,24,1993,18.2,6,0,0,54,21,18,23,3,9,0,0,0,63,14,47,23.0
87,Nícolas,BRA,GK,Hellas Verona,Serie A,29,1988,36.0,2,1,0,0,12,0,0,0,0,0,1,0,194,0,0,
88,Benjamin André,FRA,MF,Stade Rennais FC,Ligue 1,26,1990,33.5,11,2,1,67,51,1,21,66,50,0,0,0,448,80,87,47.9
89,Marco Andreolli,ITA,DF,Cagliari Calcio,Serie A,31,1986,20.3,5,0,0,25,9,0,0,13,19,0,0,0,176,49,29,62.8
90,Yoann Andreu,FRA,DF,SCO Angers,Ligue 1,28,1989,23.0,4,0,0,18,15,0,55,42,25,0,0,0,236,9,16,36.0
91,Miguel Ángel Guerrero,ESP,FW,CD Leganés,La Liga,27,1990,16.1,3,0,0,35,23,14,1,5,3,0,0,0,70,22,26,45.8
92,Miguel Ángel Moyá,ESP,GK,Real Sociedad,La Liga,33,1984,8.5,0,0,0,0,1,0,0,0,0,0,1,0,43,0,0,
93,Miguel Rubio,ESP,DF,Getafe CF,La Liga,19,1998,0.3,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,100.0
94,José Ángel,ESP,DF,SD Eibar,La Liga,27,1989,26.9,4,0,0,18,18,1,117,30,31,0,0,0,358,22,15,59.5
95,Gabriele Angella,ITA,DF,Udinese Calcio,Serie A,28,1989,9.9,3,0,0,17,4,0,2,13,13,0,3,0,116,32,10,76.2
96,Cristian Ansaldi,ARG,DF,Torino FC,Serie A,30,1986,20.8,6,2,1,24,35,0,65,14,33,1,1,0,175,7,17,29.2
97,Luca Antei,ITA,DF,Benevento Calcio,Serie A,25,1992,6.6,1,1,0,9,7,0,1,16,13,0,0,0,55,9,7,56.3
98,Mirco Antenucci,ITA,FW,SPAL,Serie A,32,1984,28.6,1,0,0,36,71,33,29,13,12,1,0,0,123,21,46,31.3
99,Waldemar Anton,DEU,DF,Hannover 96,Bundesliga,21,1996,25.3,1,0,0,20,30,0,5,31,35,0,1,0,347,64,38,62.7
100,Luca Antonelli,ITA,DF,AC Milan,Serie A,30,1987,1.6,1,0,0,2,4,1,1,0,3,0,0,0,18,1,1,50.0
101,Michail Antonio,ENG,FW,West Ham United,Premier League,27,1990,15.0,1,0,0,17,30,7,49,6,11,1,0,0,93,31,35,47.0
102,Mirko Antonucci,ITA,FW,AS Roma,Serie A,18,1999,0.3,0,0,0,0,1,0,3,0,1,0,0,0,2,0,0,
103,Vitorino Antunes,PRT,DF,Getafe CF,La Liga,30,1987,31.1,14,0,0,49,36,1,83,44,21,0,0,0,306,13,11,54.2
104,Dennis Aogo,DEU,MF,VfB Stuttgart,Bundesliga,30,1987,21.7,5,0,0,33,12,0,45,21,15,0,1,0,203,10,13,43.5
105,Houssem Aouar,FRA,MF,Olympique Lyon,Ligue 1,19,1998,27.0,1,0,0,21,47,6,17,45,31,0,0,0,229,12,16,42.9
106,Alberto Aquilani,ITA,MF,UD Las Palmas,La Liga,33,1984,14.4,4,0,0,21,14,1,5,19,19,0,0,0,119,4,5,44.4
107,Mauro Arambarri,URY,MF,Getafe CF,La Liga,21,1995,23.6,9,2,1,51,43,0,6,22,34,0,0,0,290,11,21,34.4
108,Guilherme Arana,BRA,DF,Sevilla FC,La Liga,20,1997,2.1,0,0,0,2,2,0,2,2,0,0,0,1,26,0,1,0.0
109,Charles Aránguiz,CHL,MF,Bayer 04 Leverkusen,Bundesliga,28,1989,25.6,4,0,0,42,52,1,19,37,51,0,1,0,340,23,27,46.0
110,Luiz Araújo,BRA,FW,LOSC Lille,Ligue 1,21,1996,22.4,5,0,0,28,26,6,55,6,17,0,0,0,140,1,5,16.7
111,Sergio Araujo,ARG,FW,UD Las Palmas,La Liga,25,1992,0.4,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,
112,Anaitz Arbilla,ESP,DF,SD Eibar,La Liga,30,1987,26.8,8,0,0,25,12,0,9,51,15,0,2,1,465,26,24,52.0
113,Alphonse Areola,FRA,GK,Paris Saint-Germain,Ligue 1,24,1993,34.0,0,0,0,0,2,0,0,0,0,0,0,0,135,0,0,
114,Scott Arfield,CAN,FW,Burnley FC,Premier League,28,1988,14.8,3,0,0,21,14,2,6,8,20,0,0,0,130,5,19,20.8
115,Samuel Armenteros,SWE,FW,Benevento Calcio,Serie A,27,1990,4.8,1,0,0,9,3,8,1,1,1,0,0,0,9,8,17,32.0
116,Yoël Armougom,FRA,MF,SM Caen,Ligue 1,19,1998,1.5,0,0,0,1,2,0,4,0,2,0,0,0,16,2,0,100.0
117,José Manuel Arnáiz,ESP,MF,FC Barcelona,La Liga,22,1995,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
118,Marko Arnautovic,AUT,FW,West Ham United,Premier League,28,1989,25.7,5,1,0,35,29,43,56,12,13,0,0,0,147,7,22,24.1
119,Maximilian Arnold,DEU,MF,VfL Wolfsburg,Bundesliga,23,1994,27.3,9,1,0,51,79,3,38,17,41,0,1,0,275,21,30,41.2
120,Fiete Arp,DEU,FW,Hamburger SV,Bundesliga,17,2000,9.4,1,0,0,22,18,3,3,2,5,0,0,0,31,10,52,16.1
121,Alejandro Arribas,ESP,DF,Deportivo de La Coruña,La Liga,28,1989,3.0,0,0,0,5,2,0,0,3,3,0,1,1,31,1,0,100.0
122,Sergio Arribas,ESP,FW,CD Leganés,La Liga,22,1995,0.3,0,0,,0,,,,,,,,,,,,
123,Kepa,ESP,GK,Athletic Bilbao,La Liga,22,1994,30.0,4,0,0,0,7,0,0,0,0,0,1,0,131,0,0,
124,Harry Arter,IRL,MF,AFC Bournemouth,Premier League,27,1989,10.7,4,0,0,9,15,0,4,9,14,0,0,0,102,1,1,50.0
125,Aythami Artiles,ESP,DF,UD Las Palmas,La Liga,31,1986,2.1,0,0,0,0,1,0,0,1,2,0,0,0,13,5,0,100.0
126,Kwadwo Asamoah,GHA,DF,Juventus FC,Serie A,28,1988,17.4,4,0,0,11,30,1,28,12,17,0,0,0,139,13,10,56.5
127,Takuma Asano,JPN,FW,VfB Stuttgart,Bundesliga,22,1994,8.0,1,0,0,11,8,13,12,4,5,0,0,0,35,5,24,17.2
128,Santiago Ascacíbar,ARG,MF,VfB Stuttgart,Bundesliga,20,1997,26.5,11,1,1,34,59,0,5,30,49,1,0,0,411,29,37,43.9
129,Sergio Asenjo,ESP,GK,Villarreal CF,La Liga,28,1989,23.0,3,0,0,3,3,0,0,0,0,0,1,0,119,0,0,
130,Marco Asensio,ESP,FW,Real Madrid,La Liga,21,1996,20.5,2,0,0,7,27,3,76,9,16,0,0,0,98,0,0,
131,Iago Aspas,ESP,FW,Celta de Vigo,La Liga,29,1987,32.6,9,0,0,21,62,12,52,14,19,1,0,0,175,8,21,27.6
132,Benoît Assou-Ekotto,CMR,DF,FC Metz,Ligue 1,33,1984,11.7,2,3,1,10,9,1,11,33,10,0,0,0,124,0,4,0.0
133,Simon Asta,DEU,MF,FC Augsburg,Bundesliga,16,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
134,Davide Astori,ITA,DF,ACF Fiorentina,Serie A,30,1987,25.0,5,0,0,22,22,1,11,33,32,0,1,0,320,53,28,65.4
135,Christian Atsu,GHA,MF,Newcastle United,Premier League,25,1992,19.8,1,0,0,10,26,6,44,9,6,0,0,0,150,6,45,11.8
136,Pierre-Emerick Aubameyang,GAB,FW,Arsenal FC,Premier League,28,1989,11.7,0,0,0,1,8,10,23,5,4,0,0,0,52,4,13,23.5
137,Pierre-Emerick Aubameyang,GAB,FW,Borussia Dortmund,Bundesliga,28,1989,15.7,1,1,1,17,8,15,19,1,2,1,0,0,49,11,16,40.7
138,Jean-Kévin Augustin,FRA,FW,RB Leipzig,Bundesliga,20,1997,14.1,1,0,0,21,42,13,15,5,8,2,0,0,65,15,40,27.3
139,Ludwig Augustinsson,SWE,DF,SV Werder Bremen,Bundesliga,23,1994,28.1,3,0,0,29,14,4,74,25,25,0,0,0,237,36,33,52.2
140,Yann Aurel Bisseck,DEU,DF,1. FC Köln,Bundesliga,16,2000,1.7,0,0,0,1,1,0,0,0,2,0,0,0,13,4,1,80.0
141,Serge Aurier,CIV,DF,Tottenham Hotspur,Premier League,24,1992,15.9,2,2,1,21,16,2,48,23,31,0,1,0,196,36,21,63.2
142,Charlie Austin,ENG,FW,Southampton FC,Premier League,28,1989,11.5,2,0,0,16,16,14,2,1,3,0,0,0,45,24,42,36.4
143,Danilo Avelar,BRA,DF,Amiens SC,Ligue 1,28,1989,19.2,2,0,0,23,19,1,58,37,23,1,0,0,189,24,14,63.2
144,Felipe Avenatti,URY,FW,Bologna FC 1909,Serie A,24,1993,5.2,1,0,0,6,4,0,3,3,1,0,0,0,20,23,24,48.9
145,Durel Avounou,COG,MF,SM Caen,Ligue 1,19,1997,7.2,1,0,0,9,5,2,12,12,5,0,0,0,79,1,4,20.0
146,Chidozie Awaziem,NGA,DF,FC Nantes,Ligue 1,20,1997,16.8,2,1,0,19,11,0,2,19,22,0,0,0,193,14,9,60.9
147,André Ayew,GHA,FW,Swansea City,Premier League,27,1989,10.6,3,0,0,17,19,3,3,8,7,1,0,0,46,15,28,34.9
148,André Ayew,GHA,FW,West Ham United,Premier League,27,1989,9.9,2,0,0,7,17,3,4,4,13,0,0,0,58,20,29,40.8
149,Jordan Ayew,GHA,FW,Swansea City,Premier League,25,1991,31.7,2,1,0,63,88,8,38,27,52,0,0,0,188,33,74,30.8
150,Karim Azamoum,FRA,MF,ESTAC Troyes,Ligue 1,27,1990,25.3,5,1,0,55,17,0,34,23,46,0,1,0,269,37,26,58.7
151,César Azpilicueta,ESP,DF,Chelsea FC,Premier League,27,1989,37.0,1,0,0,25,13,1,54,43,43,0,0,1,516,40,32,55.6
152,Ludovic Baal,GUF,DF,Stade Rennais FC,Ligue 1,31,1986,12.9,0,0,0,11,15,1,22,16,22,0,0,0,150,11,4,73.3
153,Khouma Babacar,SEN,FW,ACF Fiorentina,Serie A,24,1993,5.0,1,0,0,8,12,8,5,1,1,1,0,0,26,4,8,33.3
154,Khouma Babacar,SEN,FW,US Sassuolo,Serie A,24,1993,8.3,0,0,0,14,16,5,7,1,10,0,0,0,40,8,28,22.2
155,Carlos Bacca,COL,FW,Villarreal CF,La Liga,30,1986,27.5,9,0,0,24,22,41,27,5,5,0,0,0,74,11,27,28.9
156,Milan Badelj,HRV,MF,ACF Fiorentina,Serie A,28,1989,26.1,9,2,1,47,26,0,16,46,51,0,0,0,348,27,40,40.3
157,Holger Badstuber,DEU,DF,VfB Stuttgart,Bundesliga,28,1989,24.1,2,0,0,22,18,0,2,36,23,0,0,0,316,48,27,64.0
158,Dylan Bahamboula,COG,FW,Dijon FCO,Ligue 1,22,1995,0.3,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,100.0
159,Farès Bahlouli,FRA,MF,LOSC Lille,Ligue 1,22,1995,3.4,2,0,0,8,9,3,19,0,5,0,0,0,28,0,1,0.0
160,Stéphane Bahoken,CMR,FW,RC Strasbourg Alsace,Ligue 1,25,1992,18.5,5,0,0,39,21,20,22,12,9,0,1,0,70,13,19,40.6
161,Daniel Baier,DEU,MF,FC Augsburg,Bundesliga,33,1984,28.2,6,0,0,45,58,0,18,42,46,0,0,0,519,28,38,42.4
162,Leon Bailey,JAM,FW,Bayer 04 Leverkusen,Bundesliga,19,1997,24.6,2,0,0,26,31,6,104,13,9,0,0,0,189,19,32,37.3
163,Eric Bailly,CIV,DF,Manchester United,Premier League,23,1994,11.1,2,0,0,10,9,0,0,26,10,0,0,1,112,11,7,61.1
164,Leighton Baines,ENG,DF,Everton FC,Premier League,32,1984,21.2,1,0,0,7,17,1,50,20,9,0,0,0,156,7,12,36.8
165,Riad Bajić,BIH,FW,Udinese Calcio,Serie A,23,1994,0.9,0,0,0,1,0,1,0,0,0,0,0,0,2,3,6,33.3
166,Marvin Bakalorz,DEU,MF,Hannover 96,Bundesliga,27,1989,22.8,4,0,0,33,55,2,11,24,19,0,0,0,205,30,21,58.8
167,Cédric Bakambu,COD,FW,Villarreal CF,La Liga,26,1991,14.0,5,0,0,41,19,11,18,5,5,0,0,0,44,9,32,22.0
168,Tiemoué Bakayoko,FRA,MF,Chelsea FC,Premier League,22,1994,23.6,4,2,1,50,24,2,11,31,44,0,0,0,230,32,28,53.3
169,Zakaria Bakkali,BEL,FW,Deportivo de La Coruña,La Liga,21,1996,10.2,5,0,0,15,20,4,24,8,6,0,0,0,68,2,8,20.0
170,Ridle Baku,DEU,MF,1.FSV Mainz 05,Bundesliga,19,1998,2.6,1,0,0,5,4,1,2,2,4,0,0,0,33,2,8,20.0
171,Keita Baldé,SEN,FW,AS Monaco,Ligue 1,22,1995,16.3,3,2,1,23,27,15,30,4,6,0,0,0,87,6,6,50.0
172,Sam Baldock,ENG,FW,Brighton & Hove Albion,Premier League,28,1989,0.4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
173,Gareth Bale,WAL,FW,Real Madrid,La Liga,28,1989,19.9,5,0,0,25,16,13,58,7,7,2,0,0,67,23,19,54.8
174,Mikel Balenziaga,ESP,DF,Athletic Bilbao,La Liga,29,1988,17.2,1,0,0,22,17,0,39,13,25,0,0,0,170,7,6,53.8
175,Andrija Balic,HRV,MF,Udinese Calcio,Serie A,19,1997,12.0,2,0,0,15,10,1,12,17,17,0,0,0,148,6,9,40.0
176,Iván Balliu,ALB,DF,FC Metz,Ligue 1,25,1992,21.7,6,0,0,23,36,2,37,23,13,0,0,0,210,4,8,33.3
177,Fodé Ballo-Touré,SEN,DF,LOSC Lille,Ligue 1,20,1997,22.8,5,1,0,30,19,8,35,19,21,0,2,1,203,11,13,45.8
178,Florent Balmont,FRA,MF,Dijon FCO,Ligue 1,37,1980,9.6,3,0,0,10,16,0,8,7,6,0,0,0,111,0,1,0.0
179,Leon Balogun,NGA,DF,1.FSV Mainz 05,Bundesliga,29,1988,13.0,5,1,1,22,4,0,0,24,23,0,1,0,148,42,19,68.9
180,Mario Balotelli,ITA,FW,OGC Nice,Ligue 1,26,1990,25.2,11,1,0,57,72,23,12,5,4,1,0,0,66,10,13,43.5
181,Abdoulaye Bamba,CIV,DF,SCO Angers,Ligue 1,27,1990,17.0,2,0,0,19,19,2,30,10,9,0,1,0,155,7,4,63.6
182,Jonathan Bamba,FRA,FW,AS Saint-Étienne,Ligue 1,21,1996,28.6,1,0,0,28,46,20,78,17,20,2,0,0,205,8,22,26.7
183,Yacine Bammou,MAR,MF,FC Nantes,Ligue 1,25,1991,8.1,2,2,1,18,8,5,14,13,5,0,0,0,68,4,8,33.3
184,Éver Banega,ARG,MF,Sevilla FC,La Liga,29,1988,26.7,9,1,0,39,53,2,43,14,39,0,0,0,299,5,8,38.5
