Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,CrdY,CrdR,2CrdY,FlsCom,FlsRec,Off,Crs,Int,TklW,PKRec,PKCom,OG,Recov,AWon,ALost,AWon%
644,Fabio Depaoli,ITA,MF,Chievo Verona,Serie A,20,1997,13.2,4,0,0,25,15,1,23,14,18,0,1,0,100,13,30,30.2
645,Memphis Depay,NLD,FW,Olympique Lyon,Ligue 1,23,1994,28.4,3,0,0,32,50,11,84,12,9,0,0,0,156,4,11,26.7
646,Mathieu Deplagne,FRA,DF,ESTAC Troyes,Ligue 1,25,1991,26.8,5,2,1,21,28,0,34,53,26,0,1,1,256,18,22,45.0
647,Laurent Depoitre,BEL,FW,Huddersfield Town,Premier League,28,1988,20.2,1,0,0,28,16,7,1,13,8,1,0,0,90,80,86,48.2
648,Mike van der Hoorn,NLD,DF,Swansea City,Premier League,24,1992,21.6,4,0,0,22,18,0,7,33,18,0,1,0,209,35,31,53.0
649,Gregory van der Wiel,NLD,DF,Cagliari Calcio,Serie A,29,1988,3.2,0,0,0,0,1,0,7,8,3,0,0,0,33,7,5,58.3
650,Daniele Dessena,ITA,MF,Cagliari Calcio,Serie A,30,1987,6.4,1,0,0,10,16,0,8,6,7,0,0,0,58,5,11,31.3
651,Mattia Destro,ITA,FW,Bologna FC 1909,Serie A,26,1991,18.0,3,0,0,35,32,12,5,4,15,0,0,0,47,34,54,38.6
652,Gerard Deulofeu,ESP,FW,Watford FC,Premier League,23,1994,4.8,0,0,0,3,5,1,6,5,5,1,0,0,38,0,3,0.0
653,Gerard Deulofeu,ESP,MF,FC Barcelona,La Liga,23,1994,5.6,1,0,0,11,5,4,14,6,4,0,0,0,35,0,1,0.0
654,Gianluca Di Chiara,ITA,DF,Benevento Calcio,Serie A,23,1993,11.2,3,0,0,10,5,1,19,8,14,0,1,0,88,3,3,50.0
655,Federico Di Francesco,ITA,FW,Bologna FC 1909,Serie A,23,1994,17.7,4,0,0,25,29,4,21,14,14,0,0,0,95,5,11,31.3
656,Davide Di Gennaro,ITA,MF,SS Lazio,Serie A,29,1988,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
657,Ángel Di María,ARG,FW,Paris Saint-Germain,Ligue 1,29,1988,23.4,1,0,0,7,13,15,110,10,9,0,0,0,113,0,2,0.0
658,Franco Di Santo,ARG,FW,FC Schalke 04,Bundesliga,28,1989,18.4,4,0,0,57,21,18,31,2,11,1,0,0,85,42,50,45.7
659,Cheick Diabaté,MLI,FW,Benevento Calcio,Serie A,29,1988,7.4,1,2,1,14,9,6,0,0,0,0,0,0,23,14,31,31.1
660,Fousseni Diabaté,MLI,MF,Leicester City,Premier League,21,1995,6.5,1,0,0,1,14,1,12,4,4,0,0,0,57,6,5,54.5
661,Moussa Diaby,FRA,MF,FC Crotone,Serie A,18,1999,0.8,0,0,0,1,0,0,2,1,0,0,0,0,4,0,1,0.0
662,Fallou Diagne,SEN,DF,FC Metz,Ligue 1,27,1989,24.9,8,2,0,27,6,2,1,18,25,0,0,0,341,28,12,70.0
663,Adama Diakhaby,FRA,FW,AS Monaco,Ligue 1,21,1996,9.5,2,1,0,14,13,10,21,16,11,0,0,0,44,5,9,35.7
664,Mouctar Diakhaby,FRA,DF,Olympique Lyon,Ligue 1,20,1996,8.1,2,0,0,8,7,0,0,10,3,0,0,0,76,7,4,63.6
665,Abdou Diallo,SEN,DF,1.FSV Mainz 05,Bundesliga,21,1996,26.8,5,0,0,59,9,5,20,25,42,0,1,0,310,74,28,72.5
666,Abdoulaye Diallo,SEN,GK,Stade Rennais FC,Ligue 1,25,1992,3.0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,
667,Habib Diallo,SEN,FW,FC Metz,Ligue 1,22,1995,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
668,Mustapha Diallo,SEN,MF,EA Guingamp,Ligue 1,31,1986,15.4,7,0,0,48,39,5,2,26,29,0,2,0,181,31,15,67.4
669,Mohamed Diamé,SEN,MF,Newcastle United,Premier League,30,1987,22.7,3,0,0,44,16,0,4,38,63,0,0,0,236,37,34,52.1
670,Lassana Diarra,FRA,MF,Paris Saint-Germain,Ligue 1,32,1985,6.7,4,0,0,22,4,0,2,8,6,0,0,0,55,4,5,44.4
671,Amadou Diawara,GIN,MF,SSC Napoli,Serie A,20,1997,7.3,1,0,0,10,6,0,4,8,13,0,0,0,97,2,4,33.3
672,Brahim Díaz,ESP,FW,Manchester City,Premier League,17,1999,0.6,0,0,0,1,4,0,1,1,0,0,0,0,7,0,3,0.0
673,Bakaye Dibassy,MLI,DF,Amiens SC,Ligue 1,27,1989,30.9,4,0,0,30,24,4,28,54,38,0,1,0,317,25,19,56.8
674,Daniel Didavi,DEU,MF,VfL Wolfsburg,Bundesliga,27,1990,24.9,4,0,0,37,48,7,41,6,15,1,0,0,147,12,33,26.7
675,Thomas Didillon,FRA,GK,FC Metz,Ligue 1,21,1995,9.0,0,0,0,0,3,0,0,0,0,0,0,0,47,0,0,
676,Étienne Didot,FRA,MF,EA Guingamp,Ligue 1,34,1983,18.0,4,0,0,25,18,1,17,22,26,0,0,0,240,6,9,40.0
677,Adrián Diéguez,ESP,DF,Deportivo Alavés,La Liga,21,1996,4.8,5,0,0,13,2,0,1,9,5,0,1,0,41,0,3,0.0
678,Dennis Diekmeier,DEU,DF,Hamburger SV,Bundesliga,27,1989,20.8,4,0,0,18,33,5,54,10,22,0,1,0,178,22,14,61.1
679,Eric Dier,ENG,MF,Tottenham Hotspur,Premier League,23,1994,31.4,4,0,0,23,8,1,15,30,35,0,0,0,385,53,44,54.6
680,Lucas Digne,FRA,DF,FC Barcelona,La Liga,24,1993,7.9,2,0,0,11,7,2,16,13,11,0,1,0,82,6,6,50.0
681,Virgil van Dijk,NLD,DF,Liverpool FC,Premier League,26,1991,14.0,1,0,0,14,11,0,1,16,8,0,1,0,215,39,10,79.6
682,Virgil van Dijk,NLD,DF,Southampton FC,Premier League,26,1991,11.0,0,0,0,6,11,0,1,18,7,0,1,0,138,35,11,76.1
683,Landry Dimata,BEL,FW,VfL Wolfsburg,Bundesliga,19,1997,10.0,1,1,1,25,40,1,6,0,7,1,0,0,40,15,41,26.8
684,Tristan Dingomé,CMR,MF,ESTAC Troyes,Ligue 1,26,1991,13.0,4,0,0,13,8,1,14,14,17,0,0,0,127,2,5,28.6
685,Ismaël Diomandé,CIV,DF,SM Caen,Ligue 1,24,1992,7.9,1,1,0,8,2,0,2,11,6,0,1,0,55,2,3,40.0
686,Loïs Diony,FRA,FW,AS Saint-Étienne,Ligue 1,24,1992,10.4,0,0,0,13,17,6,10,1,2,3,0,0,33,5,15,25.0
687,Issa Diop,FRA,DF,FC Toulouse,Ligue 1,20,1997,34.0,8,0,0,30,23,1,3,66,29,0,0,1,332,17,10,63.0
688,Pape Diop,SEN,MF,SD Eibar,La Liga,31,1986,10.4,5,0,0,24,20,0,5,9,14,0,0,0,156,11,23,32.4
689,Pape Diop,SEN,MF,RCD Espanyol Barcelona,La Liga,31,1986,2.9,2,0,0,11,6,0,0,5,3,0,0,0,34,2,1,66.7
690,Assane Dioussé,SEN,MF,AS Saint-Étienne,Ligue 1,19,1997,14.9,4,0,0,27,16,3,5,19,21,0,0,0,164,3,3,50.0
691,Djené,TGO,DF,Getafe CF,La Liga,25,1991,36.0,9,0,0,52,26,1,9,61,53,1,1,0,513,39,31,55.7
692,Koffi Djidji,CIV,DF,FC Nantes,Ligue 1,24,1992,26.8,2,0,0,23,9,0,18,32,23,0,0,0,258,22,10,68.8
693,Alexander Djiku,GHA,DF,SM Caen,Ligue 1,22,1994,28.0,10,0,0,41,39,0,5,67,36,0,0,0,394,24,17,58.5
694,Papy Djilobodji,SEN,DF,Dijon FCO,Ligue 1,28,1988,30.0,4,1,0,22,28,0,6,60,25,0,2,0,389,23,15,60.5
695,Berat Djimsiti,ALB,DF,Benevento Calcio,Serie A,24,1993,30.0,2,0,0,21,21,0,2,32,19,0,3,0,291,58,34,63.0
696,Marko Dmitrovic,SRB,GK,SD Eibar,La Liga,25,1992,36.0,1,0,0,2,7,0,0,0,0,0,0,0,192,0,0,
697,Keagan Dolly,ZAF,FW,Montpellier HSC,Ligue 1,24,1993,9.8,1,0,0,5,2,2,31,4,8,0,0,0,59,2,2,50.0
698,Jaume Doménech,ESP,GK,Valencia CF,La Liga,26,1990,5.0,2,0,0,0,1,0,0,0,0,0,0,0,26,0,0,
699,Jean-Luc Dompé,FRA,MF,Amiens SC,Ligue 1,21,1995,0.3,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,
700,Giulio Donati,ITA,DF,1.FSV Mainz 05,Bundesliga,27,1990,25.4,3,2,1,20,44,0,62,32,30,0,1,0,234,19,23,45.2
701,Dong-won Ji,KOR,FW,FC Augsburg,Bundesliga,26,1991,0.2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0.0
702,Anastasios Donis,GRC,FW,VfB Stuttgart,Bundesliga,20,1996,10.5,1,0,0,18,15,3,37,5,17,0,0,0,54,8,14,36.4
703,Gianluigi Donnarumma,ITA,GK,AC Milan,Serie A,18,1999,38.0,2,0,0,0,3,0,0,0,0,0,0,1,172,0,0,
704,Godfred Donsah,GHA,MF,Bologna FC 1909,Serie A,21,1996,19.9,3,0,0,17,12,3,3,14,22,0,0,0,196,18,31,36.7
705,Dória,BRA,DF,Olympique Marseille,Ligue 1,22,1994,0.9,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,
706,Niklas Dorsch,DEU,MF,Bayern Munich,Bundesliga,19,1998,1.0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,1,0.0
707,Gabriel,BRA,FW,ESTAC Troyes,Ligue 1,19,1997,0.9,1,0,0,1,1,0,0,0,1,0,0,0,9,0,1,0.0
708,Mauro dos Santos,ARG,DF,CD Leganés,La Liga,28,1989,11.0,3,0,0,10,3,2,2,9,13,0,0,0,113,8,5,61.5
709,Mathieu Dossevi,TGO,FW,FC Metz,Ligue 1,29,1988,27.9,2,0,0,27,37,5,159,33,23,0,0,0,163,5,5,50.0
710,Abdoulaye Doucouré,FRA,MF,Watford FC,Premier League,24,1993,36.9,10,0,0,44,27,2,26,41,41,0,1,0,597,24,29,45.3
711,Cheick Doukouré,CIV,MF,Levante UD,La Liga,24,1992,11.3,4,0,0,34,11,0,2,12,18,0,0,0,102,8,8,50.0
712,Mohamed Dräger,TUN,MF,SC Freiburg,Bundesliga,21,1996,0.6,0,0,0,2,1,0,1,0,0,0,0,0,4,0,0,
713,Aleksandar Dragovic,AUT,DF,Leicester City,Premier League,26,1991,8.5,2,0,0,7,4,0,1,7,4,0,0,0,98,6,4,60.0
714,Aleksandar Dragovic,AUT,DF,Bayer 04 Leverkusen,Bundesliga,26,1991,0.5,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,
715,Bartlomiej Dragowski,POL,GK,ACF Fiorentina,Serie A,19,1997,2.4,0,0,0,3,2,0,0,0,0,0,0,0,8,0,0,
716,Boukary Dramé,SEN,DF,SPAL,Serie A,32,1985,1.1,0,0,0,0,1,0,2,0,2,0,0,0,15,1,1,50.0
717,Julian Draxler,DEU,MF,Paris Saint-Germain,Ligue 1,23,1993,18.9,1,0,0,18,10,2,24,27,10,0,0,0,112,3,2,60.0
718,Danny Drinkwater,ENG,MF,Chelsea FC,Premier League,27,1990,5.9,0,0,0,10,4,0,4,4,9,0,0,0,55,3,1,75.0
719,Josip Drmic,CHE,FW,Borussia Mönchengladbach,Bundesliga,24,1992,5.2,1,0,0,4,7,4,2,2,0,0,0,0,30,21,19,52.5
720,Rick van Drongelen,NLD,DF,Hamburger SV,Bundesliga,18,1998,16.0,4,0,0,11,6,0,3,13,20,0,0,1,201,32,30,51.6
721,Óscar Duarte,CRI,DF,RCD Espanyol Barcelona,La Liga,28,1989,11.0,1,0,0,7,6,0,0,7,6,0,0,0,133,21,8,72.4
722,Rubén Duarte,ESP,DF,Deportivo Alavés,La Liga,21,1995,23.8,9,2,1,48,35,1,36,30,29,0,2,0,283,22,15,59.5
723,Léo Dubois,FRA,DF,FC Nantes,Ligue 1,22,1994,33.6,6,0,0,22,31,2,156,47,24,1,1,0,342,18,11,62.1
724,Martin Dubravka,SVK,GK,Newcastle United,Premier League,28,1989,12.0,0,0,0,0,2,0,0,0,0,0,0,0,45,0,0,
725,Ondrej Duda,SVK,MF,Hertha BSC,Bundesliga,22,1994,8.3,3,0,0,23,18,1,5,6,11,0,0,0,79,11,24,31.4
726,Shane Duffy,IRL,DF,Brighton & Hove Albion,Premier League,25,1992,36.6,8,0,0,33,26,7,6,30,21,1,1,0,461,119,46,72.1
727,Paul Dummett,WAL,DF,Newcastle United,Premier League,25,1991,17.8,1,0,0,8,12,0,20,24,10,0,1,0,203,41,23,64.1
728,Alfred Duncan,GHA,MF,US Sassuolo,Serie A,24,1993,21.6,4,0,0,38,18,4,38,18,31,0,0,0,194,20,21,48.8
729,Lewis Dunk,ENG,DF,Brighton & Hove Albion,Premier League,25,1991,38.0,7,0,0,36,18,1,8,46,37,0,0,4,496,71,33,68.3
730,Maxime Dupé,FRA,GK,FC Nantes,Ligue 1,24,1993,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
731,Jimmy Durmaz,SWE,MF,FC Toulouse,Ligue 1,28,1989,11.4,5,0,0,21,14,0,32,13,6,1,0,0,94,3,10,23.1
732,Riza Durmisi,DNK,DF,Real Betis Balompié,La Liga,23,1994,23.1,4,0,0,15,12,2,52,13,17,0,0,0,158,3,9,25.0
733,Hugo Duro,ESP,FW,Getafe CF,La Liga,17,1999,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0
734,Noë Dussenne,BEL,DF,FC Crotone,Serie A,25,1992,0.9,1,0,0,4,1,0,0,1,0,0,0,0,7,0,2,0.0
735,Paulo Dybala,ARG,MF,Juventus FC,Serie A,23,1993,26.1,0,0,0,16,73,2,41,13,16,1,0,0,149,2,9,18.2
736,Nathan Dyer,ENG,MF,Swansea City,Premier League,29,1987,14.5,2,0,0,17,20,1,29,7,15,0,0,0,118,5,15,25.0
737,Edin Dzeko,BIH,FW,AS Roma,Serie A,31,1986,33.5,6,0,0,34,31,19,19,2,10,1,0,0,134,88,57,60.7
738,Blerim Dzemaili,CHE,MF,Bologna FC 1909,Serie A,31,1986,13.3,4,0,0,12,18,1,3,4,19,0,0,0,86,7,6,53.8
739,Félix Eboa Eboa,CMR,DF,EA Guingamp,Ligue 1,20,1997,16.9,2,0,0,14,9,0,11,34,8,0,1,0,216,31,12,72.1
740,Éder,ITA,FW,Inter Milan,Serie A,30,1986,8.9,4,0,0,25,15,8,15,5,4,1,0,0,56,8,16,33.3
741,Simone Edera,ITA,FW,Torino FC,Serie A,20,1997,3.6,0,0,0,10,6,1,0,3,5,0,0,0,19,2,1,66.7
742,Ederson,BRA,GK,Manchester City,Premier League,23,1993,35.5,1,0,0,0,6,0,0,0,0,0,0,0,177,0,0,
743,Tom Edwards,ENG,DF,Stoke City,Premier League,18,1999,5.3,0,0,0,3,2,0,12,6,12,0,0,0,50,5,4,55.6
744,Mandela Egbo,ENG,MF,Borussia Mönchengladbach,Bundesliga,19,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0
745,Johannes Eggestein,DEU,FW,SV Werder Bremen,Bundesliga,19,1998,1.1,0,0,0,0,2,1,1,1,0,0,0,0,8,2,5,28.6
746,Maximilian Eggestein,DEU,MF,SV Werder Bremen,Bundesliga,20,1996,29.9,3,0,0,48,45,2,20,21,38,0,0,0,302,60,50,54.5
747,Albin Ekdal,SWE,MF,Hamburger SV,Bundesliga,28,1989,12.3,3,0,0,14,33,2,2,13,25,0,0,0,186,27,29,48.2
748,Josip Elez,HRV,DF,Hannover 96,Bundesliga,23,1994,8.6,1,0,0,9,3,0,3,9,14,0,0,0,82,18,15,54.5
749,Rob Elliot,IRL,GK,Newcastle United,Premier League,31,1986,16.0,0,0,0,0,2,0,0,0,0,0,0,0,71,0,0,
750,Mohamed Elneny,EGY,MF,Arsenal FC,Premier League,25,1992,9.6,3,1,0,4,6,1,3,10,6,0,0,0,110,4,2,66.7
751,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,23,1994,17.7,1,0,0,18,11,3,8,21,8,0,0,0,195,22,13,62.9
752,Nico Elvedi,CHE,DF,Borussia Mönchengladbach,Bundesliga,20,1996,32.4,6,0,0,19,30,1,25,30,30,1,0,0,335,78,48,61.9
753,Rodrigo Ely,BRA,DF,Deportivo Alavés,La Liga,23,1993,29.9,11,2,1,27,18,2,1,28,14,0,3,0,331,73,24,75.3
754,Breel Embolo,CHE,FW,FC Schalke 04,Bundesliga,20,1997,10.2,4,0,0,42,31,11,6,3,14,2,0,0,58,10,38,20.8
755,Youssef En-Nesyri,MAR,FW,Málaga CF,La Liga,20,1997,17.8,2,2,1,32,33,15,14,5,11,0,0,0,81,41,64,39.0
756,Sergi Enrich,ESP,FW,SD Eibar,La Liga,27,1990,14.8,2,0,0,20,28,21,7,5,8,2,0,1,51,36,55,39.6
757,Javi Eraso,ESP,MF,CD Leganés,La Liga,27,1990,28.1,4,0,0,35,27,6,32,20,14,0,0,0,211,8,29,21.6
758,Christian Eriksen,DNK,MF,Tottenham Hotspur,Premier League,25,1992,35.8,0,0,0,14,21,1,116,29,24,0,0,0,334,8,13,38.1
759,Gonzalo Escalante,ARG,MF,SD Eibar,La Liga,24,1993,17.5,3,0,0,23,17,0,11,24,29,0,0,0,231,30,23,56.6
760,Sergio Escudero,ESP,DF,Sevilla FC,La Liga,27,1989,25.9,10,0,0,34,39,1,44,44,36,0,0,0,301,35,27,56.5
761,Bernardo Espinosa,COL,DF,Girona FC,La Liga,28,1989,31.9,7,0,0,38,17,3,6,35,22,0,1,0,356,70,21,76.9
762,Michael Esser,DEU,GK,Hannover 96,Bundesliga,29,1987,3.0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,
763,Alexander Esswein,DEU,FW,Hertha BSC,Bundesliga,27,1990,6.9,0,0,0,15,13,7,13,7,10,0,0,0,45,6,8,42.9
764,Peter Etebo,NGA,MF,UD Las Palmas,La Liga,21,1995,13.5,3,0,0,16,45,1,2,19,13,0,0,0,125,11,6,64.7
765,Beñat Etxebarria,ESP,MF,Athletic Bilbao,La Liga,30,1987,12.5,3,0,0,17,15,0,24,22,15,0,0,0,129,2,5,28.6
766,Xabi Etxeita,ESP,DF,Athletic Bilbao,La Liga,29,1987,4.2,2,0,0,10,2,0,1,4,2,0,0,0,35,2,3,40.0
767,Jonny Evans,NIR,DF,West Bromwich Albion,Premier League,29,1988,25.2,7,0,0,26,27,0,3,42,18,0,0,1,312,32,31,50.8
768,Franck Evina,CMR,FW,Bayern Munich,Bundesliga,17,2000,1.2,0,0,0,1,1,0,4,0,2,0,0,0,6,3,1,75.0
769,Patrice Evra,FRA,DF,West Ham United,Premier League,36,1981,2.5,0,0,0,1,2,1,0,4,3,0,0,0,27,3,5,37.5
770,Patrice Evra,FRA,DF,Olympique Marseille,Ligue 1,36,1981,3.9,2,0,0,4,2,3,3,6,3,0,0,0,42,5,2,71.4
771,Edu Expósito,ESP,MF,Deportivo de La Coruña,La Liga,20,1996,1.1,1,0,0,2,1,0,0,0,0,0,0,0,9,0,1,0.0
772,Erik Expósito,ESP,FW,UD Las Palmas,La Liga,21,1996,5.3,0,0,0,5,4,2,3,2,0,0,0,0,14,14,10,58.3
773,Valentin Eysseric,FRA,FW,OGC Nice,Ligue 1,25,1992,1.0,0,0,0,2,0,1,4,6,0,0,0,0,1,0,1,0.0
774,Valentin Eysseric,FRA,FW,ACF Fiorentina,Serie A,25,1992,7.8,2,0,0,13,14,1,14,7,13,0,0,0,75,8,15,34.8
775,Imoh Ezekiel,NGA,FW,UD Las Palmas,La Liga,23,1993,5.2,0,0,0,7,7,2,10,1,6,0,0,0,19,0,5,0.0
776,Marco Fabián,MEX,FW,Eintracht Frankfurt,Bundesliga,28,1989,4.7,0,0,0,10,8,2,2,1,4,0,0,0,36,6,15,28.6
777,Lukasz Fabianski,POL,GK,Swansea City,Premier League,32,1985,38.0,0,0,0,1,5,0,0,0,0,0,0,0,169,0,1,0.0
778,Fabinho,BRA,MF,AS Monaco,Ligue 1,23,1993,34.0,8,0,0,59,67,1,9,39,61,1,0,0,476,28,18,60.9
779,Cesc Fàbregas,ESP,MF,Chelsea FC,Premier League,30,1987,25.6,5,2,1,25,22,5,63,19,39,0,0,0,273,6,13,31.6
780,Ralf Fährmann,DEU,GK,FC Schalke 04,Bundesliga,28,1988,33.5,1,0,0,0,11,0,0,0,1,0,0,0,119,0,1,0.0
781,Fayçal Fajr,MAR,MF,Getafe CF,La Liga,28,1988,26.5,7,0,0,44,37,1,68,22,41,0,0,0,300,20,17,54.1
782,Falcao,COL,FW,AS Monaco,Ligue 1,31,1986,23.6,1,0,0,42,50,10,7,13,7,0,0,1,85,15,23,39.5
783,Diego Falcinelli,ITA,FW,ACF Fiorentina,Serie A,26,1991,4.9,0,0,0,10,18,1,4,1,2,0,0,0,16,7,26,21.2
784,Diego Falcinelli,ITA,FW,US Sassuolo,Serie A,26,1991,14.6,2,0,0,30,53,10,10,1,5,0,0,0,51,34,48,41.5
785,Simon Falette,GIN,DF,FC Metz,Ligue 1,25,1992,1.0,0,0,0,2,0,0,0,3,0,0,0,0,11,0,0,
786,Simon Falette,GIN,DF,Eintracht Frankfurt,Bundesliga,25,1992,24.6,10,1,0,39,26,0,9,42,28,0,0,0,313,62,31,66.7
787,César Falletti,URY,FW,Bologna FC 1909,Serie A,24,1992,3.6,1,0,0,4,10,0,7,0,8,0,0,0,41,1,5,16.7
788,Iago Falque,ESP,FW,Torino FC,Serie A,27,1990,31.3,2,0,0,28,36,10,82,17,25,0,0,0,205,15,40,27.3
789,Paolo Faragò,ITA,DF,Cagliari Calcio,Serie A,24,1993,27.3,2,0,0,43,58,4,91,15,69,1,2,0,305,68,45,60.2
790,Imad Faraj,MAR,DF,LOSC Lille,Ligue 1,18,1999,1.8,0,0,0,2,3,1,5,2,4,0,0,0,13,0,0,
791,Davide Faraoni,ITA,DF,FC Crotone,Serie A,25,1991,19.5,3,0,0,24,26,0,30,27,35,0,0,0,258,20,20,50.0
792,Mohamed Fares,DZA,DF,Hellas Verona,Serie A,21,1996,28.9,12,0,0,62,21,0,57,28,33,0,1,1,238,47,49,49.0
793,Diego Farias,BRA,FW,Cagliari Calcio,Serie A,27,1990,17.9,4,0,0,26,25,17,26,9,10,0,0,0,126,11,21,34.4
794,Federico Fazio,ARG,DF,AS Roma,Serie A,30,1987,32.5,6,0,0,24,20,0,6,23,28,0,0,0,511,141,25,84.9
795,Zouhair Feddal,MAR,DF,Real Betis Balompié,La Liga,28,1989,14.0,7,0,0,21,17,1,3,29,10,0,0,1,163,22,10,68.8
796,Nabil Fekir,FRA,MF,Olympique Lyon,Ligue 1,24,1993,27.5,8,0,0,68,106,17,60,11,34,1,0,0,169,8,12,40.0
797,Felipe,BRA,DF,Hannover 96,Bundesliga,30,1987,5.1,0,0,0,9,8,0,1,7,4,0,0,0,72,8,3,72.7
798,Luiz Felipe,BRA,DF,SS Lazio,Serie A,20,1997,13.0,6,0,0,15,9,0,2,18,23,0,2,0,129,12,9,57.1
799,Felix Uduokhai,DEU,DF,VfL Wolfsburg,Bundesliga,19,1997,17.3,2,1,1,18,11,1,1,18,18,0,0,0,188,30,19,61.2
800,Marouane Fellaini,BEL,MF,Manchester United,Premier League,29,1987,7.6,1,0,0,14,12,3,3,9,6,0,0,0,75,16,13,55.2
801,Kiko Femenía,ESP,DF,Watford FC,Premier League,26,1991,19.0,2,0,0,7,22,2,44,23,17,0,0,0,190,4,8,33.3
802,Leroy Fer,NLD,MF,Swansea City,Premier League,27,1990,15.5,5,0,0,28,28,1,3,17,28,0,0,0,130,28,14,66.7
803,Julien Féret,FRA,MF,SM Caen,Ligue 1,35,1982,34.0,3,0,0,23,32,1,52,54,25,1,1,0,458,42,25,62.7
804,Edimilson Fernandes,CHE,MF,West Ham United,Premier League,21,1996,9.4,1,0,0,5,11,0,6,18,7,0,0,0,60,3,8,27.3
805,Gelson Fernandes,CHE,MF,Eintracht Frankfurt,Bundesliga,30,1986,11.5,4,0,0,34,1,0,1,9,31,0,0,0,129,7,13,35.0
806,Andrés Fernández,ESP,GK,Villarreal CF,La Liga,30,1986,2.5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,
807,Augusto Fernández,ARG,MF,Atlético de Madrid,La Liga,31,1986,1.2,1,0,0,1,1,0,0,1,1,0,0,0,17,2,1,66.7
808,Brian Fernández,ARG,FW,FC Metz,Ligue 1,22,1994,1.4,0,0,0,1,4,6,1,0,0,0,0,0,5,0,1,0.0
809,Carlos Fernández,ESP,FW,Sevilla FC,La Liga,21,1996,1.5,0,0,0,4,1,0,1,0,1,0,0,0,7,0,1,0.0
810,Ioritz Landeta,ESP,MF,Deportivo Alavés,La Liga,22,1995,0.8,0,0,0,2,0,1,0,0,2,0,0,0,6,0,3,0.0
811,Federico Fernández,ARG,DF,Swansea City,Premier League,28,1989,29.7,5,0,0,29,21,2,3,29,21,0,2,1,321,41,35,53.9
812,Raúl Fernández,ESP,GK,Levante UD,La Liga,29,1988,11.0,0,0,0,0,2,0,0,0,0,0,0,0,52,0,0,
813,Fernandinho,BRA,MF,Manchester City,Premier League,32,1985,32.0,7,0,0,41,27,0,10,37,37,0,0,0,437,54,34,61.4
814,Alex Ferrari,ITA,DF,Hellas Verona,Serie A,23,1994,23.7,5,0,0,16,26,0,10,30,53,0,0,0,225,48,30,61.5
815,Jordan Ferri,FRA,MF,Olympique Lyon,Ligue 1,25,1992,7.1,4,0,0,19,9,0,3,9,13,0,0,0,73,1,4,20.0
816,Sam Field,ENG,MF,West Bromwich Albion,Premier League,19,1998,6.0,3,0,0,11,7,0,3,11,8,0,0,0,56,5,6,45.5
817,Afonso Figueiredo,PRT,DF,Stade Rennais FC,Ligue 1,24,1993,2.5,1,0,0,3,7,0,3,2,1,0,0,0,26,1,1,50.0
818,Gian Filippo Felicioli,ITA,FW,Hellas Verona,Serie A,19,1997,3.1,1,0,0,5,6,2,4,5,5,0,0,0,25,0,0,
819,Alfred Finnbogason,ISL,FW,FC Augsburg,Bundesliga,28,1989,20.2,2,0,0,29,16,12,12,12,9,1,0,0,83,16,53,23.2
820,Roberto Firmino,BRA,FW,Liverpool FC,Premier League,25,1991,30.7,1,0,0,58,18,14,43,18,44,1,0,0,185,22,69,24.2
821,Júnior Firpo,ESP,DF,Real Betis Balompié,La Liga,20,1996,13.2,4,0,0,18,16,0,15,15,7,0,0,0,107,9,14,39.1
822,Viktor Fischer,DNK,FW,1.FSV Mainz 05,Bundesliga,23,1994,3.7,1,0,0,4,2,3,3,1,3,0,0,0,20,1,7,12.5
823,Mathieu Flamini,FRA,MF,Getafe CF,La Liga,33,1984,5.3,2,2,1,15,1,0,4,6,5,0,0,0,62,8,4,66.7
824,Darren Fletcher,SCO,MF,Stoke City,Premier League,33,1984,24.7,0,0,0,14,25,0,24,24,22,0,0,0,278,16,9,64.0
825,Sergio Floccari,ITA,FW,SPAL,Serie A,35,1981,9.8,0,0,0,13,23,12,5,2,15,1,0,0,42,22,51,30.1
826,Alessandro Florenzi,ITA,DF,AS Roma,Serie A,26,1991,26.5,2,0,0,15,14,3,93,24,25,0,0,0,286,13,27,32.5
827,Phil Foden,ENG,MF,Manchester City,Premier League,17,2000,0.5,0,0,0,1,4,0,3,0,1,0,0,0,4,0,2,0.0
828,Guessouma Fofana,FRA,MF,Amiens SC,Ligue 1,24,1992,8.3,3,1,0,18,8,0,7,8,13,0,0,0,70,8,11,42.1
