Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,P_Cmp,P_Att,P_Cmp%,P_TotDist,P_PrgDist,PS_Cmp,PS_Att,PS_Cmp%,PM_Cmp,PM_Att,PM_Cmp%,PL_Cmp,PL_Att,PL_Cmp%,Ast,xA,A-xA,P_KP,P_1/3,P_PPA,P_CrsPA,P_Prog
470,Rubén Castro,ESP,FW,Real Betis Balompié,La Liga,36,1981,4.0,45,55,81.8,687,158,24,29,82.8,16,19,84.2,4,6,66.7,1,0.5,+0.5,2,3,0,0,4
471,Danilo Cataldi,ITA,MF,Benevento Calcio,Serie A,22,1994,25.4,1109,1358,81.7,20887,5446,473,537,88.1,479,546,87.7,150,248,60.5,4,1.8,+2.2,31,102,24,5,100
472,Craig Cathcart,NIR,DF,Watford FC,Premier League,28,1989,5.8,146,189,77.2,3602,1323,28,33,84.8,73,87,83.9,41,65,63.1,0,0.0,0.0,1,9,1,0,10
473,Edinson Cavani,URY,FW,Paris Saint-Germain,Ligue 1,30,1987,28.7,395,506,78.1,6064,990,217,272,79.8,137,159,86.2,27,41,65.9,5,4.8,+0.2,31,14,21,0,38
474,Marijan Cavar,BIH,FW,Eintracht Frankfurt,Bundesliga,19,1998,0.4,7,8,87.5,103,10,5,6,83.3,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
475,Dani Ceballos,ESP,MF,Real Madrid,La Liga,20,1996,4.5,339,361,93.9,5767,1253,173,180,96.1,121,127,95.3,39,45,86.7,0,0.4,-0.4,5,35,5,3,26
476,Federico Ceccherini,ITA,DF,FC Crotone,Serie A,25,1992,35.9,1015,1263,80.4,22209,6625,244,283,86.2,602,672,89.6,158,284,55.6,0,0.4,-0.4,7,65,7,1,78
477,Emanuel Cecchini,ARG,MF,Málaga CF,La Liga,20,1996,0.3,16,18,88.9,278,64,9,10,90.0,5,5,100.0,2,2,100.0,0,0.0,0.0,0,2,0,0,1
478,Petr Cech,CZE,GK,Arsenal FC,Premier League,35,1982,33.8,564,808,69.8,17881,10672,48,53,90.6,284,289,98.3,232,465,49.9,0,0.0,0.0,0,11,0,0,1
479,Ricardo Centurión,ARG,MF,Genoa CFC,Serie A,24,1993,0.6,13,21,61.9,160,72,9,14,64.3,3,4,75.0,0,1,0.0,0,0.0,0.0,0,1,1,0,1
480,Luca Ceppitelli,ITA,DF,Cagliari Calcio,Serie A,27,1989,24.7,907,1160,78.2,22054,8910,231,267,86.5,414,476,87.0,254,394,64.5,0,0.8,-0.8,6,93,7,0,72
481,Fabio Ceravolo,ITA,FW,Benevento Calcio,Serie A,30,1987,0.6,7,11,63.6,105,26,6,8,75.0,0,2,0.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0
482,Alessio Cerci,ITA,FW,Hellas Verona,Serie A,30,1987,18.2,318,487,65.3,5397,1547,153,199,76.9,117,183,63.9,36,78,46.2,1,3.0,-2.0,21,17,17,4,38
483,Bostjan Cesar,SVN,DF,Chievo Verona,Serie A,35,1982,6.1,186,238,78.2,4187,1531,43,53,81.1,98,119,82.4,42,62,67.7,0,0.0,0.0,0,12,0,0,16
484,Damir Ceter,COL,FW,Cagliari Calcio,Serie A,19,1997,2.2,37,58,63.8,522,103,23,35,65.7,12,20,60.0,1,2,50.0,0,0.2,-0.2,4,4,2,0,3
485,Nacer Chadli,BEL,FW,West Bromwich Albion,Premier League,27,1989,2.9,50,74,67.6,717,147,29,34,85.3,18,26,69.2,1,6,16.7,0,0.1,-0.1,2,3,2,0,4
486,Fouad Chafik,MAR,DF,Dijon FCO,Ligue 1,30,1986,17.9,635,866,73.3,11495,5071,291,339,85.8,256,337,76.0,77,158,48.7,2,1.6,+0.4,19,37,22,12,67
487,Nathaniel Chalobah,ENG,MF,Watford FC,Premier League,22,1994,5.0,126,182,69.2,2330,771,48,63,76.2,60,75,80.0,11,33,33.3,0,0.0,0.0,1,17,1,0,20
488,Calum Chambers,ENG,DF,Arsenal FC,Premier League,22,1995,9.6,515,629,81.9,10541,3232,169,194,87.1,261,306,85.3,80,114,70.2,0,0.1,-0.1,2,35,4,1,34
489,Nereo Champagne,ARG,GK,CD Leganés,La Liga,32,1985,2.0,26,52,50.0,1250,1086,1,2,50.0,5,5,100.0,20,44,45.5,0,0.0,0.0,0,1,0,0,0
490,Timothy Chandler,USA,DF,Eintracht Frankfurt,Bundesliga,27,1990,21.0,587,927,63.3,12252,5785,199,253,78.7,283,436,64.9,102,216,47.2,4,2.6,+1.4,24,53,33,21,94
491,Chang-hoon Kwon,KOR,FW,Dijon FCO,Ligue 1,23,1994,23.7,446,685,65.1,7510,2286,228,295,77.3,159,230,69.1,48,131,36.6,2,1.9,+0.1,31,23,20,9,44
492,Charles,BRA,FW,SD Eibar,La Liga,33,1984,17.5,286,415,68.9,3992,691,181,245,73.9,87,127,68.5,12,24,50.0,1,1.3,-0.3,16,18,7,1,19
493,Charly Charrier,FRA,MF,Amiens SC,Ligue 1,31,1986,1.2,53,71,74.6,924,153,23,31,74.2,24,26,92.3,4,11,36.4,0,0.0,0.0,1,7,0,0,4
494,Pape Cheikh,SEN,MF,Olympique Lyon,Ligue 1,19,1997,0.1,9,10,90.0,133,29,4,4,100.0,5,6,83.3,0,0,,0,0.2,-0.2,1,1,0,0,1
495,Chema,ESP,DF,Levante UD,La Liga,25,1992,22.4,552,716,77.1,13041,4911,131,154,85.1,284,319,89.0,134,235,57.0,0,0.2,-0.2,5,38,3,0,45
496,Denis Cheryshev,RUS,MF,Villarreal CF,La Liga,26,1990,10.3,230,347,66.3,4165,1280,104,138,75.4,104,151,68.9,21,48,43.8,1,3.4,-2.4,18,13,12,6,29
497,Raman Chibsah,GHA,MF,Benevento Calcio,Serie A,24,1993,11.6,377,425,88.7,6753,1340,161,172,93.6,174,193,90.2,37,46,80.4,0,0.5,-0.5,9,34,3,1,22
498,Leandro Chichizola,ARG,GK,UD Las Palmas,La Liga,27,1990,27.0,635,929,68.4,19382,12183,95,99,96.0,307,322,95.3,231,504,45.8,0,0.4,-0.4,2,8,0,0,0
499,Giorgio Chiellini,ITA,DF,Juventus FC,Serie A,32,1984,24.0,1526,1765,86.5,36121,11043,336,379,88.7,800,876,91.3,380,486,78.2,1,0.6,+0.4,6,118,8,0,105
500,Federico Chiesa,ITA,FW,ACF Fiorentina,Serie A,19,1997,33.5,751,1039,72.3,12108,3605,397,474,83.8,279,376,74.2,59,131,45.0,4,6.2,-2.2,53,40,54,14,96
501,Ben Chilwell,ENG,DF,Leicester City,Premier League,20,1996,20.6,818,1165,70.2,13973,5396,373,457,81.6,350,478,73.2,78,166,47.0,2,2.2,-0.2,20,56,26,14,82
502,Vlad Chiriches,ROU,DF,SSC Napoli,Serie A,27,1989,6.5,531,585,90.8,10604,3625,186,195,95.4,241,261,92.3,86,103,83.5,0,0.0,0.0,1,37,0,0,45
503,Hamza Choudhury,ENG,MF,Leicester City,Premier League,19,1997,4.2,141,168,83.9,2795,872,52,58,89.7,71,78,91.0,18,31,58.1,1,0.1,+0.9,1,19,1,0,13
504,Andreas Christensen,DNK,DF,Chelsea FC,Premier League,21,1996,23.2,1225,1323,92.6,28020,7813,265,284,93.3,673,714,94.3,276,307,89.9,0,0.2,-0.2,5,72,1,0,71
505,Chuca,ESP,MF,Villarreal CF,La Liga,20,1997,1.0,36,56,64.3,661,117,20,25,80.0,10,19,52.6,6,12,50.0,0,0.0,0.0,1,2,0,0,1
506,Chung-yong Lee,KOR,FW,Crystal Palace,Premier League,29,1988,1.5,58,76,76.3,843,231,34,36,94.4,19,25,76.0,3,9,33.3,0,0.1,-0.1,2,1,1,0,5
507,Amato Ciciretti,ITA,MF,Benevento Calcio,Serie A,23,1993,9.0,243,345,70.4,4425,1102,111,137,81.0,95,122,77.9,32,72,44.4,1,1.5,-0.5,15,7,8,4,17
508,Miguel Cifuentes,ESP,DF,Málaga CF,La Liga,26,1990,1.2,59,77,76.6,939,356,35,41,85.4,22,27,81.5,2,5,40.0,0,0.3,-0.3,2,3,3,2,4
509,Luca Cigarini,ITA,MF,Cagliari Calcio,Serie A,31,1986,22.5,1229,1603,76.7,24763,8145,472,522,90.4,544,661,82.3,199,393,50.6,3,3.2,-0.2,39,138,26,2,158
510,Per Ciljan Skjelbred,NOR,MF,Hertha BSC,Bundesliga,30,1987,24.3,970,1123,86.4,18356,4389,400,446,89.7,425,479,88.7,134,177,75.7,0,0.7,-0.7,6,81,8,2,77
511,Jasper Cillessen,NLD,GK,FC Barcelona,La Liga,28,1989,1.0,19,27,70.4,471,219,4,4,100.0,10,11,90.9,5,12,41.7,0,0.0,0.0,0,0,0,0,0
512,Thiago Cionek,POL,DF,SPAL,Serie A,31,1986,15.0,587,764,76.8,11692,4589,211,245,86.1,278,322,86.3,92,170,54.1,0,0.1,-0.1,2,47,2,1,46
513,Saliou Ciss,SEN,DF,SCO Angers,Ligue 1,27,1989,1.6,35,54,64.8,588,293,19,24,79.2,13,21,61.9,3,7,42.9,0,0.0,0.0,0,4,1,0,3
514,Karamoko Cissé,GIN,FW,Benevento Calcio,Serie A,28,1988,0.2,3,6,50.0,87,29,1,4,25.0,0,0,,2,2,100.0,0,0.0,0.0,0,0,2,1,1
515,Issa Cissokho,SEN,DF,Amiens SC,Ligue 1,32,1985,18.1,592,801,73.9,11131,5213,247,289,85.5,263,334,78.7,75,160,46.9,0,0.5,-0.5,9,49,10,9,38
516,Ciaran Clark,IRL,DF,Newcastle United,Premier League,27,1989,19.4,494,708,69.8,11146,4376,129,161,80.1,260,317,82.0,99,210,47.1,1,0.4,+0.6,3,42,3,0,31
517,Christian Clemens,DEU,MF,1. FC Köln,Bundesliga,25,1991,7.2,157,237,66.2,2850,1077,78,96,81.3,59,80,73.8,18,57,31.6,0,1.2,-1.2,10,9,7,3,19
518,Tom Cleverley,ENG,MF,Watford FC,Premier League,27,1989,21.1,933,1188,78.5,17136,5097,423,471,89.8,363,439,82.7,130,238,54.6,2,1.2,+0.8,27,124,17,2,104
519,Sam Clucas,ENG,MF,Swansea City,Premier League,26,1990,22.7,669,851,78.6,12407,2941,284,332,85.5,288,332,86.7,87,154,56.5,1,1.2,-0.2,17,49,5,1,54
520,Nathaniel Clyne,ENG,DF,Liverpool FC,Premier League,26,1991,1.9,105,135,77.8,1744,542,46,54,85.2,51,60,85.0,7,14,50.0,0,0.3,-0.3,1,5,3,1,7
521,Marcus Coco,FRA,FW,EA Guingamp,Ligue 1,21,1996,17.6,457,628,72.8,6822,1881,258,315,81.9,152,213,71.4,31,60,51.7,1,1.3,-0.3,15,32,20,10,46
522,Massimo Coda,ITA,FW,Benevento Calcio,Serie A,28,1988,15.7,238,344,69.2,3741,649,137,178,77.0,76,114,66.7,20,35,57.1,1,1.9,-0.9,20,11,12,1,28
523,Isaac Cofie,GHA,MF,Genoa CFC,Serie A,25,1991,6.6,242,301,80.4,4527,1294,83,101,82.2,128,144,88.9,28,51,54.9,0,0.0,0.0,1,20,4,0,34
524,Renaud Cohade,FRA,MF,FC Metz,Ligue 1,32,1984,36.6,1511,1991,75.9,30387,9157,570,674,84.6,673,830,81.1,241,405,59.5,3,3.9,-0.9,47,204,37,13,211
525,Coke,ESP,MF,FC Schalke 04,Bundesliga,30,1987,0.0,2,2,100.0,18,6,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,1,0,1
526,Coke,ESP,DF,Levante UD,La Liga,30,1987,15.4,542,748,72.5,9814,5000,249,301,82.7,222,299,74.2,68,131,51.9,0,0.9,-0.9,14,51,15,4,66
527,Emre Colak,TUR,MF,Deportivo de La Coruña,La Liga,26,1991,16.1,669,860,77.8,12464,3932,314,364,86.3,255,306,83.3,89,169,52.7,2,3.2,-1.2,32,96,34,3,102
528,Seamus Coleman,IRL,DF,Everton FC,Premier League,28,1988,11.5,350,492,71.1,6000,2676,170,197,86.3,132,185,71.4,38,82,46.3,1,0.4,+0.6,7,36,8,1,41
529,James Collins,WAL,DF,West Ham United,Premier League,33,1983,11.7,294,408,72.1,6692,2814,83,92,90.2,141,178,79.2,66,128,51.6,0,0.4,-0.4,2,18,0,0,17
530,Racine Coly,SEN,DF,OGC Nice,Ligue 1,21,1995,6.9,346,411,84.2,5533,1662,172,188,91.5,155,181,85.6,17,31,54.8,0,0.2,-0.2,1,35,1,1,25
531,Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,21,1996,12.8,484,607,79.7,8380,1544,230,269,85.5,202,249,81.1,46,75,61.3,3,2.9,+0.1,20,19,25,8,33
532,Marvin Compper,DEU,DF,RB Leipzig,Bundesliga,32,1985,1.0,55,61,90.2,1193,371,15,15,100.0,31,34,91.2,9,12,75.0,0,0.0,0.0,0,4,0,0,5
533,Aloïs Confais,FRA,MF,ESTAC Troyes,Ligue 1,20,1996,6.8,217,274,79.2,4339,1101,75,94,79.8,102,124,82.3,38,51,74.5,0,0.1,-0.1,2,22,3,3,23
534,Daniel Congré,FRA,DF,Montpellier HSC,Ligue 1,32,1985,29.3,1023,1260,81.2,21475,8863,313,352,88.9,516,602,85.7,178,273,65.2,0,0.3,-0.3,6,100,3,1,112
535,Andrea Consigli,ITA,GK,US Sassuolo,Serie A,30,1987,36.8,690,1044,66.1,25691,17345,49,51,96.1,259,259,100.0,380,732,51.9,0,0.0,0.0,1,11,0,0,0
536,Diego Contento,DEU,DF,FC Girondins Bordeaux,Ligue 1,27,1990,1.2,24,32,75.0,438,215,12,12,100.0,8,12,66.7,4,7,57.1,0,0.2,-0.2,1,1,0,0,2
537,Andrea Conti,ITA,DF,AC Milan,Serie A,23,1994,1.7,91,104,87.5,1605,715,40,46,87.0,43,49,87.8,8,9,88.9,0,0.2,-0.2,2,10,1,1,13
538,Lewis Cook,ENG,MF,AFC Bournemouth,Premier League,20,1997,24.9,976,1245,78.4,20665,5944,340,414,82.1,423,497,85.1,196,287,68.3,2,1.5,+0.5,29,149,22,2,136
539,Steve Cook,ENG,DF,AFC Bournemouth,Premier League,26,1991,30.7,993,1376,72.2,23031,7782,224,282,79.4,518,642,80.7,236,410,57.6,1,0.5,+0.5,5,73,3,0,68
540,Duje Cop,HRV,FW,Cagliari Calcio,Serie A,27,1990,1.1,13,23,56.5,196,46,8,14,57.1,5,8,62.5,0,1,0.0,0,0.0,0.0,0,2,0,0,2
541,Francis Coquelin,FRA,MF,Arsenal FC,Premier League,26,1991,1.9,79,93,84.9,1374,402,42,47,89.4,25,27,92.6,10,15,66.7,0,0.2,-0.2,1,10,2,0,8
542,Francis Coquelin,FRA,MF,Valencia CF,La Liga,26,1991,7.3,258,314,82.2,4726,1402,116,135,85.9,109,128,85.2,31,46,67.4,0,0.1,-0.1,2,33,1,0,31
543,Sébastien Corchia,FRA,DF,Sevilla FC,La Liga,26,1990,9.1,292,390,74.9,4852,1935,150,172,87.2,117,166,70.5,23,47,48.9,1,0.5,+0.5,5,20,6,4,25
544,Alex Cordaz,ITA,GK,FC Crotone,Serie A,34,1983,38.0,520,1119,46.5,23451,18774,40,40,100.0,126,130,96.9,352,947,37.2,0,0.0,0.0,1,36,0,0,0
545,Iñigo Córdoba,ESP,FW,Athletic Bilbao,La Liga,20,1997,16.2,353,543,65.0,6040,1785,164,226,72.6,147,205,71.7,33,81,40.7,1,1.7,-0.7,15,32,19,7,53
546,Jhon Córdoba,COL,FW,1. FC Köln,Bundesliga,24,1993,10.6,141,210,67.1,2315,331,79,106,74.5,39,66,59.1,19,26,73.1,2,0.7,+1.3,5,10,7,2,14
547,Sergio Córdova,VEN,FW,FC Augsburg,Bundesliga,19,1997,6.5,111,150,74.0,1560,300,71,88,80.7,32,42,76.2,6,13,46.2,1,0.9,+0.1,9,9,4,1,9
548,Jérémy Cordoval,GLP,DF,ESTAC Troyes,Ligue 1,27,1990,10.2,317,412,76.9,4822,2486,172,193,89.1,105,142,73.9,25,47,53.2,1,0.5,+0.5,3,24,7,4,25
549,Benjamin Corgnet,FRA,MF,RC Strasbourg Alsace,Ligue 1,30,1987,15.3,369,566,65.2,6122,1566,198,270,73.3,124,184,67.4,38,77,49.4,2,1.3,+0.7,16,36,15,4,38
550,Jack Cork,ENG,MF,Burnley FC,Premier League,28,1989,38.0,1268,1615,78.5,23897,5540,518,617,84.0,546,655,83.4,178,278,64.0,1,0.9,+0.1,19,129,15,2,109
551,Andreas Cornelius,DNK,FW,Atalanta BC,Serie A,24,1993,10.4,213,304,70.1,3217,472,129,166,77.7,65,88,73.9,15,32,46.9,1,1.2,-0.2,17,10,7,0,14
552,Maxwel Cornet,CIV,FW,Olympique Lyon,Ligue 1,20,1996,14.1,399,521,76.6,6385,1589,205,245,83.7,138,172,80.2,36,60,60.0,5,3.2,+1.8,27,16,17,6,44
553,Quentin Cornette,FRA,FW,Amiens SC,Ligue 1,23,1994,5.0,96,138,69.6,1449,633,54,68,79.4,32,45,71.1,6,19,31.6,1,1.1,-0.1,6,13,2,0,19
554,Ángel Correa,ARG,FW,Atlético de Madrid,La Liga,22,1995,24.9,646,897,72.0,9309,2480,403,505,79.8,196,272,72.1,33,76,43.4,5,2.2,+2.8,28,38,28,3,69
555,Joaquín Correa,ARG,FW,Sevilla FC,La Liga,22,1994,13.2,394,495,79.6,6605,1583,205,252,81.3,155,186,83.3,31,43,72.1,2,1.8,+0.2,22,23,17,0,53
556,Andrea Cossu,ITA,MF,Cagliari Calcio,Serie A,37,1980,2.7,76,125,60.8,1415,368,34,41,82.9,27,39,69.2,14,43,32.6,1,0.3,+0.7,4,2,1,1,6
557,Angelo da Costa,BRA,GK,Bologna FC 1909,Serie A,33,1983,4.0,111,161,68.9,3558,2152,15,15,100.0,47,47,100.0,49,99,49.5,0,0.0,0.0,0,5,1,0,0
558,Andrea Costa,ITA,DF,Benevento Calcio,Serie A,31,1986,15.3,560,735,76.2,11806,5631,184,212,86.8,275,324,84.9,98,189,51.9,0,0.1,-0.1,3,41,6,2,51
559,Danny da Costa,DEU,DF,Eintracht Frankfurt,Bundesliga,24,1993,13.4,507,704,72.0,9333,4070,216,257,84.0,234,310,75.5,54,114,47.4,2,1.6,+0.4,12,28,13,8,58
560,Diego Costa,ESP,FW,Atlético de Madrid,La Liga,28,1988,11.5,248,328,75.6,3429,526,161,205,78.5,67,85,78.8,9,13,69.2,3,2.3,+0.7,13,10,13,2,21
561,Douglas Costa,BRA,FW,Juventus FC,Serie A,26,1990,19.9,826,1037,79.7,15521,3556,375,433,86.6,318,379,83.9,121,182,66.5,6,7.6,-1.6,58,45,48,14,99
562,Filippo Costa,ITA,DF,SPAL,Serie A,22,1995,16.4,492,750,65.6,9725,3972,192,228,84.2,210,295,71.2,80,196,40.8,1,0.8,+0.2,13,32,18,9,52
563,Jaume Costa,ESP,DF,Villarreal CF,La Liga,29,1988,28.3,1220,1581,77.2,22208,9258,507,588,86.2,580,729,79.6,124,233,53.2,0,1.8,-1.8,30,105,31,12,140
564,Nuno Da Costa,CPV,FW,RC Strasbourg Alsace,Ligue 1,26,1991,19.2,231,386,59.8,3715,1110,122,178,68.5,67,119,56.3,27,52,51.9,3,0.9,+2.1,12,23,8,4,34
565,Benoît Costil,FRA,GK,FC Girondins Bordeaux,Ligue 1,30,1987,36.0,566,935,60.5,19618,12694,56,58,96.6,265,266,99.6,245,611,40.1,0,0.1,-0.1,2,10,0,0,0
566,Kalifa Coulibaly,MLI,FW,FC Nantes,Ligue 1,25,1991,3.8,52,88,59.1,840,263,21,33,63.6,17,31,54.8,6,12,50.0,1,0.4,+0.6,5,5,6,3,6
567,Lassana Coulibaly,MLI,MF,SCO Angers,Ligue 1,21,1996,9.3,247,315,78.4,4009,1182,124,152,81.6,92,108,85.2,22,35,62.9,1,0.7,+0.3,9,16,10,1,31
568,Thibaut Courtois,BEL,GK,Chelsea FC,Premier League,25,1992,35.0,734,998,73.5,22121,12925,90,91,98.9,385,388,99.2,254,510,49.8,0,0.0,0.0,0,16,0,0,0
569,Philippe Coutinho,BRA,MF,Liverpool FC,Premier League,25,1992,12.3,557,754,73.9,10986,3636,213,260,81.9,243,297,81.8,86,162,53.1,6,4.3,+1.7,41,80,43,8,113
570,Philippe Coutinho,BRA,FW,FC Barcelona,La Liga,25,1992,14.4,713,858,83.1,11737,2825,381,428,89.0,265,300,88.3,61,112,54.5,5,3.7,+1.3,29,62,33,2,80
571,Nicolas Cozza,FRA,DF,Montpellier HSC,Ligue 1,18,1999,6.4,225,317,71.0,4423,2019,79,101,78.2,113,144,78.5,31,62,50.0,2,0.1,+1.9,3,31,5,1,36
572,Alessio Cragno,ITA,GK,Cagliari Calcio,Serie A,23,1994,28.2,475,763,62.3,18404,14012,68,70,97.1,147,156,94.2,259,534,48.5,0,0.0,0.0,0,16,0,0,0
573,Martin Cranie,ENG,DF,Huddersfield Town,Premier League,30,1986,2.0,72,91,79.1,1554,458,19,23,82.6,45,50,90.0,8,17,47.1,0,0.0,0.0,0,5,0,0,1
574,Michele Cremonesi,ITA,DF,SPAL,Serie A,29,1988,4.3,128,158,81.0,2317,833,47,57,82.5,67,74,90.5,11,21,52.4,0,0.0,0.0,0,11,0,0,12
575,Aaron Cresswell,ENG,DF,West Ham United,Premier League,27,1989,34.1,1190,1702,69.9,23116,10252,502,578,86.9,488,614,79.5,185,451,41.0,3,2.7,+0.3,39,125,21,12,90
576,Lorenzo Crisetig,ITA,MF,Bologna FC 1909,Serie A,24,1993,6.2,304,357,85.2,5611,1451,140,157,89.2,117,136,86.0,40,53,75.5,0,0.0,0.0,1,38,0,0,26
577,Bryan Cristante,ITA,MF,Atalanta BC,Serie A,22,1995,31.4,1223,1584,77.2,21799,6731,517,640,80.8,562,682,82.4,123,207,59.4,2,4.3,-2.3,40,169,44,2,175
578,Sebastián Cristóforo,URY,MF,ACF Fiorentina,Serie A,23,1993,3.0,158,196,80.6,2657,752,76,90,84.4,66,73,90.4,15,27,55.6,0,0.5,-0.5,2,8,1,0,16
579,Enzo Crivelli,FRA,FW,SCO Angers,Ligue 1,22,1995,11.4,173,263,65.8,2341,427,105,150,70.0,49,72,68.1,7,11,63.6,1,0.8,+0.2,12,8,6,1,21
580,Enzo Crivelli,FRA,FW,SM Caen,Ligue 1,22,1995,8.1,85,144,59.0,1164,141,53,82,64.6,24,39,61.5,3,8,37.5,1,0.2,+0.8,4,6,1,0,5
581,Giovanni Crociata,ITA,FW,FC Crotone,Serie A,19,1997,3.2,63,92,68.5,971,203,35,44,79.5,25,35,71.4,2,9,22.2,0,0.2,-0.2,3,8,1,0,7
582,Luca Crosta,ITA,GK,Cagliari Calcio,Serie A,19,1998,1.0,13,24,54.2,393,188,1,1,100.0,6,6,100.0,6,17,35.3,0,0.0,0.0,0,0,0,0,0
583,Peter Crouch,ENG,FW,Stoke City,Premier League,36,1981,17.4,371,620,59.8,4821,1241,245,379,64.6,101,168,60.1,8,15,53.3,2,2.7,-0.7,21,40,7,1,43
584,Juan Cuadrado,COL,FW,Juventus FC,Serie A,29,1988,15.0,707,837,84.5,14705,3789,293,325,90.2,279,326,85.6,132,171,77.2,4,2.7,+1.3,37,47,39,20,75
585,Iván Cuéllar,ESP,GK,CD Leganés,La Liga,33,1984,35.0,401,927,43.3,19975,16494,16,20,80.0,82,85,96.5,303,822,36.9,0,0.0,0.0,1,35,0,0,0
586,Michaël Cuisance,FRA,MF,Borussia Mönchengladbach,Bundesliga,17,1999,13.4,540,682,79.2,10734,2859,228,269,84.8,209,249,83.9,99,141,70.2,1,1.8,-0.8,20,60,14,3,67
587,Josh Cullen,IRL,FW,West Ham United,Premier League,21,1996,0.1,3,4,75.0,17,6,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
588,Patrick Cutrone,ITA,FW,AC Milan,Serie A,19,1998,16.7,233,309,75.4,3177,345,152,177,85.9,67,97,69.1,8,16,50.0,1,0.5,+0.5,11,6,5,0,14
589,Wylan Cyprien,FRA,MF,OGC Nice,Ligue 1,22,1995,10.5,709,824,86.0,12647,3937,344,374,92.0,263,289,91.0,86,135,63.7,1,1.3,-0.3,19,53,5,0,48
590,Marco D'Alessandro,ITA,MF,Benevento Calcio,Serie A,26,1991,11.6,210,292,71.9,3433,830,101,127,79.5,90,114,78.9,16,33,48.5,1,1.7,-0.7,20,9,10,7,17
591,Danilo D'Ambrosio,ITA,DF,Inter Milan,Serie A,28,1988,33.1,1700,2074,82.0,28581,11721,842,937,89.9,706,825,85.6,136,265,51.3,3,1.8,+1.2,21,135,23,8,138
592,Damien Da Silva,FRA,DF,SM Caen,Ligue 1,29,1988,31.5,1082,1348,80.3,26836,9213,233,279,83.5,528,599,88.1,306,438,69.9,0,0.0,0.0,2,115,3,0,76
593,Kouadio-Yves Dabila,CIV,DF,LOSC Lille,Ligue 1,20,1997,10.5,422,504,83.7,8497,3104,133,147,90.5,218,244,89.3,62,96,64.6,0,0.1,-0.1,4,15,1,1,19
594,Bryan Dabo,BFA,MF,AS Saint-Étienne,Ligue 1,25,1992,14.3,477,607,78.6,7972,1882,229,286,80.1,193,231,83.5,43,65,66.2,0,0.7,-0.7,13,33,8,3,41
595,Bryan Dabo,BFA,MF,ACF Fiorentina,Serie A,25,1992,6.6,247,320,77.2,4251,1078,113,132,85.6,108,133,81.2,22,45,48.9,0,0.1,-0.1,4,20,2,1,23
596,Mahmoud Dahoud,DEU,MF,Borussia Dortmund,Bundesliga,21,1996,12.7,568,678,83.8,10628,2521,245,276,88.8,238,271,87.8,78,109,71.6,4,3.0,+1.0,19,49,17,0,61
597,Dario Dainelli,ITA,DF,Chievo Verona,Serie A,38,1979,16.7,459,611,75.1,10911,4783,114,146,78.1,237,267,88.8,105,193,54.4,0,0.0,0.0,3,41,2,0,40
598,Felipe,BRA,DF,SPAL,Serie A,33,1984,28.6,1038,1309,79.3,21388,8712,375,417,89.9,473,546,86.6,180,317,56.8,1,0.1,+0.9,4,74,8,3,88
599,Charlie Daniels,ENG,DF,AFC Bournemouth,Premier League,30,1986,33.4,1459,1968,74.1,24629,10030,722,825,87.5,568,737,77.1,132,301,43.9,3,2.3,+0.7,28,92,29,10,125
600,Danilo,BRA,DF,Manchester City,Premier League,26,1991,15.0,1083,1218,88.9,19165,5103,477,499,95.6,502,550,91.3,94,141,66.7,2,0.2,+1.8,4,86,17,1,77
601,Scott Dann,ENG,DF,Crystal Palace,Premier League,30,1987,15.9,448,578,77.5,9950,3700,124,143,86.7,210,252,83.3,104,165,63.0,0,0.2,-0.2,5,43,3,0,39
602,Kevin Danso,AUT,DF,FC Augsburg,Bundesliga,18,1998,12.3,364,523,69.6,8805,3072,98,116,84.5,159,197,80.7,106,201,52.7,0,0.4,-0.4,6,25,3,1,27
603,Dante,BRA,DF,OGC Nice,Ligue 1,33,1983,32.4,2053,2259,90.9,44062,14992,618,654,94.5,1035,1096,94.4,378,475,79.6,0,0.4,-0.4,3,98,4,0,83
604,Romain Danzé,FRA,DF,Stade Rennais FC,Ligue 1,31,1986,7.6,334,443,75.4,6304,2840,112,134,83.6,184,227,81.1,35,67,52.2,0,0.1,-0.1,3,35,1,0,37
605,Andrea Danzi,ITA,MF,Hellas Verona,Serie A,18,1999,4.4,173,190,91.1,3205,648,67,77,87.0,83,85,97.6,20,24,83.3,0,0.0,0.0,1,10,0,0,4
606,Stéphane Darbion,FRA,FW,ESTAC Troyes,Ligue 1,33,1984,18.9,515,692,74.4,7924,3200,289,348,83.0,179,227,78.9,36,81,44.4,2,1.5,+0.5,15,41,32,14,67
607,Palkó Dárdai,HUN,FW,Hertha BSC,Bundesliga,18,1999,0.3,6,9,66.7,72,28,5,5,100.0,1,3,33.3,0,0,,0,0.0,0.0,0,1,0,0,0
608,Sergi Darder,ESP,MF,Olympique Lyon,Ligue 1,23,1993,2.3,118,138,85.5,2097,478,53,56,94.6,49,55,89.1,14,23,60.9,0,0.0,0.0,0,6,1,0,10
