Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,P_Cmp,P_Att,P_Cmp%,P_TotDist,P_PrgDist,PS_Cmp,PS_Att,PS_Cmp%,PM_Cmp,PM_Att,PM_Cmp%,PL_Cmp,PL_Att,PL_Cmp%,Ast,xA,A-xA,P_KP,P_1/3,P_PPA,P_CrsPA,P_Prog
2219,Víctor Sánchez,ESP,DF,RCD Espanyol Barcelona,La Liga,29,1987,27.2,962,1389,69.3,16888,6280,477,575,83.0,369,499,73.9,104,280,37.1,2,0.5,+1.5,7,89,14,4,106
2220,Jadon Sancho,ENG,FW,Borussia Dortmund,Bundesliga,17,2000,7.7,308,372,82.8,4616,928,168,195,86.2,110,127,86.6,18,30,60.0,4,3.1,+0.9,20,13,10,0,23
2221,Sandro,BRA,MF,Benevento Calcio,Serie A,28,1989,12.8,619,694,89.2,10959,2425,262,288,91.0,284,308,92.2,64,82,78.0,0,0.2,-0.2,5,28,4,0,29
2222,Alex Sandro,BRA,DF,Juventus FC,Serie A,26,1991,23.5,1423,1680,84.7,28301,8351,529,604,87.6,670,745,89.9,210,293,71.7,3,2.5,+0.5,28,105,45,23,125
2223,Arona Sané,SEN,MF,Atlético de Madrid,La Liga,22,1995,0.7,9,14,64.3,152,9,2,5,40.0,7,9,77.8,0,0,,0,0.0,0.0,0,0,0,0,0
2224,Lamine Sané,SEN,DF,SV Werder Bremen,Bundesliga,30,1987,8.7,323,400,80.8,7285,2539,79,105,75.2,175,200,87.5,69,93,74.2,0,0.2,-0.2,1,26,0,0,20
2225,Leroy Sané,DEU,FW,Manchester City,Premier League,21,1996,26.9,926,1179,78.5,13754,2895,520,611,85.1,326,399,81.7,49,101,48.5,15,7.8,+7.2,55,20,43,10,67
2226,Salif Sané,SEN,DF,Hannover 96,Bundesliga,26,1990,32.0,1448,1788,81.0,33226,12251,329,398,82.7,818,907,90.2,291,454,64.1,1,0.8,+0.2,9,101,7,0,137
2227,Ibrahim Sangaré,CIV,MF,FC Toulouse,Ligue 1,19,1997,17.7,621,835,74.4,13088,3969,208,261,79.7,265,324,81.8,127,210,60.5,1,1.5,-0.5,18,103,8,2,93
2228,Younousse Sankharé,SEN,MF,FC Girondins Bordeaux,Ligue 1,27,1989,20.9,751,879,85.4,12790,3900,351,387,90.7,306,348,87.9,78,113,69.0,1,1.6,-0.6,21,88,7,2,88
2229,Baissama Sankoh,GIN,MF,SM Caen,Ligue 1,25,1992,17.1,432,546,79.1,7624,1997,176,214,82.2,203,246,82.5,41,62,66.1,0,0.9,-0.9,8,32,4,1,40
2230,Siriki Sanogo,CIV,MF,Benevento Calcio,Serie A,15,2001,0.4,12,16,75.0,204,27,5,7,71.4,6,7,85.7,1,2,50.0,0,0.0,0.0,0,0,0,0,1
2231,Yaya Sanogo,FRA,FW,FC Toulouse,Ligue 1,24,1993,16.8,170,302,56.3,2634,538,93,158,58.9,54,84,64.3,14,25,56.0,1,0.4,+0.6,10,16,8,1,23
2232,Morgan Sanson,FRA,MF,Olympique Marseille,Ligue 1,22,1994,24.1,817,1051,77.7,14312,3367,397,462,85.9,307,390,78.7,89,148,60.1,2,3.6,-1.6,37,76,26,11,79
2233,Nicola Sansone,ITA,FW,Villarreal CF,La Liga,25,1991,7.2,167,232,72.0,2665,654,99,129,76.7,51,69,73.9,15,22,68.2,1,1.5,-0.5,13,11,6,1,21
2234,Baptiste Santamaria,FRA,MF,SCO Angers,Ligue 1,22,1995,28.8,936,1169,80.1,18459,5491,361,418,86.4,419,496,84.5,144,226,63.7,0,1.1,-1.1,16,116,6,3,105
2235,Ivan Santini,HRV,FW,SM Caen,Ligue 1,28,1989,30.8,447,689,64.9,6027,982,282,403,70.0,122,195,62.6,17,32,53.1,1,1.5,-0.5,25,31,5,0,31
2236,Davide Santon,ITA,DF,Inter Milan,Serie A,26,1991,9.3,439,547,80.3,8153,2437,185,206,89.8,194,233,83.3,54,89,60.7,0,0.1,-0.1,2,26,2,0,30
2237,Christian Santos,VEN,FW,Deportivo Alavés,La Liga,29,1988,4.9,90,141,63.8,1121,128,57,82,69.5,22,43,51.2,4,6,66.7,0,0.2,-0.2,3,4,1,1,1
2238,Douglas Santos,BRA,DF,Hamburger SV,Bundesliga,23,1994,26.4,1048,1493,70.2,20362,9228,442,514,86.0,418,582,71.8,168,319,52.7,1,2.0,-1.0,24,104,36,16,144
2239,Samir,BRA,DF,Udinese Calcio,Serie A,22,1994,28.5,1107,1376,80.5,23085,7474,317,356,89.0,612,698,87.7,173,296,58.4,0,0.2,-0.2,4,72,6,3,82
2240,Antonio Santurro,ITA,GK,Bologna FC 1909,Serie A,25,1992,1.0,18,42,42.9,863,713,0,0,,4,4,100.0,14,38,36.8,0,0.0,0.0,0,1,0,0,0
2241,Riccardo Saponara,ITA,MF,ACF Fiorentina,Serie A,25,1991,10.0,342,434,78.8,6340,2193,158,187,84.5,141,166,84.9,42,71,59.2,4,2.9,+1.1,37,50,22,1,69
2242,Pablo Sarabia,ESP,FW,Sevilla FC,La Liga,25,1992,26.6,840,1155,72.7,13894,4636,422,519,81.3,341,437,78.0,66,160,41.3,5,5.8,-0.8,46,53,52,13,125
2243,Yusuf Sari,TUR,FW,Olympique Marseille,Ligue 1,18,1998,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
2244,Bouna Sarr,GIN,DF,Olympique Marseille,Ligue 1,25,1992,19.9,1083,1289,84.0,17945,6651,526,586,89.8,448,517,86.7,87,141,61.7,2,2.5,-0.5,29,59,29,21,76
2245,Ismaïla Sarr,SEN,FW,Stade Rennais FC,Ligue 1,19,1998,20.6,324,431,75.2,4627,1210,191,227,84.1,104,140,74.3,15,32,46.9,3,3.0,0.0,17,18,14,3,32
2246,Malang Sarr,FRA,DF,OGC Nice,Ligue 1,18,1999,14.7,933,1056,88.4,19863,7322,288,308,93.5,464,499,93.0,165,215,76.7,0,0.3,-0.3,5,66,2,1,52
2247,Imanol Sarriegi,ESP,MF,SD Eibar,La Liga,22,1995,0.5,18,23,78.3,349,28,6,7,85.7,10,12,83.3,2,4,50.0,0,0.0,0.0,0,4,0,0,0
2248,Marco Sau,ITA,FW,Cagliari Calcio,Serie A,29,1987,14.6,290,380,76.3,4252,573,166,207,80.2,87,112,77.7,20,32,62.5,0,1.0,-1.0,13,12,6,1,10
2249,Stefan Savic,MNE,DF,Atlético de Madrid,La Liga,26,1991,25.5,812,1026,79.1,18425,6163,211,252,83.7,423,475,89.1,173,286,60.5,0,0.2,-0.2,2,58,4,0,56
2250,Gianluca Scamacca,ITA,FW,US Sassuolo,Serie A,18,1999,0.3,12,17,70.6,199,95,6,7,85.7,6,9,66.7,0,0,,0,0.5,-0.5,1,2,3,0,3
2251,Fabian Schär,CHE,DF,Deportivo de La Coruña,La Liga,25,1991,24.7,740,958,77.2,17310,6756,210,245,85.7,345,407,84.8,182,299,60.9,2,0.3,+1.7,4,54,6,0,53
2252,Ezequiel Schelotto,ITA,DF,Brighton & Hove Albion,Premier League,28,1989,14.6,441,606,72.8,8035,3517,192,227,84.6,187,258,72.5,56,98,57.1,0,0.8,-0.8,4,38,7,5,33
2253,Pasquale Schiattarella,ITA,MF,SPAL,Serie A,30,1987,22.1,939,1180,79.6,18036,5183,374,431,86.8,406,484,83.9,139,223,62.3,3,4.0,-1.0,43,96,36,6,139
2254,Eros Schiavon,ITA,MF,SPAL,Serie A,34,1983,4.3,85,130,65.4,1353,490,42,47,89.4,36,58,62.1,5,17,29.4,0,0.0,0.0,1,3,2,0,8
2255,Patrik Schick,CZE,FW,AS Roma,Serie A,21,1996,11.0,226,293,77.1,3156,590,147,177,83.1,67,84,79.8,7,15,46.7,0,1.7,-1.7,12,14,8,1,17
2256,Julian Schieber,DEU,MF,Hertha BSC,Bundesliga,28,1989,0.6,5,14,35.7,60,24,3,6,50.0,2,7,28.6,0,0,,0,0.0,0.0,0,0,0,0,0
2257,Christopher Schindler,DEU,DF,Huddersfield Town,Premier League,27,1990,36.3,1155,1456,79.3,24980,7566,325,389,83.5,572,673,85.0,241,359,67.1,1,1.7,-0.7,6,58,0,0,55
2258,Sven Schipplock,DEU,FW,Hamburger SV,Bundesliga,28,1988,3.8,44,76,57.9,556,189,32,47,68.1,10,21,47.6,1,2,50.0,0,0.2,-0.2,3,2,0,0,5
2259,Jeffrey Schlupp,GHA,DF,Crystal Palace,Premier League,24,1992,19.4,582,807,72.1,9692,3760,274,331,82.8,241,316,76.3,47,108,43.5,1,0.8,+0.2,12,55,9,2,57
2260,Kasper Schmeichel,DNK,GK,Leicester City,Premier League,30,1986,32.9,497,949,52.4,21552,14913,32,33,97.0,151,157,96.2,313,758,41.3,0,0.0,0.0,1,25,0,0,2
2261,Marcel Schmelzer,DEU,DF,Borussia Dortmund,Bundesliga,29,1988,16.6,1069,1291,82.8,17235,6712,505,556,90.8,498,582,85.6,54,118,45.8,0,0.5,-0.5,9,88,12,3,113
2262,Jonathan Schmid,FRA,DF,FC Augsburg,Bundesliga,27,1990,16.4,445,622,71.5,8283,3875,206,253,81.4,153,197,77.7,78,147,53.1,0,2.0,-2.0,25,24,8,2,37
2263,Manuel Schmiedebach,DEU,MF,Hannover 96,Bundesliga,28,1988,1.8,50,75,66.7,991,355,22,25,88.0,20,31,64.5,7,13,53.8,0,0.2,-0.2,3,6,1,1,6
2264,Benno Schmitz,DEU,DF,RB Leipzig,Bundesliga,22,1994,0.9,41,55,74.5,694,245,18,23,78.3,18,24,75.0,4,7,57.1,0,0.1,-0.1,2,1,0,0,1
2265,Morgan Schneiderlin,FRA,MF,Everton FC,Premier League,27,1989,23.7,949,1146,82.8,17420,5054,415,471,88.1,395,455,86.8,114,182,62.6,0,0.3,-0.3,9,114,3,1,74
2266,Alessandro Schöpf,AUT,DF,FC Schalke 04,Bundesliga,23,1994,9.0,314,412,76.2,4960,1760,176,203,86.7,108,143,75.5,25,51,49.0,0,0.6,-0.6,5,19,6,0,22
2267,Nico Schulz,DEU,DF,TSG 1899 Hoffenheim,Bundesliga,24,1993,19.8,756,1029,73.5,13610,4799,346,407,85.0,318,417,76.3,84,158,53.2,2,3.0,-1.0,28,55,35,17,98
2268,André Schürrle,DEU,FW,Borussia Dortmund,Bundesliga,26,1990,13.7,395,549,71.9,6343,1497,209,264,79.2,146,185,78.9,32,71,45.1,6,2.3,+3.7,18,26,24,8,43
2269,Julian Schuster,DEU,DF,SC Freiburg,Bundesliga,32,1985,14.5,602,748,80.5,12865,4421,179,197,90.9,325,358,90.8,97,186,52.2,0,1.2,-1.2,15,37,8,1,48
2270,Pirmin Schwegler,CHE,MF,Hannover 96,Bundesliga,30,1987,25.8,1023,1357,75.4,19069,6706,411,484,84.9,428,519,82.5,154,302,51.0,6,4.0,+2.0,54,91,11,0,112
2271,Alexander Schwolow,DEU,GK,SC Freiburg,Bundesliga,25,1992,32.3,823,1310,62.8,31261,22116,80,81,98.8,333,334,99.7,407,891,45.7,0,0.1,-0.1,2,30,2,0,1
2272,Simone Scuffet,ITA,GK,Udinese Calcio,Serie A,21,1996,6.0,84,149,56.4,2988,2111,11,11,100.0,30,31,96.8,42,106,39.6,0,0.0,0.0,0,1,0,0,0
2273,Ernest Seka,GIN,DF,RC Strasbourg Alsace,Ligue 1,30,1987,24.2,989,1298,76.2,18722,8515,380,455,83.5,462,570,81.1,133,231,57.6,1,0.9,+0.1,17,85,15,5,112
2274,Vahid Selimovic,LUX,DF,FC Metz,Ligue 1,20,1997,11.7,369,470,78.5,8503,3167,78,98,79.6,207,236,87.7,81,128,63.3,0,0.0,0.0,1,40,1,0,30
2275,Davie Selke,DEU,FW,Hertha BSC,Bundesliga,22,1995,21.0,282,463,60.9,3573,650,189,268,70.5,74,134,55.2,8,20,40.0,0,1.7,-1.7,14,14,3,1,15
2276,Ole Selnaes,NOR,MF,AS Saint-Étienne,Ligue 1,23,1994,22.9,996,1224,81.4,21474,5242,279,328,85.1,506,574,88.2,193,285,67.7,0,2.3,-2.3,17,96,7,0,93
2277,Nélson Semedo,PRT,DF,FC Barcelona,La Liga,23,1993,16.7,936,1082,86.5,14818,4432,512,557,91.9,360,409,88.0,56,88,63.6,0,1.2,-1.2,11,49,13,1,55
2278,Rúben Semedo,PRT,DF,Villarreal CF,La Liga,23,1994,2.5,76,87,87.4,1392,377,31,35,88.6,37,40,92.5,7,10,70.0,0,0.0,0.0,0,1,0,0,3
2279,Stefano Sensi,ITA,MF,US Sassuolo,Serie A,21,1995,11.6,435,551,78.9,9183,2790,157,181,86.7,181,213,85.0,88,136,64.7,0,1.2,-1.2,22,56,12,2,66
2280,Luigi Sepe,ITA,GK,SSC Napoli,Serie A,26,1991,1.0,18,19,94.7,531,307,1,1,100.0,12,12,100.0,5,6,83.3,0,0.0,0.0,0,0,0,0,0
2281,Suat Serdar,DEU,MF,1.FSV Mainz 05,Bundesliga,20,1997,18.9,457,584,78.3,8327,2027,200,249,80.3,197,232,84.9,52,75,69.3,0,1.0,-1.0,19,40,10,0,48
2282,Jean Michaël Seri,CIV,MF,OGC Nice,Ligue 1,26,1991,29.1,2374,2667,89.0,44756,10201,985,1051,93.7,1000,1074,93.1,345,467,73.9,4,4.2,-0.2,65,180,22,3,165
2283,Julien Serrano,FRA,DF,AS Monaco,Ligue 1,19,1998,3.1,103,164,62.8,1674,764,40,52,76.9,53,72,73.6,5,28,17.9,0,0.3,-0.3,1,12,1,1,11
2284,Grégory Sertic,FRA,DF,Olympique Marseille,Ligue 1,27,1989,3.9,168,192,87.5,3530,1185,55,61,90.2,82,84,97.6,30,42,71.4,0,0.1,-0.1,1,13,1,0,11
2285,Stéphane Sessègnon,BEN,MF,Montpellier HSC,Ligue 1,33,1984,10.9,378,490,77.1,7283,1646,153,176,86.9,164,197,83.2,54,93,58.1,1,0.9,+0.1,16,39,14,1,48
2286,Seung-woo Lee,KOR,MF,Hellas Verona,Serie A,19,1998,4.0,128,162,79.0,2091,447,71,82,86.6,37,50,74.0,14,19,73.7,0,0.1,-0.1,3,9,7,0,21
2287,Stephan El Shaarawy,ITA,FW,AS Roma,Serie A,24,1992,23.9,819,1006,81.4,13641,3354,416,495,84.0,334,381,87.7,60,104,57.7,5,3.8,+1.2,33,42,47,7,118
2288,Meritan Shabani,ALB,FW,Bayern Munich,Bundesliga,18,1999,0.6,11,15,73.3,160,25,6,9,66.7,3,3,100.0,1,2,50.0,0,0.0,0.0,0,0,1,0,1
2289,Xherdan Shaqiri,CHE,FW,Stoke City,Premier League,25,1991,33.8,893,1261,70.8,18120,6010,373,433,86.1,315,404,78.0,181,367,49.3,7,7.0,0.0,73,94,56,13,132
2290,Luke Shaw,ENG,DF,Manchester United,Premier League,22,1995,8.8,460,577,79.7,6850,2445,249,279,89.2,175,210,83.3,20,53,37.7,0,0.4,-0.4,9,37,8,1,48
2291,Ryan Shawcross,ENG,DF,Stoke City,Premier League,29,1987,26.3,455,689,66.0,10330,4444,121,170,71.2,237,328,72.3,95,180,52.8,1,0.1,+0.9,1,47,2,0,44
2292,Jonjo Shelvey,ENG,MF,Newcastle United,Premier League,25,1992,25.2,998,1425,70.0,23913,8908,303,351,86.3,406,509,79.8,272,535,50.8,3,2.3,+0.7,39,146,33,9,143
2293,Gaku Shibasaki,JPN,MF,Getafe CF,La Liga,25,1992,11.0,260,362,71.8,4858,1135,112,146,76.7,103,135,76.3,38,67,56.7,0,0.9,-0.9,11,24,5,2,30
2294,Djibril Sidibé,FRA,DF,AS Monaco,Ligue 1,25,1992,23.9,1372,1647,83.3,23818,10332,613,685,89.5,622,702,88.6,115,198,58.1,4,3.2,+0.8,31,103,39,8,175
2295,Sidnei,BRA,DF,Deportivo de La Coruña,La Liga,27,1989,19.8,626,782,80.1,14267,4356,141,175,80.6,346,393,88.0,134,205,65.4,1,0.4,+0.6,2,31,4,1,38
2296,Jaime Sierra,ESP,FW,CD Leganés,La Liga,19,1998,0.3,5,6,83.3,85,19,1,1,100.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0,3,0,0,1
2297,Vincent Sierro,CHE,MF,SC Freiburg,Bundesliga,21,1995,2.4,46,73,63.0,796,194,21,29,72.4,20,30,66.7,5,12,41.7,0,0.1,-0.1,4,5,1,0,5
2298,Gylfi Sigurdsson,ISL,MF,Everton FC,Premier League,27,1989,25.1,566,859,65.9,9525,3165,289,331,87.3,201,267,75.3,59,202,29.2,3,4.0,-1.0,40,46,16,2,67
2299,Kolbeinn Sigthórsson,ISL,FW,FC Nantes,Ligue 1,27,1990,0.3,5,8,62.5,69,1,3,3,100.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,0
2300,Adrien Silva,PRT,MF,Leicester City,Premier League,28,1989,8.5,341,418,81.6,6043,1797,139,168,82.7,148,166,89.2,38,58,65.5,1,0.7,+0.3,8,36,7,1,33
2301,André Silva,PRT,FW,AC Milan,Serie A,21,1995,10.4,222,296,75.0,2943,404,150,180,83.3,65,85,76.5,4,11,36.4,1,1.2,-0.2,19,10,3,0,14
2302,Bernardo Silva,PRT,FW,Manchester City,Premier League,22,1994,17.0,830,984,84.3,13539,2457,440,478,92.1,307,357,86.0,68,107,63.6,4,1.6,+2.4,28,29,31,6,55
2303,David Silva,ESP,MF,Manchester City,Premier League,31,1986,27.0,2136,2450,87.2,34757,7645,1049,1153,91.0,889,985,90.3,146,221,66.1,11,7.1,+3.9,60,180,86,6,203
2304,Gabriel Silva,BRA,DF,AS Saint-Étienne,Ligue 1,26,1991,23.1,819,1059,77.3,14624,5777,362,410,88.3,351,430,81.6,88,168,52.4,1,0.9,+0.1,15,62,22,6,93
2305,Jonathan Silva,ARG,DF,AS Roma,Serie A,23,1994,1.2,72,87,82.8,1272,561,31,34,91.2,32,37,86.5,7,13,53.8,0,0.0,0.0,0,3,1,1,7
2306,Thiago Silva,BRA,DF,Paris Saint-Germain,Ligue 1,32,1984,23.5,1583,1676,94.5,31702,11617,535,562,95.2,785,809,97.0,239,274,87.2,1,0.3,+0.7,3,93,8,0,86
2307,Matías Silvestre,ARG,DF,UC Sampdoria,Serie A,32,1984,34.0,1997,2258,88.4,42926,12163,579,617,93.8,1044,1115,93.6,357,500,71.4,0,0.2,-0.2,2,94,6,0,99
2308,Marco Silvestri,ITA,GK,Hellas Verona,Serie A,26,1991,2.0,38,49,77.6,1338,938,6,6,100.0,16,16,100.0,16,27,59.3,0,0.0,0.0,0,0,0,0,0
2309,Giovanni Simeone,ARG,FW,ACF Fiorentina,Serie A,22,1995,33.3,387,553,70.0,5371,1005,233,298,78.2,105,150,70.0,23,48,47.9,4,3.4,+0.6,35,21,13,3,28
2310,Lorenco Simic,HRV,DF,SPAL,Serie A,21,1996,3.5,91,119,76.5,1974,765,27,32,84.4,44,50,88.0,19,34,55.9,0,0.0,0.0,0,7,2,0,9
2311,Stefan Simic,CZE,DF,FC Crotone,Serie A,22,1995,6.2,171,215,79.5,4399,1105,23,29,79.3,95,111,85.6,53,74,71.6,0,0.0,0.0,0,4,0,0,4
2312,David Simón,ESP,DF,UD Las Palmas,La Liga,28,1988,8.0,402,512,78.5,6544,2804,202,233,86.7,173,209,82.8,24,60,40.0,0,1.2,-1.2,10,21,13,9,27
2313,Danny Simpson,ENG,DF,Leicester City,Premier League,30,1987,25.6,840,1144,73.4,15155,6154,372,441,84.4,361,464,77.8,97,200,48.5,0,0.2,-0.2,6,57,8,6,51
2314,Jack Simpson,ENG,DF,AFC Bournemouth,Premier League,20,1996,0.8,3,4,75.0,73,9,1,1,100.0,1,1,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0
2315,Josh Sims,ENG,FW,Southampton FC,Premier League,20,1997,1.8,49,65,75.4,694,218,27,35,77.1,16,20,80.0,3,5,60.0,0,0.1,-0.1,1,5,2,2,5
2316,Jerome Sinclair,ENG,MF,Watford FC,Premier League,20,1996,0.3,8,8,100.0,117,41,5,5,100.0,3,3,100.0,0,0,,0,0.0,0.0,1,0,1,0,2
2317,Giovanni Sio,CIV,FW,Montpellier HSC,Ligue 1,28,1989,24.4,410,613,66.9,6101,1338,240,317,75.7,132,199,66.3,25,52,48.1,3,2.6,+0.4,24,28,22,6,43
2318,Dimitrios Siovas,GRC,DF,CD Leganés,La Liga,28,1988,22.8,563,773,72.8,11680,4048,163,201,81.1,295,369,79.9,97,190,51.1,1,0.7,+0.3,2,29,1,0,36
2319,Tobias Sippel,DEU,GK,Borussia Mönchengladbach,Bundesliga,29,1988,4.8,118,177,66.7,3773,2479,13,13,100.0,60,61,98.4,44,102,43.1,0,0.0,0.0,1,5,0,0,0
2320,Salvatore Sirigu,ITA,GK,Torino FC,Serie A,30,1987,37.0,856,1213,70.6,28162,16596,88,90,97.8,391,402,97.3,376,719,52.3,0,0.0,0.0,0,7,0,0,0
2321,Moussa Sissoko,FRA,MF,Tottenham Hotspur,Premier League,27,1989,15.4,730,885,82.5,11796,2762,370,419,88.3,283,340,83.2,54,79,68.4,1,2.4,-1.4,26,59,21,6,67
2322,Pione Sisto,DNK,FW,Celta de Vigo,La Liga,22,1995,27.8,876,1091,80.3,16137,4036,411,477,86.2,341,399,85.5,114,189,60.3,7,4.6,+2.4,42,65,51,14,103
2323,Antonio Sivera,ESP,GK,Deportivo Alavés,La Liga,20,1996,0.7,7,12,58.3,343,269,1,1,100.0,1,1,100.0,5,10,50.0,0,0.0,0.0,0,0,0,0,0
2324,Ellyes Skhiri,TUN,MF,Montpellier HSC,Ligue 1,22,1995,33.9,1341,1586,84.6,25806,6150,540,609,88.7,553,636,86.9,208,261,79.7,0,1.4,-1.4,31,133,19,3,121
2325,Lukasz Skorupski,POL,GK,AS Roma,Serie A,26,1991,1.0,29,36,80.6,899,536,2,2,100.0,16,17,94.1,11,17,64.7,0,0.0,0.0,0,1,0,0,0
2326,Milan Skriniar,SVK,DF,Inter Milan,Serie A,22,1995,38.0,2143,2345,91.4,41903,15062,783,819,95.6,1067,1131,94.3,282,375,75.2,0,0.2,-0.2,7,107,3,0,125
2327,Islam Slimani,DZA,FW,Newcastle United,Premier League,29,1988,1.5,29,48,60.4,448,131,20,27,74.1,6,12,50.0,3,5,60.0,0,0.4,-0.4,3,1,1,0,3
2328,Islam Slimani,DZA,FW,Leicester City,Premier League,29,1988,2.8,78,112,69.6,982,178,51,66,77.3,22,28,78.6,1,3,33.3,1,0.1,+0.9,2,2,5,0,7
2329,Naïm Sliti,TUN,FW,Dijon FCO,Ligue 1,25,1992,25.5,616,903,68.2,11564,4429,262,337,77.7,229,303,75.6,102,205,49.8,6,5.0,+1.0,58,60,48,10,98
2330,Chris Smalling,ENG,DF,Manchester United,Premier League,27,1989,28.2,993,1157,85.8,20967,4810,261,300,87.0,554,616,89.9,166,213,77.9,0,0.5,-0.5,3,30,1,0,26
2331,Adam Smith,ENG,DF,AFC Bournemouth,Premier League,26,1991,23.0,859,1090,78.8,14047,4544,429,480,89.4,344,420,81.9,64,135,47.4,3,1.3,+1.7,19,51,19,8,69
2332,Tommy Smith,ENG,DF,Huddersfield Town,Premier League,25,1992,21.2,755,1100,68.6,13966,5721,338,389,86.9,304,429,70.9,105,240,43.8,1,1.8,-0.8,15,41,19,13,59
2333,Wesley Sneijder,NLD,MF,OGC Nice,Ligue 1,33,1984,4.4,232,301,77.1,4329,984,110,121,90.9,85,105,81.0,32,64,50.0,1,0.6,+0.4,10,29,6,1,26
2334,Cédric Soares,PRT,DF,Southampton FC,Premier League,25,1991,31.0,1233,1722,71.6,22111,9440,579,655,88.4,486,620,78.4,143,377,37.9,3,3.1,-0.1,22,92,39,23,132
2335,Ramadan Sobhi,EGY,MF,Stoke City,Premier League,20,1997,13.8,334,448,74.6,4947,1534,180,225,80.0,127,164,77.4,18,31,58.1,0,1.2,-1.2,15,16,15,3,32
2336,Rubén Sobrino,ESP,FW,Deportivo Alavés,La Liga,25,1992,16.4,300,418,71.8,4229,822,187,250,74.8,98,129,76.0,10,27,37.0,3,1.1,+1.9,21,18,9,4,22
2337,Dominic Solanke,ENG,FW,Liverpool FC,Premier League,19,1997,6.6,149,198,75.3,1827,404,100,121,82.6,35,51,68.6,4,5,80.0,1,2.0,-1.0,14,7,6,0,13
2338,Carlos Soler,ESP,MF,Valencia CF,La Liga,20,1997,26.2,799,992,80.5,14632,3981,375,447,83.9,325,376,86.4,94,151,62.3,4,2.9,+1.1,35,79,27,8,85
2339,Somália,BRA,MF,FC Toulouse,Ligue 1,28,1988,22.2,467,631,74.0,7030,2316,254,312,81.4,164,213,77.0,28,60,46.7,0,1.8,-1.8,18,42,11,4,54
2340,Yann Sommer,CHE,GK,Borussia Mönchengladbach,Bundesliga,28,1988,29.2,876,1214,72.2,26163,15072,102,103,99.0,457,462,98.9,315,647,48.7,0,0.0,0.0,0,6,0,0,0
2341,Kévin Soni,CMR,MF,Girona FC,La Liga,19,1998,0.2,3,6,50.0,43,24,2,2,100.0,1,3,33.3,0,0,,0,0.0,0.0,0,0,1,0,2
2342,Jérémy Sorbon,FRA,DF,EA Guingamp,Ligue 1,33,1983,29.0,923,1088,84.8,20613,6963,232,272,85.3,470,526,89.4,211,274,77.0,0,0.1,-0.1,2,46,1,0,46
2343,Oliver Sorg,DEU,DF,Hannover 96,Bundesliga,27,1990,18.7,525,743,70.7,10858,4709,171,198,86.4,250,318,78.6,96,208,46.2,1,0.4,+0.6,7,57,10,5,72
2344,David Soria,ESP,GK,Sevilla FC,La Liga,24,1993,14.0,196,284,69.0,5989,4022,34,37,91.9,85,90,94.4,77,157,49.0,0,0.0,0.0,0,3,0,0,0
2345,Roberto Soriano,ITA,MF,Villarreal CF,La Liga,26,1991,12.7,397,505,78.6,6367,1691,213,256,83.2,147,186,79.0,32,48,66.7,0,0.6,-0.6,11,34,9,3,44
2346,Stefano Sorrentino,ITA,GK,Chievo Verona,Serie A,38,1979,38.0,718,1135,63.3,24387,16931,68,69,98.6,284,288,98.6,366,778,47.0,0,0.0,0.0,0,5,0,0,0
2347,Pape Souaré,SEN,DF,Crystal Palace,Premier League,27,1990,0.1,9,11,81.8,147,24,5,5,100.0,4,6,66.7,0,0,,0,0.0,0.0,0,1,0,0,0
2348,Rayan Souici,FRA,FW,AS Saint-Étienne,Ligue 1,19,1998,0.1,5,5,100.0,59,22,3,3,100.0,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0
2349,Adama Soumaoro,FRA,DF,LOSC Lille,Ligue 1,25,1992,13.2,511,563,90.8,9870,3275,172,182,94.5,279,297,93.9,55,76,72.4,0,0.0,0.0,1,15,0,0,24
2350,Boubakary Soumaré,FRA,MF,LOSC Lille,Ligue 1,18,1999,5.7,292,346,84.4,5366,1297,116,126,92.1,140,161,87.0,32,47,68.1,0,0.2,-0.2,3,37,3,0,32
2351,Samuel Souprayen,FRA,DF,Hellas Verona,Serie A,28,1989,17.6,684,838,81.6,11941,4503,301,324,92.9,319,369,86.4,56,127,44.1,0,0.5,-0.5,7,41,10,3,47
2352,Arnaud Souquet,FRA,DF,OGC Nice,Ligue 1,25,1992,26.8,1346,1581,85.1,24068,7608,560,624,89.7,663,739,89.7,110,166,66.3,3,2.0,+1.0,13,76,23,13,81
2353,Caglar Söyüncü,TUR,DF,SC Freiburg,Bundesliga,21,1996,23.9,912,1101,82.8,19858,6776,253,283,89.4,508,563,90.2,147,237,62.0,0,0.0,0.0,0,58,2,0,75
2354,Luca Sparandeo,ITA,DF,Benevento Calcio,Serie A,17,1999,0.4,15,16,93.8,350,111,2,2,100.0,9,10,90.0,4,4,100.0,0,0.0,0.0,0,2,1,0,2
2355,Julián Speroni,ARG,GK,Crystal Palace,Premier League,38,1979,11.0,105,232,45.3,4518,3750,10,10,100.0,27,28,96.4,68,193,35.2,0,0.0,0.0,0,7,0,0,0
