Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,SCA,SCA/90,PassLiveSh,PassDeadSh,DribSh,ShSh,FldSh,DefSh,GCA,GCA/90,PassLiveG,PassDeadG,DribG,ShG,FldG,DefG
1344,Toni Kroos,DEU,MF,Real Madrid,La Liga,27,1990,25.1,123,4.88,71,37,3,3,6,3,16,0.63,12,3,1,0,0,0
1345,Max Kruse,DEU,FW,SV Werder Bremen,Bundesliga,29,1988,27.3,111,4.07,79,16,9,4,2,1,11,0.40,6,2,1,2,0,0
1346,Grzegorz Krychowiak,POL,MF,West Bromwich Albion,Premier League,27,1990,18.2,42,2.30,30,3,2,2,2,3,4,0.22,3,0,0,0,1,0
1347,Lukas Kübler,DEU,DF,SC Freiburg,Bundesliga,24,1992,12.8,7,0.55,5,2,0,0,0,0,2,0.16,2,0,0,0,0,0
1348,Jasmin Kurtic,SVN,MF,Atalanta BC,Serie A,28,1989,7.4,12,1.64,11,0,1,0,0,0,1,0.14,1,0,0,0,0,0
1349,Jasmin Kurtic,SVN,MF,SPAL,Serie A,28,1989,16.0,21,1.31,12,5,2,1,0,1,1,0.06,1,0,0,0,0,0
1350,Layvin Kurzawa,FRA,DF,Paris Saint-Germain,Ligue 1,24,1992,18.9,27,1.42,19,2,0,1,1,4,2,0.11,2,0,0,0,0,0
1351,Filip Kusic,SRB,DF,1. FC Köln,Bundesliga,21,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1352,Zdravko Kuzmanovic,SRB,MF,Málaga CF,La Liga,29,1987,5.3,12,2.25,11,0,1,0,0,0,1,0.19,1,0,0,0,0,0
1353,Kwang-song Han,PRK,FW,Cagliari Calcio,Serie A,18,1998,3.1,4,1.30,3,0,0,1,0,0,1,0.33,0,0,0,1,0,0
1354,Enock Kwateng,FRA,DF,FC Nantes,Ligue 1,20,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1355,Alberto de la Bella,ESP,DF,Real Sociedad,La Liga,31,1985,17.0,29,1.71,27,1,1,0,0,0,1,0.06,1,0,0,0,0,0
1356,Rajiv van La Parra,NLD,FW,Huddersfield Town,Premier League,26,1991,23.7,45,1.90,30,0,6,2,6,1,1,0.04,1,0,0,0,0,0
1357,Brighton Labeau,FRA,FW,Amiens SC,Ligue 1,21,1996,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1358,Gaëtan Laborde,FRA,FW,FC Girondins Bordeaux,Ligue 1,23,1994,10.6,19,1.79,14,0,0,4,1,0,0,0.00,0,0,0,0,0,0
1359,Alexandre Lacazette,FRA,FW,Arsenal FC,Premier League,26,1991,24.5,88,3.60,56,0,10,11,10,1,12,0.49,6,0,0,4,1,1
1360,Mehdi Lacen,DZA,MF,Getafe CF,La Liga,33,1984,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1361,Mehdi Lacen,DZA,MF,Málaga CF,La Liga,33,1984,11.7,9,0.76,8,0,0,0,0,1,0,0.00,0,0,0,0,0,0
1362,Léo Lacroix,CHE,DF,AS Saint-Étienne,Ligue 1,25,1992,8.6,5,0.58,3,0,0,2,0,0,0,0.00,0,0,0,0,0,0
1363,Freddie Ladapo,ENG,FW,Crystal Palace,Premier League,24,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1364,Alban Lafont,FRA,GK,FC Toulouse,Ligue 1,18,1999,38.0,5,0.13,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1365,Víctor Laguardia,ESP,DF,Deportivo Alavés,La Liga,27,1989,17.0,6,0.35,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1366,Konrad Laimer,AUT,DF,RB Leipzig,Bundesliga,20,1997,14.9,21,1.42,21,0,0,0,0,0,2,0.14,2,0,0,0,0,0
1367,Kenny Lala,FRA,DF,RC Strasbourg Alsace,Ligue 1,25,1991,30.3,58,1.92,43,8,2,1,3,1,8,0.26,6,0,1,1,0,0
1368,Adam Lallana,ENG,MF,Liverpool FC,Premier League,29,1988,3.4,16,5.90,15,0,0,0,1,0,1,0.37,1,0,0,0,0,0
1369,Eugenio Lamanna,ITA,GK,Genoa CFC,Serie A,27,1989,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1370,Erik Lamela,ARG,FW,Tottenham Hotspur,Premier League,25,1992,9.4,36,3.84,26,3,1,1,4,1,3,0.32,2,0,0,0,1,0
1371,Ádám Lang,HUN,DF,Dijon FCO,Ligue 1,24,1993,2.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1372,Sebastian Langkamp,DEU,DF,SV Werder Bremen,Bundesliga,29,1988,4.6,1,0.22,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1373,Sebastian Langkamp,DEU,DF,Hertha BSC,Bundesliga,29,1988,10.6,1,0.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1374,Manuel Lanzini,ARG,MF,West Ham United,Premier League,24,1993,22.7,72,3.17,48,11,4,1,8,0,12,0.53,9,1,0,0,2,0
1375,Gianluca Lapadula,PER,FW,Genoa CFC,Serie A,27,1990,16.6,36,2.18,18,0,5,6,7,0,6,0.36,1,0,1,1,3,0
1376,Aymeric Laporte,FRA,DF,Manchester City,Premier League,23,1994,9.0,7,0.78,6,0,0,1,0,0,1,0.11,1,0,0,0,0,0
1377,Aymeric Laporte,FRA,DF,Athletic Bilbao,La Liga,23,1994,19.0,13,0.68,10,0,0,1,2,0,2,0.11,1,0,0,0,1,0
1378,Danilo,BRA,DF,Udinese Calcio,Serie A,33,1984,30.8,11,0.36,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0
1379,Kevin Lasagna,ITA,FW,Udinese Calcio,Serie A,24,1992,23.7,42,1.77,28,0,1,5,5,2,9,0.38,4,0,1,2,1,0
1380,Jamaal Lascelles,ENG,DF,Newcastle United,Premier League,23,1993,32.5,9,0.28,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0
1381,Paul Lasne,FRA,MF,Montpellier HSC,Ligue 1,28,1989,34.0,84,2.47,62,2,4,2,11,3,6,0.18,6,0,0,0,0,0
1382,Borja Lasso,ESP,MF,Sevilla FC,La Liga,23,1994,0.6,1,1.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1383,Toni Lato,ESP,DF,Valencia CF,La Liga,19,1997,8.9,9,1.02,9,0,0,0,0,0,2,0.23,2,0,0,0,0,0
1384,Danny Latza,DEU,MF,1.FSV Mainz 05,Bundesliga,27,1989,26.1,67,2.56,48,6,4,2,3,4,6,0.23,6,0,0,0,0,0
1385,Vincent Laurini,FRA,DF,ACF Fiorentina,Serie A,28,1989,17.9,33,1.84,29,4,0,0,0,0,3,0.17,3,0,0,0,0,0
1386,Wesley Lautoa,NCL,DF,Dijon FCO,Ligue 1,29,1987,6.9,4,0.58,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0
1387,Diego Laxalt,URY,DF,Genoa CFC,Serie A,24,1993,31.2,52,1.67,43,2,2,4,1,0,4,0.13,3,0,0,1,0,0
1388,Miguel Layún,MEX,DF,Sevilla FC,La Liga,29,1988,13.2,24,1.83,17,6,1,0,0,0,2,0.15,1,1,0,0,0,0
1389,Achraf Lazaar,MAR,DF,Benevento Calcio,Serie A,25,1992,5.3,7,1.32,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1390,Valentino Lazaro,AUT,MF,Hertha BSC,Bundesliga,21,1996,20.7,50,2.42,35,9,3,1,1,1,8,0.39,5,2,1,0,0,0
1391,Darko Lazovic,SRB,MF,Genoa CFC,Serie A,26,1990,13.8,35,2.66,29,3,1,0,1,1,4,0.30,3,1,0,0,0,0
1392,Manuel Lazzari,ITA,DF,SPAL,Serie A,23,1993,34.6,70,2.02,48,2,8,2,7,2,4,0.12,2,0,1,0,0,0
1393,Mickaël Le Bihan,FRA,FW,OGC Nice,Ligue 1,27,1990,1.2,4,3.60,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
1394,Maxime Le Marchand,FRA,DF,OGC Nice,Ligue 1,27,1989,28.2,29,1.03,26,2,1,0,0,0,4,0.14,4,0,0,0,0,0
1395,James Léa Siliki,FRA,MF,Stade Rennais FC,Ligue 1,21,1996,20.9,51,2.54,26,3,1,6,15,0,4,0.20,2,0,0,1,1,0
1396,Mathew Leckie,AUS,FW,Hertha BSC,Bundesliga,26,1991,20.6,37,1.80,27,0,4,2,4,0,5,0.24,3,0,2,0,0,0
1397,Benjamin Lecomte,FRA,GK,Montpellier HSC,Ligue 1,26,1991,38.0,3,0.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1398,Pierre Lees Melou,FRA,MF,OGC Nice,Ligue 1,24,1993,32.1,99,3.07,72,19,4,0,4,0,12,0.37,7,3,1,0,1,0
1399,Matthias Lehmann,DEU,MF,1. FC Köln,Bundesliga,34,1983,16.8,9,0.53,8,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1400,Lucas Leiva,BRA,MF,SS Lazio,Serie A,30,1987,32.0,75,2.33,67,2,2,1,2,1,9,0.28,7,0,0,1,1,0
1401,Florian Lejeune,FRA,DF,Newcastle United,Premier League,26,1991,23.4,13,0.56,11,0,0,1,0,1,3,0.13,3,0,0,0,0,0
1402,Iñigo Lekue,ESP,DF,Athletic Bilbao,La Liga,24,1993,23.5,53,2.27,40,4,5,0,3,1,2,0.09,2,0,0,0,0,0
1403,Thomas Lemar,FRA,MF,AS Monaco,Ligue 1,21,1995,26.4,104,3.93,50,31,9,7,7,0,17,0.64,7,3,3,2,2,0
1404,Mario Lemina,GAB,MF,Southampton FC,Premier League,23,1993,19.1,34,1.78,23,0,5,3,0,3,1,0.05,1,0,0,0,0,0
1405,Mauricio Lemos,URY,DF,US Sassuolo,Serie A,21,1995,7.8,1,0.13,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1406,Mauricio Lemos,URY,DF,UD Las Palmas,La Liga,21,1995,14.0,6,0.43,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1407,Dylan Lempereur,FRA,DF,FC Metz,Ligue 1,18,1998,1.6,1,0.64,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1408,Clément Lenglet,FRA,DF,Sevilla FC,La Liga,22,1995,33.3,13,0.39,11,0,0,2,0,0,1,0.03,1,0,0,0,0,0
1409,Aaron Lennon,ENG,MF,Burnley FC,Premier League,30,1987,12.4,20,1.61,13,0,2,4,1,0,3,0.24,2,0,0,1,0,0
1410,Aaron Lennon,ENG,FW,Everton FC,Premier League,30,1987,8.8,16,1.82,11,0,1,2,2,0,4,0.45,2,0,0,1,1,0
1411,Bernd Leno,DEU,GK,Bayer 04 Leverkusen,Bundesliga,25,1992,33.0,6,0.18,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1412,Pedro León,ESP,FW,SD Eibar,La Liga,30,1986,10.3,45,4.36,14,18,2,5,6,0,4,0.39,1,2,0,1,0,0
1413,Sergio León,ESP,FW,Real Betis Balompié,La Liga,28,1989,21.9,38,1.73,19,1,8,3,6,1,5,0.23,2,0,0,2,0,1
1414,Lukas Lerager,DNK,MF,FC Girondins Bordeaux,Ligue 1,24,1993,36.5,66,1.81,50,0,0,1,12,3,3,0.08,3,0,0,0,0,0
1415,Mehdi Léris,FRA,MF,Chievo Verona,Serie A,19,1998,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1416,Jefferson Lerma,COL,MF,Levante UD,La Liga,22,1994,23.7,38,1.60,30,0,0,2,3,3,1,0.04,1,0,0,0,0,0
1417,Maxime Lestienne,BEL,MF,Málaga CF,La Liga,25,1992,7.4,14,1.88,7,5,1,0,1,0,1,0.13,1,0,0,0,0,0
1418,Alexandre Letellier,FRA,GK,SCO Angers,Ligue 1,26,1990,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1419,Gaetano Letizia,ITA,DF,Benevento Calcio,Serie A,27,1990,23.8,48,2.01,32,7,3,2,3,1,3,0.13,2,0,0,1,0,0
1420,Timo Letschert,NLD,DF,US Sassuolo,Serie A,24,1993,4.6,1,0.22,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1421,Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,28,1988,24.1,68,2.82,43,1,9,7,8,0,11,0.46,7,0,2,0,2,0
1422,Igor Lewczuk,POL,DF,FC Girondins Bordeaux,Ligue 1,32,1985,4.9,7,1.45,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1423,Stephan Lichtsteiner,CHE,DF,Juventus FC,Serie A,33,1984,18.9,20,1.05,19,0,0,0,1,0,4,0.21,4,0,0,0,0,0
1424,Dimitri Liénard,FRA,MF,RC Strasbourg Alsace,Ligue 1,29,1988,28.9,109,3.76,48,52,4,0,3,2,11,0.38,5,5,1,0,0,0
1425,Philipp Lienhart,AUT,DF,SC Freiburg,Bundesliga,21,1996,9.6,2,0.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1426,Lucas Lima,BRA,DF,FC Nantes,Ligue 1,25,1991,29.5,93,3.15,44,39,3,6,0,1,3,0.10,2,1,0,0,0,0
1427,Victor Lindelöf,SWE,DF,Manchester United,Premier League,23,1994,14.3,4,0.28,4,0,0,0,0,0,1,0.07,1,0,0,0,0,0
1428,Karol Linetty,POL,MF,UC Sampdoria,Serie A,22,1995,23.8,61,2.57,50,1,3,3,3,1,8,0.34,6,0,1,1,0,0
1429,Jesse Lingard,ENG,MF,Manchester United,Premier League,24,1992,20.2,68,3.37,46,5,5,5,7,0,10,0.50,7,0,2,1,0,0
1430,Pol Lirola,ESP,DF,US Sassuolo,Serie A,19,1997,22.5,34,1.51,30,1,2,0,1,0,1,0.04,1,0,0,0,0,0
1431,Jake Livermore,ENG,MF,West Bromwich Albion,Premier League,27,1989,29.7,39,1.31,31,2,0,1,1,4,4,0.13,4,0,0,0,0,0
1432,Raúl Lizoain,ESP,GK,UD Las Palmas,La Liga,26,1991,11.0,1,0.09,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1433,Adem Ljajic,SRB,MF,Torino FC,Serie A,25,1991,24.1,122,5.10,77,32,7,4,2,0,19,0.79,12,5,1,1,0,0
1434,Diego Llorente,ESP,DF,Real Sociedad,La Liga,23,1993,25.8,6,0.23,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1435,Fernando Llorente,ESP,FW,Tottenham Hotspur,Premier League,32,1985,2.6,6,2.27,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1436,Marcos Llorente,ESP,MF,Real Madrid,La Liga,22,1995,6.2,9,1.50,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0
1437,Hugo Lloris,FRA,GK,Tottenham Hotspur,Premier League,30,1986,36.0,2,0.06,1,1,0,0,0,0,1,0.03,1,0,0,0,0,0
1438,Giovani Lo Celso,ARG,MF,Paris Saint-Germain,Ligue 1,21,1996,19.7,58,2.95,41,2,5,4,2,4,8,0.41,4,1,2,0,1,0
1439,Simone Lo Faso,ITA,FW,ACF Fiorentina,Serie A,19,1998,0.4,3,7.94,1,0,2,0,0,0,0,0.00,0,0,0,0,0,0
1440,Stanislav Lobotka,SVK,MF,Celta de Vigo,La Liga,22,1994,34.0,38,1.12,33,1,1,0,2,1,1,0.03,1,0,0,0,0,0
1441,Jürgen Locadia,NLD,FW,Brighton & Hove Albion,Premier League,23,1993,2.5,5,2.01,3,0,0,0,2,0,1,0.40,1,0,0,0,0,0
1442,Manuel Locatelli,ITA,MF,AC Milan,Serie A,19,1998,7.6,26,3.51,21,1,2,2,0,0,1,0.14,1,0,0,0,0,0
1443,Ruben Loftus-Cheek,ENG,MF,Crystal Palace,Premier League,21,1996,20.8,63,3.03,43,0,9,3,8,0,8,0.38,5,0,1,1,1,0
1444,Enzo Loiodice,FRA,MF,Dijon FCO,Ligue 1,16,2000,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1445,Joe Lolley,ENG,MF,Huddersfield Town,Premier League,24,1992,2.5,3,1.22,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1446,David Lombán,ESP,DF,SD Eibar,La Liga,30,1987,11.1,4,0.36,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1447,Cristiano Lombardi,ITA,DF,Benevento Calcio,Serie A,21,1995,12.4,23,1.86,15,1,3,1,1,2,3,0.24,2,0,1,0,0,0
1448,Kevin Long,IRL,DF,Burnley FC,Premier League,26,1990,16.0,8,0.50,6,0,0,1,1,0,3,0.19,3,0,0,0,0,0
1449,Shane Long,IRL,FW,Southampton FC,Premier League,30,1987,17.6,39,2.22,28,0,0,0,8,3,3,0.17,2,0,0,0,1,0
1450,Ademola Lookman,ENG,MF,Everton FC,Premier League,19,1997,1.8,3,1.70,2,0,0,0,1,0,1,0.57,1,0,0,0,0,0
1451,Ademola Lookman,ENG,MF,RB Leipzig,Bundesliga,19,1997,6.4,32,5.01,20,2,6,1,3,0,6,0.94,3,0,2,1,0,0
1452,Anthony Lopes,PRT,GK,Olympique Lyon,Ligue 1,26,1990,34.0,4,0.12,2,2,0,0,0,0,1,0.03,0,1,0,0,0,0
1453,Rony Lopes,PRT,FW,AS Monaco,Ligue 1,21,1995,28.1,80,2.83,53,2,6,8,7,4,12,0.42,7,0,1,2,2,0
1454,Pedro López,ESP,DF,Levante UD,La Liga,33,1983,17.7,24,1.35,20,1,1,1,1,0,1,0.06,1,0,0,0,0,0
1455,Adrián López,ESP,FW,Deportivo de La Coruña,La Liga,29,1988,26.0,73,2.80,54,0,9,5,5,0,5,0.19,4,0,0,1,0,0
1456,Alberto López,ESP,DF,Málaga CF,La Liga,22,1995,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1457,Andoni López,ESP,DF,Athletic Bilbao,La Liga,21,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1458,David López,ESP,DF,RCD Espanyol Barcelona,La Liga,27,1989,37.0,20,0.54,19,0,0,0,0,1,3,0.08,3,0,0,0,0,0
1459,Diego López,ESP,GK,RCD Espanyol Barcelona,La Liga,35,1981,10.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1460,Iván López,ESP,DF,Levante UD,La Liga,23,1993,1.9,4,2.06,2,1,1,0,0,0,0,0.00,0,0,0,0,0,0
1461,Javi López,ESP,DF,RCD Espanyol Barcelona,La Liga,31,1986,10.7,13,1.21,12,0,0,0,0,1,1,0.09,1,0,0,0,0,0
1462,Lisandro López,ARG,DF,Inter Milan,Serie A,27,1989,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1463,Maxi López,ARG,FW,Udinese Calcio,Serie A,33,1984,18.7,42,2.24,32,0,3,3,4,0,5,0.27,2,0,1,1,1,0
1464,Maxime López,FRA,MF,Olympique Marseille,Ligue 1,19,1997,15.3,70,4.59,59,6,0,2,1,2,4,0.26,4,0,0,0,0,0
1465,Pau López,ESP,GK,RCD Espanyol Barcelona,La Liga,22,1994,27.5,5,0.18,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0
1466,Pedro López,ESP,GK,Real Betis Balompié,La Liga,22,1995,4.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1467,Víctor López,ESP,MF,Deportivo Alavés,La Liga,20,1997,0.7,3,4.43,2,1,0,0,0,0,1,1.48,1,0,0,0,0,0
1468,Jonas Lössl,DNK,GK,Huddersfield Town,Premier League,28,1989,38.0,5,0.13,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1469,Dejan Lovren,HRV,DF,Liverpool FC,Premier League,28,1989,23.6,19,0.80,15,0,0,4,0,0,2,0.08,2,0,0,0,0,0
1470,Chris Löwe,DEU,DF,Huddersfield Town,Premier League,28,1989,17.6,16,0.91,7,4,1,1,1,2,2,0.11,1,1,0,0,0,0
1471,Matthew Lowton,ENG,DF,Burnley FC,Premier League,28,1989,25.5,25,0.98,18,4,0,0,2,1,5,0.20,4,1,0,0,0,0
1472,Choco Lozano,HND,FW,Girona FC,La Liga,24,1993,5.3,11,2.13,6,0,3,2,0,0,2,0.39,1,0,1,0,0,0
1473,Fabio Lucioni,ITA,DF,Benevento Calcio,Serie A,29,1987,8.0,6,0.75,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0
1474,José Gayà,ESP,DF,Valencia CF,La Liga,22,1995,32.4,67,2.07,57,0,4,2,3,1,9,0.28,5,0,0,1,2,1
1475,José Luis Morales,ESP,MF,Levante UD,La Liga,30,1987,33.9,109,3.20,63,6,24,6,8,2,20,0.59,9,1,5,1,4,0
1476,José Luis Palomino,ARG,DF,Atalanta BC,Serie A,27,1990,22.0,11,0.50,7,1,0,0,0,3,0,0.00,0,0,0,0,0,0
1477,Filipe Luís,BRA,DF,Atlético de Madrid,La Liga,31,1985,18.4,30,1.63,29,0,0,0,1,0,5,0.27,5,0,0,0,0,0
1478,Luisinho,PRT,DF,Deportivo de La Coruña,La Liga,32,1985,29.1,36,1.24,29,1,0,2,4,0,3,0.10,3,0,0,0,0,0
1479,David Luiz,BRA,DF,Chelsea FC,Premier League,30,1987,9.3,7,0.75,5,0,0,0,1,1,4,0.43,2,0,0,0,1,1
1480,Douglas Luiz,BRA,MF,Girona FC,La Liga,19,1998,3.6,12,3.66,6,2,0,2,2,0,1,0.31,0,0,0,1,0,0
1481,Everton Luiz,BRA,MF,SPAL,Serie A,29,1988,7.1,6,0.84,6,0,0,0,0,0,1,0.14,1,0,0,0,0,0
1482,Jordan Lukaku,BEL,DF,SS Lazio,Serie A,23,1994,15.1,41,2.75,35,1,2,1,2,0,8,0.54,6,0,2,0,0,0
1483,Romelu Lukaku,BEL,FW,Manchester United,Premier League,24,1993,31.9,75,2.35,55,0,4,13,3,0,16,0.50,11,0,2,2,1,0
1484,Lars Lukas Mai,DEU,DF,Bayern Munich,Bundesliga,17,2000,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1485,Dodi Lukebakio,BEL,MF,Watford FC,Premier League,19,1997,0.2,1,5.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1486,Sasa Lukic,SRB,MF,Levante UD,La Liga,20,1996,11.0,15,1.36,14,0,0,0,0,1,2,0.18,2,0,0,0,0,0
1487,Senad Lulic,BIH,DF,SS Lazio,Serie A,31,1986,27.0,78,2.88,59,4,3,6,4,2,16,0.59,12,1,0,2,1,0
1488,Levi Lumeka,ENG,FW,Crystal Palace,Premier League,18,1998,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1489,Antonio Luna,ESP,DF,Levante UD,La Liga,26,1991,22.5,29,1.29,23,4,1,0,0,1,2,0.09,2,0,0,0,0,0
1490,Arnaud Lusamba,FRA,MF,OGC Nice,Ligue 1,20,1997,1.8,6,3.38,4,0,0,0,2,0,0,0.00,0,0,0,0,0,0
1491,Fabian Lustenberger,CHE,MF,Hertha BSC,Bundesliga,29,1988,17.6,18,1.02,16,0,0,0,2,0,1,0.06,1,0,0,0,0,0
1492,Andreas Luthe,DEU,GK,FC Augsburg,Bundesliga,30,1987,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1493,Lyanco,BRA,DF,Torino FC,Serie A,20,1997,3.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1494,Charalampos Lykogiannis,GRC,DF,Cagliari Calcio,Serie A,23,1993,7.6,3,0.39,2,0,0,1,0,0,2,0.26,1,0,0,1,0,0
1495,Cheikh M'Bengue,SEN,DF,AS Saint-Étienne,Ligue 1,29,1988,5.4,6,1.10,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0
1496,Raïs M'Bolhi,DZA,GK,Stade Rennais FC,Ligue 1,31,1986,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1497,Yann M'Vila,FRA,MF,AS Saint-Étienne,Ligue 1,27,1990,16.4,14,0.85,14,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1498,Zinédine Machach,FRA,FW,FC Toulouse,Ligue 1,21,1996,2.1,4,1.87,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0
1499,Pablo Maffeo,ESP,MF,Girona FC,La Liga,20,1997,29.4,63,2.14,40,3,4,2,10,4,7,0.24,3,0,0,1,3,0
1500,Christian Maggio,ITA,DF,SSC Napoli,Serie A,35,1982,7.1,6,0.85,4,1,0,0,1,0,0,0.00,0,0,0,0,0,0
1501,Francesco Magnanelli,ITA,MF,US Sassuolo,Serie A,32,1984,27.7,64,2.30,50,12,0,0,2,0,1,0.04,1,0,0,0,0,0
1502,Harry Maguire,ENG,DF,Leicester City,Premier League,24,1993,38.0,33,0.87,23,0,2,5,2,1,5,0.13,5,0,0,0,0,0
1503,Hicham Mahou,FRA,FW,OGC Nice,Ligue 1,18,1999,0.6,1,1.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1504,Riyad Mahrez,DZA,MF,Leicester City,Premier League,26,1991,32.8,123,3.75,71,25,17,6,3,1,21,0.64,12,5,2,2,0,0
1505,Thiago Maia,BRA,MF,LOSC Lille,Ligue 1,20,1997,27.4,46,1.68,40,0,1,2,2,1,3,0.11,3,0,0,0,0,0
1506,Arne Maier,DEU,MF,Hertha BSC,Bundesliga,18,1999,13.6,21,1.54,15,2,0,1,2,1,2,0.15,1,0,0,1,0,0
1507,Sebastian Maier,DEU,MF,Hannover 96,Bundesliga,23,1993,2.9,5,1.74,2,2,1,0,0,0,0,0.00,0,0,0,0,0,0
1508,Domenico Maietta,ITA,DF,Bologna FC 1909,Serie A,34,1982,5.2,1,0.19,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1509,Habib Maïga,CIV,MF,AS Saint-Étienne,Ligue 1,21,1996,7.9,22,2.82,18,2,0,0,1,1,0,0.00,0,0,0,0,0,0
1510,Mike Maignan,FRA,GK,LOSC Lille,Ligue 1,21,1995,33.7,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1511,Linton Maina,DEU,MF,Hannover 96,Bundesliga,18,1999,0.1,5,14.52,3,0,2,0,0,0,2,5.81,1,0,1,0,0,0
1512,Ainsley Maitland-Niles,ENG,DF,Arsenal FC,Premier League,19,1997,10.2,15,1.48,10,0,5,0,0,0,0,0.00,0,0,0,0,0,0
1513,Jean-Victor Makengo,FRA,FW,OGC Nice,Ligue 1,19,1998,2.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1514,Nemanja Maksimovic,SRB,MF,Valencia CF,La Liga,22,1995,6.2,13,2.13,12,0,0,1,0,0,0,0.00,0,0,0,0,0,0
1515,Nikola Maksimovic,SRB,DF,SSC Napoli,Serie A,25,1991,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1516,Malcom,BRA,FW,FC Girondins Bordeaux,Ligue 1,20,1997,31.7,169,5.31,110,27,10,9,12,1,19,0.60,12,4,1,1,1,0
1517,Kévin Malcuit,MAR,DF,LOSC Lille,Ligue 1,26,1991,20.2,48,2.38,38,0,5,2,3,0,8,0.40,7,0,0,0,1,0
1518,Yunus Malli,TUR,FW,VfL Wolfsburg,Bundesliga,25,1992,24.9,72,2.89,53,2,4,2,7,4,10,0.40,8,0,0,0,1,1
1519,Hugo Mallo,ESP,DF,Celta de Vigo,La Liga,26,1991,33.3,54,1.62,47,2,1,1,1,2,6,0.18,6,0,0,0,0,0
1520,Scott Malone,ENG,DF,Huddersfield Town,Premier League,26,1991,12.4,19,1.53,16,0,1,1,0,1,2,0.16,2,0,0,0,0,0
