Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,P_Att,P_Live,P_Dead,P_FK,P_TB,P_Press,P_Sw,P_Crs,P_CK,P_InCK,P_OutCK,P_StrCK,P_Ground,P_Low,P_High,P_Left,P_Right,P_Head,P_TI,P_Other,P_Cmp,P_Off,P_Out,P_Int,P_Blocks
1397,Benjamin Lecomte,FRA,GK,Montpellier HSC,Ligue 1,26,1991,38.0,922,675,247,85,0,87,41,0,0,0,0,0,398,37,487,542,126,1,1,179,609,2,33,7,2
1398,Pierre Lees Melou,FRA,MF,OGC Nice,Ligue 1,24,1993,32.1,1629,1554,75,12,2,283,76,55,60,0,0,0,1238,108,283,230,1348,41,3,2,1306,5,20,43,41
1399,Matthias Lehmann,DEU,MF,1. FC Köln,Bundesliga,34,1983,16.8,815,789,26,20,0,102,18,2,0,0,0,0,532,112,171,131,609,64,2,3,645,5,27,14,9
1400,Lucas Leiva,BRA,MF,SS Lazio,Serie A,30,1987,32.0,2144,2098,46,42,5,291,38,8,1,0,0,0,1565,311,268,185,1760,146,2,9,1860,8,21,26,28
1401,Florian Lejeune,FRA,DF,Newcastle United,Premier League,26,1991,23.4,1060,1033,27,24,0,133,49,2,0,0,0,0,650,88,322,184,731,124,3,1,810,3,33,17,15
1402,Iñigo Lekue,ESP,DF,Athletic Bilbao,La Liga,24,1993,23.5,1157,1006,151,6,1,202,24,56,0,0,0,0,705,158,294,147,786,63,144,2,862,8,27,21,45
1403,Thomas Lemar,FRA,MF,AS Monaco,Ligue 1,21,1995,26.4,1297,1139,158,51,5,232,68,114,78,0,0,0,907,85,305,1067,174,28,23,2,983,10,39,33,33
1404,Mario Lemina,GAB,MF,Southampton FC,Premier League,23,1993,19.1,1002,992,10,4,2,142,36,10,1,0,0,0,805,75,122,158,775,51,3,6,863,3,21,19,3
1405,Mauricio Lemos,URY,DF,US Sassuolo,Serie A,21,1995,7.8,266,228,38,11,0,41,13,1,0,0,0,0,125,39,102,28,182,24,27,0,189,1,7,6,3
1406,Mauricio Lemos,URY,DF,UD Las Palmas,La Liga,21,1995,14.0,813,797,16,16,0,134,47,0,0,0,0,0,603,69,141,99,665,37,0,5,717,0,10,9,9
1407,Dylan Lempereur,FRA,DF,FC Metz,Ligue 1,18,1998,1.6,53,37,16,1,0,5,1,1,0,0,0,0,20,9,24,24,5,9,15,0,33,0,3,1,2
1408,Clément Lenglet,FRA,DF,Sevilla FC,La Liga,22,1995,33.3,1679,1660,19,16,0,231,20,0,1,0,0,0,1231,127,321,1346,180,120,2,1,1385,4,29,27,22
1409,Aaron Lennon,ENG,MF,Burnley FC,Premier League,30,1987,12.4,292,291,1,0,0,59,4,16,0,0,0,0,219,19,54,26,253,8,1,3,202,0,11,8,24
1410,Aaron Lennon,ENG,FW,Everton FC,Premier League,30,1987,8.8,216,204,12,0,0,43,1,5,0,0,0,0,138,50,28,27,163,13,11,1,148,1,6,5,18
1411,Bernd Leno,DEU,GK,Bayer 04 Leverkusen,Bundesliga,25,1992,33.0,1207,904,303,78,0,143,34,0,0,0,0,0,587,42,578,205,843,0,0,132,822,1,31,2,3
1412,Pedro León,ESP,FW,SD Eibar,La Liga,30,1986,10.3,439,340,99,28,0,55,43,49,65,0,0,0,192,52,195,55,333,35,6,3,244,3,15,8,19
1413,Sergio León,ESP,FW,Real Betis Balompié,La Liga,28,1989,21.9,380,340,40,0,0,82,14,9,3,0,0,0,251,44,85,47,285,29,1,8,256,2,7,4,20
1414,Lukas Lerager,DNK,MF,FC Girondins Bordeaux,Ligue 1,24,1993,36.5,1626,1600,26,21,4,225,36,16,0,0,0,0,1168,139,319,130,1288,162,2,9,1247,9,25,44,47
1415,Mehdi Léris,FRA,MF,Chievo Verona,Serie A,19,1998,0.5,14,14,0,0,0,1,1,1,0,0,0,0,10,2,2,1,12,0,0,0,9,0,0,0,0
1416,Jefferson Lerma,COL,MF,Levante UD,La Liga,22,1994,23.7,1098,1086,12,10,1,266,26,3,0,0,0,0,762,113,223,98,825,118,2,1,891,6,27,11,11
1417,Maxime Lestienne,BEL,MF,Málaga CF,La Liga,25,1992,7.4,232,215,17,6,0,50,12,23,9,0,0,0,163,20,49,192,33,5,2,0,159,2,9,6,11
1418,Alexandre Letellier,FRA,GK,SCO Angers,Ligue 1,26,1990,13.0,256,162,94,35,0,18,6,0,0,0,0,0,80,8,168,2,202,0,0,44,161,0,7,0,2
1419,Gaetano Letizia,ITA,DF,Benevento Calcio,Serie A,27,1990,23.8,1285,1084,201,28,1,225,68,78,6,2,0,0,707,276,302,276,767,55,167,7,993,7,29,23,39
1420,Timo Letschert,NLD,DF,US Sassuolo,Serie A,24,1993,4.6,217,187,30,5,0,29,6,0,0,0,0,0,135,30,52,16,158,13,25,2,175,0,5,3,3
1421,Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,28,1988,24.1,613,599,14,3,3,136,8,12,0,0,0,0,454,100,59,72,480,29,0,11,480,3,8,15,27
1422,Igor Lewczuk,POL,DF,FC Girondins Bordeaux,Ligue 1,32,1985,4.9,185,168,17,1,0,29,3,10,0,0,0,0,120,20,45,9,132,28,16,0,143,0,6,6,3
1423,Stephan Lichtsteiner,CHE,DF,Juventus FC,Serie A,33,1984,18.9,1239,1074,165,17,1,175,23,40,0,0,0,0,767,217,255,210,816,51,148,6,1009,0,22,10,36
1424,Dimitri Liénard,FRA,MF,RC Strasbourg Alsace,Ligue 1,29,1988,28.9,1679,1423,256,107,1,310,150,113,125,0,0,0,993,93,593,1355,248,48,23,2,1210,13,55,29,48
1425,Philipp Lienhart,AUT,DF,SC Freiburg,Bundesliga,21,1996,9.6,405,398,7,5,1,67,16,0,0,0,0,0,279,28,98,21,340,36,2,1,323,1,16,1,6
1426,Lucas Lima,BRA,DF,FC Nantes,Ligue 1,25,1991,29.5,1516,1169,347,58,0,220,78,150,75,0,0,0,650,195,671,1053,132,103,214,4,957,12,49,47,67
1427,Victor Lindelöf,SWE,DF,Manchester United,Premier League,23,1994,14.3,771,744,27,6,0,65,5,2,0,0,0,0,636,24,111,118,573,50,21,3,693,1,13,7,8
1428,Karol Linetty,POL,MF,UC Sampdoria,Serie A,22,1995,23.8,1040,1015,25,9,3,217,16,15,3,0,0,2,736,180,124,357,627,27,11,9,839,4,16,25,29
1429,Jesse Lingard,ENG,MF,Manchester United,Premier League,24,1992,20.2,974,915,59,7,2,126,16,26,22,1,1,0,789,63,122,120,814,23,12,3,821,0,3,30,28
1430,Pol Lirola,ESP,DF,US Sassuolo,Serie A,19,1997,22.5,941,778,163,5,0,180,26,65,2,0,0,0,423,197,321,20,709,43,156,3,636,5,29,10,43
1431,Jake Livermore,ENG,MF,West Bromwich Albion,Premier League,27,1989,29.7,1126,1108,18,2,3,237,35,13,2,0,0,0,791,112,223,125,905,70,6,5,871,5,25,20,29
1432,Raúl Lizoain,ESP,GK,UD Las Palmas,La Liga,26,1991,11.0,267,221,46,15,0,34,4,0,0,0,0,0,161,9,97,166,58,0,0,42,207,0,7,4,0
1433,Adem Ljajic,SRB,MF,Torino FC,Serie A,25,1991,24.1,1276,1127,149,55,5,216,21,36,56,16,7,4,923,169,184,54,1157,26,25,13,1009,6,22,20,36
1434,Diego Llorente,ESP,DF,Real Sociedad,La Liga,23,1993,25.8,1524,1504,20,18,0,223,54,4,0,0,0,0,1194,76,254,248,1150,92,2,1,1329,5,25,13,19
1435,Fernando Llorente,ESP,FW,Tottenham Hotspur,Premier League,32,1985,2.6,83,83,0,0,0,17,1,2,0,0,0,0,49,19,15,8,50,15,0,4,56,0,0,3,4
1436,Marcos Llorente,ESP,MF,Real Madrid,La Liga,22,1995,6.2,428,425,3,3,0,48,11,2,0,0,0,0,373,16,39,24,386,13,0,2,392,0,5,5,3
1437,Hugo Lloris,FRA,GK,Tottenham Hotspur,Premier League,30,1986,36.0,956,804,152,31,0,121,36,0,0,0,0,0,561,53,342,723,67,2,0,144,748,1,21,3,2
1438,Giovani Lo Celso,ARG,MF,Paris Saint-Germain,Ligue 1,21,1996,19.7,1549,1521,28,17,1,229,51,8,7,0,0,0,1288,111,150,1375,143,17,4,7,1387,5,9,27,30
1439,Simone Lo Faso,ITA,FW,ACF Fiorentina,Serie A,19,1998,0.4,31,31,0,0,0,1,0,0,0,0,0,0,24,7,0,12,19,0,0,0,29,0,0,1,1
1440,Stanislav Lobotka,SVK,MF,Celta de Vigo,La Liga,22,1994,34.0,2065,2031,34,31,0,363,52,6,1,0,0,0,1654,170,241,231,1718,101,1,4,1858,4,13,33,20
1441,Jürgen Locadia,NLD,FW,Brighton & Hove Albion,Premier League,23,1993,2.5,50,49,1,0,0,6,3,1,0,0,0,0,32,7,11,11,30,5,0,3,35,0,2,2,4
1442,Manuel Locatelli,ITA,MF,AC Milan,Serie A,19,1998,7.6,544,531,13,10,0,76,9,4,1,0,0,0,410,50,84,100,424,11,2,3,462,3,10,5,8
1443,Ruben Loftus-Cheek,ENG,MF,Crystal Palace,Premier League,21,1996,20.8,711,702,9,2,2,182,9,12,0,0,0,0,599,38,74,79,591,26,2,1,582,5,13,19,24
1444,Enzo Loiodice,FRA,MF,Dijon FCO,Ligue 1,16,2000,1.9,97,97,0,0,0,16,3,0,0,0,0,0,76,4,17,78,13,5,0,0,80,0,3,1,2
1445,Joe Lolley,ENG,MF,Huddersfield Town,Premier League,24,1992,2.5,76,75,1,1,0,24,3,8,0,0,0,0,43,14,19,57,12,4,0,0,51,0,5,6,3
1446,David Lombán,ESP,DF,SD Eibar,La Liga,30,1987,11.1,471,462,9,9,0,62,27,0,0,0,0,0,249,65,157,37,339,71,0,2,370,2,28,3,4
1447,Cristiano Lombardi,ITA,DF,Benevento Calcio,Serie A,21,1995,12.4,356,316,40,3,0,61,11,26,2,0,1,1,200,80,76,31,269,11,35,1,248,1,14,11,27
1448,Kevin Long,IRL,DF,Burnley FC,Premier League,26,1990,16.0,581,576,5,4,0,87,26,2,0,0,0,0,290,45,246,39,380,130,1,2,400,0,26,6,11
1449,Shane Long,IRL,FW,Southampton FC,Premier League,30,1987,17.6,418,399,19,0,1,77,7,28,0,0,0,0,228,89,101,58,240,79,3,15,269,0,15,12,21
1450,Ademola Lookman,ENG,MF,Everton FC,Premier League,19,1997,1.8,48,48,0,0,0,17,0,0,0,0,0,0,37,6,5,9,36,3,0,0,38,0,1,1,4
1451,Ademola Lookman,ENG,MF,RB Leipzig,Bundesliga,19,1997,6.4,236,221,15,5,1,45,6,6,5,2,1,2,168,35,33,36,187,5,3,2,176,1,4,7,15
1452,Anthony Lopes,PRT,GK,Olympique Lyon,Ligue 1,26,1990,34.0,811,633,178,54,0,70,27,0,0,0,0,0,475,45,291,591,72,3,1,113,632,3,15,0,0
1453,Rony Lopes,PRT,FW,AS Monaco,Ligue 1,21,1995,28.1,841,817,24,6,2,228,18,82,6,0,0,0,600,93,148,575,216,26,12,7,579,3,21,28,44
1454,Pedro López,ESP,DF,Levante UD,La Liga,33,1983,17.7,799,628,171,9,0,139,10,38,1,0,0,0,414,150,235,40,544,46,161,3,588,1,30,18,26
1455,Adrián López,ESP,FW,Deportivo de La Coruña,La Liga,29,1988,26.0,921,914,7,1,3,235,9,46,4,0,0,0,615,129,177,102,669,113,2,4,620,14,18,21,32
1456,Alberto López,ESP,DF,Málaga CF,La Liga,22,1995,0.5,22,16,6,0,0,4,0,1,0,0,0,0,8,8,6,9,4,3,6,0,15,0,2,1,0
1457,Andoni López,ESP,DF,Athletic Bilbao,La Liga,21,1996,1.0,43,35,8,0,0,11,1,0,0,0,0,0,23,15,5,26,3,4,8,0,33,0,0,0,2
1458,David López,ESP,DF,RCD Espanyol Barcelona,La Liga,27,1989,37.0,1917,1852,65,55,2,296,51,4,0,0,0,0,1285,147,485,175,1527,178,8,7,1539,4,41,22,31
1459,Diego López,ESP,GK,RCD Espanyol Barcelona,La Liga,35,1981,10.5,204,124,80,15,0,18,4,0,0,0,0,0,48,20,136,21,138,1,0,29,113,0,7,2,1
1460,Iván López,ESP,DF,Levante UD,La Liga,23,1993,1.9,98,79,19,0,0,29,10,6,0,0,0,0,45,13,40,3,68,6,19,1,75,1,6,1,3
1461,Javi López,ESP,DF,RCD Espanyol Barcelona,La Liga,31,1986,10.7,601,489,112,4,0,100,6,19,0,0,0,0,323,116,162,71,377,35,108,2,435,3,15,16,20
1462,Lisandro López,ARG,DF,Inter Milan,Serie A,27,1989,0.5,26,26,0,0,0,4,0,0,0,0,0,0,23,2,1,3,23,0,0,0,24,0,1,0,0
1463,Maxi López,ARG,FW,Udinese Calcio,Serie A,33,1984,18.7,363,328,35,0,1,84,2,4,0,0,0,0,206,84,73,71,204,43,0,25,249,2,6,5,17
1464,Maxime López,FRA,MF,Olympique Marseille,Ligue 1,19,1997,15.3,1396,1345,51,20,1,163,34,34,22,0,0,0,1182,62,152,140,1220,26,8,0,1238,4,12,20,16
1465,Pau López,ESP,GK,RCD Espanyol Barcelona,La Liga,22,1994,27.5,628,415,213,65,0,58,15,0,0,0,0,0,177,28,423,450,37,0,0,105,342,1,29,3,3
1466,Pedro López,ESP,GK,Real Betis Balompié,La Liga,22,1995,4.6,143,119,24,3,0,26,3,0,0,0,0,0,88,2,53,11,114,0,0,16,113,0,4,0,0
1467,Víctor López,ESP,MF,Deportivo Alavés,La Liga,20,1997,0.7,18,16,2,0,0,4,1,1,1,0,0,0,8,4,6,1,13,4,0,0,10,0,0,0,2
1468,Jonas Lössl,DNK,GK,Huddersfield Town,Premier League,28,1989,38.0,1173,825,348,131,0,135,57,3,0,0,0,0,334,45,794,31,984,0,0,79,689,2,51,10,5
1469,Dejan Lovren,HRV,DF,Liverpool FC,Premier League,28,1989,23.6,1758,1736,22,19,0,163,43,6,0,0,0,0,1372,115,271,328,1236,150,3,4,1546,2,19,12,8
1470,Chris Löwe,DEU,DF,Huddersfield Town,Premier League,28,1989,17.6,841,668,173,11,1,137,22,42,12,2,0,0,396,110,335,545,85,54,150,0,575,3,34,20,31
1471,Matthew Lowton,ENG,DF,Burnley FC,Premier League,28,1989,25.5,1153,911,242,12,2,176,38,50,0,0,0,0,504,111,538,74,739,95,230,2,766,7,38,25,41
1472,Choco Lozano,HND,FW,Girona FC,La Liga,24,1993,5.3,114,113,1,0,0,30,1,8,0,0,0,0,77,14,23,11,80,19,0,2,75,1,7,2,5
1473,Fabio Lucioni,ITA,DF,Benevento Calcio,Serie A,29,1987,8.0,295,283,12,12,0,40,22,1,0,0,0,0,170,32,93,57,215,19,0,2,219,2,17,5,2
1474,José Gayà,ESP,DF,Valencia CF,La Liga,22,1995,32.4,1614,1449,165,12,1,293,20,79,0,0,0,0,1084,159,371,1236,144,64,153,3,1259,7,47,30,44
1475,José Luis Morales,ESP,MF,Levante UD,La Liga,30,1987,33.9,1011,955,56,12,4,243,42,97,19,0,2,0,692,103,216,177,775,31,19,4,640,5,34,25,98
1476,José Luis Palomino,ARG,DF,Atalanta BC,Serie A,27,1990,22.0,1128,1063,65,28,0,167,17,8,0,0,0,0,799,138,191,850,145,59,37,8,949,2,21,23,15
1477,Filipe Luís,BRA,DF,Atlético de Madrid,La Liga,31,1985,18.4,1132,988,144,11,1,223,14,32,1,0,0,0,739,175,218,893,52,47,132,1,904,6,16,26,38
1478,Luisinho,PRT,DF,Deportivo de La Coruña,La Liga,32,1985,29.1,1517,1294,223,4,0,213,19,70,6,0,0,0,888,238,391,1130,82,82,213,1,1141,8,50,21,45
1479,David Luiz,BRA,DF,Chelsea FC,Premier League,30,1987,9.3,494,475,19,19,0,54,17,0,0,0,0,0,353,55,86,101,358,31,0,0,412,0,10,3,6
1480,Douglas Luiz,BRA,MF,Girona FC,La Liga,19,1998,3.6,143,136,7,3,0,27,4,2,3,0,0,0,102,19,22,16,109,14,1,3,110,1,3,2,4
1481,Everton Luiz,BRA,MF,SPAL,Serie A,29,1988,7.1,236,230,6,6,0,37,1,1,0,0,0,0,175,22,39,10,214,11,0,0,194,2,6,2,7
1482,Jordan Lukaku,BEL,DF,SS Lazio,Serie A,23,1994,15.1,752,646,106,2,0,92,23,52,0,0,0,0,494,111,147,455,168,18,104,2,593,2,10,15,36
1483,Romelu Lukaku,BEL,FW,Manchester United,Premier League,24,1993,31.9,747,725,22,0,4,185,17,34,0,0,0,0,441,120,186,392,174,111,1,18,495,6,10,32,38
1484,Lars Lukas Mai,DEU,DF,Bayern Munich,Bundesliga,17,2000,2.0,114,113,1,0,0,24,2,0,0,0,0,0,97,8,9,20,85,4,1,1,101,0,5,1,0
1485,Dodi Lukebakio,BEL,MF,Watford FC,Premier League,19,1997,0.2,8,7,1,0,0,1,1,1,1,0,0,0,5,2,1,7,0,1,0,0,6,0,0,0,0
1486,Sasa Lukic,SRB,MF,Levante UD,La Liga,20,1996,11.0,367,362,5,5,0,88,1,3,0,0,0,0,295,35,37,54,285,20,0,4,301,2,4,7,8
1487,Senad Lulic,BIH,DF,SS Lazio,Serie A,31,1986,27.0,1475,1302,173,16,4,278,62,89,2,1,0,0,839,256,380,288,944,58,153,12,1101,9,19,45,54
1488,Levi Lumeka,ENG,FW,Crystal Palace,Premier League,18,1998,0.3,11,11,0,0,0,4,0,3,0,0,0,0,6,1,4,6,5,0,0,0,5,0,0,1,2
1489,Antonio Luna,ESP,DF,Levante UD,La Liga,26,1991,22.5,963,782,181,12,0,173,28,47,0,0,0,0,506,137,320,601,141,47,169,3,656,2,26,28,30
1490,Arnaud Lusamba,FRA,MF,OGC Nice,Ligue 1,20,1997,1.8,86,85,1,1,0,18,1,0,0,0,0,0,79,1,6,19,66,1,0,0,72,0,0,5,2
1491,Fabian Lustenberger,CHE,MF,Hertha BSC,Bundesliga,29,1988,17.6,846,819,27,26,1,116,32,2,0,0,0,0,523,136,187,130,645,50,1,0,701,0,9,9,6
1492,Andreas Luthe,DEU,GK,FC Augsburg,Bundesliga,30,1987,2.0,80,63,17,3,0,9,1,0,0,0,0,0,41,10,29,7,58,0,0,12,64,0,1,0,0
1493,Lyanco,BRA,DF,Torino FC,Serie A,20,1997,3.5,162,152,10,10,0,38,11,0,0,0,0,0,109,22,31,10,141,5,0,0,138,2,4,2,1
1494,Charalampos Lykogiannis,GRC,DF,Cagliari Calcio,Serie A,23,1993,7.6,290,198,92,5,0,43,9,14,5,1,2,1,86,45,159,161,13,21,82,1,167,0,5,5,17
1495,Cheikh M'Bengue,SEN,DF,AS Saint-Étienne,Ligue 1,29,1988,5.4,211,166,45,4,0,26,1,2,0,0,0,0,99,36,76,117,29,20,41,1,158,3,4,4,5
1496,Raïs M'Bolhi,DZA,GK,Stade Rennais FC,Ligue 1,31,1986,1.0,20,15,5,3,0,3,2,0,0,0,0,0,6,0,14,1,15,0,0,2,8,0,2,0,0
1497,Yann M'Vila,FRA,MF,AS Saint-Étienne,Ligue 1,27,1990,16.4,1276,1257,19,16,0,162,56,4,0,0,0,0,1022,58,196,99,1124,39,3,4,1100,6,18,30,13
1498,Zinédine Machach,FRA,FW,FC Toulouse,Ligue 1,21,1996,2.1,48,47,1,0,0,12,2,5,0,0,0,0,30,5,13,7,37,3,1,0,30,1,1,2,3
1499,Pablo Maffeo,ESP,MF,Girona FC,La Liga,20,1997,29.4,1216,1008,208,3,0,223,40,89,3,0,0,0,588,209,419,129,749,97,200,7,838,4,40,22,38
1500,Christian Maggio,ITA,DF,SSC Napoli,Serie A,35,1982,7.1,464,362,102,11,0,65,3,11,0,0,0,0,262,115,87,38,294,26,91,2,386,0,10,8,11
1501,Francesco Magnanelli,ITA,MF,US Sassuolo,Serie A,32,1984,27.7,1674,1507,167,134,3,251,97,15,19,4,5,0,1003,265,406,122,1427,95,1,5,1361,8,40,22,20
1502,Harry Maguire,ENG,DF,Leicester City,Premier League,24,1993,38.0,1727,1685,42,28,0,277,82,10,0,0,0,0,1035,196,496,178,1238,237,14,13,1337,8,64,27,18
1503,Hicham Mahou,FRA,FW,OGC Nice,Ligue 1,18,1999,0.6,25,24,1,0,0,2,1,1,0,0,0,0,20,1,4,2,21,0,1,0,20,0,1,0,1
1504,Riyad Mahrez,DZA,MF,Leicester City,Premier League,26,1991,32.8,1447,1230,217,86,9,260,93,79,92,14,2,1,871,161,415,1184,129,85,33,3,1059,11,21,38,46
1505,Thiago Maia,BRA,MF,LOSC Lille,Ligue 1,20,1997,27.4,1718,1672,46,16,1,279,32,7,1,0,0,0,1362,118,238,1374,253,36,27,18,1449,5,28,38,31
1506,Arne Maier,DEU,MF,Hertha BSC,Bundesliga,18,1999,13.6,640,624,16,14,1,128,8,6,2,0,1,1,443,104,93,74,529,28,0,3,529,3,11,17,14
1507,Sebastian Maier,DEU,MF,Hannover 96,Bundesliga,23,1993,2.9,132,114,18,7,0,20,9,4,9,3,4,2,65,28,39,10,112,7,2,0,89,1,3,3,3
1508,Domenico Maietta,ITA,DF,Bologna FC 1909,Serie A,34,1982,5.2,246,235,11,11,0,17,5,0,0,0,0,0,159,34,53,27,205,11,0,1,210,2,5,2,0
1509,Habib Maïga,CIV,MF,AS Saint-Étienne,Ligue 1,21,1996,7.9,369,350,19,0,1,71,11,14,2,0,0,0,273,27,69,48,285,15,16,1,278,4,11,12,10
1510,Mike Maignan,FRA,GK,LOSC Lille,Ligue 1,21,1995,33.7,864,690,174,33,0,98,23,0,0,0,0,0,512,35,317,112,607,3,0,134,670,1,30,5,0
1511,Linton Maina,DEU,MF,Hannover 96,Bundesliga,18,1999,0.1,18,18,0,0,0,2,0,0,0,0,0,0,15,3,0,7,11,0,0,0,16,0,0,1,0
1512,Ainsley Maitland-Niles,ENG,DF,Arsenal FC,Premier League,19,1997,10.2,600,539,61,3,0,51,13,18,0,0,0,0,425,64,111,108,418,13,58,1,501,3,7,11,19
1513,Jean-Victor Makengo,FRA,FW,OGC Nice,Ligue 1,19,1998,2.7,106,106,0,0,0,19,4,4,0,0,0,0,94,4,8,76,28,0,0,0,95,0,2,0,1
1514,Nemanja Maksimovic,SRB,MF,Valencia CF,La Liga,22,1995,6.2,262,261,1,1,0,40,6,5,0,0,0,0,194,17,51,16,212,24,0,3,217,1,12,3,2
1515,Nikola Maksimovic,SRB,DF,SSC Napoli,Serie A,25,1991,1.1,59,57,2,2,0,4,6,0,0,0,0,0,34,16,9,6,46,6,0,0,56,0,0,0,1
1516,Malcom,BRA,FW,FC Girondins Bordeaux,Ligue 1,20,1997,31.7,1531,1344,187,75,8,247,68,88,98,0,0,0,1098,116,317,1263,200,37,13,11,1146,15,25,51,51
1517,Kévin Malcuit,MAR,DF,LOSC Lille,Ligue 1,26,1991,20.2,1150,1028,122,7,1,136,22,57,0,0,0,0,830,104,216,66,925,40,115,0,900,2,32,37,30
1518,Yunus Malli,TUR,FW,VfL Wolfsburg,Bundesliga,25,1992,24.9,859,805,54,16,6,161,20,30,24,3,9,4,557,158,144,132,659,49,8,6,653,1,13,18,29
1519,Hugo Mallo,ESP,DF,Celta de Vigo,La Liga,26,1991,33.3,2152,1870,282,30,0,422,43,94,0,0,0,0,1203,314,635,235,1454,170,252,3,1575,10,76,29,81
1520,Scott Malone,ENG,DF,Huddersfield Town,Premier League,26,1991,12.4,671,530,141,2,0,112,16,28,0,0,0,0,304,119,248,434,38,54,139,2,459,5,29,13,39
1521,Vincent Manceau,FRA,DF,SCO Angers,Ligue 1,28,1989,33.0,1717,1333,384,25,2,225,28,54,1,0,0,0,927,235,555,160,1109,77,358,3,1285,7,48,72,57
1522,Gianluca Mancini,ITA,DF,Atalanta BC,Serie A,21,1996,7.6,341,326,15,6,0,61,18,4,0,0,0,0,220,42,79,44,254,27,9,1,278,0,6,2,5
1523,Steve Mandanda,FRA,GK,Olympique Marseille,Ligue 1,32,1985,29.8,709,562,147,39,0,74,20,0,0,0,0,0,340,28,341,72,510,0,0,101,487,4,14,7,5
1524,Aïssa Mandi,DZA,DF,Real Betis Balompié,La Liga,25,1991,33.6,2128,2064,64,54,0,276,49,3,0,0,0,0,1775,97,256,214,1775,94,10,8,1931,4,29,19,10
1525,Georges Mandjeck,CMR,MF,FC Metz,Ligue 1,28,1988,10.7,442,438,4,2,0,65,14,2,0,0,0,0,273,50,119,41,315,71,1,0,342,1,14,13,8
1526,Rolando Mandragora,ITA,MF,FC Crotone,Serie A,20,1997,36.0,1380,1310,70,53,2,247,40,18,15,8,1,2,729,307,344,1037,133,139,2,8,1077,8,30,17,32
1527,Mario Mandzukic,HRV,FW,Juventus FC,Serie A,31,1986,25.8,984,961,23,3,1,217,34,22,0,0,0,0,577,203,204,100,696,94,18,24,750,5,6,25,35
1528,Sadio Mané,SEN,FW,Liverpool FC,Premier League,25,1992,24.3,967,959,8,2,3,250,19,39,0,0,0,0,749,109,109,209,695,41,4,6,766,2,8,36,37
1529,Eliaquim Mangala,FRA,DF,Manchester City,Premier League,26,1991,5.4,341,336,5,5,0,29,1,1,0,0,0,0,292,13,36,241,81,16,0,0,308,1,4,2,5
1530,Eliaquim Mangala,FRA,DF,Everton FC,Premier League,26,1991,1.5,68,65,3,1,0,4,3,0,0,0,0,0,52,6,10,46,18,1,2,0,58,1,2,1,2
1531,Orel Mangala,BEL,MF,VfB Stuttgart,Bundesliga,19,1998,8.7,360,355,5,5,1,56,5,3,0,0,0,0,297,30,33,48,297,10,0,2,280,1,6,12,13
1532,Kader Mangane,SEN,DF,RC Strasbourg Alsace,Ligue 1,34,1983,19.1,704,690,14,13,0,62,31,4,0,0,0,0,405,37,262,42,561,87,1,2,504,2,33,9,6
1533,Thomas Mangani,FRA,MF,SCO Angers,Ligue 1,30,1987,33.6,2088,1845,243,131,7,315,90,92,86,0,0,0,1305,116,667,1633,332,98,11,5,1496,8,45,54,74
1534,Konstantinos Manolas,GRC,DF,AS Roma,Serie A,26,1991,26.0,1371,1334,37,34,0,180,42,1,0,0,0,0,1017,119,235,227,1005,95,3,10,1192,1,36,10,14
1535,Javier Manquillo,ESP,DF,Newcastle United,Premier League,23,1994,19.5,744,573,171,2,0,88,4,20,2,0,0,0,351,123,270,115,386,64,167,1,532,1,16,10,29
1536,Martín Mantovani,ARG,DF,CD Leganés,La Liga,33,1984,11.3,401,386,15,8,0,66,10,0,0,0,0,0,216,32,153,42,253,81,7,1,300,0,18,3,4
1537,José Manuel Jurado,ESP,MF,RCD Espanyol Barcelona,La Liga,31,1986,16.7,631,614,17,6,1,128,19,18,1,0,0,0,513,45,73,84,526,11,7,0,498,3,13,22,20
1538,Harrison Manzala,COD,FW,Amiens SC,Ligue 1,23,1994,20.7,665,651,14,2,2,131,12,41,0,0,0,0,511,39,115,78,527,47,10,0,477,3,16,18,31
1539,Myziane Maolida,FRA,FW,Olympique Lyon,Ligue 1,18,1999,3.7,137,132,5,0,2,22,1,6,0,0,0,0,114,11,12,23,103,6,3,1,108,0,1,5,8
1540,Faitout Maouassa,FRA,MF,Stade Rennais FC,Ligue 1,19,1998,10.7,264,250,14,4,0,60,8,18,6,0,0,0,187,26,51,205,43,10,4,1,186,1,9,8,13
1541,Marçal,BRA,DF,Olympique Lyon,Ligue 1,28,1989,14.4,986,865,121,8,0,161,13,23,0,0,0,0,665,132,189,744,61,52,113,2,808,6,21,21,22
1542,Vincent Marcel,FRA,FW,OGC Nice,Ligue 1,20,1997,0.5,18,18,0,0,0,0,0,0,0,0,0,0,15,1,2,11,5,1,0,1,15,0,0,1,1
1543,Marcelo,BRA,DF,Olympique Lyon,Ligue 1,30,1987,34.5,2221,2169,52,44,2,223,88,2,0,0,0,0,1702,115,404,129,1894,143,8,4,1906,5,40,19,18
1544,Marcelo,BRA,DF,Real Madrid,La Liga,29,1988,25.1,1882,1724,158,12,0,300,77,142,10,0,0,0,1226,211,445,1463,240,34,136,5,1496,8,27,37,66
