SquadIn,PlayerIn,NationIn,PosIn,Value,SquadOut,Fee,PlayerOut,PosOut,Relevant,PredRelevant,PredSuccess%
FC Barcelona,Miralem Pjanić,BIH,MF,20000000.0,Juventus FC,60000000.0,Antoine Griezmann,FW,False,False,0.7950059032816381
FC Barcelona,Miralem Pjanić,BIH,MF,20000000.0,Juventus FC,60000000.0,Arturo Vidal,MF,True,True,0.8823827482741615
FC Barcelona,Miralem Pjanić,BIH,MF,20000000.0,Juventus FC,60000000.0,Clément Lenglet,DF,False,True,0.8052939480969012
FC Barcelona,Miralem Pjanić,BIH,MF,20000000.0,Juventus FC,60000000.0,Frenkie de Jong,MF,True,True,0.8924056765462154
FC Barcelona,Miralem Pjanić,BIH,MF,20000000.0,Juventus FC,60000000.0,Gerard Piqué,DF,False,True,0.8309985372039963
FC Barcelona,Miralem Pjanić,BIH,MF,20000000.0,Juventus FC,60000000.0,Ivan Rakitic,MF,True,True,0.9327562970656762
FC Barcelona,Miralem Pjanić,BIH,MF,20000000.0,Juventus FC,60000000.0,Jordi Alba,DF,False,True,0.8505892564849569
FC Barcelona,Miralem Pjanić,BIH,MF,20000000.0,Juventus FC,60000000.0,Lionel Messi,FW,False,False,0.7075988312063362
FC Barcelona,Miralem Pjanić,BIH,MF,20000000.0,Juventus FC,60000000.0,Luis Suárez,FW,False,False,0.6614075319023969
FC Barcelona,Miralem Pjanić,BIH,MF,20000000.0,Juventus FC,60000000.0,Marc-André ter Stegen,GK,False,False,0.609493684508079
FC Barcelona,Miralem Pjanić,BIH,MF,20000000.0,Juventus FC,60000000.0,Martin Braithwaite,FW,False,False,0.7192606998518889
FC Barcelona,Miralem Pjanić,BIH,MF,20000000.0,Juventus FC,60000000.0,Nélson Semedo,DF,False,True,0.8552609733374805
FC Barcelona,Miralem Pjanić,BIH,MF,20000000.0,Juventus FC,60000000.0,Rafinha,MF,True,True,0.8935512105283865
FC Barcelona,Miralem Pjanić,BIH,MF,20000000.0,Juventus FC,60000000.0,Sergi Roberto,DF,False,True,0.8708645918906917
FC Barcelona,Miralem Pjanić,BIH,MF,20000000.0,Juventus FC,60000000.0,Sergio Busquets,MF,True,True,0.9319945629944808
Atlético de Madrid,Geoffrey Kondogbia,CAF,MF,15000000.0,Valencia CF,15000000.0,Felipe,DF,False,True,0.8285178889073196
Atlético de Madrid,Geoffrey Kondogbia,CAF,MF,15000000.0,Valencia CF,15000000.0,Jan Oblak,GK,False,False,0.5464057403300993
Atlético de Madrid,Geoffrey Kondogbia,CAF,MF,15000000.0,Valencia CF,15000000.0,José María Giménez,DF,False,True,0.8095639725134223
Atlético de Madrid,Geoffrey Kondogbia,CAF,MF,15000000.0,Valencia CF,15000000.0,João Félix,FW,False,False,0.6949386604445864
