Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def
690,Assane Dioussé\Assane-Diousse,sn SEN,MF,Saint-Étienne,fr Ligue 1,19,1997,14.9,16,1.07,15,0,0,0,0,1,0,0.00,0,0,0,0,0,0
691,Djené\Djene,tg TOG,DF,Getafe,es La Liga,25,1991,36.0,12,0.33,9,0,1,1,1,0,2,0.06,2,0,0,0,0,0
692,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Nantes,fr Ligue 1,24,1992,26.8,23,0.86,17,3,2,0,0,1,2,0.07,2,0,0,0,0,0
693,Alexander Djiku\Alexander-Djiku,gh GHA,DF,Caen,fr Ligue 1,22,1994,28.0,13,0.46,10,0,0,3,0,0,0,0.00,0,0,0,0,0,0
694,Papy Djilobodji\Papy-Djilobodji,sn SEN,DF,Dijon,fr Ligue 1,28,1988,30.0,14,0.47,13,0,0,0,0,1,3,0.10,3,0,0,0,0,0
695,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,Benevento,it Serie A,24,1993,30.0,17,0.57,14,0,1,1,1,0,1,0.03,1,0,0,0,0,0
696,Marko Dmitrović\Marko-Dmitrovic,rs SRB,GK,Eibar,es La Liga,25,1992,36.0,7,0.19,4,3,0,0,0,0,0,0.00,0,0,0,0,0,0
697,Keagan Dolly\Keagan-Dolly,za RSA,FWMF,Montpellier,fr Ligue 1,24,1993,9.8,52,5.31,25,17,4,3,1,2,2,0.20,2,0,0,0,0,0
698,Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,es La Liga,26,1990,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
699,Jean-Luc Dompé\Jean-Luc-Dompe,fr FRA,MF,Amiens,fr Ligue 1,21,1995,0.3,1,3.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
700,Giulio Donati\Giulio-Donati,it ITA,DFMF,Mainz 05,de Bundesliga,27,1990,25.4,40,1.58,34,2,0,0,4,0,3,0.12,3,0,0,0,0,0
701,Ji Dong-won\Ji-Dong-won,kr KOR,FWMF,Augsburg,de Bundesliga,26,1991,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
702,Anastasios Donis\Anastasios-Donis,gr GRE,FWMF,Stuttgart,de Bundesliga,20,1996,10.5,32,3.03,16,0,7,2,5,2,7,0.66,2,0,3,0,1,1
703,Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,Milan,it Serie A,18,1999,38.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
704,Godfred Donsah\Godfred-Donsah,gh GHA,MF,Bologna,it Serie A,21,1996,19.9,36,1.81,21,0,8,2,3,1,6,0.30,2,0,3,0,0,0
705,Dória\Doria,br BRA,DF,Marseille,fr Ligue 1,22,1994,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
706,Niklas Dorsch\Niklas-Dorsch,de GER,MF,Bayern Munich,de Bundesliga,19,1998,1.0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
707,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,FW,Troyes,fr Ligue 1,19,1997,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
708,Mauro dos Santos\Mauro-dos-Santos,ar ARG,DF,Leganés,es La Liga,28,1989,11.0,1,0.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
709,Mathieu Dossevi\Mathieu-Dossevi,tg TOG,FWMF,Metz,fr Ligue 1,29,1988,27.9,140,5.01,91,26,12,2,6,3,15,0.54,12,2,0,0,0,1
710,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,eng Premier League,24,1993,36.9,79,2.14,68,0,3,3,2,3,3,0.08,3,0,0,0,0,0
711,Cheick Doukouré\Cheick-Doukoure,ci CIV,MF,Levante,es La Liga,24,1992,11.3,9,0.79,9,0,0,0,0,0,1,0.09,1,0,0,0,0,0
712,Mohamed Dräger\Mohamed-Drager,tn TUN,MFFW,Freiburg,de Bundesliga,21,1996,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
713,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leicester City,eng Premier League,26,1991,8.5,4,0.47,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
714,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leverkusen,de Bundesliga,26,1991,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
715,Bartłomiej Drągowski\Bartlomiej-Dragowski,pl POL,GK,Fiorentina,it Serie A,19,1997,2.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
716,Boukary Dramé\Boukary-Drame,sn SEN,DFMF,SPAL,it Serie A,32,1985,1.1,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
717,Julian Draxler\Julian-Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,23,1993,18.9,79,4.17,67,2,4,2,1,3,17,0.90,15,0,1,1,0,0
718,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Chelsea,eng Premier League,27,1990,5.9,9,1.54,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0
719,Josip Drmić\Josip-Drmic,ch SUI,FW,M'Gladbach,de Bundesliga,24,1992,5.2,14,2.73,9,0,2,1,0,2,4,0.78,1,0,2,1,0,0
720,Rick van Drongelen\Rick-van-Drongelen,nl NED,DF,Hamburger SV,de Bundesliga,18,1998,16.0,6,0.37,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
721,Óscar Duarte\Oscar-Duarte,cr CRC,DF,Espanyol,es La Liga,28,1989,11.0,5,0.45,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0
722,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,es La Liga,21,1995,23.8,34,1.43,27,1,0,1,5,0,2,0.08,0,0,0,0,2,0
723,Leo Dubois\Leo-Dubois,fr FRA,DF,Nantes,fr Ligue 1,22,1994,33.6,109,3.24,64,29,4,9,2,1,6,0.18,3,1,0,1,1,0
724,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,eng Premier League,28,1989,12.0,1,0.08,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
725,Ondrej Duda\Ondrej-Duda,sk SVK,MF,Hertha BSC,de Bundesliga,22,1994,8.3,14,1.69,10,0,4,0,0,0,1,0.12,1,0,0,0,0,0
726,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,eng Premier League,25,1992,36.6,18,0.49,12,0,0,4,2,0,2,0.05,1,0,0,0,1,0
727,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,25,1991,17.8,13,0.73,12,0,0,1,0,0,2,0.11,2,0,0,0,0,0
728,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Sassuolo,it Serie A,24,1993,21.6,56,2.58,48,0,3,2,2,1,5,0.23,5,0,0,0,0,0
729,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,eng Premier League,25,1991,38.0,24,0.63,16,0,0,3,3,2,3,0.08,1,0,0,1,1,0
730,Maxime Dupé\Maxime-Dupe,fr FRA,GK,Nantes,fr Ligue 1,24,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
731,Jimmy Durmaz\Jimmy-Durmaz,se SWE,MFFW,Toulouse,fr Ligue 1,28,1989,11.4,55,4.81,27,15,4,2,5,2,7,0.61,3,1,1,0,1,1
732,Riza Durmisi\Riza-Durmisi,dk DEN,DFMF,Betis,es La Liga,23,1994,23.1,40,1.73,35,1,2,0,2,0,7,0.30,6,0,0,0,1,0
733,Hugo Duro\Hugo-Duro,es ESP,FW,Getafe,es La Liga,17,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
734,Noë Dussenne\Noe-Dussenne,be BEL,DF,Crotone,it Serie A,25,1992,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
735,Paulo Dybala\Paulo-Dybala,ar ARG,MFFW,Juventus,it Serie A,23,1993,26.1,145,5.54,71,27,14,11,20,2,16,0.61,9,3,2,0,2,0
736,Nathan Dyer\Nathan-Dyer,eng ENG,MFFW,Swansea City,eng Premier League,29,1987,14.5,24,1.65,21,0,1,1,1,0,1,0.07,0,0,0,1,0,0
737,Edin Džeko\Edin-Dzeko,ba BIH,FW,Roma,it Serie A,31,1986,33.5,112,3.34,84,1,13,8,6,0,9,0.27,7,0,1,1,0,0
738,Blerim Džemaili\Blerim-Dzemaili,ch SUI,MF,Bologna,it Serie A,31,1986,13.3,19,1.43,15,0,1,2,1,0,2,0.15,1,0,0,1,0,0
739,Félix Eboa Eboa\Felix-Eboa-Eboa,cm CMR,DF,Guingamp,fr Ligue 1,20,1997,16.9,10,0.59,8,1,0,1,0,0,3,0.18,2,0,0,1,0,0
740,Éder\Eder,it ITA,FWMF,Inter,it Serie A,30,1986,8.9,29,3.37,22,0,0,2,5,0,3,0.35,1,0,0,0,2,0
741,Simone Edera\Simone-Edera,it ITA,FW,Torino,it Serie A,20,1997,3.6,7,2.00,5,0,1,1,0,0,2,0.57,2,0,0,0,0,0
742,Ederson\Ederson,br BRA,GK,Manchester City,eng Premier League,23,1993,35.5,4,0.11,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0
743,Tom Edwards\Tom-Edwards,eng ENG,DF,Stoke City,eng Premier League,18,1999,5.3,2,0.37,2,0,0,0,0,0,1,0.19,1,0,0,0,0,0
744,Mandela Egbo\Mandela-Egbo,eng ENG,MF,M'Gladbach,de Bundesliga,19,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
745,Johannes Eggestein\Johannes-Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,19,1998,1.1,6,5.87,4,0,0,1,1,0,0,0.00,0,0,0,0,0,0
746,Maximilian Eggestein\Maximilian-Eggestein,de GER,MF,Werder Bremen,de Bundesliga,20,1996,29.9,53,1.77,34,3,8,4,3,1,7,0.23,3,0,1,2,0,1
747,Albin Ekdal\Albin-Ekdal,se SWE,MF,Hamburger SV,de Bundesliga,28,1989,12.3,21,1.71,17,0,0,0,2,2,2,0.16,1,0,0,0,0,1
748,Josip Elez\Josip-Elez,hr CRO,DF,Hannover 96,de Bundesliga,23,1994,8.6,3,0.35,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
749,Rob Elliot\Rob-Elliot,ie IRL,GK,Newcastle Utd,eng Premier League,31,1986,16.0,2,0.12,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
750,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,eng Premier League,25,1992,9.6,22,2.29,19,0,0,2,1,0,1,0.10,1,0,0,0,0,0
751,Aritz Elustondo\Aritz-Elustondo,es ESP,DF,Real Sociedad,es La Liga,23,1994,17.7,12,0.68,9,2,0,1,0,0,2,0.11,1,1,0,0,0,0
752,Nico Elvedi\Nico-Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,20,1996,32.4,38,1.17,27,3,1,4,2,1,3,0.09,1,0,0,1,1,0
753,Rodrigo Ely\Rodrigo-Ely,br BRA,DF,Alavés,es La Liga,23,1993,29.9,13,0.43,12,0,0,0,0,1,0,0.00,0,0,0,0,0,0
754,Breel Embolo\Breel-Embolo,ch SUI,FWMF,Schalke 04,de Bundesliga,20,1997,10.2,27,2.66,8,0,6,2,7,3,6,0.59,1,0,0,0,3,1
755,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Málaga,es La Liga,20,1997,17.8,28,1.58,11,0,5,3,6,3,3,0.17,0,0,1,1,0,1
756,Sergi Enrich\Sergi-Enrich,es ESP,FW,Eibar,es La Liga,27,1990,14.8,30,2.03,20,0,0,3,4,3,3,0.20,1,0,0,0,1,1
757,Javier Eraso\Javier-Eraso,es ESP,MFFW,Leganés,es La Liga,27,1990,28.1,74,2.62,44,18,2,4,4,2,6,0.21,2,2,0,2,0,0
758,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,eng Premier League,25,1992,35.8,175,4.89,128,32,3,10,2,0,16,0.45,10,5,0,1,0,0
759,Gonzalo Escalante\Gonzalo-Escalante,ar ARG,MF,Eibar,es La Liga,24,1993,17.5,25,1.44,19,0,1,2,3,0,0,0.00,0,0,0,0,0,0
760,Sergio Escudero\Sergio-Escudero,es ESP,DF,Sevilla,es La Liga,27,1989,25.9,42,1.62,30,7,1,1,0,3,6,0.23,3,2,0,1,0,0
761,Bernardo Espinosa\Bernardo-Espinosa,co COL,DF,Girona,es La Liga,28,1989,31.9,14,0.44,8,0,0,4,1,1,3,0.09,2,0,0,1,0,0
762,Michael Esser\Michael-Esser,de GER,GK,Hannover 96,de Bundesliga,29,1987,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
763,Alexander Esswein\Alexander-Esswein,de GER,FWMF,Hertha BSC,de Bundesliga,27,1990,6.9,11,1.62,9,0,0,0,2,0,3,0.44,2,0,0,0,1,0
764,Oghenekaro Etebo\Oghenekaro-Etebo,ng NGA,MF,Las Palmas,es La Liga,21,1995,13.5,23,1.70,16,0,0,1,5,1,1,0.07,1,0,0,0,0,0
765,Beñat Etxebarria\Benat-Etxebarria,es ESP,MF,Athletic Club,es La Liga,30,1987,12.5,51,4.12,19,27,2,2,0,1,6,0.48,2,3,0,1,0,0
766,Xabier Etxeita\Xabier-Etxeita,es ESP,DF,Athletic Club,es La Liga,29,1987,4.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
767,Jonny Evans\Jonny-Evans,nir NIR,DF,West Brom,eng Premier League,29,1988,25.2,15,0.59,12,1,0,2,0,0,2,0.08,1,0,0,1,0,0
768,Franck Evina\Franck-Evina,cm CMR,FW,Bayern Munich,de Bundesliga,17,2000,1.2,3,2.43,1,0,0,1,1,0,0,0.00,0,0,0,0,0,0
769,Patrice Evra\Patrice-Evra,fr FRA,DF,West Ham,eng Premier League,36,1981,2.5,1,0.39,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
770,Patrice Evra\Patrice-Evra,fr FRA,DF,Marseille,fr Ligue 1,36,1981,3.9,5,1.29,2,1,0,1,1,0,0,0.00,0,0,0,0,0,0
771,Edu Expósito\Edu-Exposito,es ESP,MF,La Coruña,es La Liga,20,1996,1.1,2,1.91,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
772,Erik Expósito\Erik-Exposito,es ESP,FW,Las Palmas,es La Liga,21,1996,5.3,10,1.95,7,0,0,0,2,1,0,0.00,0,0,0,0,0,0
773,Valentin Eysseric\Valentin-Eysseric,fr FRA,FWMF,Nice,fr Ligue 1,25,1992,1.0,3,3.00,0,3,0,0,0,0,0,0.00,0,0,0,0,0,0
774,Valentin Eysseric\Valentin-Eysseric,fr FRA,FWMF,Fiorentina,it Serie A,25,1992,7.8,36,4.66,22,7,2,2,1,2,4,0.52,3,0,0,1,0,0
775,Imoh Ezekiel\Imoh-Ezekiel,ng NGA,FWMF,Las Palmas,es La Liga,23,1993,5.2,6,1.15,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
776,Marco Fabián\Marco-Fabian,mx MEX,FWMF,Eint Frankfurt,de Bundesliga,28,1989,4.7,10,2.15,8,1,1,0,0,0,2,0.43,2,0,0,0,0,0
777,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,Swansea City,eng Premier League,32,1985,38.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
778,Fabinho\Fabinho,br BRA,MF,Monaco,fr Ligue 1,23,1993,34.0,84,2.47,61,1,6,1,9,6,16,0.47,10,0,2,0,2,2
779,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,eng Premier League,30,1987,25.6,159,6.21,107,44,1,4,0,3,12,0.47,8,4,0,0,0,0
780,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Schalke 04,de Bundesliga,28,1988,33.5,3,0.09,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
781,Fayçal Fajr\Faycal-Fajr,ma MAR,MFFW,Getafe,es La Liga,28,1988,26.5,66,2.49,36,23,2,1,2,2,7,0.26,2,4,1,0,0,0
782,Radamel Falcao\Radamel-Falcao,co COL,FW,Monaco,fr Ligue 1,31,1986,23.6,41,1.72,23,0,6,7,5,0,9,0.38,4,0,2,3,0,0
783,Diego Falcinelli\Diego-Falcinelli,it ITA,FWMF,Fiorentina,it Serie A,26,1991,4.9,18,3.75,13,1,1,2,0,1,4,0.83,4,0,0,0,0,0
784,Diego Falcinelli\Diego-Falcinelli,it ITA,FW,Sassuolo,it Serie A,26,1991,14.6,24,1.64,14,0,3,3,4,0,1,0.07,0,0,0,1,0,0
785,Simon Falette\Simon-Falette,gn GUI,DF,Metz,fr Ligue 1,25,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
786,Simon Falette\Simon-Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,25,1992,24.6,17,0.69,13,0,1,1,2,0,2,0.08,2,0,0,0,0,0
787,Cesar Falletti\Cesar-Falletti,uy URU,FWMF,Bologna,it Serie A,24,1992,3.6,7,2.05,5,0,0,0,2,0,0,0.00,0,0,0,0,0,0
788,Iago Falque\Iago-Falque,es ESP,FW,Torino,it Serie A,27,1990,31.3,125,3.96,88,13,8,6,7,3,15,0.48,12,0,1,0,1,1
789,Paolo Faragò\Paolo-Farago,it ITA,DFMF,Cagliari,it Serie A,24,1993,27.3,60,2.21,44,4,1,3,6,2,9,0.33,7,0,0,0,1,1
790,Imad Faraj\Imad-Faraj,ma MAR,DFMF,Lille,fr Ligue 1,18,1999,1.8,5,2.85,4,0,1,0,0,0,2,1.14,1,0,1,0,0,0
791,Davide Faraoni\Davide-Faraoni,it ITA,DF,Crotone,it Serie A,25,1991,19.5,23,1.18,16,5,0,0,2,0,7,0.36,5,1,0,0,1,0
792,Mohamed Fares\Mohamed-Fares,dz ALG,DFMF,Hellas Verona,it Serie A,21,1996,28.9,52,1.80,32,3,9,2,4,2,2,0.07,1,0,0,0,0,1
793,Diego Farias\Diego-Farias,br BRA,FWMF,Cagliari,it Serie A,27,1990,17.9,40,2.25,27,2,5,5,1,0,5,0.28,5,0,0,0,0,0
794,Federico Fazio\Federico-Fazio,ar ARG,DF,Roma,it Serie A,30,1987,32.5,23,0.71,18,0,0,3,0,2,3,0.09,2,0,0,1,0,0
795,Zouhair Feddal\Zouhair-Feddal,ma MAR,DF,Betis,es La Liga,28,1989,14.0,5,0.36,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0
796,Nabil Fekir\Nabil-Fekir,fr FRA,MFFW,Lyon,fr Ligue 1,24,1993,27.5,144,5.22,68,31,14,4,21,6,24,0.87,12,2,5,1,3,1
797,Felipe\Felipe,br BRA,DF,Hannover 96,de Bundesliga,30,1987,5.1,2,0.39,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
798,Luiz Felipe\Luiz-Felipe,br BRA,DF,Lazio,it Serie A,20,1997,13.0,12,0.93,10,0,0,0,0,2,1,0.08,1,0,0,0,0,0
799,Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,de GER,DF,Wolfsburg,de Bundesliga,19,1997,17.3,6,0.35,5,1,0,0,0,0,1,0.06,1,0,0,0,0,0
800,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,eng Premier League,29,1987,7.6,8,1.16,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
801,Kiko Femenía\Kiko-Femenia,es ESP,DFMF,Watford,eng Premier League,26,1991,19.0,34,1.79,28,1,1,2,2,0,1,0.05,1,0,0,0,0,0
802,Leroy Fer\Leroy-Fer,nl NED,MF,Swansea City,eng Premier League,27,1990,15.5,20,1.29,14,0,4,1,1,0,1,0.06,1,0,0,0,0,0
803,Julien Féret\Julien-Feret,fr FRA,MF,Caen,fr Ligue 1,35,1982,34.0,125,3.66,76,36,1,1,6,5,5,0.15,3,2,0,0,0,0
804,Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MFFW,West Ham,eng Premier League,21,1996,9.4,12,1.28,7,1,3,0,1,0,2,0.21,1,0,0,0,1,0
805,Gelson Fernandes\Gelson-Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,30,1986,11.5,7,0.61,6,0,0,0,0,1,1,0.09,1,0,0,0,0,0
806,Andrés Fernández\Andres-Fernandez,es ESP,GK,Villarreal,es La Liga,30,1986,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
807,Augusto Fernández\Augusto-Fernandez,ar ARG,MFFW,Atlético Madrid,es La Liga,31,1986,1.2,3,2.60,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
808,Brian Fernández\Brian-Fernandez,ar ARG,FW,Metz,fr Ligue 1,22,1994,1.4,6,4.46,2,2,1,1,0,0,0,0.00,0,0,0,0,0,0
809,Carlos Fernández\Carlos-Fernandez,es ESP,FW,Sevilla,es La Liga,21,1996,1.5,4,2.59,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
810,Enzo Fernández\Enzo-Fernandez,es ESP,MF,Alavés,es La Liga,22,1995,0.8,2,2.54,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
811,Federico Fernández\Federico-Fernandez,ar ARG,DF,Swansea City,eng Premier League,28,1989,29.7,9,0.30,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0
812,Raúl Fernández\Raul-Fernandez,es ESP,GK,Levante,es La Liga,29,1988,11.0,2,0.18,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
813,Fernandinho\Fernandinho,br BRA,MF,Manchester City,eng Premier League,32,1985,32.0,72,2.25,60,0,1,2,4,5,13,0.41,11,0,0,0,1,1
814,Alex Ferrari\Alex-Ferrari,it ITA,DF,Hellas Verona,it Serie A,23,1994,23.7,17,0.72,9,2,3,1,1,1,2,0.08,1,0,0,1,0,0
815,Jordan Ferri\Jordan-Ferri,fr FRA,MF,Lyon,fr Ligue 1,25,1992,7.1,24,3.48,22,0,1,0,0,1,3,0.44,3,0,0,0,0,0
816,Sam Field\Sam-Field,eng ENG,MF,West Brom,eng Premier League,19,1998,6.0,8,1.34,5,2,0,0,0,1,0,0.00,0,0,0,0,0,0
817,Afonso Figueiredo\Afonso-Figueiredo,pt POR,DFFW,Rennes,fr Ligue 1,24,1993,2.5,2,0.81,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
818,Gian Filippo Felicioli\Gian-Filippo-Felicioli,it ITA,FWDF,Hellas Verona,it Serie A,19,1997,3.1,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
819,Alfreð Finnbogason\Alfred-Finnbogason,is ISL,FW,Augsburg,de Bundesliga,28,1989,20.2,58,2.86,41,1,6,7,3,0,8,0.39,6,0,0,1,1,0
820,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,eng Premier League,25,1991,30.7,121,3.94,90,1,12,10,4,4,14,0.46,11,0,1,2,0,0
821,Junior Firpo\Junior-Firpo,es ESP,DFMF,Betis,es La Liga,20,1996,13.2,18,1.36,15,1,0,1,1,0,4,0.30,2,0,0,1,1,0
822,Viktor Fischer\Viktor-Fischer,dk DEN,FWMF,Mainz 05,de Bundesliga,23,1994,3.7,10,2.72,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0
823,Mathieu Flamini\Mathieu-Flamini,fr FRA,MF,Getafe,es La Liga,33,1984,5.3,2,0.37,1,0,0,0,0,1,1,0.19,0,0,0,0,0,1
824,Darren Fletcher\Darren-Fletcher,sco SCO,MF,Stoke City,eng Premier League,33,1984,24.7,44,1.78,30,8,0,2,1,3,4,0.16,2,1,0,1,0,0
825,Sergio Floccari\Sergio-Floccari,it ITA,FWMF,SPAL,it Serie A,35,1981,9.8,15,1.54,11,0,1,1,2,0,3,0.31,1,0,0,0,2,0
826,Alessandro Florenzi\Alessandro-Florenzi,it ITA,DF,Roma,it Serie A,26,1991,26.5,84,3.17,67,8,6,1,0,2,10,0.38,9,0,1,0,0,0
827,Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,eng Premier League,17,2000,0.5,6,11.02,3,0,2,0,1,0,2,3.67,2,0,0,0,0,0
828,Guessouma Fofana\Guessouma-Fofana,fr FRA,MF,Amiens,fr Ligue 1,24,1992,8.3,2,0.24,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
829,Seko Fofana\Seko-Fofana,ci CIV,MF,Udinese,it Serie A,22,1995,20.8,52,2.50,40,0,6,1,5,0,4,0.19,1,0,1,0,2,0
830,Andreu Fontàs\Andreu-Fontas,es ESP,DF,Celta Vigo,es La Liga,27,1989,9.8,8,0.81,6,0,0,0,0,2,1,0.10,1,0,0,0,0,0
831,José Fonte\Jose-Fonte,pt POR,DF,West Ham,eng Premier League,33,1983,7.6,8,1.05,5,1,0,2,0,0,2,0.26,0,0,0,2,0,0
832,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,Villarreal,es La Liga,21,1996,29.1,107,3.67,83,2,5,5,8,4,18,0.62,17,0,0,1,0,0
833,Emil Forsberg\Emil-Forsberg,se SWE,MFFW,RB Leipzig,de Bundesliga,25,1991,15.2,75,4.92,47,24,1,1,2,0,6,0.39,4,2,0,0,0,0
834,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,eng Premier League,29,1988,20.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
835,Steven Fortes\Steven-Fortes,cv CPV,DF,Toulouse,fr Ligue 1,25,1992,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
836,Marco Fossati\Marco-Fossati,it ITA,MF,Hellas Verona,it Serie A,24,1992,12.2,19,1.56,13,4,0,2,0,0,1,0.08,0,0,0,1,0,0
837,Iver Fossum\Iver-Fossum,no NOR,MF,Hannover 96,de Bundesliga,21,1996,14.5,45,3.10,32,5,1,5,1,1,2,0.14,2,0,0,0,0,0
838,Ben Foster\Ben-Foster,eng ENG,GK,West Brom,eng Premier League,34,1983,37.0,3,0.08,0,3,0,0,0,0,0,0.00,0,0,0,0,0,0
839,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Crystal Palace,eng Premier League,19,1998,17.7,13,0.73,11,0,0,1,1,0,0,0.00,0,0,0,0,0,0
840,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,DF,Strasbourg,fr Ligue 1,24,1993,13.8,15,1.09,13,1,0,1,0,0,2,0.15,2,0,0,0,0,0
841,Lilian Fournier\Lilian-Fournier,fr FRA,MF,Metz,fr Ligue 1,19,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
842,Raphael Framberger\Raphael-Framberger,de GER,DF,Augsburg,de Bundesliga,21,1995,7.7,17,2.20,16,1,0,0,0,0,1,0.13,1,0,0,0,0,0
843,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,eng Premier League,32,1985,30.1,41,1.36,35,1,2,1,1,1,2,0.07,2,0,0,0,0,0
844,Mike Frantz\Mike-Frantz,de GER,MF,Freiburg,de Bundesliga,30,1986,11.6,21,1.81,15,1,0,3,2,0,1,0.09,1,0,0,0,0,0
845,Ryan Fraser\Ryan-Fraser,sco SCO,MFDF,Bournemouth,eng Premier League,23,1994,22.3,67,3.01,50,14,1,1,1,0,4,0.18,3,1,0,0,0,0
846,Fabian Frei\Fabian-Frei,ch SUI,MF,Mainz 05,de Bundesliga,28,1989,8.9,23,2.57,18,0,1,2,0,2,1,0.11,1,0,0,0,0,0
