Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def
1353,Han Kwang-song\Han-Kwang-song,kp PRK,FW,Cagliari,it Serie A,18,1998,3.1,4,1.30,3,0,0,1,0,0,1,0.33,0,0,0,1,0,0
1354,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Nantes,fr Ligue 1,20,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1355,Alberto de la Bella\Alberto-de-la-Bella,es ESP,DF,Real Sociedad,es La Liga,31,1985,17.0,29,1.71,27,1,1,0,0,0,1,0.06,1,0,0,0,0,0
1356,Rajiv van La Parra\Rajiv-van-La-Parra,nl NED,FWMF,Huddersfield,eng Premier League,26,1991,23.7,45,1.90,30,0,6,2,6,1,1,0.04,1,0,0,0,0,0
1357,Brighton Labeau\Brighton-Labeau,fr FRA,FW,Amiens,fr Ligue 1,21,1996,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1358,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,23,1994,10.6,19,1.79,14,0,0,4,1,0,0,0.00,0,0,0,0,0,0
1359,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,eng Premier League,26,1991,24.5,88,3.60,56,0,10,11,10,1,12,0.49,6,0,0,4,1,1
1360,Mehdi Lacen\Mehdi-Lacen,dz ALG,MF,Getafe,es La Liga,33,1984,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1361,Mehdi Lacen\Mehdi-Lacen,dz ALG,MF,Málaga,es La Liga,33,1984,11.7,9,0.76,8,0,0,0,0,1,0,0.00,0,0,0,0,0,0
1362,Léo Lacroix\Leo-Lacroix,ch SUI,DF,Saint-Étienne,fr Ligue 1,25,1992,8.6,5,0.58,3,0,0,2,0,0,0,0.00,0,0,0,0,0,0
1363,Freddie Ladapo\Freddie-Ladapo,eng ENG,FW,Crystal Palace,eng Premier League,24,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1364,Alban Lafont\Alban-Lafont,fr FRA,GK,Toulouse,fr Ligue 1,18,1999,38.0,5,0.13,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1365,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,es La Liga,27,1989,17.0,6,0.35,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1366,Konrad Laimer\Konrad-Laimer,at AUT,DFMF,RB Leipzig,de Bundesliga,20,1997,14.9,21,1.42,21,0,0,0,0,0,2,0.14,2,0,0,0,0,0
1367,Kenny Lala\Kenny-Lala,fr FRA,DF,Strasbourg,fr Ligue 1,25,1991,30.3,58,1.92,43,8,2,1,3,1,8,0.26,6,0,1,1,0,0
1368,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,eng Premier League,29,1988,3.4,16,5.90,15,0,0,0,1,0,1,0.37,1,0,0,0,0,0
1369,Eugenio Lamanna\Eugenio-Lamanna,it ITA,GK,Genoa,it Serie A,27,1989,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1370,Érik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,eng Premier League,25,1992,9.4,36,3.84,26,3,1,1,4,1,3,0.32,2,0,0,0,1,0
1371,Ádám Lang\Adam-Lang,hu HUN,DF,Dijon,fr Ligue 1,24,1993,2.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1372,Sebastian Langkamp\Sebastian-Langkamp,de GER,DF,Werder Bremen,de Bundesliga,29,1988,4.6,1,0.22,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1373,Sebastian Langkamp\Sebastian-Langkamp,de GER,DF,Hertha BSC,de Bundesliga,29,1988,10.6,1,0.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1374,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,eng Premier League,24,1993,22.7,72,3.17,48,11,4,1,8,0,12,0.53,9,1,0,0,2,0
1375,Gianluca Lapadula\Gianluca-Lapadula,pe PER,FW,Genoa,it Serie A,27,1990,16.6,36,2.18,18,0,5,6,7,0,6,0.36,1,0,1,1,3,0
1376,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,eng Premier League,23,1994,9.0,7,0.78,6,0,0,1,0,0,1,0.11,1,0,0,0,0,0
1377,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Athletic Club,es La Liga,23,1994,19.0,13,0.68,10,0,0,1,2,0,2,0.11,1,0,0,0,1,0
1378,Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Udinese,it Serie A,33,1984,30.8,11,0.36,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0
1379,Kevin Lasagna\Kevin-Lasagna,it ITA,FWMF,Udinese,it Serie A,24,1992,23.7,42,1.77,28,0,1,5,5,2,9,0.38,4,0,1,2,1,0
1380,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,23,1993,32.5,9,0.28,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0
1381,Paul Lasne\Paul-Lasne,fr FRA,MF,Montpellier,fr Ligue 1,28,1989,34.0,84,2.47,62,2,4,2,11,3,6,0.18,6,0,0,0,0,0
1382,Borja Lasso\Borja-Lasso,es ESP,MF,Sevilla,es La Liga,23,1994,0.6,1,1.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1383,Toni Lato\Toni-Lato,es ESP,DF,Valencia,es La Liga,19,1997,8.9,9,1.02,9,0,0,0,0,0,2,0.23,2,0,0,0,0,0
1384,Danny Latza\Danny-Latza,de GER,MF,Mainz 05,de Bundesliga,27,1989,26.1,67,2.56,48,6,4,2,3,4,6,0.23,6,0,0,0,0,0
1385,Vincent Laurini\Vincent-Laurini,fr FRA,DF,Fiorentina,it Serie A,28,1989,17.9,33,1.84,29,4,0,0,0,0,3,0.17,3,0,0,0,0,0
1386,Wesley Lautoa\Wesley-Lautoa,nc NCL,DFMF,Dijon,fr Ligue 1,29,1987,6.9,4,0.58,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0
1387,Diego Laxalt\Diego-Laxalt,uy URU,DFMF,Genoa,it Serie A,24,1993,31.2,52,1.67,43,2,2,4,1,0,4,0.13,3,0,0,1,0,0
1388,Miguel Layún\Miguel-Layun,mx MEX,DF,Sevilla,es La Liga,29,1988,13.2,24,1.83,17,6,1,0,0,0,2,0.15,1,1,0,0,0,0
1389,Achraf Lazaar\Achraf-Lazaar,ma MAR,DFMF,Benevento,it Serie A,25,1992,5.3,7,1.32,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1390,Valentino Lazaro\Valentino-Lazaro,at AUT,MFFW,Hertha BSC,de Bundesliga,21,1996,20.7,50,2.42,35,9,3,1,1,1,8,0.39,5,2,1,0,0,0
1391,Darko Lazović\Darko-Lazovic,rs SRB,MFDF,Genoa,it Serie A,26,1990,13.8,35,2.66,29,3,1,0,1,1,4,0.30,3,1,0,0,0,0
1392,Manuel Lazzari\Manuel-Lazzari,it ITA,DFMF,SPAL,it Serie A,23,1993,34.6,70,2.02,48,2,8,2,7,2,4,0.12,2,0,1,0,0,0
1393,Mickaël Le Bihan\Mickael-Le-Bihan,fr FRA,FWMF,Nice,fr Ligue 1,27,1990,1.2,4,3.60,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
1394,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Nice,fr Ligue 1,27,1989,28.2,29,1.03,26,2,1,0,0,0,4,0.14,4,0,0,0,0,0
1395,James Lea Siliki\James-Lea-Siliki,fr FRA,MF,Rennes,fr Ligue 1,21,1996,20.9,51,2.54,26,3,1,6,15,0,4,0.20,2,0,0,1,1,0
1396,Mathew Leckie\Mathew-Leckie,au AUS,FWMF,Hertha BSC,de Bundesliga,26,1991,20.6,37,1.80,27,0,4,2,4,0,5,0.24,3,0,2,0,0,0
1397,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,26,1991,38.0,3,0.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1398,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MFFW,Nice,fr Ligue 1,24,1993,32.1,99,3.07,72,19,4,0,4,0,12,0.37,7,3,1,0,1,0
1399,Matthias Lehmann\Matthias-Lehmann,de GER,MF,Köln,de Bundesliga,34,1983,16.8,9,0.53,8,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1400,Lucas Leiva\Lucas-Leiva,br BRA,MF,Lazio,it Serie A,30,1987,32.0,75,2.33,67,2,2,1,2,1,9,0.28,7,0,0,1,1,0
1401,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,26,1991,23.4,13,0.56,11,0,0,1,0,1,3,0.13,3,0,0,0,0,0
1402,Iñigo Lekue\Inigo-Lekue,es ESP,DFFW,Athletic Club,es La Liga,24,1993,23.5,53,2.27,40,4,5,0,3,1,2,0.09,2,0,0,0,0,0
1403,Thomas Lemar\Thomas-Lemar,fr FRA,MFFW,Monaco,fr Ligue 1,21,1995,26.4,104,3.93,50,31,9,7,7,0,17,0.64,7,3,3,2,2,0
1404,Mario Lemina\Mario-Lemina,ga GAB,MF,Southampton,eng Premier League,23,1993,19.1,34,1.78,23,0,5,3,0,3,1,0.05,1,0,0,0,0,0
1405,Mauricio Lemos\Mauricio-Lemos,uy URU,DF,Sassuolo,it Serie A,21,1995,7.8,1,0.13,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1406,Mauricio Lemos\Mauricio-Lemos,uy URU,DFMF,Las Palmas,es La Liga,21,1995,14.0,6,0.43,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1407,Dylan Lempereur\Dylan-Lempereur,fr FRA,DF,Metz,fr Ligue 1,18,1998,1.6,1,0.64,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1408,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Sevilla,es La Liga,22,1995,33.3,13,0.39,11,0,0,2,0,0,1,0.03,1,0,0,0,0,0
1409,Aaron Lennon\Aaron-Lennon,eng ENG,MFFW,Burnley,eng Premier League,30,1987,12.4,20,1.61,13,0,2,4,1,0,3,0.24,2,0,0,1,0,0
1410,Aaron Lennon\Aaron-Lennon,eng ENG,FWMF,Everton,eng Premier League,30,1987,8.8,16,1.82,11,0,1,2,2,0,4,0.45,2,0,0,1,1,0
1411,Bernd Leno\Bernd-Leno,de GER,GK,Leverkusen,de Bundesliga,25,1992,33.0,6,0.18,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1412,Pedro León\Pedro-Leon,es ESP,FWMF,Eibar,es La Liga,30,1986,10.3,45,4.36,14,18,2,5,6,0,4,0.39,1,2,0,1,0,0
1413,Sergio León\Sergio-Leon,es ESP,FW,Betis,es La Liga,28,1989,21.9,38,1.73,19,1,8,3,6,1,5,0.23,2,0,0,2,0,1
1414,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,24,1993,36.5,66,1.81,50,0,0,1,12,3,3,0.08,3,0,0,0,0,0
1415,Mehdi Léris\Mehdi-Leris,fr FRA,MFFW,Chievo,it Serie A,19,1998,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1416,Jefferson Lerma\Jefferson-Lerma,co COL,MF,Levante,es La Liga,22,1994,23.7,38,1.60,30,0,0,2,3,3,1,0.04,1,0,0,0,0,0
1417,Maxime Lestienne\Maxime-Lestienne,be BEL,MFFW,Málaga,es La Liga,25,1992,7.4,14,1.88,7,5,1,0,1,0,1,0.13,1,0,0,0,0,0
1418,Alexandre Letellier\Alexandre-Letellier,fr FRA,GK,Angers,fr Ligue 1,26,1990,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1419,Gaetano Letizia\Gaetano-Letizia,it ITA,DF,Benevento,it Serie A,27,1990,23.8,48,2.01,32,7,3,2,3,1,3,0.13,2,0,0,1,0,0
1420,Timo Letschert\Timo-Letschert,nl NED,DF,Sassuolo,it Serie A,24,1993,4.6,1,0.22,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1421,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,28,1988,24.1,68,2.82,43,1,9,7,8,0,11,0.46,7,0,2,0,2,0
1422,Igor Lewczuk\Igor-Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,32,1985,4.9,7,1.45,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1423,Stephan Lichtsteiner\Stephan-Lichtsteiner,ch SUI,DF,Juventus,it Serie A,33,1984,18.9,20,1.05,19,0,0,0,1,0,4,0.21,4,0,0,0,0,0
1424,Dimitri Liénard\Dimitri-Lienard,fr FRA,MF,Strasbourg,fr Ligue 1,29,1988,28.9,109,3.76,48,52,4,0,3,2,11,0.38,5,5,1,0,0,0
1425,Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,de Bundesliga,21,1996,9.6,2,0.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1426,Lucas Lima\Lucas-Lima,br BRA,DFFW,Nantes,fr Ligue 1,25,1991,29.5,93,3.15,44,39,3,6,0,1,3,0.10,2,1,0,0,0,0
1427,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,eng Premier League,23,1994,14.3,4,0.28,4,0,0,0,0,0,1,0.07,1,0,0,0,0,0
1428,Karol Linetty\Karol-Linetty,pl POL,MF,Sampdoria,it Serie A,22,1995,23.8,61,2.57,50,1,3,3,3,1,8,0.34,6,0,1,1,0,0
1429,Jesse Lingard\Jesse-Lingard,eng ENG,MFFW,Manchester Utd,eng Premier League,24,1992,20.2,68,3.37,46,5,5,5,7,0,10,0.50,7,0,2,1,0,0
1430,Pol Lirola\Pol-Lirola,es ESP,DFMF,Sassuolo,it Serie A,19,1997,22.5,34,1.51,30,1,2,0,1,0,1,0.04,1,0,0,0,0,0
1431,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,eng Premier League,27,1989,29.7,39,1.31,31,2,0,1,1,4,4,0.13,4,0,0,0,0,0
1432,Raúl Lizoain\Raul-Lizoain,es ESP,GK,Las Palmas,es La Liga,26,1991,11.0,1,0.09,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1433,Adem Ljajić\Adem-Ljajic,rs SRB,MFFW,Torino,it Serie A,25,1991,24.1,122,5.10,77,32,7,4,2,0,19,0.79,12,5,1,1,0,0
1434,Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,es La Liga,23,1993,25.8,6,0.23,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1435,Fernando Llorente\Fernando-Llorente,es ESP,FWDF,Tottenham,eng Premier League,32,1985,2.6,6,2.27,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1436,Marcos Llorente\Marcos-Llorente,es ESP,MF,Real Madrid,es La Liga,22,1995,6.2,9,1.50,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0
1437,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,eng Premier League,30,1986,36.0,2,0.06,1,1,0,0,0,0,1,0.03,1,0,0,0,0,0
1438,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,Paris S-G,fr Ligue 1,21,1996,19.7,58,2.95,41,2,5,4,2,4,8,0.41,4,1,2,0,1,0
1439,Simone Lo Faso\Simone-Lo-Faso,it ITA,FW,Fiorentina,it Serie A,19,1998,0.4,3,7.94,1,0,2,0,0,0,0,0.00,0,0,0,0,0,0
1440,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Celta Vigo,es La Liga,22,1994,34.0,38,1.12,33,1,1,0,2,1,1,0.03,1,0,0,0,0,0
1441,Jürgen Locadia\Jurgen-Locadia,nl NED,FWMF,Brighton,eng Premier League,23,1993,2.5,5,2.01,3,0,0,0,2,0,1,0.40,1,0,0,0,0,0
1442,Manuel Locatelli\Manuel-Locatelli,it ITA,MF,Milan,it Serie A,19,1998,7.6,26,3.51,21,1,2,2,0,0,1,0.14,1,0,0,0,0,0
1443,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Crystal Palace,eng Premier League,21,1996,20.8,63,3.03,43,0,9,3,8,0,8,0.38,5,0,1,1,1,0
1444,Enzo Loiodice\Enzo-Loiodice,fr FRA,MF,Dijon,fr Ligue 1,16,2000,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1445,Joe Lolley\Joe-Lolley,eng ENG,MFFW,Huddersfield,eng Premier League,24,1992,2.5,3,1.22,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1446,David Lombán\David-Lomban,es ESP,DF,Eibar,es La Liga,30,1987,11.1,4,0.36,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1447,Cristiano Lombardi\Cristiano-Lombardi,it ITA,DFMF,Benevento,it Serie A,21,1995,12.4,23,1.86,15,1,3,1,1,2,3,0.24,2,0,1,0,0,0
1448,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,eng Premier League,26,1990,16.0,8,0.50,6,0,0,1,1,0,3,0.19,3,0,0,0,0,0
1449,Shane Long\Shane-Long,ie IRL,FW,Southampton,eng Premier League,30,1987,17.6,39,2.22,28,0,0,0,8,3,3,0.17,2,0,0,0,1,0
1450,Ademola Lookman\Ademola-Lookman,eng ENG,MFFW,Everton,eng Premier League,19,1997,1.8,3,1.70,2,0,0,0,1,0,1,0.57,1,0,0,0,0,0
1451,Ademola Lookman\Ademola-Lookman,eng ENG,MFFW,RB Leipzig,de Bundesliga,19,1997,6.4,32,5.01,20,2,6,1,3,0,6,0.94,3,0,2,1,0,0
1452,Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,fr Ligue 1,26,1990,34.0,4,0.12,2,2,0,0,0,0,1,0.03,0,1,0,0,0,0
1453,Rony Lopes\Rony-Lopes,pt POR,FWMF,Monaco,fr Ligue 1,21,1995,28.1,80,2.83,53,2,6,8,7,4,12,0.42,7,0,1,2,2,0
1454,Pedro López Muñoz\Pedro-Lopez-Munoz,es ESP,DF,Levante,es La Liga,33,1983,17.7,24,1.35,20,1,1,1,1,0,1,0.06,1,0,0,0,0,0
1455,Adrián López\Adrian-Lopez,es ESP,FWMF,La Coruña,es La Liga,29,1988,26.0,73,2.80,54,0,9,5,5,0,5,0.19,4,0,0,1,0,0
1456,Alberto López\Alberto-Lopez,es ESP,DF,Málaga,es La Liga,22,1995,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1457,Andoni López\Andoni-Lopez,es ESP,DF,Athletic Club,es La Liga,21,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1458,David López\David-Lopez,es ESP,DFMF,Espanyol,es La Liga,27,1989,37.0,20,0.54,19,0,0,0,0,1,3,0.08,3,0,0,0,0,0
1459,Diego López\Diego-Lopez,es ESP,GK,Espanyol,es La Liga,35,1981,10.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1460,Iván López\Ivan-Lopez,es ESP,DF,Levante,es La Liga,23,1993,1.9,4,2.06,2,1,1,0,0,0,0,0.00,0,0,0,0,0,0
1461,Javi López\Javi-Lopez,es ESP,DF,Espanyol,es La Liga,31,1986,10.7,13,1.21,12,0,0,0,0,1,1,0.09,1,0,0,0,0,0
1462,Lisandro López\Lisandro-Lopez,ar ARG,DF,Inter,it Serie A,27,1989,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1463,Maxi López\Maxi-Lopez,ar ARG,FW,Udinese,it Serie A,33,1984,18.7,42,2.24,32,0,3,3,4,0,5,0.27,2,0,1,1,1,0
1464,Maxime Lopez\Maxime-Lopez,fr FRA,MF,Marseille,fr Ligue 1,19,1997,15.3,70,4.59,59,6,0,2,1,2,4,0.26,4,0,0,0,0,0
1465,Pau López\Pau-Lopez,es ESP,GK,Espanyol,es La Liga,22,1994,27.5,5,0.18,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0
1466,Pedro López\Pedro-Lopez,es ESP,GK,Betis,es La Liga,22,1995,4.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1467,Víctor López\Victor-Lopez,es ESP,MFFW,Alavés,es La Liga,20,1997,0.7,3,4.43,2,1,0,0,0,0,1,1.48,1,0,0,0,0,0
1468,Jonas Lössl\Jonas-Lossl,dk DEN,GK,Huddersfield,eng Premier League,28,1989,38.0,5,0.13,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1469,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,eng Premier League,28,1989,23.6,19,0.80,15,0,0,4,0,0,2,0.08,2,0,0,0,0,0
1470,Chris Löwe\Chris-Lowe,de GER,DF,Huddersfield,eng Premier League,28,1989,17.6,16,0.91,7,4,1,1,1,2,2,0.11,1,1,0,0,0,0
1471,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,28,1989,25.5,25,0.98,18,4,0,0,2,1,5,0.20,4,1,0,0,0,0
1472,Anthony Lozano\Anthony-Lozano,hn HON,FWMF,Girona,es La Liga,24,1993,5.3,11,2.13,6,0,3,2,0,0,2,0.39,1,0,1,0,0,0
1473,Fabio Lucioni\Fabio-Lucioni,it ITA,DF,Benevento,it Serie A,29,1987,8.0,6,0.75,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0
1474,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,22,1995,32.4,67,2.07,57,0,4,2,3,1,9,0.28,5,0,0,1,2,1
1475,José Luis Morales\Jose-Luis-Morales,es ESP,MFFW,Levante,es La Liga,30,1987,33.9,109,3.20,63,6,24,6,8,2,20,0.59,9,1,5,1,4,0
1476,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,27,1990,22.0,11,0.50,7,1,0,0,0,3,0,0.00,0,0,0,0,0,0
1477,Filipe Luís\Filipe-Luis,br BRA,DF,Atlético Madrid,es La Liga,31,1985,18.4,30,1.63,29,0,0,0,1,0,5,0.27,5,0,0,0,0,0
1478,Luisinho\Luisinho,pt POR,DF,La Coruña,es La Liga,32,1985,29.1,36,1.24,29,1,0,2,4,0,3,0.10,3,0,0,0,0,0
1479,David Luiz\David-Luiz,br BRA,DFMF,Chelsea,eng Premier League,30,1987,9.3,7,0.75,5,0,0,0,1,1,4,0.43,2,0,0,0,1,1
1480,Douglas Luiz\Douglas-Luiz,br BRA,MFFW,Girona,es La Liga,19,1998,3.6,12,3.66,6,2,0,2,2,0,1,0.31,0,0,0,1,0,0
1481,Everton Luiz\Everton-Luiz,br BRA,MF,SPAL,it Serie A,29,1988,7.1,6,0.84,6,0,0,0,0,0,1,0.14,1,0,0,0,0,0
1482,Jordan Lukaku\Jordan-Lukaku,be BEL,DFMF,Lazio,it Serie A,23,1994,15.1,41,2.75,35,1,2,1,2,0,8,0.54,6,0,2,0,0,0
1483,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Manchester Utd,eng Premier League,24,1993,31.9,75,2.35,55,0,4,13,3,0,16,0.50,11,0,2,2,1,0
1484,Lars Lukas Mai\Lars-Lukas-Mai,de GER,DF,Bayern Munich,de Bundesliga,17,2000,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1485,Dodi Lukebakio\Dodi-Lukebakio,be BEL,MF,Watford,eng Premier League,19,1997,0.2,1,5.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1486,Saša Lukić\Sasa-Lukic,rs SRB,MF,Levante,es La Liga,20,1996,11.0,15,1.36,14,0,0,0,0,1,2,0.18,2,0,0,0,0,0
1487,Senad Lulić\Senad-Lulic,ba BIH,DFMF,Lazio,it Serie A,31,1986,27.0,78,2.88,59,4,3,6,4,2,16,0.59,12,1,0,2,1,0
1488,Levi Lumeka\Levi-Lumeka,eng ENG,FW,Crystal Palace,eng Premier League,18,1998,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1489,Antonio Luna\Antonio-Luna,es ESP,DF,Levante,es La Liga,26,1991,22.5,29,1.29,23,4,1,0,0,1,2,0.09,2,0,0,0,0,0
1490,Arnaud Lusamba\Arnaud-Lusamba,fr FRA,MF,Nice,fr Ligue 1,20,1997,1.8,6,3.38,4,0,0,0,2,0,0,0.00,0,0,0,0,0,0
1491,Fabian Lustenberger\Fabian-Lustenberger,ch SUI,MFDF,Hertha BSC,de Bundesliga,29,1988,17.6,18,1.02,16,0,0,0,2,0,1,0.06,1,0,0,0,0,0
1492,Andreas Luthe\Andreas-Luthe,de GER,GK,Augsburg,de Bundesliga,30,1987,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1493,Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,20,1997,3.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1494,Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,23,1993,7.6,3,0.39,2,0,0,1,0,0,2,0.26,1,0,0,1,0,0
1495,Cheikh M'Bengue\Cheikh-MBengue,sn SEN,DF,Saint-Étienne,fr Ligue 1,29,1988,5.4,6,1.10,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0
1496,Raïs M'Bolhi\Rais-MBolhi,dz ALG,GK,Rennes,fr Ligue 1,31,1986,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1497,Yann M'Vila\Yann-MVila,fr FRA,MF,Saint-Étienne,fr Ligue 1,27,1990,16.4,14,0.85,14,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1498,Zinédine Machach\Zinedine-Machach,fr FRA,FWMF,Toulouse,fr Ligue 1,21,1996,2.1,4,1.87,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0
1499,Pablo Maffeo\Pablo-Maffeo,es ESP,MFDF,Girona,es La Liga,20,1997,29.4,63,2.14,40,3,4,2,10,4,7,0.24,3,0,0,1,3,0
1500,Christian Maggio\Christian-Maggio,it ITA,DF,Napoli,it Serie A,35,1982,7.1,6,0.85,4,1,0,0,1,0,0,0.00,0,0,0,0,0,0
1501,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,32,1984,27.7,64,2.30,50,12,0,0,2,0,1,0.04,1,0,0,0,0,0
1502,Harry Maguire\Harry-Maguire,eng ENG,DF,Leicester City,eng Premier League,24,1993,38.0,33,0.87,23,0,2,5,2,1,5,0.13,5,0,0,0,0,0
1503,Hicham Mahou\Hicham-Mahou,fr FRA,FWMF,Nice,fr Ligue 1,18,1999,0.6,1,1.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1504,Riyad Mahrez\Riyad-Mahrez,dz ALG,MFFW,Leicester City,eng Premier League,26,1991,32.8,123,3.75,71,25,17,6,3,1,21,0.64,12,5,2,2,0,0
1505,Thiago Maia\Thiago-Maia,br BRA,MFDF,Lille,fr Ligue 1,20,1997,27.4,46,1.68,40,0,1,2,2,1,3,0.11,3,0,0,0,0,0
1506,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,18,1999,13.6,21,1.54,15,2,0,1,2,1,2,0.15,1,0,0,1,0,0
1507,Sebastian Maier\Sebastian-Maier,de GER,MF,Hannover 96,de Bundesliga,23,1993,2.9,5,1.74,2,2,1,0,0,0,0,0.00,0,0,0,0,0,0
