Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog
1387,Diego Laxalt\Diego-Laxalt,uy URU,DFMF,Genoa,it Serie A,24,1993,31.2,1694,59,448,737,672,74,1480,49,87,56.3,57,4,1116,7224,4728,207,74,9,56,49,1120,979,87.4,110
1388,Miguel Layún\Miguel-Layun,mx MEX,DF,Sevilla,es La Liga,29,1988,13.2,795,50,237,320,281,19,689,9,11,81.8,11,0,482,2247,1188,59,20,7,11,7,480,445,92.7,51
1389,Achraf Lazaar\Achraf-Lazaar,ma MAR,DFMF,Benevento,it Serie A,25,1992,5.3,253,15,66,111,99,8,233,15,31,48.4,17,0,181,665,376,18,8,1,5,16,187,159,85.0,16
1390,Valentino Lazaro\Valentino-Lazaro,at AUT,MFFW,Hertha BSC,de Bundesliga,21,1996,20.7,931,40,148,416,424,42,845,30,58,51.7,35,1,622,2660,1314,61,26,10,36,44,771,575,74.6,113
1391,Darko Lazović\Darko-Lazovic,rs SRB,MFDF,Genoa,it Serie A,26,1990,13.8,780,24,154,341,360,43,690,16,29,55.2,16,1,536,3344,2228,108,42,15,23,13,560,497,88.8,57
1392,Manuel Lazzari\Manuel-Lazzari,it ITA,DFMF,SPAL,it Serie A,23,1993,34.6,2009,98,510,935,794,50,1708,80,141,56.7,89,1,1392,9792,6719,284,109,23,57,84,1377,1248,90.6,94
1393,Mickaël Le Bihan\Mickael-Le-Bihan,fr FRA,FWMF,Nice,fr Ligue 1,27,1990,1.2,65,0,5,35,28,7,65,3,5,60.0,3,0,55,190,84,5,1,1,5,4,74,58,78.4,21
1394,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Nice,fr Ligue 1,27,1989,28.2,2186,188,998,1082,262,11,2077,15,23,65.2,15,0,1428,7459,4658,151,37,0,9,15,1496,1451,97.0,27
1395,James Lea Siliki\James-Lea-Siliki,fr FRA,MF,Rennes,fr Ligue 1,21,1996,20.9,988,18,158,574,346,40,962,13,34,38.2,13,2,679,4111,2374,125,45,5,36,33,767,661,86.2,81
1396,Mathew Leckie\Mathew-Leckie,au AUS,FWMF,Hertha BSC,de Bundesliga,26,1991,20.6,1079,35,178,545,423,64,1066,35,63,55.6,38,2,735,3842,1859,98,30,8,53,39,1019,734,72.0,200
1397,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,26,1991,38.0,1087,951,1082,7,0,0,847,1,1,100.0,1,0,560,3871,2058,0,0,0,0,0,408,405,99.3,0
1398,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MFFW,Nice,fr Ligue 1,24,1993,32.1,1997,63,433,979,752,96,1921,26,42,61.9,29,0,1402,8721,4241,209,68,21,50,33,1608,1416,88.1,204
1399,Matthias Lehmann\Matthias-Lehmann,de GER,MF,Köln,de Bundesliga,34,1983,16.8,935,47,279,619,91,2,909,1,3,33.3,1,0,598,2728,1292,37,6,0,5,3,606,581,95.9,11
1400,Lucas Leiva\Lucas-Leiva,br BRA,MF,Lazio,it Serie A,30,1987,32.0,2475,93,661,1587,369,38,2435,35,40,87.5,35,3,1629,7462,3820,130,31,4,14,27,1727,1641,95.0,53
1401,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,26,1991,23.4,1335,186,826,536,55,21,1307,6,7,85.7,6,0,718,4722,2323,54,8,0,5,4,674,655,97.2,12
1402,Iñigo Lekue\Inigo-Lekue,es ESP,DFFW,Athletic Club,es La Liga,24,1993,23.5,1408,60,333,705,495,26,1262,43,74,58.1,47,5,924,5882,3129,167,54,9,29,17,914,801,87.6,45
1403,Thomas Lemar\Thomas-Lemar,fr FRA,MFFW,Monaco,fr Ligue 1,21,1995,26.4,1584,15,150,823,786,54,1421,62,96,64.6,67,2,1196,8022,4309,225,98,8,41,53,1350,1130,83.7,145
1404,Mario Lemina\Mario-Lemina,ga GAB,MF,Southampton,eng Premier League,23,1993,19.1,1220,55,341,728,275,15,1211,40,54,74.1,45,2,929,6239,3181,113,35,3,16,23,849,807,95.1,39
1405,Mauricio Lemos\Mauricio-Lemos,uy URU,DF,Sassuolo,it Serie A,21,1995,7.8,342,46,179,152,27,7,302,1,3,33.3,2,0,168,698,349,5,1,0,1,2,154,146,94.8,4
1406,Mauricio Lemos\Mauricio-Lemos,uy URU,DFMF,Las Palmas,es La Liga,21,1995,14.0,933,118,545,411,30,8,909,6,8,75.0,6,1,689,3350,1826,29,1,0,4,4,638,627,98.3,5
1407,Dylan Lempereur\Dylan-Lempereur,fr FRA,DF,Metz,fr Ligue 1,18,1998,1.6,65,9,22,25,18,0,49,1,1,100.0,1,0,22,98,36,2,0,0,0,0,25,23,92.0,1
1408,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Sevilla,es La Liga,22,1995,33.3,1944,260,1150,852,43,26,1926,9,9,100.0,9,0,1325,6736,3403,60,4,0,3,7,1261,1246,98.8,22
1409,Aaron Lennon\Aaron-Lennon,eng ENG,MFFW,Burnley,eng Premier League,30,1987,12.4,414,18,70,148,220,35,413,15,24,62.5,17,1,296,1651,933,55,11,11,10,16,323,263,81.4,47
1410,Aaron Lennon\Aaron-Lennon,eng ENG,FWMF,Everton,eng Premier League,30,1987,8.8,314,6,60,136,138,22,302,6,17,35.3,7,1,200,945,586,30,4,8,9,17,270,192,71.1,32
1411,Bernd Leno\Bernd-Leno,de GER,GK,Leverkusen,de Bundesliga,25,1992,33.0,1274,1107,1266,13,1,0,981,0,0,,0,0,779,4545,2007,0,0,0,0,0,679,678,99.9,0
1412,Pedro León\Pedro-Leon,es ESP,FWMF,Eibar,es La Liga,30,1986,10.3,558,9,54,160,387,34,459,14,26,53.8,16,1,341,1693,988,54,25,4,15,16,447,323,72.3,66
1413,Sergio León\Sergio-Leon,es ESP,FW,Betis,es La Liga,28,1989,21.9,606,4,49,299,293,97,564,21,47,44.7,30,5,431,1859,1024,48,11,20,47,33,749,428,57.1,188
1414,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,24,1993,36.5,2000,62,500,1107,510,81,1978,9,14,64.3,9,0,1217,5933,2657,94,37,2,32,23,1443,1261,87.4,160
1415,Mehdi Léris\Mehdi-Leris,fr FRA,MFFW,Chievo,it Serie A,19,1998,0.5,21,1,7,6,9,1,21,2,3,66.7,2,0,19,75,10,1,0,0,1,2,15,13,86.7,3
1416,Jefferson Lerma\Jefferson-Lerma,co COL,MF,Levante,es La Liga,22,1994,23.7,1331,82,403,804,204,21,1323,11,16,68.8,11,1,859,4165,1852,62,25,1,17,8,816,764,93.6,40
1417,Maxime Lestienne\Maxime-Lestienne,be BEL,MFFW,Málaga,es La Liga,25,1992,7.4,298,7,60,123,142,28,281,7,13,53.8,8,1,237,1297,705,37,10,8,16,9,247,203,82.2,35
1418,Alexandre Letellier\Alexandre-Letellier,fr FRA,GK,Angers,fr Ligue 1,26,1990,13.0,304,269,303,2,0,0,211,0,0,,0,0,141,852,515,0,0,0,0,0,94,94,100.0,0
1419,Gaetano Letizia\Gaetano-Letizia,it ITA,DF,Benevento,it Serie A,27,1990,23.8,1541,82,526,764,426,22,1343,46,64,71.9,48,1,1050,6856,4598,156,57,10,32,33,990,898,90.7,52
1420,Timo Letschert\Timo-Letschert,nl NED,DF,Sassuolo,it Serie A,24,1993,4.6,267,31,130,132,18,1,237,1,1,100.0,1,0,137,751,425,13,2,0,2,3,132,129,97.7,1
1421,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,28,1988,24.1,926,11,27,363,603,224,905,30,51,58.8,33,2,734,3230,1486,93,34,22,61,44,1241,783,63.1,317
1422,Igor Lewczuk\Igor-Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,32,1985,4.9,227,18,96,92,49,3,210,0,0,,0,0,108,563,237,10,2,0,1,2,131,126,96.2,2
1423,Stephan Lichtsteiner\Stephan-Lichtsteiner,ch SUI,DF,Juventus,it Serie A,33,1984,18.9,1385,35,409,771,300,17,1228,7,15,46.7,10,0,972,4815,2562,97,37,5,15,10,1017,957,94.1,25
1424,Dimitri Liénard\Dimitri-Lienard,fr FRA,MF,Strasbourg,fr Ligue 1,29,1988,28.9,2018,45,447,1031,710,30,1766,34,46,73.9,36,1,1325,7858,3940,191,62,6,42,36,1310,1198,91.5,107
1425,Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,de Bundesliga,21,1996,9.6,504,83,314,198,8,3,497,2,2,100.0,2,0,302,1613,731,15,2,0,1,3,284,281,98.9,3
1426,Lucas Lima\Lucas-Lima,br BRA,DFFW,Nantes,fr Ligue 1,25,1991,29.5,1884,95,529,738,730,26,1538,26,59,44.1,32,1,1054,5245,2984,131,44,5,48,38,1097,938,85.5,80
1427,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,eng Premier League,23,1994,14.3,880,79,457,418,62,0,853,3,4,75.0,3,0,583,3603,1923,55,14,0,3,2,569,561,98.6,3
1428,Karol Linetty\Karol-Linetty,pl POL,MF,Sampdoria,it Serie A,22,1995,23.8,1352,28,232,801,427,52,1330,33,56,58.9,35,1,951,4476,2736,135,58,13,34,51,1003,900,89.7,110
1429,Jesse Lingard\Jesse-Lingard,eng ENG,MFFW,Manchester Utd,eng Premier League,24,1992,20.2,1237,16,133,621,591,91,1181,20,40,50.0,22,1,893,5331,2810,144,55,16,43,29,1199,955,79.6,187
1430,Pol Lirola\Pol-Lirola,es ESP,DFMF,Sassuolo,it Serie A,19,1997,22.5,1156,92,405,503,336,22,998,29,47,61.7,31,0,696,4388,2878,109,28,5,25,22,730,629,86.2,54
1431,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,eng Premier League,27,1989,29.7,1358,48,291,829,306,38,1340,23,31,74.2,23,1,957,4690,2093,94,14,0,19,20,954,847,88.8,76
1432,Raúl Lizoain\Raul-Lizoain,es ESP,GK,Las Palmas,es La Liga,26,1991,11.0,318,291,318,0,0,0,273,0,0,,0,0,194,699,383,0,0,0,0,1,153,153,100.0,0
1433,Adem Ljajić\Adem-Ljajic,rs SRB,MFFW,Torino,it Serie A,25,1991,24.1,1516,14,137,704,831,74,1362,48,75,64.0,52,5,1126,6843,4080,233,98,17,46,37,1339,1135,84.8,156
1434,Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,es La Liga,23,1993,25.8,1746,160,885,929,70,25,1726,11,12,91.7,11,0,1229,8001,4784,113,15,0,6,6,1171,1154,98.5,22
1435,Fernando Llorente\Fernando-Llorente,es ESP,FWDF,Tottenham,eng Premier League,32,1985,2.6,122,5,9,44,71,15,122,0,2,0.0,0,0,53,135,46,3,1,1,10,3,143,93,65.0,46
1436,Marcos Llorente\Marcos-Llorente,es ESP,MF,Real Madrid,es La Liga,22,1995,6.2,463,16,127,286,79,1,460,3,3,100.0,3,0,375,2341,826,29,10,1,1,4,348,342,98.3,4
1437,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,eng Premier League,30,1986,36.0,1133,990,1132,2,0,0,981,1,1,100.0,1,0,635,2944,1427,0,0,0,0,0,585,584,99.8,0
1438,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,Paris S-G,fr Ligue 1,21,1996,19.7,1806,41,383,1097,490,36,1780,31,48,64.6,31,3,1453,9867,5375,203,56,4,23,27,1472,1393,94.6,93
1439,Simone Lo Faso\Simone-Lo-Faso,it ITA,FW,Fiorentina,it Serie A,19,1998,0.4,43,0,2,19,25,0,43,4,7,57.1,5,1,39,124,57,5,1,0,1,2,42,37,88.1,7
1440,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Celta Vigo,es La Liga,22,1994,34.0,2290,57,667,1494,324,11,2261,29,37,78.4,30,1,1802,10005,4487,114,40,1,20,25,1700,1630,95.9,39
1441,Jürgen Locadia\Jurgen-Locadia,nl NED,FWMF,Brighton,eng Premier League,23,1993,2.5,72,1,8,37,30,12,71,1,1,100.0,1,0,46,245,136,5,0,2,4,3,71,52,73.2,15
1442,Manuel Locatelli\Manuel-Locatelli,it ITA,MF,Milan,it Serie A,19,1998,7.6,629,23,136,378,148,4,617,5,6,83.3,5,0,483,1917,1037,37,16,0,9,4,494,464,93.9,21
1443,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Crystal Palace,eng Premier League,21,1996,20.8,1017,32,198,488,474,80,1009,55,89,61.8,60,4,826,5825,3627,154,63,21,42,44,915,711,77.7,134
1444,Enzo Loiodice\Enzo-Loiodice,fr FRA,MF,Dijon,fr Ligue 1,16,2000,1.9,115,0,20,87,16,1,115,1,2,50.0,1,0,91,443,236,9,2,0,1,2,93,87,93.5,10
1445,Joe Lolley\Joe-Lolley,eng ENG,MFFW,Huddersfield,eng Premier League,24,1992,2.5,106,0,15,59,46,5,105,2,5,40.0,3,0,80,488,284,16,6,3,6,12,79,71,89.9,19
1446,David Lombán\David-Lomban,es ESP,DF,Eibar,es La Liga,30,1987,11.1,552,57,251,309,15,6,543,1,1,100.0,1,0,287,1464,566,9,0,0,1,0,273,266,97.4,6
1447,Cristiano Lombardi\Cristiano-Lombardi,it ITA,DFMF,Benevento,it Serie A,21,1995,12.4,514,21,134,235,185,35,476,15,25,60.0,17,0,327,2064,1183,54,15,7,27,19,405,318,78.5,56
1448,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,eng Premier League,26,1990,16.0,776,119,497,275,33,22,774,1,2,50.0,1,0,303,1565,624,10,2,0,3,0,347,327,94.2,19
1449,Shane Long\Shane-Long,ie IRL,FW,Southampton,eng Premier League,30,1987,17.6,635,27,61,235,367,86,616,6,12,50.0,6,1,347,1537,616,32,13,7,46,25,829,432,52.1,177
1450,Ademola Lookman\Ademola-Lookman,eng ENG,MFFW,Everton,eng Premier League,19,1997,1.8,81,1,13,36,37,6,81,4,9,44.4,5,1,61,378,170,11,2,3,5,6,68,54,79.4,6
1451,Ademola Lookman\Ademola-Lookman,eng ENG,MFFW,RB Leipzig,de Bundesliga,19,1997,6.4,312,6,37,169,141,30,299,19,31,61.3,20,0,270,1667,1000,57,17,7,16,11,268,222,82.8,43
1452,Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,fr Ligue 1,26,1990,34.0,976,840,967,10,0,0,799,0,0,,0,0,479,2213,1221,0,0,0,0,0,445,445,100.0,0
1453,Rony Lopes\Rony-Lopes,pt POR,FWMF,Monaco,fr Ligue 1,21,1995,28.1,1220,11,152,450,729,136,1197,46,82,56.1,57,5,920,6047,3686,183,51,42,78,51,1185,878,74.1,251
1454,Pedro López Muñoz\Pedro-Lopez-Munoz,es ESP,DF,Levante,es La Liga,33,1983,17.7,951,62,324,385,284,7,783,5,15,33.3,7,0,532,2260,1133,47,14,1,8,11,514,455,88.5,24
1455,Adrián López\Adrian-Lopez,es ESP,FWMF,La Coruña,es La Liga,29,1988,26.0,1245,48,178,549,606,143,1238,43,72,59.7,47,1,891,5048,2922,145,43,31,49,52,1206,926,76.8,251
1456,Alberto López\Alberto-Lopez,es ESP,DF,Málaga,es La Liga,22,1995,0.5,28,1,8,16,5,0,22,0,0,,0,0,12,44,15,1,0,0,1,1,10,9,90.0,0
1457,Andoni López\Andoni-Lopez,es ESP,DF,Athletic Club,es La Liga,21,1996,1.0,52,1,18,21,19,1,44,1,1,100.0,1,0,26,119,48,2,1,0,3,0,36,29,80.6,3
1458,David López\David-Lopez,es ESP,DFMF,Espanyol,es La Liga,27,1989,37.0,2228,253,1231,1050,92,23,2167,7,12,58.3,9,0,1434,8601,4341,93,16,1,7,9,1342,1308,97.5,17
1459,Diego López\Diego-Lopez,es ESP,GK,Espanyol,es La Liga,35,1981,10.5,249,232,249,0,0,0,169,0,0,,0,0,109,685,405,0,0,0,0,0,72,72,100.0,0
1460,Iván López\Ivan-Lopez,es ESP,DF,Levante,es La Liga,23,1993,1.9,110,8,41,45,34,1,91,5,5,100.0,5,0,71,424,280,7,4,0,0,1,60,54,90.0,2
1461,Javi López\Javi-Lopez,es ESP,DF,Espanyol,es La Liga,31,1986,10.7,727,50,267,340,166,6,616,5,10,50.0,5,1,411,1937,1080,45,20,1,12,8,401,374,93.3,15
1462,Lisandro López\Lisandro-Lopez,ar ARG,DF,Inter,it Serie A,27,1989,0.5,33,3,18,17,0,0,33,0,0,,0,0,21,82,34,1,0,0,0,0,20,19,95.0,0
1463,Maxi López\Maxi-Lopez,ar ARG,FW,Udinese,it Serie A,33,1984,18.7,568,19,37,274,281,78,532,13,24,54.2,14,1,340,1253,436,30,9,6,57,42,730,422,57.8,214
1464,Maxime Lopez\Maxime-Lopez,fr FRA,MF,Marseille,fr Ligue 1,19,1997,15.3,1517,12,295,954,381,17,1467,4,11,36.4,5,0,1193,6209,3326,154,48,3,12,9,1295,1229,94.9,50
1465,Pau López\Pau-Lopez,es ESP,GK,Espanyol,es La Liga,22,1994,27.5,762,686,761,3,1,1,553,0,0,,0,0,362,2017,1257,1,1,1,0,0,249,249,100.0,0
1466,Pedro López\Pedro-Lopez,es ESP,GK,Betis,es La Liga,22,1995,4.6,159,153,159,0,0,0,135,0,0,,0,0,103,382,219,0,0,0,0,0,87,86,98.9,0
1467,Víctor López\Victor-Lopez,es ESP,MFFW,Alavés,es La Liga,20,1997,0.7,27,0,5,8,18,4,25,0,1,0.0,0,0,17,161,106,6,3,1,3,1,16,12,75.0,7
1468,Jonas Lössl\Jonas-Lossl,dk DEN,GK,Huddersfield,eng Premier League,28,1989,38.0,1370,1139,1348,22,7,0,1026,2,2,100.0,2,0,683,4235,2248,4,1,0,2,0,593,591,99.7,1
1469,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,eng Premier League,28,1989,23.6,2009,136,1018,1079,68,24,1987,1,1,100.0,1,0,1341,7697,4094,109,19,1,3,1,1404,1385,98.6,19
1470,Chris Löwe\Chris-Lowe,de GER,DF,Huddersfield,eng Premier League,28,1989,17.6,1035,68,389,449,260,3,865,3,6,50.0,3,0,530,3133,1521,58,26,0,10,9,559,527,94.3,18
1471,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,28,1989,25.5,1423,139,480,625,378,11,1187,11,18,61.1,13,0,662,2887,1402,61,31,2,9,9,649,619,95.4,27
1472,Anthony Lozano\Anthony-Lozano,hn HON,FWMF,Girona,es La Liga,24,1993,5.3,181,1,17,100,87,25,180,9,14,64.3,9,0,132,849,523,21,11,3,11,9,187,138,73.8,43
1473,Fabio Lucioni\Fabio-Lucioni,it ITA,DF,Benevento,it Serie A,29,1987,8.0,381,94,269,124,10,8,369,3,3,100.0,3,0,200,1146,666,2,1,0,1,0,204,202,99.0,7
1474,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,22,1995,32.4,1946,137,664,882,512,75,1787,38,58,65.5,39,1,1353,7020,3983,186,45,17,16,24,1263,1177,93.2,91
1475,José Luis Morales\Jose-Luis-Morales,es ESP,MFFW,Levante,es La Liga,30,1987,33.9,1442,34,211,608,780,167,1389,84,141,59.6,90,5,1214,7329,4486,188,67,48,70,104,1308,1005,76.8,269
1476,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,27,1990,22.0,1399,156,728,696,70,11,1339,5,8,62.5,5,0,836,5107,2518,48,12,0,5,11,826,817,98.9,11
1477,Filipe Luís\Filipe-Luis,br BRA,DF,Atlético Madrid,es La Liga,31,1985,18.4,1338,58,399,671,367,32,1203,24,38,63.2,26,3,915,4914,2796,141,46,5,19,16,892,841,94.3,41
1478,Luisinho\Luisinho,pt POR,DF,La Coruña,es La Liga,32,1985,29.1,1834,108,682,845,441,26,1615,29,41,70.7,32,0,1153,6165,3198,115,57,5,16,24,1108,1049,94.7,46
1479,David Luiz\David-Luiz,br BRA,DFMF,Chelsea,eng Premier League,30,1987,9.3,606,63,348,277,30,4,588,1,4,25.0,3,0,389,2826,1576,34,5,1,3,5,380,369,97.1,5
1480,Douglas Luiz\Douglas-Luiz,br BRA,MFFW,Girona,es La Liga,19,1998,3.6,186,2,27,110,63,10,179,2,3,66.7,2,0,139,1027,499,19,7,1,7,3,164,127,77.4,22
1481,Everton Luiz\Everton-Luiz,br BRA,MF,SPAL,it Serie A,29,1988,7.1,312,13,84,208,44,2,306,9,13,69.2,10,2,223,1180,587,16,6,0,12,6,204,188,92.2,8
1482,Jordan Lukaku\Jordan-Lukaku,be BEL,DFMF,Lazio,it Serie A,23,1994,15.1,924,22,210,368,424,39,822,45,76,59.2,51,2,694,3169,1977,97,28,16,30,28,731,622,85.1,78
1483,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Manchester Utd,eng Premier League,24,1993,31.9,1059,29,60,444,624,157,1033,37,54,68.5,39,0,657,2995,1507,80,23,28,71,52,1459,861,59.0,342
1484,Lars Lukas Mai\Lars-Lukas-Mai,de GER,DF,Bayern Munich,de Bundesliga,17,2000,2.0,124,13,77,53,0,0,123,0,0,,0,0,83,417,218,4,0,0,0,0,90,89,98.9,0
1485,Dodi Lukebakio\Dodi-Lukebakio,be BEL,MF,Watford,eng Premier League,19,1997,0.2,11,1,1,5,5,1,10,0,0,,0,0,7,30,17,1,0,0,1,0,8,6,75.0,2
1486,Saša Lukić\Sasa-Lukic,rs SRB,MF,Levante,es La Liga,20,1996,11.0,461,26,146,261,83,6,457,15,19,78.9,15,0,321,2038,1007,30,10,0,6,9,301,263,87.4,19
1487,Senad Lulić\Senad-Lulic,ba BIH,DFMF,Lazio,it Serie A,31,1986,27.0,1785,55,450,880,610,77,1624,56,84,66.7,58,4,1261,7925,4623,182,68,24,48,43,1317,1139,86.5,135
1488,Levi Lumeka\Levi-Lumeka,eng ENG,FW,Crystal Palace,eng Premier League,18,1998,0.3,15,0,1,9,6,1,15,1,2,50.0,1,0,15,84,32,1,0,0,1,1,16,13,81.3,4
1489,Antonio Luna\Antonio-Luna,es ESP,DF,Levante,es La Liga,26,1991,22.5,1141,104,442,487,285,22,959,17,21,81.0,17,1,679,3973,1948,94,35,4,12,14,633,571,90.2,56
1490,Arnaud Lusamba\Arnaud-Lusamba,fr FRA,MF,Nice,fr Ligue 1,20,1997,1.8,123,3,29,63,45,0,122,7,8,87.5,7,0,94,352,171,5,6,0,6,6,96,86,89.6,7
1491,Fabian Lustenberger\Fabian-Lustenberger,ch SUI,MFDF,Hertha BSC,de Bundesliga,29,1988,17.6,1072,87,397,640,82,7,1047,3,4,75.0,3,0,596,2077,855,27,5,1,3,4,611,578,94.6,8
1492,Andreas Luthe\Andreas-Luthe,de GER,GK,Augsburg,de Bundesliga,30,1987,2.0,87,80,87,1,0,0,70,0,0,,0,0,53,260,113,0,0,0,0,0,44,44,100.0,0
1493,Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,20,1997,3.5,208,40,128,94,1,1,199,5,6,83.3,5,0,119,936,615,8,0,0,3,0,125,122,97.6,1
1494,Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,23,1993,7.6,400,29,135,173,104,3,307,5,8,62.5,5,0,174,589,311,10,4,1,6,15,196,153,78.1,13
1495,Cheikh M'Bengue\Cheikh-MBengue,sn SEN,DF,Saint-Étienne,fr Ligue 1,29,1988,5.4,265,29,127,106,42,1,220,0,0,,0,0,121,517,204,5,0,0,0,3,129,117,90.7,5
1496,Raïs M'Bolhi\Rais-MBolhi,dz ALG,GK,Rennes,fr Ligue 1,31,1986,1.0,24,18,24,0,0,0,19,0,0,,0,0,10,70,47,0,0,0,0,0,6,6,100.0,0
1497,Yann M'Vila\Yann-MVila,fr FRA,MF,Saint-Étienne,fr Ligue 1,27,1990,16.4,1420,71,471,925,134,3,1403,5,8,62.5,5,0,1036,5760,2406,72,13,0,5,6,1069,1050,98.2,17
1498,Zinédine Machach\Zinedine-Machach,fr FRA,FWMF,Toulouse,fr Ligue 1,21,1996,2.1,84,2,19,35,37,6,83,6,10,60.0,8,1,58,343,182,8,2,1,5,6,73,48,65.8,16
1499,Pablo Maffeo\Pablo-Maffeo,es ESP,MFDF,Girona,es La Liga,20,1997,29.4,1544,72,365,691,568,49,1339,42,65,64.6,49,0,930,4575,2168,110,31,7,40,39,902,787,87.3,114
1500,Christian Maggio\Christian-Maggio,it ITA,DF,Napoli,it Serie A,35,1982,7.1,544,18,137,294,136,4,447,4,10,40.0,4,1,296,1072,590,26,10,0,3,4,334,304,91.0,11
1501,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,32,1984,27.7,1936,117,453,1204,371,7,1791,10,17,58.8,11,2,1170,4927,2252,76,19,0,7,28,1151,1090,94.7,43
1502,Harry Maguire\Harry-Maguire,eng ENG,DF,Leicester City,eng Premier League,24,1993,38.0,2156,246,1135,999,249,90,2119,24,32,75.0,28,0,1230,10166,5593,139,43,4,22,19,1161,1114,96.0,62
1503,Hicham Mahou\Hicham-Mahou,fr FRA,FWMF,Nice,fr Ligue 1,18,1999,0.6,33,0,3,15,19,4,32,0,0,,0,0,29,334,253,13,3,4,4,1,31,24,77.4,1
1504,Riyad Mahrez\Riyad-Mahrez,dz ALG,MFFW,Leicester City,eng Premier League,26,1991,32.8,1879,21,208,941,909,126,1680,72,132,54.5,86,3,1334,8588,4690,221,65,37,83,87,1585,1279,80.7,193
1505,Thiago Maia\Thiago-Maia,br BRA,MFDF,Lille,fr Ligue 1,20,1997,27.4,1979,74,573,1207,335,16,1935,33,46,71.7,35,1,1457,8034,3734,133,38,3,28,35,1410,1325,94.0,57
1506,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,18,1999,13.6,794,27,189,495,152,11,779,6,10,60.0,7,0,536,2800,1374,52,18,4,11,16,523,476,91.0,24
1507,Sebastian Maier\Sebastian-Maier,de GER,MF,Hannover 96,de Bundesliga,23,1993,2.9,179,2,33,94,60,3,161,2,6,33.3,3,0,97,540,332,14,4,1,4,4,107,88,82.2,12
1508,Domenico Maietta\Domenico-Maietta,it ITA,DF,Bologna,it Serie A,34,1982,5.2,278,25,148,138,11,1,267,3,3,100.0,3,0,190,783,488,12,4,0,1,1,186,183,98.4,0
1509,Habib Maïga\Habib-Maiga,ci CIV,MFDF,Saint-Étienne,fr Ligue 1,21,1996,7.9,472,16,164,238,116,7,454,15,20,75.0,16,1,324,2266,1152,41,14,3,12,13,303,277,91.4,18
1510,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,21,1995,33.7,1052,912,1049,7,1,0,881,10,10,100.0,10,0,588,3139,1876,0,0,0,0,1,473,472,99.8,0
1511,Linton Maina\Linton-Maina,de GER,MF,Hannover 96,de Bundesliga,18,1999,0.1,24,0,1,12,17,5,24,3,3,100.0,3,1,22,221,180,8,6,1,2,1,25,21,84.0,7
1512,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DFMF,Arsenal,eng Premier League,19,1997,10.2,737,34,249,288,240,21,680,19,24,79.2,20,0,487,2130,1077,57,15,6,20,16,507,471,92.9,22
1513,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,FWMF,Nice,fr Ligue 1,19,1998,2.7,145,3,19,82,59,7,145,11,18,61.1,12,0,136,757,403,24,4,0,6,10,135,119,88.1,13
1514,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MFFW,Valencia,es La Liga,22,1995,6.2,327,16,75,184,88,13,326,5,9,55.6,8,2,224,1111,644,22,6,1,7,4,235,205,87.2,23
