Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog
577,Bryan Cristante\Bryan-Cristante,it ITA,MFFW,Atalanta,it Serie A,22,1995,31.4,2017,49,276,1086,764,146,1992,61,78,78.2,62,2,1510,6749,2920,146,45,6,66,72,1738,1483,85.3,289
578,Sebastián Cristóforo\Sebastian-Cristoforo,uy URU,MF,Fiorentina,it Serie A,23,1993,3.0,250,14,71,148,42,2,243,2,4,50.0,2,0,169,599,257,13,1,1,5,6,164,154,93.9,6
579,Enzo Crivelli\Enzo-Crivelli,fr FRA,FW,Angers,fr Ligue 1,22,1995,11.4,382,5,28,188,182,36,373,5,13,38.5,6,0,213,571,156,9,4,2,36,17,509,288,56.6,102
580,Enzo Crivelli\Enzo-Crivelli,fr FRA,FW,Caen,fr Ligue 1,22,1995,8.1,213,2,9,104,109,27,206,4,6,66.7,4,0,119,407,79,6,2,0,23,11,315,149,47.3,65
581,Giovanni Crociata\Giovanni-Crociata,it ITA,FWMF,Crotone,it Serie A,19,1997,3.2,146,3,18,72,67,9,138,5,9,55.6,5,1,102,447,242,12,5,2,10,3,129,95,73.6,30
582,Luca Crosta\Luca-Crosta,it ITA,GK,Cagliari,it Serie A,19,1998,1.0,26,23,26,0,0,0,14,0,0,,0,0,5,24,9,0,0,0,0,0,7,7,100.0,0
583,Peter Crouch\Peter-Crouch,eng ENG,FW,Stoke City,eng Premier League,36,1981,17.4,782,30,66,378,373,88,773,6,15,40.0,9,0,300,933,270,14,8,2,33,18,984,597,60.7,172
584,Juan Cuadrado\Juan-Cuadrado,co COL,FWMF,Juventus,it Serie A,29,1988,15.0,1041,14,154,547,418,50,1024,39,55,70.9,40,2,876,4171,2684,135,40,12,33,23,954,826,86.6,101
585,Iván Cuéllar\Ivan-Cuellar,es ESP,GK,Leganés,es La Liga,33,1984,35.0,1120,919,1113,9,0,0,786,0,0,,0,0,525,3791,1872,0,0,0,0,0,381,380,99.7,0
586,Mickaël Cuisance\Mickael-Cuisance,fr FRA,MFFW,M'Gladbach,de Bundesliga,17,1999,13.4,876,15,132,504,317,22,835,39,52,75.0,43,1,665,3548,1649,83,26,4,33,38,716,612,85.5,87
587,Josh Cullen\Josh-Cullen,ie IRL,FWMF,West Ham,eng Premier League,21,1996,0.1,6,1,2,1,4,0,5,1,1,100.0,1,0,4,10,0,0,1,0,0,0,2,2,100.0,0
588,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Milan,it Serie A,19,1998,16.7,500,10,33,227,266,99,477,9,13,69.2,9,0,342,1276,489,25,11,9,50,32,666,370,55.6,129
589,Wylan Cyprien\Wylan-Cyprien,fr FRA,MF,Nice,fr Ligue 1,22,1995,10.5,930,25,317,506,172,9,879,8,13,61.5,8,1,694,2630,1281,32,8,1,12,12,736,703,95.5,20
590,Marco D'Alessandro\Marco-DAlessandro,it ITA,MFFW,Benevento,it Serie A,26,1991,11.6,447,10,96,204,210,43,442,41,67,61.2,43,0,389,2948,2061,85,29,19,19,21,395,300,75.9,60
591,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,Inter,it Serie A,28,1988,33.1,2397,110,742,1195,580,51,2111,25,49,51.0,31,1,1546,6204,3358,114,52,4,23,19,1591,1511,95.0,69
592,Damien Da Silva\Damien-Da-Silva,fr FRA,DF,Caen,fr Ligue 1,29,1988,31.5,1680,213,1061,666,50,28,1643,9,10,90.0,9,0,898,6105,2708,49,4,0,4,3,870,833,95.7,22
593,Kouadio-Yves Dabila\Kouadio-Yves-Dabila,ci CIV,DF,Lille,fr Ligue 1,20,1997,10.5,593,53,303,256,64,3,573,3,5,60.0,4,0,393,1913,944,22,8,1,2,3,378,372,98.4,3
594,Bryan Dabo\Bryan-Dabo,bf BFA,MFFW,Saint-Étienne,fr Ligue 1,25,1992,14.3,805,26,179,447,239,30,782,28,42,66.7,30,3,548,3114,1562,62,23,6,38,17,637,539,84.6,63
595,Bryan Dabo\Bryan-Dabo,bf BFA,MF,Fiorentina,it Serie A,25,1992,6.6,404,28,114,237,84,9,393,10,12,83.3,10,0,271,1412,674,18,10,2,8,5,270,241,89.3,15
596,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,Dortmund,de Bundesliga,21,1996,12.7,824,30,137,501,253,31,816,18,24,75.0,18,0,635,3694,2034,90,30,6,10,20,670,597,89.1,63
597,Dario Dainelli\Dario-Dainelli,it ITA,DF,Chievo,it Serie A,38,1979,16.7,824,159,518,347,16,8,793,5,7,71.4,5,0,431,3044,1863,24,1,0,0,6,405,400,98.8,4
598,Felipe dal Belo\Felipe-dal-Belo,br BRA,DF,SPAL,it Serie A,33,1984,28.6,1605,176,763,853,91,27,1514,15,16,93.8,15,2,966,4981,2990,101,22,2,6,2,956,933,97.6,16
599,Charlie Daniels\Charlie-Daniels,eng ENG,DFMF,Bournemouth,eng Premier League,30,1986,33.4,2279,130,767,948,733,44,1948,16,25,64.0,20,1,1318,8029,4989,204,92,12,30,22,1375,1284,93.4,95
600,Danilo\Danilo,br BRA,DF,Manchester City,eng Premier League,26,1991,15.0,1383,36,308,736,416,28,1287,7,9,77.8,7,0,951,4136,2427,128,33,4,12,9,1044,1025,98.2,29
601,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,eng Premier League,30,1987,15.9,727,102,408,312,60,30,715,6,6,100.0,6,0,375,2240,1256,29,6,0,4,2,391,368,94.1,28
602,Kevin Danso\Kevin-Danso,at AUT,DF,Augsburg,de Bundesliga,18,1998,12.3,699,75,397,283,61,11,639,9,13,69.2,11,0,373,2353,1267,23,1,0,5,5,341,329,96.5,11
603,Dante\Dante,br BRA,DF,Nice,fr Ligue 1,33,1983,32.4,2527,281,1558,1080,66,33,2498,8,11,72.7,8,0,1816,9546,4743,105,6,0,3,3,1836,1810,98.6,24
604,Romain Danzé\Romain-Danze,fr FRA,DF,Rennes,fr Ligue 1,31,1986,7.6,502,29,152,238,135,1,426,0,1,0.0,0,0,278,1063,568,24,9,0,3,4,311,287,92.3,7
605,Andrea Danzi\Andrea-Danzi,it ITA,MF,Hellas Verona,it Serie A,18,1999,4.4,216,12,64,145,22,0,210,2,2,100.0,2,0,153,689,356,9,3,0,3,3,164,156,95.1,6
606,Stéphane Darbion\Stephane-Darbion,fr FRA,FWMF,Troyes,fr Ligue 1,33,1984,18.9,905,19,187,394,423,39,872,9,32,28.1,10,0,667,4300,2207,99,43,5,37,35,763,636,83.4,111
607,Palkó Dárdai\Palko-Dardai,hu HUN,FW,Hertha BSC,de Bundesliga,18,1999,0.3,12,0,3,6,3,0,12,0,1,0.0,1,0,7,70,42,3,0,0,0,0,12,8,66.7,0
608,Sergi Darder\Sergi-Darder,es ESP,MF,Lyon,fr Ligue 1,23,1993,2.3,156,4,34,98,35,0,154,2,5,40.0,3,0,118,532,230,8,0,0,2,1,132,120,90.9,5
609,Sergi Darder\Sergi-Darder,es ESP,MF,Espanyol,es La Liga,23,1993,30.9,1750,61,391,1094,366,19,1688,34,41,82.9,34,2,1268,6101,2848,116,30,4,23,26,1232,1139,92.5,42
610,Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,de Bundesliga,26,1990,18.2,1185,31,233,722,306,25,1160,17,24,70.8,18,0,850,4145,1849,87,27,5,25,24,933,803,86.1,103
611,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,26,1990,10.0,336,281,335,1,1,0,234,0,0,,0,0,150,881,559,0,1,0,0,0,123,123,100.0,0
612,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,eng Premier League,27,1989,4.9,291,21,87,159,56,2,250,0,1,0.0,0,0,173,624,268,11,5,1,3,2,181,170,93.9,5
613,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,eng Premier League,24,1993,25.8,1942,79,419,885,762,42,1651,18,26,69.2,18,3,1158,6175,3505,165,60,9,20,15,1253,1163,92.8,82
614,Tom Davies\Tom-Davies,eng ENG,MF,Everton,eng Premier League,19,1998,21.1,965,22,180,486,380,30,938,16,37,43.2,18,0,634,3342,1528,69,23,3,36,39,782,622,79.5,93
615,Steven Davis\Steven-Davis,nir NIR,MF,Southampton,eng Premier League,32,1985,16.9,1217,34,225,715,368,20,1169,11,17,64.7,13,1,813,4325,2111,103,39,3,16,16,908,831,91.5,78
616,Salem Al-Dawsari\Salem-Al-Dawsari,sa KSA,MF,Villarreal,es La Liga,25,1991,0.4,23,0,4,15,7,1,23,0,0,,0,0,20,97,35,2,1,1,1,3,19,16,84.2,1
617,Craig Dawson\Craig-Dawson,eng ENG,DF,West Brom,eng Premier League,27,1990,27.9,1365,157,651,556,231,47,1232,6,10,60.0,7,0,636,3675,2045,69,15,3,7,8,664,612,92.2,36
618,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,eng Premier League,26,1991,34.1,3330,19,336,1550,1746,92,3072,40,62,64.5,43,2,2446,13890,8378,434,175,26,62,51,2749,2570,93.5,262
619,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Bologna,it Serie A,30,1987,22.8,1403,177,712,716,52,9,1322,7,10,70.0,7,0,815,4448,2255,47,6,0,6,9,834,812,97.4,6
620,Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,MFFW,Udinese,it Serie A,23,1994,25.8,1477,16,151,773,716,60,1340,68,122,55.7,73,3,1142,7063,4048,210,81,16,47,73,1294,1064,82.2,235
621,Daniele De Rossi\Daniele-De-Rossi,it ITA,MF,Roma,it Serie A,34,1983,20.3,1448,86,409,926,188,8,1391,4,5,80.0,4,0,948,4162,2336,63,16,0,3,2,1017,975,95.9,36
622,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Juventus,it Serie A,24,1992,10.8,887,28,228,521,190,12,798,9,11,81.8,9,1,612,2645,1413,61,24,1,4,6,626,607,97.0,30
623,Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DFMF,Torino,it Serie A,29,1988,32.8,2107,149,710,1022,505,50,1753,15,31,48.4,16,0,1081,6087,3318,111,43,2,26,22,1269,1169,92.1,59
624,Lucas Deaux\Lucas-Deaux,fr FRA,MF,Guingamp,fr Ligue 1,28,1988,21.6,1388,28,313,845,308,41,1356,20,27,74.1,21,0,842,4129,2114,80,23,1,30,20,1040,937,90.1,80
625,Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,32,1985,14.6,989,83,365,345,313,45,846,5,14,35.7,6,0,492,2312,1212,57,17,5,11,9,566,495,87.5,49
626,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,eng Premier League,29,1988,20.5,720,17,45,288,417,109,703,8,15,53.3,8,1,328,1269,439,27,10,5,31,16,924,506,54.8,187
627,Jermain Defoe\Jermain-Defoe,eng ENG,FW,Bournemouth,eng Premier League,34,1982,12.1,245,2,12,82,157,67,230,5,10,50.0,6,0,168,687,343,16,3,8,24,19,316,172,54.4,85
628,Steven Defour\Steven-Defour,be BEL,MF,Burnley,eng Premier League,29,1988,22.2,1233,49,299,772,241,9,1210,15,19,78.9,16,4,801,4840,2612,104,35,3,12,5,770,740,96.1,25
629,Grégoire Defrel\Gregoire-Defrel,mq MTQ,FWMF,Roma,it Serie A,26,1991,5.4,212,7,23,85,119,27,207,9,16,56.3,9,0,164,908,441,21,8,5,6,15,227,151,66.5,52
630,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,it Serie A,21,1995,5.0,214,15,49,96,74,7,209,4,7,57.1,5,0,134,443,203,13,5,0,8,8,160,122,76.3,20
631,Lorenzo Del Pinto\Lorenzo-Del-Pinto,it ITA,MF,Benevento,it Serie A,27,1990,8.4,492,26,128,286,99,12,489,5,8,62.5,5,0,339,1247,505,20,6,1,9,12,337,312,92.6,19
632,Damien Delaney\Damien-Delaney,ie IRL,DF,Crystal Palace,eng Premier League,36,1981,1.1,54,15,41,15,0,0,54,0,0,,0,0,25,153,52,0,0,0,0,0,26,25,96.2,0
633,Thomas Delaney\Thomas-Delaney,dk DEN,MF,Werder Bremen,de Bundesliga,25,1991,31.1,1663,83,374,949,406,76,1629,14,27,51.9,19,2,913,3517,1623,71,27,3,33,30,1179,1011,85.8,155
634,Jonathan Delaplace\Jonathan-Delaplace,fr FRA,MF,Caen,fr Ligue 1,31,1986,6.5,299,7,70,145,98,8,298,2,3,66.7,2,0,148,835,356,13,6,0,8,6,184,161,87.5,19
635,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Sassuolo,it Serie A,23,1994,4.7,222,25,114,105,19,0,195,4,4,100.0,4,0,111,735,461,11,3,0,0,1,106,102,96.2,0
636,Andy Delort\Andy-Delort,dz ALG,FW,Toulouse,fr Ligue 1,25,1991,25.9,1118,19,78,399,703,119,1043,14,32,43.8,17,4,653,2458,1174,62,14,16,85,51,1342,825,61.5,317
637,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,eng Premier League,27,1989,19.3,1883,37,427,1020,601,7,1765,21,23,91.3,21,0,1436,6329,3456,144,70,1,12,8,1419,1375,96.9,17
638,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,eng Premier League,30,1987,20.9,1594,31,283,1128,361,3,1560,59,67,88.1,61,0,1297,8249,4630,223,71,2,16,34,1205,1158,96.1,40
639,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FWMF,Barcelona,es La Liga,20,1997,10.2,648,2,32,265,411,63,617,37,65,56.9,41,2,567,2983,1880,101,39,21,28,32,628,520,82.8,111
640,Jessy Deminguet\Jessy-Deminguet,fr FRA,MFFW,Caen,fr Ligue 1,19,1998,5.9,299,9,58,129,146,11,279,2,6,33.3,3,0,199,1391,824,36,15,0,16,14,220,175,79.5,42
641,Kerem Demirbay\Kerem-Demirbay,de GER,MF,Hoffenheim,de Bundesliga,24,1993,13.5,937,39,193,522,303,23,845,21,33,63.6,21,0,627,3401,1810,100,29,7,26,33,676,598,88.5,61
642,Ermedin Demirović\Ermedin-Demirovic,ba BIH,FW,Alavés,es La Liga,19,1998,2.0,57,2,4,26,29,8,57,0,1,0.0,0,0,37,129,60,4,1,2,6,6,72,42,58.3,24
643,Diego Demme\Diego-Demme,de GER,MF,RB Leipzig,de Bundesliga,25,1991,25.4,2316,44,438,1597,461,17,2223,17,30,56.7,19,2,1658,8394,4566,214,66,2,20,18,1751,1659,94.7,46
644,Fabio Depaoli\Fabio-Depaoli,it ITA,MFDF,Chievo,it Serie A,20,1997,13.2,571,52,205,245,147,18,507,7,11,63.6,8,1,281,1366,761,31,7,3,10,12,326,262,80.4,23
645,Memphis Depay\Memphis-Depay,nl NED,FWMF,Lyon,fr Ligue 1,23,1994,28.4,1708,2,121,745,981,138,1539,51,113,45.1,62,4,1237,6858,4090,231,75,31,78,63,1589,1267,79.7,292
646,Mathieu Deplagne\Mathieu-Deplagne,fr FRA,DF,Troyes,fr Ligue 1,25,1991,26.8,1540,92,567,661,403,15,1305,14,19,73.7,15,0,833,4591,2436,92,36,3,12,14,843,773,91.7,48
647,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,eng Premier League,28,1988,20.2,723,38,92,367,303,58,701,12,23,52.2,12,0,333,1376,563,26,6,3,69,35,888,475,53.5,150
648,Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Swansea City,eng Premier League,24,1992,21.6,1117,170,689,433,77,18,1089,7,10,70.0,7,0,625,3735,2110,44,16,0,6,5,651,635,97.5,11
649,Gregory van der Wiel\Gregory-van-der-Wiel,nl NED,DF,Cagliari,it Serie A,29,1988,3.2,198,15,80,95,34,3,176,4,6,66.7,4,0,119,518,266,12,4,0,1,1,116,112,96.6,2
650,Daniele Dessena\Daniele-Dessena,it ITA,MFDF,Cagliari,it Serie A,30,1987,6.4,305,16,87,175,59,5,288,3,6,50.0,4,0,175,734,357,14,4,1,4,2,220,183,83.2,18
651,Mattia Destro\Mattia-Destro,it ITA,FW,Bologna,it Serie A,26,1991,18.0,543,23,67,250,256,71,528,15,34,44.1,19,1,333,1146,547,35,12,11,65,31,765,400,52.3,158
652,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FWMF,Watford,eng Premier League,23,1994,4.8,224,6,27,79,140,27,214,13,22,59.1,14,0,174,1159,699,32,15,8,14,11,204,154,75.5,32
653,Gerard Deulofeu\Gerard-Deulofeu,es ESP,MFFW,Barcelona,es La Liga,23,1994,5.6,356,4,38,107,235,48,343,9,17,52.9,11,0,286,1527,866,45,10,16,13,14,339,282,83.2,53
654,Gianluca Di Chiara\Gianluca-Di-Chiara,it ITA,DF,Benevento,it Serie A,23,1993,11.2,739,57,278,361,147,9,649,4,8,50.0,5,1,463,2387,1557,72,22,2,8,6,489,472,96.5,9
655,Federico Di Francesco\Federico-Di-Francesco,it ITA,FWDF,Bologna,it Serie A,23,1994,17.7,702,31,160,300,298,49,684,22,32,68.8,25,0,533,2595,1497,78,25,7,38,37,679,488,71.9,124
656,Davide Di Gennaro\Davide-Di-Gennaro,it ITA,MF,Lazio,it Serie A,29,1988,0.1,3,0,1,2,0,0,3,0,0,,0,0,2,14,3,0,0,0,0,0,2,2,100.0,0
657,Ángel Di María\Angel-Di-Maria,ar ARG,FW,Paris S-G,fr Ligue 1,29,1988,23.4,1532,14,95,559,970,155,1393,39,76,51.3,42,2,1173,6189,3221,190,46,33,43,24,1409,1184,84.0,249
658,Franco Di Santo\Franco-Di-Santo,ar ARG,FWMF,Schalke 04,de Bundesliga,28,1989,18.4,668,22,66,375,273,58,650,18,27,66.7,18,1,425,1996,959,44,18,9,41,25,740,495,66.9,158
659,Cheick Diabaté\Cheick-Diabate,ml MLI,FWMF,Benevento,it Serie A,29,1988,7.4,178,6,11,102,73,28,168,2,10,20.0,3,0,101,446,190,12,2,2,10,10,273,132,48.4,56
660,Fousseni Diabaté\Fousseni-Diabate,ml MLI,MFFW,Leicester City,eng Premier League,21,1995,6.5,325,4,56,119,182,19,325,10,24,41.7,14,0,238,1545,821,38,10,3,17,15,292,231,79.1,54
661,Moussa Diaby\Moussa-Diaby,fr FRA,MF,Crotone,it Serie A,18,1999,0.8,28,0,4,10,17,3,26,2,3,66.7,2,0,25,128,51,4,1,1,2,2,31,19,61.3,6
662,Fallou Diagne\Fallou-Diagne,sn SEN,DFMF,Metz,fr Ligue 1,27,1989,24.9,1236,121,631,597,80,21,1209,8,8,100.0,8,1,657,3685,1668,33,10,2,5,5,636,619,97.3,17
663,Adama Diakhaby\Adama-Diakhaby,fr FRA,FWMF,Monaco,fr Ligue 1,21,1996,9.5,347,4,43,141,192,41,342,11,30,36.7,13,1,224,1226,761,34,8,6,25,17,364,238,65.4,91
664,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Lyon,fr Ligue 1,20,1996,8.1,491,80,344,187,6,2,480,8,8,100.0,8,1,343,2362,1163,13,3,0,2,1,311,307,98.7,2
665,Abdou Diallo\Abdou-Diallo,sn SEN,DF,Mainz 05,de Bundesliga,21,1996,26.8,1496,118,681,769,159,24,1391,36,48,75.0,39,3,866,4943,2808,89,27,1,17,17,841,800,95.1,16
666,Abdoulaye Diallo\Abdoulaye-Diallo,sn SEN,GK,Rennes,fr Ligue 1,25,1992,3.0,82,67,82,0,0,0,60,0,0,,0,0,36,213,117,0,0,0,0,0,27,27,100.0,0
667,Habib Diallo\Habib-Diallo,sn SEN,FW,Metz,fr Ligue 1,22,1995,0.2,6,0,0,1,5,1,6,0,0,,0,0,1,0,0,0,0,0,0,1,7,5,71.4,4
668,Mustapha Diallo\Mustapha-Diallo,sn SEN,MF,Guingamp,fr Ligue 1,31,1986,15.4,759,21,199,474,127,39,757,6,7,85.7,6,0,413,1911,673,17,6,0,5,7,526,433,82.3,52
669,Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,eng Premier League,30,1987,22.7,1116,45,311,661,214,21,1111,21,39,53.8,24,2,671,3046,1497,57,23,0,28,31,698,609,87.2,35
670,Lassana Diarra\Lassana-Diarra,fr FRA,MF,Paris S-G,fr Ligue 1,32,1985,6.7,561,14,131,404,69,3,559,24,32,75.0,25,0,463,2299,1258,43,11,2,7,6,459,440,95.9,9
671,Amadou Diawara\Amadou-Diawara,gn GUI,MF,Napoli,it Serie A,20,1997,7.3,797,12,126,598,101,1,778,3,4,75.0,3,0,591,1709,771,29,11,0,7,5,643,628,97.7,2
672,Brahim Díaz\Brahim-Diaz,es ESP,FWMF,Manchester City,eng Premier League,17,1999,0.6,49,1,6,12,33,10,49,1,3,33.3,2,0,40,142,50,3,0,2,6,4,40,37,92.5,13
673,Bakaye Dibassy\Bakaye-Dibassy,ml MLI,DF,Amiens,fr Ligue 1,27,1989,30.9,1672,172,805,699,279,30,1484,25,34,73.5,27,3,919,5115,2625,101,29,6,21,24,856,797,93.1,35
674,Daniel Didavi\Daniel-Didavi,de GER,MFFW,Wolfsburg,de Bundesliga,27,1990,24.9,1240,14,128,686,513,68,1151,16,31,51.6,18,0,856,4331,2410,138,43,6,57,28,1179,918,77.9,225
675,Thomas Didillon\Thomas-Didillon,fr FRA,GK,Metz,fr Ligue 1,21,1995,9.0,251,204,247,4,0,0,185,0,0,,0,0,115,861,588,0,0,0,0,0,75,75,100.0,0
676,Étienne Didot\Etienne-Didot,fr FRA,MF,Guingamp,fr Ligue 1,34,1983,18.0,1197,38,335,694,234,8,1149,7,11,63.6,8,2,718,3737,1628,70,15,2,16,17,770,734,95.3,18
677,Adrián Diéguez\Adrian-Dieguez,es ESP,DF,Alavés,es La Liga,21,1996,4.8,214,16,97,106,24,3,186,7,8,87.5,7,0,129,733,430,19,1,2,3,2,111,101,91.0,1
678,Dennis Diekmeier\Dennis-Diekmeier,de GER,DF,Hamburger SV,de Bundesliga,27,1989,20.8,1125,59,281,508,405,30,864,16,27,59.3,18,1,552,3210,1880,77,30,7,9,23,618,529,85.6,55
679,Eric Dier\Eric-Dier,eng ENG,MFDF,Tottenham,eng Premier League,23,1994,31.4,2527,147,774,1494,407,40,2492,13,20,65.0,14,2,1757,8828,4333,155,45,0,9,13,1864,1789,96.0,53
680,Lucas Digne\Lucas-Digne,fr FRA,DF,Barcelona,es La Liga,24,1993,7.9,621,30,203,277,178,19,559,4,7,57.1,5,0,391,2052,1091,56,11,4,6,2,416,382,91.8,37
681,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,eng Premier League,26,1991,14.0,1249,75,528,745,54,17,1238,1,2,50.0,1,0,810,4969,2800,89,9,0,3,0,877,857,97.7,14
682,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Southampton,eng Premier League,26,1991,11.0,783,86,443,336,61,22,772,4,4,100.0,4,0,472,3043,1760,50,16,1,4,0,484,473,97.7,21
683,Landry Dimata\Landry-Dimata,be BEL,FWMF,Wolfsburg,de Bundesliga,19,1997,10.0,342,8,38,172,162,32,327,6,13,46.2,6,0,245,1149,534,27,7,6,32,37,457,257,56.2,97
684,Tristan Dingomé\Tristan-Dingome,cm CMR,MF,Troyes,fr Ligue 1,26,1991,13.0,675,25,185,339,196,8,670,8,13,61.5,9,0,474,2442,1070,37,13,0,6,9,519,451,86.9,37
685,Ismaël Diomandé\Ismael-Diomande,ci CIV,DFMF,Caen,fr Ligue 1,24,1992,7.9,338,45,199,153,26,2,338,0,0,,0,0,224,1852,1083,16,6,1,6,2,210,202,96.2,3
686,Lois Diony\Lois-Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,24,1992,10.4,266,9,23,87,168,47,250,8,17,47.1,8,0,184,807,287,20,4,9,23,21,374,188,50.3,99
687,Issa Diop\Issa-Diop,fr FRA,DF,Toulouse,fr Ligue 1,20,1997,34.0,1503,176,824,715,67,29,1461,7,8,87.5,7,0,798,5275,3112,67,10,1,4,9,788,767,97.3,19
688,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,es La Liga,31,1986,10.4,541,9,66,368,126,20,531,4,6,66.7,5,0,332,1406,547,29,9,0,7,5,333,308,92.5,28
689,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Espanyol,es La Liga,31,1986,2.9,110,7,25,69,20,1,110,0,0,,0,0,66,259,96,4,2,0,3,1,65,56,86.2,3
690,Assane Dioussé\Assane-Diousse,sn SEN,MF,Saint-Étienne,fr Ligue 1,19,1997,14.9,992,28,258,649,151,12,972,13,16,81.3,14,0,714,3640,1396,49,17,4,17,19,724,676,93.4,26
691,Djené\Djene,tg TOG,DF,Getafe,es La Liga,25,1991,36.0,1387,226,790,586,79,22,1345,30,33,90.9,30,0,668,4186,1713,32,9,1,8,8,495,462,93.3,21
692,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Nantes,fr Ligue 1,24,1992,26.8,1266,124,638,516,182,6,1100,10,21,47.6,13,1,639,3294,1542,40,25,0,9,3,615,576,93.7,7
693,Alexander Djiku\Alexander-Djiku,gh GHA,DF,Caen,fr Ligue 1,22,1994,28.0,1590,134,860,772,66,23,1558,6,7,85.7,6,0,827,5646,3251,59,7,0,6,3,834,813,97.5,19
694,Papy Djilobodji\Papy-Djilobodji,sn SEN,DF,Dijon,fr Ligue 1,28,1988,30.0,1922,245,1206,802,68,32,1873,9,12,75.0,9,0,1221,7952,4468,65,9,0,5,11,1121,1104,98.5,28
695,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,Benevento,it Serie A,24,1993,30.0,1945,330,1227,822,51,21,1875,8,10,80.0,8,0,1254,9340,5223,89,14,0,5,5,1276,1261,98.8,14
696,Marko Dmitrović\Marko-Dmitrovic,rs SRB,GK,Eibar,es La Liga,25,1992,36.0,1114,891,1107,12,0,0,885,2,2,100.0,2,0,614,3491,1918,0,0,0,0,1,477,475,99.6,0
697,Keagan Dolly\Keagan-Dolly,za RSA,FWMF,Montpellier,fr Ligue 1,24,1993,9.8,536,2,57,196,321,23,482,11,21,52.4,12,0,348,2053,1158,60,23,7,16,20,490,365,74.5,84
698,Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,es La Liga,26,1990,5.0,134,119,133,1,0,0,106,0,0,,0,0,69,338,191,0,0,0,0,0,42,42,100.0,0
699,Jean-Luc Dompé\Jean-Luc-Dompe,fr FRA,MF,Amiens,fr Ligue 1,21,1995,0.3,19,0,3,5,12,2,15,0,0,,0,0,11,163,111,4,0,1,0,0,11,10,90.9,2
700,Giulio Donati\Giulio-Donati,it ITA,DFMF,Mainz 05,de Bundesliga,27,1990,25.4,1409,85,448,681,344,8,1143,14,26,53.8,14,0,698,3046,1717,79,28,1,17,13,720,657,91.3,27
701,Ji Dong-won\Ji-Dong-won,kr KOR,FWMF,Augsburg,de Bundesliga,26,1991,0.2,5,1,3,1,1,0,5,0,0,,0,0,3,18,6,1,0,0,0,0,6,1,16.7,0
702,Anastasios Donis\Anastasios-Donis,gr GRE,FWMF,Stuttgart,de Bundesliga,20,1996,10.5,387,7,53,167,231,45,374,21,44,47.7,26,0,313,2993,2049,88,37,21,23,28,398,270,67.8,69
703,Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,Milan,it Serie A,18,1999,38.0,1223,1021,1220,3,0,0,956,1,1,100.0,1,0,650,2681,1484,0,0,0,0,0,596,595,99.8,0
704,Godfred Donsah\Godfred-Donsah,gh GHA,MF,Bologna,it Serie A,21,1996,19.9,889,54,209,493,251,31,880,35,53,66.0,38,1,617,2957,1878,81,30,8,44,23,656,547,83.4,77
705,Dória\Doria,br BRA,DF,Marseille,fr Ligue 1,22,1994,0.9,35,3,20,13,5,0,35,0,0,,0,0,15,75,36,1,1,0,1,0,19,16,84.2,1
