Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
1418,Alexandre Letellier\Alexandre-Letellier,fr FRA,GK,Angers,fr Ligue 1,26,1990,13.0,161,256,62.9,6538,4913,17,18,94.4,54,54,100.0,90,184,48.9,0,0.0,0.0,0,7,0,0,0
1419,Gaetano Letizia\Gaetano-Letizia,it ITA,DF,Benevento,it Serie A,27,1990,23.8,993,1285,77.3,19929,6454,402,467,86.1,413,504,81.9,164,272,60.3,0,1.4,-1.4,22,74,18,10,94
1420,Timo Letschert\Timo-Letschert,nl NED,DF,Sassuolo,it Serie A,24,1993,4.6,175,217,80.6,3216,1465,72,80,90.0,85,100,85.0,15,32,46.9,0,0.0,0.0,1,12,0,0,17
1421,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,28,1988,24.1,480,613,78.3,7081,1146,278,339,82.0,161,201,80.1,23,33,69.7,2,2.9,-0.9,23,28,18,0,39
1422,Igor Lewczuk\Igor-Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,32,1985,4.9,143,185,77.3,2729,1064,54,59,91.5,75,96,78.1,13,25,52.0,0,0.7,-0.7,6,10,5,3,10
1423,Stephan Lichtsteiner\Stephan-Lichtsteiner,ch SUI,DF,Juventus,it Serie A,33,1984,18.9,1009,1239,81.4,18526,7105,428,489,87.5,452,516,87.6,117,198,59.1,2,0.5,+1.5,8,87,16,9,76
1424,Dimitri Liénard\Dimitri-Lienard,fr FRA,MF,Strasbourg,fr Ligue 1,29,1988,28.9,1210,1679,72.1,26799,7452,435,496,87.7,464,552,84.1,295,575,51.3,5,6.4,-1.4,65,114,30,16,120
1425,Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,de Bundesliga,21,1996,9.6,323,405,79.8,7010,2444,85,97,87.6,187,197,94.9,51,106,48.1,0,0.1,-0.1,1,21,0,0,24
1426,Lucas Lima\Lucas-Lima,br BRA,DFFW,Nantes,fr Ligue 1,25,1991,29.5,957,1516,63.1,18210,11170,441,534,82.6,344,518,66.4,153,396,38.6,3,5.3,-2.3,55,104,48,27,120
1427,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,eng Premier League,23,1994,14.3,693,771,89.9,13128,4610,240,259,92.7,359,389,92.3,79,100,79.0,0,0.3,-0.3,2,37,2,0,39
1428,Karol Linetty\Karol-Linetty,pl POL,MF,Sampdoria,it Serie A,22,1995,23.8,839,1040,80.7,13149,3703,449,513,87.5,290,358,81.0,66,103,64.1,1,2.0,-1.0,24,70,30,2,108
1429,Jesse Lingard\Jesse-Lingard,eng ENG,MFFW,Manchester Utd,eng Premier League,24,1992,20.2,821,974,84.3,12034,2616,466,519,89.8,250,297,84.2,55,85,64.7,5,3.0,+2.0,27,63,23,1,70
1430,Pol Lirola\Pol-Lirola,es ESP,DFMF,Sassuolo,it Serie A,19,1997,22.5,636,941,67.6,11516,5496,300,357,84.0,251,342,73.4,75,208,36.1,2,2.0,0.0,22,66,16,13,64
1431,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,eng Premier League,27,1989,29.7,871,1126,77.4,17576,4609,301,367,82.0,413,490,84.3,146,230,63.5,2,2.0,0.0,20,119,11,5,106
1432,Raúl Lizoain\Raul-Lizoain,es ESP,GK,Las Palmas,es La Liga,26,1991,11.0,207,267,77.5,5348,3276,33,33,100.0,122,126,96.8,51,107,47.7,0,0.0,0.0,0,0,0,0,0
1433,Adem Ljajić\Adem-Ljajic,rs SRB,MFFW,Torino,it Serie A,25,1991,24.1,1009,1276,79.1,16207,5248,547,623,87.8,362,449,80.6,87,163,53.4,10,7.7,+2.3,67,80,61,6,130
1434,Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,es La Liga,23,1993,25.8,1329,1524,87.2,29693,8604,342,388,88.1,717,765,93.7,265,356,74.4,1,0.1,+0.9,1,115,5,0,88
1435,Fernando Llorente\Fernando-Llorente,es ESP,FWDF,Tottenham,eng Premier League,32,1985,2.6,56,83,67.5,624,116,42,55,76.4,12,22,54.5,0,1,0.0,0,0.3,-0.3,5,1,2,0,5
1436,Marcos Llorente\Marcos-Llorente,es ESP,MF,Real Madrid,es La Liga,22,1995,6.2,392,428,91.6,7429,1485,152,162,93.8,184,197,93.4,51,59,86.4,0,0.2,-0.2,3,46,3,0,24
1437,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,eng Premier League,30,1986,36.0,748,956,78.2,22373,12440,64,65,98.5,390,395,98.7,292,493,59.2,0,0.0,0.0,0,6,1,0,0
1438,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,Paris S-G,fr Ligue 1,21,1996,19.7,1387,1549,89.5,25487,5369,576,634,90.9,578,629,91.9,190,219,86.8,2,1.8,+0.2,14,104,32,3,119
1439,Simone Lo Faso\Simone-Lo-Faso,it ITA,FW,Fiorentina,it Serie A,19,1998,0.4,29,31,93.5,480,36,14,15,93.3,12,12,100.0,2,2,100.0,0,0.1,-0.1,1,1,0,0,1
1440,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Celta Vigo,es La Liga,22,1994,34.0,1858,2065,90.0,35542,9686,733,816,89.8,858,929,92.4,249,291,85.6,0,0.5,-0.5,10,169,10,0,153
1441,Jürgen Locadia\Jurgen-Locadia,nl NED,FWMF,Brighton,eng Premier League,23,1993,2.5,35,50,70.0,677,180,16,21,76.2,11,16,68.8,5,6,83.3,1,0.1,+0.9,1,4,0,0,5
1442,Manuel Locatelli\Manuel-Locatelli,it ITA,MF,Milan,it Serie A,19,1998,7.6,462,544,84.9,8709,2096,168,187,89.8,241,265,90.9,46,82,56.1,0,0.5,-0.5,10,38,7,0,43
1443,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Crystal Palace,eng Premier League,21,1996,20.8,582,711,81.9,8808,2729,327,371,88.1,198,231,85.7,32,58,55.2,3,2.5,+0.5,23,58,30,2,78
1444,Enzo Loiodice\Enzo-Loiodice,fr FRA,MF,Dijon,fr Ligue 1,16,2000,1.9,80,97,82.5,1449,208,33,38,86.8,40,45,88.9,7,12,58.3,0,0.0,0.0,0,8,0,0,8
1445,Joe Lolley\Joe-Lolley,eng ENG,MFFW,Huddersfield,eng Premier League,24,1992,2.5,51,76,67.1,916,333,26,31,83.9,18,29,62.1,7,14,50.0,0,0.1,-0.1,1,10,2,1,9
1446,David Lombán\David-Lomban,es ESP,DF,Eibar,es La Liga,30,1987,11.1,370,471,78.6,9331,3186,81,106,76.4,188,212,88.7,100,148,67.6,0,0.0,0.0,1,38,0,0,34
1447,Cristiano Lombardi\Cristiano-Lombardi,it ITA,DFMF,Benevento,it Serie A,21,1995,12.4,248,356,69.7,4196,1026,139,171,81.3,83,114,72.8,23,42,54.8,2,2.1,-0.1,15,12,12,11,12
1448,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,eng Premier League,26,1990,16.0,400,581,68.8,9725,3532,90,130,69.2,199,255,78.0,107,180,59.4,2,0.9,+1.1,2,29,1,0,29
1449,Shane Long\Shane-Long,ie IRL,FW,Southampton,eng Premier League,30,1987,17.6,269,418,64.4,3923,646,156,215,72.6,86,132,65.2,16,35,45.7,1,1.4,-0.4,19,15,7,4,20
1450,Ademola Lookman\Ademola-Lookman,eng ENG,MFFW,Everton,eng Premier League,19,1997,1.8,38,48,79.2,572,134,23,28,82.1,12,13,92.3,3,4,75.0,0,0.7,-0.7,2,2,0,0,4
1451,Ademola Lookman\Ademola-Lookman,eng ENG,MFFW,RB Leipzig,de Bundesliga,19,1997,6.4,176,236,74.6,2641,819,105,127,82.7,59,76,77.6,10,22,45.5,3,3.4,-0.4,17,13,7,0,24
1452,Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,fr Ligue 1,26,1990,34.0,632,811,77.9,18290,9058,86,86,100.0,321,323,99.4,223,400,55.8,0,0.0,0.0,0,4,1,0,1
1453,Rony Lopes\Rony-Lopes,pt POR,FWMF,Monaco,fr Ligue 1,21,1995,28.1,579,841,68.8,8700,2530,322,393,81.9,201,289,69.6,39,99,39.4,6,5.5,+0.5,39,40,43,11,67
1454,Pedro López Muñoz\Pedro-Lopez-Munoz,es ESP,DF,Levante,es La Liga,33,1983,17.7,588,799,73.6,10837,5655,242,296,81.8,272,346,78.6,72,143,50.3,0,0.6,-0.6,10,45,15,8,63
1455,Adrián López\Adrian-Lopez,es ESP,FWMF,La Coruña,es La Liga,29,1988,26.0,620,921,67.3,9557,2995,366,484,75.6,209,318,65.7,42,93,45.2,6,5.2,+0.8,34,48,29,4,92
1456,Alberto López\Alberto-Lopez,es ESP,DF,Málaga,es La Liga,22,1995,0.5,15,22,68.2,163,62,11,14,78.6,3,6,50.0,0,1,0.0,0,0.0,0.0,0,3,0,0,0
1457,Andoni López\Andoni-Lopez,es ESP,DF,Athletic Club,es La Liga,21,1996,1.0,33,43,76.7,734,146,11,14,78.6,16,21,76.2,6,7,85.7,0,0.0,0.0,0,0,0,0,1
1458,David López\David-Lopez,es ESP,DFMF,Espanyol,es La Liga,27,1989,37.0,1539,1917,80.3,33310,12871,440,519,84.8,789,885,89.2,295,478,61.7,0,0.5,-0.5,8,108,6,1,101
1459,Diego López\Diego-Lopez,es ESP,GK,Espanyol,es La Liga,35,1981,10.5,113,204,55.4,4289,3086,12,14,85.7,42,42,100.0,59,148,39.9,0,0.0,0.0,0,0,0,0,0
1460,Iván López\Ivan-Lopez,es ESP,DF,Levante,es La Liga,23,1993,1.9,75,98,76.5,1544,796,33,38,86.8,31,34,91.2,11,25,44.0,1,0.3,+0.7,1,3,5,1,11
1461,Javi López\Javi-Lopez,es ESP,DF,Espanyol,es La Liga,31,1986,10.7,435,601,72.4,7596,3433,196,229,85.6,202,274,73.7,34,83,41.0,0,0.6,-0.6,6,28,7,3,35
1462,Lisandro López\Lisandro-Lopez,ar ARG,DF,Inter,it Serie A,27,1989,0.5,24,26,92.3,448,112,6,6,100.0,16,17,94.1,2,2,100.0,0,0.0,0.0,0,0,0,0,0
1463,Maxi López\Maxi-Lopez,ar ARG,FW,Udinese,it Serie A,33,1984,18.7,249,363,68.6,3363,944,167,213,78.4,56,91,61.5,15,31,48.4,2,1.3,+0.7,18,18,14,0,38
1464,Maxime Lopez\Maxime-Lopez,fr FRA,MF,Marseille,fr Ligue 1,19,1997,15.3,1238,1396,88.7,21119,6850,631,670,94.2,458,507,90.3,125,182,68.7,0,2.4,-2.4,32,134,22,10,141
1465,Pau López\Pau-Lopez,es ESP,GK,Espanyol,es La Liga,22,1994,27.5,342,628,54.5,13396,9458,22,24,91.7,134,140,95.7,183,460,39.8,0,0.1,-0.1,3,9,0,0,0
1466,Pedro López\Pedro-Lopez,es ESP,GK,Betis,es La Liga,22,1995,4.6,113,143,79.0,2953,2084,17,17,100.0,61,62,98.4,35,64,54.7,0,0.0,0.0,0,0,0,0,0
1467,Víctor López\Victor-Lopez,es ESP,MFFW,Alavés,es La Liga,20,1997,0.7,10,18,55.6,261,138,3,5,60.0,3,5,60.0,4,6,66.7,0,0.3,-0.3,3,0,2,1,1
1468,Jonas Lössl\Jonas-Lossl,dk DEN,GK,Huddersfield,eng Premier League,28,1989,38.0,689,1173,58.7,29232,21386,35,37,94.6,235,238,98.7,418,897,46.6,1,0.5,+0.5,4,37,2,2,2
1469,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,eng Premier League,28,1989,23.6,1546,1758,87.9,33092,10274,389,433,89.8,889,959,92.7,256,346,74.0,1,1.4,-0.4,7,92,9,2,84
1470,Chris Löwe\Chris-Lowe,de GER,DF,Huddersfield,eng Premier League,28,1989,17.6,575,841,68.4,11200,4680,247,287,86.1,233,320,72.8,91,206,44.2,0,0.6,-0.6,5,44,7,4,53
1471,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,28,1989,25.5,766,1153,66.4,16595,6964,257,310,82.9,348,475,73.3,154,332,46.4,3,1.5,+1.5,14,65,23,13,66
1472,Anthony Lozano\Anthony-Lozano,hn HON,FWMF,Girona,es La Liga,24,1993,5.3,75,114,65.8,1221,292,38,55,69.1,30,40,75.0,6,17,35.3,0,0.7,-0.7,4,5,2,2,8
1473,Fabio Lucioni\Fabio-Lucioni,it ITA,DF,Benevento,it Serie A,29,1987,8.0,219,295,74.2,5794,2041,37,51,72.5,111,127,87.4,71,116,61.2,0,0.0,0.0,1,12,0,0,12
1474,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,22,1995,32.4,1259,1614,78.0,22756,8579,524,604,86.8,615,742,82.9,110,235,46.8,2,4.0,-2.0,38,99,40,18,117
1475,José Luis Morales\Jose-Luis-Morales,es ESP,MFFW,Levante,es La Liga,30,1987,33.9,640,1011,63.3,12067,3983,289,411,70.3,261,371,70.4,86,173,49.7,8,5.6,+2.4,47,60,56,16,105
1476,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,27,1990,22.0,949,1128,84.1,20236,6487,260,295,88.1,528,596,88.6,158,220,71.8,0,0.5,-0.5,2,55,5,4,60
1477,Filipe Luís\Filipe-Luis,br BRA,DF,Atlético Madrid,es La Liga,31,1985,18.4,904,1132,79.9,14905,6068,462,522,88.5,365,446,81.8,64,128,50.0,2,1.5,+0.5,19,62,19,7,90
1478,Luisinho\Luisinho,pt POR,DF,La Coruña,es La Liga,32,1985,29.1,1141,1517,75.2,21105,9666,471,552,85.3,540,677,79.8,123,259,47.5,1,2.1,-1.1,19,86,23,16,88
1479,David Luiz\David-Luiz,br BRA,DFMF,Chelsea,eng Premier League,30,1987,9.3,412,494,83.4,9930,2710,94,106,88.7,198,223,88.8,118,159,74.2,0,0.1,-0.1,2,36,2,0,27
1480,Douglas Luiz\Douglas-Luiz,br BRA,MFFW,Girona,es La Liga,19,1998,3.6,110,143,76.9,1971,508,55,67,82.1,39,49,79.6,15,24,62.5,0,0.5,-0.5,5,13,2,1,11
1481,Everton Luiz\Everton-Luiz,br BRA,MF,SPAL,it Serie A,29,1988,7.1,194,236,82.2,3243,721,87,97,89.7,95,108,88.0,12,24,50.0,0,0.1,-0.1,4,12,2,1,13
1482,Jordan Lukaku\Jordan-Lukaku,be BEL,DFMF,Lazio,it Serie A,23,1994,15.1,593,752,78.9,9308,3223,341,380,89.7,199,253,78.7,42,83,50.6,1,1.5,-0.5,22,25,26,17,43
1483,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Manchester Utd,eng Premier League,24,1993,31.9,495,747,66.3,6960,1582,313,393,79.6,125,234,53.4,31,53,58.5,7,5.0,+2.0,32,35,36,6,55
1484,Lars Lukas Mai\Lars-Lukas-Mai,de GER,DF,Bayern Munich,de Bundesliga,17,2000,2.0,101,114,88.6,1963,483,34,35,97.1,55,62,88.7,11,15,73.3,0,0.0,0.0,0,1,0,0,2
1485,Dodi Lukebakio\Dodi-Lukebakio,be BEL,MF,Watford,eng Premier League,19,1997,0.2,6,8,75.0,126,47,3,3,100.0,1,2,50.0,2,3,66.7,0,0.0,0.0,1,2,0,0,2
1486,Saša Lukić\Sasa-Lukic,rs SRB,MF,Levante,es La Liga,20,1996,11.0,301,367,82.0,5346,1443,133,162,82.1,145,161,90.1,23,40,57.5,2,2.0,0.0,10,18,4,0,33
1487,Senad Lulić\Senad-Lulic,ba BIH,DFMF,Lazio,it Serie A,31,1986,27.0,1101,1475,74.6,21186,7073,459,554,82.9,444,569,78.0,175,291,60.1,4,3.2,+0.8,35,79,38,22,125
1488,Levi Lumeka\Levi-Lumeka,eng ENG,FW,Crystal Palace,eng Premier League,18,1998,0.3,5,11,45.5,48,21,4,5,80.0,1,2,50.0,0,2,0.0,0,0.0,0.0,0,1,0,0,1
1489,Antonio Luna\Antonio-Luna,es ESP,DF,Levante,es La Liga,26,1991,22.5,656,963,68.1,12714,6531,261,322,81.1,293,397,73.8,95,228,41.7,2,2.2,-0.2,16,51,26,10,76
1490,Arnaud Lusamba\Arnaud-Lusamba,fr FRA,MF,Nice,fr Ligue 1,20,1997,1.8,72,86,83.7,1288,280,35,41,85.4,29,33,87.9,7,8,87.5,0,0.1,-0.1,3,5,1,0,5
1491,Fabian Lustenberger\Fabian-Lustenberger,ch SUI,MFDF,Hertha BSC,de Bundesliga,29,1988,17.6,701,846,82.9,15924,3438,186,221,84.2,339,390,86.9,171,223,76.7,0,0.9,-0.9,7,40,5,1,51
1492,Andreas Luthe\Andreas-Luthe,de GER,GK,Augsburg,de Bundesliga,30,1987,2.0,64,80,80.0,1963,1008,5,5,100.0,31,31,100.0,27,43,62.8,0,0.0,0.0,0,0,0,0,0
1493,Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,20,1997,3.5,138,162,85.2,3063,1173,36,39,92.3,72,76,94.7,30,46,65.2,0,0.0,0.0,0,10,1,0,17
1494,Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,23,1993,7.6,167,290,57.6,3101,1520,68,92,73.9,78,126,61.9,19,58,32.8,1,0.1,+0.9,2,9,5,3,17
1495,Cheikh M'Bengue\Cheikh-MBengue,sn SEN,DF,Saint-Étienne,fr Ligue 1,29,1988,5.4,158,211,74.9,3129,1577,53,63,84.1,76,95,80.0,22,43,51.2,1,0.2,+0.8,1,22,3,0,21
1496,Raïs M'Bolhi\Rais-MBolhi,dz ALG,GK,Rennes,fr Ligue 1,31,1986,1.0,8,20,40.0,286,158,1,1,100.0,5,5,100.0,2,14,14.3,0,0.0,0.0,0,1,0,0,0
1497,Yann M'Vila\Yann-MVila,fr FRA,MF,Saint-Étienne,fr Ligue 1,27,1990,16.4,1100,1276,86.2,23751,7440,329,369,89.2,543,594,91.4,215,290,74.1,0,0.1,-0.1,5,124,11,2,110
1498,Zinédine Machach\Zinedine-Machach,fr FRA,FWMF,Toulouse,fr Ligue 1,21,1996,2.1,30,48,62.5,529,196,17,20,85.0,8,15,53.3,4,8,50.0,0,0.1,-0.1,1,2,1,1,4
1499,Pablo Maffeo\Pablo-Maffeo,es ESP,MFDF,Girona,es La Liga,20,1997,29.4,838,1216,68.9,15685,4889,358,443,80.8,364,497,73.2,106,246,43.1,0,1.9,-1.9,27,59,38,21,81
1500,Christian Maggio\Christian-Maggio,it ITA,DF,Napoli,it Serie A,35,1982,7.1,386,464,83.2,6222,1931,202,235,86.0,157,184,85.3,25,37,67.6,0,0.2,-0.2,4,21,5,2,20
1501,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,32,1984,27.7,1361,1674,81.3,29541,7970,448,514,87.2,592,683,86.7,294,434,67.7,0,1.4,-1.4,27,143,23,2,145
1502,Harry Maguire\Harry-Maguire,eng ENG,DF,Leicester City,eng Premier League,24,1993,38.0,1337,1727,77.4,31638,11313,346,425,81.4,650,756,86.0,329,510,64.5,4,1.7,+2.3,13,150,7,1,110
1503,Hicham Mahou\Hicham-Mahou,fr FRA,FWMF,Nice,fr Ligue 1,18,1999,0.6,20,25,80.0,327,42,10,11,90.9,8,9,88.9,1,3,33.3,0,0.0,0.0,0,0,1,0,2
1504,Riyad Mahrez\Riyad-Mahrez,dz ALG,MFFW,Leicester City,eng Premier League,26,1991,32.8,1059,1447,73.2,21119,6903,459,545,84.2,368,480,76.7,198,341,58.1,10,7.9,+2.1,62,122,50,7,150
1505,Thiago Maia\Thiago-Maia,br BRA,MFDF,Lille,fr Ligue 1,20,1997,27.4,1449,1718,84.3,28506,8540,509,574,88.7,679,761,89.2,232,322,72.0,0,0.5,-0.5,14,153,12,2,159
1506,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,18,1999,13.6,529,640,82.7,9723,2199,214,247,86.6,249,281,88.6,58,86,67.4,1,1.4,-0.4,8,41,6,0,48
1507,Sebastian Maier\Sebastian-Maier,de GER,MF,Hannover 96,de Bundesliga,23,1993,2.9,89,132,67.4,1724,616,38,51,74.5,29,42,69.0,16,30,53.3,0,0.3,-0.3,3,7,4,1,10
1508,Domenico Maietta\Domenico-Maietta,it ITA,DF,Bologna,it Serie A,34,1982,5.2,210,246,85.4,4902,1663,46,50,92.0,117,125,93.6,47,70,67.1,0,0.0,0.0,0,17,2,0,12
1509,Habib Maïga\Habib-Maiga,ci CIV,MFDF,Saint-Étienne,fr Ligue 1,21,1996,7.9,278,369,75.3,5038,1733,127,137,92.7,112,148,75.7,36,68,52.9,0,1.3,-1.3,9,28,5,1,27
1510,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,21,1995,33.7,670,864,77.5,18261,11115,120,123,97.6,358,361,99.2,189,376,50.3,0,0.0,0.0,0,6,0,0,0
1511,Linton Maina\Linton-Maina,de GER,MF,Hannover 96,de Bundesliga,18,1999,0.1,16,18,88.9,227,92,9,10,90.0,6,7,85.7,1,1,100.0,1,1.0,0.0,3,1,1,0,3
1512,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DFMF,Arsenal,eng Premier League,19,1997,10.2,501,600,83.5,8376,2765,253,280,90.4,187,219,85.4,52,76,68.4,0,0.7,-0.7,6,31,17,3,39
1513,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,FWMF,Nice,fr Ligue 1,19,1998,2.7,95,106,89.6,1480,262,50,53,94.3,37,41,90.2,6,9,66.7,0,0.0,0.0,0,4,2,1,6
1514,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MFFW,Valencia,es La Liga,22,1995,6.2,217,262,82.8,3791,893,100,114,87.7,97,116,83.6,19,31,61.3,0,0.5,-0.5,9,15,6,1,20
1515,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,25,1991,1.1,56,59,94.9,1332,356,13,15,86.7,30,30,100.0,13,14,92.9,0,0.0,0.0,0,8,0,0,4
1516,Malcom\Malcom,br BRA,FWMF,Bordeaux,fr Ligue 1,20,1997,31.7,1146,1531,74.9,19929,5753,588,678,86.7,382,489,78.1,152,302,50.3,7,8.8,-1.8,86,84,71,12,144
1517,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Lille,fr Ligue 1,26,1991,20.2,900,1150,78.3,14652,6735,462,525,88.0,339,422,80.3,71,147,48.3,5,4.0,+1.0,24,61,21,13,103
1518,Yunus Mallı\Yunus-Malli,tr TUR,FWMF,Wolfsburg,de Bundesliga,25,1992,24.9,653,859,76.0,10565,3160,351,406,86.5,236,302,78.1,56,114,49.1,4,4.2,-0.2,30,61,40,8,100
1519,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,26,1991,33.3,1575,2152,73.2,29218,12184,626,758,82.6,767,926,82.8,163,396,41.2,5,4.6,+0.4,30,109,44,20,171
1520,Scott Malone\Scott-Malone,eng ENG,DF,Huddersfield,eng Premier League,26,1991,12.4,459,671,68.4,8825,3702,189,239,79.1,190,261,72.8,72,139,51.8,1,0.5,+0.5,10,33,12,4,47
1521,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,28,1989,33.0,1285,1717,74.8,23502,10742,544,619,87.9,574,706,81.3,147,313,47.0,0,1.8,-1.8,22,89,27,8,129
1522,Gianluca Mancini\Gianluca-Mancini,it ITA,DF,Atalanta,it Serie A,21,1996,7.6,278,341,81.5,6113,2022,82,96,85.4,131,151,86.8,63,90,70.0,0,0.0,0.0,0,21,2,0,29
1523,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,32,1985,29.8,487,709,68.7,15482,9429,46,47,97.9,245,249,98.4,195,409,47.7,0,0.0,0.0,0,12,0,0,0
1524,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,25,1991,33.6,1931,2128,90.7,38632,14810,626,686,91.3,1050,1123,93.5,249,305,81.6,0,0.3,-0.3,5,163,1,0,122
1525,Georges Mandjeck\Georges-Mandjeck,cm CMR,MFDF,Metz,fr Ligue 1,28,1988,10.7,342,442,77.4,6962,2173,118,148,79.7,165,192,85.9,54,90,60.0,0,0.2,-0.2,5,48,3,0,43
1526,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Crotone,it Serie A,20,1997,36.0,1077,1380,78.0,20038,5561,452,548,82.5,457,560,81.6,149,226,65.9,0,1.5,-1.5,24,114,16,3,123
1527,Mario Mandžukić\Mario-Mandzukic,hr CRO,FW,Juventus,it Serie A,31,1986,25.8,750,984,76.2,12503,2391,389,489,79.6,286,351,81.5,61,99,61.6,1,3.4,-2.4,29,36,17,2,64
1528,Sadio Mané\Sadio-Mane,sn SEN,FWMF,Liverpool,eng Premier League,25,1992,24.3,766,967,79.2,12390,2510,387,474,81.6,307,356,86.2,54,84,64.3,7,4.9,+2.1,45,42,59,9,94
1529,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Manchester City,eng Premier League,26,1991,5.4,308,341,90.3,5938,1900,101,106,95.3,170,176,96.6,33,51,64.7,0,0.3,-0.3,2,17,1,1,16
1530,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Everton,eng Premier League,26,1991,1.5,58,68,85.3,1409,361,10,13,76.9,35,37,94.6,13,17,76.5,0,0.0,0.0,0,5,0,0,5
1531,Orel Mangala\Orel-Mangala,be BEL,MF,Stuttgart,de Bundesliga,19,1998,8.7,280,360,77.8,4624,1029,147,173,85.0,105,130,80.8,23,41,56.1,0,0.4,-0.4,2,21,4,1,19
1532,Kader Mangane\Kader-Mangane,sn SEN,DF,Strasbourg,fr Ligue 1,34,1983,19.1,504,704,71.6,12630,5582,87,113,77.0,268,325,82.5,147,252,58.3,0,0.2,-0.2,2,49,8,3,35
1533,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,30,1987,33.6,1496,2088,71.6,30758,12183,589,686,85.9,609,788,77.3,278,536,51.9,4,5.9,-1.9,64,206,29,6,219
1534,Kostas Manolas\Kostas-Manolas,gr GRE,DF,Roma,it Serie A,26,1991,26.0,1192,1371,86.9,25041,8280,354,394,89.8,645,701,92.0,188,262,71.8,0,0.1,-0.1,4,94,5,0,92
1535,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,23,1994,19.5,532,744,71.5,8729,3631,269,325,82.8,208,282,73.8,42,103,40.8,1,0.5,+0.5,10,34,8,5,47
1536,Martín Mantovani\Martin-Mantovani,ar ARG,DF,Leganés,es La Liga,33,1984,11.3,300,401,74.8,6141,2215,94,119,79.0,151,191,79.1,52,84,61.9,0,0.1,-0.1,2,17,1,0,19
1537,José Manuel Jurado\Jose-Manuel-Jurado,es ESP,MFFW,Espanyol,es La Liga,31,1986,16.7,498,631,78.9,8225,2107,282,331,85.2,162,198,81.8,51,91,56.0,3,1.3,+1.7,14,30,11,3,42
1538,Harrison Manzala\Harrison-Manzala,cd COD,FWMF,Amiens,fr Ligue 1,23,1994,20.7,477,665,71.7,7174,1649,256,308,83.1,177,243,72.8,27,68,39.7,3,2.1,+0.9,10,19,9,4,25
1539,Myziane Maolida\Myziane-Maolida,fr FRA,FW,Lyon,fr Ligue 1,18,1999,3.7,108,137,78.8,1421,318,67,78,85.9,28,35,80.0,5,7,71.4,0,0.9,-0.9,8,7,4,1,8
1540,Faitout Maouassa\Faitout-Maouassa,fr FRA,MFFW,Rennes,fr Ligue 1,19,1998,10.7,186,264,70.5,2986,906,104,121,86.0,67,99,67.7,12,32,37.5,3,1.2,+1.8,10,13,6,3,20
