Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
1216,Alexandre Jankewitz,CHE,MF,Southampton FC,Premier League,18,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1217,Saidy Janko,CHE,DF,Real Valladolid CF,La Liga,24,1995,13.6,0,3,1,33.3,0.22,0.07,0.00,0.00,17.1,0,0,0,0.4,0.4,0.13,-0.4,-0.4
1218,Jakub Jankto,CZE,MF,UC Sampdoria,Serie A,24,1996,26.8,6,40,11,27.5,1.49,0.41,0.15,0.55,16.8,0,0,0,5.1,5.1,0.13,+0.9,+0.9
1219,Tony Jantschke,DEU,DF,Borussia Mönchengladbach,Bundesliga,30,1990,3.0,0,2,1,50.0,0.67,0.33,0.00,0.00,10.8,0,0,0,0.2,0.2,0.11,-0.2,-0.2
1220,Adnan Januzaj,BEL,FW,Real Sociedad,La Liga,25,1995,11.3,4,29,9,31.0,2.57,0.80,0.03,0.11,21.9,4,3,3,5.1,2.8,0.10,-1.1,-1.8
1221,Rune Jarstein,NOR,GK,Hertha BSC,Bundesliga,35,1984,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1222,Jason,ESP,MF,Valencia CF,La Liga,26,1994,4.9,0,5,0,0.0,1.02,0.00,0.00,,20.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1223,Luis Suárez,COL,FW,Granada CF,La Liga,22,1997,18.5,5,48,16,33.3,2.59,0.86,0.10,0.31,16.7,0,0,0,6.7,6.7,0.14,-1.7,-1.7
1224,Corentin Jean,FRA,FW,RC Lens,Ligue 1,25,1995,6.4,1,22,10,45.5,3.41,1.55,0.05,0.10,19.3,4,0,0,1.3,1.3,0.06,-0.3,-0.3
1225,Daniel Jebbison,ENG,FW,Sheffield United,Premier League,17,2003,3.2,1,4,2,50.0,1.27,0.63,0.25,0.50,11.1,0,0,0,1.6,1.6,0.41,-0.6,-0.6
1226,Tin Jedvaj,HRV,DF,Bayer 04 Leverkusen,Bundesliga,24,1995,1.7,0,1,0,0.0,0.59,0.00,0.00,,18.0,0,0,0,0.0,0.0,0.03,0.0,0.0
1227,Fredrik Jensen,FIN,FW,FC Augsburg,Bundesliga,22,1997,4.2,0,5,0,0.0,1.19,0.00,0.00,,17.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3
1228,Jesé,ESP,FW,Paris Saint-Germain,Ligue 1,27,1993,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1229,Gabriel Jesus,BRA,FW,Manchester City,Premier League,23,1997,22.9,9,54,16,29.6,2.36,0.70,0.17,0.56,12.9,0,0,0,8.8,8.8,0.16,+0.2,+0.2
1230,Juan Jesus,BRA,DF,AS Roma,Serie A,29,1991,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1231,Raúl Jiménez,MEX,FW,Wolverhampton Wanderers,Premier League,29,1991,9.1,4,26,10,38.5,2.84,1.09,0.15,0.40,15.4,0,0,0,2.4,2.4,0.09,+1.6,+1.6
1232,Joaquín,ESP,FW,Real Betis Balompié,La Liga,39,1981,14.3,2,12,6,50.0,0.84,0.42,0.17,0.33,15.5,0,0,0,1.0,1.0,0.08,+1.0,+1.0
1233,John Joe Patrick Finn,IRL,MF,Getafe CF,La Liga,16,2003,0.7,0,2,0,0.0,2.77,0.00,0.00,,17.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1234,Joelinton,BRA,FW,Newcastle United,Premier League,23,1996,22.0,4,45,19,42.2,2.04,0.86,0.07,0.16,14.4,0,1,1,6.1,5.3,0.12,-2.1,-2.3
1235,Marco John,DEU,DF,TSG 1899 Hoffenheim,Bundesliga,18,2002,11.1,0,5,0,0.0,0.45,0.00,0.00,,23.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1236,Ben Johnson,ENG,DF,West Ham United,Premier League,20,2000,5.8,1,3,1,33.3,0.52,0.17,0.33,1.00,20.9,0,0,0,0.4,0.4,0.12,+0.6,+0.6
1237,Sam Johnstone,ENG,GK,West Bromwich Albion,Premier League,27,1993,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1238,Curtis Jones,ENG,MF,Liverpool FC,Premier League,19,2001,13.1,1,19,8,42.1,1.45,0.61,0.05,0.13,18.7,0,0,0,1.4,1.4,0.07,-0.4,-0.4
1239,Frenkie de Jong,NLD,MF,FC Barcelona,La Liga,23,1997,35.0,3,17,6,35.3,0.49,0.17,0.18,0.50,10.7,0,0,0,5.5,5.5,0.36,-2.5,-2.5
1240,Luuk de Jong,NLD,FW,Sevilla FC,La Liga,29,1990,14.1,4,32,11,34.4,2.27,0.78,0.13,0.36,9.6,0,0,0,3.8,3.8,0.12,+0.2,+0.2
1241,Jony,ESP,MF,CA Osasuna,La Liga,29,1991,9.7,0,11,4,36.4,1.14,0.41,0.00,0.00,19.0,0,0,0,0.7,0.7,0.06,-0.7,-0.7
1242,Joan Jordán,ESP,MF,Sevilla FC,La Liga,26,1994,26.7,1,23,4,17.4,0.86,0.15,0.04,0.25,22.7,5,0,0,1.5,1.5,0.06,-0.5,-0.5
1243,Jorginho,ITA,MF,Chelsea FC,Premier League,28,1991,22.3,7,6,0,0.0,0.27,0.00,0.00,,39.5,0,7,9,7.0,0.1,0.02,0.0,-0.1
1244,Josan,ESP,MF,Elche CF,La Liga,30,1989,21.4,4,15,8,53.3,0.70,0.37,0.27,0.50,15.9,0,0,0,1.7,1.7,0.11,+2.3,+2.3
1245,Willian José,BRA,FW,Wolverhampton Wanderers,Premier League,28,1991,12.3,1,19,6,31.6,1.54,0.49,0.05,0.17,13.8,0,0,0,1.9,1.9,0.10,-0.9,-0.9
1246,Willian José,BRA,FW,Real Sociedad,La Liga,28,1991,7.7,3,13,8,61.5,1.70,1.04,0.23,0.38,10.9,0,0,1,4.3,3.5,0.27,-1.3,-0.5
1247,Joselu,ESP,FW,Deportivo Alavés,La Liga,30,1990,33.6,11,89,30,33.7,2.65,0.89,0.10,0.30,15.4,3,2,4,13.7,10.6,0.12,-2.7,-1.6
1248,Josema,ESP,DF,Elche CF,La Liga,24,1996,21.8,0,6,0,0.0,0.27,0.00,0.00,,16.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3
1249,Jota,PRT,FW,Real Valladolid CF,La Liga,21,1999,7.4,1,12,6,50.0,1.62,0.81,0.08,0.17,,,0,0,,,,,
1250,Jota Peleteiro,ESP,MF,Deportivo Alavés,La Liga,29,1991,15.5,0,16,2,12.5,1.03,0.13,0.00,0.00,18.8,0,0,0,0.9,0.9,0.06,-0.9,-0.9
1251,Diogo Jota,PRT,FW,Liverpool FC,Premier League,23,1996,12.4,9,46,26,56.5,3.72,2.10,0.20,0.35,13.7,0,0,0,6.6,6.6,0.14,+2.4,+2.4
1252,Stevan Jovetic,MNE,FW,AS Monaco,Ligue 1,30,1989,8.9,6,44,20,45.5,4.94,2.24,0.14,0.30,18.3,5,0,1,5.5,4.3,0.10,+0.5,+1.7
1253,Luka Jovic,SRB,FW,Real Madrid,La Liga,22,1997,1.7,0,6,1,16.7,3.62,0.60,0.00,0.00,11.2,0,0,0,1.1,1.1,0.19,-1.1,-1.1
1254,Luka Jovic,SRB,FW,Eintracht Frankfurt,Bundesliga,22,1997,9.9,4,26,7,26.9,2.62,0.70,0.15,0.57,12.4,0,0,0,2.7,2.7,0.11,+1.3,+1.3
1255,Juanmi,ESP,FW,Real Betis Balompié,La Liga,27,1993,6.7,2,14,5,35.7,2.09,0.75,0.14,0.40,10.9,0,0,0,3.0,3.0,0.21,-1.0,-1.0
1256,Hamed Junior Traorè,CIV,FW,US Sassuolo,Serie A,20,2000,19.9,5,44,14,31.8,2.21,0.70,0.11,0.36,17.1,1,0,0,4.4,4.4,0.10,+0.6,+0.6
1257,Vinícius Júnior,BRA,FW,Real Madrid,La Liga,20,2000,21.9,3,42,13,31.0,1.92,0.59,0.07,0.23,13.9,0,0,0,6.5,6.5,0.16,-3.5,-3.5
1258,James Justin,ENG,DF,Leicester City,Premier League,22,1998,23.0,2,10,3,30.0,0.43,0.13,0.20,0.67,14.9,0,0,0,1.6,1.6,0.16,+0.4,+0.4
1259,Musa Juwara,GMB,DF,Bologna FC 1909,Serie A,18,2001,0.5,0,1,1,100.0,1.96,1.96,0.00,0.00,22.8,0,0,0,0.0,0.0,0.02,0.0,0.0
1260,Jens Jönsson,DNK,MF,Cádiz CF,La Liga,27,1993,29.1,0,15,2,13.3,0.52,0.07,0.00,0.00,19.0,0,0,0,0.8,0.8,0.05,-0.8,-0.8
1261,Ozan Kabak,TUR,DF,Liverpool FC,Premier League,20,2000,8.9,0,1,0,0.0,0.11,0.00,0.00,,4.2,0,0,0,0.1,0.1,0.10,-0.1,-0.1
1262,Ozan Kabak,TUR,DF,FC Schalke 04,Bundesliga,20,2000,13.8,0,12,1,8.3,0.87,0.07,0.00,0.00,12.7,0,0,0,1.0,1.0,0.09,-1.0,-1.0
1263,Abdoul Kader Bamba,FRA,FW,FC Nantes,Ligue 1,26,1994,10.2,3,14,6,42.9,1.37,0.59,0.21,0.50,18.7,1,0,1,2.8,2.0,0.14,+0.2,+1.0
1264,Pavel Kaderabek,CZE,DF,TSG 1899 Hoffenheim,Bundesliga,28,1992,17.6,0,10,4,40.0,0.57,0.23,0.00,0.00,10.8,0,0,0,1.2,1.2,0.12,-1.2,-1.2
1265,Tino Kadewere,ZWE,FW,Olympique Lyon,Ligue 1,24,1996,22.3,10,60,24,40.0,2.69,1.08,0.17,0.42,12.1,0,0,0,10.2,10.2,0.17,-0.2,-0.2
1266,Damian Kadzior,POL,FW,SD Eibar,La Liga,28,1992,2.2,0,5,1,20.0,2.31,0.46,0.00,0.00,21.5,1,0,0,0.1,0.1,0.02,-0.1,-0.1
1267,Florian Kainz,AUT,FW,1. FC Köln,Bundesliga,27,1992,5.0,1,9,3,33.3,1.81,0.60,0.11,0.33,18.7,0,0,0,0.6,0.6,0.06,+0.4,+0.4
1268,Gaël Kakuta,COD,MF,RC Lens,Ligue 1,29,1991,26.6,11,45,8,17.8,1.69,0.30,0.09,0.50,27.1,9,7,9,11.4,4.6,0.10,-0.4,-0.6
1269,Sasa Kalajdzic,AUT,FW,VfB Stuttgart,Bundesliga,23,1997,23.7,16,67,28,41.8,2.82,1.18,0.24,0.57,12.5,0,0,0,9.0,9.0,0.13,+7.0,+7.0
1270,Arnaud Kalimuendo,FRA,FW,Paris Saint-Germain,Ligue 1,18,2002,0.8,0,2,1,50.0,2.47,1.23,0.00,0.00,16.6,0,0,0,0.4,0.4,0.19,-0.4,-0.4
1271,Arnaud Kalimuendo,FRA,FW,RC Lens,Ligue 1,18,2002,13.5,7,32,17,53.1,2.36,1.26,0.22,0.41,13.2,0,0,0,6.0,6.0,0.19,+1.0,+1.0
1272,Nikola Kalinic,HRV,FW,Hellas Verona,Serie A,32,1988,11.8,2,23,7,30.4,1.95,0.59,0.09,0.29,11.6,0,0,0,4.0,4.0,0.18,-2.0,-2.0
1273,Yayah Kallon,SLE,MF,Genoa CFC,Serie A,19,2001,0.5,0,2,1,50.0,4.00,2.00,0.00,0.00,18.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1
1274,Samuel Kalu,NGA,FW,FC Girondins Bordeaux,Ligue 1,22,1997,10.7,4,24,8,33.3,2.24,0.75,0.17,0.50,17.4,1,0,0,1.5,1.5,0.06,+2.5,+2.5
1275,Pierre Kalulu,FRA,DF,AC Milan,Serie A,20,2000,8.1,1,3,1,33.3,0.37,0.12,0.33,1.00,6.7,0,0,0,0.6,0.6,0.20,+0.4,+0.4
1276,Daichi Kamada,JPN,MF,Eintracht Frankfurt,Bundesliga,23,1996,26.2,5,38,9,23.7,1.45,0.34,0.13,0.56,16.6,2,0,0,5.6,5.6,0.15,-0.6,-0.6
1277,Aboubakar Kamara,MRT,FW,Dijon FCO,Ligue 1,25,1995,6.2,1,11,3,27.3,1.78,0.48,0.09,0.33,18.2,0,0,0,0.8,0.8,0.07,+0.2,+0.2
1278,Aboubakar Kamara,MRT,FW,Fulham FC,Premier League,25,1995,3.5,0,4,2,50.0,1.14,0.57,0.00,0.00,20.7,0,0,0,0.4,0.4,0.10,-0.4,-0.4
1279,Bingourou Kamara,SEN,GK,RC Strasbourg Alsace,Ligue 1,23,1996,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1280,Boubacar Kamara,FRA,MF,Olympique Marseille,Ligue 1,20,1999,32.2,0,20,8,40.0,0.62,0.25,0.00,0.00,22.3,0,0,0,0.7,0.7,0.04,-0.7,-0.7
1281,Hassane Kamara,CIV,DF,OGC Nice,Ligue 1,25,1994,32.9,2,27,4,14.8,0.82,0.12,0.07,0.50,21.0,0,0,0,1.1,1.1,0.04,+0.9,+0.9
1282,Marcin Kaminski,POL,DF,VfB Stuttgart,Bundesliga,28,1992,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1283,Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,29,1990,21.5,0,14,1,7.1,0.65,0.05,0.00,0.00,22.5,0,0,0,1.2,1.2,0.08,-1.2,-1.2
1284,Harry Kane,ENG,FW,Tottenham Hotspur,Premier League,27,1993,34.2,23,134,47,35.1,3.91,1.37,0.14,0.40,17.7,14,4,4,20.5,17.5,0.13,+2.5,+1.5
1285,Wilfried Kanga,FRA,FW,SCO Angers,Ligue 1,22,1998,1.5,0,1,1,100.0,0.68,0.68,0.00,0.00,21.4,0,0,0,0.3,0.3,0.26,-0.3,-0.3
1286,Kang-in Lee,KOR,FW,Valencia CF,La Liga,19,2001,14.0,0,25,7,28.0,1.78,0.50,0.00,0.00,22.0,5,0,0,1.2,1.2,0.05,-1.2,-1.2
1287,N'Golo Kanté,FRA,MF,Chelsea FC,Premier League,29,1991,23.8,0,10,3,30.0,0.42,0.13,0.00,0.00,19.5,0,0,0,0.9,0.9,0.09,-0.9,-0.9
1288,Jimmy Kaparos,DEU,MF,FC Schalke 04,Bundesliga,18,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1289,Yann Karamoh,FRA,FW,Parma Calcio 1913,Serie A,22,1998,14.4,2,22,9,40.9,1.53,0.63,0.09,0.22,14.1,0,0,0,3.3,3.3,0.15,-1.3,-1.3
1290,Isaac Karamoko,FRA,DF,US Sassuolo,Serie A,18,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1291,Atakan Karazor,DEU,DF,VfB Stuttgart,Bundesliga,23,1996,11.5,0,3,1,33.3,0.26,0.09,0.00,0.00,20.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1292,Augustus Kargbo,SLE,FW,FC Crotone,Serie A,20,1999,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1293,Loris Karius,DEU,GK,1.FC Union Berlin,Bundesliga,27,1993,3.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1294,Rick Karsdorp,NLD,DF,AS Roma,Serie A,25,1995,28.3,1,13,4,30.8,0.46,0.14,0.08,0.25,16.5,0,0,0,0.9,0.9,0.07,+0.1,+0.1
1295,Noah Katterbach,DEU,DF,1. FC Köln,Bundesliga,19,2001,12.3,0,9,2,22.2,0.73,0.16,0.00,0.00,24.4,0,0,0,0.2,0.2,0.02,-0.2,-0.2
1296,Eiji Kawashima,JPN,GK,RC Strasbourg Alsace,Ligue 1,37,1983,24.0,0,1,0,0.0,0.04,0.00,0.00,,74.0,1,0,0,0.0,0.0,0.03,0.0,0.0
1297,Moise Kean,ITA,FW,Everton FC,Premier League,20,2000,0.2,0,1,0,0.0,6.00,0.00,0.00,,23.1,0,0,0,0.0,0.0,0.03,0.0,0.0
1298,Moise Kean,ITA,FW,Paris Saint-Germain,Ligue 1,20,2000,18.9,13,53,24,45.3,2.81,1.27,0.25,0.54,11.7,0,0,0,10.7,10.7,0.20,+2.3,+2.3
1299,Michael Keane,ENG,DF,Everton FC,Premier League,27,1993,33.2,3,16,6,37.5,0.48,0.18,0.19,0.50,11.1,0,0,0,1.2,1.2,0.08,+1.8,+1.8
1300,Neeskens Kebano,COD,FW,Fulham FC,Premier League,28,1992,1.3,0,6,0,0.0,4.54,0.00,0.00,,18.7,1,0,0,0.3,0.3,0.05,-0.3,-0.3
1301,Thilo Kehrer,DEU,DF,Paris Saint-Germain,Ligue 1,23,1996,18.0,0,7,0,0.0,0.39,0.00,0.00,,12.4,0,0,0,0.7,0.7,0.11,-0.7,-0.7
1302,Habib Keïta,MLI,MF,Olympique Lyon,Ligue 1,18,2002,0.1,0,1,0,0.0,15.00,0.00,0.00,,9.0,0,0,0,0.4,0.4,0.38,-0.4,-0.4
1303,Naby Keïta,GIN,MF,Liverpool FC,Premier League,25,1995,5.8,0,9,2,22.2,1.56,0.35,0.00,0.00,19.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5
1304,Yannik Keitel,DEU,MF,SC Freiburg,Bundesliga,20,2000,5.5,0,9,2,22.2,1.63,0.36,0.00,0.00,23.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3
1305,Caoimhin Kelleher,IRL,GK,Liverpool FC,Premier League,21,1998,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1306,Stephane Paul Keller,CMR,DF,Deportivo Alavés,La Liga,18,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1307,Martin Kelly,ENG,DF,Crystal Palace,Premier League,30,1990,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1308,Marc Oliver Kempf,DEU,DF,VfB Stuttgart,Bundesliga,25,1995,30.3,2,16,6,37.5,0.53,0.20,0.13,0.33,17.1,0,0,0,1.3,1.3,0.08,+0.7,+0.7
1309,Kenedy,BRA,FW,Granada CF,La Liga,24,1996,16.3,4,36,12,33.3,2.20,0.73,0.11,0.33,26.2,7,0,0,2.1,2.1,0.06,+1.9,+1.9
1310,Jonjoe Kenny,ENG,DF,Everton FC,Premier League,23,1997,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1311,Franck Kessié,CIV,MF,AC Milan,Serie A,23,1996,35.8,13,36,8,22.2,1.00,0.22,0.06,0.25,18.2,0,11,13,13.6,3.7,0.10,-0.6,-1.7
1312,Reda Khadra,DEU,FW,Brighton & Hove Albion,Premier League,19,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1313,Omar Khailoti,ITA,DF,Bologna FC 1909,Serie A,18,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1314,Saîf-Eddine Khaoui,TUN,FW,Olympique Marseille,Ligue 1,25,1995,6.7,2,11,6,54.5,1.63,0.89,0.18,0.33,18.1,0,0,0,0.8,0.8,0.07,+1.2,+1.2
1315,Wahbi Khazri,TUN,FW,AS Saint-Étienne,Ligue 1,29,1991,13.1,7,29,10,34.5,2.21,0.76,0.14,0.40,22.8,4,3,3,4.9,2.6,0.09,+2.1,+1.4
1316,Rani Khedira,DEU,MF,FC Augsburg,Bundesliga,26,1994,20.2,1,10,4,40.0,0.50,0.20,0.10,0.25,18.4,0,0,0,1.0,1.0,0.10,0.0,0.0
1317,Sami Khedira,DEU,MF,Hertha BSC,Bundesliga,33,1987,4.4,0,1,0,0.0,0.23,0.00,0.00,,24.0,0,0,0,0.0,0.0,0.03,0.0,0.0
1318,Kike García,ESP,FW,SD Eibar,La Liga,30,1989,34.3,12,88,34,38.6,2.57,0.99,0.14,0.35,12.9,1,0,0,10.4,10.4,0.12,+1.6,+1.6
1319,Luca Kilian,DEU,DF,1.FSV Mainz 05,Bundesliga,20,1999,4.2,0,1,0,0.0,0.24,0.00,0.00,,12.0,0,0,0,0.0,0.0,0.05,0.0,0.0
1320,Max Kilman,ENG,DF,Wolverhampton Wanderers,Premier League,23,1997,14.6,0,6,2,33.3,0.41,0.14,0.00,0.00,11.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4
1321,Joshua Kimmich,DEU,MF,Bayern Munich,Bundesliga,25,1995,24.4,4,37,14,37.8,1.52,0.57,0.11,0.29,22.6,1,0,0,2.5,2.5,0.07,+1.5,+1.5
1322,Presnel Kimpembe,FRA,DF,Paris Saint-Germain,Ligue 1,24,1995,25.6,0,5,1,20.0,0.20,0.04,0.00,0.00,18.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1323,Joshua King,NOR,MF,Everton FC,Premier League,28,1992,1.6,0,3,1,33.3,1.82,0.61,0.00,0.00,12.4,0,0,0,0.8,0.8,0.27,-0.8,-0.8
1324,Georgios Kyriakopoulos,GRC,DF,US Sassuolo,Serie A,24,1996,16.2,1,24,14,58.3,1.48,0.87,0.04,0.07,21.9,1,0,0,1.4,1.4,0.06,-0.4,-0.4
1325,Simon Kjaer,DNK,DF,AC Milan,Serie A,31,1989,26.6,0,15,2,13.3,0.56,0.08,0.00,0.00,11.2,1,0,0,1.3,1.3,0.09,-1.3,-1.3
1326,Davy Klaassen,NLD,MF,SV Werder Bremen,Bundesliga,27,1993,2.5,0,4,0,0.0,1.62,0.00,0.00,,21.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1327,Felix Klaus,DEU,DF,VfL Wolfsburg,Bundesliga,27,1992,1.5,0,1,0,0.0,0.66,0.00,0.00,,30.0,0,0,0,0.0,0.0,0.02,0.0,0.0
1328,João Klauss,BRA,FW,TSG 1899 Hoffenheim,Bundesliga,23,1997,0.6,0,1,1,100.0,1.76,1.76,0.00,0.00,8.0,0,0,0,0.1,0.1,0.10,-0.1,-0.1
1329,Ragnar Klavan,EST,DF,Cagliari Calcio,Serie A,34,1985,8.6,0,6,1,16.7,0.70,0.12,0.00,0.00,16.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3
1330,Philipp Klement,DEU,MF,VfB Stuttgart,Bundesliga,27,1992,4.7,1,7,3,42.9,1.50,0.64,0.14,0.33,23.2,1,0,0,0.3,0.3,0.04,+0.7,+0.7
1331,Mateusz Klich,POL,MF,Leeds United,Premier League,30,1990,26.6,4,34,10,29.4,1.28,0.38,0.06,0.20,22.0,0,2,2,3.3,1.8,0.05,+0.7,+0.2
1332,Mateo Klimowicz,DEU,FW,VfB Stuttgart,Bundesliga,20,2000,13.3,1,33,10,30.3,2.48,0.75,0.03,0.10,17.8,0,0,0,3.8,3.8,0.12,-2.8,-2.8
1333,Fabian Klos,DEU,FW,Arminia Bielefeld,Bundesliga,32,1987,30.1,5,52,19,36.5,1.73,0.63,0.08,0.21,13.9,0,1,2,7.9,6.4,0.12,-2.9,-2.4
1334,Lukas Klostermann,DEU,DF,RB Leipzig,Bundesliga,24,1996,16.1,1,12,2,16.7,0.75,0.12,0.08,0.50,10.7,0,0,0,0.8,0.8,0.07,+0.2,+0.2
1335,Justin Kluivert,NLD,FW,RB Leipzig,Bundesliga,21,1999,9.0,3,18,7,38.9,1.99,0.77,0.17,0.43,16.2,0,0,0,3.6,3.6,0.20,-0.6,-0.6
1336,Justin Kluivert,NLD,FW,AS Roma,Serie A,21,1999,0.2,0,1,0,0.0,4.74,0.00,0.00,,26.9,0,0,0,0.0,0.0,0.01,0.0,0.0
1337,Lukas Klünter,DEU,DF,Hertha BSC,Bundesliga,24,1996,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1338,Ansgar Knauff,DEU,FW,Borussia Dortmund,Bundesliga,18,2002,0.8,1,2,1,50.0,2.54,1.27,0.50,1.00,15.1,0,0,0,0.1,0.1,0.05,+0.9,+0.9
1339,Robin Knoche,DEU,DF,1.FC Union Berlin,Bundesliga,28,1992,33.8,1,11,4,36.4,0.33,0.12,0.09,0.25,11.5,0,0,0,0.9,0.9,0.09,+0.1,+0.1
1340,Gregor Kobel,CHE,GK,VfB Stuttgart,Bundesliga,22,1997,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1341,Robin Koch,DEU,DF,Leeds United,Premier League,24,1996,12.6,0,9,2,22.2,0.72,0.16,0.00,0.00,10.8,0,0,0,0.8,0.8,0.09,-0.8,-0.8
1342,Giorgi Kochorashvili,GEO,MF,Levante UD,La Liga,21,1999,0.3,0,1,0,0.0,3.91,0.00,0.00,,32.0,0,0,0,0.0,0.0,0.01,0.0,0.0
1343,Kenan Kodro,BIH,FW,Real Valladolid CF,La Liga,26,1993,5.1,0,7,1,14.3,1.37,0.20,0.00,0.00,9.1,0,0,0,1.1,1.1,0.16,-1.1,-1.1
1344,Kenan Kodro,BIH,FW,Athletic Bilbao,La Liga,26,1993,0.5,1,1,1,100.0,2.05,2.05,0.00,0.00,37.6,0,1,1,0.8,0.0,0.02,+0.2,0.0
1345,Dominik Kohr,DEU,MF,1.FSV Mainz 05,Bundesliga,26,1994,14.1,1,16,3,18.8,1.14,0.21,0.06,0.33,20.8,0,0,0,0.9,0.9,0.06,+0.1,+0.1
1346,Dominik Kohr,DEU,MF,Eintracht Frankfurt,Bundesliga,26,1994,2.9,0,5,0,0.0,1.73,0.00,0.00,,18.7,1,0,0,0.5,0.5,0.11,-0.5,-0.5
1347,Koba Koindredi,FRA,MF,Valencia CF,La Liga,18,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1348,Koke,ESP,MF,Atlético de Madrid,La Liga,28,1992,33.6,1,17,7,41.2,0.51,0.21,0.06,0.14,20.0,0,0,0,1.9,1.9,0.11,-0.9,-0.9
1349,Aleksandr Kokorin,RUS,FW,ACF Fiorentina,Serie A,29,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1350,Aleksandar Kolarov,SRB,DF,Inter Milan,Serie A,34,1985,4.3,0,6,2,33.3,1.38,0.46,0.00,0.00,29.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1351,Sead Kolasinac,BIH,DF,Arsenal FC,Premier League,27,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1352,Sead Kolasinac,BIH,DF,FC Schalke 04,Bundesliga,27,1993,15.8,1,6,1,16.7,0.38,0.06,0.17,1.00,15.6,0,0,0,0.4,0.4,0.06,+0.6,+0.6
1353,Randal Kolo Muani,FRA,FW,FC Nantes,Ligue 1,21,1998,33.7,9,61,25,41.0,1.81,0.74,0.15,0.36,12.5,0,0,0,10.5,10.5,0.17,-1.5,-1.5
1354,Timothée Kolodziejczak,FRA,DF,AS Saint-Étienne,Ligue 1,28,1991,22.6,0,11,2,18.2,0.49,0.09,0.00,0.00,10.1,0,0,0,0.8,0.8,0.07,-0.8,-0.8
1355,Ghislain Konan,CIV,DF,Stade Reims,Ligue 1,24,1995,29.0,2,8,4,50.0,0.28,0.14,0.25,0.50,22.6,0,0,0,0.3,0.3,0.04,+1.7,+1.7
1356,Ibrahima Konaté,FRA,DF,RB Leipzig,Bundesliga,21,1999,7.7,1,5,2,40.0,0.65,0.26,0.20,0.50,7.8,0,0,0,0.5,0.5,0.10,+0.5,+0.5
1357,Moussa Konaté,SEN,FW,Dijon FCO,Ligue 1,27,1993,13.3,5,33,8,24.2,2.48,0.60,0.12,0.50,13.1,0,1,2,5.3,3.8,0.11,-0.3,+0.2
