Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
631,Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,19,2000,19.6,1,4,3,75.0,0.20,0.15,0.25,0.33,22.1,0,0,0,0.2,0.2,0.04,+0.8,+0.8
632,Ben Davies,WAL,DF,Tottenham Hotspur,Premier League,27,1993,15.0,0,3,0,0.0,0.20,0.00,0.00,,13.0,0,0,0,0.2,0.2,0.07,-0.2,-0.2
633,Tom Davies,ENG,MF,Everton FC,Premier League,22,1998,15.8,0,7,0,0.0,0.44,0.00,0.00,,24.6,0,0,0,0.2,0.2,0.02,-0.2,-0.2
634,Keinan Davis,ENG,FW,Aston Villa,Premier League,22,1998,3.1,1,9,2,22.2,2.92,0.65,0.11,0.50,9.6,0,0,0,1.0,1.0,0.12,0.0,0.0
635,Leif Davis,ENG,DF,Leeds United,Premier League,20,1999,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
636,Pawel Dawidowicz,POL,DF,Hellas Verona,Serie A,25,1995,20.7,0,16,4,25.0,0.77,0.19,0.00,0.00,10.6,0,0,0,1.3,1.3,0.09,-1.3,-1.3
637,Craig Dawson,ENG,DF,West Ham United,Premier League,30,1990,21.4,3,16,5,31.3,0.75,0.23,0.19,0.60,8.3,0,0,0,1.7,1.7,0.11,+1.3,+1.3
638,Kevin De Bruyne,BEL,MF,Manchester City,Premier League,29,1991,22.2,6,79,25,31.6,3.56,1.13,0.05,0.16,20.2,10,2,3,9.7,7.4,0.09,-3.7,-3.4
639,Sebastien De Maio,FRA,DF,Udinese Calcio,Serie A,33,1987,9.5,0,5,1,20.0,0.53,0.11,0.00,0.00,12.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3
640,Rodrigo de Paul,ARG,MF,Udinese Calcio,Serie A,26,1994,35.6,9,80,19,23.8,2.25,0.53,0.08,0.32,24.0,10,3,3,6.6,4.3,0.06,+2.4,+1.7
641,Mattia De Sciglio,ITA,DF,Olympique Lyon,Ligue 1,27,1992,16.3,0,4,2,50.0,0.25,0.12,0.00,0.00,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
642,Mattia De Sciglio,ITA,DF,Juventus FC,Serie A,27,1992,0.3,0,1,0,0.0,3.75,0.00,0.00,,20.1,0,0,0,0.0,0.0,0.03,0.0,0.0
643,Lorenzo De Silvestri,ITA,DF,Bologna FC 1909,Serie A,32,1988,23.8,2,12,7,58.3,0.50,0.29,0.17,0.29,10.5,0,0,0,2.3,2.3,0.19,-0.3,-0.3
644,Thibault De Smet,BEL,DF,Stade Reims,Ligue 1,22,1998,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
645,Lucas Deaux,FRA,MF,Nîmes Olympique,Ligue 1,31,1988,19.5,1,14,6,42.9,0.72,0.31,0.07,0.17,17.8,0,0,0,0.9,0.9,0.07,+0.1,+0.1
646,Mathieu Debuchy,FRA,DF,AS Saint-Étienne,Ligue 1,35,1985,23.4,2,26,7,26.9,1.11,0.30,0.08,0.29,12.7,0,0,0,2.6,2.6,0.10,-0.6,-0.6
647,Grégoire Defrel,MTQ,FW,US Sassuolo,Serie A,29,1991,14.9,3,22,9,40.9,1.48,0.61,0.14,0.33,16.3,0,0,0,2.8,2.8,0.13,+0.2,+0.2
648,Alessandro Deiola,ITA,MF,Spezia Calcio,Serie A,24,1995,4.0,0,5,1,20.0,1.25,0.25,0.00,0.00,23.6,1,0,0,0.2,0.2,0.04,-0.2,-0.2
649,Alessandro Deiola,ITA,MF,Cagliari Calcio,Serie A,24,1995,6.8,0,6,1,16.7,0.88,0.15,0.00,0.00,22.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2
650,Romain Del Castillo,FRA,MF,Stade Rennais FC,Ligue 1,24,1996,7.2,0,17,5,29.4,2.35,0.69,0.00,0.00,20.4,1,0,0,1.2,1.2,0.07,-1.2,-1.2
651,Lorenzo Del Pinto,ITA,MF,Benevento Calcio,Serie A,30,1990,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
652,Thomas Delaine,FRA,DF,FC Metz,Ligue 1,28,1992,19.8,3,17,10,58.8,0.86,0.51,0.18,0.30,20.6,0,0,0,1.1,1.1,0.07,+1.9,+1.9
653,Thomas Delaney,DNK,MF,Borussia Dortmund,Bundesliga,28,1991,14.3,1,8,3,37.5,0.56,0.21,0.13,0.33,13.1,0,0,0,0.4,0.4,0.05,+0.6,+0.6
654,Liam Delap,ENG,FW,Manchester City,Premier League,17,2003,0.4,0,1,0,0.0,2.25,0.00,0.00,,12.0,0,0,0,0.0,0.0,0.03,0.0,0.0
655,Jonathan Delaplace,FRA,DF,FC Lorient,Ligue 1,34,1986,10.1,0,5,0,0.0,0.50,0.00,0.00,,23.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
656,Sacha Delaye,FRA,MF,Montpellier HSC,Ligue 1,18,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
657,Cristian Dell'Orco,ITA,DF,Spezia Calcio,Serie A,26,1994,2.9,0,1,0,0.0,0.34,0.00,0.00,,6.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1
658,Andy Delort,DZA,FW,Montpellier HSC,Ligue 1,28,1991,27.6,15,91,34,37.4,3.30,1.23,0.16,0.44,16.0,2,0,1,10.8,10.0,0.11,+4.2,+5.0
659,Fabian Delph,ENG,MF,Everton FC,Premier League,30,1989,3.0,0,1,0,0.0,0.34,0.00,0.00,,30.4,0,0,0,0.0,0.0,0.03,0.0,0.0
660,Moussa Dembélé,FRA,FW,Olympique Lyon,Ligue 1,24,1996,7.5,1,27,8,29.6,3.59,1.06,0.04,0.13,13.6,1,0,0,3.8,3.8,0.14,-2.8,-2.8
661,Moussa Dembélé,FRA,FW,Atlético de Madrid,La Liga,24,1996,1.1,0,6,2,33.3,5.40,1.80,0.00,0.00,10.8,0,0,0,1.0,1.0,0.17,-1.0,-1.0
662,Ousmane Dembélé,FRA,FW,FC Barcelona,La Liga,23,1997,19.7,6,55,20,36.4,2.79,1.01,0.11,0.30,17.2,0,0,0,5.6,5.6,0.10,+0.4,+0.4
663,Merih Demiral,TUR,DF,Juventus FC,Serie A,22,1998,10.4,0,7,2,28.6,0.67,0.19,0.00,0.00,10.3,0,0,0,0.7,0.7,0.10,-0.7,-0.7
664,Kerem Demirbay,DEU,MF,Bayer 04 Leverkusen,Bundesliga,27,1993,19.4,4,44,13,29.5,2.27,0.67,0.09,0.31,23.3,5,0,0,2.4,2.4,0.05,+1.6,+1.6
665,Ermedin Demirovic,BIH,FW,SC Freiburg,Bundesliga,22,1998,16.6,5,40,19,47.5,2.40,1.14,0.13,0.26,13.7,0,0,0,4.7,4.7,0.12,+0.3,+0.3
666,Diego Demme,DEU,MF,SSC Napoli,Serie A,28,1991,17.7,2,14,5,35.7,0.79,0.28,0.14,0.40,15.5,0,0,0,1.4,1.4,0.10,+0.6,+0.6
667,Jason Denayer,BEL,DF,Olympique Lyon,Ligue 1,25,1995,29.0,1,5,1,20.0,0.17,0.03,0.20,1.00,16.8,0,0,0,0.5,0.5,0.10,+0.5,+0.5
668,Leander Dendoncker,BEL,MF,Wolverhampton Wanderers,Premier League,25,1995,27.8,1,32,8,25.0,1.15,0.29,0.03,0.13,13.5,0,0,0,3.3,3.3,0.10,-2.3,-2.3
669,Kévin Denkey,TGO,FW,Nîmes Olympique,Ligue 1,19,2000,5.8,1,17,8,47.1,2.92,1.37,0.06,0.13,15.3,0,0,0,1.8,1.8,0.10,-0.8,-0.8
670,Emmanuel Dennis,NGA,FW,1. FC Köln,Bundesliga,22,1997,5.3,0,5,0,0.0,0.95,0.00,0.00,,12.7,0,0,0,0.6,0.6,0.11,-0.6,-0.6
671,Stefano Denswil,NLD,DF,Bologna FC 1909,Serie A,27,1993,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
672,Fabio Depaoli,ITA,DF,Benevento Calcio,Serie A,23,1997,12.4,0,7,1,14.3,0.56,0.08,0.00,0.00,21.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2
673,Fabio Depaoli,ITA,MF,UC Sampdoria,Serie A,23,1997,0.9,0,2,1,50.0,2.34,1.17,0.00,0.00,17.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
674,Fabio Depaoli,ITA,DF,Atalanta BC,Serie A,23,1997,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
675,Memphis Depay,NLD,FW,Olympique Lyon,Ligue 1,26,1994,32.5,20,102,45,44.1,3.14,1.39,0.12,0.27,21.1,14,8,8,17.7,11.7,0.11,+2.3,+0.3
676,Clément Depres,FRA,MF,Nîmes Olympique,Ligue 1,25,1994,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
677,Mike van der Hoorn,NLD,DF,Arminia Bielefeld,Bundesliga,27,1992,15.1,0,4,2,50.0,0.27,0.13,0.00,0.00,10.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3
678,Kastriot Dermaku,ALB,DF,Parma Calcio 1913,Serie A,28,1992,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
679,Kiril Despodov,BGR,FW,Cagliari Calcio,Serie A,23,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
680,Sergiño Dest,USA,DF,FC Barcelona,La Liga,19,2000,21.2,2,14,5,35.7,0.66,0.24,0.14,0.40,15.6,0,0,0,2.5,2.5,0.18,-0.5,-0.5
681,Mattia Destro,ITA,FW,Genoa CFC,Serie A,29,1991,17.8,11,38,23,60.5,2.13,1.29,0.29,0.48,12.0,0,0,0,6.8,6.8,0.18,+4.2,+4.2
682,Gerard Deulofeu,ESP,FW,Udinese Calcio,Serie A,26,1994,6.6,1,16,9,56.3,2.41,1.35,0.06,0.11,17.1,1,0,0,1.3,1.3,0.08,-0.3,-0.3
683,Deyverson,BRA,FW,Deportivo Alavés,La Liga,29,1991,9.7,1,14,2,14.3,1.44,0.21,0.07,0.50,16.6,0,0,0,1.8,1.8,0.13,-0.8,-0.8
684,Jacopo Dezi,ITA,FW,Parma Calcio 1913,Serie A,28,1992,0.9,0,1,0,0.0,1.14,0.00,0.00,,20.0,0,0,0,0.0,0.0,0.05,0.0,0.0
685,Samuel Di Carmine,ITA,FW,Hellas Verona,Serie A,31,1988,5.6,0,9,2,22.2,1.62,0.36,0.00,0.00,9.7,0,0,0,1.6,1.6,0.17,-1.6,-1.6
686,Samuel Di Carmine,ITA,FW,FC Crotone,Serie A,31,1988,5.3,0,6,1,16.7,1.14,0.19,0.00,0.00,11.0,0,0,0,0.4,0.4,0.07,-0.4,-0.4
687,Giovanni Di Lorenzo,ITA,DF,SSC Napoli,Serie A,26,1993,36.0,3,31,12,38.7,0.86,0.33,0.10,0.25,11.9,0,0,0,3.8,3.8,0.12,-0.8,-0.8
688,Ángel Di María,ARG,FW,Paris Saint-Germain,Ligue 1,32,1988,20.6,5,60,18,30.0,2.91,0.87,0.08,0.28,20.8,6,0,0,5.1,5.1,0.09,-0.1,-0.1
689,Alessandro Di Pardo,ITA,MF,Juventus FC,Serie A,21,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
690,Giuseppe Di Serio,ITA,FW,Benevento Calcio,Serie A,19,2001,3.2,0,5,2,40.0,1.54,0.62,0.00,0.00,15.5,0,0,0,0.6,0.6,0.13,-0.6,-0.6
691,Boulaye Dia,SEN,FW,Stade Reims,Ligue 1,23,1996,32.6,14,58,22,37.9,1.78,0.68,0.16,0.41,15.9,0,5,5,13.2,9.4,0.16,+0.8,-0.4
692,Abdoulay Diaby,MLI,MF,Getafe CF,La Liga,29,1991,0.2,0,1,0,0.0,5.00,0.00,0.00,,14.0,0,0,0,0.3,0.3,0.34,-0.3,-0.3
693,Moussa Diaby,FRA,FW,Bayer 04 Leverkusen,Bundesliga,21,1999,26.5,4,51,25,49.0,1.92,0.94,0.08,0.16,18.5,0,0,0,5.6,5.6,0.11,-1.6,-1.6
694,Mbaye Diagne,SEN,FW,West Bromwich Albion,Premier League,28,1991,13.2,3,25,9,36.0,1.89,0.68,0.12,0.33,10.0,0,0,0,5.0,5.0,0.20,-2.0,-2.0
695,Mouctar Diakhaby,FRA,DF,Valencia CF,La Liga,23,1996,23.1,1,11,4,36.4,0.48,0.17,0.09,0.25,10.0,0,0,0,1.1,1.1,0.10,-0.1,-0.1
696,Abdou Diallo,SEN,DF,Paris Saint-Germain,Ligue 1,24,1996,16.6,0,4,0,0.0,0.24,0.00,0.00,,11.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3
697,Amad Diallo,CIV,FW,Manchester United,Premier League,18,2002,1.8,0,1,1,100.0,0.54,0.54,0.00,0.00,22.6,0,0,0,0.0,0.0,0.04,0.0,0.0
698,Amad Diallo,CIV,MF,Atalanta BC,Serie A,18,2002,0.2,0,1,0,0.0,6.43,0.00,0.00,,21.5,0,0,0,0.0,0.0,0.03,0.0,0.0
699,Habib Diallo,SEN,FW,RC Strasbourg Alsace,Ligue 1,25,1995,25.8,9,53,19,35.8,2.05,0.74,0.15,0.42,16.4,0,1,1,7.2,6.4,0.12,+1.8,+1.6
700,Habib Diallo,SEN,FW,FC Metz,Ligue 1,25,1995,1.6,0,2,0,0.0,1.26,0.00,0.00,,9.6,0,0,0,0.4,0.4,0.19,-0.4,-0.4
701,Ibrahima Diallo,FRA,MF,Southampton FC,Premier League,21,1999,11.3,0,8,2,25.0,0.71,0.18,0.00,0.00,20.6,0,0,0,0.6,0.6,0.08,-0.6,-0.6
702,Ibrahima Diallo,FRA,MF,Stade Brest 29,Ligue 1,21,1999,4.9,0,1,0,0.0,0.20,0.00,0.00,,31.0,0,0,0,0.0,0.0,0.02,0.0,0.0
703,Amadou Diambo,GHA,FW,Benevento Calcio,Serie A,19,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
704,Grady Diangana,ENG,MF,West Bromwich Albion,Premier League,22,1998,13.7,1,14,5,35.7,1.02,0.36,0.07,0.20,16.6,0,0,0,1.2,1.2,0.09,-0.2,-0.2
705,Stéphane Diarra,FRA,FW,FC Lorient,Ligue 1,21,1998,2.2,0,2,2,100.0,0.91,0.91,0.00,0.00,21.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
706,Raphinha,BRA,MF,Leeds United,Premier League,23,1996,26.2,6,68,27,39.7,2.59,1.03,0.09,0.22,16.3,4,0,0,6.0,6.0,0.09,0.0,0.0
707,Raphinha,BRA,FW,Stade Rennais FC,Ligue 1,23,1996,4.5,1,11,3,27.3,2.45,0.67,0.09,0.33,18.0,3,0,0,1.2,1.2,0.11,-0.2,-0.2
708,Rúben Dias,PRT,DF,Manchester City,Premier League,23,1997,31.6,1,14,7,50.0,0.44,0.22,0.07,0.14,7.5,0,0,0,2.4,2.4,0.17,-1.4,-1.4
709,Krépin Diatta,SEN,MF,AS Monaco,Ligue 1,21,1999,4.3,1,3,1,33.3,0.69,0.23,0.33,1.00,14.3,0,0,0,0.5,0.5,0.18,+0.5,+0.5
710,Amadou Diawara,GIN,MF,AS Roma,Serie A,23,1997,7.3,1,7,4,57.1,0.96,0.55,0.14,0.25,20.3,0,0,0,1.1,1.1,0.16,-0.1,-0.1
711,Brahim Díaz,ESP,MF,AC Milan,Serie A,20,1999,13.6,4,26,9,34.6,1.91,0.66,0.15,0.44,16.3,0,0,0,3.3,3.3,0.13,+0.7,+0.7
712,Víctor Díaz,ESP,DF,Granada CF,La Liga,32,1988,9.2,0,5,1,20.0,0.54,0.11,0.00,0.00,26.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3
713,Daniel Didavi,DEU,FW,VfB Stuttgart,Bundesliga,30,1990,10.8,4,24,7,29.2,2.23,0.65,0.17,0.57,18.3,5,0,0,3.2,3.2,0.13,+0.8,+0.8
714,Eric Dier,ENG,DF,Tottenham Hotspur,Premier League,26,1994,28.0,0,14,2,14.3,0.50,0.07,0.00,0.00,21.5,8,0,0,0.9,0.9,0.06,-0.9,-0.9
715,Daan Dierckx,BEL,DF,Parma Calcio 1913,Serie A,17,2003,5.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
716,Lucas Digne,FRA,DF,Everton FC,Premier League,27,1993,29.8,0,13,0,0.0,0.44,0.00,0.00,,23.2,3,0,0,0.6,0.6,0.04,-0.6,-0.6
717,Virgil van Dijk,NLD,DF,Liverpool FC,Premier League,29,1991,4.1,1,4,2,50.0,0.97,0.49,0.25,0.50,13.5,0,0,0,0.3,0.3,0.08,+0.7,+0.7
718,Mitchell Dijks,NLD,DF,Bologna FC 1909,Serie A,27,1993,16.5,0,2,0,0.0,0.12,0.00,0.00,,14.5,0,0,0,0.0,0.0,0.02,0.0,0.0
719,Javairô Dilrosun,NLD,FW,Hertha BSC,Bundesliga,22,1998,5.9,0,8,1,12.5,1.36,0.17,0.00,0.00,17.4,0,0,0,0.8,0.8,0.10,-0.8,-0.8
720,Federico Dimarco,ITA,DF,Hellas Verona,Serie A,22,1997,29.0,5,38,14,36.8,1.31,0.48,0.13,0.36,20.5,6,0,0,2.3,2.3,0.06,+2.7,+2.7
721,Tristan Dingomé,CMR,MF,Stade Reims,Ligue 1,29,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
722,Eren Dinkci,DEU,FW,SV Werder Bremen,Bundesliga,18,2001,1.2,1,3,2,66.7,2.50,1.67,0.33,0.50,11.3,0,0,0,0.4,0.4,0.15,+0.6,+0.6
723,Sinaly Diomandé,CIV,DF,Olympique Lyon,Ligue 1,19,2001,12.6,0,16,3,18.8,1.27,0.24,0.00,0.00,14.5,0,0,0,1.0,1.0,0.06,-1.0,-1.0
724,Loïs Diony,FRA,FW,SCO Angers,Ligue 1,27,1992,19.4,5,28,14,50.0,1.44,0.72,0.14,0.29,15.9,0,1,1,4.3,3.6,0.13,+0.7,+0.4
725,Issa Diop,FRA,DF,West Ham United,Premier League,23,1997,15.3,2,3,2,66.7,0.20,0.13,0.67,1.00,8.2,0,0,0,0.3,0.3,0.11,+1.7,+1.7
726,Pape Diop,SEN,MF,SD Eibar,La Liga,34,1986,25.8,1,28,9,32.1,1.08,0.35,0.04,0.11,17.8,0,0,0,1.9,1.9,0.07,-0.9,-0.9
727,Sofiane Diop,FRA,MF,AS Monaco,Ligue 1,20,2000,22.5,7,43,17,39.5,1.91,0.76,0.16,0.41,19.3,1,0,0,4.4,4.4,0.10,+2.6,+2.6
728,Andy Diouf,FRA,FW,Stade Rennais FC,Ligue 1,17,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
729,Yehvann Diouf,FRA,GK,Stade Reims,Ligue 1,20,1999,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
730,Assane Dioussé,SEN,DF,AS Saint-Étienne,Ligue 1,22,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
731,Axel Disasi,FRA,DF,AS Monaco,Ligue 1,22,1998,22.3,3,19,6,31.6,0.85,0.27,0.16,0.50,10.1,0,0,0,2.3,2.3,0.12,+0.7,+0.7
732,Tiago Djaló,PRT,DF,LOSC Lille,Ligue 1,20,2000,9.7,0,2,0,0.0,0.21,0.00,0.00,,26.7,0,0,0,0.0,0.0,0.01,0.0,0.0
733,Djené,TGO,DF,Getafe CF,La Liga,28,1991,32.7,0,2,0,0.0,0.06,0.00,0.00,,7.2,0,0,0,0.2,0.2,0.09,-0.2,-0.2
734,Moussa Djenepo,MLI,MF,Southampton FC,Premier League,22,1998,13.8,1,14,2,14.3,1.02,0.15,0.07,0.50,19.1,0,0,0,0.9,0.9,0.06,+0.1,+0.1
735,Koffi Djidji,CIV,DF,FC Crotone,Serie A,27,1992,16.9,1,4,2,50.0,0.24,0.12,0.25,0.50,8.9,0,0,0,0.4,0.4,0.11,+0.6,+0.6
736,Alexander Djiku,GHA,DF,RC Strasbourg Alsace,Ligue 1,25,1994,28.4,0,15,2,13.3,0.53,0.07,0.00,0.00,14.1,0,0,0,1.7,1.7,0.13,-1.7,-1.7
737,Berat Djimsiti,ALB,DF,Atalanta BC,Serie A,27,1993,29.2,0,21,1,4.8,0.72,0.03,0.00,0.00,9.2,0,0,0,2.1,2.1,0.10,-2.1,-2.1
738,Marko Dmitrovic,SRB,GK,SD Eibar,La Liga,28,1992,34.7,1,1,0,0.0,0.03,0.00,0.00,,44.0,0,1,2,1.6,0.1,0.07,-0.6,-0.1
739,Ritsu Doan,JPN,MF,Arminia Bielefeld,Bundesliga,22,1998,30.8,5,70,20,28.6,2.28,0.65,0.07,0.25,18.9,7,0,0,5.2,5.0,0.07,-0.2,0.0
740,Alexandru Dobre,ROU,FW,Dijon FCO,Ligue 1,21,1998,5.9,0,9,1,11.1,1.53,0.17,0.00,0.00,16.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5
741,Matt Doherty,IRL,DF,Tottenham Hotspur,Premier League,28,1992,13.8,0,3,1,33.3,0.22,0.07,0.00,0.00,16.0,0,0,0,0.4,0.4,0.14,-0.4,-0.4
742,Jérémy Doku,BEL,MF,Stade Rennais FC,Ligue 1,18,2002,25.7,2,36,7,19.4,1.40,0.27,0.06,0.29,17.3,0,0,0,3.7,3.7,0.10,-1.7,-1.7
743,Kasper Dolberg,DNK,FW,OGC Nice,Ligue 1,22,1997,21.4,6,36,17,47.2,1.68,0.79,0.11,0.24,12.9,1,2,2,7.4,5.9,0.16,-1.4,-1.9
744,Keagan Dolly,ZAF,MF,Montpellier HSC,Ligue 1,27,1993,5.0,0,6,0,0.0,1.19,0.00,0.00,,23.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
745,Jaume Doménech,ESP,GK,Valencia CF,La Liga,29,1990,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
746,Carlos Dominguez,ESP,DF,Celta de Vigo,La Liga,19,2001,4.0,0,1,1,100.0,0.25,0.25,0.00,0.00,6.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1
747,Nicolás Domínguez,ARG,MF,Bologna FC 1909,Serie A,22,1998,13.9,1,18,5,27.8,1.29,0.36,0.06,0.20,18.2,0,0,0,1.5,1.5,0.08,-0.5,-0.5
748,John Nwankwo,ESP,DF,Elche CF,La Liga,19,2000,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
749,Dong-won Ji,KOR,FW,1.FSV Mainz 05,Bundesliga,29,1991,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
750,Anastasios Donis,GRC,MF,Stade Reims,Ligue 1,23,1996,1.1,0,1,0,0.0,0.93,0.00,0.00,,29.1,0,0,0,0.0,0.0,0.03,0.0,0.0
751,Gianluigi Donnarumma,ITA,GK,AC Milan,Serie A,21,1999,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
752,Gabriel,BRA,DF,Arsenal FC,Premier League,22,1997,22.2,2,16,4,25.0,0.72,0.18,0.13,0.50,11.3,0,0,0,1.0,1.0,0.06,+1.0,+1.0
753,Bas Dost,NLD,FW,Eintracht Frankfurt,Bundesliga,31,1989,9.1,4,14,7,50.0,1.54,0.77,0.21,0.43,9.5,0,1,1,4.3,3.5,0.25,-0.3,-0.5
754,Lucas Gourna-Douath,FRA,MF,AS Saint-Étienne,Ligue 1,16,2003,14.7,0,5,1,20.0,0.34,0.07,0.00,0.00,16.0,0,0,0,0.4,0.4,0.09,-0.4,-0.4
755,Abdoulaye Doucouré,FRA,MF,Everton FC,Premier League,27,1993,27.1,2,18,5,27.8,0.66,0.18,0.11,0.40,16.8,0,0,0,2.1,2.1,0.12,-0.1,-0.1
756,Cheick Doucouré,MLI,MF,RC Lens,Ligue 1,20,2000,29.2,2,35,5,14.3,1.20,0.17,0.06,0.40,23.8,0,0,0,1.2,1.2,0.03,+0.8,+0.8
757,Fodé Doucouré,MLI,DF,Stade Reims,Ligue 1,19,2001,3.7,0,3,2,66.7,0.81,0.54,0.00,0.00,22.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2
758,Mahamadou Doucouré,FRA,FW,Nîmes Olympique,Ligue 1,20,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
759,Cheick Doukouré,CIV,MF,Levante UD,La Liga,27,1992,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
760,Idrissa Doumbia,CIV,MF,SD Huesca,La Liga,22,1998,8.7,0,4,0,0.0,0.46,0.00,0.00,,21.1,0,0,0,0.4,0.4,0.10,-0.4,-0.4
761,Moussa Doumbia,MLI,MF,Stade Reims,Ligue 1,25,1994,10.0,0,17,3,17.6,1.70,0.30,0.00,0.00,20.9,0,0,0,0.6,0.6,0.04,-0.6,-0.6
762,Souleyman Doumbia,CIV,DF,SCO Angers,Ligue 1,23,1996,24.7,0,7,2,28.6,0.28,0.08,0.00,0.00,21.3,0,0,0,0.5,0.5,0.07,-0.5,-0.5
763,Aleksandar Dragovic,AUT,DF,Bayer 04 Leverkusen,Bundesliga,29,1991,12.6,1,3,2,66.7,0.24,0.16,0.33,0.50,16.1,0,0,0,0.3,0.3,0.10,+0.7,+0.7
764,Bartlomiej Dragowski,POL,GK,ACF Fiorentina,Serie A,22,1997,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
765,Denis Dragus,ROU,FW,FC Crotone,Serie A,21,1999,2.0,0,4,0,0.0,2.03,0.00,0.00,,25.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
766,Radu Dragusin,ROU,DF,Juventus FC,Serie A,18,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
767,Mouhamadou Drammeh,FRA,MF,Stade Reims,Ligue 1,21,1999,1.9,0,1,0,0.0,0.52,0.00,0.00,,29.6,0,0,0,0.0,0.0,0.02,0.0,0.0
768,Julian Draxler,DEU,MF,Paris Saint-Germain,Ligue 1,26,1993,11.8,4,12,5,41.7,1.02,0.42,0.33,0.80,15.3,0,0,0,2.2,2.2,0.18,+1.8,+1.8
769,Dominick Drexler,DEU,MF,1. FC Köln,Bundesliga,30,1990,13.7,2,12,2,16.7,0.88,0.15,0.17,1.00,12.1,0,0,0,2.8,2.8,0.23,-0.8,-0.8
770,Matthieu Dreyer,FRA,GK,FC Lorient,Ligue 1,31,1989,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
771,Domingos Duarte,PRT,DF,Granada CF,La Liga,25,1995,26.3,1,7,2,28.6,0.27,0.08,0.14,0.50,8.2,0,0,0,1.3,1.3,0.19,-0.3,-0.3
772,Léo Duarte,BRA,DF,AC Milan,Serie A,24,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
773,Óscar Duarte,CRI,DF,Levante UD,La Liga,31,1989,22.9,1,6,3,50.0,0.26,0.13,0.17,0.33,7.5,0,0,0,1.1,1.1,0.19,-0.1,-0.1
774,Rubén Duarte,ESP,DF,Deportivo Alavés,La Liga,24,1995,28.3,1,12,1,8.3,0.42,0.04,0.08,1.00,22.4,0,0,0,1.3,1.3,0.11,-0.3,-0.3
