Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,SCA,SCA/90,PassLiveSh,PassDeadSh,DribSh,ShSh,FldSh,DefSh,GCA,GCA/90,PassLiveG,PassDeadG,DribG,ShG,FldG,DefG
1459,Mehdi Léris,FRA,DF,UC Sampdoria,Serie A,22,1998,4.3,13,3.03,11,1,0,0,0,1,1,0.23,1,0,0,0,0,0
1460,Thakgalo Leshabela,ZAF,MF,Leicester City,Premier League,20,1999,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1461,Karlo Letica,HRV,GK,UC Sampdoria,Serie A,23,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1462,Gaetano Letizia,ITA,DF,Benevento Calcio,Serie A,30,1990,17.4,37,2.12,28,5,1,1,1,1,2,0.11,2,0,0,0,0,0
1463,Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,31,1988,27.3,74,2.71,53,1,5,9,5,1,18,0.66,12,0,3,1,2,0
1464,Jamal Lewis,NIR,DF,Newcastle United,Premier League,22,1998,20.4,29,1.42,24,3,1,0,1,0,2,0.10,2,0,0,0,0,0
1465,Aaron Leya Iseka,BEL,FW,FC Metz,Ligue 1,22,1997,11.2,21,1.87,14,0,3,0,4,0,1,0.09,0,0,1,0,0,0
1466,Yanis Lhéry,FRA,MF,AS Saint-Étienne,Ligue 1,17,2003,0.3,2,6.00,0,0,1,0,0,1,0,0.00,0,0,0,0,0,0
1467,Dimitri Liénard,FRA,MF,RC Strasbourg Alsace,Ligue 1,32,1988,20.3,73,3.59,32,33,1,1,2,4,7,0.34,2,4,0,1,0,0
1468,Philipp Lienhart,AUT,DF,SC Freiburg,Bundesliga,24,1996,33.3,13,0.39,11,1,0,0,1,0,0,0.00,0,0,0,0,0,0
1469,Matthijs de Ligt,NLD,DF,Juventus FC,Serie A,20,1999,24.7,25,1.01,19,1,1,3,1,0,5,0.20,4,0,0,1,0,0
1470,Isaac Lihadji,FRA,MF,LOSC Lille,Ligue 1,18,2002,2.2,11,5.05,8,2,0,0,0,1,2,0.92,2,0,0,0,0,0
1471,Dimitrios Limnios,GRC,MF,1. FC Köln,Bundesliga,22,1998,4.2,5,1.19,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1472,Victor Lindelöf,SWE,DF,Manchester United,Premier League,26,1994,28.7,9,0.31,9,0,0,0,0,0,1,0.03,1,0,0,0,0,0
1473,Karol Linetty,POL,MF,Torino FC,Serie A,25,1995,20.4,36,1.77,28,1,4,1,1,1,1,0.05,0,0,0,1,0,0
1474,Jesse Lingard,ENG,MF,West Ham United,Premier League,27,1992,15.8,61,3.86,42,6,2,5,6,0,11,0.70,6,2,0,2,1,0
1475,Pol Lirola,ESP,DF,ACF Fiorentina,Serie A,22,1997,5.5,10,1.81,8,1,1,0,0,0,1,0.18,1,0,0,0,0,0
1476,Pol Lirola,ESP,DF,Olympique Marseille,Ligue 1,22,1997,17.3,33,1.91,27,1,3,0,2,0,3,0.17,3,0,0,0,0,0
1477,Jake Livermore,ENG,MF,West Bromwich Albion,Premier League,30,1989,13.8,8,0.58,7,0,0,1,0,0,1,0.07,1,0,0,0,0,0
1478,Diego Llorente,ESP,DF,Leeds United,Premier League,26,1993,13.4,6,0.45,5,0,0,1,0,0,1,0.07,1,0,0,0,0,0
1479,Diego Llorente,ESP,DF,Real Sociedad,La Liga,26,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1480,Fernando Llorente,ESP,FW,Udinese Calcio,Serie A,35,1985,7.9,15,1.89,11,0,0,2,1,1,2,0.25,1,0,0,1,0,0
1481,Fernando Llorente,ESP,FW,SSC Napoli,Serie A,35,1985,0.6,2,3.46,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1482,Marcos Llorente,ESP,MF,Atlético de Madrid,La Liga,25,1995,32.8,75,2.28,57,1,4,3,7,3,15,0.46,11,0,0,0,2,2
1483,Hugo Lloris,FRA,GK,Tottenham Hotspur,Premier League,33,1986,38.0,1,0.03,1,0,0,0,0,0,1,0.03,1,0,0,0,0,0
1484,Giovani Lo Celso,ARG,MF,Tottenham Hotspur,Premier League,24,1996,10.5,30,2.86,21,3,0,1,4,1,3,0.29,3,0,0,0,0,0
1485,Stanislav Lobotka,SVK,MF,SSC Napoli,Serie A,25,1994,1.7,1,0.58,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1486,Manuel Locatelli,ITA,MF,US Sassuolo,Serie A,22,1998,32.0,86,2.68,72,4,1,2,5,2,10,0.31,8,1,0,0,1,0
1487,Renan Lodi,BRA,DF,Atlético de Madrid,La Liga,22,1998,12.5,28,2.23,16,6,2,1,2,1,4,0.32,4,0,0,0,0,0
1488,Ruben Loftus-Cheek,ENG,FW,Chelsea FC,Premier League,24,1996,0.7,1,1.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1489,Ruben Loftus-Cheek,ENG,MF,Fulham FC,Premier League,24,1996,21.2,53,2.50,30,0,7,3,10,3,0,0.00,0,0,0,0,0,0
1490,Niklas Lomb,DEU,GK,Bayer 04 Leverkusen,Bundesliga,27,1993,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1491,Kevin Long,IRL,DF,Burnley FC,Premier League,29,1990,7.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1492,Shane Long,IRL,FW,Southampton FC,Premier League,33,1987,2.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1493,Matthew Longstaff,ENG,MF,Newcastle United,Premier League,20,2000,4.2,2,0.48,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1494,Sean Longstaff,ENG,MF,Newcastle United,Premier League,22,1997,15.7,21,1.34,12,5,1,0,2,1,2,0.13,2,0,0,0,0,0
1495,Ademola Lookman,ENG,FW,Fulham FC,Premier League,22,1997,30.5,115,3.77,74,25,5,6,4,1,11,0.36,6,3,2,0,0,0
1496,Anthony Lopes,PRT,GK,Olympique Lyon,Ligue 1,29,1990,38.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1497,Rony Lopes,PRT,FW,OGC Nice,Ligue 1,24,1995,19.8,62,3.13,29,21,6,4,0,2,5,0.25,3,0,1,0,0,1
1498,Pedro López,ESP,DF,SD Huesca,La Liga,36,1983,11.9,16,1.35,15,1,0,0,0,0,2,0.17,1,1,0,0,0,0
1499,Adrián López,ESP,FW,CA Osasuna,La Liga,32,1988,5.3,15,2.81,10,0,2,2,1,0,2,0.37,2,0,0,0,0,0
1500,Javi López,ESP,DF,Deportivo Alavés,La Liga,18,2002,2.8,3,1.09,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1501,Maxime López,FRA,FW,Olympique Marseille,Ligue 1,22,1997,1.5,4,2.69,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
1502,Maxime López,FRA,MF,US Sassuolo,Serie A,22,1997,20.7,56,2.70,46,5,4,0,0,1,5,0.24,2,1,2,0,0,0
1503,Pau López,ESP,GK,AS Roma,Serie A,25,1994,20.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1504,Roberto López,ESP,MF,Real Sociedad,La Liga,20,2000,5.6,19,3.39,10,5,0,4,0,0,1,0.18,0,1,0,0,0,0
1505,Unai López,ESP,MF,Athletic Bilbao,La Liga,24,1995,15.8,42,2.65,30,8,1,1,1,1,2,0.13,2,0,0,0,0,0
1506,Dion Lopy,SEN,MF,Stade Reims,Ligue 1,18,2002,2.8,6,2.11,5,0,1,0,0,0,1,0.35,1,0,0,0,0,0
1507,Jordan Lotomba,CHE,DF,OGC Nice,Ligue 1,21,1998,23.6,29,1.23,26,0,1,0,1,1,5,0.21,3,0,0,0,1,1
1508,Adrien Louveau,FRA,DF,RC Lens,Ligue 1,20,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1509,Imrân Louza,FRA,MF,FC Nantes,Ligue 1,21,1999,26.4,50,1.89,31,12,0,2,2,3,3,0.11,1,1,0,1,0,0
1510,Matteo Lovato,ITA,DF,Hellas Verona,Serie A,20,2000,15.4,9,0.58,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1511,Max Lowe,ENG,DF,Sheffield United,Premier League,23,1997,6.1,7,1.15,4,1,1,1,0,0,0,0.00,0,0,0,0,0,0
1512,Eduard Löwen,DEU,MF,Hertha BSC,Bundesliga,23,1997,0.9,1,1.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1513,Matthew Lowton,ENG,DF,Burnley FC,Premier League,31,1989,34.0,49,1.44,41,3,1,1,1,2,2,0.06,2,0,0,0,0,0
1514,Choco Lozano,HND,FW,Cádiz CF,La Liga,27,1993,16.9,32,1.89,15,0,5,5,6,1,5,0.30,2,0,1,2,0,0
1515,Hirving Lozano,MEX,FW,SSC Napoli,Serie A,25,1995,21.8,84,3.85,56,0,7,3,12,6,10,0.46,5,0,1,1,2,1
1516,Luca Schuler,DEU,FW,FC Schalke 04,Bundesliga,21,1999,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1517,Jean Lucas,BRA,MF,Olympique Lyon,Ligue 1,22,1998,1.9,6,3.14,3,0,3,0,0,0,1,0.52,1,0,0,0,0,0
1518,Jean Lucas,BRA,MF,Stade Brest 29,Ligue 1,22,1998,11.2,24,2.14,17,0,1,4,2,0,5,0.45,3,0,0,2,0,0
1519,Anderson Lucoqui,AGO,DF,Arminia Bielefeld,Bundesliga,23,1997,17.8,16,0.90,13,0,1,1,1,0,2,0.11,2,0,0,0,0,0
1520,Jeison Lucumí,COL,FW,Elche CF,La Liga,25,1995,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1521,Kilian Ludewig,DEU,DF,FC Schalke 04,Bundesliga,20,2000,5.8,9,1.56,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1522,José Gayà,ESP,DF,Valencia CF,La Liga,25,1995,31.6,64,2.02,59,1,2,1,1,0,12,0.38,11,0,1,0,0,0
1523,José Luis Morales,ESP,FW,Levante UD,La Liga,33,1987,27.1,62,2.29,42,9,5,2,3,1,10,0.37,7,0,3,0,0,0
1524,José Luis Palomino,ARG,DF,Atalanta BC,Serie A,30,1990,27.0,15,0.56,14,0,0,0,0,1,3,0.11,3,0,0,0,0,0
1525,Florentino,PRT,MF,AS Monaco,Ligue 1,20,1999,2.7,4,1.49,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1526,Luisinho,PRT,DF,SD Huesca,La Liga,35,1985,2.0,2,1.01,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1527,Luismi,ESP,MF,Elche CF,La Liga,28,1992,1.9,1,0.54,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1528,David Luiz,BRA,DF,Arsenal FC,Premier League,33,1987,15.5,10,0.64,8,0,1,0,0,1,1,0.06,1,0,0,0,0,0
1529,Douglas Luiz,BRA,MF,Aston Villa,Premier League,22,1998,30.9,46,1.49,42,2,0,1,1,0,5,0.16,5,0,0,0,0,0
1530,Romelu Lukaku,BEL,FW,Inter Milan,Serie A,27,1993,32.0,114,3.56,88,0,12,10,4,0,24,0.75,20,0,2,2,0,0
1531,Dodi Lukebakio,BEL,FW,Hertha BSC,Bundesliga,22,1997,20.6,43,2.09,36,1,4,1,0,1,7,0.34,7,0,0,0,0,0
1532,Sasa Lukic,SRB,MF,Torino FC,Serie A,23,1996,23.4,55,2.35,39,2,3,1,7,3,3,0.13,1,0,0,0,1,1
1533,Senad Lulic,BIH,DF,SS Lazio,Serie A,34,1986,8.0,12,1.50,9,1,2,0,0,0,1,0.13,1,0,0,0,0,0
1534,John Lundstram,ENG,MF,Sheffield United,Premier League,26,1994,22.6,37,1.64,30,5,1,0,0,1,3,0.13,2,1,0,0,0,0
1535,Sebastiano Luperto,ITA,DF,FC Crotone,Serie A,23,1996,20.9,12,0.57,10,0,1,0,0,1,0,0.00,0,0,0,0,0,0
1536,Andreas Luthe,DEU,GK,1.FC Union Berlin,Bundesliga,33,1987,30.8,2,0.07,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1537,Lyanco,BRA,DF,Torino FC,Serie A,23,1997,21.8,13,0.60,13,0,0,0,0,0,1,0.05,1,0,0,0,0,0
1538,Charalampos Lykogiannis,GRC,DF,Cagliari Calcio,Serie A,26,1993,26.9,28,1.04,17,8,0,2,0,1,2,0.07,2,0,0,0,0,0
1539,Yann M'Vila,FRA,MF,AS Saint-Étienne,Ligue 1,30,1990,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1540,Alexis Mac Allister,ARG,MF,Brighton & Hove Albion,Premier League,21,1998,12.4,30,2.42,27,0,0,2,1,0,2,0.16,2,0,0,0,0,0
1541,Darwin Machís,VEN,FW,Granada CF,La Liga,27,1993,22.5,57,2.53,25,9,8,7,6,2,12,0.53,5,1,3,1,1,1
1542,Tim Maciejewski,DEU,MF,1.FC Union Berlin,Bundesliga,19,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1543,Luca Mack,DEU,MF,VfB Stuttgart,Bundesliga,20,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1544,Yvann Maçon,FRA,DF,AS Saint-Étienne,Ligue 1,21,1998,6.0,5,0.83,3,1,0,0,0,1,2,0.33,1,1,0,0,0,0
1545,James Maddison,ENG,MF,Leicester City,Premier League,23,1996,23.3,105,4.50,60,20,7,5,9,4,11,0.47,7,1,0,0,2,1
1546,Mikail Maden,NOR,FW,FC Schalke 04,Bundesliga,18,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1547,Pablo Maffeo,ESP,DF,SD Huesca,La Liga,23,1997,21.8,45,2.06,32,2,7,1,1,2,7,0.32,6,0,0,0,0,1
1548,Lisandro Magallán,ARG,DF,FC Crotone,Serie A,26,1993,24.2,17,0.70,14,1,0,1,1,0,3,0.12,3,0,0,0,0,0
1549,Christian Maggio,ITA,DF,Benevento Calcio,Serie A,38,1982,3.3,1,0.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1550,Giulio Maggiore,ITA,MF,Spezia Calcio,Serie A,22,1998,24.6,36,1.46,25,1,2,2,2,4,5,0.20,3,0,1,1,0,0
1551,Francesco Magnanelli,ITA,MF,US Sassuolo,Serie A,35,1984,4.9,4,0.82,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1552,Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,24,1995,16.8,8,0.48,6,0,1,0,0,1,0,0.00,0,0,0,0,0,0
1553,Hugo Magnetti,FRA,MF,Stade Brest 29,Ligue 1,22,1998,6.7,11,1.64,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0
1554,Harry Maguire,ENG,DF,Manchester United,Premier League,27,1993,33.9,31,0.92,23,0,1,4,1,2,6,0.18,4,0,0,1,0,1
1555,Abdallahi Mahmoud,MRT,MF,Deportivo Alavés,La Liga,20,2000,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1556,Hicham Mahou,FRA,DF,OGC Nice,Ligue 1,21,1999,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1557,Riyad Mahrez,DZA,FW,Manchester City,Premier League,29,1991,21.7,84,3.88,58,7,5,8,3,3,14,0.65,9,1,2,1,0,1
1558,Arne Maier,DEU,MF,Arminia Bielefeld,Bundesliga,21,1999,11.5,23,2.00,15,5,0,2,0,1,2,0.17,2,0,0,0,0,0
1559,Arne Maier,DEU,MF,Hertha BSC,Bundesliga,21,1999,0.3,2,6.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1560,Habib Maïga,CIV,MF,FC Metz,Ligue 1,24,1996,29.9,69,2.31,54,1,4,3,4,3,11,0.37,7,0,2,1,1,0
1561,Mike Maignan,FRA,GK,LOSC Lille,Ligue 1,24,1995,38.0,5,0.13,3,2,0,0,0,0,1,0.03,1,0,0,0,0,0
1562,Ainsley Maitland-Niles,ENG,DF,Arsenal FC,Premier League,22,1997,5.4,11,2.02,7,1,2,0,1,0,1,0.18,0,0,0,0,1,0
1563,Ainsley Maitland-Niles,ENG,MF,West Bromwich Albion,Premier League,22,1997,13.7,18,1.32,15,0,0,0,3,0,2,0.15,1,0,0,0,1,0
1564,Josh Maja,NGA,FW,FC Girondins Bordeaux,Ligue 1,21,1998,8.9,15,1.68,12,0,1,1,1,0,0,0.00,0,0,0,0,0,0
1565,Josh Maja,NGA,FW,Fulham FC,Premier League,21,1998,9.0,18,2.00,12,0,4,2,0,0,0,0.00,0,0,0,0,0,0
1566,Radoslaw Majecki,POL,GK,AS Monaco,Ligue 1,20,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1567,Majeed Waris,GHA,FW,RC Strasbourg Alsace,Ligue 1,28,1991,6.1,6,0.98,1,0,0,2,3,0,0,0.00,0,0,0,0,0,0
1568,Marco Majouga,FRA,FW,Nîmes Olympique,Ligue 1,19,2001,1.2,5,4.29,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
1569,Jean-Victor Makengo,FRA,MF,Udinese Calcio,Serie A,22,1998,5.8,5,0.86,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0
1570,Nemanja Maksimovic,SRB,MF,Getafe CF,La Liga,25,1995,30.3,40,1.32,34,1,1,1,1,2,1,0.03,0,0,0,1,0,0
1571,Nikola Maksimovic,SRB,DF,SSC Napoli,Serie A,28,1991,13.4,8,0.60,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1572,Adilson Malanda,FRA,MF,Nîmes Olympique,Ligue 1,18,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1573,Filip Malbasic,SRB,FW,Cádiz CF,La Liga,27,1992,9.6,8,0.84,6,0,1,0,0,1,3,0.31,2,0,1,0,0,0
1574,Kévin Malcuit,MAR,DF,ACF Fiorentina,Serie A,29,1991,2.3,3,1.30,1,0,2,0,0,0,0,0.00,0,0,0,0,0,0
1575,Kévin Malcuit,MAR,MF,SSC Napoli,Serie A,29,1991,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1576,Daniel Maldini,ITA,FW,AC Milan,Serie A,18,2001,0.3,3,9.31,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
1577,Ruslan Malinovskyi,UKR,FW,Atalanta BC,Serie A,27,1993,20.8,126,6.04,84,23,5,6,7,1,16,0.77,14,2,0,0,0,0
1578,Yunus Malli,TUR,MF,VfL Wolfsburg,Bundesliga,28,1992,0.6,2,3.10,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1579,Hugo Mallo,ESP,DF,Celta de Vigo,La Liga,29,1991,28.9,37,1.28,31,1,1,2,2,0,2,0.07,1,0,0,0,1,0
1580,Mickaël Malsa,MTQ,MF,Levante UD,La Liga,24,1995,26.0,29,1.12,23,0,0,2,1,3,1,0.04,0,0,0,0,0,1
1581,Dennis Man,ROU,FW,Parma Calcio 1913,Serie A,21,1998,7.8,16,2.06,12,0,3,0,1,0,4,0.52,3,0,1,0,0,0
1582,Hianga'a Mbock,FRA,MF,Stade Brest 29,Ligue 1,20,1999,5.1,4,0.79,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
1583,Vincent Manceau,FRA,DF,SCO Angers,Ligue 1,31,1989,25.7,28,1.09,23,5,0,0,0,0,1,0.04,0,1,0,0,0,0
1584,Gianluca Mancini,ITA,DF,AS Roma,Serie A,24,1996,31.7,29,0.92,24,0,0,3,0,2,3,0.09,3,0,0,0,0,0
1585,Steve Mandanda,FRA,GK,Olympique Marseille,Ligue 1,35,1985,37.0,2,0.05,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1586,Reinildo Mandava,MOZ,DF,LOSC Lille,Ligue 1,26,1994,24.2,34,1.40,30,1,1,0,0,2,3,0.12,3,0,0,0,0,0
1587,Aïssa Mandi,DZA,DF,Real Betis Balompié,La Liga,28,1991,26.6,8,0.30,7,0,0,1,0,0,1,0.04,0,0,0,1,0,0
1588,Rolando Mandragora,ITA,MF,Udinese Calcio,Serie A,23,1997,4.4,7,1.58,7,0,0,0,0,0,1,0.23,1,0,0,0,0,0
1589,Rolando Mandragora,ITA,MF,Torino FC,Serie A,23,1997,16.9,38,2.24,24,4,1,3,4,2,5,0.30,2,1,0,2,0,0
1590,Mario Mandzukic,HRV,FW,AC Milan,Serie A,34,1986,2.4,4,1.70,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
1591,Sadio Mané,SEN,FW,Liverpool FC,Premier League,28,1992,31.2,124,3.97,88,1,10,9,14,2,12,0.38,7,0,0,3,1,1
1592,Nicolò Manfredini,ITA,GK,Benevento Calcio,Serie A,32,1988,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1593,Eliaquim Mangala,FRA,DF,Valencia CF,La Liga,29,1991,3.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1594,Orel Mangala,BEL,MF,VfB Stuttgart,Bundesliga,22,1998,23.4,53,2.26,41,0,3,1,6,2,5,0.21,3,0,0,0,1,1
1595,Thomas Mangani,FRA,MF,SCO Angers,Ligue 1,33,1987,29.9,66,2.21,47,15,1,1,0,2,6,0.20,4,2,0,0,0,0
1596,Vito Mannone,ITA,GK,AS Monaco,Ligue 1,32,1988,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1597,Konstantinos Manolas,GRC,DF,SSC Napoli,Serie A,29,1991,25.5,18,0.70,10,1,1,2,3,1,2,0.08,0,0,0,1,1,0
1598,Javier Manquillo,ESP,DF,Newcastle United,Premier League,26,1994,9.2,8,0.87,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1599,Juan Ramos,URY,DF,Spezia Calcio,Serie A,23,1996,3.3,5,1.53,1,4,0,0,0,0,0,0.00,0,0,0,0,0,0
1600,Myziane Maolida,FRA,FW,OGC Nice,Ligue 1,21,1999,12.0,32,2.67,22,0,5,2,2,1,4,0.33,1,0,1,1,1,0
1601,Faitout Maouassa,FRA,DF,Stade Rennais FC,Ligue 1,22,1998,13.0,19,1.46,14,0,0,3,0,2,2,0.15,1,0,0,1,0,0
1602,Sékou Mara,FRA,FW,FC Girondins Bordeaux,Ligue 1,18,2002,2.5,4,1.57,2,0,1,1,0,0,2,0.79,2,0,0,0,0,0
1603,Marcos André,BRA,FW,Real Valladolid CF,La Liga,23,1996,13.1,18,1.38,12,0,2,1,3,0,4,0.31,3,0,0,0,1,0
1604,Marçal,BRA,DF,Wolverhampton Wanderers,Premier League,31,1989,6.9,4,0.58,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1605,Marçal,BRA,DF,Olympique Lyon,Ligue 1,31,1989,0.9,1,1.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1606,Marcelo,BRA,DF,Real Madrid,La Liga,32,1988,11.7,38,3.26,29,2,5,2,0,0,3,0.26,3,0,0,0,0,0
1607,Marcelo,BRA,DF,Olympique Lyon,Ligue 1,33,1987,32.3,27,0.84,25,0,0,0,1,1,0,0.00,0,0,0,0,0,0
1608,Solly March,ENG,DF,Brighton & Hove Albion,Premier League,26,1994,18.6,52,2.80,39,7,4,2,0,0,3,0.16,2,1,0,0,0,0
1609,Federico Marchetti,ITA,GK,Genoa CFC,Serie A,37,1983,3.7,1,0.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1610,Riccardo Marchizza,ITA,DF,Spezia Calcio,Serie A,22,1998,17.3,24,1.38,17,7,0,0,0,0,3,0.17,2,1,0,0,0,0
1611,Gian Marco Ferrari,ITA,DF,US Sassuolo,Serie A,28,1992,33.5,35,1.05,27,1,0,4,2,1,5,0.15,4,0,0,0,1,0
1612,Iván Marcone,ARG,MF,Elche CF,La Liga,30,1990,29.4,22,0.75,20,2,0,0,0,0,1,0.03,1,0,0,0,0,0
1613,Óscar de Marcos,ESP,DF,Athletic Bilbao,La Liga,31,1989,16.9,20,1.18,20,0,0,0,0,0,4,0.24,4,0,0,0,0,0
1614,Dario Maresic,AUT,DF,Stade Reims,Ligue 1,20,1999,5.7,2,0.35,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1615,José Mari,ESP,MF,Cádiz CF,La Liga,32,1987,16.1,13,0.81,10,0,1,0,1,1,1,0.06,1,0,0,0,0,0
1616,Pablo Marí,ESP,DF,Arsenal FC,Premier League,26,1993,10.0,2,0.20,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
1617,José María Giménez,URY,DF,Atlético de Madrid,La Liga,25,1995,19.6,6,0.31,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1618,Mariano Díaz,DOM,FW,Real Madrid,La Liga,26,1993,5.7,9,1.58,4,0,2,3,0,0,1,0.18,1,0,0,0,0,0
1619,Jordan Marié,FRA,MF,Dijon FCO,Ligue 1,28,1991,15.9,13,0.82,11,2,0,0,0,0,0,0.00,0,0,0,0,0,0
1620,Adrián Marín,ESP,DF,Deportivo Alavés,La Liga,23,1997,1.0,2,1.94,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1621,Adrián Marín,ESP,DF,Granada CF,La Liga,23,1997,3.0,5,1.67,4,1,0,0,0,0,2,0.67,2,0,0,0,0,0
1622,Razvan Marin,ROU,MF,Cagliari Calcio,Serie A,24,1996,32.9,98,2.97,55,38,1,1,1,2,7,0.21,4,3,0,0,0,0
1623,Guillermo Maripán,CHL,DF,AS Monaco,Ligue 1,26,1994,23.2,13,0.56,11,0,0,0,0,2,2,0.09,1,0,0,0,0,1
1624,Marlon,BRA,DF,US Sassuolo,Serie A,24,1995,19.4,12,0.62,10,1,0,0,0,1,0,0.00,0,0,0,0,0,0
1625,Omar Marmoush,EGY,FW,VfL Wolfsburg,Bundesliga,21,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1626,Marquinhos,BRA,DF,Paris Saint-Germain,Ligue 1,26,1994,23.6,14,0.59,13,0,0,1,0,0,5,0.21,4,0,0,1,0,0
1627,Luca Marrone,ITA,DF,FC Crotone,Serie A,30,1990,17.6,4,0.23,2,0,0,0,0,2,1,0.06,0,0,0,0,0,1
1628,Roger Martí,ESP,FW,Levante UD,La Liga,29,1991,24.4,33,1.35,26,0,2,3,1,1,7,0.29,7,0,0,0,0,0
1629,Anthony Martial,FRA,FW,Manchester United,Premier League,24,1995,16.4,43,2.61,28,0,3,4,7,1,8,0.49,2,0,0,2,4,0
1630,Aarón Martín,ESP,DF,1.FSV Mainz 05,Bundesliga,23,1997,2.9,5,1.72,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0
1631,Aarón Martín,ESP,DF,Celta de Vigo,La Liga,23,1997,17.1,13,0.76,10,0,0,1,1,1,3,0.18,3,0,0,0,0,0
1632,Álex Martín,ESP,DF,Cádiz CF,La Liga,22,1998,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1633,Jonas Martin,FRA,MF,Stade Rennais FC,Ligue 1,30,1990,5.4,10,1.87,9,0,0,0,1,0,2,0.37,2,0,0,0,0,0
1634,Gabriel Martinelli,BRA,FW,Arsenal FC,Premier League,19,2001,6.5,21,3.21,15,0,3,2,1,0,1,0.15,1,0,0,0,0,0
1635,Lucas Martínez Quarta,ARG,DF,ACF Fiorentina,Serie A,24,1996,16.5,15,0.91,10,0,2,1,1,1,1,0.06,1,0,0,0,0,0
1636,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,27,1992,38.0,6,0.16,6,0,0,0,0,0,1,0.03,1,0,0,0,0,0
