Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,P_Att,P_Live,P_Dead,P_FK,P_TB,P_Press,P_Sw,P_Crs,P_CK,P_InCK,P_OutCK,P_StrCK,P_Ground,P_Low,P_High,P_Left,P_Right,P_Head,P_TI,P_Other,P_Cmp,P_Off,P_Out,P_Int,P_Blocks
1477,Jake Livermore,ENG,MF,West Bromwich Albion,Premier League,30,1989,13.8,381,377,4,2,1,61,4,4,0,0,0,0,251,45,85,29,314,23,0,0,283,1,6,8,10
1478,Diego Llorente,ESP,DF,Leeds United,Premier League,26,1993,13.4,665,642,23,23,2,66,18,2,0,0,0,0,523,55,87,135,504,16,0,1,568,1,6,19,12
1479,Diego Llorente,ESP,DF,Real Sociedad,La Liga,26,1993,1.0,54,51,3,3,0,4,1,0,0,0,0,0,46,3,5,12,40,2,0,0,48,1,1,1,0
1480,Fernando Llorente,ESP,FW,Udinese Calcio,Serie A,35,1985,7.9,221,205,16,0,0,77,1,1,0,0,0,0,127,51,43,30,131,17,0,11,162,0,3,5,5
1481,Fernando Llorente,ESP,FW,SSC Napoli,Serie A,35,1985,0.6,21,21,0,0,0,7,0,1,0,0,0,0,11,6,4,6,7,2,0,3,12,0,0,2,0
1482,Marcos Llorente,ESP,MF,Atlético de Madrid,La Liga,25,1995,32.8,1341,1295,46,7,4,268,33,72,1,0,1,0,1057,134,150,126,1127,31,34,6,1106,7,19,25,60
1483,Hugo Lloris,FRA,GK,Tottenham Hotspur,Premier League,33,1986,38.0,1067,685,382,114,0,52,17,0,0,0,0,0,523,52,492,636,194,1,0,158,763,1,12,11,0
1484,Giovani Lo Celso,ARG,MF,Tottenham Hotspur,Premier League,24,1996,10.5,589,535,54,22,2,108,16,3,26,19,1,6,418,74,97,519,46,8,1,6,465,2,4,22,17
1485,Stanislav Lobotka,SVK,MF,SSC Napoli,Serie A,25,1994,1.7,127,126,1,1,0,18,4,0,0,0,0,0,106,13,8,12,111,2,0,0,114,0,1,4,1
1486,Manuel Locatelli,ITA,MF,US Sassuolo,Serie A,22,1998,32.0,2785,2685,100,84,5,329,91,34,12,4,6,1,2201,206,378,526,2185,32,4,9,2436,8,23,54,37
1487,Renan Lodi,BRA,DF,Atlético de Madrid,La Liga,22,1998,12.5,755,612,143,21,0,86,21,49,12,1,8,0,464,139,152,555,51,25,110,6,589,2,16,16,30
1488,Ruben Loftus-Cheek,ENG,FW,Chelsea FC,Premier League,24,1996,0.7,16,16,0,0,0,3,0,0,0,0,0,0,12,2,2,0,14,1,0,0,11,0,0,0,2
1489,Ruben Loftus-Cheek,ENG,MF,Fulham FC,Premier League,24,1996,21.2,716,703,13,4,1,140,7,13,0,0,0,0,570,75,71,74,569,33,3,4,595,2,12,16,24
1490,Niklas Lomb,DEU,GK,Bayer 04 Leverkusen,Bundesliga,27,1993,1.5,60,49,11,4,0,3,0,0,0,0,0,0,41,2,17,4,42,0,0,14,48,0,0,0,0
1491,Kevin Long,IRL,DF,Burnley FC,Premier League,29,1990,7.1,255,251,4,3,0,35,12,1,0,0,0,0,145,19,91,14,189,35,1,0,181,0,8,2,5
1492,Shane Long,IRL,FW,Southampton FC,Premier League,33,1987,2.3,59,57,2,0,0,21,0,0,0,0,0,0,26,17,16,1,33,10,0,2,38,1,0,1,5
1493,Matthew Longstaff,ENG,MF,Newcastle United,Premier League,20,2000,4.2,148,144,4,1,0,29,2,3,2,1,1,0,89,27,32,15,123,4,1,0,117,2,5,1,4
1494,Sean Longstaff,ENG,MF,Newcastle United,Premier League,22,1997,15.7,572,529,43,15,1,92,43,7,20,8,6,4,372,83,117,110,413,33,3,2,452,2,13,19,11
1495,Ademola Lookman,ENG,FW,Fulham FC,Premier League,22,1997,30.5,1168,1014,154,36,5,162,42,64,85,38,28,6,902,102,164,196,941,11,13,4,880,3,16,38,48
1496,Anthony Lopes,PRT,GK,Olympique Lyon,Ligue 1,29,1990,38.0,1176,855,321,71,0,36,43,0,0,0,0,0,722,66,388,720,234,2,0,183,971,0,25,8,5
1497,Rony Lopes,PRT,FW,OGC Nice,Ligue 1,24,1995,19.8,775,667,108,33,3,152,45,37,60,32,17,1,541,91,143,625,112,15,13,4,590,1,13,22,28
1498,Pedro López,ESP,DF,SD Huesca,La Liga,36,1983,11.9,671,535,136,17,0,70,23,38,0,0,0,0,398,128,145,46,471,21,119,1,549,1,11,14,20
1499,Adrián López,ESP,FW,CA Osasuna,La Liga,32,1988,5.3,184,182,2,0,0,56,0,7,0,0,0,0,106,45,33,11,139,17,1,2,134,1,3,4,5
1500,Javi López,ESP,DF,Deportivo Alavés,La Liga,18,2002,2.8,146,113,33,1,1,19,7,11,1,0,0,0,76,27,43,88,19,6,31,0,113,0,4,3,4
1501,Maxime López,FRA,MF,US Sassuolo,Serie A,22,1997,20.7,1719,1663,56,26,1,177,24,12,25,8,13,0,1515,103,101,154,1529,23,5,5,1589,2,4,17,20
1502,Maxime López,FRA,FW,Olympique Marseille,Ligue 1,22,1997,1.5,57,56,1,0,0,12,1,1,0,0,0,0,47,6,4,3,50,4,0,0,46,1,0,0,3
1503,Pau López,ESP,GK,AS Roma,Serie A,25,1994,20.2,663,525,138,37,0,68,10,0,0,0,0,0,424,30,209,384,160,0,0,107,531,0,12,2,0
1504,Roberto López,ESP,MF,Real Sociedad,La Liga,20,2000,5.6,249,225,24,9,3,57,9,14,14,7,5,0,165,33,51,192,36,12,1,2,189,0,6,6,9
1505,Unai López,ESP,MF,Athletic Bilbao,La Liga,24,1995,15.8,1006,945,61,37,2,119,62,16,15,6,3,1,662,143,201,31,936,28,2,3,845,5,15,23,19
1506,Dion Lopy,SEN,MF,Stade Reims,Ligue 1,18,2002,2.8,109,108,1,1,0,17,4,1,0,0,0,0,84,15,10,19,86,2,0,0,95,0,6,1,1
1507,Jordan Lotomba,CHE,DF,OGC Nice,Ligue 1,21,1998,23.6,1445,1177,268,29,1,160,18,43,0,0,0,0,944,312,189,104,1038,47,239,3,1185,1,18,42,42
1508,Adrien Louveau,FRA,DF,RC Lens,Ligue 1,20,2000,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,1,0,1,4,0,0,0,5,0,0,0,0
1509,Imrân Louza,FRA,MF,FC Nantes,Ligue 1,21,1999,26.4,1323,1195,128,73,4,145,54,30,40,22,15,3,876,151,296,992,248,53,8,4,1038,7,29,22,30
1510,Matteo Lovato,ITA,DF,Hellas Verona,Serie A,20,2000,15.4,632,595,37,32,0,89,8,3,0,0,0,0,436,72,124,89,463,43,5,1,513,1,14,7,9
1511,Max Lowe,ENG,DF,Sheffield United,Premier League,23,1997,6.1,223,193,30,2,0,31,7,17,2,0,2,0,135,41,47,169,15,9,26,0,145,2,5,12,13
1512,Eduard Löwen,DEU,MF,Hertha BSC,Bundesliga,23,1997,0.9,69,64,5,1,0,8,1,3,0,0,0,0,44,8,17,5,55,5,4,0,52,1,1,2,2
1513,Matthew Lowton,ENG,DF,Burnley FC,Premier League,31,1989,34.0,1498,1211,287,26,2,155,53,57,0,0,0,0,658,300,540,106,1015,92,261,4,1031,6,42,32,33
1514,Choco Lozano,HND,FW,Cádiz CF,La Liga,27,1993,16.9,278,266,12,0,0,95,4,18,0,0,0,0,139,72,67,24,175,26,1,10,170,2,7,7,17
1515,Hirving Lozano,MEX,FW,SSC Napoli,Serie A,25,1995,21.8,635,622,13,1,1,137,9,70,2,2,0,0,456,101,78,31,570,12,7,5,460,3,13,17,36
1516,Luca Schuler,DEU,FW,FC Schalke 04,Bundesliga,21,1999,0.4,13,13,0,0,0,7,0,0,0,0,0,0,5,5,3,2,7,2,0,0,7,0,1,1,0
1517,Jean Lucas,BRA,MF,Olympique Lyon,Ligue 1,22,1998,1.9,130,129,1,1,0,12,8,7,0,0,0,0,102,8,20,9,115,4,0,1,111,0,3,0,3
1518,Jean Lucas,BRA,MF,Stade Brest 29,Ligue 1,22,1998,11.2,647,621,26,19,3,89,23,8,6,3,1,0,523,56,68,44,583,7,1,4,575,2,8,15,6
1519,Anderson Lucoqui,AGO,DF,Arminia Bielefeld,Bundesliga,23,1997,17.8,736,548,188,17,0,114,13,10,0,0,0,0,356,154,226,456,61,31,171,0,501,1,17,19,36
1520,Jeison Lucumí,COL,FW,Elche CF,La Liga,25,1995,0.5,11,11,0,0,0,3,0,0,0,0,0,0,10,1,0,3,7,0,0,0,8,0,0,0,2
1521,Kilian Ludewig,DEU,DF,FC Schalke 04,Bundesliga,20,2000,5.8,294,228,66,4,2,42,0,7,0,0,0,0,152,82,60,20,197,10,62,0,220,2,5,7,18
1522,José Gayà,ESP,DF,Valencia CF,La Liga,25,1995,31.6,1515,1259,256,46,0,173,57,96,1,0,0,0,882,334,299,1096,139,55,209,5,1184,4,30,27,54
1523,José Luis Morales,ESP,FW,Levante UD,La Liga,33,1987,27.1,738,677,61,17,3,142,26,75,27,7,5,5,483,116,139,151,544,23,9,6,508,6,16,29,38
1524,José Luis Palomino,ARG,DF,Atalanta BC,Serie A,30,1990,27.0,1489,1411,78,56,1,161,20,12,0,0,0,0,1085,167,237,1107,222,87,21,3,1251,5,16,24,19
1525,Florentino,PRT,MF,AS Monaco,Ligue 1,20,1999,2.7,161,158,3,3,0,20,6,1,0,0,0,0,129,11,21,10,139,10,0,1,138,0,2,4,3
1526,Luisinho,PRT,DF,SD Huesca,La Liga,35,1985,2.0,119,104,15,0,0,9,2,1,0,0,0,0,84,15,20,92,5,7,15,0,100,0,2,1,2
1527,Luismi,ESP,MF,Elche CF,La Liga,28,1992,1.9,109,106,3,3,0,15,12,1,0,0,0,0,80,11,18,10,96,2,0,0,94,0,4,4,0
1528,David Luiz,BRA,DF,Arsenal FC,Premier League,33,1987,15.5,965,932,33,31,2,91,27,7,0,0,0,0,709,86,170,157,753,36,2,6,807,3,19,14,16
1529,Douglas Luiz,BRA,MF,Aston Villa,Premier League,22,1998,30.9,1431,1349,82,73,0,219,51,13,1,0,0,0,963,186,282,144,1145,93,1,15,1213,5,21,29,29
1530,Romelu Lukaku,BEL,FW,Inter Milan,Serie A,27,1993,32.0,765,712,53,1,6,273,17,23,0,0,0,0,535,144,86,432,253,33,2,22,555,6,10,31,40
1531,Dodi Lukebakio,BEL,FW,Hertha BSC,Bundesliga,22,1997,20.6,533,512,21,8,0,123,22,26,2,0,1,1,370,74,89,361,119,17,6,8,400,1,12,23,18
1532,Sasa Lukic,SRB,MF,Torino FC,Serie A,23,1996,23.4,807,779,28,18,2,141,13,25,3,1,1,0,623,89,95,139,614,27,4,4,648,2,9,19,33
1533,Senad Lulic,BIH,DF,SS Lazio,Serie A,34,1986,8.0,347,308,39,2,0,76,10,23,1,0,0,0,190,69,88,49,232,20,36,1,252,2,7,11,14
1534,John Lundstram,ENG,MF,Sheffield United,Premier League,26,1994,22.6,1041,975,66,15,1,136,49,31,25,17,6,2,738,117,186,276,721,17,8,5,843,4,15,20,26
1535,Sebastiano Luperto,ITA,DF,FC Crotone,Serie A,23,1996,20.9,979,926,53,41,1,88,11,0,0,0,0,0,736,76,167,811,103,37,11,1,809,1,23,18,16
1536,Andreas Luthe,DEU,GK,1.FC Union Berlin,Bundesliga,33,1987,30.8,1138,835,303,86,0,71,12,0,0,0,0,0,584,37,517,115,862,0,1,106,815,1,24,9,2
1537,Lyanco,BRA,DF,Torino FC,Serie A,23,1997,21.8,1247,1194,53,52,0,139,59,5,0,0,0,0,942,99,206,72,1106,39,1,9,1078,3,19,12,9
1538,Charalampos Lykogiannis,GRC,DF,Cagliari Calcio,Serie A,26,1993,26.9,1194,909,285,49,0,99,21,70,26,7,13,3,595,246,353,855,57,39,210,4,822,4,27,40,54
1539,Yann M'Vila,FRA,MF,AS Saint-Étienne,Ligue 1,30,1990,0.2,15,15,0,0,0,0,0,0,0,0,0,0,12,3,0,0,15,0,0,0,13,0,0,0,0
1540,Alexis Mac Allister,ARG,MF,Brighton & Hove Albion,Premier League,21,1998,12.4,407,396,11,5,3,67,9,7,1,0,0,0,311,58,38,44,338,13,0,2,323,4,5,10,20
1541,Darwin Machís,VEN,FW,Granada CF,La Liga,27,1993,22.5,558,501,57,22,2,111,30,67,29,14,5,2,311,90,157,76,423,38,5,5,345,3,21,21,37
1542,Tim Maciejewski,DEU,MF,1.FC Union Berlin,Bundesliga,19,2001,0.1,3,3,0,0,0,1,0,0,0,0,0,0,2,1,0,0,3,0,0,0,2,0,0,0,1
1543,Luca Mack,DEU,MF,VfB Stuttgart,Bundesliga,20,2000,0.1,3,3,0,0,0,2,0,0,0,0,0,0,1,0,2,0,3,0,0,0,2,0,0,0,0
1544,Yvann Maçon,FRA,DF,AS Saint-Étienne,Ligue 1,21,1998,6.0,320,239,81,4,0,43,8,13,0,0,0,0,171,78,71,74,149,13,77,2,241,2,5,7,13
1545,James Maddison,ENG,MF,Leicester City,Premier League,23,1996,23.3,1116,968,148,58,6,166,42,40,77,16,34,4,764,143,209,114,972,24,0,3,863,4,10,31,40
1546,Mikail Maden,NOR,FW,FC Schalke 04,Bundesliga,18,2002,0.1,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0
1547,Pablo Maffeo,ESP,DF,SD Huesca,La Liga,23,1997,21.8,1078,851,227,15,1,150,41,69,0,0,0,0,500,225,353,105,672,62,212,4,750,6,25,24,57
1548,Lisandro Magallán,ARG,DF,FC Crotone,Serie A,26,1993,24.2,1097,1026,71,32,0,154,21,1,0,0,0,0,783,128,186,160,820,52,39,4,916,1,13,22,22
1549,Christian Maggio,ITA,DF,Benevento Calcio,Serie A,38,1982,3.3,144,113,31,5,0,15,0,3,0,0,0,0,82,28,34,13,90,9,26,1,110,0,1,1,6
1550,Giulio Maggiore,ITA,MF,Spezia Calcio,Serie A,22,1998,24.6,824,800,24,9,4,167,17,24,0,0,0,0,554,131,139,157,593,33,15,7,578,4,10,38,35
1551,Francesco Magnanelli,ITA,MF,US Sassuolo,Serie A,35,1984,4.9,417,408,9,9,0,41,5,1,0,0,0,0,334,34,49,35,371,9,0,0,355,1,7,11,7
1552,Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,24,1995,16.8,590,568,22,18,1,78,16,1,0,0,0,0,380,82,128,68,436,46,4,0,471,2,18,7,9
1553,Hugo Magnetti,FRA,MF,Stade Brest 29,Ligue 1,22,1998,6.7,343,331,12,11,1,40,17,3,0,0,0,0,237,33,73,18,302,19,1,1,290,1,9,6,5
1554,Harry Maguire,ENG,DF,Manchester United,Premier League,27,1993,33.9,2139,2075,64,53,1,227,73,4,0,0,0,0,1628,165,346,294,1645,112,11,11,1904,7,28,32,11
1555,Abdallahi Mahmoud,MRT,MF,Deportivo Alavés,La Liga,20,2000,0.7,18,18,0,0,0,4,0,0,0,0,0,0,9,4,5,1,14,2,0,0,13,0,1,0,1
1556,Hicham Mahou,FRA,DF,OGC Nice,Ligue 1,21,1999,0.4,18,16,2,1,0,3,1,3,0,0,0,0,12,3,3,1,16,0,1,0,12,0,1,1,0
1557,Riyad Mahrez,DZA,FW,Manchester City,Premier League,29,1991,21.7,1086,1020,66,11,8,159,28,60,41,21,0,2,837,102,147,973,73,13,10,2,914,1,13,14,28
1558,Arne Maier,DEU,MF,Arminia Bielefeld,Bundesliga,21,1999,11.5,419,381,38,20,1,75,11,10,16,7,3,1,264,53,102,46,337,29,1,2,306,1,4,17,13
1559,Arne Maier,DEU,MF,Hertha BSC,Bundesliga,21,1999,0.3,21,21,0,0,1,3,1,0,0,0,0,0,15,2,4,3,18,0,0,0,20,0,0,0,0
1560,Habib Maïga,CIV,MF,FC Metz,Ligue 1,24,1996,29.9,1440,1398,42,29,2,258,50,17,0,0,0,0,1070,132,238,131,1206,59,12,3,1196,3,33,21,21
1561,Mike Maignan,FRA,GK,LOSC Lille,Ligue 1,24,1995,38.0,1070,761,309,69,1,43,19,0,0,0,0,0,600,40,430,122,729,0,2,192,777,5,33,4,0
1562,Ainsley Maitland-Niles,ENG,DF,Arsenal FC,Premier League,22,1997,5.4,288,253,35,4,1,27,9,4,0,0,0,0,203,51,34,50,196,7,31,0,226,1,7,8,9
1563,Ainsley Maitland-Niles,ENG,MF,West Bromwich Albion,Premier League,22,1997,13.7,402,386,16,1,2,79,7,12,2,1,0,0,281,62,59,53,304,31,3,4,307,1,7,19,18
1564,Josh Maja,NGA,FW,Fulham FC,Premier League,21,1998,9.0,179,172,7,0,0,40,3,0,0,0,0,0,138,27,14,30,137,3,1,3,157,0,1,4,9
1565,Josh Maja,NGA,FW,FC Girondins Bordeaux,Ligue 1,21,1998,8.9,187,178,9,0,0,55,1,0,0,0,0,0,145,32,10,27,140,6,2,7,165,0,0,3,4
1566,Radoslaw Majecki,POL,GK,AS Monaco,Ligue 1,20,1999,1.0,37,25,12,0,0,3,0,0,0,0,0,0,21,0,16,5,30,0,0,2,25,1,1,0,0
1567,Majeed Waris,GHA,FW,RC Strasbourg Alsace,Ligue 1,28,1991,6.1,140,139,1,0,0,17,4,9,0,0,0,0,100,27,13,15,114,6,0,4,106,1,3,3,9
1568,Marco Majouga,FRA,FW,Nîmes Olympique,Ligue 1,19,2001,1.2,33,33,0,0,0,10,1,1,0,0,0,0,22,5,6,7,22,1,0,0,23,0,0,1,4
1569,Jean-Victor Makengo,FRA,MF,Udinese Calcio,Serie A,22,1998,5.8,205,203,2,1,0,47,8,2,0,0,0,0,145,36,24,155,35,6,1,2,165,1,7,8,10
1570,Nemanja Maksimovic,SRB,MF,Getafe CF,La Liga,25,1995,30.3,755,710,45,11,0,130,17,18,2,1,1,0,463,113,179,64,560,90,2,3,581,1,18,9,17
1571,Nikola Maksimovic,SRB,DF,SSC Napoli,Serie A,28,1991,13.4,947,911,36,26,0,67,44,1,0,0,0,0,787,89,71,53,837,28,2,8,888,0,9,6,5
1572,Adilson Malanda,FRA,MF,Nîmes Olympique,Ligue 1,18,2001,0.2,6,5,1,0,0,1,0,0,0,0,0,0,3,0,3,0,5,0,0,0,4,0,0,0,0
1573,Filip Malbasic,SRB,FW,Cádiz CF,La Liga,27,1992,9.6,174,166,8,1,0,41,5,14,1,0,0,0,88,44,42,21,126,14,2,2,96,1,7,6,18
1574,Kévin Malcuit,MAR,DF,ACF Fiorentina,Serie A,29,1991,2.3,91,76,15,0,0,7,0,6,0,0,0,0,51,20,20,6,64,4,15,0,64,0,1,1,6
1575,Kévin Malcuit,MAR,MF,SSC Napoli,Serie A,29,1991,0.4,24,23,1,0,1,3,0,0,0,0,0,0,20,3,1,2,19,1,1,0,21,0,0,1,0
1576,Daniel Maldini,ITA,FW,AC Milan,Serie A,18,2001,0.3,17,17,0,0,0,1,0,1,0,0,0,0,11,3,3,1,13,1,0,2,15,0,0,1,0
1577,Ruslan Malinovskyi,UKR,FW,Atalanta BC,Serie A,27,1993,20.8,1149,1037,112,23,7,222,60,31,83,35,36,10,805,111,233,1000,102,17,5,2,857,6,21,39,40
1578,Yunus Malli,TUR,MF,VfL Wolfsburg,Bundesliga,28,1992,0.6,13,12,1,0,0,1,0,0,0,0,0,0,10,2,1,1,12,0,0,0,11,0,0,0,0
1579,Hugo Mallo,ESP,DF,Celta de Vigo,La Liga,29,1991,28.9,1741,1395,346,39,2,164,31,68,0,0,0,0,972,404,365,163,1142,87,307,7,1339,6,45,44,44
1580,Mickaël Malsa,MTQ,MF,Levante UD,La Liga,24,1995,26.0,1365,1348,17,14,1,223,41,5,0,0,0,0,1055,125,185,123,1187,34,2,2,1171,2,23,35,14
1581,Dennis Man,ROU,FW,Parma Calcio 1913,Serie A,21,1998,7.8,261,259,2,0,0,46,6,8,1,0,0,0,203,28,30,218,25,13,1,0,220,0,3,10,5
1582,Hianga'a Mbock,FRA,MF,Stade Brest 29,Ligue 1,20,1999,5.1,222,220,2,2,0,28,13,1,0,0,0,0,185,12,25,34,174,7,0,1,203,1,1,2,3
1583,Vincent Manceau,FRA,DF,SCO Angers,Ligue 1,31,1989,25.7,1597,1309,288,27,0,115,27,42,0,0,0,0,948,295,354,176,1104,42,261,5,1290,2,21,50,32
1584,Gianluca Mancini,ITA,DF,AS Roma,Serie A,24,1996,31.7,1988,1915,73,57,1,154,39,10,0,0,0,0,1606,131,251,186,1720,40,16,4,1751,1,19,34,26
1585,Steve Mandanda,FRA,GK,Olympique Marseille,Ligue 1,35,1985,37.0,1324,937,387,97,0,77,11,0,0,0,0,0,694,61,569,149,919,0,0,187,942,3,38,1,1
1586,Reinildo Mandava,MOZ,DF,LOSC Lille,Ligue 1,26,1994,24.2,1564,1314,250,27,1,159,25,55,0,0,0,0,984,305,275,1093,157,60,223,3,1259,3,18,38,52
1587,Aïssa Mandi,DZA,DF,Real Betis Balompié,La Liga,28,1991,26.6,1496,1442,54,48,0,114,44,1,0,0,0,0,1236,121,139,145,1276,47,4,4,1378,1,11,14,8
1588,Rolando Mandragora,ITA,MF,Udinese Calcio,Serie A,23,1997,4.4,165,162,3,0,0,31,2,3,1,1,0,0,104,29,32,122,31,6,1,0,131,0,5,4,6
1589,Rolando Mandragora,ITA,MF,Torino FC,Serie A,23,1997,16.9,736,651,85,59,0,104,26,13,20,8,8,0,502,90,144,576,123,26,0,2,600,2,8,12,10
1590,Mario Mandzukic,HRV,FW,AC Milan,Serie A,34,1986,2.4,57,55,2,0,0,16,0,2,0,0,0,0,27,17,13,3,34,9,0,0,37,0,1,2,2
1591,Sadio Mané,SEN,FW,Liverpool FC,Premier League,28,1992,31.2,1064,1049,15,2,5,212,26,63,2,0,0,0,753,185,126,280,709,25,11,22,802,4,12,36,62
1592,Nicolò Manfredini,ITA,GK,Benevento Calcio,Serie A,32,1988,1.0,31,23,8,1,0,4,0,0,0,0,0,0,22,0,9,3,17,1,0,10,25,0,0,0,0
1593,Eliaquim Mangala,FRA,DF,Valencia CF,La Liga,29,1991,3.6,105,101,4,4,0,18,1,0,0,0,0,0,64,17,24,54,33,10,0,0,73,0,3,5,4
1594,Orel Mangala,BEL,MF,VfB Stuttgart,Bundesliga,22,1998,23.4,1040,1024,16,12,3,156,9,10,1,0,1,0,876,77,87,132,870,27,3,1,881,1,9,29,19
1595,Thomas Mangani,FRA,MF,SCO Angers,Ligue 1,33,1987,29.9,2052,1877,175,108,4,278,109,36,63,27,31,3,1298,220,534,1634,317,68,4,6,1676,7,21,24,31
1596,Vito Mannone,ITA,GK,AS Monaco,Ligue 1,32,1988,9.0,287,210,77,16,0,26,7,0,0,0,0,0,140,12,135,17,230,1,0,26,201,0,5,0,1
1597,Konstantinos Manolas,GRC,DF,SSC Napoli,Serie A,29,1991,25.5,1523,1457,66,49,1,103,43,2,1,1,0,0,1273,122,128,223,1229,42,2,4,1425,0,19,16,5
1598,Javier Manquillo,ESP,DF,Newcastle United,Premier League,26,1994,9.2,400,314,86,7,0,46,9,20,0,0,0,0,212,90,98,19,274,15,79,2,296,0,7,7,17
1599,Juan Ramos,URY,DF,Spezia Calcio,Serie A,23,1996,3.3,161,124,37,2,0,22,4,2,7,1,6,0,89,36,36,114,11,4,28,0,126,1,1,2,11
1600,Myziane Maolida,FRA,FW,OGC Nice,Ligue 1,21,1999,12.0,365,357,8,1,1,100,7,23,1,0,0,0,288,39,38,77,278,7,0,2,274,2,7,20,21
1601,Faitout Maouassa,FRA,DF,Stade Rennais FC,Ligue 1,22,1998,13.0,818,680,138,11,0,65,20,42,0,0,0,0,482,183,153,583,70,29,127,0,640,1,14,22,34
1602,Sékou Mara,FRA,FW,FC Girondins Bordeaux,Ligue 1,18,2002,2.5,67,62,5,0,0,28,0,1,0,0,0,0,39,17,11,8,39,6,1,0,38,0,2,4,6
1603,Marcos André,BRA,FW,Real Valladolid CF,La Liga,23,1996,13.1,214,207,7,0,1,75,9,6,0,0,0,0,108,67,39,26,121,24,1,10,132,2,9,12,13
1604,Marçal,BRA,DF,Wolverhampton Wanderers,Premier League,31,1989,6.9,370,302,68,6,1,48,4,10,0,0,0,0,202,85,83,249,39,14,62,0,306,2,4,6,8
1605,Marçal,BRA,DF,Olympique Lyon,Ligue 1,31,1989,0.9,71,67,4,2,0,3,6,3,0,0,0,0,50,11,10,52,10,4,2,1,64,0,3,1,0
1606,Marcelo,BRA,DF,Real Madrid,La Liga,32,1988,11.7,870,771,99,13,2,72,30,41,0,0,0,0,553,169,148,681,86,12,86,3,705,4,12,17,24
1607,Marcelo,BRA,DF,Olympique Lyon,Ligue 1,33,1987,32.3,2028,1974,54,45,0,165,66,5,0,0,0,0,1612,124,292,159,1706,83,9,6,1801,4,25,17,10
1608,Solly March,ENG,DF,Brighton & Hove Albion,Premier League,26,1994,18.6,975,780,195,21,0,124,47,71,39,14,19,0,501,177,297,732,59,31,135,4,681,5,13,20,50
1609,Federico Marchetti,ITA,GK,Genoa CFC,Serie A,37,1983,3.7,136,96,40,5,0,14,1,0,0,0,0,0,92,4,40,69,48,0,0,19,112,0,2,0,1
1610,Riccardo Marchizza,ITA,DF,Spezia Calcio,Serie A,22,1998,17.3,966,779,187,26,2,137,23,40,21,0,14,2,602,177,187,678,117,16,140,0,769,0,8,19,35
1611,Gian Marco Ferrari,ITA,DF,US Sassuolo,Serie A,28,1992,33.5,2714,2607,107,70,1,210,31,3,0,0,0,0,2297,179,238,2295,280,74,13,9,2515,3,10,29,20
1612,Iván Marcone,ARG,MF,Elche CF,La Liga,30,1990,29.4,1529,1470,59,57,1,272,54,4,1,1,0,0,1131,152,246,128,1334,43,0,4,1326,3,19,35,29
1613,Óscar de Marcos,ESP,DF,Athletic Bilbao,La Liga,31,1989,16.9,764,636,128,10,0,76,9,43,1,0,0,0,435,182,147,54,552,30,117,6,583,1,14,31,36
1614,Dario Maresic,AUT,DF,Stade Reims,Ligue 1,20,1999,5.7,343,328,15,6,0,18,13,3,0,0,0,0,237,30,76,48,269,12,9,3,288,2,10,6,5
1615,José Mari,ESP,MF,Cádiz CF,La Liga,32,1987,16.1,472,442,30,25,1,102,29,4,3,0,2,1,264,72,136,40,375,28,1,4,335,1,23,11,9
1616,Pablo Marí,ESP,DF,Arsenal FC,Premier League,26,1993,10.0,592,585,7,4,0,45,10,0,0,0,0,0,489,36,67,480,71,23,3,1,537,0,8,7,2
1617,José María Giménez,URY,DF,Atlético de Madrid,La Liga,25,1995,19.6,1094,1042,52,31,1,70,47,1,0,0,0,0,853,72,169,170,840,35,20,8,967,4,17,8,11
1618,Mariano Díaz,DOM,FW,Real Madrid,La Liga,26,1993,5.7,104,93,11,0,0,35,2,0,0,0,0,0,72,19,13,17,70,4,2,0,78,0,0,4,5
1619,Jordan Marié,FRA,MF,Dijon FCO,Ligue 1,28,1991,15.9,762,746,16,9,1,119,32,7,7,1,6,0,528,93,141,79,627,40,0,5,622,2,15,18,12
1620,Adrián Marín,ESP,DF,Deportivo Alavés,La Liga,23,1997,1.0,54,44,10,1,1,5,1,0,0,0,0,0,24,20,10,36,3,4,9,0,40,1,0,1,2
1621,Adrián Marín,ESP,DF,Granada CF,La Liga,23,1997,3.0,123,95,28,3,0,17,3,3,0,0,0,0,56,15,52,83,1,12,25,0,85,1,3,3,2
1622,Razvan Marin,ROU,MF,Cagliari Calcio,Serie A,24,1996,32.9,1702,1473,229,102,1,229,61,46,113,29,57,10,1226,156,320,185,1442,45,10,7,1390,8,14,32,35
1623,Guillermo Maripán,CHL,DF,AS Monaco,Ligue 1,26,1994,23.2,1648,1608,40,37,0,120,55,1,0,0,0,0,1387,91,170,116,1442,51,3,6,1490,1,22,27,9
1624,Marlon,BRA,DF,US Sassuolo,Serie A,24,1995,19.4,1598,1562,36,35,0,130,14,0,0,0,0,0,1467,65,66,138,1410,27,0,7,1537,2,6,9,6
1625,Omar Marmoush,EGY,FW,VfL Wolfsburg,Bundesliga,21,1999,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
