Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,P_Att,P_Live,P_Dead,P_FK,P_TB,P_Press,P_Sw,P_Crs,P_CK,P_InCK,P_OutCK,P_StrCK,P_Ground,P_Low,P_High,P_Left,P_Right,P_Head,P_TI,P_Other,P_Cmp,P_Off,P_Out,P_Int,P_Blocks
694,Mbaye Diagne,SEN,FW,West Bromwich Albion,Premier League,28,1991,13.2,230,221,9,0,1,88,6,5,0,0,0,0,114,59,57,23,135,22,1,9,162,1,8,5,5
695,Mouctar Diakhaby,FRA,DF,Valencia CF,La Liga,23,1996,23.1,981,947,34,32,0,95,37,2,0,0,0,0,746,77,158,85,826,47,2,1,844,5,26,9,15
696,Abdou Diallo,SEN,DF,Paris Saint-Germain,Ligue 1,24,1996,16.6,1191,1117,74,26,1,79,24,10,0,0,0,0,1013,98,80,959,150,18,48,3,1109,2,9,15,7
697,Amad Diallo,CIV,FW,Manchester United,Premier League,18,2002,1.8,64,62,2,1,1,14,1,0,0,0,0,0,58,3,3,54,9,0,1,0,54,1,1,3,1
698,Amad Diallo,CIV,MF,Atalanta BC,Serie A,18,2002,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,1,0,5,5,0,0,0,9,0,0,0,0
699,Habib Diallo,SEN,FW,RC Strasbourg Alsace,Ligue 1,25,1995,25.8,574,555,19,0,3,176,16,17,0,0,0,0,328,144,102,92,363,31,2,24,401,0,12,25,35
700,Habib Diallo,SEN,FW,FC Metz,Ligue 1,25,1995,1.6,36,33,3,0,0,19,0,1,0,0,0,0,19,10,7,5,18,4,0,1,21,0,0,1,3
701,Ibrahima Diallo,FRA,MF,Southampton FC,Premier League,21,1999,11.3,587,576,11,9,1,109,7,7,0,0,0,0,466,50,71,58,504,19,2,0,500,2,10,14,6
702,Ibrahima Diallo,FRA,MF,Stade Brest 29,Ligue 1,21,1999,4.9,282,274,8,8,0,27,10,3,0,0,0,0,208,45,29,36,239,5,0,0,245,1,4,4,3
703,Amadou Diambo,GHA,FW,Benevento Calcio,Serie A,19,2001,0.0,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,7,0,0,0,0
704,Grady Diangana,ENG,MF,West Bromwich Albion,Premier League,22,1998,13.7,351,340,11,2,2,70,3,15,4,2,0,1,253,51,47,281,43,8,2,5,256,2,3,9,20
705,Stéphane Diarra,FRA,FW,FC Lorient,Ligue 1,21,1998,2.2,85,79,6,0,0,18,3,13,4,0,0,0,53,19,13,68,10,3,2,0,60,0,0,4,6
706,Raphinha,BRA,MF,Leeds United,Premier League,23,1996,26.2,1057,908,149,41,5,116,59,75,91,41,36,5,627,163,267,905,96,25,16,9,704,5,17,51,47
707,Raphinha,BRA,FW,Stade Rennais FC,Ligue 1,23,1996,4.5,139,121,18,5,4,19,10,7,10,8,1,1,82,25,32,110,16,7,3,0,90,1,4,1,9
708,Rúben Dias,PRT,DF,Manchester City,Premier League,23,1997,31.6,2672,2620,52,49,1,196,59,2,0,0,0,0,2283,146,243,421,2126,80,3,5,2499,6,21,21,12
709,Krépin Diatta,SEN,MF,AS Monaco,Ligue 1,21,1999,4.3,172,161,11,0,0,33,3,8,0,0,0,0,125,23,24,20,124,11,11,1,126,2,4,5,10
710,Amadou Diawara,GIN,MF,AS Roma,Serie A,23,1997,7.3,473,463,10,7,1,66,5,0,0,0,0,0,369,45,59,40,406,21,3,2,422,1,3,4,3
711,Brahim Díaz,ESP,MF,AC Milan,Serie A,20,1999,13.6,485,459,26,5,2,78,10,8,14,4,2,2,402,43,40,191,277,7,3,3,421,1,3,9,10
712,Víctor Díaz,ESP,DF,Granada CF,La Liga,32,1988,9.2,385,294,91,11,0,53,12,22,4,0,3,0,160,75,150,32,246,23,76,1,265,1,13,9,13
713,Daniel Didavi,DEU,FW,VfB Stuttgart,Bundesliga,30,1990,10.8,429,392,37,11,2,65,10,19,13,4,4,4,300,61,68,354,43,11,11,3,318,2,8,10,19
714,Eric Dier,ENG,DF,Tottenham Hotspur,Premier League,26,1994,28.0,1654,1610,44,41,0,154,59,4,0,0,0,0,1201,129,324,244,1273,85,3,3,1400,2,20,20,20
715,Daan Dierckx,BEL,DF,Parma Calcio 1913,Serie A,17,2003,5.2,206,201,5,3,0,15,10,0,0,0,0,0,155,13,38,19,176,11,0,0,181,0,0,2,1
716,Lucas Digne,FRA,DF,Everton FC,Premier League,27,1993,29.8,1690,1334,356,63,0,224,56,132,44,21,20,1,827,386,477,1189,79,107,249,3,1225,9,40,48,66
717,Virgil van Dijk,NLD,DF,Liverpool FC,Premier League,29,1991,4.1,329,326,3,3,0,32,17,0,0,0,0,0,255,17,57,65,243,10,0,0,296,1,2,2,0
718,Mitchell Dijks,NLD,DF,Bologna FC 1909,Serie A,27,1993,16.5,807,644,163,13,0,60,7,33,0,0,0,0,497,152,158,529,103,19,150,0,620,0,11,30,29
719,Javairô Dilrosun,NLD,FW,Hertha BSC,Bundesliga,22,1998,5.9,179,172,7,1,0,27,5,9,2,0,0,0,127,27,25,140,26,6,4,2,134,1,4,5,7
720,Federico Dimarco,ITA,DF,Hellas Verona,Serie A,22,1997,29.0,1885,1491,394,117,1,191,96,103,117,46,58,6,1013,315,557,1575,106,32,160,3,1340,11,36,65,72
721,Tristan Dingomé,CMR,MF,Stade Reims,Ligue 1,29,1991,0.2,15,15,0,0,0,2,0,0,0,0,0,0,10,3,2,13,1,1,0,0,11,0,2,0,1
722,Eren Dinkci,DEU,FW,SV Werder Bremen,Bundesliga,18,2001,1.2,27,27,0,0,0,10,0,1,0,0,0,0,20,1,6,4,21,0,0,0,20,0,1,0,0
723,Sinaly Diomandé,CIV,DF,Olympique Lyon,Ligue 1,19,2001,12.6,718,693,25,15,1,57,14,3,0,0,0,0,577,71,70,77,574,29,10,8,639,0,8,10,7
724,Loïs Diony,FRA,FW,SCO Angers,Ligue 1,27,1992,19.4,401,363,38,0,1,126,10,30,0,0,0,0,250,80,71,61,268,22,1,13,254,0,13,20,30
725,Issa Diop,FRA,DF,West Ham United,Premier League,23,1997,15.3,563,548,15,12,1,57,3,1,0,0,0,0,439,41,83,97,407,42,3,0,475,1,7,9,3
726,Pape Diop,SEN,MF,SD Eibar,La Liga,34,1986,25.8,898,876,22,20,2,197,32,7,0,0,0,0,493,121,284,87,614,131,0,5,634,4,36,21,21
727,Sofiane Diop,FRA,MF,AS Monaco,Ligue 1,20,2000,22.5,985,952,33,15,0,189,20,24,10,3,3,1,738,118,129,73,845,39,8,6,776,3,18,29,30
728,Andy Diouf,FRA,FW,Stade Rennais FC,Ligue 1,17,2003,0.1,4,4,0,0,0,1,0,0,0,0,0,0,3,0,1,1,2,0,0,0,2,0,0,1,0
729,Yehvann Diouf,FRA,GK,Stade Reims,Ligue 1,20,1999,1.5,52,39,13,1,0,2,2,0,0,0,0,0,33,1,18,4,34,0,0,13,40,0,4,0,0
730,Assane Dioussé,SEN,DF,AS Saint-Étienne,Ligue 1,22,1997,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
731,Axel Disasi,FRA,DF,AS Monaco,Ligue 1,22,1998,22.3,1531,1469,62,28,1,101,47,3,0,0,0,0,1209,110,212,151,1276,43,34,3,1327,6,19,17,9
732,Tiago Djaló,PRT,DF,LOSC Lille,Ligue 1,20,2000,9.7,693,615,78,8,1,44,14,6,0,0,0,0,510,107,76,60,539,17,70,1,608,1,7,18,11
733,Djené,TGO,DF,Getafe CF,La Liga,28,1991,32.7,938,863,75,51,0,128,29,7,0,0,0,0,537,135,266,203,582,89,24,6,722,3,18,15,9
734,Moussa Djenepo,MLI,MF,Southampton FC,Premier League,22,1998,13.8,400,382,18,3,1,58,4,10,0,0,0,0,295,54,51,103,253,16,14,7,295,1,6,13,30
735,Koffi Djidji,CIV,DF,FC Crotone,Serie A,27,1992,16.9,750,672,78,24,0,71,17,3,0,0,0,0,526,72,152,46,616,23,54,1,613,1,14,17,14
736,Alexander Djiku,GHA,DF,RC Strasbourg Alsace,Ligue 1,25,1994,28.4,1317,1275,42,40,2,106,49,5,0,0,0,0,952,107,258,216,1010,60,2,1,1140,2,20,12,14
737,Berat Djimsiti,ALB,DF,Atalanta BC,Serie A,27,1993,29.2,1769,1682,87,38,1,189,23,9,0,0,0,0,1350,206,213,378,1213,78,49,6,1558,1,20,30,33
738,Marko Dmitrovic,SRB,GK,SD Eibar,La Liga,28,1992,34.7,1074,714,360,125,0,59,56,0,0,0,0,0,252,32,790,725,152,2,0,100,581,3,49,3,3
739,Ritsu Doan,JPN,MF,Arminia Bielefeld,Bundesliga,22,1998,30.8,861,721,140,75,1,185,47,64,54,31,16,1,493,103,265,670,110,41,9,3,546,4,23,25,44
740,Alexandru Dobre,ROU,FW,Dijon FCO,Ligue 1,21,1998,5.9,176,168,8,0,0,47,2,6,0,0,0,0,128,29,19,36,116,8,4,4,132,0,7,8,10
741,Matt Doherty,IRL,DF,Tottenham Hotspur,Premier League,28,1992,13.8,826,682,144,10,0,91,11,24,0,0,0,0,476,200,150,43,572,46,134,4,666,2,9,20,23
742,Jérémy Doku,BEL,MF,Stade Rennais FC,Ligue 1,18,2002,25.7,971,962,9,3,5,191,17,69,0,0,0,0,871,59,41,148,805,5,6,3,790,1,12,39,54
743,Kasper Dolberg,DNK,FW,OGC Nice,Ligue 1,22,1997,21.4,329,286,43,0,0,92,3,4,0,0,0,0,234,57,38,28,253,13,0,20,260,2,7,8,7
744,Keagan Dolly,ZAF,MF,Montpellier HSC,Ligue 1,27,1993,5.0,185,172,13,3,0,31,8,4,8,3,3,1,136,33,16,146,29,7,1,1,156,0,6,2,5
745,Jaume Doménech,ESP,GK,Valencia CF,La Liga,29,1990,28.0,897,559,338,93,0,58,28,0,0,0,0,0,335,33,529,52,663,0,1,105,623,5,18,3,3
746,Carlos Dominguez,ESP,DF,Celta de Vigo,La Liga,19,2001,4.0,148,145,3,3,0,23,2,0,0,0,0,0,115,9,24,112,29,5,0,0,123,0,7,2,3
747,Nicolás Domínguez,ARG,MF,Bologna FC 1909,Serie A,22,1998,13.9,714,687,27,23,3,76,11,11,0,0,0,0,517,100,97,123,519,48,3,2,615,4,9,11,7
748,John Nwankwo,ESP,DF,Elche CF,La Liga,19,2000,0.6,20,20,0,0,0,2,1,0,0,0,0,0,18,1,1,2,17,1,0,0,19,0,0,0,0
749,Dong-won Ji,KOR,FW,1.FSV Mainz 05,Bundesliga,29,1991,0.7,27,26,1,0,0,8,0,0,0,0,0,0,15,8,4,5,14,3,0,1,15,0,0,0,2
750,Anastasios Donis,GRC,MF,Stade Reims,Ligue 1,23,1996,1.1,20,20,0,0,0,4,0,3,0,0,0,0,11,6,3,3,14,1,0,1,13,0,0,0,1
751,Gianluigi Donnarumma,ITA,GK,AC Milan,Serie A,21,1999,37.0,1245,962,283,64,0,96,16,0,0,0,0,0,740,41,464,157,901,1,0,142,977,4,23,2,1
752,Gabriel,BRA,DF,Arsenal FC,Premier League,22,1997,22.2,1492,1463,29,28,0,133,29,3,0,0,0,0,1170,122,200,1312,102,38,1,5,1283,4,24,23,16
753,Bas Dost,NLD,FW,Eintracht Frankfurt,Bundesliga,31,1989,9.1,312,304,8,1,0,106,3,4,0,0,0,0,152,58,102,20,182,44,1,3,203,2,4,7,12
754,Lucas Gourna-Douath,FRA,MF,AS Saint-Étienne,Ligue 1,16,2003,14.7,625,613,12,11,0,109,12,3,0,0,0,0,518,41,66,73,508,28,1,4,541,0,21,13,10
755,Abdoulaye Doucouré,FRA,MF,Everton FC,Premier League,27,1993,27.1,1333,1318,15,12,3,205,17,10,1,0,0,0,1047,179,107,162,1074,60,2,5,1146,2,6,30,33
756,Cheick Doucouré,MLI,MF,RC Lens,Ligue 1,20,2000,29.2,1463,1444,19,18,4,257,54,3,0,0,0,0,1155,166,142,66,1314,57,0,6,1273,4,16,25,28
757,Fodé Doucouré,MLI,DF,Stade Reims,Ligue 1,19,2001,3.7,193,156,37,3,0,13,3,4,0,0,0,0,131,40,22,21,132,5,34,0,149,0,5,10,4
758,Mahamadou Doucouré,FRA,FW,Nîmes Olympique,Ligue 1,20,2000,0.5,13,12,1,0,0,2,0,2,0,0,0,0,11,2,0,1,11,0,0,1,10,0,0,1,0
759,Cheick Doukouré,CIV,MF,Levante UD,La Liga,27,1992,1.1,45,44,1,1,0,15,1,0,0,0,0,0,32,8,5,7,35,2,0,0,39,0,1,1,0
760,Idrissa Doumbia,CIV,MF,SD Huesca,La Liga,22,1998,8.7,413,405,8,8,0,53,7,0,0,0,0,0,351,38,24,82,313,14,0,3,378,0,6,3,3
761,Moussa Doumbia,MLI,MF,Stade Reims,Ligue 1,25,1994,10.0,417,396,21,6,0,56,13,21,13,8,4,0,320,46,51,64,338,9,2,2,338,1,6,12,10
762,Souleyman Doumbia,CIV,DF,SCO Angers,Ligue 1,23,1996,24.7,1265,1018,247,11,0,122,17,35,0,0,0,0,799,277,189,870,108,30,236,6,1033,2,28,29,36
763,Aleksandar Dragovic,AUT,DF,Bayer 04 Leverkusen,Bundesliga,29,1991,12.6,1058,972,86,30,1,106,41,5,0,0,0,0,811,114,133,161,787,33,54,2,942,0,16,15,11
764,Bartlomiej Dragowski,POL,GK,ACF Fiorentina,Serie A,22,1997,35.0,1063,684,379,119,0,46,23,0,0,0,0,0,444,53,566,63,793,0,0,166,696,6,23,0,1
765,Denis Dragus,ROU,FW,FC Crotone,Serie A,21,1999,2.0,71,70,1,0,0,8,3,3,0,0,0,0,52,12,7,4,63,1,0,1,53,0,1,4,5
766,Radu Dragusin,ROU,DF,Juventus FC,Serie A,18,2002,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
767,Mouhamadou Drammeh,FRA,MF,Stade Reims,Ligue 1,21,1999,1.9,53,50,3,3,0,7,0,0,0,0,0,0,33,15,5,37,8,6,0,0,43,0,1,2,0
768,Julian Draxler,DEU,MF,Paris Saint-Germain,Ligue 1,26,1993,11.8,634,603,31,6,3,120,18,22,21,11,4,0,539,43,52,89,534,1,4,1,548,2,4,19,10
769,Dominick Drexler,DEU,MF,1. FC Köln,Bundesliga,30,1990,13.7,536,508,28,5,2,121,6,37,0,0,0,0,361,100,75,28,456,22,19,2,411,1,12,13,28
770,Matthieu Dreyer,FRA,GK,FC Lorient,Ligue 1,31,1989,15.0,361,215,146,38,0,15,8,0,0,0,0,0,150,13,198,19,275,0,0,43,225,1,10,4,2
771,Domingos Duarte,PRT,DF,Granada CF,La Liga,25,1995,26.3,948,899,49,43,0,119,34,2,0,0,0,0,596,104,248,54,770,86,6,4,761,4,19,18,14
772,Léo Duarte,BRA,DF,AC Milan,Serie A,24,1996,0.2,13,12,1,1,0,0,0,0,0,0,0,0,13,0,0,1,12,0,0,0,13,0,0,0,0
773,Óscar Duarte,CRI,DF,Levante UD,La Liga,31,1989,22.9,1154,1109,45,37,1,120,41,2,0,0,0,0,835,88,231,246,820,53,2,5,1009,1,11,15,8
774,Rubén Duarte,ESP,DF,Deportivo Alavés,La Liga,24,1995,28.3,1319,1003,316,52,3,171,51,58,19,7,11,0,568,267,484,851,111,72,245,2,934,4,46,27,38
775,Léo Dubois,FRA,DF,Olympique Lyon,Ligue 1,25,1994,32.3,2291,1817,474,67,1,197,55,129,90,2,55,4,1362,433,496,189,1688,70,317,1,1818,10,30,48,70
776,Martin Dubravka,SVK,GK,Newcastle United,Premier League,31,1989,13.0,427,263,164,42,0,39,18,0,0,0,0,0,220,15,192,27,323,1,1,64,310,0,17,4,0
777,Ondrej Duda,SVK,FW,1. FC Köln,Bundesliga,25,1994,28.2,1250,1082,168,62,3,243,81,51,77,27,36,3,732,203,315,139,1014,45,3,14,897,14,25,32,42
778,Unai Dufur,ESP,DF,SD Eibar,La Liga,21,1999,0.7,43,28,15,0,0,1,0,0,0,0,0,0,17,17,9,4,20,4,15,0,34,0,1,2,2
779,Haris Duljevic,BIH,MF,Nîmes Olympique,Ligue 1,26,1993,8.6,306,289,17,4,0,49,13,14,2,1,0,1,215,40,51,45,244,10,2,2,238,2,7,14,7
780,Paul Dummett,WAL,DF,Newcastle United,Premier League,28,1991,13.9,535,478,57,13,0,62,5,9,0,0,0,0,330,62,143,437,23,20,43,0,411,6,12,15,10
781,Alfred Duncan,GHA,MF,ACF Fiorentina,Serie A,27,1993,1.8,85,80,5,4,0,10,6,1,0,0,0,0,51,16,18,75,3,5,0,0,65,1,1,2,2
782,Alfred Duncan,GHA,MF,Cagliari Calcio,Serie A,27,1993,11.9,605,585,20,15,1,83,15,9,0,0,0,0,429,79,97,533,30,23,5,6,491,2,12,20,9
783,Lewis Dunk,ENG,DF,Brighton & Hove Albion,Premier League,28,1991,32.6,2151,2073,78,67,1,163,71,1,0,0,0,0,1630,196,325,134,1843,104,11,26,1935,3,29,21,11
784,Jimmy Dunne,IRL,DF,Burnley FC,Premier League,22,1997,3.0,146,144,2,2,0,21,4,0,0,0,0,0,86,18,42,45,72,17,0,0,104,0,4,1,1
785,Erik Durm,DEU,DF,Eintracht Frankfurt,Bundesliga,28,1992,16.4,736,579,157,4,2,108,20,38,0,0,0,0,369,157,210,140,396,26,153,4,517,1,20,19,35
786,Hugo Duro,ESP,FW,Real Madrid,La Liga,20,1999,0.6,5,5,0,0,0,3,0,1,0,0,0,0,4,1,0,3,2,0,0,0,5,0,0,0,0
787,Jean-Kevin Duverne,FRA,DF,Stade Brest 29,Ligue 1,23,1997,22.5,1337,1275,62,40,1,117,52,8,0,0,0,0,939,136,262,214,1007,63,21,2,1131,3,23,20,11
788,Paulo Dybala,ARG,FW,Juventus FC,Serie A,26,1993,12.6,705,610,95,19,0,103,35,24,55,8,30,3,515,81,109,607,72,13,3,9,578,2,6,17,17
789,Edin Dzeko,BIH,FW,AS Roma,Serie A,34,1986,20.3,511,470,41,0,4,188,15,17,0,0,0,0,290,133,88,94,308,21,3,19,342,4,9,18,36
790,Junior Dina Ebimbe,FRA,FW,Dijon FCO,Ligue 1,19,2000,23.8,804,784,20,10,3,157,26,25,1,0,0,1,642,100,62,109,642,29,8,5,635,4,16,36,32
791,Steeve-Mike Eyango,FRA,MF,Genoa CFC,Serie A,19,2001,0.6,27,27,0,0,0,6,0,0,0,0,0,0,24,3,0,1,26,0,0,0,22,0,0,0,3
792,Enzo Ebosse,FRA,DF,SCO Angers,Ligue 1,21,1999,2.9,153,140,13,2,0,12,3,3,0,0,0,0,120,11,22,133,7,1,11,0,127,1,2,2,3
793,Bruno Ecuele Manga,GAB,DF,Dijon FCO,Ligue 1,32,1988,38.0,1918,1853,65,59,0,174,53,1,0,0,0,0,1455,138,325,244,1531,86,6,5,1655,3,26,23,15
794,Simone Edera,ITA,DF,Torino FC,Serie A,23,1997,0.6,22,17,5,4,0,3,1,2,1,0,1,0,17,1,4,18,4,0,0,0,16,0,0,1,2
795,Ederson,BRA,GK,Manchester City,Premier League,26,1993,36.0,1090,872,218,60,1,80,30,0,0,0,0,0,765,44,281,770,156,2,0,148,906,2,18,9,2
796,Kyle Edwards,ENG,MF,West Bromwich Albion,Premier League,22,1998,1.3,35,35,0,0,0,5,1,1,0,0,0,0,28,4,3,1,32,2,0,0,30,0,0,0,2
797,John Egan,IRL,DF,Sheffield United,Premier League,27,1992,29.2,1094,1070,24,21,1,112,29,2,0,0,0,0,734,98,262,140,827,75,3,8,925,3,27,8,8
798,Johannes Eggestein,DEU,FW,SV Werder Bremen,Bundesliga,22,1998,0.4,17,17,0,0,0,5,0,1,0,0,0,0,9,3,5,6,9,2,0,0,11,0,2,0,1
799,Maximilian Eggestein,DEU,MF,SV Werder Bremen,Bundesliga,23,1996,32.7,1367,1327,40,26,5,245,34,15,2,0,1,0,940,169,258,210,1046,66,11,3,1075,3,22,48,43
800,Lilian Egloff,DEU,MF,VfB Stuttgart,Bundesliga,17,2002,0.2,4,3,1,0,0,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0
801,Kingsley Ehizibue,NLD,DF,1. FC Köln,Bundesliga,25,1995,12.6,584,450,134,10,0,73,6,29,0,0,0,0,319,139,126,19,395,33,122,3,433,0,9,13,25
802,Albin Ekdal,SWE,MF,UC Sampdoria,Serie A,31,1989,25.5,1067,1000,67,65,2,173,22,3,0,0,0,0,751,149,167,114,854,63,1,6,896,1,17,18,22
803,Hugo Ekitike,FRA,MF,Stade Reims,Ligue 1,18,2002,1.0,26,23,3,0,0,8,0,0,0,0,0,0,20,2,4,1,22,1,0,0,21,0,0,1,0
804,Anthony Elanga,SWE,FW,Manchester United,Premier League,18,2002,1.7,53,52,1,0,0,11,1,1,0,0,0,0,49,1,3,7,45,0,0,0,43,0,1,6,1
805,Niclas Eliasson,SWE,MF,Nîmes Olympique,Ligue 1,24,1995,20.0,525,421,104,37,0,74,31,68,56,25,24,3,246,81,198,375,94,24,11,2,322,3,11,11,25
806,Eljif Elmas,MKD,MF,SSC Napoli,Serie A,20,1999,8.2,359,351,8,3,0,54,3,4,2,1,0,0,305,30,24,61,283,12,2,1,325,1,0,7,4
807,Ahmed Elmohamady,EGY,DF,Aston Villa,Premier League,32,1987,9.3,594,472,122,17,0,73,15,32,0,0,0,0,279,162,153,7,427,38,105,3,464,1,9,14,9
808,Mohamed Elneny,EGY,MF,Arsenal FC,Premier League,28,1992,17.2,1003,981,22,20,1,119,24,3,0,0,0,0,836,83,84,65,889,39,2,5,937,3,8,4,9
809,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,26,1994,20.9,1210,1160,50,32,0,113,28,7,0,0,0,0,928,76,206,116,979,65,18,2,1057,2,22,9,6
810,Nico Elvedi,CHE,DF,Borussia Mönchengladbach,Bundesliga,23,1996,28.2,1873,1819,54,47,1,174,39,2,0,0,0,0,1607,124,142,513,1231,79,7,1,1738,1,14,10,19
811,Rodrigo Ely,BRA,DF,Deportivo Alavés,La Liga,26,1993,5.2,159,146,13,13,0,15,7,0,0,0,0,0,83,31,45,15,114,21,0,2,125,3,8,0,1
812,Elye Wahi,FRA,FW,Montpellier HSC,Ligue 1,17,2003,6.2,110,105,5,0,0,27,2,6,0,0,0,0,80,20,10,11,84,4,1,2,72,0,2,7,8
813,Breel Embolo,CHE,FW,Borussia Mönchengladbach,Bundesliga,23,1997,16.0,459,434,25,3,0,129,4,10,0,0,0,0,329,87,43,48,332,33,0,22,335,5,10,15,25
814,Emerson Royal,BRA,DF,Real Betis Balompié,La Liga,21,1999,33.2,1928,1567,361,48,1,221,23,74,1,0,0,0,1196,415,317,158,1359,59,312,11,1565,4,30,46,66
815,Emmanuel Gyabuaa,ITA,MF,Atalanta BC,Serie A,18,2001,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
816,Renaud Emond,BEL,FW,FC Nantes,Ligue 1,28,1991,3.9,88,80,8,0,0,29,0,3,0,0,0,0,47,22,19,7,58,11,1,0,62,0,1,5,1
817,Alan Empereur,BRA,DF,Hellas Verona,Serie A,26,1994,2.4,121,118,3,2,0,7,2,0,0,0,0,0,86,13,22,82,28,7,1,0,95,0,2,2,3
818,Youssef En-Nesyri,MAR,FW,Sevilla FC,La Liga,23,1997,25.7,408,377,31,0,1,121,8,17,0,0,0,0,206,122,80,235,33,58,3,10,281,1,11,10,20
819,Keita Endo,JPN,MF,1.FC Union Berlin,Bundesliga,22,1997,5.1,108,108,0,0,0,24,1,10,0,0,0,0,70,12,26,31,64,6,0,0,76,0,3,4,5
820,Wataru Endo,JPN,MF,VfB Stuttgart,Bundesliga,27,1993,32.8,1806,1773,33,28,4,362,33,5,0,0,0,0,1398,175,233,326,1350,68,5,7,1517,5,27,44,39
821,Sergi Enrich,ESP,FW,SD Eibar,La Liga,30,1990,15.6,462,441,21,0,1,166,12,7,1,1,0,0,241,96,125,24,308,44,1,19,357,4,4,10,13
822,Christian Eriksen,DNK,MF,Inter Milan,Serie A,28,1992,15.4,1028,918,110,32,0,152,43,26,76,26,30,7,729,96,203,206,790,20,1,3,844,2,10,19,17
823,Martin Erlic,HRV,DF,Spezia Calcio,Serie A,22,1998,20.0,1040,985,55,49,1,99,65,1,0,0,0,0,754,110,176,132,788,82,5,8,890,2,22,13,5
824,Patrick Erras,DEU,FW,SV Werder Bremen,Bundesliga,25,1995,0.3,33,33,0,0,0,8,0,0,0,0,0,0,16,2,15,8,12,5,0,1,20,0,0,0,2
825,Gonzalo Escalante,ARG,MF,SS Lazio,Serie A,27,1993,8.1,483,475,8,8,0,61,11,0,0,0,0,0,366,54,63,27,411,36,0,0,427,1,5,4,9
826,Aarón Escandell,ESP,GK,Granada CF,La Liga,24,1995,5.0,151,94,57,24,0,5,4,0,0,0,0,0,36,2,113,11,117,0,0,13,74,1,5,1,1
827,Dani Escriche,ESP,FW,SD Huesca,La Liga,22,1998,9.5,267,260,7,0,1,64,4,4,1,0,0,0,193,40,34,13,225,14,2,0,198,1,4,8,15
828,Sergio Escudero,ESP,DF,Sevilla FC,La Liga,30,1989,6.3,407,338,69,15,2,47,9,13,4,0,2,0,258,66,83,291,42,18,50,0,342,2,8,6,9
829,Alfonso Espino,URY,DF,Cádiz CF,La Liga,28,1992,28.9,1039,778,261,21,0,134,38,61,1,1,0,0,402,224,413,602,119,53,239,1,666,9,27,36,53
830,Vicente Esquerdo,ESP,MF,Valencia CF,La Liga,21,1999,2.6,97,95,2,1,0,18,5,2,0,0,0,0,69,13,15,85,8,2,1,0,77,1,3,1,3
831,Nahuel Estévez,ARG,MF,Spezia Calcio,Serie A,24,1995,19.6,908,841,67,27,2,147,42,51,34,2,18,4,604,98,206,77,784,24,6,3,677,7,25,21,30
832,Pervis Estupiñán,ECU,DF,Villarreal CF,La Liga,22,1998,13.0,667,567,100,9,0,85,27,61,0,0,0,0,405,148,114,460,82,27,91,3,523,1,7,15,38
833,Yoann Etienne,FRA,DF,FC Lorient,Ligue 1,23,1997,1.0,38,29,9,0,0,12,0,2,0,0,0,0,14,9,15,21,3,3,9,1,24,0,4,2,2
834,Xabi Etxeita,ESP,DF,Getafe CF,La Liga,32,1987,9.8,289,274,15,14,0,33,13,0,0,0,0,0,147,35,107,91,151,34,1,0,195,0,13,4,5
835,Jonny Evans,NIR,DF,Leicester City,Premier League,32,1988,27.5,1764,1723,41,37,0,201,32,2,0,0,0,0,1285,155,324,629,984,97,4,3,1544,2,28,30,7
836,Edu Expósito,ESP,MF,SD Eibar,La Liga,23,1996,27.3,1179,1117,62,21,1,213,46,36,35,15,17,3,738,174,267,202,852,87,5,4,879,6,30,37,32
837,Valentin Eysseric,FRA,MF,ACF Fiorentina,Serie A,28,1992,8.1,356,332,24,9,0,58,21,18,12,6,4,0,231,41,84,61,279,6,3,1,264,1,9,13,16
838,Eberechi Eze,ENG,MF,Crystal Palace,Premier League,22,1998,28.4,1158,1037,121,37,2,191,31,26,63,18,24,8,894,102,162,162,961,17,5,1,918,8,12,34,32
839,Jokin Ezkieta,ESP,GK,Athletic Bilbao,La Liga,23,1996,1.0,24,16,8,1,0,0,0,0,0,0,0,0,18,2,4,2,16,0,0,6,21,0,1,0,0
840,Lukasz Fabianski,POL,GK,West Ham United,Premier League,35,1985,35.0,1002,634,368,97,0,51,28,0,0,0,0,0,294,57,651,36,741,2,0,141,606,5,39,6,2
841,Fabinho,BRA,DF,Liverpool FC,Premier League,26,1993,28.5,2049,2001,48,42,3,188,37,2,0,0,0,0,1662,146,241,142,1796,58,6,8,1867,1,14,17,8
842,Fábio,BRA,DF,FC Nantes,Ligue 1,30,1990,16.7,864,676,188,14,1,79,13,22,1,0,0,1,465,175,224,221,399,43,173,3,668,2,19,20,31
