Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,TklPl,TklW,TkDef3rd,TkMid3rd,TkAtt3rd,TklDr,TklDrAtt,TklDr%,DrPast,PressAtt,PressSucc,Press%,PressDef3rd,PressMid3rd,PressAtt3rd,Blocks,BlocksSh,BlocksSoT,BlocksPass,Int,Tkl+Int,Clr,ErrSh
1419,Danilo,BRA,DF,Bologna FC 1909,Serie A,36,1984,34.8,44,21,29,15,0,9,29,31.0,20,329,107,32.5,196,126,7,82,36,1,46,42,86,179,4
1420,Gautier Larsonneur,FRA,GK,Stade Brest 29,Ligue 1,23,1997,35.0,0,0,0,0,0,0,1,0.0,1,5,1,20.0,5,0,0,1,0,0,1,1,1,5,2
1421,Kevin Lasagna,ITA,FW,Udinese Calcio,Serie A,27,1992,12.3,6,3,1,3,2,1,11,9.1,10,183,41,22.4,23,75,85,10,1,0,9,7,13,7,0
1422,Kevin Lasagna,ITA,FW,Hellas Verona,Serie A,27,1992,14.1,6,1,0,4,2,2,5,40.0,3,193,49,25.4,10,59,124,11,1,0,10,4,10,10,0
1423,Jamaal Lascelles,ENG,DF,Newcastle United,Premier League,26,1993,18.1,19,12,11,6,2,4,6,66.7,2,148,53,35.8,89,52,7,39,18,2,21,15,34,108,1
1424,Paul Lasne,FRA,MF,Stade Brest 29,Ligue 1,31,1989,18.7,55,36,34,19,2,12,36,33.3,24,426,112,26.3,216,170,40,33,7,0,26,34,89,25,0
1425,Toni Lato,ESP,DF,Valencia CF,La Liga,22,1997,8.1,10,6,6,1,3,8,18,44.4,10,134,39,29.1,68,43,23,27,1,0,26,11,21,17,0
1426,Danny Latza,DEU,MF,1.FSV Mainz 05,Bundesliga,30,1989,20.0,47,31,18,19,10,21,73,28.8,52,476,145,30.5,150,240,86,51,7,0,44,27,74,28,0
1427,Armand Laurienté,FRA,FW,FC Lorient,Ligue 1,21,1998,18.0,25,17,9,16,0,6,21,28.6,15,266,77,28.9,51,133,82,17,0,0,17,14,39,5,0
1428,Vincent Laurini,FRA,DF,Parma Calcio 1913,Serie A,31,1989,9.7,18,13,13,3,2,8,10,80.0,2,127,32,25.2,70,43,14,17,4,0,13,15,33,20,0
1429,Lautaro de León,URY,MF,Celta de Vigo,La Liga,19,2001,0.2,0,0,0,0,0,0,0,,0,3,1,33.3,0,1,2,0,0,0,0,0,0,1,0
1430,Wesley Lautoa,NCL,MF,Dijon FCO,Ligue 1,32,1987,17.9,40,28,20,18,2,11,43,25.6,32,310,95,30.6,131,164,15,23,8,0,15,29,69,52,0
1431,Valentino Lazaro,AUT,DF,Borussia Mönchengladbach,Bundesliga,24,1996,13.8,18,9,10,5,3,8,20,40.0,12,224,56,25.0,68,96,60,27,1,0,26,18,36,16,0
1432,Darko Lazovic,SRB,DF,Hellas Verona,Serie A,29,1990,27.8,27,20,8,16,3,13,40,32.5,27,209,67,32.1,60,88,61,39,9,0,30,20,47,36,0
1433,Manuel Lazzari,ITA,DF,SS Lazio,Serie A,26,1993,29.0,28,15,13,10,5,15,43,34.9,28,269,70,26.0,93,108,68,40,4,0,36,24,52,32,0
1434,Jérémy Le Douaron,FRA,FW,Stade Brest 29,Ligue 1,22,1998,9.1,15,6,8,5,2,6,19,31.6,13,175,41,23.4,57,75,43,16,1,0,15,6,21,13,0
1435,Enzo Le Fée,FRA,MF,FC Lorient,Ligue 1,20,2000,20.2,52,36,19,28,5,23,74,31.1,51,491,121,24.6,147,267,77,40,7,0,33,27,79,12,0
1436,Vincent Le Goff,FRA,DF,FC Lorient,Ligue 1,30,1989,25.6,50,23,27,20,3,20,52,38.5,32,339,116,34.2,151,148,40,48,4,1,44,39,89,55,0
1437,Maxime Le Marchand,FRA,DF,Fulham FC,Premier League,30,1989,1.4,2,1,2,0,0,1,1,100.0,0,9,2,22.2,6,2,1,0,0,0,0,0,2,7,0
1438,Robin Le Normand,FRA,DF,Real Sociedad,La Liga,23,1996,30.5,40,21,29,11,0,12,21,57.1,9,250,73,29.2,147,95,8,43,23,0,20,34,74,178,2
1439,Damien Le Tallec,FRA,MF,Montpellier HSC,Ligue 1,30,1990,13.6,17,7,10,6,1,7,25,28.0,18,186,53,28.5,77,85,24,23,8,0,15,23,40,37,2
1440,James Léa Siliki,CMR,MF,Stade Rennais FC,Ligue 1,24,1996,2.8,4,4,0,3,1,1,3,33.3,2,44,14,31.8,9,28,7,3,1,0,2,0,4,2,1
1441,Rafael Leão,PRT,FW,AC Milan,Serie A,21,1999,21.4,13,9,4,7,2,4,16,25.0,12,231,54,23.4,23,90,118,26,0,0,26,5,18,15,0
1442,Jean-Louis Leca,FRA,GK,RC Lens,Ligue 1,34,1985,36.8,0,0,0,0,0,0,3,0.0,3,9,4,44.4,9,0,0,0,0,0,0,0,0,0,0
1443,Mathew Leckie,AUS,FW,Hertha BSC,Bundesliga,29,1991,5.6,13,9,6,5,2,4,15,26.7,11,145,37,25.5,33,72,40,16,0,0,16,11,24,12,1
1444,Benjamin Lecomte,FRA,GK,AS Monaco,Ligue 1,29,1991,28.0,0,0,0,0,0,0,2,0.0,2,6,1,16.7,6,0,0,0,0,0,0,0,0,7,0
1445,Jeremías Ledesma,ARG,GK,Cádiz CF,La Liga,27,1993,32.0,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,2,0,0,2,0,0,2,6
1446,Pierre Lees Melou,FRA,MF,OGC Nice,Ligue 1,27,1993,22.9,85,47,34,41,10,31,92,33.7,61,505,146,28.9,156,249,100,53,14,0,39,32,117,37,0
1447,Lucas Leiva,BRA,MF,SS Lazio,Serie A,33,1987,23.7,70,45,37,31,2,29,92,31.5,63,503,169,33.6,203,261,39,28,1,0,27,45,115,46,0
1448,Florian Lejeune,FRA,DF,Deportivo Alavés,La Liga,29,1991,33.5,48,29,38,10,0,20,30,66.7,10,263,93,35.4,171,82,10,54,24,2,30,58,106,228,0
1449,Iñigo Lekue,ESP,DF,Athletic Bilbao,La Liga,27,1993,7.2,13,8,8,5,0,5,13,38.5,8,110,28,25.5,46,41,23,18,3,0,15,6,19,21,0
1450,Thomas Lemar,FRA,MF,Atlético de Madrid,La Liga,24,1995,15.2,33,19,11,18,4,11,29,37.9,18,311,85,27.3,66,166,79,26,2,0,24,12,45,7,0
1451,Mario Lemina,GAB,MF,Fulham FC,Premier League,26,1993,18.9,61,36,30,23,8,19,40,47.5,21,317,105,33.1,123,152,42,28,6,0,22,43,104,37,0
1452,Fabien Lemoine,FRA,MF,FC Lorient,Ligue 1,33,1987,21.5,73,44,35,35,3,26,86,30.2,60,545,160,29.4,232,271,42,27,1,0,26,30,103,46,0
1453,Clément Lenglet,FRA,DF,FC Barcelona,La Liga,25,1995,27.5,41,25,28,11,2,14,26,53.8,12,338,123,36.4,176,139,23,39,13,0,26,35,76,87,0
1454,Bernd Leno,DEU,GK,Arsenal FC,Premier League,28,1992,34.8,0,0,0,0,0,0,0,,0,3,2,66.7,3,0,0,1,0,0,1,0,0,0,0
1455,Christopher Lenz,DEU,DF,1.FC Union Berlin,Bundesliga,25,1994,25.0,77,40,44,29,4,29,69,42.0,40,412,130,31.6,183,163,66,50,8,1,42,33,110,53,0
1456,Pedro León,ESP,MF,SD Eibar,La Liga,33,1986,10.4,10,7,3,4,3,6,24,25.0,18,141,50,35.5,30,69,42,18,1,0,17,5,15,8,0
1457,Sergio León,ESP,FW,Levante UD,La Liga,31,1989,8.3,7,3,0,4,3,1,7,14.3,6,133,33,24.8,14,58,61,5,0,0,5,4,11,4,0
1458,Lukas Lerager,DNK,MF,Genoa CFC,Serie A,27,1993,12.9,27,20,15,10,2,4,28,14.3,24,220,60,27.3,72,104,44,20,3,0,17,13,40,24,2
1459,Mehdi Léris,FRA,DF,UC Sampdoria,Serie A,22,1998,4.3,14,9,6,5,3,6,15,40.0,9,130,29,22.3,47,52,31,19,4,0,15,12,26,10,0
1460,Thakgalo Leshabela,ZAF,MF,Leicester City,Premier League,20,1999,0.1,1,0,0,1,0,1,1,100.0,0,4,0,0.0,0,2,2,0,0,0,0,0,1,0,0
1461,Karlo Letica,HRV,GK,UC Sampdoria,Serie A,23,1997,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1462,Gaetano Letizia,ITA,DF,Benevento Calcio,Serie A,30,1990,17.4,40,27,25,12,3,14,39,35.9,25,198,58,29.3,111,68,19,38,5,0,33,22,62,34,2
1463,Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,31,1988,27.3,18,13,2,8,8,4,14,28.6,10,324,105,32.4,12,89,223,9,2,0,7,7,25,8,0
1464,Jamal Lewis,NIR,DF,Newcastle United,Premier League,22,1998,20.4,50,26,34,14,2,21,41,51.2,20,336,81,24.1,180,122,34,35,7,0,28,20,70,35,1
1465,Aaron Leya Iseka,BEL,FW,FC Metz,Ligue 1,22,1997,11.2,9,5,3,3,3,3,10,30.0,7,121,26,21.5,4,56,61,6,3,0,3,2,11,4,0
1466,Yanis Lhéry,FRA,MF,AS Saint-Étienne,Ligue 1,17,2003,0.3,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,0
1467,Dimitri Liénard,FRA,MF,RC Strasbourg Alsace,Ligue 1,32,1988,20.3,50,31,22,22,6,23,52,44.2,29,343,106,30.9,108,190,45,33,1,0,32,28,78,13,0
1468,Philipp Lienhart,AUT,DF,SC Freiburg,Bundesliga,24,1996,33.3,28,15,18,9,1,4,21,19.0,17,209,64,30.6,117,84,8,54,23,0,31,44,72,137,1
1469,Matthijs de Ligt,NLD,DF,Juventus FC,Serie A,20,1999,24.7,33,19,20,12,1,13,20,65.0,7,229,77,33.6,114,103,12,38,15,0,23,28,61,100,0
1470,Isaac Lihadji,FRA,MF,LOSC Lille,Ligue 1,18,2002,2.2,9,6,1,6,2,4,6,66.7,2,46,14,30.4,6,20,20,6,0,0,6,0,9,1,0
1471,Dimitrios Limnios,GRC,MF,1. FC Köln,Bundesliga,22,1998,4.2,8,5,5,2,1,3,6,50.0,3,73,22,30.1,22,34,17,6,0,0,6,1,9,1,0
1472,Victor Lindelöf,SWE,DF,Manchester United,Premier League,26,1994,28.7,26,16,17,9,0,12,21,57.1,9,192,67,34.9,117,67,8,40,17,0,23,32,58,132,2
1473,Karol Linetty,POL,MF,Torino FC,Serie A,25,1995,20.4,50,30,18,22,10,12,39,30.8,27,324,91,28.1,113,157,54,22,6,0,16,16,66,10,0
1474,Jesse Lingard,ENG,MF,West Ham United,Premier League,27,1992,15.8,15,10,5,7,3,5,16,31.3,11,335,71,21.2,48,186,101,7,1,0,6,7,22,1,0
1475,Pol Lirola,ESP,DF,ACF Fiorentina,Serie A,22,1997,5.5,9,5,5,3,1,2,5,40.0,3,44,19,43.2,17,18,9,14,3,0,11,5,14,12,0
1476,Pol Lirola,ESP,DF,Olympique Marseille,Ligue 1,22,1997,17.3,31,15,17,12,2,15,37,40.5,22,201,67,33.3,73,71,57,30,6,0,24,31,62,34,0
1477,Jake Livermore,ENG,MF,West Bromwich Albion,Premier League,30,1989,13.8,29,19,10,17,2,11,32,34.4,21,244,67,27.5,75,132,37,33,7,0,26,19,48,33,0
1478,Diego Llorente,ESP,DF,Leeds United,Premier League,26,1993,13.4,39,27,24,15,0,16,26,61.5,10,250,89,35.6,152,94,4,25,13,0,12,41,80,72,1
1479,Diego Llorente,ESP,DF,Real Sociedad,La Liga,26,1993,1.0,1,0,1,0,0,0,1,0.0,1,7,2,28.6,5,1,1,1,1,1,0,0,1,11,0
1480,Fernando Llorente,ESP,FW,Udinese Calcio,Serie A,35,1985,7.9,4,2,1,3,0,3,6,50.0,3,117,23,19.7,17,63,37,2,0,0,2,4,8,16,0
1481,Fernando Llorente,ESP,FW,SSC Napoli,Serie A,35,1985,0.6,0,0,0,0,0,0,0,,0,6,2,33.3,0,3,3,0,0,0,0,0,0,0,0
1482,Marcos Llorente,ESP,MF,Atlético de Madrid,La Liga,25,1995,32.8,73,44,24,34,15,26,54,48.1,28,649,192,29.6,130,334,185,63,5,0,58,31,104,31,0
1483,Hugo Lloris,FRA,GK,Tottenham Hotspur,Premier League,33,1986,38.0,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,0,0,0,0,0,0,2,1
1484,Giovani Lo Celso,ARG,MF,Tottenham Hotspur,Premier League,24,1996,10.5,33,23,16,11,6,10,31,32.3,21,290,91,31.4,94,148,48,11,1,0,10,8,41,9,0
1485,Stanislav Lobotka,SVK,MF,SSC Napoli,Serie A,25,1994,1.7,1,1,0,1,0,0,1,0.0,1,21,5,23.8,4,10,7,1,1,0,0,1,2,1,0
1486,Manuel Locatelli,ITA,MF,US Sassuolo,Serie A,22,1998,32.0,87,52,35,37,15,25,56,44.6,31,461,141,30.6,168,213,80,57,17,0,40,43,130,70,1
1487,Renan Lodi,BRA,DF,Atlético de Madrid,La Liga,22,1998,12.5,32,16,16,11,5,13,25,52.0,12,190,66,34.7,59,91,40,27,0,0,27,23,55,25,0
1488,Ruben Loftus-Cheek,ENG,FW,Chelsea FC,Premier League,24,1996,0.7,0,0,0,0,0,0,0,,0,14,4,28.6,3,7,4,1,0,0,1,1,1,0,0
1489,Ruben Loftus-Cheek,ENG,MF,Fulham FC,Premier League,24,1996,21.2,32,22,11,15,6,9,22,40.9,13,337,100,29.7,62,175,100,24,2,0,22,23,55,15,0
1490,Niklas Lomb,DEU,GK,Bayer 04 Leverkusen,Bundesliga,27,1993,1.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1
1491,Kevin Long,IRL,DF,Burnley FC,Premier League,29,1990,7.1,14,8,10,4,0,5,8,62.5,3,53,20,37.7,34,18,1,9,5,0,4,4,18,31,0
1492,Shane Long,IRL,FW,Southampton FC,Premier League,33,1987,2.3,2,0,0,0,2,1,3,33.3,2,34,7,20.6,2,19,13,1,0,0,1,2,4,1,0
1493,Matthew Longstaff,ENG,MF,Newcastle United,Premier League,20,2000,4.2,4,3,4,0,0,2,6,33.3,4,98,25,25.5,30,58,10,9,0,0,9,6,10,3,0
1494,Sean Longstaff,ENG,MF,Newcastle United,Premier League,22,1997,15.7,36,21,16,17,3,21,60,35.0,39,398,99,24.9,168,184,46,29,4,0,25,19,55,21,1
1495,Ademola Lookman,ENG,FW,Fulham FC,Premier League,22,1997,30.5,38,29,12,19,7,5,35,14.3,30,516,155,30.0,110,230,176,42,2,0,40,25,63,13,0
1496,Anthony Lopes,PRT,GK,Olympique Lyon,Ligue 1,29,1990,38.0,0,0,0,0,0,0,1,0.0,1,4,1,25.0,4,0,0,1,0,0,1,0,0,2,3
1497,Rony Lopes,PRT,FW,OGC Nice,Ligue 1,24,1995,19.8,22,18,4,16,2,8,29,27.6,21,296,81,27.4,53,140,103,14,3,0,11,15,37,9,0
1498,Pedro López,ESP,DF,SD Huesca,La Liga,36,1983,11.9,30,22,18,7,5,17,26,65.4,9,139,45,32.4,67,53,19,26,4,0,22,10,40,28,1
1499,Adrián López,ESP,FW,CA Osasuna,La Liga,32,1988,5.3,6,4,0,3,3,2,6,33.3,4,58,9,15.5,6,34,18,4,0,0,4,1,7,3,0
1500,Javi López,ESP,DF,Deportivo Alavés,La Liga,18,2002,2.8,6,5,4,2,0,1,1,100.0,0,51,15,29.4,23,17,11,4,0,0,4,6,12,7,0
1501,Maxime López,FRA,MF,US Sassuolo,Serie A,22,1997,20.7,28,19,18,7,3,12,38,31.6,26,362,102,28.2,121,168,73,15,2,0,13,23,51,6,0
1502,Maxime López,FRA,FW,Olympique Marseille,Ligue 1,22,1997,1.5,1,0,1,0,0,0,3,0.0,3,28,6,21.4,10,12,6,0,0,0,0,1,2,3,0
1503,Pau López,ESP,GK,AS Roma,Serie A,25,1994,20.2,0,0,0,0,0,0,0,,0,4,0,0.0,4,0,0,1,0,0,1,0,0,0,1
1504,Roberto López,ESP,MF,Real Sociedad,La Liga,20,2000,5.6,4,2,2,1,1,1,9,11.1,8,85,19,22.4,20,49,16,5,0,0,5,3,7,4,0
1505,Unai López,ESP,MF,Athletic Bilbao,La Liga,24,1995,15.8,31,22,13,16,2,9,28,32.1,19,252,75,29.8,72,145,35,26,5,0,21,11,42,18,1
1506,Dion Lopy,SEN,MF,Stade Reims,Ligue 1,18,2002,2.8,2,1,0,2,0,0,3,0.0,3,41,12,29.3,15,22,4,0,0,0,0,4,6,1,0
1507,Jordan Lotomba,CHE,DF,OGC Nice,Ligue 1,21,1998,23.6,38,19,27,6,5,19,34,55.9,15,281,81,28.8,121,110,50,45,6,0,39,18,56,57,1
1508,Adrien Louveau,FRA,DF,RC Lens,Ligue 1,20,2000,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
1509,Imrân Louza,FRA,MF,FC Nantes,Ligue 1,21,1999,26.4,51,34,24,22,5,16,67,23.9,51,537,151,28.1,166,279,92,40,6,0,34,46,97,22,2
1510,Matteo Lovato,ITA,DF,Hellas Verona,Serie A,20,2000,15.4,27,18,15,10,2,10,20,50.0,10,199,72,36.2,100,90,9,27,10,0,17,19,46,86,2
1511,Max Lowe,ENG,DF,Sheffield United,Premier League,23,1997,6.1,23,14,20,2,1,7,20,35.0,13,130,37,28.5,60,51,19,21,3,0,18,3,26,12,1
1512,Eduard Löwen,DEU,MF,Hertha BSC,Bundesliga,23,1997,0.9,5,4,2,1,2,2,5,40.0,3,27,4,14.8,12,8,7,0,0,0,0,1,6,2,0
1513,Matthew Lowton,ENG,DF,Burnley FC,Premier League,31,1989,34.0,67,36,36,29,2,33,76,43.4,43,290,84,29.0,134,114,42,66,14,0,52,55,122,116,2
1514,Choco Lozano,HND,FW,Cádiz CF,La Liga,27,1993,16.9,11,10,1,7,3,1,7,14.3,6,201,42,20.9,20,104,77,11,1,0,10,3,14,9,0
1515,Hirving Lozano,MEX,FW,SSC Napoli,Serie A,25,1995,21.8,34,20,14,14,6,9,32,28.1,23,397,107,27.0,75,174,148,55,3,0,52,18,52,7,0
1516,Luca Schuler,DEU,FW,FC Schalke 04,Bundesliga,21,1999,0.4,1,1,0,1,0,0,1,0.0,1,7,3,42.9,2,2,3,2,0,0,2,0,1,1,0
1517,Jean Lucas,BRA,MF,Olympique Lyon,Ligue 1,22,1998,1.9,6,4,2,4,0,1,4,25.0,3,38,12,31.6,8,27,3,2,1,0,1,3,9,2,0
1518,Jean Lucas,BRA,MF,Stade Brest 29,Ligue 1,22,1998,11.2,25,14,13,11,1,1,20,5.0,19,262,66,25.2,91,133,38,4,0,0,4,17,42,12,0
1519,Anderson Lucoqui,AGO,DF,Arminia Bielefeld,Bundesliga,23,1997,17.8,50,24,33,16,1,21,45,46.7,24,263,68,25.9,138,95,30,65,6,0,59,16,66,58,1
1520,Jeison Lucumí,COL,FW,Elche CF,La Liga,25,1995,0.5,1,1,0,1,0,1,1,100.0,0,7,2,28.6,1,4,2,1,0,0,1,0,1,1,0
1521,Kilian Ludewig,DEU,DF,FC Schalke 04,Bundesliga,20,2000,5.8,14,5,9,3,2,6,31,19.4,25,141,43,30.5,72,57,12,12,1,0,11,4,18,11,0
1522,José Gayà,ESP,DF,Valencia CF,La Liga,25,1995,31.6,59,35,38,17,4,33,69,47.8,36,364,111,30.5,195,129,40,37,4,0,33,35,94,75,1
1523,José Luis Morales,ESP,FW,Levante UD,La Liga,33,1987,27.1,20,13,7,11,2,9,45,20.0,36,436,114,26.1,67,175,194,30,0,0,30,11,31,15,0
1524,José Luis Palomino,ARG,DF,Atalanta BC,Serie A,30,1990,27.0,70,43,39,26,5,23,45,51.1,22,413,147,35.6,195,201,17,49,15,1,34,73,143,128,1
1525,Florentino,PRT,MF,AS Monaco,Ligue 1,20,1999,2.7,14,8,5,6,3,8,14,57.1,6,46,11,23.9,11,30,5,3,0,0,3,3,17,1,0
1526,Luisinho,PRT,DF,SD Huesca,La Liga,35,1985,2.0,4,0,3,1,0,1,4,25.0,3,20,7,35.0,13,6,1,4,0,0,4,1,5,10,0
1527,Luismi,ESP,MF,Elche CF,La Liga,28,1992,1.9,5,4,3,2,0,0,0,,0,25,6,24.0,10,13,2,1,0,0,1,3,8,4,0
1528,David Luiz,BRA,DF,Arsenal FC,Premier League,33,1987,15.5,15,9,7,8,0,5,7,71.4,2,95,37,38.9,51,39,5,23,11,0,12,12,27,67,0
1529,Douglas Luiz,BRA,MF,Aston Villa,Premier League,22,1998,30.9,63,43,28,30,5,18,61,29.5,43,617,160,25.9,240,304,73,60,18,0,42,33,96,49,0
1530,Romelu Lukaku,BEL,FW,Inter Milan,Serie A,27,1993,32.0,11,5,1,7,3,3,10,30.0,7,291,80,27.5,10,98,183,19,5,0,14,3,14,34,0
1531,Dodi Lukebakio,BEL,FW,Hertha BSC,Bundesliga,22,1997,20.6,26,14,17,6,3,4,15,26.7,11,290,67,23.1,70,133,87,19,1,0,18,10,36,10,0
1532,Sasa Lukic,SRB,MF,Torino FC,Serie A,23,1996,23.4,39,28,13,20,6,11,49,22.4,38,494,134,27.1,124,270,100,40,5,0,35,15,54,15,0
1533,Senad Lulic,BIH,DF,SS Lazio,Serie A,34,1986,8.0,19,10,9,6,4,6,12,50.0,6,112,31,27.7,36,47,29,13,3,0,10,8,27,14,0
1534,John Lundstram,ENG,MF,Sheffield United,Premier League,26,1994,22.6,26,12,9,14,3,9,43,20.9,34,350,75,21.4,108,172,70,39,8,0,31,21,47,34,1
1535,Sebastiano Luperto,ITA,DF,FC Crotone,Serie A,23,1996,20.9,33,19,25,7,1,9,21,42.9,12,227,57,25.1,120,86,21,31,8,0,23,18,51,91,1
1536,Andreas Luthe,DEU,GK,1.FC Union Berlin,Bundesliga,33,1987,30.8,0,0,0,0,0,0,2,0.0,2,5,2,40.0,5,0,0,0,0,0,0,0,0,1,2
1537,Lyanco,BRA,DF,Torino FC,Serie A,23,1997,21.8,22,11,11,9,2,9,20,45.0,11,159,48,30.2,89,62,8,48,26,2,22,50,72,102,1
1538,Charalampos Lykogiannis,GRC,DF,Cagliari Calcio,Serie A,26,1993,26.9,34,15,21,9,4,15,32,46.9,17,276,67,24.3,126,97,53,68,14,0,54,29,63,100,0
1539,Yann M'Vila,FRA,MF,AS Saint-Étienne,Ligue 1,30,1990,0.2,0,0,0,0,0,0,1,0.0,1,5,1,20.0,1,3,1,0,0,0,0,0,0,0,0
1540,Alexis Mac Allister,ARG,MF,Brighton & Hove Albion,Premier League,21,1998,12.4,25,18,9,12,4,7,32,21.9,25,267,85,31.8,67,114,86,20,3,0,17,11,36,5,0
1541,Darwin Machís,VEN,FW,Granada CF,La Liga,27,1993,22.5,29,19,11,12,6,10,34,29.4,24,254,75,29.5,64,110,80,26,3,0,23,39,68,20,0
1542,Tim Maciejewski,DEU,MF,1.FC Union Berlin,Bundesliga,19,2001,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1543,Luca Mack,DEU,MF,VfB Stuttgart,Bundesliga,20,2000,0.1,0,0,0,0,0,0,0,,0,2,2,100.0,1,1,0,0,0,0,0,0,0,2,0
1544,Yvann Maçon,FRA,DF,AS Saint-Étienne,Ligue 1,21,1998,6.0,30,19,24,4,2,7,24,29.2,17,122,38,31.1,71,39,12,12,2,0,10,2,32,11,0
1545,James Maddison,ENG,MF,Leicester City,Premier League,23,1996,23.3,37,27,4,20,13,9,28,32.1,19,344,94,27.3,57,176,111,13,1,0,12,11,48,6,0
1546,Mikail Maden,NOR,FW,FC Schalke 04,Bundesliga,18,2002,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1547,Pablo Maffeo,ESP,DF,SD Huesca,La Liga,23,1997,21.8,30,22,22,6,2,8,21,38.1,13,258,88,34.1,114,103,41,36,7,1,29,32,62,45,0
1548,Lisandro Magallán,ARG,DF,FC Crotone,Serie A,26,1993,24.2,67,41,36,28,3,24,44,54.5,20,355,121,34.1,188,150,17,40,16,0,24,36,103,108,4
1549,Christian Maggio,ITA,DF,Benevento Calcio,Serie A,38,1982,3.3,9,5,5,3,1,2,6,33.3,4,50,14,28.0,21,20,9,8,2,0,6,2,11,2,0
1550,Giulio Maggiore,ITA,MF,Spezia Calcio,Serie A,22,1998,24.6,72,48,27,36,9,22,52,42.3,30,495,138,27.9,118,265,112,37,6,0,31,27,99,27,0
1551,Francesco Magnanelli,ITA,MF,US Sassuolo,Serie A,35,1984,4.9,10,8,5,4,1,5,15,33.3,10,73,25,34.2,31,34,8,10,2,0,8,5,15,19,0
1552,Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,24,1995,16.8,26,12,17,8,1,6,13,46.2,7,222,86,38.7,104,110,8,35,18,0,17,48,74,131,3
1553,Hugo Magnetti,FRA,MF,Stade Brest 29,Ligue 1,22,1998,6.7,32,16,15,16,1,9,32,28.1,23,181,62,34.3,67,103,11,7,1,0,6,13,45,20,0
1554,Harry Maguire,ENG,DF,Manchester United,Premier League,27,1993,33.9,30,18,20,10,0,14,26,53.8,12,191,67,35.1,107,76,8,45,24,0,21,61,91,176,1
1555,Abdallahi Mahmoud,MRT,MF,Deportivo Alavés,La Liga,20,2000,0.7,3,2,1,2,0,1,2,50.0,1,14,4,28.6,5,6,3,0,0,0,0,1,4,0,0
1556,Hicham Mahou,FRA,DF,OGC Nice,Ligue 1,21,1999,0.4,3,1,3,0,0,1,2,50.0,1,9,1,11.1,4,3,2,3,0,0,3,1,4,0,0
1557,Riyad Mahrez,DZA,FW,Manchester City,Premier League,29,1991,21.7,20,15,3,9,8,8,35,22.9,27,253,59,23.3,26,113,114,24,1,0,23,6,26,3,0
1558,Arne Maier,DEU,MF,Arminia Bielefeld,Bundesliga,21,1999,11.5,19,14,5,12,2,7,16,43.8,9,184,56,30.4,51,97,36,20,3,0,17,9,28,16,0
1559,Arne Maier,DEU,MF,Hertha BSC,Bundesliga,21,1999,0.3,1,0,0,1,0,0,0,,0,3,1,33.3,0,3,0,0,0,0,0,0,1,0,0
1560,Habib Maïga,CIV,MF,FC Metz,Ligue 1,24,1996,29.9,87,56,42,39,6,37,90,41.1,53,700,210,30.0,256,372,72,51,9,0,42,41,128,48,0
1561,Mike Maignan,FRA,GK,LOSC Lille,Ligue 1,24,1995,38.0,0,0,0,0,0,0,0,,0,2,1,50.0,2,0,0,0,0,0,0,0,0,2,2
1562,Ainsley Maitland-Niles,ENG,DF,Arsenal FC,Premier League,22,1997,5.4,17,11,9,6,2,8,11,72.7,3,113,25,22.1,48,44,21,13,3,0,10,13,30,12,1
1563,Ainsley Maitland-Niles,ENG,MF,West Bromwich Albion,Premier League,22,1997,13.7,20,14,9,6,5,5,28,17.9,23,327,104,31.8,99,150,78,19,2,0,17,25,45,26,0
1564,Josh Maja,NGA,FW,Fulham FC,Premier League,21,1998,9.0,7,6,1,3,3,2,7,28.6,5,113,35,31.0,8,49,56,5,1,0,4,4,11,2,0
1565,Josh Maja,NGA,FW,FC Girondins Bordeaux,Ligue 1,21,1998,8.9,7,2,3,3,1,1,12,8.3,11,155,45,29.0,12,74,69,5,0,0,5,5,12,9,0
1566,Radoslaw Majecki,POL,GK,AS Monaco,Ligue 1,20,1999,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1567,Majeed Waris,GHA,FW,RC Strasbourg Alsace,Ligue 1,28,1991,6.1,1,1,0,0,1,0,4,0.0,4,55,15,27.3,16,25,14,5,1,0,4,3,4,3,0
1568,Marco Majouga,FRA,FW,Nîmes Olympique,Ligue 1,19,2001,1.2,0,0,0,0,0,0,2,0.0,2,10,2,20.0,0,2,8,1,0,0,1,1,1,1,0
1569,Jean-Victor Makengo,FRA,MF,Udinese Calcio,Serie A,22,1998,5.8,9,7,5,2,2,2,14,14.3,12,105,29,27.6,44,44,17,5,1,0,4,3,12,5,0
