SquadIn,PlayerIn,NationIn,PosIn,Value,SquadOut,Fee,PlayerOut,PosOut,Relevant,PredRelevant,PredSuccess%
Real Madrid,Eden Hazard,BEL,FW,40000000.0,Chelsea FC,115000000.0,Karim Benzema,FW,True,False,0.8710742176234858
Real Madrid,Eden Hazard,BEL,FW,40000000.0,Chelsea FC,115000000.0,Lucas Vázquez,FW,True,False,0.8002966630004504
Real Madrid,Eden Hazard,BEL,FW,40000000.0,Chelsea FC,115000000.0,Luka Modric,MF,False,False,0.8185010451788062
Real Madrid,Eden Hazard,BEL,FW,40000000.0,Chelsea FC,115000000.0,Marcelo,DF,False,False,0.7750610895304648
Real Madrid,Eden Hazard,BEL,FW,40000000.0,Chelsea FC,115000000.0,Marco Asensio,FW,True,False,0.856415320266638
Real Madrid,Eden Hazard,BEL,FW,40000000.0,Chelsea FC,115000000.0,Mateo Kovacic,MF,False,False,0.7383597734081094
Real Madrid,Eden Hazard,BEL,FW,40000000.0,Chelsea FC,115000000.0,Nacho Fernández,DF,False,False,0.5820746471437088
Real Madrid,Eden Hazard,BEL,FW,40000000.0,Chelsea FC,115000000.0,Raphaël Varane,DF,False,False,0.6036137183012857
Real Madrid,Eden Hazard,BEL,FW,40000000.0,Chelsea FC,115000000.0,Raúl de Tomás,FW,True,False,0.748150417205141
Real Madrid,Eden Hazard,BEL,FW,40000000.0,Chelsea FC,115000000.0,Sergio Ramos,DF,False,False,0.6554300122336625
Real Madrid,Eden Hazard,BEL,FW,40000000.0,Chelsea FC,115000000.0,Theo Hernández,DF,False,False,0.7116915824769561
Real Madrid,Eden Hazard,BEL,FW,40000000.0,Chelsea FC,115000000.0,Thibaut Courtois,GK,False,False,0.4035488049901966
Real Madrid,Eden Hazard,BEL,FW,40000000.0,Chelsea FC,115000000.0,Toni Kroos,MF,False,False,0.7486841267643431
Real Madrid,Luka Jovic,SRB,FW,20000000.0,Eintracht Frankfurt,63000000.0,Borja Mayoral,FW,True,False,0.8810228068063729
Real Madrid,Luka Jovic,SRB,FW,20000000.0,Eintracht Frankfurt,63000000.0,Casemiro,MF,False,False,0.653539913358642
Real Madrid,Luka Jovic,SRB,FW,20000000.0,Eintracht Frankfurt,63000000.0,Daniel Carvajal,DF,False,False,0.6841880825863436
Real Madrid,Luka Jovic,SRB,FW,20000000.0,Eintracht Frankfurt,63000000.0,Gareth Bale,FW,True,True,0.9193733155009329
Real Madrid,Luka Jovic,SRB,FW,20000000.0,Eintracht Frankfurt,63000000.0,Karim Benzema,FW,True,True,0.9334847530412442
Real Madrid,Luka Jovic,SRB,FW,20000000.0,Eintracht Frankfurt,63000000.0,Lucas Vázquez,FW,True,False,0.8172488908976481
Real Madrid,Luka Jovic,SRB,FW,20000000.0,Eintracht Frankfurt,63000000.0,Luka Modric,MF,False,False,0.7475157738841075
Real Madrid,Luka Jovic,SRB,FW,20000000.0,Eintracht Frankfurt,63000000.0,Marcelo,DF,False,False,0.7167678888390722
Real Madrid,Luka Jovic,SRB,FW,20000000.0,Eintracht Frankfurt,63000000.0,Marco Asensio,FW,True,False,0.8235915564576747
Real Madrid,Luka Jovic,SRB,FW,20000000.0,Eintracht Frankfurt,63000000.0,Mateo Kovacic,MF,False,False,0.6996244296694168
Real Madrid,Luka Jovic,SRB,FW,20000000.0,Eintracht Frankfurt,63000000.0,Nacho Fernández,DF,False,False,0.6212738478128117
Real Madrid,Luka Jovic,SRB,FW,20000000.0,Eintracht Frankfurt,63000000.0,Raphaël Varane,DF,False,False,0.6287375442961821
Real Madrid,Luka Jovic,SRB,FW,20000000.0,Eintracht Frankfurt,63000000.0,Raúl de Tomás,FW,True,True,0.9250498935569661
Real Madrid,Luka Jovic,SRB,FW,20000000.0,Eintracht Frankfurt,63000000.0,Sergio Ramos,DF,False,False,0.6582753862133522
Real Madrid,Luka Jovic,SRB,FW,20000000.0,Eintracht Frankfurt,63000000.0,Theo Hernández,DF,False,False,0.6974398977311623
Real Madrid,Luka Jovic,SRB,FW,20000000.0,Eintracht Frankfurt,63000000.0,Thibaut Courtois,GK,False,False,0.45996868830839216
Real Madrid,Luka Jovic,SRB,FW,20000000.0,Eintracht Frankfurt,63000000.0,Toni Kroos,MF,False,False,0.6325578653378128
Real Madrid,Ferland Mendy,FRA,DF,50000000.0,Olympique Lyon,48000000.0,Borja Mayoral,FW,False,False,0.7232206987966587
Real Madrid,Ferland Mendy,FRA,DF,50000000.0,Olympique Lyon,48000000.0,Casemiro,MF,False,False,0.825494595106339
Real Madrid,Ferland Mendy,FRA,DF,50000000.0,Olympique Lyon,48000000.0,Daniel Carvajal,DF,True,True,0.93641603952323
Real Madrid,Ferland Mendy,FRA,DF,50000000.0,Olympique Lyon,48000000.0,Gareth Bale,FW,False,False,0.7760313733924682
Real Madrid,Ferland Mendy,FRA,DF,50000000.0,Olympique Lyon,48000000.0,Karim Benzema,FW,False,False,0.7652321549524921
Real Madrid,Ferland Mendy,FRA,DF,50000000.0,Olympique Lyon,48000000.0,Lucas Vázquez,FW,False,False,0.8273485738048385
Real Madrid,Ferland Mendy,FRA,DF,50000000.0,Olympique Lyon,48000000.0,Luka Modric,MF,False,False,0.8645620649138701
Real Madrid,Ferland Mendy,FRA,DF,50000000.0,Olympique Lyon,48000000.0,Marcelo,DF,True,True,0.9521302469394672
Real Madrid,Ferland Mendy,FRA,DF,50000000.0,Olympique Lyon,48000000.0,Marco Asensio,FW,False,False,0.8133559460790141
Real Madrid,Ferland Mendy,FRA,DF,50000000.0,Olympique Lyon,48000000.0,Mateo Kovacic,MF,False,False,0.8553358507827313
Real Madrid,Ferland Mendy,FRA,DF,50000000.0,Olympique Lyon,48000000.0,Nacho Fernández,DF,True,False,0.8523574465613729
Real Madrid,Ferland Mendy,FRA,DF,50000000.0,Olympique Lyon,48000000.0,Raphaël Varane,DF,True,False,0.8788514769381232
Real Madrid,Ferland Mendy,FRA,DF,50000000.0,Olympique Lyon,48000000.0,Raúl de Tomás,FW,False,False,0.6754474368568704
Real Madrid,Ferland Mendy,FRA,DF,50000000.0,Olympique Lyon,48000000.0,Sergio Ramos,DF,True,False,0.8693512460181753
Real Madrid,Ferland Mendy,FRA,DF,50000000.0,Olympique Lyon,48000000.0,Theo Hernández,DF,True,True,0.9164623553205593
Real Madrid,Ferland Mendy,FRA,DF,50000000.0,Olympique Lyon,48000000.0,Thibaut Courtois,GK,False,False,0.5496211635185839
Real Madrid,Ferland Mendy,FRA,DF,50000000.0,Olympique Lyon,48000000.0,Toni Kroos,MF,False,False,0.8299659247603104
Getafe CF,Erick Cabaco,URY,DF,2500000.0,Levante UD,8000000.0,Bruno González,DF,True,True,0.9221962698699485
Getafe CF,Erick Cabaco,URY,DF,2500000.0,Levante UD,8000000.0,Damián Suárez,DF,True,False,0.7274408138026097
Getafe CF,Erick Cabaco,URY,DF,2500000.0,Levante UD,8000000.0,David Soria,GK,False,False,0.5354345302165368
Getafe CF,Erick Cabaco,URY,DF,2500000.0,Levante UD,8000000.0,Djené,DF,True,False,0.895673034522337
Getafe CF,Erick Cabaco,URY,DF,2500000.0,Levante UD,8000000.0,Francisco Portillo,FW,False,False,0.750114523260199
Getafe CF,Erick Cabaco,URY,DF,2500000.0,Levante UD,8000000.0,Jaime Mata,FW,False,False,0.6853690723878927
Getafe CF,Erick Cabaco,URY,DF,2500000.0,Levante UD,8000000.0,Jorge Molina,FW,False,False,0.6478532923696166
Getafe CF,Erick Cabaco,URY,DF,2500000.0,Levante UD,8000000.0,Leandro Cabrera,DF,True,False,0.8642459969636747
Getafe CF,Erick Cabaco,URY,DF,2500000.0,Levante UD,8000000.0,Mauro Arambarri,MF,False,False,0.7499481623012302
Getafe CF,Erick Cabaco,URY,DF,2500000.0,Levante UD,8000000.0,Nemanja Maksimovic,MF,False,False,0.7342070817319492
Getafe CF,Erick Cabaco,URY,DF,2500000.0,Levante UD,8000000.0,Vitorino Antunes,DF,True,False,0.8158743610460639
Getafe CF,Erick Cabaco,URY,DF,2500000.0,Levante UD,8000000.0,Ángel Rodríguez,FW,False,False,0.649840101791572
Getafe CF,Enric Gallego,ESP,FW,1000000.0,SD Huesca,6000000.0,Bruno González,DF,False,False,0.6736274351186062
Getafe CF,Enric Gallego,ESP,FW,1000000.0,SD Huesca,6000000.0,Damián Suárez,DF,False,False,0.6156157678687149
Getafe CF,Enric Gallego,ESP,FW,1000000.0,SD Huesca,6000000.0,David Soria,GK,False,False,0.4024337879708907
Getafe CF,Enric Gallego,ESP,FW,1000000.0,SD Huesca,6000000.0,Djené,DF,False,False,0.6605105986733313
Getafe CF,Enric Gallego,ESP,FW,1000000.0,SD Huesca,6000000.0,Francisco Portillo,FW,True,False,0.8584858223584622
Getafe CF,Enric Gallego,ESP,FW,1000000.0,SD Huesca,6000000.0,Jaime Mata,FW,True,True,0.9236113566091905
Getafe CF,Enric Gallego,ESP,FW,1000000.0,SD Huesca,6000000.0,Jorge Molina,FW,True,True,0.9153722206566011
Getafe CF,Enric Gallego,ESP,FW,1000000.0,SD Huesca,6000000.0,Leandro Cabrera,DF,False,False,0.6740414458544157
Getafe CF,Enric Gallego,ESP,FW,1000000.0,SD Huesca,6000000.0,Mauro Arambarri,MF,False,False,0.7423870198569908
Getafe CF,Enric Gallego,ESP,FW,1000000.0,SD Huesca,6000000.0,Nemanja Maksimovic,MF,False,False,0.7185211671617797
Getafe CF,Enric Gallego,ESP,FW,1000000.0,SD Huesca,6000000.0,Vitorino Antunes,DF,False,False,0.6999596562016059
Getafe CF,Enric Gallego,ESP,FW,1000000.0,SD Huesca,6000000.0,Ángel Rodríguez,FW,True,True,0.9162795835459635
Getafe CF,Allan Nyom,CMR,DF,2000000.0,West Bromwich Albion,3000000.0,Bruno González,DF,True,False,0.8684808248663114
Getafe CF,Allan Nyom,CMR,DF,2000000.0,West Bromwich Albion,3000000.0,Damián Suárez,DF,True,False,0.7942568967374793
Getafe CF,Allan Nyom,CMR,DF,2000000.0,West Bromwich Albion,3000000.0,David Soria,GK,False,False,0.4741456097576321
Getafe CF,Allan Nyom,CMR,DF,2000000.0,West Bromwich Albion,3000000.0,Djené,DF,True,False,0.8289774179057526
Getafe CF,Allan Nyom,CMR,DF,2000000.0,West Bromwich Albion,3000000.0,Francisco Portillo,FW,False,False,0.8052305797959262
Getafe CF,Allan Nyom,CMR,DF,2000000.0,West Bromwich Albion,3000000.0,Jaime Mata,FW,False,False,0.7372511657517541
Getafe CF,Allan Nyom,CMR,DF,2000000.0,West Bromwich Albion,3000000.0,Jorge Molina,FW,False,False,0.698638728734904
Getafe CF,Allan Nyom,CMR,DF,2000000.0,West Bromwich Albion,3000000.0,Leandro Cabrera,DF,True,False,0.8382237696739293
Getafe CF,Allan Nyom,CMR,DF,2000000.0,West Bromwich Albion,3000000.0,Mauro Arambarri,MF,False,False,0.7819692039388784
Getafe CF,Allan Nyom,CMR,DF,2000000.0,West Bromwich Albion,3000000.0,Nemanja Maksimovic,MF,False,False,0.7613432464848174
Getafe CF,Allan Nyom,CMR,DF,2000000.0,West Bromwich Albion,3000000.0,Vitorino Antunes,DF,True,False,0.88746037382566
Getafe CF,Allan Nyom,CMR,DF,2000000.0,West Bromwich Albion,3000000.0,Ángel Rodríguez,FW,False,False,0.6912431702999993
Getafe CF,Fayçal Fajr,MAR,MF,1800000.0,SM Caen,1500000.0,Bruno González,DF,False,False,0.6716929809127148
Getafe CF,Fayçal Fajr,MAR,MF,1800000.0,SM Caen,1500000.0,Damián Suárez,DF,False,False,0.883919657043233
Getafe CF,Fayçal Fajr,MAR,MF,1800000.0,SM Caen,1500000.0,David Soria,GK,False,False,0.5688916392494258
Getafe CF,Fayçal Fajr,MAR,MF,1800000.0,SM Caen,1500000.0,Djené,DF,False,False,0.7329117774103715
Getafe CF,Fayçal Fajr,MAR,MF,1800000.0,SM Caen,1500000.0,Francisco Portillo,FW,False,False,0.8089128667134551
Getafe CF,Fayçal Fajr,MAR,MF,1800000.0,SM Caen,1500000.0,Jaime Mata,FW,False,False,0.7329651463279595
Getafe CF,Fayçal Fajr,MAR,MF,1800000.0,SM Caen,1500000.0,Jorge Molina,FW,False,False,0.7269289216113127
Getafe CF,Fayçal Fajr,MAR,MF,1800000.0,SM Caen,1500000.0,Leandro Cabrera,DF,False,False,0.7650197704335022
Getafe CF,Fayçal Fajr,MAR,MF,1800000.0,SM Caen,1500000.0,Mauro Arambarri,MF,True,False,0.8673855591966244
Getafe CF,Fayçal Fajr,MAR,MF,1800000.0,SM Caen,1500000.0,Nemanja Maksimovic,MF,True,False,0.8104086441560674
Getafe CF,Fayçal Fajr,MAR,MF,1800000.0,SM Caen,1500000.0,Vitorino Antunes,DF,False,False,0.8437404517335231
Getafe CF,Fayçal Fajr,MAR,MF,1800000.0,SM Caen,1500000.0,Ángel Rodríguez,FW,False,False,0.6893088754220871
Getafe CF,Chema,ESP,DF,800000.0,Nottingham Forest,1500000.0,Bruno González,DF,True,False,0.889172185141683
Getafe CF,Chema,ESP,DF,800000.0,Nottingham Forest,1500000.0,Damián Suárez,DF,True,False,0.6231424394049228
Getafe CF,Chema,ESP,DF,800000.0,Nottingham Forest,1500000.0,David Soria,GK,False,False,0.4980789941641418
Getafe CF,Chema,ESP,DF,800000.0,Nottingham Forest,1500000.0,Djené,DF,True,False,0.7750884617469721
Getafe CF,Chema,ESP,DF,800000.0,Nottingham Forest,1500000.0,Francisco Portillo,FW,False,False,0.6788635521466241
Getafe CF,Chema,ESP,DF,800000.0,Nottingham Forest,1500000.0,Jaime Mata,FW,False,False,0.6486586185202017
Getafe CF,Chema,ESP,DF,800000.0,Nottingham Forest,1500000.0,Jorge Molina,FW,False,False,0.6022947763279711
Getafe CF,Chema,ESP,DF,800000.0,Nottingham Forest,1500000.0,Leandro Cabrera,DF,True,False,0.7813698531946163
Getafe CF,Chema,ESP,DF,800000.0,Nottingham Forest,1500000.0,Mauro Arambarri,MF,False,False,0.6835827332973939
Getafe CF,Chema,ESP,DF,800000.0,Nottingham Forest,1500000.0,Nemanja Maksimovic,MF,False,False,0.6669105317631935
Getafe CF,Chema,ESP,DF,800000.0,Nottingham Forest,1500000.0,Vitorino Antunes,DF,True,False,0.7621077551295986
