Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA
706,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,Atalanta,it Serie A,26,1993,34,32,2783,30.9,2,1,2,0,0,5,0,0.06,0.03,0.10,0.06,0.10,1.8,1.8,0.5,2.3,0.06,0.02,0.07,0.06,0.07
707,Naïs Djouahra\Nais-Djouahra,fr FRA,FW,Real Sociedad,es La Liga,19,1999,2,0,29,0.3,0,1,0,0,0,0,0,0.00,3.10,3.10,0.00,3.10,0.1,0.1,0.2,0.3,0.25,0.56,0.80,0.25,0.80
708,Marko Dmitrović\Marko-Dmitrovic,rs SRB,GK,Eibar,es La Liga,27,1992,35,35,3150,35.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.5,0.01,0.00,0.01,0.01,0.01
709,Matt Doherty\Matt-Doherty,ie IRL,DF,Wolves,eng Premier League,27,1992,36,32,2839,31.5,4,3,4,0,0,1,0,0.13,0.10,0.22,0.13,0.22,5.2,5.2,1.8,6.9,0.16,0.06,0.22,0.16,0.22
710,Kasper Dolberg\Kasper-Dolberg,dk DEN,FW,Nice,fr Ligue 1,21,1997,23,22,1888,21.0,11,3,11,0,0,2,0,0.52,0.14,0.67,0.52,0.67,7.2,7.2,1.2,8.4,0.34,0.06,0.40,0.34,0.40
711,Keagan Dolly\Keagan-Dolly,za RSA,MF,Montpellier,fr Ligue 1,26,1993,6,1,148,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.06,0.07,0.12,0.06,0.12
712,Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,es La Liga,28,1990,15,14,1324,14.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
713,Nicolás Domínguez\Nicolas-Dominguez,ar ARG,MF,Bologna,it Serie A,21,1998,16,7,699,7.8,0,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,0.5,0.5,0.9,1.4,0.06,0.11,0.18,0.06,0.18
714,Giulio Donati\Giulio-Donati,it ITA,DF,Lecce,it Serie A,29,1990,20,20,1760,19.6,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,0.5,0.5,1.7,2.2,0.03,0.09,0.11,0.03,0.11
715,Ji Dong-won\Ji-Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,28,1991,4,1,102,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
716,Anastasios Donis\Anastasios-Donis,gr GRE,FWMF,Reims,fr Ligue 1,22,1996,15,6,609,6.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.3,1.3,0.16,0.04,0.20,0.16,0.20
717,Alfredo Donnarumma\Alfredo-Donnarumma,it ITA,FW,Brescia,it Serie A,28,1990,31,20,1684,18.7,7,2,5,2,2,1,0,0.37,0.11,0.48,0.27,0.37,6.6,5.1,1.0,6.1,0.35,0.06,0.41,0.27,0.33
718,Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,Milan,it Serie A,20,1999,36,36,3201,35.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
719,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Lille,fr Ligue 1,21,1997,24,23,2087,23.2,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,0.9,0.9,0.1,1.0,0.04,0.00,0.04,0.04,0.04
720,Mathieu Dossevi\Mathieu-Dossevi,tg TOG,MFFW,Toulouse,fr Ligue 1,31,1988,26,20,1751,19.5,1,2,1,0,0,0,0,0.05,0.10,0.15,0.05,0.15,1.7,1.7,4.6,6.3,0.09,0.24,0.32,0.09,0.32
721,Bas Dost\Bas-Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,30,1989,24,16,1475,16.4,8,2,8,0,0,2,0,0.49,0.12,0.61,0.49,0.61,6.7,6.7,1.4,8.1,0.41,0.09,0.50,0.41,0.50
722,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,eng Premier League,26,1993,37,36,3156,35.1,4,2,4,0,0,9,0,0.11,0.06,0.17,0.11,0.17,5.3,5.3,2.6,8.0,0.15,0.08,0.23,0.15,0.23
723,Mamadou Doucouré\Mamadou-Doucoure,fr FRA,MF,M'Gladbach,de Bundesliga,21,1998,2,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
724,Moussa Doumbia\Moussa-Doumbia,ml MLI,FWMF,Reims,fr Ligue 1,24,1994,26,22,1718,19.1,2,1,1,1,1,8,1,0.10,0.05,0.16,0.05,0.10,2.9,2.1,1.9,4.1,0.15,0.10,0.25,0.11,0.21
725,Souleyman Doumbia\Souleyman-Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.06,0.06,0.00,0.06
726,Souleyman Doumbia\Souleyman-Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,1996,5,5,450,5.0,0,1,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.0,0.0,0.3,0.3,0.00,0.06,0.06,0.00,0.06
727,Thomas Doyle\Thomas-Doyle,eng ENG,MFFW,Manchester City,eng Premier League,17,2001,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.42,0.00,0.42,0.42,0.42
728,Mohamed Dräger\Mohamed-Drager,tn TUN,DF,Paderborn 07,de Bundesliga,23,1996,18,16,1455,16.2,1,3,1,0,0,2,0,0.06,0.19,0.25,0.06,0.25,1.2,1.2,0.8,2.0,0.08,0.05,0.12,0.08,0.12
729,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leverkusen,de Bundesliga,28,1991,15,10,1029,11.4,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.04,0.01,0.05,0.04,0.05
730,Bartłomiej Drągowski\Bartlomiej-Dragowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31,31,2790,31.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
731,Julian Draxler\Julian-Draxler,de GER,MF,Paris S-G,fr Ligue 1,25,1993,11,7,686,7.6,0,4,0,0,0,5,0,0.00,0.52,0.52,0.00,0.52,1.5,1.5,1.9,3.4,0.20,0.25,0.44,0.20,0.44
732,Dominick Drexler\Dominick-Drexler,de GER,MFFW,Köln,de Bundesliga,29,1990,27,18,1587,17.6,3,4,3,0,0,5,0,0.17,0.23,0.40,0.17,0.40,2.4,2.4,3.4,5.9,0.14,0.19,0.33,0.14,0.33
733,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Aston Villa,eng Premier League,29,1990,4,4,259,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04
734,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Burnley,eng Premier League,29,1990,1,1,58,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
735,Josip Drmić\Josip-Drmic,ch SUI,FWMF,Norwich City,eng Premier League,26,1992,21,5,647,7.2,1,0,1,0,0,0,1,0.14,0.00,0.14,0.14,0.14,2.6,2.6,0.4,3.0,0.36,0.06,0.42,0.36,0.42
736,Domingos Duarte\Domingos-Duarte,pt POR,DF,Granada,es La Liga,24,1995,36,34,3087,34.3,3,1,3,0,0,7,0,0.09,0.03,0.12,0.09,0.12,1.2,1.2,0.1,1.3,0.04,0.00,0.04,0.04,0.04
737,Léo Duarte\Leo-Duarte,br BRA,DF,Milan,it Serie A,23,1996,6,4,405,4.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.08,0.00,0.08,0.08,0.08
738,Óscar Duarte\Oscar-Duarte,cr CRC,DF,Levante,es La Liga,30,1989,8,5,485,5.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03
739,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,es La Liga,23,1995,31,30,2663,29.6,0,1,0,0,0,11,0,0.00,0.03,0.03,0.00,0.03,1.3,1.3,0.9,2.2,0.04,0.03,0.08,0.04,0.08
740,Edgaras Dubickas\Edgaras-Dubickas,lt LTU,DF,Lecce,it Serie A,21,1998,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
741,Leo Dubois\Leo-Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,1994,16,15,1346,15.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.6,1.7,0.01,0.11,0.11,0.01,0.11
742,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
743,Ondrej Duda\Ondrej-Duda,sk SVK,MF,Norwich City,eng Premier League,24,1994,10,9,724,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.0,1.8,0.09,0.13,0.22,0.09,0.22
744,Ondrej Duda\Ondrej-Duda,sk SVK,MFFW,Hertha BSC,de Bundesliga,24,1994,7,6,447,5.0,0,1,0,0,0,2,0,0.00,0.20,0.20,0.00,0.20,0.5,0.5,0.5,1.0,0.11,0.09,0.20,0.11,0.20
745,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,eng Premier League,27,1992,19,12,1238,13.8,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,1.5,1.5,0.0,1.5,0.11,0.00,0.11,0.11,0.11
746,Haris Duljević\Haris-Duljevic,ba BIH,FWMF,Nîmes,fr Ligue 1,25,1993,14,5,520,5.8,0,3,0,0,0,0,0,0.00,0.52,0.52,0.00,0.52,0.9,0.9,1.4,2.3,0.15,0.24,0.39,0.15,0.39
747,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,27,1991,16,14,1228,13.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.00,0.01,0.01,0.00,0.01
748,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Fiorentina,it Serie A,26,1993,13,10,887,9.9,1,1,1,0,0,2,0,0.10,0.10,0.20,0.10,0.20,0.8,0.8,0.6,1.3,0.08,0.06,0.14,0.08,0.14
749,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Sassuolo,it Serie A,26,1993,13,10,843,9.4,1,5,1,0,0,3,0,0.11,0.53,0.64,0.11,0.64,1.4,1.4,0.9,2.3,0.15,0.10,0.25,0.15,0.25
750,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,eng Premier League,27,1991,36,36,3230,35.9,3,3,3,0,0,9,0,0.08,0.08,0.17,0.08,0.17,4.0,4.0,1.1,5.2,0.11,0.03,0.14,0.11,0.14
751,Erik Durm\Erik-Durm,de GER,DF,Eint Frankfurt,de Bundesliga,27,1992,9,6,511,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.12,0.02,0.14,0.12,0.14
752,Riza Durmisi\Riza-Durmisi,dk DEN,DF,Nice,fr Ligue 1,25,1994,4,2,160,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02
753,Hugo Duro\Hugo-Duro,es ESP,FWMF,Getafe,es La Liga,19,1999,12,4,378,4.2,1,1,1,0,0,3,0,0.24,0.24,0.48,0.24,0.48,1.0,1.0,0.4,1.4,0.24,0.09,0.33,0.24,0.33
754,Jean-Kevin Duverne\Jean-Kevin-Duverne,fr FRA,DF,Brest,fr Ligue 1,22,1997,14,13,1178,13.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.01,0.02,0.01,0.02
755,Paulo Dybala\Paulo-Dybala,ar ARG,FWMF,Juventus,it Serie A,25,1993,33,25,2155,23.9,11,6,10,1,1,5,0,0.46,0.25,0.71,0.42,0.67,8.8,8.0,6.6,14.6,0.37,0.27,0.64,0.34,0.61
756,Edin Džeko\Edin-Dzeko,ba BIH,FW,Roma,it Serie A,33,1986,35,31,2854,31.7,16,7,16,0,0,4,0,0.50,0.22,0.73,0.50,0.73,18.1,18.1,4.9,23.0,0.57,0.16,0.73,0.57,0.73
757,Blerim Džemaili\Blerim-Dzemaili,ch SUI,MF,Bologna,it Serie A,33,1986,14,8,698,7.8,1,1,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26,0.6,0.6,1.4,1.9,0.07,0.18,0.25,0.07,0.25
758,Bruno Ecuele Manga\Bruno-Ecuele-Manga,ga GAB,DF,Dijon,fr Ligue 1,31,1988,28,28,2520,28.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.1,1.3,0.04,0.00,0.05,0.04,0.05
759,Simone Edera\Simone-Edera,it ITA,MFFW,Torino,it Serie A,22,1997,13,4,398,4.4,1,1,1,0,0,4,1,0.23,0.23,0.45,0.23,0.45,0.9,0.9,0.4,1.3,0.21,0.09,0.30,0.21,0.30
760,Ederson\Ederson,br BRA,GK,Manchester City,eng Premier League,25,1993,35,35,3071,34.1,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
761,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,eng Premier League,26,1992,36,36,3187,35.4,2,0,2,0,0,5,1,0.06,0.00,0.06,0.06,0.06,2.3,2.3,0.1,2.4,0.07,0.00,0.07,0.07,0.07
762,Johannes Eggestein\Johannes-Eggestein,de GER,MFFW,Werder Bremen,de Bundesliga,21,1998,14,4,510,5.7,1,0,1,0,0,3,1,0.18,0.00,0.18,0.18,0.18,0.9,0.9,0.6,1.5,0.16,0.11,0.27,0.16,0.27
763,Maximilian Eggestein\Maximilian-Eggestein,de GER,MFDF,Werder Bremen,de Bundesliga,22,1996,32,32,2855,31.7,1,3,1,0,0,6,0,0.03,0.09,0.13,0.03,0.13,2.5,2.5,1.7,4.3,0.08,0.06,0.13,0.08,0.13
764,Kingsley Ehizibue\Kingsley-Ehizibue,nl NED,DF,Köln,de Bundesliga,24,1995,31,29,2329,25.9,1,1,1,0,0,6,1,0.04,0.04,0.08,0.04,0.08,1.0,1.0,1.2,2.2,0.04,0.05,0.08,0.04,0.08
765,Albin Ekdal\Albin-Ekdal,se SWE,MF,Sampdoria,it Serie A,30,1989,32,27,2385,26.5,0,2,0,0,0,8,0,0.00,0.08,0.08,0.00,0.08,1.6,1.6,1.0,2.5,0.06,0.04,0.10,0.06,0.10
766,Harvey Elliot\Harvey-Elliot,eng ENG,DF,Liverpool,eng Premier League,16,2003,2,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
767,Elif Elmas\Elif-Elmas,mk MKD,MF,Napoli,it Serie A,19,1999,26,12,1134,12.6,1,1,1,0,0,7,0,0.08,0.08,0.16,0.08,0.16,1.9,1.9,0.9,2.7,0.15,0.07,0.22,0.15,0.22
768,Ilay Elmkies\Ilay-Elmkies,il ISR,MF,Hoffenheim,de Bundesliga,19,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
769,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,1987,18,11,1031,11.5,1,1,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17,0.2,0.2,2.6,2.8,0.02,0.22,0.24,0.02,0.24
770,Aritz Elustondo\Aritz-Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,1994,22,17,1510,16.8,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.7,0.7,0.2,1.0,0.04,0.01,0.06,0.04,0.06
771,Nico Elvedi\Nico-Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,22,1996,32,30,2618,29.1,1,0,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,0.6,0.6,0.1,0.7,0.02,0.00,0.03,0.02,0.03
772,Rodrigo Ely\Rodrigo-Ely,br BRA,DF,Alavés,es La Liga,25,1993,25,24,2121,23.6,2,0,2,0,0,9,1,0.08,0.00,0.08,0.08,0.08,0.7,0.7,0.1,0.8,0.03,0.00,0.03,0.03,0.03
773,Adri Embarba\Adri-Embarba,es ESP,MFFW,Espanyol,es La Liga,27,1992,18,17,1371,15.2,2,4,1,1,1,4,0,0.13,0.26,0.39,0.07,0.33,2.8,2.1,1.8,3.9,0.19,0.12,0.31,0.14,0.26
774,Breel Embolo\Breel-Embolo,ch SUI,FWMF,M'Gladbach,de Bundesliga,22,1997,28,17,1550,17.2,8,5,8,0,1,4,0,0.46,0.29,0.75,0.46,0.75,9.0,8.2,4.8,13.0,0.52,0.28,0.80,0.48,0.76
775,Emerson\Emerson,br BRA,DF,Betis,es La Liga,20,1999,33,32,2839,31.5,3,6,3,0,0,11,0,0.10,0.19,0.29,0.10,0.29,1.2,1.2,4.1,5.3,0.04,0.13,0.17,0.04,0.17
776,Renaud Emond\Renaud-Emond,be BEL,FWMF,Nantes,fr Ligue 1,27,1991,6,3,292,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.0,0.9,0.28,0.01,0.29,0.28,0.29
777,Alan Empereur\Alan-Empereur,br BRA,DF,Hellas Verona,it Serie A,25,1994,13,8,855,9.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.00,0.00,0.01,0.00,0.01
778,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Leganés,es La Liga,22,1997,18,15,1385,15.4,4,2,4,0,0,2,0,0.26,0.13,0.39,0.26,0.39,3.9,3.9,0.8,4.8,0.26,0.05,0.31,0.26,0.31
779,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Sevilla,es La Liga,22,1997,18,7,796,8.8,4,0,4,0,0,1,0,0.45,0.00,0.45,0.45,0.45,3.6,3.6,0.2,3.9,0.41,0.03,0.44,0.41,0.44
780,Björn Engels\Bjorn-Engels,be BEL,DF,Aston Villa,eng Premier League,24,1994,17,15,1447,16.1,1,0,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.1,0.8,0.05,0.00,0.05,0.05,0.05
781,Sergi Enrich\Sergi-Enrich,es ESP,FW,Eibar,es La Liga,29,1990,30,21,1865,20.7,1,4,1,0,0,6,0,0.05,0.19,0.24,0.05,0.24,2.6,2.6,1.4,4.0,0.13,0.07,0.19,0.13,0.19
782,Javier Eraso\Javier-Eraso,es ESP,MFFW,Leganés,es La Liga,29,1990,20,11,815,9.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.6,1.1,0.06,0.06,0.13,0.06,0.13
783,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,eng Premier League,27,1992,20,10,1097,12.2,2,2,2,0,0,5,0,0.16,0.16,0.33,0.16,0.33,1.9,1.9,2.0,3.9,0.16,0.16,0.32,0.16,0.32
784,Christian Eriksen\Christian-Eriksen,dk DEN,MF,Inter,it Serie A,27,1992,17,8,703,7.8,1,2,1,0,0,0,0,0.13,0.26,0.38,0.13,0.38,2.4,2.4,3.1,5.6,0.31,0.40,0.71,0.31,0.71
785,Gonzalo Escalante\Gonzalo-Escalante,ar ARG,MF,Eibar,es La Liga,26,1993,23,18,1674,18.6,0,1,0,0,0,9,1,0.00,0.05,0.05,0.00,0.05,1.7,1.7,0.7,2.4,0.09,0.04,0.13,0.09,0.13
786,Aarón Escandell\Aaron-Escandell,es ESP,GK,Granada,es La Liga,23,1995,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
787,Sergio Escudero\Sergio-Escudero,es ESP,DF,Sevilla,es La Liga,29,1989,11,8,773,8.6,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.8,0.8,0.5,1.3,0.09,0.06,0.15,0.09,0.15
788,Espeto\Espeto,br BRA,DFMF,SPAL,it Serie A,22,1997,32,24,2110,23.4,1,2,1,0,0,9,1,0.04,0.09,0.13,0.04,0.13,2.3,2.3,1.3,3.6,0.10,0.05,0.15,0.10,0.15
789,Bernardo Espinosa\Bernardo-Espinosa,co COL,DF,Espanyol,es La Liga,30,1989,26,26,2259,25.1,3,0,3,0,0,5,1,0.12,0.00,0.12,0.12,0.12,1.8,1.8,0.5,2.2,0.07,0.02,0.09,0.07,0.09
790,Sebastiano Esposito\Sebastiano-Esposito,it ITA,FW,Inter,it Serie A,17,2002,7,2,199,2.2,1,0,0,1,1,2,0,0.45,0.00,0.45,0.00,0.00,1.7,1.0,0.1,1.1,0.78,0.05,0.83,0.44,0.49
791,Vicente Esquerdo\Vicente-Esquerdo,es ESP,MF,Valencia,es La Liga,20,1999,3,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
792,Alexander Esswein\Alexander-Esswein,de GER,FWMF,Hertha BSC,de Bundesliga,29,1990,7,1,213,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.0,1.3,0.14,0.41,0.55,0.14,0.55
793,Pervis Estupiñán\Pervis-Estupinan,ec ECU,DF,Osasuna,es La Liga,21,1998,36,32,2979,33.1,1,5,1,0,0,8,0,0.03,0.15,0.18,0.03,0.18,1.2,1.2,3.5,4.8,0.04,0.11,0.14,0.04,0.14
794,Oghenekaro Etebo\Oghenekaro-Etebo,ng NGA,MF,Getafe,es La Liga,23,1995,10,6,572,6.4,1,0,1,0,0,4,0,0.16,0.00,0.16,0.16,0.16,0.6,0.6,0.2,0.8,0.09,0.04,0.13,0.09,0.13
795,Beñat Etxebarria\Benat-Etxebarria,es ESP,MF,Athletic Club,es La Liga,32,1987,11,3,394,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.03,0.11,0.13,0.03,0.13
796,Xabier Etxeita\Xabier-Etxeita,es ESP,DF,Getafe,es La Liga,31,1987,17,16,1446,16.1,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.02,0.00,0.02,0.02,0.02
797,Antony Evans\Antony-Evans,eng ENG,MFDF,Paderborn 07,de Bundesliga,20,1998,6,2,156,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.6,0.03,0.34,0.37,0.03,0.37
798,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,eng Premier League,31,1988,38,38,3383,37.6,1,1,1,0,0,8,1,0.03,0.03,0.05,0.03,0.05,2.6,2.6,0.6,3.2,0.07,0.02,0.09,0.07,0.09
799,Edu Expósito\Edu-Exposito,es ESP,MF,Eibar,es La Liga,22,1996,35,24,2316,25.7,4,1,3,1,2,3,0,0.16,0.04,0.19,0.12,0.16,2.8,1.1,1.3,2.4,0.11,0.05,0.16,0.04,0.09
800,Valentin Eysseric\Valentin-Eysseric,fr FRA,MFFW,Hellas Verona,it Serie A,27,1992,6,3,353,3.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.8,1.3,0.13,0.19,0.33,0.13,0.33
801,Valentin Eysseric\Valentin-Eysseric,fr FRA,MF,Fiorentina,it Serie A,27,1992,3,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.18,0.00,0.18,0.18,0.18
802,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,eng Premier League,34,1985,25,25,2117,23.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
803,Fabinho\Fabinho,br BRA,MF,Liverpool,eng Premier League,25,1993,28,22,2079,23.1,2,3,2,0,0,6,0,0.09,0.13,0.22,0.09,0.22,0.4,0.4,1.8,2.2,0.02,0.08,0.09,0.02,0.09
804,Fábio\Fabio,br BRA,DF,Nantes,fr Ligue 1,29,1990,10,10,834,9.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04
805,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Monaco,fr Ligue 1,32,1987,18,12,930,10.3,0,3,0,0,0,1,1,0.00,0.29,0.29,0.00,0.29,0.5,0.5,2.3,2.8,0.05,0.23,0.27,0.05,0.27
806,Fabricio\Fabricio,es ESP,GK,Mallorca,es La Liga,31,1987,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
807,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Norwich City,eng Premier League,30,1988,1,1,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
808,Fayçal Fajr\Faycal-Fajr,ma MAR,MF,Getafe,es La Liga,30,1988,10,5,403,4.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,1.0,0.10,0.11,0.21,0.10,0.21
809,Luca Falbo\Luca-Falbo,it ITA,DF,Lazio,it Serie A,19,2000,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
810,Filippo Falco\Filippo-Falco,it ITA,FWMF,Lecce,it Serie A,27,1992,30,24,2014,22.4,4,6,4,0,0,0,0,0.18,0.27,0.45,0.18,0.45,3.1,3.1,4.4,7.5,0.14,0.20,0.33,0.14,0.33
811,Eliseo Falcon\Eliseo-Falcon,es ESP,DFMF,Levante,es La Liga,22,1997,1,1,73,0.8,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
812,Wladimiro Falcone\Wladimiro-Falcone,it ITA,GK,Sampdoria,it Serie A,24,1995,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
