Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def
18,Yacine Adli\Yacine-Adli,fr FRA,MFFW,Bordeaux,fr Ligue 1,19,2000,11.3,38,3.35,25,5,4,2,1,1,7,0.62,3,1,2,1,0,0
19,Adrián\Adrian,es ESP,GK,Liverpool,eng Premier League,32,1987,9.7,2,0.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
20,Aritz Aduriz\Aritz-Aduriz,es ESP,FW,Athletic Club,es La Liga,38,1981,2.3,2,0.87,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
21,Lumor Agbenyenu\Lumor-Agbenyenu,gh GHA,DF,Mallorca,es La Liga,22,1996,20.1,33,1.65,23,4,2,1,3,0,0,0.00,0,0,0,0,0,0
22,Martin Agirregabiria\Martin-Agirregabiria,es ESP,DF,Alavés,es La Liga,23,1996,23.3,23,0.99,18,1,2,0,2,0,3,0.13,3,0,0,0,0,0
23,Lucien Agoume\Lucien-Agoume,fr FRA,MF,Inter,it Serie A,17,2002,0.8,2,2.65,2,0,0,0,0,0,1,1.32,1,0,0,0,0,0
24,Kevin Agudelo\Kevin-Agudelo,co COL,MFFW,Fiorentina,it Serie A,20,1998,0.7,6,8.44,4,0,2,0,0,0,1,1.41,1,0,0,0,0,0
25,Kevin Agudelo\Kevin-Agudelo,co COL,MFFW,Genoa,it Serie A,20,1998,7.4,31,4.19,21,0,5,0,1,4,2,0.27,1,0,0,0,0,1
26,Nayef Aguerd\Nayef-Aguerd,ma MAR,DF,Dijon,fr Ligue 1,23,1996,10.6,3,0.28,3,0,0,0,0,0,1,0.09,1,0,0,0,0,0
27,Sergio Agüero\Sergio-Aguero,ar ARG,FW,Manchester City,eng Premier League,31,1988,16.1,51,3.16,28,0,9,9,5,0,8,0.50,4,0,1,2,1,0
28,Ruben Aguilar\Ruben-Aguilar,fr FRA,DF,Monaco,fr Ligue 1,26,1993,11.9,24,2.01,22,0,0,0,1,1,3,0.25,3,0,0,0,0,0
29,Emmanuel Agyemang-Badu\Emmanuel-Agyemang-Badu,gh GHA,MFFW,Hellas Verona,it Serie A,28,1990,2.6,3,1.17,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
30,Jean-Eudes Aholou\Jean-Eudes-Aholou,ci CIV,MF,Saint-Étienne,fr Ligue 1,25,1994,7.0,12,1.71,7,0,1,0,1,3,1,0.14,0,0,0,0,0,1
31,Joseph Aidoo\Joseph-Aidoo,gh GHA,DF,Celta Vigo,es La Liga,23,1995,27.8,13,0.47,9,1,1,2,0,0,2,0.07,2,0,0,0,0,0
32,Ola Aina\Ola-Aina,ng NGA,DF,Torino,it Serie A,22,1996,23.1,46,1.99,25,11,4,0,5,1,7,0.30,3,2,0,0,2,0
33,Youssef Aït Bennasser\Youssef-Ait-Bennasser,ma MAR,MF,Bordeaux,fr Ligue 1,23,1996,6.0,8,1.34,8,0,0,0,0,0,2,0.34,2,0,0,0,0,0
34,Rayan Aït Nouri\Rayan-Ait-Nouri,fr FRA,DF,Angers,fr Ligue 1,18,2001,14.2,22,1.54,17,3,0,0,1,1,4,0.28,4,0,0,0,0,0
35,Albian Ajeti\Albian-Ajeti,ch SUI,MFFW,West Ham,eng Premier League,22,1997,1.5,2,1.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
36,Ludovic Ajorque\Ludovic-Ajorque,re REU,FW,Strasbourg,fr Ligue 1,25,1994,22.9,36,1.57,27,0,3,3,2,1,10,0.44,6,0,1,1,2,0
37,Manuel Akanji\Manuel-Akanji,ch SUI,DF,Dortmund,de Bundesliga,24,1995,25.7,10,0.39,9,1,0,0,0,0,3,0.12,3,0,0,0,0,0
38,Marley Aké\Marley-Ake,fr FRA,FWMF,Marseille,fr Ligue 1,18,2001,1.1,4,3.64,3,0,1,0,0,0,1,0.91,1,0,0,0,0,0
39,Nathan Aké\Nathan-Ake,nl NED,DF,Bournemouth,eng Premier League,24,1995,27.8,13,0.47,7,0,1,4,1,0,2,0.07,1,0,0,1,0,0
40,Chadrac Akolo\Chadrac-Akolo,cd COD,FWMF,Amiens,fr Ligue 1,24,1995,6.0,17,2.81,9,0,2,2,1,3,4,0.66,1,0,1,1,0,1
41,Kevin Akpoguma\Kevin-Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,24,1995,12.7,4,0.32,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
42,David Alaba\David-Alaba,at AUT,DF,Bayern Munich,de Bundesliga,27,1992,27.8,38,1.37,33,2,1,2,0,0,2,0.07,1,1,0,0,0,0
43,Sofiane Alakouch\Sofiane-Alakouch,fr FRA,DF,Nîmes,fr Ligue 1,21,1998,15.6,25,1.61,22,1,1,0,1,0,3,0.19,3,0,0,0,0,0
44,Lucas Alario\Lucas-Alario,ar ARG,FW,Leverkusen,de Bundesliga,26,1992,13.0,30,2.30,21,0,2,7,0,0,3,0.23,1,0,0,2,0,0
45,Jordi Alba\Jordi-Alba,es ESP,DF,Barcelona,es La Liga,30,1989,24.3,45,1.85,44,1,0,0,0,0,5,0.21,5,0,0,0,0,0
46,Luis Alberto\Luis-Alberto,es ESP,MF,Lazio,it Serie A,26,1992,34.6,206,5.96,135,37,16,12,2,3,29,0.84,22,2,0,2,1,1
47,Raúl Albiol\Raul-Albiol,es ESP,DF,Villarreal,es La Liga,33,1985,36.0,16,0.44,16,0,0,0,0,0,1,0.03,1,0,0,0,0,0
48,Marc Albrighton\Marc-Albrighton,eng ENG,MFDF,Leicester City,eng Premier League,29,1989,9.6,26,2.70,22,2,1,1,0,0,5,0.52,5,0,0,0,0,0
49,Paco Alcácer\Paco-Alcacer,es ESP,FW,Villarreal,es La Liga,25,1993,10.3,16,1.56,14,0,0,1,1,0,3,0.29,2,0,0,0,1,0
50,Paco Alcácer\Paco-Alcacer,es ESP,FW,Dortmund,de Bundesliga,25,1993,5.9,14,2.38,10,1,2,0,1,0,3,0.51,2,1,0,0,0,0
51,Thiago Alcántara\Thiago-Alcantara,es ESP,MF,Bayern Munich,de Bundesliga,28,1991,19.7,57,2.90,44,5,3,3,1,1,8,0.41,6,0,2,0,0,0
52,Rubén Alcaraz\Ruben-Alcaraz,es ESP,MF,Valladolid,es La Liga,28,1991,21.4,44,2.06,24,6,5,4,5,0,4,0.19,4,0,0,0,0,0
53,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Tottenham,eng Premier League,30,1989,32.9,21,0.64,18,0,0,1,0,2,3,0.09,2,0,0,0,0,1
54,Haitam Aleesami\Haitam-Aleesami,no NOR,DF,Amiens,fr Ligue 1,28,1991,21.3,27,1.27,23,3,0,0,0,1,3,0.14,3,0,0,0,0,0
55,Álex Alegría\Alex-Alegria,es ESP,FW,Mallorca,es La Liga,26,1992,1.2,1,0.83,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
56,Carles Aleñá\Carles-Alena,es ESP,MF,Barcelona,es La Liga,21,1998,1.9,2,1.05,2,0,0,0,0,0,1,0.52,1,0,0,0,0,0
57,Carles Aleñá\Carles-Alena,es ESP,MFFW,Betis,es La Liga,21,1998,8.2,13,1.59,13,0,0,0,0,0,1,0.12,1,0,0,0,0,0
58,Rúnar Alex Rúnarsson\Runar-Alex-Runarsson,is ISL,GK,Dijon,fr Ligue 1,24,1995,10.0,3,0.30,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0
59,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,20,1998,35.3,152,4.31,91,50,3,5,1,1,24,0.68,14,7,0,2,0,0
60,Enrico Alfonso\Enrico-Alfonso,it ITA,GK,Brescia,it Serie A,31,1988,3.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
61,Rachid Alioui\Rachid-Alioui,ma MAR,FW,Angers,fr Ligue 1,27,1992,17.4,39,2.25,30,0,4,3,2,0,2,0.12,2,0,0,0,0,0
62,Alisson\Alisson,br BRA,GK,Liverpool,eng Premier League,26,1992,28.3,4,0.14,4,0,0,0,0,0,1,0.04,1,0,0,0,0,0
63,Allan\Allan,br BRA,MF,Napoli,it Serie A,28,1991,14.2,41,2.88,36,0,4,0,0,1,3,0.21,3,0,0,0,0,0
64,Dele Alli\Dele-Alli,eng ENG,MFFW,Tottenham,eng Premier League,23,1996,20.5,54,2.63,39,1,9,2,2,1,12,0.58,5,0,5,2,0,0
65,Miguel Almirón\Miguel-Almiron,py PAR,MFFW,Newcastle Utd,eng Premier League,25,1994,33.6,80,2.38,58,0,7,5,7,3,2,0.06,2,0,0,0,0,0
66,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,eng Premier League,28,1990,15.9,47,2.96,36,5,1,2,3,0,6,0.38,4,0,0,0,2,0
67,Mickaël Alphonse\Mickael-Alphonse,GPE,DF,Dijon,fr Ligue 1,30,1989,15.3,17,1.11,12,4,0,0,1,0,3,0.20,2,1,0,0,0,0
68,Sergio Álvarez\Sergio-Alvarez,es ESP,GK,Celta Vigo,es La Liga,32,1986,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
69,Sergio Álvarez\Sergio-Alvarez,es ESP,MFDF,Eibar,es La Liga,27,1992,12.7,12,0.94,10,0,1,0,0,1,0,0.00,0,0,0,0,0,0
70,Yeray Álvarez\Yeray-Alvarez,es ESP,DF,Athletic Club,es La Liga,24,1995,31.2,19,0.61,17,0,0,0,1,1,1,0.03,1,0,0,0,0,0
71,Bruno Alves\Bruno-Alves,pt POR,DF,Parma,it Serie A,37,1981,29.7,15,0.51,11,1,0,2,0,1,0,0.00,0,0,0,0,0,0
72,Steven Alzate\Steven-Alzate,co COL,MFDF,Brighton,eng Premier League,20,1998,13.2,30,2.27,22,0,5,2,1,0,1,0.08,0,0,0,0,1,0
73,Ibrahim Amadou\Ibrahim-Amadou,fr FRA,DFMF,Norwich City,eng Premier League,26,1993,8.4,1,0.12,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
74,Ibrahim Amadou\Ibrahim-Amadou,fr FRA,MF,Leganés,es La Liga,26,1993,8.6,2,0.23,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
75,Romain Amalfitano\Romain-Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,29,1989,18.8,27,1.43,18,0,3,2,3,1,2,0.11,2,0,0,0,0,0
76,Amath\Amath,sn SEN,MF,Getafe,es La Liga,23,1996,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
77,Jordan Amavi\Jordan-Amavi,fr FRA,DF,Marseille,fr Ligue 1,25,1994,24.0,27,1.12,21,1,1,1,1,2,2,0.08,2,0,0,0,0,0
78,Thierry Ambrose\Thierry-Ambrose,fr FRA,FW,Metz,fr Ligue 1,22,1997,6.1,23,3.78,17,0,4,1,1,0,0,0.00,0,0,0,0,0,0
79,Kelvin Amian\Kelvin-Amian,fr FRA,DF,Toulouse,fr Ligue 1,21,1998,18.1,11,0.61,10,0,0,1,0,0,1,0.06,1,0,0,0,0,0
80,Nadiem Amiri\Nadiem-Amiri,de GER,MFFW,Leverkusen,de Bundesliga,22,1996,20.6,89,4.31,57,22,6,2,2,0,9,0.44,8,0,0,0,1,0
81,Ethan Ampadu\Ethan-Ampadu,wal WAL,DF,RB Leipzig,de Bundesliga,18,2000,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
82,Opoku Ampomah\Opoku-Ampomah,gh GHA,FW,Düsseldorf,de Bundesliga,23,1996,5.6,17,3.06,11,0,4,1,1,0,0,0.00,0,0,0,0,0,0
83,Sofyan Amrabat\Sofyan-Amrabat,ma MAR,MF,Hellas Verona,it Serie A,22,1996,32.4,75,2.31,63,0,5,0,4,3,5,0.15,4,0,0,0,1,0
84,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Lyon,fr Ligue 1,23,1996,17.0,12,0.71,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0
85,Djavan Anderson\Djavan-Anderson,nl NED,DFMF,Lazio,it Serie A,24,1995,1.9,2,1.08,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
86,Felipe Anderson\Felipe-Anderson,br BRA,MFFW,West Ham,eng Premier League,26,1993,16.6,58,3.49,44,2,5,3,3,1,8,0.48,7,0,1,0,0,0
87,Sebastian Andersson\Sebastian-Andersson,se SWE,FW,Union Berlin,de Bundesliga,28,1991,29.8,48,1.61,35,0,4,5,2,1,9,0.30,2,0,2,4,0,0
88,Florin Andone\Florin-Andone,ro ROU,MFFW,Brighton,eng Premier League,26,1993,0.8,1,1.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
89,Benjamin André\Benjamin-Andre,fr FRA,MF,Lille,fr Ligue 1,28,1990,22.8,43,1.88,34,0,3,1,1,4,5,0.22,4,0,0,0,0,1
90,Lorenzo Andrenacci\Lorenzo-Andrenacci,it ITA,GK,Brescia,it Serie A,24,1995,5.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
91,Robert Andrich\Robert-Andrich,de GER,MF,Union Berlin,de Bundesliga,24,1994,28.6,79,2.76,54,5,4,9,5,2,6,0.21,5,0,0,0,1,0
92,Victorien Angban\Victorien-Angban,ci CIV,MF,Metz,fr Ligue 1,22,1996,11.4,11,0.96,10,0,0,0,1,0,0,0.00,0,0,0,0,0,0
93,Miguel Ángel Guerrero\Miguel-Angel-Guerrero,es ESP,FW,Leganés,es La Liga,29,1990,8.8,18,2.05,14,0,1,0,3,0,2,0.23,1,0,0,0,1,0
94,Miguel Ángel Moyá\Miguel-Angel-Moya,es ESP,GK,Real Sociedad,es La Liga,35,1984,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
95,José Ángel\Jose-Angel,es ESP,DF,Eibar,es La Liga,29,1989,26.2,51,1.94,35,10,0,3,2,1,5,0.19,4,0,0,1,0,0
96,Angeliño\Angelino,es ESP,DF,RB Leipzig,de Bundesliga,22,1997,12.2,39,3.21,24,10,4,1,0,0,5,0.41,3,1,1,0,0,0
97,Angeliño\Angelino,es ESP,DF,Manchester City,eng Premier League,22,1997,4.7,14,2.98,13,0,1,0,0,0,0,0.00,0,0,0,0,0,0
98,Faustino Anjorin\Faustino-Anjorin,eng ENG,FW,Chelsea,eng Premier League,17,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
99,Peter Ankersen\Peter-Ankersen,dk DEN,DF,Genoa,it Serie A,28,1990,11.8,21,1.78,17,0,3,1,0,0,1,0.08,1,0,0,0,0,0
100,Cristian Ansaldi\Cristian-Ansaldi,ar ARG,DFMF,Torino,it Serie A,32,1986,19.6,58,2.95,42,4,5,2,2,3,8,0.41,6,0,2,0,0,0
101,Janis Antiste\Janis-Antiste,fr FRA,MF,Toulouse,fr Ligue 1,16,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
102,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,eng Premier League,29,1990,19.6,59,3.00,31,1,15,5,6,1,7,0.36,2,0,2,2,1,0
103,Antoñito\Antonito,es ESP,DFMF,Valladolid,es La Liga,31,1987,11.4,19,1.66,16,1,0,0,0,2,0,0.00,0,0,0,0,0,0
104,Mirko Antonucci\Mirko-Antonucci,it ITA,FWMF,Roma,it Serie A,20,1999,0.9,2,2.20,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0
105,Vitorino Antunes\Vitorino-Antunes,pt POR,MF,Getafe,es La Liga,32,1987,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
106,Christopher Antwi-Adjei\Christopher-Antwi-Adjei,gh GHA,MFFW,Paderborn 07,de Bundesliga,25,1994,27.4,80,2.91,53,8,9,2,7,1,5,0.18,3,1,1,0,0,0
107,Anuar\Anuar,ma MAR,MFFW,Valladolid,es La Liga,24,1995,2.1,2,0.95,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
108,Houssem Aouar\Houssem-Aouar,fr FRA,MF,Lyon,fr Ligue 1,21,1998,21.7,69,3.17,45,1,8,6,7,2,10,0.46,9,0,0,1,0,0
109,Adil Aouchiche\Adil-Aouchiche,fr FRA,MF,Paris S-G,fr Ligue 1,17,2002,0.7,1,1.41,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
110,Dennis Appiah\Dennis-Appiah,fr FRA,DF,Nantes,fr Ligue 1,27,1992,17.8,18,1.01,13,4,0,0,0,1,0,0.00,0,0,0,0,0,0
111,Mauro Arambarri\Mauro-Arambarri,uy URU,MF,Getafe,es La Liga,23,1995,34.1,37,1.09,19,7,2,4,5,0,4,0.12,3,1,0,0,0,0
112,Guilherme Arana\Guilherme-Arana,br BRA,DF,Atalanta,it Serie A,22,1997,0.9,2,2.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
113,Charles Aránguiz\Charles-Aranguiz,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,23.5,43,1.83,38,1,0,0,2,1,5,0.21,4,0,0,0,0,0
114,Luiz Araújo\Luiz-Araujo,br BRA,FWMF,Lille,fr Ligue 1,23,1996,9.2,31,3.37,16,1,8,2,3,1,2,0.22,1,0,0,1,0,0
115,Néstor Araujo\Nestor-Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,32.1,7,0.22,4,0,1,2,0,0,3,0.09,2,0,0,1,0,0
116,Ronald Araújo\Ronald-Araujo,uy URU,DF,Barcelona,es La Liga,20,1999,2.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
117,Anaitz Arbilla\Anaitz-Arbilla,es ESP,DF,Eibar,es La Liga,32,1987,22.3,20,0.90,15,3,0,2,0,0,2,0.09,2,0,0,0,0,0
118,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Real Madrid,es La Liga,26,1993,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
119,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
120,Santiago Arias\Santiago-Arias,co COL,DF,Atlético Madrid,es La Liga,27,1992,12.0,21,1.76,18,2,0,1,0,0,2,0.17,2,0,0,0,0,0
121,Nicolò Armini\Nicolo-Armini,it ITA,DF,Lazio,it Serie A,18,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
122,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,eng Premier League,27,1992,19.1,50,2.62,37,0,4,4,3,2,9,0.47,5,0,1,2,0,1
123,José Arnaiz\Jose-Arnaiz,es ESP,FWMF,Osasuna,es La Liga,24,1995,8.8,15,1.71,10,0,0,1,4,0,2,0.23,1,0,0,0,1,0
124,José Arnaiz\Jose-Arnaiz,es ESP,MFFW,Leganés,es La Liga,24,1995,3.7,14,3.74,8,2,3,0,1,0,0,0.00,0,0,0,0,0,0
125,Maximilian Arnold\Maximilian-Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,31.3,121,3.86,51,49,4,8,8,1,13,0.41,5,5,0,2,1,0
126,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33.0,1,0.03,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
127,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,Inter,it Serie A,30,1988,7.1,16,2.25,16,0,0,0,0,0,3,0.42,3,0,0,0,0,0
128,Santiago Ascacíbar\Santiago-Ascacibar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,7.0,4,0.57,4,0,0,0,0,0,1,0.14,1,0,0,0,0,0
129,Sergio Asenjo\Sergio-Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34.0,3,0.09,2,1,0,0,0,0,1,0.03,1,0,0,0,0,0
130,Marco Asensio\Marco-Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,3.7,11,2.95,8,0,2,1,0,0,1,0.27,1,0,0,0,0,0
131,Kristoffer Askildsen\Kristoffer-Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,0.8,5,5.92,3,0,2,0,0,0,0,0.00,0,0,0,0,0,0
132,Iago Aspas\Iago-Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,36.2,107,2.95,76,1,10,5,11,4,12,0.33,6,0,4,0,2,0
133,Roger Assalé\Roger-Assale,ci CIV,FWMF,Leganés,es La Liga,25,1993,5.9,19,3.22,13,0,1,0,5,0,3,0.51,1,0,0,0,2,0
134,Miguel Atienza\Miguel-Atienza,es ESP,MF,Eibar,es La Liga,20,1999,0.3,1,3.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
135,Christian Atsu\Christian-Atsu,gh GHA,FWMF,Newcastle Utd,eng Premier League,27,1992,8.3,23,2.76,17,2,2,0,1,1,3,0.36,2,1,0,0,0,0
136,Youcef Attal\Youcef-Attal,dz ALG,FWDF,Nice,fr Ligue 1,23,1996,11.1,32,2.87,18,0,9,1,3,1,2,0.18,1,0,0,0,1,0
137,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30,1989,34.8,56,1.61,38,0,7,4,5,2,10,0.29,6,0,0,2,1,1
138,Emil Audero\Emil-Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36.0,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
139,Tommaso Augello\Tommaso-Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,12.6,40,3.17,35,2,2,0,0,1,3,0.24,3,0,0,0,0,0
140,Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,3.0,7,2.37,2,0,1,0,4,0,2,0.68,0,0,0,0,2,0
141,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,25,1994,10.3,20,1.95,15,4,0,0,1,0,1,0.10,1,0,0,0,0,0
142,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,30.0,49,1.63,43,2,2,0,0,1,6,0.20,4,0,1,0,0,0
143,Mathias Autret\Mathias-Autret,fr FRA,MFFW,Brest,fr Ligue 1,28,1991,13.6,57,4.20,36,14,2,2,1,2,6,0.44,5,0,0,1,0,0
144,Ezequiel Ávila\Ezequiel-Avila,ar ARG,FW,Osasuna,es La Liga,25,1994,17.7,50,2.83,29,0,7,5,7,2,7,0.40,3,0,1,0,2,1
145,Javier Avilés\Javier-Aviles,es ESP,MFFW,Leganés,es La Liga,21,1997,2.0,6,2.93,5,0,1,0,0,0,2,0.98,1,0,1,0,0,0
146,Chidozie Awaziem\Chidozie-Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,22.2,10,0.45,8,0,0,1,1,0,0,0.00,0,0,0,0,0,0
147,Taiwo Awoniyi\Taiwo-Awoniyi,ng NGA,FW,Mainz 05,de Bundesliga,21,1997,5.4,12,2.24,10,0,2,0,0,0,0,0.00,0,0,0,0,0,0
148,Florian Ayé\Florian-Aye,fr FRA,FWMF,Brescia,it Serie A,22,1997,15.3,30,1.96,16,1,4,6,3,0,1,0.07,0,0,0,0,1,0
149,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,27,1991,35.0,68,1.94,43,0,11,1,11,2,7,0.20,3,0,3,0,1,0
150,Kaan Ayhan\Kaan-Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,30.3,31,1.02,27,0,0,1,0,3,3,0.10,3,0,0,0,0,0
151,Ramon Azeez\Ramon-Azeez,ng NGA,MF,Granada,es La Liga,26,1992,15.1,17,1.12,11,1,0,2,1,2,1,0.07,1,0,0,0,0,0
152,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,35.9,80,2.23,71,2,1,2,3,1,7,0.20,6,1,0,0,0,0
153,Ludovic Baal\Ludovic-Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,9.2,20,2.18,17,1,1,0,1,0,1,0.11,1,0,0,0,0,0
154,Iddrisu Baba\Iddrisu-Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,32.3,25,0.78,24,0,0,0,1,0,1,0.03,1,0,0,0,0,0
155,Khouma Babacar\Khouma-Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,15.8,46,2.91,27,0,6,5,7,1,5,0.32,0,0,1,1,3,0
