Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,SCA,SCA/90,PassLiveSh,PassDeadSh,DribSh,ShSh,FldSh,DefSh,GCA,GCA/90,PassLiveG,PassDeadG,DribG,ShG,FldG,DefG
1533,Massimiliano Mangraviti,ITA,DF,Brescia Calcio,Serie A,21,1998,10.8,5,0.46,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
1534,Konstantinos Manolas,GRC,DF,SSC Napoli,Serie A,28,1991,24.2,5,0.21,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0
1535,Javier Manquillo,ESP,DF,Newcastle United,Premier League,25,1994,17.8,14,0.79,12,1,0,0,1,0,3,0.17,1,1,0,0,1,0
1536,Giacomo Manzari,ITA,FW,US Sassuolo,Serie A,18,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1537,Myziane Maolida,FRA,FW,OGC Nice,Ligue 1,20,1999,7.5,28,3.73,20,0,3,2,2,1,2,0.27,2,0,0,0,0,0
1538,Faitout Maouassa,FRA,DF,Stade Rennais FC,Ligue 1,21,1998,20.0,27,1.35,18,0,5,0,4,0,2,0.10,1,0,1,0,0,0
1539,Marçal,BRA,DF,Olympique Lyon,Ligue 1,30,1989,9.2,17,1.85,14,1,0,1,0,1,3,0.33,1,0,0,1,0,1
1540,Marcelo,BRA,DF,Real Madrid,La Liga,31,1988,14.4,50,3.47,45,0,2,1,2,0,7,0.49,5,0,0,0,2,0
1541,Marcelo,BRA,DF,Olympique Lyon,Ligue 1,32,1987,16.7,8,0.48,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1542,Solly March,ENG,DF,Brighton & Hove Albion,Premier League,25,1994,12.7,32,2.52,24,3,3,0,2,0,2,0.16,2,0,0,0,0,0
1543,Gian Marco Ferrari,ITA,DF,US Sassuolo,Serie A,27,1992,21.1,23,1.09,21,0,0,1,1,0,2,0.09,1,0,0,0,1,0
1544,Óscar de Marcos,ESP,DF,Athletic Bilbao,La Liga,30,1989,6.0,11,1.83,7,4,0,0,0,0,1,0.17,1,0,0,0,0,0
1545,Dario Maresic,AUT,DF,Stade Reims,Ligue 1,19,1999,1.0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1546,Miguel Marí,ESP,MF,SD Eibar,La Liga,22,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1547,Pablo Marí,ESP,DF,Arsenal FC,Premier League,25,1993,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1548,José María Giménez,URY,DF,Atlético de Madrid,La Liga,24,1995,19.5,9,0.46,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0
1549,Mariano Díaz,DOM,FW,Real Madrid,La Liga,25,1993,0.5,2,4.00,1,0,1,0,0,0,1,2.00,0,0,1,0,0,0
1550,Adrian Mariappa,JAM,DF,Watford FC,Premier League,32,1986,16.8,10,0.59,10,0,0,0,0,0,1,0.06,1,0,0,0,0,0
1551,Jordan Marié,FRA,MF,Dijon FCO,Ligue 1,27,1991,2.2,2,0.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1552,Federico Marigosu,ITA,MF,Cagliari Calcio,Serie A,18,2001,0.3,2,7.50,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
1553,Adrián Marín,ESP,DF,Deportivo Alavés,La Liga,22,1997,9.5,11,1.16,8,2,0,1,0,0,0,0.00,0,0,0,0,0,0
1554,Guillermo Maripán,CHL,DF,Deportivo Alavés,La Liga,25,1994,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1555,Guillermo Maripán,CHL,DF,AS Monaco,Ligue 1,25,1994,19.5,9,0.46,7,0,0,2,0,0,1,0.05,1,0,0,0,0,0
1556,Marlon,BRA,DF,US Sassuolo,Serie A,23,1995,20.2,17,0.84,15,0,1,0,0,1,0,0.00,0,0,0,0,0,0
1557,Omar Marmoush,EGY,MF,VfL Wolfsburg,Bundesliga,20,1999,0.9,1,1.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1558,Gonzalo Maroni,ARG,MF,UC Sampdoria,Serie A,20,1999,2.0,17,8.45,11,3,0,2,0,1,2,0.99,1,1,0,0,0,0
1559,Marquinhos,BRA,MF,Paris Saint-Germain,Ligue 1,25,1994,16.4,18,1.10,15,1,1,1,0,0,3,0.18,2,0,0,1,0,0
1560,Bruno Martella,ITA,DF,Brescia Calcio,Serie A,26,1992,14.1,29,2.06,25,1,2,1,0,0,2,0.14,2,0,0,0,0,0
1561,Roger Martí,ESP,FW,Levante UD,La Liga,28,1991,25.2,41,1.63,31,0,0,0,8,2,4,0.16,1,0,0,0,3,0
1562,Anthony Martial,FRA,FW,Manchester United,Premier League,23,1995,29.2,95,3.26,72,0,12,3,5,3,19,0.65,13,0,2,1,2,1
1563,Aarón Martín,ESP,DF,1.FSV Mainz 05,Bundesliga,22,1997,19.9,50,2.51,27,20,1,0,1,0,3,0.15,1,0,0,0,1,0
1564,Dani Martín,ESP,GK,Real Betis Balompié,La Liga,21,1998,5.9,2,0.34,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1565,David Martin,ENG,GK,West Ham United,Premier League,33,1986,4.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1566,Jonas Martin,FRA,MF,Stade Rennais FC,Ligue 1,29,1990,1.3,1,0.80,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1567,Jonas Martin,FRA,MF,RC Strasbourg Alsace,Ligue 1,29,1990,2.7,5,1.82,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1568,Josh Martin,ENG,FW,Norwich City,Premier League,17,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1569,Gabriel Martinelli,BRA,FW,Arsenal FC,Premier League,18,2001,7.4,7,0.95,5,0,1,0,1,0,0,0.00,0,0,0,0,0,0
1570,Álex Martínez,ESP,DF,Granada CF,La Liga,28,1990,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1571,Emiliano Martínez,ARG,GK,Arsenal FC,Premier League,26,1992,8.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1572,Iñigo Martínez,ESP,DF,Athletic Bilbao,La Liga,28,1991,33.0,24,0.73,11,3,1,3,5,1,3,0.09,1,1,0,0,1,0
1573,Javi Martínez,ESP,MF,CA Osasuna,La Liga,19,1999,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1574,Javi Martínez,ESP,DF,Bayern Munich,Bundesliga,30,1988,7.5,9,1.20,9,0,0,0,0,0,1,0.13,1,0,0,0,0,0
1575,Lautaro Martínez,ARG,FW,Inter Milan,Serie A,21,1997,27.2,94,3.45,50,1,14,12,13,4,14,0.51,6,0,1,3,4,0
1576,Pablo Martinez,FRA,DF,Nîmes Olympique,Ligue 1,30,1989,26.0,14,0.54,13,0,0,0,0,1,3,0.12,2,0,0,0,0,1
1577,Pablo Martínez,ESP,MF,Levante UD,La Liga,21,1998,0.4,1,2.73,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1578,Gelson Martins,PRT,DF,AS Monaco,Ligue 1,24,1995,18.6,61,3.28,44,0,11,3,2,1,7,0.38,5,0,0,2,0,0
1579,Adam Marusic,MNE,DF,SS Lazio,Serie A,26,1992,10.5,16,1.53,11,1,2,1,1,0,4,0.38,3,0,1,0,0,0
1580,Omar Mascarell,ESP,MF,FC Schalke 04,Bundesliga,26,1993,22.5,17,0.76,15,1,0,0,0,1,2,0.09,2,0,0,0,0,0
1581,Andrea Masiello,ITA,DF,Genoa CFC,Serie A,33,1986,14.7,12,0.82,11,0,0,1,0,0,3,0.20,2,0,0,1,0,0
1582,Andrea Masiello,ITA,DF,Atalanta BC,Serie A,33,1986,6.0,5,0.83,4,1,0,0,0,0,1,0.17,1,0,0,0,0,0
1583,Adam Masina,MAR,DF,Watford FC,Premier League,25,1994,20.2,20,0.99,18,2,0,0,0,0,1,0.05,0,1,0,0,0,0
1584,Jordi Masip,ESP,GK,Real Valladolid CF,La Liga,30,1989,35.0,7,0.20,4,3,0,0,0,0,0,0.00,0,0,0,0,0,0
1585,Arthur Masuaku,COD,DF,West Ham United,Premier League,25,1993,10.4,10,0.96,10,0,0,0,0,0,1,0.10,1,0,0,0,0,0
1586,Jaime Mata,ESP,FW,Getafe CF,La Liga,30,1988,30.5,68,2.23,50,0,7,2,8,1,9,0.29,5,0,2,1,1,0
1587,Juan Mata,ESP,MF,Manchester United,Premier League,31,1988,8.4,38,4.51,31,3,1,2,1,0,2,0.24,2,0,0,0,0,0
1588,Ales Mateju,CZE,DF,Brescia Calcio,Serie A,23,1996,28.3,20,0.71,14,4,0,0,1,1,2,0.07,2,0,0,0,0,0
1589,Jean-Philippe Mateta,FRA,FW,1.FSV Mainz 05,Bundesliga,22,1997,11.7,15,1.28,8,0,5,2,0,0,3,0.26,2,0,0,1,0,0
1590,Nemanja Matic,SRB,MF,Manchester United,Premier League,30,1988,17.6,43,2.45,40,0,2,0,1,0,4,0.23,4,0,0,0,0,0
1591,Joel Matip,CMR,DF,Liverpool FC,Premier League,27,1991,7.8,5,0.64,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0
1592,Rabbi Matondo,WAL,FW,FC Schalke 04,Bundesliga,18,2000,12.9,31,2.40,17,0,6,2,5,1,0,0.00,0,0,0,0,0,0
1593,Alessandro Matri,ITA,FW,Brescia Calcio,Serie A,34,1984,1.0,5,5.06,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1594,Federico Mattiello,ITA,DF,Cagliari Calcio,Serie A,24,1995,10.3,16,1.55,12,1,0,2,0,1,2,0.19,1,0,0,0,0,1
1595,Blaise Matuidi,FRA,MF,Juventus FC,Serie A,32,1987,24.9,44,1.77,38,0,0,0,2,4,4,0.16,4,0,0,0,0,0
1596,Neal Maupay,FRA,FW,Brighton & Hove Albion,Premier League,22,1996,30.7,72,2.34,51,0,7,9,4,1,7,0.23,6,0,1,0,0,0
1597,Stephy Mavididi,ENG,FW,Dijon FCO,Ligue 1,21,1998,15.5,25,1.62,18,0,6,0,1,0,1,0.06,1,0,0,0,0,0
1598,Philipp Max,DEU,DF,FC Augsburg,Bundesliga,25,1993,30.1,85,2.83,43,36,0,4,2,0,8,0.27,4,2,0,2,0,0
1599,Eric Maxim Choupo-Moting,CMR,FW,Paris Saint-Germain,Ligue 1,30,1989,5.0,12,2.39,6,0,1,1,3,0,5,1.00,2,0,1,1,0,0
1600,Alexandru Maxim,ROU,MF,1.FSV Mainz 05,Bundesliga,29,1990,1.3,7,5.38,4,3,0,0,0,0,1,0.77,1,0,0,0,0,0
1601,Kevin Mayi,GAB,FW,Stade Brest 29,Ligue 1,26,1993,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1602,Borja Mayoral,ESP,FW,Levante UD,La Liga,22,1997,23.8,61,2.57,47,0,5,5,4,0,11,0.46,7,0,2,1,1,0
1603,Luca Mazzitelli,ITA,MF,US Sassuolo,Serie A,23,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1604,Kevin Mbabu,CHE,DF,VfL Wolfsburg,Bundesliga,24,1995,18.8,36,1.91,23,6,1,2,3,1,7,0.37,2,0,1,1,3,0
1605,Kylian Mbappé,FRA,FW,Paris Saint-Germain,Ligue 1,20,1998,16.8,91,5.41,60,2,19,6,4,0,12,0.71,9,0,2,0,1,0
1606,Ibrahima Mbaye,SEN,DF,Bologna FC 1909,Serie A,24,1994,16.7,15,0.90,10,4,0,1,0,0,3,0.18,2,0,0,1,0,0
1607,Loïc Mbe Soh,FRA,DF,Paris Saint-Germain,Ligue 1,18,2001,0.6,1,1.55,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1608,Isaac Mbenza,BEL,FW,Amiens SC,Ligue 1,23,1996,0.9,5,5.36,2,1,1,1,0,0,0,0.00,0,0,0,0,0,0
1609,Nathanaël Mbuku,FRA,MF,Stade Reims,Ligue 1,17,2002,4.4,8,1.82,4,0,3,0,1,0,1,0.23,1,0,0,0,0,0
1610,James McArthur,SCO,MF,Crystal Palace,Premier League,31,1987,34.3,61,1.78,51,0,3,2,4,1,9,0.26,5,0,0,1,3,0
1611,Oliver McBurnie,SCO,FW,Sheffield United,Premier League,23,1996,23.5,28,1.19,23,0,1,3,1,0,2,0.09,0,0,0,2,0,0
1612,Alex McCarthy,ENG,GK,Southampton FC,Premier League,29,1989,28.0,4,0.14,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0
1613,James McCarthy,IRL,MF,Crystal Palace,Premier League,28,1990,18.7,28,1.50,14,13,0,1,0,0,3,0.16,1,2,0,0,0,0
1614,John McGinn,SCO,MF,Aston Villa,Premier League,24,1994,25.7,96,3.74,69,10,7,2,5,3,9,0.35,6,1,1,0,1,0
1615,David McGoldrick,IRL,FW,Sheffield United,Premier League,31,1987,20.2,39,1.93,26,1,5,2,1,4,4,0.20,3,0,1,0,0,0
1616,Michael McGovern,NIR,GK,Norwich City,Premier League,35,1984,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1617,Weston McKennie,USA,MF,FC Schalke 04,Bundesliga,20,1998,23.0,50,2.17,33,0,6,8,1,2,2,0.09,1,0,1,0,0,0
1618,Kenny McLean,SCO,MF,Norwich City,Premier League,27,1992,33.0,59,1.79,46,6,2,2,2,1,2,0.06,2,0,0,0,0,0
1619,Dwight McNeil,ENG,MF,Burnley FC,Premier League,19,1999,37.1,103,2.78,61,22,7,6,7,0,14,0.38,9,2,1,1,1,0
1620,Scott McTominay,SCO,MF,Manchester United,Premier League,22,1996,19.7,35,1.78,25,0,1,3,5,0,3,0.15,2,0,0,0,0,0
1621,Biagio Meccariello,ITA,DF,US Lecce,Serie A,28,1991,8.5,13,1.52,10,1,0,0,0,2,2,0.23,2,0,0,0,0,0
1622,Gary Medel,CHL,MF,Bologna FC 1909,Serie A,31,1987,19.8,32,1.61,26,1,1,0,2,2,1,0.05,1,0,0,0,0,0
1623,Ben Mee,ENG,DF,Burnley FC,Premier League,29,1989,32.0,21,0.66,13,1,1,6,0,0,2,0.06,1,0,0,1,0,0
1624,Joshua Mees,DEU,MF,1.FC Union Berlin,Bundesliga,23,1996,3.6,6,1.66,5,0,0,1,0,0,2,0.55,1,0,0,1,0,0
1625,Admir Mehmedi,CHE,MF,VfL Wolfsburg,Bundesliga,28,1991,13.3,32,2.40,25,5,0,1,1,0,7,0.52,6,0,0,0,1,0
1626,Soualiho Meïté,FRA,MF,Torino FC,Serie A,25,1994,24.5,46,1.88,40,0,1,2,1,2,4,0.16,3,0,0,1,0,0
1627,Farid El Melali,DZA,MF,SCO Angers,Ligue 1,22,1997,3.4,8,2.35,6,0,1,0,1,0,1,0.29,1,0,0,0,0,0
1628,Óscar Melendo,ESP,MF,RCD Espanyol Barcelona,La Liga,21,1997,12.4,28,2.26,24,0,0,0,4,0,1,0.08,1,0,0,0,0,0
1629,Gonzalo Melero,ESP,MF,Levante UD,La Liga,25,1994,13.7,19,1.38,15,0,1,1,2,0,1,0.07,1,0,0,0,0,0
1630,Arthur,BRA,MF,FC Barcelona,La Liga,22,1996,13.1,28,2.13,22,1,1,0,4,0,8,0.61,5,0,0,0,3,0
1631,Pedro Mendes,PRT,DF,Montpellier HSC,Ligue 1,28,1990,15.3,5,0.33,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
1632,Thiago Mendes,BRA,MF,Olympique Lyon,Ligue 1,27,1992,20.1,42,2.09,35,4,0,3,0,0,8,0.40,8,0,0,0,0,0
1633,Brais Méndez,ESP,MF,Celta de Vigo,La Liga,22,1997,16.4,36,2.19,26,5,2,0,3,0,5,0.30,3,2,0,0,0,0
1634,Edgar Méndez,ESP,MF,Deportivo Alavés,La Liga,29,1990,9.6,13,1.35,10,0,1,0,2,0,0,0.00,0,0,0,0,0,0
1635,Stiven Mendoza,COL,FW,Amiens SC,Ligue 1,27,1992,12.2,22,1.80,14,1,1,1,3,2,3,0.25,2,0,1,0,0,0
1636,Alexandre Mendy,GNB,FW,Stade Brest 29,Ligue 1,25,1994,10.0,17,1.70,10,0,3,3,1,0,3,0.30,2,0,0,1,0,0
1637,Benjamin Mendy,FRA,DF,Manchester City,Premier League,25,1994,16.6,36,2.17,33,1,1,1,0,0,6,0.36,5,1,0,0,0,0
1638,Edouard Mendy,SEN,GK,Stade Rennais FC,Ligue 1,27,1992,24.0,2,0.08,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1639,Ferland Mendy,FRA,DF,Real Madrid,La Liga,24,1995,20.1,42,2.09,32,3,3,0,3,1,7,0.35,4,0,1,0,2,0
1640,Nampalys Mendy,SEN,MF,Leicester City,Premier League,27,1992,3.2,9,2.78,8,0,0,0,0,1,0,0.00,0,0,0,0,0,0
1641,Hamza Mendyl,MAR,DF,Dijon FCO,Ligue 1,21,1997,16.0,22,1.37,20,0,1,1,0,0,2,0.12,1,0,0,1,0,0
1642,Chris Mepham,WAL,DF,AFC Bournemouth,Premier League,21,1997,10.1,3,0.30,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1643,Levent Mercan,DEU,MF,FC Schalke 04,Bundesliga,18,2000,0.8,2,2.54,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
1644,Jorge Meré,ESP,DF,1. FC Köln,Bundesliga,22,1997,6.9,4,0.58,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1645,Alex Meret,ITA,GK,SSC Napoli,Serie A,22,1997,21.7,1,0.05,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1646,Fran Mérida,ESP,MF,CA Osasuna,La Liga,29,1990,12.9,23,1.78,18,2,0,1,1,1,2,0.16,2,0,0,0,0,0
1647,Mikel Merino,ESP,MF,Real Sociedad,La Liga,23,1996,34.9,81,2.32,64,0,0,4,7,5,9,0.26,7,0,0,0,0,1
1648,Sabin Merino,ESP,FW,CD Leganés,La Liga,27,1992,0.9,1,1.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1649,Mert Cetin,TUR,DF,AS Roma,Serie A,22,1997,2.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1650,Dries Mertens,BEL,FW,SSC Napoli,Serie A,32,1987,18.8,97,5.17,67,9,10,6,4,1,14,0.75,9,1,2,0,2,0
1651,Roque Mesa,ESP,MF,CD Leganés,La Liga,30,1989,22.4,54,2.42,37,8,3,1,4,1,7,0.31,6,0,0,0,1,0
1652,Lionel Messi,ARG,FW,FC Barcelona,La Liga,32,1987,32.0,220,6.87,126,18,37,12,27,0,36,1.13,22,5,5,2,2,0
1653,Thomas Meunier,BEL,DF,Paris Saint-Germain,Ligue 1,27,1991,13.8,25,1.81,25,0,0,0,0,0,3,0.22,3,0,0,0,0,0
1654,Mexer,MOZ,DF,FC Girondins Bordeaux,Ligue 1,30,1988,16.5,9,0.54,9,0,0,0,0,0,2,0.12,2,0,0,0,0,0
1655,Max Meyer,DEU,MF,Crystal Palace,Premier League,23,1995,7.3,11,1.51,10,0,0,0,1,0,1,0.14,1,0,0,0,0,0
1656,Kingsley Michael,NGA,MF,Bologna FC 1909,Serie A,19,1999,0.8,1,1.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1657,Míchel Herrero,ESP,MF,Real Valladolid CF,La Liga,31,1988,24.2,58,2.40,39,16,0,2,0,1,6,0.25,3,2,0,0,0,1
1658,Sven Michel,DEU,FW,SC Paderborn 07,Bundesliga,29,1990,15.3,41,2.68,28,0,3,7,3,0,5,0.33,3,0,0,2,0,0
1659,Miguel de la Fuente,ESP,FW,Real Valladolid CF,La Liga,19,1999,2.6,3,1.16,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
1660,Florian Miguel,FRA,DF,Nîmes Olympique,Ligue 1,22,1996,22.8,30,1.31,20,4,1,0,4,1,2,0.09,1,0,0,0,1,0
1661,Georges Mikautadze,GEO,FW,FC Metz,Ligue 1,18,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1662,Nikola Milenkovic,SRB,DF,ACF Fiorentina,Serie A,21,1997,36.2,22,0.61,20,0,0,1,0,1,4,0.11,2,0,0,1,0,1
1663,Arkadiusz Milik,POL,FW,SSC Napoli,Serie A,25,1994,19.4,47,2.42,36,1,3,6,1,0,6,0.31,4,0,1,1,0,0
1664,Sergej Milinković-Savić,SRB,MF,SS Lazio,Serie A,24,1995,33.7,104,3.09,86,1,2,7,4,4,13,0.39,11,0,0,1,1,0
1665,Éder Militão,BRA,DF,Real Madrid,La Liga,21,1998,11.4,4,0.35,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1666,Luka Milivojevic,SRB,MF,Crystal Palace,Premier League,28,1991,27.9,46,1.65,17,25,1,0,0,3,3,0.11,2,1,0,0,0,0
1667,Vincenzo Millico,ITA,MF,Torino FC,Serie A,18,2000,2.4,6,2.50,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0
1668,James Milner,ENG,MF,Liverpool FC,Premier League,33,1986,10.4,23,2.21,19,1,0,1,2,0,4,0.38,4,0,0,0,0,0
1669,Santi Mina,ESP,FW,Celta de Vigo,La Liga,23,1995,21.6,49,2.27,34,1,4,5,5,0,7,0.32,3,0,1,1,2,0
1670,Yerry Mina,COL,DF,Everton FC,Premier League,24,1994,25.4,15,0.59,8,0,0,5,0,2,2,0.08,1,0,0,1,0,0
1671,Takumi Minamino,JPN,FW,Liverpool FC,Premier League,24,1995,2.8,3,1.08,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
1672,Tyrone Mings,ENG,DF,Aston Villa,Premier League,26,1993,32.2,13,0.40,12,1,0,0,0,0,2,0.06,2,0,0,0,0,0
1673,Jorge Miramón,ESP,DF,Levante UD,La Liga,30,1989,27.0,37,1.37,35,0,1,0,0,1,5,0.19,5,0,0,0,0,0
1674,Juan Miranda,ESP,DF,FC Schalke 04,Bundesliga,19,2000,8.7,19,2.19,14,2,0,0,2,1,1,0.12,0,0,0,0,0,1
1675,Antonio Mirante,ITA,GK,AS Roma,Serie A,36,1983,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1676,Simone Missiroli,ITA,MF,SPAL,Serie A,33,1986,31.1,40,1.29,33,1,0,2,3,1,3,0.10,0,0,0,1,2,0
1677,Tyrick Mitchell,ENG,DF,Crystal Palace,Premier League,19,1999,2.2,5,2.31,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0
1678,Stefan Mitrovic,SRB,DF,RC Strasbourg Alsace,Ligue 1,29,1990,22.8,8,0.35,6,0,0,2,0,0,1,0.04,1,0,0,0,0,0
1679,Maximilian Mittelstädt,DEU,DF,Hertha BSC,Bundesliga,22,1997,21.0,35,1.67,25,6,1,1,1,1,4,0.19,1,1,1,1,0,0
1680,Henrikh Mkhitaryan,ARM,FW,Arsenal FC,Premier League,30,1989,1.2,6,4.82,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0
1681,Henrikh Mkhitaryan,ARM,MF,AS Roma,Serie A,30,1989,17.0,70,4.12,56,0,4,3,6,1,10,0.59,8,0,1,0,0,1
1682,Anthony Modeste,FRA,FW,1. FC Köln,Bundesliga,31,1988,12.6,13,1.03,7,0,2,3,1,0,2,0.16,1,0,1,0,0,0
1683,Luka Modric,HRV,MF,Real Madrid,La Liga,33,1985,22.2,89,4.01,68,9,5,3,3,1,16,0.72,11,1,0,1,3,0
1684,Kevin Möhwald,DEU,MF,SV Werder Bremen,Bundesliga,26,1993,0.8,3,3.65,1,0,0,2,0,0,1,1.22,0,0,0,1,0,0
1685,Niklas Moisander,FIN,DF,SV Werder Bremen,Bundesliga,33,1985,22.0,23,1.05,15,1,2,3,1,0,2,0.09,0,0,0,1,0,0
1686,Jorge Molina,ESP,FW,Getafe CF,La Liga,37,1982,21.0,60,2.86,44,1,6,1,8,0,10,0.48,4,1,4,0,1,0
1687,Florent Mollet,FRA,MF,Montpellier HSC,Ligue 1,27,1991,18.7,68,3.63,36,24,1,3,2,2,9,0.48,5,1,0,1,0,2
1688,Jon Moncayola,ESP,MF,CA Osasuna,La Liga,21,1998,16.6,22,1.32,18,1,1,0,1,1,1,0.06,1,0,0,0,0,0
1689,Gabriele Moncini,ITA,FW,SPAL,Serie A,23,1996,1.7,2,1.17,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1690,Thomas Monconduit,FRA,MF,Amiens SC,Ligue 1,28,1991,15.2,15,0.99,7,4,1,1,1,1,0,0.00,0,0,0,0,0,0
1691,Nacho Monreal,ESP,DF,Arsenal FC,Premier League,33,1986,3.0,4,1.33,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
1692,Nacho Monreal,ESP,DF,Real Sociedad,La Liga,33,1986,26.6,28,1.05,21,3,2,0,2,0,1,0.04,1,0,0,0,0,0
1693,Joan Monterde,ESP,MF,Levante UD,La Liga,21,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1694,Ilario Monterisi,ITA,DF,US Lecce,Serie A,17,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1695,Ángel Montoro,ESP,MF,Granada CF,La Liga,31,1988,10.8,36,3.33,18,12,0,2,4,0,6,0.55,2,3,0,0,1,0
1696,Martín Montoya,ESP,DF,Brighton & Hove Albion,Premier League,28,1991,21.1,38,1.80,32,0,1,1,3,1,3,0.14,2,0,0,0,1,0
1697,Simon Moore,ENG,GK,Sheffield United,Premier League,29,1990,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1698,Aaron Mooy,AUS,MF,Brighton & Hove Albion,Premier League,28,1990,23.2,70,3.02,51,12,3,2,2,0,7,0.30,4,1,2,0,0,0
1699,Wesley,BRA,FW,Aston Villa,Premier League,22,1996,19.8,27,1.36,22,0,0,3,1,1,3,0.15,3,0,0,0,0,0
1700,Alfredo Morales,USA,MF,Fortuna Düsseldorf,Bundesliga,29,1990,19.2,34,1.77,25,0,4,0,2,3,4,0.21,2,0,1,0,1,0
1701,Álvaro Morata,ESP,FW,Atlético de Madrid,La Liga,26,1992,23.3,55,2.36,41,0,4,6,4,0,5,0.21,4,0,0,0,1,0
1702,Jan Morávek,CZE,MF,FC Augsburg,Bundesliga,29,1989,5.3,8,1.52,7,0,0,0,1,0,1,0.19,1,0,0,0,0,0
1703,Steven Moreira,FRA,DF,FC Toulouse,Ligue 1,24,1994,15.4,24,1.56,19,0,0,2,2,1,3,0.19,1,0,0,1,1,0
1704,Jérémy Morel,MDG,DF,Stade Rennais FC,Ligue 1,35,1984,20.1,17,0.85,12,1,0,3,0,1,1,0.05,0,0,0,1,0,0
1705,Alberto Moreno,ESP,DF,Villarreal CF,La Liga,27,1992,16.3,19,1.16,16,2,0,0,1,0,2,0.12,1,0,0,0,1,0
1706,Álex Moreno,ESP,DF,Real Betis Balompié,La Liga,26,1993,25.2,58,2.30,44,2,8,3,1,0,5,0.20,3,0,1,1,0,0
1707,Gerard Moreno,ESP,FW,Villarreal CF,La Liga,27,1992,30.5,95,3.12,70,2,10,6,4,3,17,0.56,9,0,3,3,2,0
1708,Mateu Morey Bauzà,ESP,DF,Borussia Dortmund,Bundesliga,19,2000,2.2,3,1.37,3,0,0,0,0,0,1,0.46,1,0,0,0,0,0
1709,Wes Morgan,JAM,DF,Leicester City,Premier League,35,1984,4.8,6,1.24,4,0,1,1,0,0,0,0.00,0,0,0,0,0,0
1710,Manu Morlanes,ESP,MF,Villarreal CF,La Liga,20,1999,2.8,8,2.85,8,0,0,0,0,0,1,0.36,1,0,0,0,0,0
