Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
646,Paul Delecroix,FRA,GK,FC Metz,Ligue 1,30,1988,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
647,Cristian Dell'Orco,ITA,DF,US Lecce,Serie A,25,1994,11.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
648,Andy Delort,DZA,FW,Montpellier HSC,Ligue 1,27,1991,25.3,9,83,28,33.7,3.28,1.11,0.11,0.32,17.4,1,0,2,10.9,9.4,0.11,-1.9,-0.4
649,Fabian Delph,ENG,MF,Everton FC,Premier League,29,1989,13.2,0,3,0,0.0,0.23,0.00,0.00,,29.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1
650,Moussa Dembélé,FRA,FW,Olympique Lyon,Ligue 1,23,1996,24.3,16,51,21,41.2,2.10,0.86,0.24,0.57,13.8,0,4,5,11.6,7.8,0.15,+4.4,+4.2
651,Ousmane Dembélé,FRA,FW,FC Barcelona,La Liga,22,1997,4.0,1,5,2,40.0,1.26,0.50,0.20,0.50,15.2,0,0,0,1.0,1.0,0.21,0.0,0.0
652,Merih Demiral,TUR,DF,Juventus FC,Serie A,21,1998,4.6,1,2,1,50.0,0.43,0.22,0.50,1.00,7.0,0,0,0,0.4,0.4,0.20,+0.6,+0.6
653,Kerem Demirbay,DEU,MF,Bayer 04 Leverkusen,Bundesliga,26,1993,17.5,1,30,8,26.7,1.72,0.46,0.03,0.13,20.2,1,0,0,2.8,2.8,0.09,-1.8,-1.8
654,Diego Demme,DEU,MF,RB Leipzig,Bundesliga,27,1991,13.5,0,4,2,50.0,0.30,0.15,0.00,0.00,20.8,0,0,0,0.4,0.4,0.11,-0.4,-0.4
655,Diego Demme,DEU,MF,SSC Napoli,Serie A,27,1991,10.0,1,4,1,25.0,0.40,0.10,0.25,1.00,18.5,0,0,0,0.3,0.3,0.08,+0.7,+0.7
656,Jason Denayer,BEL,DF,Olympique Lyon,Ligue 1,24,1995,23.7,0,5,2,40.0,0.21,0.08,0.00,0.00,6.6,0,0,0,0.7,0.7,0.15,-0.7,-0.7
657,Leander Dendoncker,BEL,MF,Wolverhampton Wanderers,Premier League,24,1995,31.1,4,20,5,25.0,0.64,0.16,0.20,0.80,13.4,0,0,0,1.6,1.6,0.08,+2.4,+2.4
658,Kévin Denkey,TGO,FW,Nîmes Olympique,Ligue 1,18,2000,6.7,3,20,7,35.0,2.99,1.04,0.15,0.43,17.0,0,0,0,1.6,1.6,0.08,+1.4,+1.4
659,Stefano Denswil,NLD,DF,Bologna FC 1909,Serie A,26,1993,24.9,0,10,1,10.0,0.40,0.04,0.00,0.00,10.2,0,0,0,1.1,1.1,0.11,-1.1,-1.1
660,Fabio Depaoli,ITA,MF,UC Sampdoria,Serie A,22,1997,20.6,0,28,4,14.3,1.36,0.19,0.00,0.00,20.0,0,0,0,1.5,1.5,0.05,-1.5,-1.5
661,Memphis Depay,NLD,FW,Olympique Lyon,Ligue 1,25,1994,11.3,9,46,19,41.3,4.07,1.68,0.17,0.42,20.6,7,1,1,5.0,4.2,0.09,+4.0,+3.8
662,Kastriot Dermaku,ALB,DF,Parma Calcio 1913,Serie A,27,1992,11.4,0,3,2,66.7,0.26,0.18,0.00,0.00,12.9,0,0,0,0.8,0.8,0.25,-0.8,-0.8
663,Daniele Dessena,ITA,MF,Brescia Calcio,Serie A,32,1987,20.8,2,18,5,27.8,0.87,0.24,0.11,0.40,14.0,0,0,0,1.3,1.3,0.07,+0.7,+0.7
664,Mattia Destro,ITA,FW,Bologna FC 1909,Serie A,28,1991,2.1,0,4,2,50.0,1.95,0.97,0.00,0.00,15.2,0,0,0,0.4,0.4,0.11,-0.4,-0.4
665,Mattia Destro,ITA,FW,Genoa CFC,Serie A,28,1991,1.7,0,7,4,57.1,4.20,2.40,0.00,0.00,13.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4
666,Gerard Deulofeu,ESP,FW,Watford FC,Premier League,25,1994,23.3,4,63,22,34.9,2.70,0.94,0.05,0.14,18.5,8,1,1,5.2,4.5,0.07,-1.2,-1.5
667,Deyverson,BRA,FW,Getafe CF,La Liga,28,1991,2.3,0,4,1,25.0,1.76,0.44,0.00,0.00,27.2,1,0,0,0.6,0.6,0.14,-0.6,-0.6
668,Samuel Di Carmine,ITA,FW,Hellas Verona,Serie A,30,1988,14.4,8,30,14,46.7,2.09,0.97,0.23,0.50,11.6,0,1,2,6.3,4.8,0.16,+1.7,+2.2
669,Federico Di Francesco,ITA,FW,SPAL,Serie A,25,1994,12.0,2,23,8,34.8,1.91,0.67,0.09,0.25,17.8,1,0,0,2.4,2.4,0.10,-0.4,-0.4
670,Giovanni Di Lorenzo,ITA,DF,SSC Napoli,Serie A,25,1993,33.0,3,22,6,27.3,0.67,0.18,0.14,0.50,11.0,0,0,0,3.1,3.1,0.14,-0.1,-0.1
671,Ángel Di María,ARG,FW,Paris Saint-Germain,Ligue 1,31,1988,22.2,8,73,22,30.1,3.29,0.99,0.10,0.32,20.5,8,1,2,9.1,7.6,0.10,-1.1,-0.6
672,Boulaye Dia,SEN,FW,Stade Reims,Ligue 1,22,1996,20.1,7,39,18,46.2,1.94,0.89,0.15,0.33,14.0,0,1,1,5.3,4.6,0.12,+1.7,+1.4
673,Fousseni Diabaté,MLI,FW,Amiens SC,Ligue 1,23,1995,13.2,1,7,2,28.6,0.53,0.15,0.14,0.50,16.4,0,0,0,0.8,0.8,0.12,+0.2,+0.2
674,Moussa Diaby,FRA,FW,Bayer 04 Leverkusen,Bundesliga,20,1999,19.7,5,41,23,56.1,2.08,1.17,0.12,0.22,18.3,0,0,0,4.8,4.8,0.12,+0.2,+0.2
675,Mouctar Diakhaby,FRA,DF,Valencia CF,La Liga,22,1996,16.0,0,1,1,100.0,0.06,0.06,0.00,0.00,11.4,0,0,0,0.0,0.0,0.04,0.0,0.0
676,Bafodé Diakité,FRA,DF,FC Toulouse,Ligue 1,18,2001,15.2,2,11,5,45.5,0.72,0.33,0.18,0.40,5.9,0,0,0,1.7,1.7,0.16,+0.3,+0.3
677,Abdou Diallo,SEN,DF,Paris Saint-Germain,Ligue 1,23,1996,13.3,0,5,2,40.0,0.37,0.15,0.00,0.00,6.3,0,0,0,0.8,0.8,0.17,-0.8,-0.8
678,Amad Diallo,CIV,FW,Atalanta BC,Serie A,17,2002,0.3,1,1,1,100.0,3.33,3.33,1.00,1.00,20.2,0,0,0,0.1,0.1,0.11,+0.9,+0.9
679,Habib Diallo,SEN,FW,FC Metz,Ligue 1,24,1995,24.4,12,72,26,36.1,2.95,1.07,0.15,0.42,19.7,1,1,3,10.4,8.1,0.11,+1.6,+2.9
680,Ibrahima Diallo,FRA,MF,Stade Brest 29,Ligue 1,20,1999,17.3,0,5,2,40.0,0.29,0.12,0.00,0.00,28.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1
681,Moussa Diarra,FRA,DF,FC Toulouse,Ligue 1,18,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
682,Raphinha,BRA,MF,Stade Rennais FC,Ligue 1,22,1996,18.8,5,43,15,34.9,2.29,0.80,0.09,0.27,19.6,8,1,1,6.5,5.0,0.12,-1.5,-1.0
683,Lucas Dias,FRA,GK,Nîmes Olympique,Ligue 1,20,1999,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
684,Amadou Diawara,GIN,MF,AS Roma,Serie A,22,1997,16.9,1,9,3,33.3,0.53,0.18,0.00,0.00,26.9,0,1,1,1.0,0.3,0.03,0.0,-0.3
685,Brahim Díaz,ESP,FW,Real Madrid,La Liga,19,1999,0.7,0,3,2,66.7,4.15,2.77,0.00,0.00,15.5,0,0,0,0.4,0.4,0.15,-0.4,-0.4
686,Víctor Díaz,ESP,DF,Granada CF,La Liga,31,1988,32.0,1,16,1,6.3,0.50,0.03,0.06,1.00,24.4,0,0,0,0.7,0.7,0.05,+0.3,+0.3
687,Bakaye Dibassy,MLI,DF,Amiens SC,Ligue 1,29,1989,20.8,2,5,4,80.0,0.24,0.19,0.40,0.50,9.7,0,0,0,0.8,0.8,0.17,+1.2,+1.2
688,Eric Dier,ENG,DF,Tottenham Hotspur,Premier League,25,1994,14.9,0,8,1,12.5,0.54,0.07,0.00,0.00,14.0,1,0,0,1.0,1.0,0.12,-1.0,-1.0
689,Lucas Digne,FRA,DF,Everton FC,Premier League,26,1993,33.7,0,29,5,17.2,0.86,0.15,0.00,0.00,24.3,13,0,0,1.4,1.4,0.05,-1.4,-1.4
690,Virgil van Dijk,NLD,DF,Liverpool FC,Premier League,28,1991,38.0,5,30,14,46.7,0.79,0.37,0.17,0.36,11.3,0,0,0,2.9,2.9,0.10,+2.1,+2.1
691,Mitchell Dijks,NLD,DF,Bologna FC 1909,Serie A,26,1993,11.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
692,Javairô Dilrosun,NLD,MF,Hertha BSC,Bundesliga,21,1998,14.5,4,19,6,31.6,1.31,0.41,0.21,0.67,18.6,3,0,0,2.0,2.0,0.10,+2.0,+2.0
693,Federico Dimarco,ITA,DF,Hellas Verona,Serie A,21,1997,5.8,0,13,3,23.1,2.25,0.52,0.00,0.00,19.8,0,0,0,0.7,0.7,0.05,-0.7,-0.7
694,Federico Dimarco,ITA,DF,Inter Milan,Serie A,21,1997,0.3,0,1,0,0.0,3.33,0.00,0.00,,19.8,0,0,0,0.0,0.0,0.04,0.0,0.0
695,Tristan Dingomé,CMR,MF,Stade Reims,Ligue 1,28,1991,9.9,0,9,1,11.1,0.91,0.10,0.00,0.00,19.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4
696,Loïs Diony,FRA,FW,AS Saint-Étienne,Ligue 1,26,1992,7.4,2,14,8,57.1,1.89,1.08,0.14,0.25,16.4,2,0,0,1.4,1.4,0.10,+0.6,+0.6
697,Issa Diop,FRA,DF,West Ham United,Premier League,22,1997,30.7,3,15,6,40.0,0.49,0.20,0.20,0.50,7.7,0,0,0,1.6,1.6,0.11,+1.4,+1.4
698,Pape Diop,SEN,MF,SD Eibar,La Liga,33,1986,25.0,1,26,7,26.9,1.04,0.28,0.04,0.14,22.4,0,0,0,1.1,1.1,0.04,-0.1,-0.1
699,Assane Dioussé,SEN,MF,AS Saint-Étienne,Ligue 1,21,1997,1.3,0,1,1,100.0,0.75,0.75,0.00,0.00,21.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
700,Axel Disasi,FRA,DF,Stade Reims,Ligue 1,21,1998,27.0,1,15,2,13.3,0.56,0.07,0.07,0.50,10.4,0,0,0,2.2,2.2,0.15,-1.2,-1.2
701,Tiago Djaló,PRT,DF,LOSC Lille,Ligue 1,19,2000,7.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
702,Djené,TGO,DF,Getafe CF,La Liga,27,1991,34.0,0,5,1,20.0,0.15,0.03,0.00,0.00,11.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
703,Moussa Djenepo,MLI,MF,Southampton FC,Premier League,21,1998,10.3,2,20,7,35.0,1.94,0.68,0.10,0.29,17.4,0,0,0,2.7,2.7,0.14,-0.7,-0.7
704,Koffi Djidji,CIV,DF,Torino FC,Serie A,26,1992,9.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
705,Alexander Djiku,GHA,DF,RC Strasbourg Alsace,Ligue 1,24,1994,22.9,1,20,6,30.0,0.87,0.26,0.05,0.17,16.7,0,0,0,2.3,2.3,0.11,-1.3,-1.3
706,Berat Djimsiti,ALB,DF,Atalanta BC,Serie A,26,1993,30.9,2,22,3,13.6,0.71,0.10,0.09,0.67,9.2,0,0,0,1.8,1.8,0.08,+0.2,+0.2
707,Näis Djouahra,FRA,FW,Real Sociedad,La Liga,19,1999,0.3,0,1,0,0.0,3.10,0.00,0.00,,16.1,0,0,0,0.1,0.1,0.08,-0.1,-0.1
708,Marko Dmitrovic,SRB,GK,SD Eibar,La Liga,27,1992,35.0,0,1,1,100.0,0.03,0.03,0.00,0.00,7.0,0,0,0,0.4,0.4,0.42,-0.4,-0.4
709,Matt Doherty,IRL,DF,Wolverhampton Wanderers,Premier League,27,1992,31.5,4,34,15,44.1,1.08,0.48,0.12,0.27,10.9,0,0,0,5.2,5.2,0.15,-1.2,-1.2
710,Kasper Dolberg,DNK,FW,OGC Nice,Ligue 1,21,1997,21.0,11,42,25,59.5,2.00,1.19,0.26,0.44,13.6,0,0,0,7.2,7.2,0.17,+3.8,+3.8
711,Keagan Dolly,ZAF,MF,Montpellier HSC,Ligue 1,26,1993,1.6,0,4,2,50.0,2.43,1.22,0.00,0.00,28.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
712,Jaume Doménech,ESP,GK,Valencia CF,La Liga,28,1990,14.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
713,Nicolás Domínguez,ARG,MF,Bologna FC 1909,Serie A,21,1998,7.8,0,10,1,10.0,1.29,0.13,0.00,0.00,22.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5
714,Giulio Donati,ITA,DF,US Lecce,Serie A,29,1990,19.6,1,9,2,22.2,0.46,0.10,0.11,0.50,22.0,0,0,0,0.5,0.5,0.06,+0.5,+0.5
715,Dong-won Ji,KOR,FW,1.FSV Mainz 05,Bundesliga,28,1991,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
716,Anastasios Donis,GRC,FW,Stade Reims,Ligue 1,22,1996,6.8,0,15,7,46.7,2.22,1.03,0.00,0.00,20.7,0,0,0,1.1,1.1,0.07,-1.1,-1.1
717,Alfredo Donnarumma,ITA,FW,Brescia Calcio,Serie A,28,1990,18.7,7,38,13,34.2,2.03,0.69,0.13,0.38,16.2,0,2,2,6.6,5.1,0.13,+0.4,-0.1
718,Gianluigi Donnarumma,ITA,GK,AC Milan,Serie A,20,1999,35.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
719,Gabriel,BRA,DF,LOSC Lille,Ligue 1,21,1997,23.2,1,16,3,18.8,0.69,0.13,0.06,0.33,10.9,0,0,0,0.9,0.9,0.06,+0.1,+0.1
720,Mathieu Dossevi,TGO,MF,FC Toulouse,Ligue 1,31,1988,19.5,1,22,3,13.6,1.13,0.15,0.05,0.33,18.9,1,0,0,1.7,1.7,0.08,-0.7,-0.7
721,Bas Dost,NLD,FW,Eintracht Frankfurt,Bundesliga,30,1989,16.4,8,32,17,53.1,1.95,1.04,0.25,0.47,8.9,0,0,0,6.7,6.7,0.21,+1.3,+1.3
722,Abdoulaye Doucouré,FRA,MF,Watford FC,Premier League,26,1993,35.1,4,62,12,19.4,1.77,0.34,0.06,0.33,16.7,0,0,0,5.3,5.3,0.09,-1.3,-1.3
723,Mamadou Doucouré,FRA,MF,Borussia Mönchengladbach,Bundesliga,21,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
724,Moussa Doumbia,MLI,FW,Stade Reims,Ligue 1,24,1994,19.1,2,41,8,19.5,2.15,0.42,0.02,0.13,23.3,3,1,1,2.9,2.1,0.05,-0.9,-1.1
725,Souleyman Doumbia,CIV,DF,SCO Angers,Ligue 1,22,1996,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
726,Souleyman Doumbia,CIV,DF,Stade Rennais FC,Ligue 1,22,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
727,Tommy Doyle,ENG,MF,Manchester City,Premier League,17,2001,0.2,0,1,1,100.0,5.63,5.63,0.00,0.00,19.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1
728,Mohamed Dräger,TUN,DF,SC Paderborn 07,Bundesliga,23,1996,16.2,1,15,3,20.0,0.93,0.19,0.07,0.33,19.5,0,0,0,1.2,1.2,0.08,-0.2,-0.2
729,Aleksandar Dragovic,AUT,DF,Bayer 04 Leverkusen,Bundesliga,28,1991,11.4,0,2,0,0.0,0.17,0.00,0.00,,6.0,0,0,0,0.5,0.5,0.25,-0.5,-0.5
730,Bartlomiej Dragowski,POL,GK,ACF Fiorentina,Serie A,21,1997,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
731,Julian Draxler,DEU,MF,Paris Saint-Germain,Ligue 1,25,1993,7.6,0,13,6,46.2,1.71,0.79,0.00,0.00,17.8,0,0,0,1.5,1.5,0.11,-1.5,-1.5
732,Dominick Drexler,DEU,MF,1. FC Köln,Bundesliga,29,1990,17.6,3,20,8,40.0,1.13,0.45,0.15,0.38,17.9,0,0,0,2.4,2.4,0.12,+0.6,+0.6
733,Danny Drinkwater,ENG,MF,Aston Villa,Premier League,29,1990,2.9,0,2,0,0.0,0.69,0.00,0.00,,19.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
734,Danny Drinkwater,ENG,MF,Burnley FC,Premier League,29,1990,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
735,Josip Drmic,CHE,FW,Norwich City,Premier League,26,1992,7.2,1,13,5,38.5,1.81,0.70,0.08,0.20,13.2,0,0,0,2.6,2.6,0.23,-1.6,-1.6
736,Domingos Duarte,PRT,DF,Granada CF,La Liga,24,1995,34.3,3,10,4,40.0,0.29,0.12,0.30,0.75,7.6,0,0,0,1.2,1.2,0.12,+1.8,+1.8
737,Léo Duarte,BRA,DF,AC Milan,Serie A,23,1996,4.5,0,3,0,0.0,0.67,0.00,0.00,,7.4,0,0,0,0.3,0.3,0.12,-0.3,-0.3
738,Óscar Duarte,CRI,DF,Levante UD,La Liga,30,1989,5.4,0,4,1,25.0,0.74,0.19,0.00,0.00,8.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
739,Rubén Duarte,ESP,DF,Deportivo Alavés,La Liga,23,1995,29.6,0,20,8,40.0,0.68,0.27,0.00,0.00,17.3,0,0,0,1.3,1.3,0.06,-1.3,-1.3
740,Edgaras Dubickas,LTU,DF,US Lecce,Serie A,21,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
741,Léo Dubois,FRA,DF,Olympique Lyon,Ligue 1,24,1994,15.0,0,5,0,0.0,0.33,0.00,0.00,,24.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1
742,Martin Dubravka,SVK,GK,Newcastle United,Premier League,30,1989,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
743,Ondrej Duda,SVK,MF,Norwich City,Premier League,24,1994,8.0,0,10,3,30.0,1.24,0.37,0.00,0.00,20.4,2,0,0,0.7,0.7,0.07,-0.7,-0.7
744,Ondrej Duda,SVK,MF,Hertha BSC,Bundesliga,24,1994,5.0,0,7,5,71.4,1.41,1.01,0.00,0.00,20.4,2,0,0,0.5,0.5,0.08,-0.5,-0.5
745,Shane Duffy,IRL,DF,Brighton & Hove Albion,Premier League,27,1992,13.8,1,6,1,16.7,0.44,0.07,0.17,1.00,11.4,0,0,0,1.5,1.5,0.25,-0.5,-0.5
746,Haris Duljevic,BIH,FW,Nîmes Olympique,Ligue 1,25,1993,5.8,0,14,4,28.6,2.42,0.69,0.00,0.00,24.5,0,0,0,0.9,0.9,0.06,-0.9,-0.9
747,Paul Dummett,WAL,DF,Newcastle United,Premier League,27,1991,13.6,0,1,1,100.0,0.07,0.07,0.00,0.00,7.8,0,0,0,0.0,0.0,0.04,0.0,0.0
748,Alfred Duncan,GHA,MF,ACF Fiorentina,Serie A,26,1993,9.9,1,15,5,33.3,1.52,0.51,0.07,0.20,22.6,0,0,0,0.8,0.8,0.05,+0.2,+0.2
749,Alfred Duncan,GHA,MF,US Sassuolo,Serie A,26,1993,9.4,1,15,3,20.0,1.60,0.32,0.07,0.33,22.9,0,0,0,1.4,1.4,0.09,-0.4,-0.4
750,Lewis Dunk,ENG,DF,Brighton & Hove Albion,Premier League,27,1991,35.9,3,30,10,33.3,0.84,0.28,0.10,0.30,11.0,5,0,0,4.0,4.0,0.13,-1.0,-1.0
751,Erik Durm,DEU,DF,Eintracht Frankfurt,Bundesliga,27,1992,5.7,0,13,3,23.1,2.29,0.53,0.00,0.00,18.2,0,0,0,0.7,0.7,0.05,-0.7,-0.7
752,Riza Durmisi,DNK,DF,OGC Nice,Ligue 1,25,1994,1.8,0,1,1,100.0,0.56,0.56,0.00,0.00,31.4,1,0,0,0.0,0.0,0.03,0.0,0.0
753,Hugo Duro,ESP,FW,Getafe CF,La Liga,19,1999,4.2,1,6,3,50.0,1.43,0.71,0.17,0.33,9.5,0,0,0,1.0,1.0,0.16,0.0,0.0
754,Jean-Kevin Duverne,FRA,DF,Stade Brest 29,Ligue 1,22,1997,13.1,0,2,1,50.0,0.15,0.08,0.00,0.00,16.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
755,Paulo Dybala,ARG,FW,Juventus FC,Serie A,25,1993,23.9,11,100,35,35.0,4.18,1.46,0.10,0.29,19.2,10,1,1,8.8,8.0,0.08,+2.2,+2.0
756,Edin Dzeko,BIH,FW,AS Roma,Serie A,33,1986,31.7,16,125,46,36.8,3.94,1.45,0.13,0.35,12.6,0,0,0,18.1,18.1,0.15,-2.1,-2.1
757,Blerim Dzemaili,CHE,MF,Bologna FC 1909,Serie A,33,1986,7.8,1,16,4,25.0,2.06,0.52,0.06,0.25,22.4,0,0,0,0.6,0.6,0.03,+0.4,+0.4
758,Bruno Ecuele Manga,GAB,DF,Dijon FCO,Ligue 1,31,1988,28.0,0,17,0,0.0,0.61,0.00,0.00,,12.9,0,0,0,1.2,1.2,0.07,-1.2,-1.2
759,Simone Edera,ITA,MF,Torino FC,Serie A,22,1997,4.4,1,14,7,50.0,3.17,1.58,0.07,0.14,19.0,1,0,0,0.9,0.9,0.07,+0.1,+0.1
760,Ederson,BRA,GK,Manchester City,Premier League,25,1993,34.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
761,John Egan,IRL,DF,Sheffield United,Premier League,26,1992,35.4,2,28,5,17.9,0.79,0.14,0.07,0.40,8.8,0,0,0,2.3,2.3,0.08,-0.3,-0.3
762,Johannes Eggestein,DEU,MF,SV Werder Bremen,Bundesliga,21,1998,5.7,1,15,6,40.0,2.65,1.06,0.07,0.17,17.9,0,0,0,0.9,0.9,0.06,+0.1,+0.1
763,Maximilian Eggestein,DEU,MF,SV Werder Bremen,Bundesliga,22,1996,31.7,1,42,11,26.2,1.32,0.35,0.02,0.09,20.9,0,0,0,2.5,2.5,0.06,-1.5,-1.5
764,Kingsley Ehizibue,NLD,DF,1. FC Köln,Bundesliga,24,1995,25.9,1,12,4,33.3,0.46,0.15,0.08,0.25,21.0,0,0,0,1.0,1.0,0.08,0.0,0.0
765,Albin Ekdal,SWE,MF,UC Sampdoria,Serie A,30,1989,26.5,0,17,2,11.8,0.64,0.08,0.00,0.00,18.3,0,0,0,1.6,1.6,0.09,-1.6,-1.6
766,Harvey Elliott,ENG,DF,Liverpool FC,Premier League,16,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
767,Eljif Elmas,MKD,MF,SSC Napoli,Serie A,19,1999,12.6,1,23,8,34.8,1.83,0.63,0.04,0.13,16.2,0,0,0,1.9,1.9,0.08,-0.9,-0.9
768,Ilay Elmkies,ISR,MF,TSG 1899 Hoffenheim,Bundesliga,19,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
769,Ahmed Elmohamady,EGY,DF,Aston Villa,Premier League,31,1987,11.5,1,5,1,20.0,0.44,0.09,0.20,1.00,11.1,0,0,0,0.2,0.2,0.04,+0.8,+0.8
770,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,25,1994,16.8,0,8,1,12.5,0.48,0.06,0.00,0.00,9.5,0,0,0,0.7,0.7,0.09,-0.7,-0.7
771,Nico Elvedi,CHE,DF,Borussia Mönchengladbach,Bundesliga,22,1996,29.1,1,8,1,12.5,0.28,0.03,0.13,1.00,9.0,0,0,0,0.6,0.6,0.08,+0.4,+0.4
772,Rodrigo Ely,BRA,DF,Deportivo Alavés,La Liga,25,1993,23.6,2,6,3,50.0,0.25,0.13,0.33,0.67,8.3,0,0,0,0.7,0.7,0.11,+1.3,+1.3
773,Adrián Embarba,ESP,MF,RCD Espanyol Barcelona,La Liga,27,1992,15.2,2,37,14,37.8,2.43,0.92,0.03,0.07,25.4,12,1,1,2.8,2.1,0.06,-0.8,-1.1
774,Breel Embolo,CHE,FW,Borussia Mönchengladbach,Bundesliga,22,1997,17.2,8,44,18,40.9,2.55,1.05,0.18,0.44,12.0,0,0,1,9.0,8.2,0.19,-1.0,-0.2
775,Emerson Royal,BRA,DF,Real Betis Balompié,La Liga,20,1999,31.5,3,23,4,17.4,0.73,0.13,0.13,0.75,15.8,0,0,0,1.2,1.2,0.05,+1.8,+1.8
776,Renaud Emond,BEL,FW,FC Nantes,Ligue 1,27,1991,3.2,0,4,1,25.0,1.23,0.31,0.00,0.00,9.3,0,0,0,0.9,0.9,0.23,-0.9,-0.9
777,Alan Empereur,BRA,DF,Hellas Verona,Serie A,25,1994,9.5,0,2,0,0.0,0.21,0.00,0.00,,11.5,0,0,0,0.0,0.0,0.02,0.0,0.0
778,Youssef En-Nesyri,MAR,FW,CD Leganés,La Liga,22,1997,15.4,4,39,18,46.2,2.53,1.17,0.10,0.22,14.5,0,0,0,3.9,3.9,0.10,+0.1,+0.1
779,Youssef En-Nesyri,MAR,FW,Sevilla FC,La Liga,22,1997,8.8,4,21,8,38.1,2.37,0.90,0.19,0.50,10.9,0,0,0,3.6,3.6,0.17,+0.4,+0.4
780,Björn Engels,BEL,DF,Aston Villa,Premier League,24,1994,16.1,1,7,1,14.3,0.44,0.06,0.14,1.00,6.2,0,0,0,0.8,0.8,0.11,+0.2,+0.2
781,Sergi Enrich,ESP,FW,SD Eibar,La Liga,29,1990,20.7,1,30,6,20.0,1.45,0.29,0.03,0.17,10.3,0,0,0,2.6,2.6,0.09,-1.6,-1.6
782,Javi Eraso,ESP,MF,CD Leganés,La Liga,29,1990,9.1,0,10,4,40.0,1.10,0.44,0.00,0.00,18.3,1,0,0,0.6,0.6,0.06,-0.6,-0.6
783,Christian Eriksen,DNK,MF,Tottenham Hotspur,Premier League,27,1992,12.2,2,26,9,34.6,2.13,0.74,0.08,0.22,24.2,7,0,0,1.9,1.9,0.07,+0.1,+0.1
784,Christian Eriksen,DNK,MF,Inter Milan,Serie A,27,1992,7.8,1,25,9,36.0,3.20,1.15,0.04,0.11,19.8,5,0,0,2.4,2.4,0.12,-1.4,-1.4
785,Gonzalo Escalante,ARG,MF,SD Eibar,La Liga,26,1993,18.6,0,23,5,21.7,1.24,0.27,0.00,0.00,14.2,0,0,0,1.7,1.7,0.07,-1.7,-1.7
786,Aarón Escandell,ESP,GK,Granada CF,La Liga,23,1995,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
787,Sergio Escudero,ESP,DF,Sevilla FC,La Liga,29,1989,8.6,1,8,6,75.0,0.93,0.70,0.13,0.17,19.8,0,0,0,0.8,0.8,0.09,+0.2,+0.2
788,Gabriel Strefezza,BRA,DF,SPAL,Serie A,22,1997,23.4,1,53,11,20.8,2.26,0.47,0.02,0.09,20.4,0,0,0,2.3,2.3,0.04,-1.3,-1.3
