Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,CrdY,CrdR,2CrdY,FlsCom,FlsRec,Off,Crs,Int,TklW,PKRec,PKCom,OG,Recov,AWon,ALost,AWon%
639,Troy Deeney,ENG,FW,Watford FC,Premier League,31,1988,24.7,3,0,0,37,37,12,14,6,17,1,0,0,119,174,290,37.5
640,Grégoire Defrel,MTQ,FW,US Sassuolo,Serie A,28,1991,10.9,1,0,0,16,12,4,2,3,9,0,0,0,57,6,22,21.4
641,Alessandro Deiola,ITA,MF,Cagliari Calcio,Serie A,23,1995,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
642,Alessandro Deiola,ITA,MF,US Lecce,Serie A,23,1995,8.0,3,0,0,7,8,0,5,6,12,0,0,0,72,2,6,25.0
643,Romain Del Castillo,FRA,FW,Stade Rennais FC,Ligue 1,23,1996,13.8,2,0,0,21,22,4,26,7,19,0,0,0,89,20,30,40.0
644,Thomas Delaine,FRA,DF,FC Metz,Ligue 1,27,1992,13.9,4,0,0,21,11,0,49,12,14,0,0,0,105,3,16,15.8
645,Thomas Delaney,DNK,MF,Borussia Dortmund,Bundesliga,27,1991,9.2,4,0,0,20,12,1,1,23,16,0,0,1,105,22,14,61.1
646,Paul Delecroix,FRA,GK,FC Metz,Ligue 1,30,1988,1.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,
647,Cristian Dell'Orco,ITA,DF,US Lecce,Serie A,25,1994,11.2,2,1,1,16,9,0,26,11,16,0,0,0,84,24,11,68.6
648,Andy Delort,DZA,FW,Montpellier HSC,Ligue 1,27,1991,25.3,5,0,0,69,39,21,84,7,20,0,0,0,118,64,77,45.4
649,Fabian Delph,ENG,MF,Everton FC,Premier League,29,1989,13.2,5,1,1,18,7,0,4,13,11,0,0,0,175,12,10,54.5
650,Moussa Dembélé,FRA,FW,Olympique Lyon,Ligue 1,23,1996,24.3,3,0,0,43,24,11,9,4,9,3,0,0,78,58,79,42.3
651,Ousmane Dembélé,FRA,FW,FC Barcelona,La Liga,22,1997,4.0,1,1,0,1,5,4,15,0,0,0,0,0,21,1,2,33.3
652,Merih Demiral,TUR,DF,Juventus FC,Serie A,21,1998,4.6,1,0,0,5,1,1,0,1,7,0,1,0,39,22,6,78.6
653,Kerem Demirbay,DEU,MF,Bayer 04 Leverkusen,Bundesliga,26,1993,17.5,4,1,1,24,18,1,26,19,22,0,0,0,172,22,15,59.5
654,Diego Demme,DEU,MF,RB Leipzig,Bundesliga,27,1991,13.5,3,0,0,19,13,0,6,12,28,0,0,0,139,10,17,37.0
655,Diego Demme,DEU,MF,SSC Napoli,Serie A,27,1991,10.0,6,0,0,25,11,0,4,4,13,0,0,0,85,5,9,35.7
656,Jason Denayer,BEL,DF,Olympique Lyon,Ligue 1,24,1995,23.7,0,0,0,9,1,0,2,11,16,0,0,0,182,46,32,59.0
657,Leander Dendoncker,BEL,MF,Wolverhampton Wanderers,Premier League,24,1995,31.1,5,0,0,30,9,0,7,23,40,0,1,1,302,90,70,56.3
658,Kévin Denkey,TGO,FW,Nîmes Olympique,Ligue 1,18,2000,6.7,1,0,0,23,12,2,5,0,9,0,0,0,31,12,35,25.5
659,Stefano Denswil,NLD,DF,Bologna FC 1909,Serie A,26,1993,24.9,7,1,1,29,29,1,3,20,35,0,1,1,235,53,23,69.7
660,Fabio Depaoli,ITA,MF,UC Sampdoria,Serie A,22,1997,20.6,7,0,0,59,30,3,61,14,26,1,1,0,155,25,45,35.7
661,Memphis Depay,NLD,FW,Olympique Lyon,Ligue 1,25,1994,11.3,0,0,0,8,18,3,15,4,9,1,0,0,53,2,11,15.4
662,Kastriot Dermaku,ALB,DF,Parma Calcio 1913,Serie A,27,1992,11.4,2,0,0,18,4,0,0,7,6,0,1,0,77,29,11,72.5
663,Daniele Dessena,ITA,MF,Brescia Calcio,Serie A,32,1987,20.8,7,1,1,26,20,0,11,6,15,2,1,0,166,22,28,44.0
664,Mattia Destro,ITA,FW,Bologna FC 1909,Serie A,28,1991,2.1,2,0,0,6,2,1,0,2,3,0,0,0,5,2,13,13.3
665,Mattia Destro,ITA,FW,Genoa CFC,Serie A,28,1991,1.7,0,0,0,3,2,1,0,2,0,0,0,0,5,4,10,28.6
666,Gerard Deulofeu,ESP,FW,Watford FC,Premier League,25,1994,23.3,3,0,0,27,22,18,59,26,21,1,0,0,164,3,15,16.7
667,Deyverson,BRA,FW,Getafe CF,La Liga,28,1991,2.3,2,0,0,7,0,1,1,1,0,0,0,0,14,15,10,60.0
668,Samuel Di Carmine,ITA,FW,Hellas Verona,Serie A,30,1988,14.4,3,0,0,33,26,17,9,0,2,2,0,0,49,29,45,39.2
669,Federico Di Francesco,ITA,FW,SPAL,Serie A,25,1994,12.0,4,0,0,19,30,4,22,4,6,1,0,0,71,7,16,30.4
670,Giovanni Di Lorenzo,ITA,DF,SSC Napoli,Serie A,25,1993,33.0,5,0,0,32,52,3,53,13,43,0,0,0,234,65,52,55.6
671,Ángel Di María,ARG,FW,Paris Saint-Germain,Ligue 1,31,1988,22.2,2,0,0,12,22,6,92,10,13,0,0,0,142,1,4,20.0
672,Boulaye Dia,SEN,FW,Stade Reims,Ligue 1,22,1996,20.1,0,0,0,24,25,14,9,9,13,1,0,0,84,27,80,25.2
673,Fousseni Diabaté,MLI,FW,Amiens SC,Ligue 1,23,1995,13.2,3,0,0,12,9,2,28,8,10,0,0,0,115,9,14,39.1
674,Moussa Diaby,FRA,FW,Bayer 04 Leverkusen,Bundesliga,20,1999,19.7,3,0,0,13,20,9,85,8,4,0,0,0,118,3,14,17.6
675,Mouctar Diakhaby,FRA,DF,Valencia CF,La Liga,22,1996,16.0,5,0,0,17,14,2,1,4,10,0,1,0,136,35,20,63.6
676,Bafodé Diakité,FRA,DF,FC Toulouse,Ligue 1,18,2001,15.2,1,1,0,5,4,0,5,15,14,0,0,0,131,25,17,59.5
677,Abdou Diallo,SEN,DF,Paris Saint-Germain,Ligue 1,23,1996,13.3,4,0,0,24,7,0,6,8,10,0,0,0,123,17,11,60.7
678,Amad Diallo,CIV,FW,Atalanta BC,Serie A,17,2002,0.3,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,
679,Habib Diallo,SEN,FW,FC Metz,Ligue 1,24,1995,24.4,2,1,0,36,22,17,12,4,2,0,0,0,102,99,161,38.1
680,Ibrahima Diallo,FRA,MF,Stade Brest 29,Ligue 1,20,1999,17.3,2,0,0,18,22,0,3,15,38,0,0,0,199,17,13,56.7
681,Moussa Diarra,FRA,DF,FC Toulouse,Ligue 1,18,2000,1.0,0,0,0,0,1,0,0,3,1,0,0,0,10,3,3,50.0
682,Raphinha,BRA,MF,Stade Rennais FC,Ligue 1,22,1996,18.8,4,0,0,19,32,4,45,13,20,0,0,0,138,15,18,45.5
683,Lucas Dias,FRA,GK,Nîmes Olympique,Ligue 1,20,1999,3.5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,
684,Amadou Diawara,GIN,MF,AS Roma,Serie A,22,1997,16.9,4,0,0,28,18,0,2,18,32,0,0,0,155,9,9,50.0
685,Brahim Díaz,ESP,FW,Real Madrid,La Liga,19,1999,0.7,1,0,0,1,6,0,1,2,1,0,0,0,6,0,1,0.0
686,Víctor Díaz,ESP,DF,Granada CF,La Liga,31,1988,32.0,4,0,0,20,12,1,68,27,45,0,0,0,304,54,45,54.5
687,Bakaye Dibassy,MLI,DF,Amiens SC,Ligue 1,29,1989,20.8,5,1,0,21,12,0,7,34,19,0,0,1,179,24,36,40.0
688,Eric Dier,ENG,DF,Tottenham Hotspur,Premier League,25,1994,14.9,5,0,0,19,4,1,1,6,14,0,1,0,170,79,36,68.7
689,Lucas Digne,FRA,DF,Everton FC,Premier League,26,1993,33.7,6,0,0,45,28,3,153,24,39,0,1,1,363,112,53,67.9
690,Virgil van Dijk,NLD,DF,Liverpool FC,Premier League,28,1991,38.0,1,0,0,16,25,1,0,24,20,0,0,0,505,183,43,81.0
691,Mitchell Dijks,NLD,DF,Bologna FC 1909,Serie A,26,1993,11.2,4,0,0,21,13,3,23,5,10,0,1,0,101,9,11,45.0
692,Javairô Dilrosun,NLD,MF,Hertha BSC,Bundesliga,21,1998,14.5,2,0,0,6,19,3,34,19,6,0,0,0,109,4,15,21.1
693,Federico Dimarco,ITA,DF,Hellas Verona,Serie A,21,1997,5.8,1,0,0,9,7,2,26,2,6,0,0,1,64,3,4,42.9
694,Federico Dimarco,ITA,DF,Inter Milan,Serie A,21,1997,0.3,0,0,0,1,0,0,0,0,1,0,0,0,5,0,1,0.0
695,Tristan Dingomé,CMR,MF,Stade Reims,Ligue 1,28,1991,9.9,1,0,0,20,10,0,8,4,7,0,0,0,64,1,9,10.0
696,Loïs Diony,FRA,FW,AS Saint-Étienne,Ligue 1,26,1992,7.4,1,0,0,11,8,4,11,0,8,0,0,0,20,8,33,19.5
697,Issa Diop,FRA,DF,West Ham United,Premier League,22,1997,30.7,8,0,0,31,11,1,1,32,16,0,3,0,306,84,39,68.3
698,Pape Diop,SEN,MF,SD Eibar,La Liga,33,1986,25.0,7,0,0,53,34,1,5,20,27,0,0,0,319,61,35,63.5
699,Assane Dioussé,SEN,MF,AS Saint-Étienne,Ligue 1,21,1997,1.3,1,0,0,3,0,0,0,1,1,0,0,0,21,1,1,50.0
700,Axel Disasi,FRA,DF,Stade Reims,Ligue 1,21,1998,27.0,3,0,0,37,24,0,1,11,23,0,2,0,268,73,45,61.9
701,Tiago Djaló,PRT,DF,LOSC Lille,Ligue 1,19,2000,7.3,1,0,0,9,5,0,1,5,8,0,1,0,69,10,8,55.6
702,Djené,TGO,DF,Getafe CF,La Liga,27,1991,34.0,5,0,0,42,25,1,6,32,28,0,2,1,458,96,59,61.9
703,Moussa Djenepo,MLI,MF,Southampton FC,Premier League,21,1998,10.3,4,1,0,23,30,3,16,7,18,0,0,0,55,5,14,26.3
704,Koffi Djidji,CIV,DF,Torino FC,Serie A,26,1992,9.5,0,0,0,12,2,0,0,9,13,0,1,1,94,11,12,47.8
705,Alexander Djiku,GHA,DF,RC Strasbourg Alsace,Ligue 1,24,1994,22.9,6,0,0,37,23,0,4,38,40,0,1,0,245,67,18,78.8
706,Berat Djimsiti,ALB,DF,Atalanta BC,Serie A,26,1993,30.9,5,0,0,32,37,0,2,31,25,0,1,0,366,116,42,73.4
707,Näis Djouahra,FRA,FW,Real Sociedad,La Liga,19,1999,0.3,0,0,0,1,0,0,3,0,0,0,0,0,2,2,0,100.0
708,Marko Dmitrovic,SRB,GK,SD Eibar,La Liga,27,1992,35.0,3,0,0,1,1,0,0,0,0,0,0,0,205,0,0,
709,Matt Doherty,IRL,DF,Wolverhampton Wanderers,Premier League,27,1992,31.5,1,0,0,28,19,3,38,19,33,1,1,0,255,107,92,53.8
710,Kasper Dolberg,DNK,FW,OGC Nice,Ligue 1,21,1997,21.0,2,0,0,26,36,7,3,9,8,0,0,0,38,17,20,45.9
711,Keagan Dolly,ZAF,MF,Montpellier HSC,Ligue 1,26,1993,1.6,1,0,0,6,0,0,1,2,1,0,0,0,18,2,1,66.7
712,Jaume Doménech,ESP,GK,Valencia CF,La Liga,28,1990,14.7,1,0,0,0,0,0,0,0,0,0,0,0,68,0,0,
713,Nicolás Domínguez,ARG,MF,Bologna FC 1909,Serie A,21,1998,7.8,1,0,0,16,6,0,5,8,16,0,0,0,105,4,7,36.4
714,Giulio Donati,ITA,DF,US Lecce,Serie A,29,1990,19.6,4,0,0,17,29,0,52,16,25,0,0,1,137,15,10,60.0
715,Dong-won Ji,KOR,FW,1.FSV Mainz 05,Bundesliga,28,1991,1.1,1,0,0,3,2,1,1,0,0,0,0,0,1,3,4,42.9
716,Anastasios Donis,GRC,FW,Stade Reims,Ligue 1,22,1996,6.8,1,0,0,17,8,5,17,0,3,0,0,0,31,7,21,25.0
717,Alfredo Donnarumma,ITA,FW,Brescia Calcio,Serie A,28,1990,18.7,1,0,0,18,33,11,9,6,7,0,0,0,81,12,39,23.5
718,Gianluigi Donnarumma,ITA,GK,AC Milan,Serie A,20,1999,35.6,3,0,0,1,4,0,0,0,0,0,0,0,152,0,0,
719,Gabriel,BRA,DF,LOSC Lille,Ligue 1,21,1997,23.2,3,0,0,18,26,0,4,12,31,0,0,1,254,88,36,71.0
720,Mathieu Dossevi,TGO,MF,FC Toulouse,Ligue 1,31,1988,19.5,0,0,0,23,22,5,96,8,22,0,0,0,128,7,23,23.3
721,Bas Dost,NLD,FW,Eintracht Frankfurt,Bundesliga,30,1989,16.4,2,0,0,16,13,9,1,4,4,0,0,0,69,125,52,70.6
722,Abdoulaye Doucouré,FRA,MF,Watford FC,Premier League,26,1993,35.1,9,0,0,51,15,6,27,22,49,0,1,1,440,53,53,50.0
723,Mamadou Doucouré,FRA,MF,Borussia Mönchengladbach,Bundesliga,21,1998,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
724,Moussa Doumbia,MLI,FW,Stade Reims,Ligue 1,24,1994,19.1,8,1,1,22,55,1,36,20,14,1,0,0,158,5,20,20.0
725,Souleyman Doumbia,CIV,DF,Stade Rennais FC,Ligue 1,22,1996,1.0,0,0,0,1,0,0,1,0,0,0,0,0,9,0,1,0.0
726,Souleyman Doumbia,CIV,DF,SCO Angers,Ligue 1,22,1996,5.0,1,0,0,5,2,0,12,4,4,0,0,0,43,4,6,40.0
727,Tommy Doyle,ENG,MF,Manchester City,Premier League,17,2001,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
728,Mohamed Dräger,TUN,DF,SC Paderborn 07,Bundesliga,23,1996,16.2,2,0,0,16,23,0,23,15,26,0,0,0,146,8,13,38.1
729,Aleksandar Dragovic,AUT,DF,Bayer 04 Leverkusen,Bundesliga,28,1991,11.4,7,1,1,17,6,0,0,7,15,0,1,0,121,22,13,62.9
730,Bartlomiej Dragowski,POL,GK,ACF Fiorentina,Serie A,21,1997,31.0,1,0,0,1,6,0,0,0,0,0,1,0,175,0,0,
731,Julian Draxler,DEU,MF,Paris Saint-Germain,Ligue 1,25,1993,7.6,5,0,0,17,4,0,5,8,8,0,0,0,59,3,1,75.0
732,Dominick Drexler,DEU,MF,1. FC Köln,Bundesliga,29,1990,17.6,5,0,0,26,39,8,38,22,19,0,1,0,163,18,32,36.0
733,Danny Drinkwater,ENG,MF,Aston Villa,Premier League,29,1990,2.9,1,0,0,7,1,0,1,7,5,0,0,0,46,2,2,50.0
734,Danny Drinkwater,ENG,MF,Burnley FC,Premier League,29,1990,0.6,0,0,0,1,0,0,0,2,2,0,0,0,8,0,1,0.0
735,Josip Drmic,CHE,FW,Norwich City,Premier League,26,1992,7.2,0,1,0,6,4,7,3,3,3,0,0,0,49,12,40,23.1
736,Domingos Duarte,PRT,DF,Granada CF,La Liga,24,1995,34.3,7,0,0,39,22,4,5,15,21,0,4,0,297,87,47,64.9
737,Léo Duarte,BRA,DF,AC Milan,Serie A,23,1996,4.5,2,0,0,3,2,0,0,2,1,0,0,0,32,11,8,57.9
738,Óscar Duarte,CRI,DF,Levante UD,La Liga,30,1989,5.4,0,0,0,10,3,0,0,3,7,0,1,0,38,13,14,48.1
739,Rubén Duarte,ESP,DF,Deportivo Alavés,La Liga,23,1995,29.6,11,0,0,45,39,0,44,19,38,1,5,0,289,58,49,54.2
740,Edgaras Dubickas,LTU,DF,US Lecce,Serie A,21,1998,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
741,Léo Dubois,FRA,DF,Olympique Lyon,Ligue 1,24,1994,15.0,3,0,0,17,11,1,45,13,21,0,0,0,124,19,8,70.4
742,Martin Dubravka,SVK,GK,Newcastle United,Premier League,30,1989,38.0,0,0,0,0,4,0,0,0,0,0,0,0,170,0,0,
743,Ondrej Duda,SVK,MF,Norwich City,Premier League,24,1994,8.0,0,0,0,9,13,2,8,5,15,0,0,0,66,8,20,28.6
744,Ondrej Duda,SVK,MF,Hertha BSC,Bundesliga,24,1994,5.0,2,0,0,12,11,0,6,3,3,0,0,0,43,7,11,38.9
745,Shane Duffy,IRL,DF,Brighton & Hove Albion,Premier League,27,1992,13.8,2,0,0,14,10,0,1,13,9,0,0,0,136,63,17,78.8
746,Haris Duljevic,BIH,FW,Nîmes Olympique,Ligue 1,25,1993,5.8,0,0,0,4,8,1,13,2,9,0,0,0,32,3,9,25.0
747,Paul Dummett,WAL,DF,Newcastle United,Premier League,27,1991,13.6,2,0,0,4,6,0,14,15,6,0,0,1,121,35,23,60.3
748,Alfred Duncan,GHA,MF,ACF Fiorentina,Serie A,26,1993,9.9,2,0,0,9,10,0,10,5,7,0,0,0,65,4,6,40.0
749,Alfred Duncan,GHA,MF,US Sassuolo,Serie A,26,1993,9.4,3,0,0,17,13,0,5,6,11,0,2,0,67,5,8,38.5
750,Lewis Dunk,ENG,DF,Brighton & Hove Albion,Premier League,27,1991,35.9,9,0,0,19,19,1,2,36,28,0,0,0,410,84,44,65.6
751,Erik Durm,DEU,DF,Eintracht Frankfurt,Bundesliga,27,1992,5.7,0,0,0,4,4,0,14,3,8,0,0,0,59,5,10,33.3
752,Riza Durmisi,DNK,DF,OGC Nice,Ligue 1,25,1994,1.8,0,0,0,1,0,0,2,1,1,0,0,0,8,0,3,0.0
753,Hugo Duro,ESP,FW,Getafe CF,La Liga,19,1999,4.2,3,0,0,11,16,1,3,1,2,1,0,0,23,14,38,26.9
754,Jean-Kevin Duverne,FRA,DF,Stade Brest 29,Ligue 1,22,1997,13.1,0,0,0,10,9,0,0,16,11,0,1,0,154,23,26,46.9
755,Paulo Dybala,ARG,FW,Juventus FC,Serie A,25,1993,23.9,5,0,0,24,54,6,41,12,18,3,0,0,125,3,9,25.0
756,Edin Dzeko,BIH,FW,AS Roma,Serie A,33,1986,31.7,4,0,0,39,48,16,23,7,11,4,0,0,130,135,75,64.3
757,Blerim Dzemaili,CHE,MF,Bologna FC 1909,Serie A,33,1986,7.8,2,0,0,11,17,0,4,5,16,0,0,0,75,4,3,57.1
758,Bruno Ecuele Manga,GAB,DF,Dijon FCO,Ligue 1,31,1988,28.0,2,0,0,10,15,0,1,25,20,0,0,0,272,85,32,72.6
759,Simone Edera,ITA,MF,Torino FC,Serie A,22,1997,4.4,4,1,1,13,5,0,3,2,7,1,0,0,25,3,11,21.4
760,Ederson,BRA,GK,Manchester City,Premier League,25,1993,34.1,3,1,0,2,2,0,0,0,1,0,0,0,155,0,0,
761,John Egan,IRL,DF,Sheffield United,Premier League,26,1992,35.4,5,1,1,33,20,1,3,26,27,0,1,0,371,139,57,70.9
762,Johannes Eggestein,DEU,MF,SV Werder Bremen,Bundesliga,21,1998,5.7,3,1,1,8,6,1,10,2,5,0,0,0,57,2,12,14.3
763,Maximilian Eggestein,DEU,MF,SV Werder Bremen,Bundesliga,22,1996,31.7,6,0,0,34,39,0,19,25,32,0,0,0,320,34,43,44.2
764,Kingsley Ehizibue,NLD,DF,1. FC Köln,Bundesliga,24,1995,25.9,6,1,0,54,35,3,50,28,51,0,1,0,201,42,23,64.6
765,Albin Ekdal,SWE,MF,UC Sampdoria,Serie A,30,1989,26.5,8,0,0,43,56,0,5,32,44,2,0,0,299,30,21,58.8
766,Harvey Elliott,ENG,DF,Liverpool FC,Premier League,16,2003,0.1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,
767,Eljif Elmas,MKD,MF,SSC Napoli,Serie A,19,1999,12.6,7,0,0,31,16,0,3,7,10,0,0,0,84,2,14,12.5
768,Ilay Elmkies,ISR,MF,TSG 1899 Hoffenheim,Bundesliga,19,2000,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
769,Ahmed Elmohamady,EGY,DF,Aston Villa,Premier League,31,1987,11.5,1,0,0,13,5,2,50,6,17,0,0,0,114,25,20,55.6
770,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,25,1994,16.8,4,0,0,12,9,0,6,14,13,0,0,0,185,72,30,70.6
771,Nico Elvedi,CHE,DF,Borussia Mönchengladbach,Bundesliga,22,1996,29.1,5,0,0,22,19,1,1,30,37,0,1,0,346,93,62,60.0
772,Rodrigo Ely,BRA,DF,Deportivo Alavés,La Liga,25,1993,23.6,9,1,0,34,12,2,0,12,16,0,0,0,268,81,34,70.4
773,Adrián Embarba,ESP,MF,RCD Espanyol Barcelona,La Liga,27,1992,15.2,4,0,0,24,27,1,58,11,18,0,0,0,107,12,38,24.0
774,Breel Embolo,CHE,FW,Borussia Mönchengladbach,Bundesliga,22,1997,17.2,4,0,0,42,47,13,5,5,15,2,0,0,95,18,42,30.0
775,Emerson Royal,BRA,DF,Real Betis Balompié,La Liga,20,1999,31.5,11,0,0,46,94,1,80,17,45,0,0,0,236,65,37,63.7
776,Renaud Emond,BEL,FW,FC Nantes,Ligue 1,27,1991,3.2,1,0,0,4,6,0,0,1,4,0,0,0,14,14,20,41.2
777,Alan Empereur,BRA,DF,Hellas Verona,Serie A,25,1994,9.5,3,0,0,18,9,0,2,15,13,0,1,0,97,25,18,58.1
778,Youssef En-Nesyri,MAR,FW,CD Leganés,La Liga,22,1997,15.4,2,0,0,21,19,17,12,2,5,1,0,0,61,60,91,39.7
779,Youssef En-Nesyri,MAR,FW,Sevilla FC,La Liga,22,1997,8.8,1,0,0,16,11,12,5,5,6,0,0,0,27,37,42,46.8
780,Björn Engels,BEL,DF,Aston Villa,Premier League,24,1994,16.1,1,0,0,5,5,1,3,12,4,0,2,0,128,58,28,67.4
781,Sergi Enrich,ESP,FW,SD Eibar,La Liga,29,1990,20.7,6,0,0,60,23,17,5,5,17,0,0,0,105,100,170,37.0
782,Javi Eraso,ESP,MF,CD Leganés,La Liga,29,1990,9.1,3,0,0,18,15,3,12,4,8,0,0,0,58,10,25,28.6
783,Christian Eriksen,DNK,MF,Tottenham Hotspur,Premier League,27,1992,12.2,5,0,0,9,6,2,24,8,12,0,0,0,138,3,9,25.0
784,Christian Eriksen,DNK,MF,Inter Milan,Serie A,27,1992,7.8,0,0,0,6,2,0,17,1,6,0,0,0,71,4,6,40.0
785,Gonzalo Escalante,ARG,MF,SD Eibar,La Liga,26,1993,18.6,9,1,1,31,30,2,10,15,29,2,1,0,252,49,51,49.0
786,Aarón Escandell,ESP,GK,Granada CF,La Liga,23,1995,3.0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,
787,Sergio Escudero,ESP,DF,Sevilla FC,La Liga,29,1989,8.6,2,0,0,11,8,0,18,6,13,0,1,0,99,21,16,56.8
788,Gabriel Strefezza,BRA,DF,SPAL,Serie A,22,1997,23.4,9,1,1,51,61,2,52,12,39,0,0,0,163,10,36,21.7
789,Bernardo Espinosa,COL,DF,RCD Espanyol Barcelona,La Liga,30,1989,25.1,5,1,0,33,18,3,4,12,19,0,1,0,342,100,54,64.9
790,Sebastiano Esposito,ITA,FW,Inter Milan,Serie A,17,2002,2.2,2,0,0,7,4,1,0,3,3,0,0,0,13,1,8,11.1
791,Vicente Esquerdo,ESP,MF,Valencia CF,La Liga,20,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
792,Alexander Esswein,DEU,FW,Hertha BSC,Bundesliga,29,1990,2.4,1,0,0,5,6,0,8,1,3,0,0,0,15,6,1,85.7
793,Pervis Estupiñán,ECU,DF,CA Osasuna,La Liga,21,1998,33.1,8,0,0,42,39,4,140,44,57,0,0,0,368,45,41,52.3
794,Peter Etebo,NGA,MF,Getafe CF,La Liga,23,1995,6.4,4,0,0,8,7,0,10,10,14,0,0,0,72,24,12,66.7
795,Beñat Etxebarria,ESP,MF,Athletic Bilbao,La Liga,32,1987,4.4,0,0,0,2,2,0,5,3,4,0,0,0,43,5,4,55.6
796,Xabi Etxeita,ESP,DF,Getafe CF,La Liga,31,1987,16.1,7,0,0,16,12,0,1,7,11,0,0,0,182,54,35,60.7
797,Antony Evans,ENG,MF,SC Paderborn 07,Bundesliga,20,1998,1.7,0,0,0,5,1,0,5,0,4,0,0,0,18,2,3,40.0
798,Jonny Evans,NIR,DF,Leicester City,Premier League,31,1988,37.6,8,1,0,36,27,2,5,39,31,1,1,1,434,141,60,70.1
799,Edu Expósito,ESP,MF,SD Eibar,La Liga,22,1996,25.7,3,0,0,29,19,0,14,20,41,0,0,0,310,46,60,43.4
800,Valentin Eysseric,FRA,MF,Hellas Verona,Serie A,27,1992,3.9,3,0,0,11,3,1,6,2,1,0,0,0,18,8,10,44.4
801,Valentin Eysseric,FRA,MF,ACF Fiorentina,Serie A,27,1992,0.5,0,0,0,3,0,0,1,0,0,0,0,0,4,1,2,33.3
802,Lukasz Fabianski,POL,GK,West Ham United,Premier League,34,1985,23.5,1,0,0,1,2,0,0,0,0,0,1,0,120,0,0,
803,Fabinho,BRA,MF,Liverpool FC,Premier League,25,1993,23.1,6,0,0,32,20,0,6,25,53,0,0,0,326,41,30,57.7
804,Fábio,BRA,DF,FC Nantes,Ligue 1,29,1990,9.3,4,0,0,12,3,0,15,12,24,0,0,0,66,19,15,55.9
805,Cesc Fàbregas,ESP,MF,AS Monaco,Ligue 1,32,1987,10.3,1,1,0,11,8,1,15,7,9,0,0,0,70,12,10,54.5
806,Fabri,ESP,GK,RCD Mallorca,La Liga,31,1987,1.0,1,0,0,1,0,0,0,0,0,0,1,0,6,0,0,
807,Ralf Fährmann,DEU,GK,Norwich City,Premier League,30,1988,0.2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,
808,Fayçal Fajr,MAR,MF,Getafe CF,La Liga,30,1988,4.5,2,0,0,3,5,0,12,4,1,0,0,0,55,6,10,37.5
809,Luca Falbo,ITA,DF,SS Lazio,Serie A,19,2000,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
810,Filippo Falco,ITA,FW,US Lecce,Serie A,27,1992,22.4,0,0,0,13,83,6,98,5,15,0,0,0,122,3,20,13.0
811,Eliseo Falcón,ESP,DF,Levante UD,La Liga,22,1997,0.8,2,1,1,2,0,0,0,0,0,0,0,0,3,1,0,100.0
812,Wladimiro Falcone,ITA,GK,UC Sampdoria,Serie A,24,1995,2.0,1,0,0,1,0,0,0,0,0,0,1,0,12,0,0,
813,Simon Falette,GIN,DF,Eintracht Frankfurt,Bundesliga,27,1992,1.0,0,0,0,0,1,0,0,1,1,0,0,0,17,2,0,100.0
814,Iago Falque,ESP,MF,Torino FC,Serie A,29,1990,1.1,0,0,0,1,0,0,2,0,0,0,0,0,9,0,2,0.0
815,Iago Falque,ESP,MF,Genoa CFC,Serie A,29,1990,5.8,0,0,0,3,2,3,20,1,2,0,0,0,46,6,7,46.2
816,Akin Famewo,ENG,MF,Norwich City,Premier League,20,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
817,Andri Fannar Baldursson,ISL,MF,Bologna FC 1909,Serie A,17,2002,1.6,0,0,0,4,2,0,1,1,1,0,0,0,17,1,2,33.3
818,Paolo Faragò,ITA,DF,Cagliari Calcio,Serie A,26,1993,14.9,3,0,0,21,15,0,33,7,29,0,0,0,132,29,15,65.9
819,Davide Faraoni,ITA,DF,Hellas Verona,Serie A,27,1991,35.9,6,0,0,31,40,4,95,25,36,0,1,0,333,41,42,49.4
820,Mohamed Fares,DZA,DF,SPAL,Serie A,23,1996,4.7,2,0,0,10,8,0,9,3,3,0,0,0,23,4,5,44.4
821,Diego Farias,BRA,FW,US Lecce,Serie A,29,1990,9.2,3,1,0,17,16,1,21,6,5,1,0,0,59,1,5,16.7
822,Ansu Fati,ESP,FW,FC Barcelona,La Liga,16,2002,11.4,2,1,0,19,19,4,24,2,10,0,0,0,54,6,10,37.5
823,Julien Faussurier,FRA,DF,Stade Brest 29,Ligue 1,32,1987,22.0,1,0,0,17,16,2,66,23,28,0,0,0,187,15,22,40.5
