Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,SCA,SCA/90,PassLiveSh,PassDeadSh,DribSh,ShSh,FldSh,DefSh,GCA,GCA/90,PassLiveG,PassDeadG,DribG,ShG,FldG,DefG
38,Chadrac Akolo,COD,MF,VfB Stuttgart,Bundesliga,23,1995,5.8,21,3.60,14,0,3,2,2,0,1,0.17,1,0,0,0,0,0
39,Kevin Akpoguma,NGA,DF,TSG 1899 Hoffenheim,Bundesliga,23,1995,5.5,4,0.72,3,0,0,0,1,0,2,0.36,1,0,0,0,1,0
40,Kevin Akpoguma,NGA,DF,Hannover 96,Bundesliga,23,1995,3.5,2,0.58,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
41,David Alaba,AUT,DF,Bayern Munich,Bundesliga,26,1992,28.1,72,2.56,56,1,4,8,2,1,7,0.25,6,0,1,0,0,0
42,Sofiane Alakouch,FRA,DF,Nîmes Olympique,Ligue 1,20,1998,21.1,44,2.09,32,4,3,1,4,0,5,0.24,3,0,0,1,1,0
43,Lucas Alario,ARG,FW,Bayer 04 Leverkusen,Bundesliga,25,1992,14.1,27,1.92,25,0,0,1,1,0,5,0.36,4,0,0,1,0,0
44,Jordi Alba,ESP,DF,FC Barcelona,La Liga,29,1989,33.2,82,2.47,73,1,2,0,4,1,16,0.48,14,0,0,0,1,0
45,Luis Alberto,ESP,MF,SS Lazio,Serie A,25,1992,22.1,143,6.47,94,31,5,8,2,2,10,0.45,4,3,0,2,0,0
46,Raúl Albiol,ESP,DF,SSC Napoli,Serie A,32,1985,19.0,14,0.74,14,0,0,0,0,0,1,0.05,1,0,0,0,0,0
47,Miiko Albornoz,CHL,DF,Hannover 96,Bundesliga,27,1990,18.4,33,1.79,23,5,1,2,0,2,5,0.27,3,1,0,0,0,1
48,Marc Albrighton,ENG,FW,Leicester City,Premier League,28,1989,18.1,43,2.38,37,3,0,2,0,1,4,0.22,4,0,0,0,0,0
49,Paco Alcácer,ESP,FW,Borussia Dortmund,Bundesliga,24,1993,13.5,36,2.68,26,0,2,3,3,2,7,0.52,4,0,0,1,1,1
50,Pedro Alcalá,ESP,DF,Girona FC,La Liga,29,1989,20.8,12,0.58,10,0,0,2,0,0,2,0.10,2,0,0,0,0,0
51,Thiago,ESP,MF,Bayern Munich,Bundesliga,27,1991,26.8,82,3.06,58,13,2,0,4,5,9,0.34,6,2,0,0,0,1
52,Rubén Alcaraz,ESP,MF,Real Valladolid CF,La Liga,27,1991,33.1,56,1.69,34,6,5,2,8,1,4,0.12,2,0,1,0,1,0
53,Toby Alderweireld,BEL,DF,Tottenham Hotspur,Premier League,29,1989,32.5,30,0.92,24,0,1,5,0,0,1,0.03,1,0,0,0,0,0
54,Alex Alegría,ESP,FW,Rayo Vallecano,La Liga,25,1992,1.6,5,3.21,3,0,1,1,0,0,0,0.00,0,0,0,0,0,0
55,Alexis Alégué,FRA,FW,FC Nantes,Ligue 1,21,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
56,Iván Alejo,ESP,MF,Getafe CF,La Liga,23,1995,1.6,2,1.23,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
57,Carles Aleñá,ESP,MF,FC Barcelona,La Liga,20,1998,7.1,24,3.39,22,0,0,1,1,0,5,0.71,4,0,0,1,0,0
58,Rúnar Alex Rúnarsson,ISL,GK,Dijon FCO,Ligue 1,23,1995,25.0,2,0.08,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
59,Alexander Szymanowski,ARG,DF,CD Leganés,La Liga,29,1988,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
60,Trent Alexander-Arnold,ENG,DF,Liverpool FC,Premier League,19,1998,27.4,84,3.07,52,23,5,2,1,1,17,0.62,13,4,0,0,0,0
61,Rachid Alioui,MAR,FW,Nîmes Olympique,Ligue 1,26,1992,13.9,32,2.30,24,0,3,4,0,1,1,0.07,1,0,0,0,0,0
62,Alisson,BRA,GK,Liverpool FC,Premier League,25,1992,38.0,4,0.11,1,3,0,0,0,0,2,0.05,0,2,0,0,0,0
63,Bobby Allain,FRA,GK,Dijon FCO,Ligue 1,26,1991,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
64,Allan,BRA,MF,Eintracht Frankfurt,Bundesliga,21,1997,2.0,4,2.05,1,1,1,0,1,0,0,0.00,0,0,0,0,0,0
65,Allan,BRA,MF,SSC Napoli,Serie A,27,1991,29.1,87,2.99,72,0,7,3,3,2,9,0.31,8,0,0,1,0,0
66,Dele Alli,ENG,MF,Tottenham Hotspur,Premier League,22,1996,20.3,63,3.11,47,1,5,3,5,2,5,0.25,3,0,0,1,1,0
67,Miguel Almirón,PRY,FW,Newcastle United,Premier League,24,1994,8.4,28,3.32,22,0,1,2,2,1,2,0.24,0,0,0,1,1,0
68,Júnior Alonso,PRY,DF,Celta de Vigo,La Liga,25,1993,6.0,5,0.84,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
69,Marcos Alonso,ESP,DF,Chelsea FC,Premier League,27,1990,30.7,61,1.99,52,1,0,5,3,0,11,0.36,6,0,0,3,2,0
70,Mickaël Alphonse,GLP,DF,Dijon FCO,Ligue 1,29,1989,6.3,14,2.21,11,2,0,1,0,0,1,0.16,0,0,0,1,0,0
71,Sergio Álvarez,ESP,GK,Celta de Vigo,La Liga,31,1986,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
72,Sergio Álvarez,ESP,MF,SD Eibar,La Liga,26,1992,11.9,6,0.51,6,0,0,0,0,0,1,0.08,1,0,0,0,0,0
73,Yeray Álvarez,ESP,DF,Athletic Bilbao,La Liga,23,1995,29.0,5,0.17,2,1,0,1,0,1,0,0.00,0,0,0,0,0,0
74,Bruno Alves,PRT,DF,Parma Calcio 1913,Serie A,36,1981,32.5,20,0.62,14,4,0,1,0,1,1,0.03,1,0,0,0,0,0
75,Dani Alves,BRA,MF,Paris Saint-Germain,Ligue 1,35,1983,18.0,56,3.11,51,1,0,1,2,1,11,0.61,10,0,0,0,0,1
76,Alfons Amade,DEU,MF,TSG 1899 Hoffenheim,Bundesliga,18,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
77,Ibrahim Amadou,FRA,MF,Sevilla FC,La Liga,25,1993,8.5,8,0.94,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0
78,Romain Amalfitano,FRA,MF,Dijon FCO,Ligue 1,28,1989,28.0,33,1.18,26,0,1,2,3,1,2,0.07,1,0,0,1,0,0
79,Daniel Amartey,GHA,DF,Leicester City,Premier League,23,1994,7.1,8,1.12,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
80,Jordi Amat,ESP,DF,Rayo Vallecano,La Liga,26,1992,30.7,15,0.49,11,1,0,1,1,1,0,0.00,0,0,0,0,0,0
81,Amath Ndiaye,SEN,MF,Getafe CF,La Liga,22,1996,11.1,25,2.25,19,0,1,2,2,1,2,0.18,1,0,0,1,0,0
82,Jordan Amavi,FRA,DF,Olympique Marseille,Ligue 1,24,1994,24.2,42,1.74,33,3,2,1,1,2,3,0.12,3,0,0,0,0,0
83,Kelvin Amian,FRA,DF,FC Toulouse,Ligue 1,20,1998,32.0,25,0.78,18,4,2,1,0,0,1,0.03,1,0,0,0,0,0
84,Nadiem Amiri,DEU,MF,TSG 1899 Hoffenheim,Bundesliga,21,1996,8.4,30,3.58,22,2,3,1,1,0,3,0.36,1,0,0,0,1,0
85,Yanis Ammour,FRA,MF,Montpellier HSC,Ligue 1,19,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
86,Luke Amos,ENG,MF,Tottenham Hotspur,Premier League,21,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
87,Joachim Andersen,DNK,DF,UC Sampdoria,Serie A,22,1996,32.0,25,0.78,21,1,1,2,0,0,3,0.09,3,0,0,0,0,0
88,Felipe Anderson,BRA,FW,West Ham United,Premier League,25,1993,33.8,130,3.84,87,19,10,5,8,1,14,0.41,9,1,2,2,0,0
89,Florin Andone,ROU,FW,Brighton & Hove Albion,Premier League,25,1993,9.8,13,1.33,6,0,2,3,2,0,2,0.20,0,0,1,1,0,0
90,Benjamin André,FRA,MF,Stade Rennais FC,Ligue 1,27,1990,27.7,59,2.13,44,1,2,1,8,3,5,0.18,4,0,0,0,1,0
91,Marco Andreolli,ITA,DF,Cagliari Calcio,Serie A,32,1986,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
92,Marco Andreolli,ITA,DF,Chievo Verona,Serie A,32,1986,7.2,2,0.28,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
93,Yoann Andreu,FRA,DF,SCO Angers,Ligue 1,29,1989,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
94,Miguel Ángel Moyá,ESP,GK,Real Sociedad,La Liga,34,1984,11.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
95,José Ángel,ESP,DF,SD Eibar,La Liga,28,1989,33.6,87,2.59,52,26,3,2,2,2,6,0.18,5,1,0,0,0,0
96,Cristian Ansaldi,ARG,DF,Torino FC,Serie A,31,1986,20.1,56,2.79,37,5,7,2,1,3,6,0.30,3,0,1,0,0,1
97,Mirco Antenucci,ITA,FW,SPAL,Serie A,33,1984,23.7,61,2.57,42,0,6,5,6,2,5,0.21,3,0,1,0,1,0
98,Waldemar Anton,DEU,DF,Hannover 96,Bundesliga,22,1996,34.0,21,0.62,17,1,2,0,1,0,0,0.00,0,0,0,0,0,0
99,Luca Antonelli,ITA,DF,FC Empoli,Serie A,31,1987,8.4,11,1.31,7,0,0,1,2,1,2,0.24,2,0,0,0,0,0
100,Mauro Burruchaga,ARG,MF,Chievo Verona,Serie A,20,1998,0.6,1,1.55,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
101,Michail Antonio,ENG,FW,West Ham United,Premier League,28,1990,23.4,57,2.44,36,0,7,6,6,2,9,0.39,4,0,0,3,2,0
102,Antoñito,ESP,DF,Real Valladolid CF,La Liga,30,1987,20.7,44,2.13,35,2,4,0,2,1,2,0.10,1,0,1,0,0,0
103,Vitorino Antunes,PRT,DF,Getafe CF,La Liga,31,1987,24.2,58,2.39,31,17,3,3,1,3,5,0.21,5,0,0,0,0,0
104,Anuar,MAR,MF,Real Valladolid CF,La Liga,23,1995,12.0,6,0.50,4,1,0,0,1,0,0,0.00,0,0,0,0,0,0
105,Dennis Aogo,DEU,MF,VfB Stuttgart,Bundesliga,31,1987,11.4,20,1.76,11,6,0,1,0,2,0,0.00,0,0,0,0,0,0
106,Houssem Aouar,FRA,MF,Olympique Lyon,Ligue 1,20,1998,34.0,111,3.26,83,0,4,11,9,4,19,0.56,10,0,0,3,5,1
107,Emmanuel Apeh,NGA,MF,Celta de Vigo,La Liga,21,1996,0.2,1,6.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
108,Mauro Arambarri,URY,MF,Getafe CF,La Liga,22,1995,29.7,32,1.08,22,1,2,0,7,0,3,0.10,1,1,0,0,1,0
109,Guilherme Arana,BRA,MF,Sevilla FC,La Liga,21,1997,7.0,5,0.72,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
110,Charles Aránguiz,CHL,MF,Bayer 04 Leverkusen,Bundesliga,29,1989,21.0,59,2.81,54,2,0,2,1,0,9,0.43,9,0,0,0,0,0
111,Luiz Araújo,BRA,FW,LOSC Lille,Ligue 1,22,1996,8.7,26,3.00,18,3,2,2,1,0,4,0.46,3,0,1,0,0,0
112,Néstor Araújo,MEX,DF,Celta de Vigo,La Liga,26,1991,29.8,14,0.47,12,0,0,1,0,1,0,0.00,0,0,0,0,0,0
113,Anaitz Arbilla,ESP,DF,SD Eibar,La Liga,31,1987,21.7,14,0.65,12,0,0,1,1,0,3,0.14,3,0,0,0,0,0
114,Joaquín Ardaiz,URY,FW,Frosinone Calcio,Serie A,19,1999,0.2,1,4.50,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
115,Alphonse Areola,FRA,GK,Paris Saint-Germain,Ligue 1,25,1993,21.0,1,0.05,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
116,Santiago Arias,COL,DF,Atlético de Madrid,La Liga,26,1992,19.7,32,1.63,28,1,1,0,2,0,3,0.15,3,0,0,0,0,0
117,Lorenzo Ariaudo,ITA,DF,Frosinone Calcio,Serie A,29,1989,18.7,10,0.54,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0
118,Nicolò Armini,ITA,DF,SS Lazio,Serie A,17,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
119,Yoël Armougom,FRA,DF,SM Caen,Ligue 1,20,1998,20.6,27,1.31,24,0,0,1,1,1,1,0.05,1,0,0,0,0,0
120,Stuart Armstrong,SCO,MF,Southampton FC,Premier League,26,1992,15.9,56,3.52,41,3,2,3,6,1,8,0.50,6,0,0,0,2,0
121,José Manuel Arnáiz,ESP,DF,CD Leganés,La Liga,23,1995,1.3,2,1.59,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
122,Marko Arnautovic,AUT,FW,West Ham United,Premier League,29,1989,22.1,61,2.76,48,0,4,7,2,0,7,0.32,6,0,0,1,0,0
123,Maximilian Arnold,DEU,MF,VfL Wolfsburg,Bundesliga,24,1994,31.9,83,2.60,40,26,1,6,9,1,16,0.50,5,7,0,1,2,1
124,Kepa,ESP,GK,Chelsea FC,Premier League,23,1994,36.0,3,0.08,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0
125,Harry Arter,IRL,MF,Cardiff City,Premier League,28,1989,22.2,31,1.40,24,1,1,2,1,2,6,0.27,5,0,0,1,0,0
126,Kwadwo Asamoah,GHA,DF,Inter Milan,Serie A,29,1988,29.7,72,2.43,60,2,5,2,3,0,2,0.07,2,0,0,0,0,0
127,Takuma Asano,JPN,MF,Hannover 96,Bundesliga,23,1994,7.8,9,1.16,7,0,0,2,0,0,0,0.00,0,0,0,0,0,0
128,Santiago Ascacíbar,ARG,MF,VfB Stuttgart,Bundesliga,21,1997,27.0,36,1.33,31,0,0,5,0,0,3,0.11,2,0,0,1,0,0
129,Sergio Asenjo,ESP,GK,Villarreal CF,La Liga,29,1989,32.0,2,0.06,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
130,Marco Asensio,ESP,FW,Real Madrid,La Liga,22,1996,19.8,63,3.19,48,4,4,2,5,0,11,0.56,7,0,1,0,3,0
131,Iago Aspas,ESP,FW,Celta de Vigo,La Liga,30,1987,25.0,101,4.04,77,4,8,6,4,2,15,0.60,12,0,2,0,1,0
132,Simon Asta,DEU,DF,FC Augsburg,Bundesliga,17,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
133,Christian Atsu,GHA,MF,Newcastle United,Premier League,26,1992,16.6,29,1.75,24,0,0,2,3,0,4,0.24,3,0,0,1,0,0
134,Youcef Atal,DZA,DF,OGC Nice,Ligue 1,22,1996,25.1,76,3.02,44,3,17,2,8,1,3,0.12,1,0,0,1,0,0
135,Pierre-Emerick Aubameyang,GAB,FW,Arsenal FC,Premier League,29,1989,30.3,62,2.05,44,0,6,5,5,2,12,0.40,7,0,1,2,2,0
136,Emil Audero,ITA,GK,UC Sampdoria,Serie A,21,1997,36.0,5,0.14,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0
137,Jean-Kévin Augustin,FRA,FW,RB Leipzig,Bundesliga,21,1997,5.1,16,3.12,9,0,2,0,4,1,0,0.00,0,0,0,0,0,0
138,Ludwig Augustinsson,SWE,DF,SV Werder Bremen,Bundesliga,24,1994,33.6,67,1.99,51,10,2,2,0,2,8,0.24,6,0,0,1,0,1
139,Serge Aurier,CIV,DF,Tottenham Hotspur,Premier League,25,1992,6.3,9,1.44,7,1,1,0,0,0,2,0.32,2,0,0,0,0,0
140,Charlie Austin,ENG,FW,Southampton FC,Premier League,29,1989,10.9,21,1.92,14,0,1,5,1,0,2,0.18,1,0,0,1,0,0
141,Chimy Ávila,ARG,FW,SD Huesca,La Liga,24,1994,22.2,49,2.21,30,1,5,6,6,1,7,0.32,3,0,0,2,1,1
142,Jordan Ayew,GHA,FW,Crystal Palace,Premier League,26,1991,13.1,35,2.67,21,0,2,5,4,3,6,0.46,3,0,0,1,0,2
143,Kaan Ayhan,TUR,DF,Fortuna Düsseldorf,Bundesliga,23,1994,27.2,23,0.85,19,1,0,3,0,0,1,0.04,1,0,0,0,0,0
144,Floyd Ayité,TGO,FW,Fulham FC,Premier League,29,1988,5.3,15,2.84,11,1,2,0,0,1,1,0.19,0,0,1,0,0,0
145,César Azpilicueta,ESP,DF,Chelsea FC,Premier League,28,1989,37.8,53,1.40,49,0,1,0,2,1,9,0.24,8,0,0,0,1,0
146,Abdoulaye Ba,SEN,DF,Rayo Vallecano,La Liga,27,1991,23.4,6,0.26,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
147,Florian Baak,DEU,MF,Hertha BSC,Bundesliga,19,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
148,Ludovic Baal,GUF,DF,Stade Rennais FC,Ligue 1,32,1986,1.4,1,0.71,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
149,Khouma Babacar,SEN,FW,US Sassuolo,Serie A,25,1993,16.5,31,1.87,22,0,1,6,1,1,10,0.60,4,0,1,4,1,0
150,Ryan Babel,NLD,FW,Fulham FC,Premier League,31,1986,13.9,41,2.95,27,6,5,1,1,1,5,0.36,4,0,1,0,0,0
151,Carlos Bacca,COL,FW,Villarreal CF,La Liga,31,1986,14.1,40,2.83,31,0,5,3,1,0,4,0.28,1,0,1,1,1,0
152,Juninho Bacuna,CUW,MF,Huddersfield Town,Premier League,20,1997,15.7,39,2.49,28,5,2,0,2,2,0,0.00,0,0,0,0,0,0
153,Leandro Bacuna,CUW,MF,Cardiff City,Premier League,26,1991,6.2,6,0.96,3,1,0,1,0,0,1,0.16,0,0,0,0,0,0
154,Milan Badelj,HRV,MF,SS Lazio,Serie A,29,1989,12.7,28,2.21,24,3,0,0,1,0,2,0.16,2,0,0,0,0,0
155,Holger Badstuber,DEU,DF,VfB Stuttgart,Bundesliga,29,1989,5.8,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
156,Stéphane Bahoken,CMR,FW,SCO Angers,Ligue 1,26,1992,27.4,52,1.90,37,1,2,4,4,4,4,0.15,3,0,0,1,0,0
157,Daniel Baier,DEU,MF,FC Augsburg,Bundesliga,34,1984,31.3,52,1.66,46,1,0,1,3,1,5,0.16,4,0,0,0,1,0
158,Leon Bailey,JAM,FW,Bayer 04 Leverkusen,Bundesliga,20,1997,21.3,74,3.48,44,14,7,4,5,0,2,0.09,1,0,0,1,0,0
159,Eric Bailly,CIV,DF,Manchester United,Premier League,24,1994,7.1,2,0.28,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
160,Leighton Baines,ENG,DF,Everton FC,Premier League,33,1984,4.2,10,2.40,4,6,0,0,0,0,2,0.48,1,1,0,0,0,0
161,Marvin Bakalorz,DEU,MF,Hannover 96,Bundesliga,28,1989,16.3,19,1.16,14,0,1,0,3,1,2,0.12,1,0,0,0,1,0
162,Tiemoué Bakayoko,FRA,MF,AC Milan,Serie A,23,1994,25.6,72,2.82,52,1,5,0,7,7,6,0.23,5,0,0,0,0,1
163,Ridle Baku,DEU,MF,1.FSV Mainz 05,Bundesliga,20,1998,10.4,19,1.82,16,1,1,0,1,0,0,0.00,0,0,0,0,0,0
164,Fabián Balbuena,PRY,DF,West Ham United,Premier League,26,1991,22.4,8,0.36,5,0,0,3,0,0,1,0.04,0,0,0,1,0,0
165,Keita Baldé,SEN,FW,Inter Milan,Serie A,23,1995,9.9,32,3.24,24,0,5,0,3,0,4,0.40,2,0,2,0,0,0
166,Gareth Bale,WAL,FW,Real Madrid,La Liga,29,1989,19.8,44,2.22,30,1,6,3,4,0,8,0.40,6,0,1,1,0,0
167,Mikel Balenziaga,ESP,DF,Athletic Bilbao,La Liga,30,1988,5.8,3,0.52,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
168,Andrija Balic,HRV,FW,Udinese Calcio,Serie A,20,1997,0.3,2,6.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
169,Fodé Ballo-Touré,SEN,DF,LOSC Lille,Ligue 1,21,1997,17.7,18,1.02,13,1,1,0,3,0,2,0.11,1,0,0,0,1,0
170,Fodé Ballo-Touré,SEN,DF,AS Monaco,Ligue 1,21,1997,17.7,34,1.92,28,2,3,0,1,0,5,0.28,4,0,1,0,0,0
171,Florent Balmont,FRA,MF,Dijon FCO,Ligue 1,38,1980,12.0,29,2.43,23,6,0,0,0,0,1,0.08,1,0,0,0,0,0
172,Leon Balogun,NGA,DF,Brighton & Hove Albion,Premier League,30,1988,6.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
173,Mario Balotelli,ITA,FW,OGC Nice,Ligue 1,27,1990,8.4,15,1.80,11,0,0,0,3,1,1,0.12,1,0,0,0,0,0
174,Mario Balotelli,ITA,FW,Olympique Marseille,Ligue 1,27,1990,10.4,24,2.32,17,0,2,1,4,0,3,0.29,3,0,0,0,0,0
175,Abdoulaye Bamba,CIV,DF,SCO Angers,Ligue 1,28,1990,28.6,33,1.15,30,2,0,0,1,0,6,0.21,6,0,0,0,0,0
176,Jonathan Bamba,FRA,FW,LOSC Lille,Ligue 1,22,1996,33.4,94,2.82,77,2,2,3,7,3,9,0.27,5,0,1,1,1,1
177,Sol Bamba,CIV,DF,Cardiff City,Premier League,33,1985,27.5,16,0.58,10,1,0,4,1,0,2,0.07,2,0,0,0,0,0
