Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
671,Assane Dioussé,SEN,MF,AS Saint-Étienne,Ligue 1,20,1997,2.4,0,2,0,0.0,0.83,0.00,0.00,,28.9,0,0,0,0.0,0.0,0.02,0.0,0.0
672,Axel Disasi,FRA,DF,Stade Reims,Ligue 1,20,1998,1.8,0,2,0,0.0,1.13,0.00,0.00,,10.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
673,Djené,TGO,DF,Getafe CF,La Liga,26,1991,33.1,0,12,1,8.3,0.36,0.03,0.00,0.00,14.7,0,0,0,0.7,0.7,0.06,-0.7,-0.7
674,Koffi Djidji,CIV,DF,Torino FC,Serie A,25,1992,15.4,0,2,1,50.0,0.13,0.06,0.00,0.00,26.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
675,Koffi Djidji,CIV,DF,FC Nantes,Ligue 1,25,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
676,Alexander Djiku,GHA,DF,SM Caen,Ligue 1,23,1994,30.6,1,6,1,16.7,0.20,0.03,0.17,1.00,10.2,0,0,0,0.9,0.9,0.14,+0.1,+0.1
677,Papy Djilobodji,SEN,DF,EA Guingamp,Ligue 1,29,1988,1.9,0,3,0,0.0,1.54,0.00,0.00,,11.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2
678,Berat Djimsiti,ALB,DF,Atalanta BC,Serie A,25,1993,20.1,1,9,3,33.3,0.45,0.15,0.11,0.33,6.7,0,0,0,0.9,0.9,0.10,+0.1,+0.1
679,Johan Djourou,CHE,DF,SPAL,Serie A,31,1987,3.1,0,1,1,100.0,0.32,0.32,0.00,0.00,5.4,0,0,0,0.2,0.2,0.17,-0.2,-0.2
680,Marko Dmitrovic,SRB,GK,SD Eibar,La Liga,26,1992,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
681,Matt Doherty,IRL,DF,Wolverhampton Wanderers,Premier League,26,1992,34.9,4,43,17,39.5,1.23,0.49,0.09,0.24,12.3,0,0,0,5.5,5.5,0.13,-1.5,-1.5
682,Keagan Dolly,ZAF,FW,Montpellier HSC,Ligue 1,25,1993,1.0,0,1,0,0.0,1.02,0.00,0.00,,23.8,0,0,0,0.0,0.0,0.04,0.0,0.0
683,Jaume Doménech,ESP,GK,Valencia CF,La Liga,27,1990,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
684,Giulio Donati,ITA,DF,1.FSV Mainz 05,Bundesliga,28,1990,6.9,0,1,0,0.0,0.14,0.00,0.00,,36.1,0,0,0,0.0,0.0,0.01,0.0,0.0
685,Dong-won Ji,KOR,FW,FC Augsburg,Bundesliga,27,1991,9.9,4,22,7,31.8,2.22,0.71,0.18,0.57,19.6,0,0,0,1.3,1.3,0.06,+2.7,+2.7
686,Anastasios Donis,GRC,FW,VfB Stuttgart,Bundesliga,21,1996,10.7,5,30,12,40.0,2.81,1.12,0.17,0.42,18.0,0,0,0,3.4,3.4,0.11,+1.6,+1.6
687,Gianluigi Donnarumma,ITA,GK,AC Milan,Serie A,19,1999,34.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
688,Godfred Donsah,GHA,MF,Bologna FC 1909,Serie A,22,1996,1.7,0,2,0,0.0,1.18,0.00,0.00,,23.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
689,Riccardo Doratiotto,ITA,FW,Cagliari Calcio,Serie A,19,1999,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
690,Gabriel,BRA,DF,LOSC Lille,Ligue 1,20,1997,11.8,1,10,3,30.0,0.84,0.25,0.10,0.33,16.2,1,0,0,0.5,0.5,0.05,+0.5,+0.5
691,Mathieu Dossevi,TGO,FW,FC Toulouse,Ligue 1,30,1988,27.4,4,22,9,40.9,0.80,0.33,0.18,0.44,15.3,0,0,0,2.5,2.5,0.11,+1.5,+1.5
692,Abdoulaye Doucouré,FRA,MF,Watford FC,Premier League,25,1993,34.0,5,52,16,30.8,1.53,0.47,0.10,0.31,16.7,0,0,0,5.6,5.6,0.11,-0.6,-0.6
693,Cheick Doukouré,CIV,MF,Levante UD,La Liga,25,1992,3.5,0,1,1,100.0,0.28,0.28,0.00,0.00,19.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
694,Moussa Doumbia,MLI,FW,Stade Reims,Ligue 1,23,1994,17.8,3,33,15,45.5,1.86,0.84,0.09,0.20,21.0,1,0,0,2.0,2.0,0.06,+1.0,+1.0
695,Seydou Doumbia,CIV,FW,Girona FC,La Liga,30,1987,6.0,2,15,9,60.0,2.50,1.50,0.13,0.22,9.7,0,0,0,2.7,2.7,0.21,-0.7,-0.7
696,Souleyman Doumbia,CIV,DF,Stade Rennais FC,Ligue 1,21,1996,6.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
697,Aleksandar Dragovic,AUT,DF,Bayer 04 Leverkusen,Bundesliga,27,1991,14.8,2,5,2,40.0,0.34,0.13,0.40,1.00,10.2,0,0,0,0.9,0.9,0.18,+1.1,+1.1
698,Bartlomiej Dragowski,POL,GK,ACF Fiorentina,Serie A,20,1997,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
699,Bartlomiej Dragowski,POL,GK,FC Empoli,Serie A,20,1997,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
700,Julian Draxler,DEU,MF,Paris Saint-Germain,Ligue 1,24,1993,22.7,3,32,16,50.0,1.41,0.70,0.09,0.19,16.1,1,0,0,4.8,4.8,0.15,-1.8,-1.8
701,Luke Dreher,ENG,MF,Crystal Palace,Premier League,19,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
702,Josip Drmic,CHE,FW,Borussia Mönchengladbach,Bundesliga,25,1992,2.5,2,7,3,42.9,2.84,1.22,0.29,0.67,11.9,0,0,0,1.2,1.2,0.17,+0.8,+0.8
703,Jaroslav Drobny,CZE,GK,Fortuna Düsseldorf,Bundesliga,38,1979,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
704,Óscar Duarte,CRI,DF,RCD Espanyol Barcelona,La Liga,29,1989,7.3,0,2,1,50.0,0.27,0.14,0.00,0.00,21.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
705,Rubén Duarte,ESP,DF,Deportivo Alavés,La Liga,22,1995,30.8,0,22,7,31.8,0.71,0.23,0.00,0.00,26.7,0,0,0,0.6,0.6,0.03,-0.6,-0.6
706,Léo Dubois,FRA,DF,Olympique Lyon,Ligue 1,23,1994,22.7,1,18,6,33.3,0.79,0.26,0.06,0.17,20.1,0,0,0,0.9,0.9,0.05,+0.1,+0.1
707,Martin Dubravka,SVK,GK,Newcastle United,Premier League,29,1989,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
708,Marvin Ducksch,DEU,FW,Fortuna Düsseldorf,Bundesliga,24,1994,9.1,1,18,9,50.0,1.97,0.98,0.06,0.11,18.7,1,0,0,1.7,1.7,0.10,-0.7,-0.7
709,Ondrej Duda,SVK,MF,Hertha BSC,Bundesliga,23,1994,28.5,11,53,20,37.7,1.86,0.70,0.21,0.55,17.8,5,0,0,6.5,6.5,0.12,+4.5,+4.5
710,Shane Duffy,IRL,DF,Brighton & Hove Albion,Premier League,26,1992,34.3,5,39,14,35.9,1.14,0.41,0.13,0.36,9.7,0,0,0,2.7,2.7,0.07,+2.3,+2.3
711,Demeaco Duhaney,ENG,DF,Huddersfield Town,Premier League,19,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
712,Paul Dummett,WAL,DF,Newcastle United,Premier League,26,1991,22.1,0,8,1,12.5,0.36,0.05,0.00,0.00,22.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2
713,Alfred Duncan,GHA,MF,US Sassuolo,Serie A,25,1993,20.5,4,25,10,40.0,1.22,0.49,0.16,0.40,21.2,0,0,0,1.1,1.1,0.04,+2.9,+2.9
714,Lewis Dunk,ENG,DF,Brighton & Hove Albion,Premier League,26,1991,35.0,2,22,4,18.2,0.63,0.11,0.09,0.50,13.3,1,0,0,1.2,1.2,0.06,+0.8,+0.8
715,Maxime Dupé,FRA,GK,FC Nantes,Ligue 1,25,1993,10.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
716,Erik Durm,DEU,DF,Huddersfield Town,Premier League,26,1992,22.8,0,8,0,0.0,0.35,0.00,0.00,,21.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
717,Jimmy Durmaz,SWE,MF,FC Toulouse,Ligue 1,29,1989,21.1,4,38,6,15.8,1.80,0.28,0.05,0.33,24.0,3,2,2,4.6,3.1,0.08,-0.6,-1.1
718,Riza Durmisi,DNK,DF,SS Lazio,Serie A,24,1994,3.6,0,4,2,50.0,1.10,0.55,0.00,0.00,26.8,1,0,0,0.1,0.1,0.03,-0.1,-0.1
719,Hugo Duro,ESP,MF,Getafe CF,La Liga,18,1999,4.6,0,6,0,0.0,1.29,0.00,0.00,,15.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4
720,Raphael Dwamena,GHA,FW,Levante UD,La Liga,22,1995,2.5,0,4,2,50.0,1.62,0.81,0.00,0.00,12.5,0,0,0,0.6,0.6,0.14,-0.6,-0.6
721,Paulo Dybala,ARG,FW,Juventus FC,Serie A,24,1993,23.7,5,64,20,31.3,2.70,0.84,0.06,0.20,20.3,4,1,1,5.4,4.6,0.07,-0.4,-0.6
722,Edin Dzeko,BIH,FW,AS Roma,Serie A,32,1986,28.7,9,134,50,37.3,4.68,1.74,0.07,0.18,14.0,0,0,0,14.8,14.8,0.11,-5.8,-5.8
723,Blerim Dzemaili,CHE,MF,Bologna FC 1909,Serie A,32,1986,19.4,1,42,7,16.7,2.16,0.36,0.02,0.14,24.3,3,0,0,2.0,2.0,0.05,-1.0,-1.0
724,Félix Eboa Eboa,CMR,DF,EA Guingamp,Ligue 1,21,1997,27.0,3,14,5,35.7,0.52,0.19,0.21,0.60,7.6,0,0,0,1.5,1.5,0.11,+1.5,+1.5
725,Dennis Eckert Ayensa,DEU,FW,Celta de Vigo,La Liga,21,1997,2.4,0,8,3,37.5,3.33,1.25,0.00,0.00,14.5,0,0,0,0.7,0.7,0.08,-0.7,-0.7
726,Bruno Ecuele Manga,GAB,DF,Cardiff City,Premier League,30,1988,37.5,0,11,2,18.2,0.29,0.05,0.00,0.00,13.9,0,0,0,0.8,0.8,0.07,-0.8,-0.8
727,Simone Edera,ITA,FW,Torino FC,Serie A,21,1997,0.9,0,1,0,0.0,1.17,0.00,0.00,,13.3,0,0,0,0.0,0.0,0.05,0.0,0.0
728,Simone Edera,ITA,FW,Bologna FC 1909,Serie A,21,1997,2.2,0,8,4,50.0,3.67,1.84,0.00,0.00,19.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5
729,Ederson,BRA,GK,Manchester City,Premier League,24,1993,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
730,Johannes Eggestein,DEU,FW,SV Werder Bremen,Bundesliga,20,1998,12.4,4,32,12,37.5,2.59,0.97,0.13,0.33,14.3,0,0,0,3.3,3.3,0.10,+0.7,+0.7
731,Maximilian Eggestein,DEU,MF,SV Werder Bremen,Bundesliga,21,1996,33.9,5,44,15,34.1,1.30,0.44,0.11,0.33,19.7,0,0,0,3.0,3.0,0.07,+2.0,+2.0
732,Albin Ekdal,SWE,MF,UC Sampdoria,Serie A,29,1989,29.4,0,15,1,6.7,0.51,0.03,0.00,0.00,22.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7
733,Josip Elez,HRV,DF,Hannover 96,Bundesliga,24,1994,7.2,0,3,0,0.0,0.42,0.00,0.00,,23.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
734,Harvey Elliott,ENG,MF,Fulham FC,Premier League,15,2003,0.2,0,1,1,100.0,4.50,4.50,0.00,0.00,15.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1
735,Mohamed Elneny,EGY,MF,Arsenal FC,Premier League,26,1992,4.2,0,7,0,0.0,1.66,0.00,0.00,,17.2,0,0,0,0.6,0.6,0.08,-0.6,-0.6
736,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,24,1994,25.0,1,11,5,45.5,0.44,0.20,0.09,0.20,9.2,0,0,0,1.1,1.1,0.10,-0.1,-0.1
737,Gorka Elustondo,ESP,MF,Rayo Vallecano,La Liga,31,1987,3.2,0,3,0,0.0,0.95,0.00,0.00,,23.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1
738,Nico Elvedi,CHE,DF,Borussia Mönchengladbach,Bundesliga,21,1996,29.1,2,14,5,35.7,0.48,0.17,0.14,0.40,8.8,0,0,0,1.6,1.6,0.11,+0.4,+0.4
739,Rodrigo Ely,BRA,DF,Deportivo Alavés,La Liga,24,1993,4.8,0,3,1,33.3,0.63,0.21,0.00,0.00,14.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1
740,Mohamed Elyounoussi,NOR,MF,Southampton FC,Premier League,23,1994,8.8,0,19,6,31.6,2.16,0.68,0.00,0.00,17.3,0,0,0,1.9,1.9,0.10,-1.9,-1.9
741,Adrián Embarba,ESP,FW,Rayo Vallecano,La Liga,26,1992,25.4,5,46,15,32.6,1.81,0.59,0.04,0.13,18.9,6,3,3,6.0,3.7,0.08,-1.0,-1.7
742,Breel Embolo,CHE,FW,FC Schalke 04,Bundesliga,21,1997,14.9,5,27,13,48.1,1.81,0.87,0.19,0.38,11.8,0,0,0,3.6,3.6,0.13,+1.4,+1.4
743,Emerson Royal,BRA,DF,Real Betis Balompié,La Liga,19,1999,3.5,0,3,1,33.3,0.85,0.28,0.00,0.00,18.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2
744,Youssef En-Nesyri,MAR,FW,CD Leganés,La Liga,21,1997,23.4,9,72,23,31.9,3.08,0.98,0.13,0.39,14.6,0,0,0,7.4,7.4,0.10,+1.6,+1.6
745,Björn Engels,BEL,DF,Stade Reims,Ligue 1,23,1994,33.0,1,9,4,44.4,0.27,0.12,0.11,0.25,7.5,0,0,0,1.1,1.1,0.12,-0.1,-0.1
746,Sergi Enrich,ESP,FW,SD Eibar,La Liga,28,1990,28.7,7,70,17,24.3,2.44,0.59,0.10,0.41,10.4,0,0,0,9.8,9.8,0.14,-2.8,-2.8
747,Javi Eraso,ESP,MF,CD Leganés,La Liga,28,1990,7.0,0,4,2,50.0,0.57,0.29,0.00,0.00,13.6,0,0,0,0.9,0.9,0.22,-0.9,-0.9
748,Christian Eriksen,DNK,MF,Tottenham Hotspur,Premier League,26,1992,30.8,8,84,31,36.9,2.73,1.01,0.10,0.26,22.4,12,0,0,5.5,5.5,0.07,+2.5,+2.5
749,Patrick Erras,DEU,MF,1.FC Nuremberg,Bundesliga,23,1995,13.6,0,8,1,12.5,0.59,0.07,0.00,0.00,13.9,0,0,0,0.6,0.6,0.08,-0.6,-0.6
750,Gonzalo Escalante,ARG,MF,SD Eibar,La Liga,25,1993,19.9,4,22,8,36.4,1.11,0.40,0.18,0.50,16.7,0,0,0,2.1,2.1,0.12,+1.9,+1.9
751,Sergio Escudero,ESP,DF,Sevilla FC,La Liga,28,1989,17.2,0,25,3,12.0,1.46,0.17,0.00,0.00,19.7,0,0,0,1.2,1.2,0.05,-1.2,-1.2
752,Bernardo Espinosa,COL,DF,Girona FC,La Liga,29,1989,30.3,1,15,7,46.7,0.50,0.23,0.07,0.14,8.5,0,0,0,1.4,1.4,0.09,-0.4,-0.4
753,Michael Esser,DEU,GK,Hannover 96,Bundesliga,30,1987,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
754,Alexander Esswein,DEU,FW,VfB Stuttgart,Bundesliga,28,1990,13.9,0,27,8,29.6,1.94,0.58,0.00,0.00,19.6,0,0,0,1.7,1.7,0.06,-1.7,-1.7
755,Neil Etheridge,PHL,GK,Cardiff City,Premier League,28,1990,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
756,Beñat Etxebarria,ESP,MF,Athletic Bilbao,La Liga,31,1987,22.6,1,16,4,25.0,0.71,0.18,0.06,0.25,27.9,3,0,0,0.5,0.5,0.03,+0.5,+0.5
757,Xabi Etxeita,ESP,DF,SD Huesca,La Liga,30,1987,29.7,4,23,8,34.8,0.77,0.27,0.17,0.50,10.0,0,0,0,2.3,2.3,0.10,+1.7,+1.7
758,Lucas Evangelista,BRA,FW,FC Nantes,Ligue 1,23,1995,8.0,1,13,4,30.8,1.62,0.50,0.08,0.25,20.6,0,0,0,0.8,0.8,0.06,+0.2,+0.2
759,Jonny Evans,NIR,DF,Leicester City,Premier League,30,1988,22.2,1,10,4,40.0,0.45,0.18,0.10,0.25,8.8,0,0,0,0.9,0.9,0.09,+0.1,+0.1
760,Ewerton,BRA,DF,1.FC Nuremberg,Bundesliga,29,1989,14.9,0,8,2,25.0,0.54,0.13,0.00,0.00,8.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4
761,Valentin Eysseric,FRA,FW,ACF Fiorentina,Serie A,26,1992,4.0,0,4,2,50.0,1.01,0.50,0.00,0.00,22.7,1,0,0,0.1,0.1,0.03,-0.1,-0.1
762,Valentin Eysseric,FRA,MF,FC Nantes,Ligue 1,26,1992,2.3,1,4,0,0.0,1.72,0.00,0.00,,19.4,0,1,2,1.9,0.4,0.10,-0.9,-0.4
763,Marco Fabián,MEX,FW,Eintracht Frankfurt,Bundesliga,29,1989,0.7,0,1,0,0.0,1.45,0.00,0.00,,14.3,0,0,0,0.1,0.1,0.09,-0.1,-0.1
764,Lukasz Fabianski,POL,GK,West Ham United,Premier League,33,1985,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
765,Fabinho,BRA,MF,Liverpool FC,Premier League,24,1993,22.4,1,17,4,23.5,0.76,0.18,0.06,0.25,23.2,0,0,0,1.0,1.0,0.06,0.0,0.0
766,Fábio,BRA,DF,FC Nantes,Ligue 1,28,1990,14.2,0,3,1,33.3,0.21,0.07,0.00,0.00,20.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2
767,Cesc Fàbregas,ESP,MF,Chelsea FC,Premier League,31,1987,2.0,0,1,0,0.0,0.50,0.00,0.00,,14.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1
768,Cesc Fàbregas,ESP,MF,AS Monaco,Ligue 1,31,1987,10.7,1,11,6,54.5,1.02,0.56,0.09,0.17,14.6,1,0,0,1.7,1.7,0.16,-0.7,-0.7
769,Fabri,ESP,GK,Fulham FC,Premier League,30,1987,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
770,Ralf Fährmann,DEU,GK,FC Schalke 04,Bundesliga,29,1988,16.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
771,Romain Faivre,FRA,MF,AS Monaco,Ligue 1,20,1998,1.0,0,2,0,0.0,2.00,0.00,0.00,,16.6,0,0,0,0.2,0.2,0.10,-0.2,-0.2
772,Fayçal Fajr,MAR,MF,SM Caen,Ligue 1,29,1988,36.0,5,50,15,30.0,1.39,0.42,0.10,0.33,27.1,17,0,0,2.4,2.4,0.05,+2.6,+2.6
773,Falcao,COL,FW,AS Monaco,Ligue 1,32,1986,28.4,15,93,38,40.9,3.27,1.34,0.13,0.32,15.1,7,3,4,15.3,12.3,0.13,-0.3,-0.3
774,Diego Falcinelli,ITA,FW,Bologna FC 1909,Serie A,27,1991,7.8,0,17,4,23.5,2.18,0.51,0.00,0.00,12.5,0,0,0,2.2,2.2,0.13,-2.2,-2.2
775,Simon Falette,GIN,DF,Eintracht Frankfurt,Bundesliga,26,1992,6.7,0,3,1,33.3,0.45,0.15,0.00,0.00,25.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
776,Iago Falque,ESP,FW,Torino FC,Serie A,28,1990,17.9,6,58,22,37.9,3.24,1.23,0.10,0.27,18.4,4,0,0,5.8,5.8,0.10,+0.2,+0.2
777,Paolo Faragò,ITA,MF,Cagliari Calcio,Serie A,25,1993,18.9,1,19,12,63.2,1.00,0.63,0.05,0.08,15.1,0,0,0,2.1,2.1,0.11,-1.1,-1.1
778,Mohamed Fares,DZA,DF,SPAL,Serie A,22,1996,32.8,3,54,16,29.6,1.65,0.49,0.06,0.19,21.9,0,0,0,2.7,2.7,0.05,+0.3,+0.3
779,Diego Farias,BRA,FW,Cagliari Calcio,Serie A,28,1990,7.8,3,23,10,43.5,2.96,1.29,0.13,0.30,13.6,0,0,0,2.5,2.5,0.11,+0.5,+0.5
780,Diego Farias,BRA,FW,FC Empoli,Serie A,28,1990,13.3,4,34,15,44.1,2.56,1.13,0.12,0.27,15.3,0,0,0,4.5,4.5,0.13,-0.5,-0.5
781,Andrea Favilli,ITA,FW,Genoa CFC,Serie A,21,1997,1.9,0,5,3,60.0,2.65,1.59,0.00,0.00,13.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3
782,Federico Fazio,ARG,DF,AS Roma,Serie A,31,1987,31.2,5,31,16,51.6,0.99,0.51,0.16,0.31,10.3,0,0,0,2.6,2.6,0.09,+2.4,+2.4
783,Zouhair Feddal,MAR,DF,Real Betis Balompié,La Liga,29,1989,18.9,1,17,3,17.6,0.90,0.16,0.06,0.33,9.7,0,0,0,1.6,1.6,0.09,-0.6,-0.6
784,Nabil Fekir,FRA,MF,Olympique Lyon,Ligue 1,25,1993,22.1,9,85,38,44.7,3.85,1.72,0.06,0.13,20.7,17,4,6,10.6,6.0,0.07,-1.6,-1.0
785,Yassin Fekir,FRA,FW,Olympique Lyon,Ligue 1,21,1997,0.1,0,1,0,0.0,7.50,0.00,0.00,,31.0,0,0,0,0.0,0.0,0.02,0.0,0.0
786,Felipe,BRA,DF,Hannover 96,Bundesliga,31,1987,12.2,2,10,2,20.0,0.82,0.16,0.20,1.00,12.9,0,0,0,0.8,0.8,0.08,+1.2,+1.2
787,Luiz Felipe,BRA,DF,SS Lazio,Serie A,21,1997,14.3,1,8,2,25.0,0.56,0.14,0.13,0.50,16.9,0,0,0,0.5,0.5,0.07,+0.5,+0.5
788,Felix Uduokhai,DEU,DF,VfL Wolfsburg,Bundesliga,20,1997,2.7,0,1,0,0.0,0.37,0.00,0.00,,9.2,0,0,0,0.0,0.0,0.02,0.0,0.0
789,Marouane Fellaini,BEL,MF,Manchester United,Premier League,30,1987,8.4,0,8,3,37.5,0.96,0.36,0.00,0.00,14.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4
790,Kiko Femenía,ESP,DF,Watford FC,Premier League,27,1991,22.8,1,7,3,42.9,0.31,0.13,0.14,0.33,26.6,0,0,0,0.5,0.5,0.06,+0.5,+0.5
791,Edimilson Fernandes,CHE,MF,ACF Fiorentina,Serie A,22,1996,21.9,2,20,5,25.0,0.91,0.23,0.10,0.40,21.3,0,0,0,1.0,1.0,0.05,+1.0,+1.0
792,Gelson Fernandes,CHE,MF,Eintracht Frankfurt,Bundesliga,31,1986,24.7,1,4,3,75.0,0.16,0.12,0.25,0.33,13.4,0,0,0,0.9,0.9,0.22,+0.1,+0.1
793,Aitor Fernández,ESP,GK,Levante UD,La Liga,27,1991,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
794,Andrés Fernández,ESP,GK,Villarreal CF,La Liga,31,1986,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
795,Borja Fernández,ESP,MF,Real Valladolid CF,La Liga,37,1981,9.3,0,4,0,0.0,0.43,0.00,0.00,,18.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
796,Federico Fernández,ARG,DF,Newcastle United,Premier League,29,1989,16.5,0,4,1,25.0,0.24,0.06,0.00,0.00,10.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
797,Joaquín Fernández,ESP,DF,Real Valladolid CF,La Liga,22,1996,9.3,1,7,2,28.6,0.75,0.21,0.14,0.50,10.7,0,0,0,0.5,0.5,0.07,+0.5,+0.5
798,Fernandinho,BRA,MF,Manchester City,Premier League,33,1985,26.4,1,31,7,22.6,1.17,0.27,0.03,0.14,21.1,0,0,0,1.9,1.9,0.06,-0.9,-0.9
799,Juan Ferney Otero,COL,FW,Amiens SC,Ligue 1,23,1995,24.2,2,59,13,22.0,2.44,0.54,0.03,0.15,20.8,4,0,0,3.9,3.9,0.07,-1.9,-1.9
800,Alex Ferrari,ITA,DF,UC Sampdoria,Serie A,24,1994,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
801,David Ferreiro,ESP,FW,SD Huesca,La Liga,30,1988,25.3,1,37,12,32.4,1.46,0.47,0.03,0.08,19.1,3,0,0,2.7,2.7,0.07,-1.7,-1.7
802,Facundo Ferreyra,ARG,FW,RCD Espanyol Barcelona,La Liga,27,1991,2.3,1,3,1,33.3,1.28,0.43,0.33,1.00,15.2,0,0,0,0.3,0.3,0.10,+0.7,+0.7
803,Jordan Ferri,FRA,MF,Olympique Lyon,Ligue 1,26,1992,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
804,Jordan Ferri,FRA,MF,Nîmes Olympique,Ligue 1,26,1992,20.8,2,15,3,20.0,0.72,0.14,0.13,0.67,21.2,0,0,0,1.1,1.1,0.07,+0.9,+0.9
805,Oliver Fink,DEU,MF,Fortuna Düsseldorf,Bundesliga,36,1982,11.7,3,11,3,27.3,0.94,0.26,0.27,1.00,16.2,0,0,0,0.9,0.9,0.08,+2.1,+2.1
806,Alfred Finnbogason,ISL,FW,FC Augsburg,Bundesliga,29,1989,14.8,10,36,14,38.9,2.43,0.94,0.17,0.43,13.1,0,4,4,10.4,7.4,0.21,-0.4,-1.4
807,Roberto Firmino,BRA,FW,Liverpool FC,Premier League,26,1991,29.0,12,73,31,42.5,2.52,1.07,0.15,0.35,14.5,0,1,1,13.3,12.5,0.17,-1.3,-1.5
808,Júnior Firpo,ESP,DF,Real Betis Balompié,La Liga,21,1996,21.5,3,19,8,42.1,0.88,0.37,0.16,0.38,12.8,0,0,0,2.0,2.0,0.11,+1.0,+1.0
809,Mathieu Flamini,FRA,MF,Getafe CF,La Liga,34,1984,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
810,Mark Flekken,NLD,GK,SC Freiburg,Bundesliga,25,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
811,Sergio Floccari,ITA,FW,SPAL,Serie A,36,1981,10.8,3,23,7,30.4,2.12,0.65,0.13,0.43,10.9,0,0,0,2.5,2.5,0.11,+0.5,+0.5
812,Alessandro Florenzi,ITA,DF,AS Roma,Serie A,27,1991,24.2,3,35,9,25.7,1.44,0.37,0.09,0.33,20.3,0,0,0,2.1,2.1,0.06,+0.9,+0.9
813,Phil Foden,ENG,MF,Manchester City,Premier League,18,2000,3.7,1,14,6,42.9,3.76,1.61,0.07,0.17,14.5,0,0,0,2.5,2.5,0.18,-1.5,-1.5
814,Guessouma Fofana,FRA,MF,EA Guingamp,Ligue 1,25,1992,5.3,0,5,0,0.0,0.94,0.00,0.00,,19.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5
