Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Min/90,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90
2111,Cristian Romero,ARG,DF,Genoa CFC,Serie A,20,1998,27,27,2336,26.0,2,2,2,0,0,11,2,0.08,0.08,0.15,0.08,0.15,1.4,1.4,0.5,1.9,0.06,0.02,0.08,0.06,0.08
2112,Oriol Romeu,ESP,MF,Southampton FC,Premier League,26,1991,31,25,2136,23.7,1,0,1,0,0,11,0,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.4,1.1,0.03,0.01,0.05,0.03,0.05
2113,Rômulo,ITA,MF,Genoa CFC,Serie A,31,1987,17,17,1351,15.0,1,2,0,1,1,1,1,0.07,0.13,0.20,0.00,0.13,1.6,0.8,1.7,2.5,0.11,0.11,0.22,0.06,0.17
2114,Rômulo,ITA,DF,SS Lazio,Serie A,31,1987,10,9,776,8.6,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.4,0.4,1.3,1.7,0.05,0.15,0.20,0.05,0.20
2115,Cristiano Ronaldo,PRT,FW,Juventus FC,Serie A,33,1985,31,30,2688,29.9,21,8,16,5,6,3,0,0.70,0.27,0.97,0.54,0.80,22.7,18.1,3.8,21.9,0.76,0.13,0.89,0.61,0.73
2116,Facundo Roncaglia,ARG,DF,Valencia CF,La Liga,31,1987,7,7,601,6.7,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.04,0.00,0.04,0.04,0.04
2117,Facundo Roncaglia,ARG,DF,Celta de Vigo,La Liga,31,1987,12,12,1070,11.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01
2118,Salomón Rondón,VEN,FW,Newcastle United,Premier League,28,1989,32,30,2603,28.9,11,7,11,0,0,1,0,0.38,0.24,0.62,0.38,0.62,11.1,11.1,3.3,14.4,0.38,0.11,0.50,0.38,0.50
2119,Valentin Rongier,FRA,MF,FC Nantes,Ligue 1,23,1994,36,36,3226,35.8,4,5,3,1,2,3,0,0.11,0.14,0.25,0.08,0.22,6.3,4.7,5.1,9.8,0.17,0.14,0.32,0.13,0.27
2120,Marten de Roon,NLD,MF,Atalanta BC,Serie A,27,1991,35,34,2975,33.1,2,3,1,1,1,8,0,0.06,0.09,0.15,0.03,0.12,2.1,1.3,2.5,3.8,0.06,0.08,0.14,0.04,0.11
2121,Roberto Rosales,VEN,DF,RCD Espanyol Barcelona,La Liga,29,1988,21,20,1749,19.4,3,1,3,0,0,2,0,0.15,0.05,0.21,0.15,0.21,0.7,0.7,1.0,1.7,0.04,0.05,0.09,0.04,0.09
2122,Danny Rose,ENG,DF,Tottenham Hotspur,Premier League,28,1990,26,20,1798,20.0,0,3,0,0,0,5,0,0.00,0.15,0.15,0.00,0.15,0.7,0.7,2.1,2.8,0.03,0.11,0.14,0.03,0.14
2123,Valentin Rosier,FRA,DF,Dijon FCO,Ligue 1,21,1996,18,16,1460,16.2,0,4,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,0.3,0.3,1.7,2.0,0.02,0.10,0.12,0.02,0.12
2124,Luca Rossettini,ITA,DF,Chievo Verona,Serie A,33,1985,21,20,1823,20.3,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.02,0.00,0.02,0.02,0.02
2125,Francesco Rossi,ITA,GK,Atalanta BC,Serie A,27,1991,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2126,Jérôme Roussillon,FRA,DF,VfL Wolfsburg,Bundesliga,25,1993,28,28,2461,27.3,3,4,3,0,0,4,0,0.11,0.15,0.26,0.11,0.26,2.2,2.2,2.9,5.1,0.08,0.11,0.19,0.08,0.19
2127,Nolan Roux,FRA,FW,EA Guingamp,Ligue 1,30,1988,26,17,1536,17.1,2,0,2,0,0,2,0,0.12,0.00,0.12,0.12,0.12,4.9,4.9,0.8,5.7,0.28,0.05,0.33,0.28,0.33
2128,Aaron Rowe,ENG,FW,Huddersfield Town,Premier League,17,2000,2,1,69,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2129,Waldo Rubio,ESP,MF,Real Valladolid CF,La Liga,22,1995,8,5,492,5.5,1,0,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,0.4,0.4,0.3,0.7,0.08,0.05,0.13,0.08,0.13
2130,John Ruddy,ENG,GK,Wolverhampton Wanderers,Premier League,31,1986,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2131,Antonio Rüdiger,DEU,DF,Chelsea FC,Premier League,25,1993,33,33,2871,31.9,1,0,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,2.0,2.0,0.5,2.5,0.06,0.02,0.08,0.06,0.08
2132,Sebastian Rudy,DEU,MF,FC Schalke 04,Bundesliga,28,1990,21,17,1356,15.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.0,1.2,0.01,0.07,0.08,0.01,0.08
2133,Stéphane Ruffier,FRA,GK,AS Saint-Étienne,Ligue 1,31,1986,37,37,3330,37.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2134,Daniele Rugani,ITA,DF,Juventus FC,Serie A,24,1994,15,15,1350,15.0,2,0,2,0,0,3,0,0.13,0.00,0.13,0.13,0.13,1.1,1.1,0.0,1.1,0.08,0.00,0.08,0.08,0.08
2135,Mário Rui,PRT,DF,SSC Napoli,Serie A,27,1991,20,17,1417,15.7,1,1,1,0,0,5,1,0.06,0.06,0.13,0.06,0.13,0.7,0.7,2.2,2.9,0.05,0.14,0.19,0.05,0.19
2136,Fabián Ruiz,ESP,MF,SSC Napoli,Serie A,22,1996,27,20,1992,22.1,5,4,5,0,0,3,1,0.23,0.18,0.41,0.23,0.41,4.2,4.2,5.0,9.2,0.19,0.23,0.42,0.19,0.42
2137,Abel Ruiz,ESP,FW,FC Barcelona,La Liga,18,2000,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.68,0.42,1.10,0.68,1.10
2138,Víctor Ruiz,ESP,DF,Villarreal CF,La Liga,29,1989,22,22,1975,21.9,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.02,0.01,0.03,0.02,0.03
2139,Gerónimo Rulli,ARG,GK,Real Sociedad,La Liga,26,1992,27,27,2430,27.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
2140,Lukas Rupp,DEU,MF,TSG 1899 Hoffenheim,Bundesliga,27,1991,1,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.18,0.18,0.00,0.18
2141,Marco Russ,DEU,DF,Eintracht Frankfurt,Bundesliga,32,1985,5,3,380,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03
2142,Mathew Ryan,AUS,GK,Brighton & Hove Albion,Premier League,26,1992,34,34,3060,34.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2143,Frederik Rönnow,DNK,GK,Eintracht Frankfurt,Bundesliga,25,1992,2,1,123,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2144,Idriss Saadi,DZA,MF,RC Strasbourg Alsace,Ligue 1,26,1992,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2145,Youssouf Sabaly,SEN,DF,FC Girondins Bordeaux,Ligue 1,25,1993,23,21,1908,21.2,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,0.4,0.4,1.7,2.1,0.02,0.08,0.10,0.02,0.10
2146,Abdelhamid Sabiri,DEU,FW,Huddersfield Town,Premier League,21,1996,2,1,48,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2147,Marcel Sabitzer,AUT,MF,RB Leipzig,Bundesliga,24,1994,30,26,2352,26.1,4,3,4,0,0,9,0,0.15,0.11,0.27,0.15,0.27,5.0,5.0,5.0,10.0,0.19,0.19,0.38,0.19,0.38
2148,Ihsan Sacko,FRA,FW,OGC Nice,Ligue 1,21,1997,13,4,442,4.9,0,1,0,0,0,0,1,0.00,0.20,0.20,0.00,0.20,1.2,1.2,1.1,2.3,0.25,0.22,0.48,0.25,0.48
2149,Nuri Sahin,TUR,MF,SV Werder Bremen,Bundesliga,29,1988,20,19,1476,16.4,1,1,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,0.6,0.6,1.1,1.7,0.03,0.07,0.10,0.03,0.10
2150,Samuel Sahin-Radlinger,AUT,GK,Hannover 96,Bundesliga,25,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2151,Wesley Saïd,FRA,FW,Dijon FCO,Ligue 1,23,1995,34,25,2253,25.0,4,1,4,0,1,4,0,0.16,0.04,0.20,0.16,0.20,5.3,4.3,2.6,7.0,0.21,0.10,0.31,0.17,0.28
2152,Allan Saint-Maximin,FRA,FW,OGC Nice,Ligue 1,21,1997,34,34,2900,32.2,5,3,4,1,2,2,0,0.16,0.09,0.25,0.12,0.22,6.6,5.1,6.3,11.4,0.21,0.19,0.40,0.16,0.35
2153,Théo Sainte-Luce,FRA,FW,Nîmes Olympique,Ligue 1,19,1998,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2154,Romain Saïss,MAR,MF,Wolverhampton Wanderers,Premier League,28,1990,19,12,1149,12.8,2,0,2,0,0,7,0,0.16,0.00,0.16,0.16,0.16,1.5,1.5,0.3,1.8,0.12,0.02,0.14,0.12,0.14
2155,Samu Saiz,ESP,FW,Getafe CF,La Liga,27,1991,10,2,305,3.4,1,0,1,0,0,2,0,0.30,0.00,0.30,0.30,0.30,0.3,0.3,0.2,0.5,0.10,0.06,0.16,0.10,0.16
2156,Bukayo Saka,ENG,FW,Arsenal FC,Premier League,16,2001,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2157,Hiroki Sakai,JPN,DF,Olympique Marseille,Ligue 1,28,1990,27,26,2374,26.4,1,4,1,0,0,3,0,0.04,0.15,0.19,0.04,0.19,0.4,0.4,2.5,2.9,0.02,0.09,0.11,0.02,0.11
2158,Diafra Sakho,SEN,FW,Stade Rennais FC,Ligue 1,28,1989,2,2,144,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.20,0.00,0.20,0.20,0.20
2159,Mamadou Sakho,FRA,DF,Crystal Palace,Premier League,28,1990,27,27,2416,26.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.5,1.3,0.03,0.02,0.05,0.03,0.05
2160,Bakary Sako,MLI,FW,Crystal Palace,Premier League,30,1988,4,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2161,Emiliano Sala,ARG,FW,FC Nantes,Ligue 1,27,1990,19,16,1369,15.2,12,2,10,2,2,0,0,0.79,0.13,0.92,0.66,0.79,6.5,5.0,1.6,6.5,0.43,0.10,0.53,0.33,0.43
2162,Jacopo Sala,ITA,DF,UC Sampdoria,Serie A,26,1991,21,16,1518,16.9,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,1.3,1.5,0.02,0.07,0.09,0.02,0.09
2163,Mohamed Salah,EGY,FW,Liverpool FC,Premier League,26,1992,38,37,3250,36.1,22,8,19,3,3,1,0,0.61,0.22,0.83,0.53,0.75,19.0,16.8,9.1,25.9,0.53,0.25,0.78,0.46,0.72
2164,Bartosz Salamon,POL,DF,Frosinone Calcio,Serie A,27,1991,20,19,1725,19.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.03,0.00,0.03,0.03,0.03
2165,Carlos Salcedo,MEX,DF,Eintracht Frankfurt,Bundesliga,24,1993,6,6,460,5.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02
2166,William Saliba,FRA,DF,AS Saint-Étienne,Ligue 1,17,2001,16,13,1277,14.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.7,0.03,0.02,0.05,0.03,0.05
2167,Yannis Salibur,FRA,FW,AS Saint-Étienne,Ligue 1,27,1991,21,9,885,9.8,1,3,1,0,0,2,1,0.10,0.31,0.41,0.10,0.41,1.9,1.9,1.8,3.7,0.19,0.19,0.38,0.19,0.38
2168,Yannis Salibur,FRA,FW,EA Guingamp,Ligue 1,27,1991,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.23,0.23,0.00,0.23
2169,Roland Sallai,HUN,MF,SC Freiburg,Bundesliga,21,1997,10,5,527,5.9,2,0,2,0,0,3,0,0.34,0.00,0.34,0.34,0.34,1.9,1.9,0.3,2.2,0.32,0.04,0.37,0.32,0.37
2170,Edgar Salli,CMR,MF,1.FC Nuremberg,Bundesliga,25,1992,3,1,116,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.01,0.06,0.05,0.06
2171,Brice Samba,COG,GK,SM Caen,Ligue 1,24,1994,38,38,3420,38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2172,Junior Sambia,FRA,MF,Montpellier HSC,Ligue 1,21,1996,30,7,926,10.3,0,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,2.1,2.1,1.5,3.6,0.21,0.14,0.35,0.21,0.35
2173,Paolo Sammarco,ITA,MF,Frosinone Calcio,Serie A,35,1983,8,6,553,6.1,1,0,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16,0.2,0.2,0.1,0.3,0.03,0.01,0.04,0.03,0.04
2174,Frédéric Sammaritano,FRA,FW,Dijon FCO,Ligue 1,32,1986,14,6,538,6.0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.6,1.3,0.11,0.11,0.21,0.11,0.21
2175,Mikel San José,ESP,MF,Athletic Bilbao,La Liga,29,1989,33,16,1733,19.3,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,1.4,2.3,0.05,0.07,0.12,0.05,0.12
2176,Antonio Sanabria,PRY,FW,Genoa CFC,Serie A,22,1996,15,9,766,8.5,3,0,3,0,1,1,0,0.35,0.00,0.35,0.35,0.35,4.4,3.6,0.3,3.9,0.51,0.04,0.55,0.42,0.46
2177,Antonio Sanabria,PRY,FW,Real Betis Balompié,La Liga,22,1996,15,8,811,9.0,2,0,1,1,1,2,0,0.22,0.00,0.22,0.11,0.11,4.2,3.4,0.1,3.5,0.47,0.01,0.47,0.38,0.39
2178,Renato Sanches,PRT,MF,Bayern Munich,Bundesliga,20,1997,17,4,577,6.4,1,1,1,0,0,2,1,0.16,0.16,0.31,0.16,0.31,1.4,1.4,0.4,1.8,0.22,0.06,0.28,0.22,0.28
2179,Alexis Sánchez,CHL,FW,Manchester United,Premier League,29,1988,20,9,880,9.8,1,3,1,0,0,3,0,0.10,0.31,0.41,0.10,0.41,1.5,1.5,3.1,4.5,0.15,0.31,0.46,0.15,0.46
2180,Carlos Sánchez,COL,MF,West Ham United,Premier League,32,1986,7,2,245,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05
2181,Davinson Sánchez,COL,DF,Tottenham Hotspur,Premier League,22,1996,23,22,1942,21.6,1,1,1,0,0,2,0,0.05,0.05,0.09,0.05,0.09,1.2,1.2,0.0,1.2,0.05,0.00,0.06,0.05,0.06
2182,Javi Sánchez,ESP,DF,Real Madrid,La Liga,21,1997,1,0,46,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2183,Víctor Sánchez,ESP,MF,RCD Espanyol Barcelona,La Liga,30,1987,24,13,1265,14.1,0,2,0,0,0,9,0,0.00,0.14,0.14,0.00,0.14,0.5,0.5,0.7,1.2,0.03,0.05,0.08,0.03,0.08
2184,Jadon Sancho,ENG,FW,Borussia Dortmund,Bundesliga,18,2000,34,26,2461,27.3,12,14,12,0,0,2,0,0.44,0.51,0.95,0.44,0.95,7.4,7.4,6.9,14.4,0.27,0.25,0.52,0.27,0.52
2185,Sandro,BRA,MF,Udinese Calcio,Serie A,29,1989,12,7,594,6.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.03,0.01,0.04,0.03,0.04
2186,Sandro,BRA,MF,Genoa CFC,Serie A,29,1989,13,9,711,7.9,0,1,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,0.3,0.3,0.1,0.4,0.04,0.01,0.05,0.04,0.05
2187,Alex Sandro,BRA,DF,Juventus FC,Serie A,27,1991,31,28,2387,26.5,1,2,1,0,0,7,0,0.04,0.08,0.11,0.04,0.11,1.8,1.8,3.4,5.2,0.07,0.13,0.20,0.07,0.20
2188,Leroy Sané,DEU,FW,Manchester City,Premier League,22,1996,31,21,1867,20.7,10,10,10,0,0,1,0,0.48,0.48,0.96,0.48,0.96,6.0,6.0,6.6,12.6,0.29,0.32,0.61,0.29,0.61
2189,Salif Sané,SEN,DF,FC Schalke 04,Bundesliga,27,1990,30,29,2614,29.0,2,0,2,0,0,4,0,0.07,0.00,0.07,0.07,0.07,1.1,1.1,0.6,1.7,0.04,0.02,0.06,0.04,0.06
2190,Luca Sangalli,ESP,MF,Real Sociedad,La Liga,23,1995,18,12,999,11.1,1,3,1,0,0,0,0,0.09,0.27,0.36,0.09,0.36,1.1,1.1,1.3,2.4,0.10,0.11,0.22,0.10,0.22
2191,Ibrahim Sangaré,CIV,MF,FC Toulouse,Ligue 1,20,1997,28,27,2467,27.4,1,3,1,0,0,7,0,0.04,0.11,0.15,0.04,0.15,1.4,1.4,1.6,3.0,0.05,0.06,0.11,0.05,0.11
2192,Younousse Sankharé,SEN,MF,FC Girondins Bordeaux,Ligue 1,28,1989,22,17,1476,16.4,1,3,1,0,0,6,0,0.06,0.18,0.24,0.06,0.24,2.2,2.2,1.2,3.4,0.14,0.07,0.21,0.14,0.21
2193,Baissama Sankoh,GIN,MF,SM Caen,Ligue 1,26,1992,15,6,651,7.2,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.9,0.11,0.01,0.12,0.11,0.12
2194,Yaya Sanogo,FRA,FW,FC Toulouse,Ligue 1,25,1993,21,13,1243,13.8,3,0,2,1,1,3,0,0.22,0.00,0.22,0.14,0.14,6.4,5.6,0.8,6.4,0.46,0.06,0.52,0.41,0.46
2195,Morgan Sanson,FRA,MF,Olympique Marseille,Ligue 1,23,1994,33,27,2403,26.7,5,3,5,0,0,9,0,0.19,0.11,0.30,0.19,0.30,2.6,2.6,2.7,5.3,0.10,0.10,0.20,0.10,0.20
2196,Nicola Sansone,ITA,FW,Bologna FC 1909,Serie A,26,1991,15,13,1139,12.7,2,4,2,0,0,4,1,0.16,0.32,0.47,0.16,0.47,2.2,2.2,2.4,4.5,0.17,0.19,0.36,0.17,0.36
2197,Nicola Sansone,ITA,FW,Villarreal CF,La Liga,26,1991,3,0,37,0.4,1,1,1,0,0,1,0,2.43,2.43,4.86,2.43,4.86,0.1,0.1,0.1,0.2,0.24,0.25,0.50,0.24,0.50
2198,Baptiste Santamaria,FRA,MF,SCO Angers,Ligue 1,23,1995,38,37,3245,36.1,1,0,1,0,0,2,0,0.03,0.00,0.03,0.03,0.03,1.1,1.1,0.7,1.8,0.03,0.02,0.05,0.03,0.05
2199,Roberto Santamaría,ESP,GK,SD Huesca,La Liga,33,1985,20,20,1800,20.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2200,Federico Santander,PRY,FW,Bologna FC 1909,Serie A,27,1991,32,23,2065,22.9,8,3,8,0,0,5,0,0.35,0.13,0.48,0.35,0.48,8.9,8.9,3.3,12.2,0.39,0.14,0.53,0.39,0.53
2201,Davide Santon,ITA,DF,AS Roma,Serie A,27,1991,17,11,1009,11.2,0,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,0.1,0.1,0.8,0.9,0.01,0.07,0.08,0.01,0.08
2202,Michael Santos,URY,FW,CD Leganés,La Liga,25,1993,16,5,557,6.2,1,3,1,0,0,4,0,0.16,0.48,0.65,0.16,0.65,1.6,1.6,0.9,2.5,0.25,0.15,0.40,0.25,0.40
2203,Samir,BRA,DF,Udinese Calcio,Serie A,23,1994,21,21,1797,20.0,2,0,2,0,0,7,0,0.10,0.00,0.10,0.10,0.10,0.5,0.5,1.4,1.9,0.02,0.07,0.10,0.02,0.10
2204,Riccardo Saponara,ITA,MF,UC Sampdoria,Serie A,26,1991,22,11,905,10.1,2,4,2,0,0,2,0,0.20,0.40,0.60,0.20,0.60,1.6,1.6,1.8,3.5,0.16,0.18,0.34,0.16,0.34
2205,Pablo Sarabia,ESP,MF,Sevilla FC,La Liga,26,1992,33,30,2724,30.3,13,13,12,1,1,9,0,0.43,0.43,0.86,0.40,0.83,10.8,10.0,9.2,19.2,0.36,0.30,0.66,0.33,0.63
2206,Marcelo Saracchi,URY,DF,RB Leipzig,Bundesliga,20,1998,9,7,653,7.3,0,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,0.1,0.1,0.9,0.9,0.01,0.12,0.13,0.01,0.13
2207,Josh Sargent,USA,FW,SV Werder Bremen,Bundesliga,18,2000,10,1,212,2.4,2,0,2,0,0,1,0,0.85,0.00,0.85,0.85,0.85,1.5,1.5,0.2,1.7,0.64,0.07,0.71,0.64,0.71
2208,Bouna Sarr,GIN,DF,Olympique Marseille,Ligue 1,26,1992,29,25,2242,24.9,1,1,1,0,0,3,1,0.04,0.04,0.08,0.04,0.08,1.7,1.7,2.1,3.8,0.07,0.08,0.15,0.07,0.15
2209,Ismaïla Sarr,SEN,FW,Stade Rennais FC,Ligue 1,20,1998,35,32,2788,31.0,8,6,7,1,1,6,0,0.26,0.19,0.45,0.23,0.42,6.6,5.8,6.8,12.7,0.21,0.22,0.43,0.19,0.41
2210,Malang Sarr,FRA,DF,OGC Nice,Ligue 1,19,1999,35,34,2994,33.3,1,1,1,0,0,1,0,0.03,0.03,0.06,0.03,0.06,1.2,1.2,0.3,1.6,0.04,0.01,0.05,0.04,0.05
2211,Lluis Sastre,ESP,MF,SD Huesca,La Liga,32,1986,4,1,120,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02
2212,Marco Sau,ITA,MF,UC Sampdoria,Serie A,30,1987,5,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2213,Marco Sau,ITA,FW,Cagliari Calcio,Serie A,30,1987,14,5,558,6.2,1,0,1,0,0,4,0,0.16,0.00,0.16,0.16,0.16,1.9,1.9,0.7,2.6,0.30,0.11,0.42,0.30,0.42
2214,Téji Savanier,FRA,MF,Nîmes Olympique,Ligue 1,26,1991,32,32,2864,31.8,6,14,2,4,4,6,1,0.19,0.44,0.63,0.06,0.50,5.4,2.4,8.8,11.2,0.17,0.27,0.45,0.08,0.35
2215,Stefan Savic,MNE,DF,Atlético de Madrid,La Liga,27,1991,18,17,1398,15.5,0,2,0,0,0,5,1,0.00,0.13,0.13,0.00,0.13,0.8,0.8,0.1,0.9,0.05,0.01,0.06,0.05,0.06
2216,Fabian Schär,CHE,DF,Newcastle United,Premier League,26,1991,24,22,1999,22.2,4,1,4,0,0,12,0,0.18,0.05,0.23,0.18,0.23,1.7,1.7,0.6,2.3,0.08,0.03,0.10,0.08,0.10
2217,Ezequiel Schelotto,ITA,DF,Chievo Verona,Serie A,29,1989,4,2,143,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.01,0.37,0.38,0.01,0.38
2218,Nicolás Schiappacasse,URY,FW,Parma Calcio 1913,Serie A,19,1999,3,1,81,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2219,Pasquale Schiattarella,ITA,MF,SPAL,Serie A,31,1987,28,20,1841,20.5,0,4,0,0,0,10,0,0.00,0.20,0.20,0.00,0.20,0.6,0.6,1.9,2.5,0.03,0.09,0.12,0.03,0.12
2220,Patrik Schick,CZE,FW,AS Roma,Serie A,22,1996,24,15,1314,14.6,3,0,3,0,0,4,0,0.21,0.00,0.21,0.21,0.21,4.7,4.7,1.2,5.9,0.32,0.08,0.41,0.32,0.41
2221,Julian Schieber,DEU,FW,FC Augsburg,Bundesliga,29,1989,9,3,258,2.9,1,0,1,0,0,1,0,0.35,0.00,0.35,0.35,0.35,0.4,0.4,0.4,0.8,0.14,0.14,0.28,0.14,0.28
2222,Christopher Schindler,DEU,DF,Huddersfield Town,Premier League,28,1990,37,37,3260,36.2,1,0,1,0,0,5,1,0.03,0.00,0.03,0.03,0.03,1.4,1.4,0.2,1.6,0.04,0.01,0.04,0.04,0.04
2223,Keven Schlotterbeck,DEU,DF,SC Freiburg,Bundesliga,21,1997,9,8,773,8.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02
2224,Nico Schlotterbeck,DEU,DF,SC Freiburg,Bundesliga,18,1999,4,2,226,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01
2225,Jeffrey Schlupp,GHA,MF,Crystal Palace,Premier League,25,1992,30,18,1670,18.6,4,1,4,0,0,1,0,0.22,0.05,0.27,0.22,0.27,3.0,3.0,1.5,4.5,0.16,0.08,0.24,0.16,0.24
