Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,P_Att,P_Live,P_Dead,P_FK,P_TB,P_Press,P_Sw,P_Crs,P_CK,P_InCK,P_OutCK,P_StrCK,P_Ground,P_Low,P_High,P_Left,P_Right,P_Head,P_TI,P_Other,P_Cmp,P_Off,P_Out,P_Int,P_Blocks
1978,Portu,ESP,FW,Girona FC,La Liga,26,1992,31.3,719,698,21,5,2,151,15,77,5,0,0,0,445,135,139,24,631,41,3,6,508,5,12,25,37
1979,Stefan Posch,AUT,DF,TSG 1899 Hoffenheim,Bundesliga,21,1997,15.6,999,977,22,16,1,116,15,3,0,0,0,0,771,75,153,152,770,51,6,2,881,2,16,4,12
1980,Sergio Postigo,ESP,DF,Levante UD,La Liga,29,1988,16.1,495,470,25,24,0,55,15,0,0,0,0,0,323,53,119,55,408,25,1,3,392,3,10,5,8
1981,Yussuf Poulsen,DNK,FW,RB Leipzig,Bundesliga,24,1994,27.2,810,788,22,1,5,216,4,22,0,0,0,0,436,238,136,102,492,93,2,43,502,7,18,26,34
1982,Maxime Poundjé,FRA,DF,FC Girondins Bordeaux,Ligue 1,25,1992,28.2,1460,1166,294,22,1,251,20,83,3,0,2,0,818,303,339,976,144,51,269,2,1132,5,24,19,57
1983,Gaëtan Poussin,FRA,GK,FC Girondins Bordeaux,Ligue 1,19,1999,1.0,35,16,19,6,0,3,0,0,0,0,0,0,12,0,23,0,31,0,0,2,19,0,1,0,0
1984,José Pozo,ESP,MF,Rayo Vallecano,La Liga,22,1996,18.0,768,746,22,10,2,130,12,19,1,0,0,0,587,96,85,128,590,28,10,5,617,8,16,14,19
1985,Dennis Praet,BEL,MF,UC Sampdoria,Serie A,24,1994,32.1,1878,1786,92,33,6,318,58,76,43,10,6,3,1414,230,234,125,1644,74,15,9,1560,7,26,43,56
1986,Sanjin Prcic,BIH,MF,Levante UD,La Liga,24,1993,5.9,280,274,6,5,0,40,15,1,1,0,0,0,181,43,56,41,199,28,0,3,231,2,8,2,2
1987,Sanjin Prcic,BIH,MF,RC Strasbourg Alsace,Ligue 1,24,1993,11.7,753,696,57,30,1,153,68,12,26,8,3,5,470,108,175,96,618,24,1,3,639,2,18,3,13
1988,Nicolas de Préville,FRA,FW,FC Girondins Bordeaux,Ligue 1,27,1991,14.1,504,447,57,21,1,128,34,32,30,16,3,0,290,79,135,89,369,19,5,6,337,3,15,10,24
1989,Edgar Prib,DEU,MF,Hannover 96,Bundesliga,28,1989,2.2,107,87,20,7,1,20,3,6,13,4,6,2,64,7,36,94,9,3,0,0,70,0,1,3,6
1990,Alex Pritchard,ENG,MF,Huddersfield Town,Premier League,25,1993,23.1,977,898,79,20,1,190,30,41,23,4,2,0,663,139,175,183,726,55,2,3,694,4,20,27,56
1991,Sebastian Prödl,AUT,DF,Watford FC,Premier League,31,1987,0.1,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,3,0,0,0,0
1992,Quincy Promes,NLD,DF,Sevilla FC,La Liga,26,1992,17.6,940,812,128,4,2,213,20,60,11,1,1,0,598,173,169,112,672,34,111,1,724,4,16,21,34
1993,Davy Pröpper,NLD,MF,Brighton & Hove Albion,Premier League,26,1991,28.3,1252,1239,13,3,5,228,50,24,2,1,0,0,877,162,213,145,1008,74,0,3,980,14,22,27,28
1994,Silvio Proto,BEL,GK,SS Lazio,Serie A,35,1983,2.0,65,38,27,5,0,6,3,0,0,0,0,0,26,1,38,0,57,0,0,5,45,0,1,0,0
1995,Ivan Provedel,ITA,GK,FC Empoli,Serie A,24,1994,16.0,481,292,189,63,0,19,18,0,0,0,0,0,223,39,219,33,329,0,0,101,349,1,15,2,1
1996,Javi Puado,ESP,FW,RCD Espanyol Barcelona,La Liga,20,1998,4.0,86,82,4,0,2,20,0,3,1,0,0,1,55,18,13,12,62,8,2,1,63,0,3,2,1
1997,Manuel Pucciarelli,ITA,FW,Chievo Verona,Serie A,27,1991,3.4,98,92,6,3,0,23,1,1,0,0,0,0,72,16,10,16,73,6,0,0,73,0,1,2,5
1998,Riqui Puig,ESP,MF,FC Barcelona,La Liga,18,1999,1.7,122,121,1,1,2,23,4,0,0,0,0,0,111,6,5,6,115,0,0,0,111,1,1,1,1
1999,Erick Pulgar,CHL,MF,Bologna FC 1909,Serie A,24,1994,26.2,1591,1328,263,135,3,215,72,38,103,22,7,11,1037,180,374,146,1349,56,2,4,1248,5,34,33,27
2000,Jorge Pulido,ESP,DF,SD Huesca,La Liga,27,1991,30.9,1070,913,157,35,1,142,20,11,1,1,0,0,598,173,299,135,679,111,121,0,814,10,20,17,20
2001,Christian Pulisic,USA,FW,Borussia Dortmund,Bundesliga,19,1998,10.4,529,494,35,5,0,100,14,29,25,2,4,0,417,47,65,96,406,11,5,3,403,3,8,10,22
2002,Jason Puncheon,ENG,MF,Crystal Palace,Premier League,32,1986,0.1,11,11,0,0,0,2,0,0,0,0,0,0,9,1,1,11,0,0,0,0,10,0,0,0,0
2003,Jason Puncheon,ENG,MF,Huddersfield Town,Premier League,32,1986,4.2,214,196,18,9,0,52,9,3,5,0,0,0,131,42,41,168,25,14,4,0,168,1,3,2,8
2004,Ignacio Pussetto,ARG,FW,Udinese Calcio,Serie A,22,1995,24.2,720,648,72,10,0,167,13,22,2,0,0,0,428,153,139,46,504,55,43,8,503,1,22,10,37
2005,Fabio Quagliarella,ITA,FW,UC Sampdoria,Serie A,35,1983,35.5,929,853,76,5,3,183,32,42,0,0,0,0,586,189,154,163,678,53,6,16,627,1,19,31,44
2006,Robin Quaison,SWE,FW,1.FSV Mainz 05,Bundesliga,24,1993,24.4,459,442,17,1,4,76,6,13,1,0,0,0,324,74,61,43,366,33,5,6,340,7,5,12,23
2007,Collin Quaner,DEU,FW,Huddersfield Town,Premier League,27,1991,0.4,17,17,0,0,0,3,0,0,0,0,0,0,15,1,1,0,16,1,0,0,13,0,1,1,0
2008,Domingos Quina,PRT,MF,Watford FC,Premier League,18,1999,3.8,232,231,1,0,0,41,8,2,0,0,0,0,188,21,23,19,207,4,1,0,198,1,3,3,8
2009,Xavi Quintillà,ESP,DF,Villarreal CF,La Liga,21,1996,7.0,366,279,87,9,0,39,7,16,0,0,0,0,197,89,80,257,17,12,78,1,288,2,4,10,8
2010,Dani Raba,ESP,MF,Villarreal CF,La Liga,22,1995,2.1,96,89,7,2,0,20,4,2,4,2,1,0,63,15,18,78,12,2,1,2,71,2,0,2,4
2011,Adrien Rabiot,FRA,MF,Paris Saint-Germain,Ligue 1,23,1995,11.8,1048,1035,13,7,4,147,10,0,1,0,0,0,924,57,67,870,144,21,5,1,969,2,8,11,12
2012,Nemanja Radonjic,SRB,FW,Olympique Marseille,Ligue 1,22,1996,7.6,177,176,1,0,0,36,5,13,0,0,0,0,114,33,30,26,134,13,1,1,118,0,5,7,12
2013,Ivan Radovanovic,SRB,MF,Genoa CFC,Serie A,29,1988,14.2,674,629,45,39,2,144,24,3,1,0,1,0,455,69,150,66,549,26,5,4,563,4,11,8,7
2014,Ivan Radovanovic,SRB,MF,Chievo Verona,Serie A,29,1988,19.0,1038,984,54,54,2,155,93,4,0,0,0,0,703,98,237,118,847,55,0,4,872,2,17,14,7
2015,Ionut Radu,ROU,GK,Genoa CFC,Serie A,21,1997,33.0,959,542,417,119,2,54,17,0,0,0,0,0,201,23,735,37,724,1,0,102,454,4,34,7,1
2016,Stefan Radu,ROU,DF,SS Lazio,Serie A,31,1986,24.9,1335,1247,88,30,1,203,32,25,0,0,0,0,950,133,252,1045,141,69,58,6,1126,8,22,11,17
2017,Rafael,BRA,DF,Olympique Lyon,Ligue 1,28,1990,11.4,735,619,116,12,2,79,10,36,0,0,0,0,483,131,121,78,513,28,104,3,582,3,13,21,25
2018,Raffael,BRA,FW,Borussia Mönchengladbach,Bundesliga,33,1985,6.0,216,203,13,3,0,44,3,6,4,1,3,0,170,31,15,21,183,4,0,5,176,1,5,6,5
2019,Rafinha,BRA,FW,FC Barcelona,La Liga,25,1993,2.5,152,146,6,5,0,32,2,1,1,0,0,0,133,7,12,128,16,3,0,2,137,0,0,3,0
2020,Rafinha,BRA,DF,Bayern Munich,Bundesliga,32,1985,10.0,878,798,80,12,0,120,15,19,2,0,0,0,665,97,116,163,618,25,66,1,813,2,6,6,12
2021,Andrea Raggi,ITA,DF,AS Monaco,Ligue 1,34,1984,5.5,244,194,50,8,0,23,9,7,0,0,0,0,144,47,53,46,141,15,42,0,196,0,3,5,7
2022,Abdul Rahman Baba,GHA,DF,Stade Reims,Ligue 1,24,1994,10.7,563,455,108,11,0,99,7,4,0,0,0,0,329,141,93,268,164,23,97,3,454,0,13,12,26
2023,Abdul Rahman Baba,GHA,DF,FC Schalke 04,Bundesliga,24,1994,1.8,91,74,17,0,0,20,2,3,0,0,0,0,57,18,16,42,27,5,17,0,69,0,5,4,4
2024,Ivan Rakitic,HRV,MF,FC Barcelona,La Liga,30,1988,29.4,2602,2534,68,41,8,382,79,20,7,2,2,0,2130,220,252,335,2149,68,20,15,2357,15,19,36,30
2025,Joe Ralls,ENG,MF,Cardiff City,Premier League,24,1993,21.8,863,751,112,59,1,188,53,22,51,8,3,0,452,87,324,666,111,68,1,2,568,8,37,21,20
2026,Jonás Ramalho,ESP,DF,Girona FC,La Liga,25,1993,18.0,791,723,68,10,0,120,14,18,0,0,0,0,554,105,132,28,666,29,58,2,648,1,20,7,24
2027,Benito Raman,BEL,MF,Fortuna Düsseldorf,Bundesliga,23,1994,18.7,481,460,21,1,2,78,26,36,2,0,0,0,300,85,96,71,352,35,14,6,320,4,12,13,29
2028,Adil Rami,FRA,DF,Olympique Marseille,Ligue 1,32,1985,15.7,843,820,23,23,0,84,29,1,0,0,0,0,596,91,156,92,662,59,0,2,707,2,16,6,11
2029,Gastón Ramírez,URY,MF,UC Sampdoria,Serie A,27,1990,17.5,874,797,77,31,4,161,36,27,42,5,0,1,581,132,161,731,85,32,4,4,657,3,26,26,24
2030,Sandro Ramírez,ESP,FW,Real Sociedad,La Liga,23,1995,11.7,384,341,43,14,1,75,11,29,18,4,2,0,262,51,71,36,316,24,1,2,280,2,8,5,14
2031,Iván Ramis,ESP,DF,SD Eibar,La Liga,33,1984,18.6,784,749,35,33,0,100,57,1,0,0,0,0,462,117,205,127,546,83,2,6,647,5,22,3,6
2032,Chris Ramos,ESP,FW,Real Valladolid CF,La Liga,21,1997,0.7,8,8,0,0,0,3,0,0,0,0,0,0,0,4,4,0,0,5,0,0,1,0,0,0,0
2033,Sergio Ramos,ESP,DF,Real Madrid,La Liga,32,1986,27.5,1933,1863,70,59,2,197,89,5,0,0,0,0,1471,197,265,325,1483,80,11,5,1771,5,17,16,11
2034,Aaron Ramsey,WAL,MF,Arsenal FC,Premier League,27,1990,14.8,790,764,26,7,5,153,17,23,2,0,0,0,610,95,85,124,622,20,15,2,647,5,15,21,31
2035,Kayne Ramsay,ENG,DF,Southampton FC,Premier League,17,2000,1.0,18,15,3,0,0,0,0,0,0,0,0,0,11,4,3,2,13,0,3,0,14,1,0,0,0
2036,Andrea Ranocchia,ITA,DF,Inter Milan,Serie A,30,1988,0.7,30,30,0,0,0,5,0,0,0,0,0,0,12,1,17,2,19,6,0,0,17,0,1,0,1
2037,Marcus Rashford,ENG,FW,Manchester United,Premier League,20,1997,25.9,728,673,55,8,5,137,31,37,23,1,0,0,523,95,110,61,602,34,6,10,538,3,15,24,22
2038,Milot Rashica,XXK,FW,SV Werder Bremen,Bundesliga,22,1996,17.2,512,459,53,6,2,102,22,79,32,8,5,1,289,89,134,102,374,15,12,4,315,2,17,12,27
2039,Jacob Rasmussen,DNK,DF,FC Empoli,Serie A,21,1997,11.3,656,626,30,15,0,89,28,1,0,0,0,0,504,49,103,483,99,44,15,1,571,3,11,7,5
2040,Giacomo Raspadori,ITA,DF,US Sassuolo,Serie A,18,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,Yoric Ravet,FRA,MF,SC Freiburg,Bundesliga,28,1989,0.8,31,25,6,0,0,8,0,1,1,0,0,0,15,7,9,1,21,4,5,0,19,0,0,2,1
2042,Tim Ream,USA,DF,Fulham FC,Premier League,30,1987,22.7,1036,1016,20,16,0,163,9,0,0,0,0,0,802,85,149,750,188,69,4,6,910,7,10,9,14
2043,Ante Rebic,HRV,FW,Eintracht Frankfurt,Bundesliga,24,1993,22.0,553,537,16,1,2,115,12,49,0,0,0,0,314,136,103,135,331,44,4,20,311,5,22,30,36
2044,Pedro Rebocho,PRT,DF,EA Guingamp,Ligue 1,23,1995,36.0,2095,1543,552,81,1,309,77,125,81,21,14,4,1044,368,683,1337,253,82,390,9,1520,5,42,39,84
2045,Arkadiusz Reca,POL,DF,Atalanta BC,Serie A,23,1995,0.5,36,33,3,0,0,3,2,4,0,0,0,0,21,5,10,15,14,2,3,0,28,0,0,2,2
2046,Recio,ESP,MF,CD Leganés,La Liga,27,1991,14.3,665,644,21,18,0,136,19,8,1,0,0,0,475,97,93,32,574,47,0,2,562,0,6,15,19
2047,Nathan Redmond,ENG,FW,Southampton FC,Premier League,24,1994,36.3,1215,1183,32,3,3,344,45,80,11,0,0,0,863,156,196,114,1033,45,2,6,877,2,38,41,62
2048,Vasco Regini,ITA,DF,SPAL,Serie A,27,1990,0.9,41,34,7,4,0,3,0,0,0,0,0,0,28,3,10,33,3,2,3,0,32,0,3,0,2
2049,Sergio Reguilón,ESP,DF,Real Madrid,La Liga,21,1996,12.4,780,692,88,10,0,153,16,26,0,0,0,0,539,126,115,620,60,14,78,2,663,1,8,13,24
2050,Bobby Reid,JAM,FW,Cardiff City,Premier League,25,1993,15.8,330,311,19,1,2,67,6,8,0,0,0,0,254,34,42,36,268,19,1,3,237,2,4,9,14
2051,Pepe Reina,ESP,GK,AC Milan,Serie A,35,1982,3.7,115,77,38,14,0,8,4,0,0,0,0,0,61,7,47,14,79,0,0,19,85,1,0,0,0
2052,Jeff Reine-Adélaïde,FRA,FW,SCO Angers,Ligue 1,20,1998,28.4,1124,1095,29,8,8,234,11,9,1,0,0,0,953,90,81,133,951,14,12,6,943,3,13,25,32
2053,Karim Rekik,NLD,DF,Hertha BSC,Bundesliga,23,1994,23.0,1163,1127,36,36,0,205,40,4,0,0,0,0,898,66,199,930,134,75,0,1,1023,2,20,5,10
2054,Loïc Rémy,FRA,FW,LOSC Lille,Ligue 1,31,1987,13.4,221,195,26,0,1,41,2,3,0,0,0,0,157,31,33,16,160,28,0,2,172,1,1,2,8
2055,Michael Rensing,DEU,GK,Fortuna Düsseldorf,Bundesliga,34,1984,32.0,1008,600,408,88,0,43,21,0,0,0,0,0,374,48,586,92,691,0,0,145,645,4,26,0,2
2056,Marco Reus,DEU,MF,Borussia Dortmund,Bundesliga,29,1989,25.7,1060,1000,60,34,5,157,20,40,6,0,0,0,847,113,100,217,804,26,1,3,849,8,12,23,38
2057,Elvis Rexhbecaj,DEU,MF,VfL Wolfsburg,Bundesliga,20,1997,12.7,414,395,19,5,3,66,19,9,3,2,0,0,236,77,101,252,89,45,11,5,293,1,15,7,14
2058,Diego Reyes,MEX,DF,CD Leganés,La Liga,25,1992,3.6,177,156,21,5,0,19,9,1,0,0,0,0,121,19,37,21,137,2,16,0,150,0,2,3,2
2059,Baptiste Reynet,FRA,GK,FC Toulouse,Ligue 1,27,1990,30.0,1061,670,391,100,0,65,35,0,0,0,0,0,410,53,598,82,768,1,0,134,695,3,34,4,2
2060,Simon Rhein,DEU,MF,1.FC Nuremberg,Bundesliga,20,1998,5.5,278,257,21,16,0,40,7,3,3,0,0,0,221,21,36,225,42,8,1,0,231,1,6,7,4
2061,Franck Ribéry,FRA,FW,Bayern Munich,Bundesliga,35,1983,13.0,753,740,13,1,1,160,17,40,0,0,0,0,620,64,69,89,639,12,12,1,609,6,11,16,38
2062,Declan Rice,ENG,MF,West Ham United,Premier League,19,1999,33.4,1570,1540,30,25,2,243,49,4,0,0,0,0,1179,183,208,285,1150,98,3,5,1364,1,24,13,17
2063,Jazz Richards,WAL,DF,Cardiff City,Premier League,27,1991,1.5,35,25,10,1,0,3,0,0,0,0,0,0,15,7,13,2,21,3,9,0,25,0,0,2,0
2064,Richarlison,BRA,FW,Everton FC,Premier League,21,1997,29.6,837,824,13,6,3,256,18,40,0,0,0,0,563,142,132,195,526,68,4,8,546,4,23,38,71
2065,Marco Richter,DEU,FW,FC Augsburg,Bundesliga,20,1997,15.8,485,460,25,2,4,88,16,25,0,0,0,0,307,64,114,114,324,29,6,2,328,3,15,15,29
2066,Diego Rico,ESP,DF,AFC Bournemouth,Premier League,25,1993,6.8,382,297,85,13,0,48,7,20,11,0,2,1,206,77,99,278,20,18,61,2,259,3,7,12,19
2067,Mikel Rico,ESP,MF,Athletic Bilbao,La Liga,33,1984,2.7,92,86,6,3,0,16,2,3,0,0,0,0,64,10,18,5,77,4,0,2,72,0,1,4,3
2068,Sergio Rico,ESP,GK,Fulham FC,Premier League,24,1993,29.0,891,553,338,65,0,62,14,0,0,0,0,0,242,26,623,89,644,1,0,91,519,2,21,6,0
2069,Asier Riesgo,ESP,GK,SD Eibar,La Liga,34,1983,14.0,384,253,131,52,0,14,8,0,0,0,0,0,77,14,293,13,287,0,0,42,218,4,6,0,0
2070,Sascha Riether,DEU,DF,FC Schalke 04,Bundesliga,35,1983,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,Emiliano Rigoni,ARG,FW,Atalanta BC,Serie A,25,1993,5.8,246,229,17,4,1,38,13,28,10,0,0,0,148,42,56,160,67,10,3,2,153,0,4,0,20
2072,Luca Rigoni,ITA,MF,Parma Calcio 1913,Serie A,33,1984,19.6,549,539,10,8,2,91,9,8,0,0,0,0,373,76,100,52,443,43,2,0,432,2,16,11,11
2073,Nicola Rigoni,ITA,MF,Chievo Verona,Serie A,27,1990,21.7,904,872,32,24,2,146,18,11,1,0,1,0,581,108,215,99,705,66,6,2,724,3,18,16,15
2074,Kévin Rimane,GUF,MF,Paris Saint-Germain,Ligue 1,27,1991,0.1,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,2,6,0,0,0,8,0,0,0,0
2075,Tomás Rincón,VEN,MF,Torino FC,Serie A,30,1988,31.1,1380,1279,101,70,0,255,74,33,0,0,0,0,855,170,355,141,1076,76,29,3,1074,5,32,20,27
2076,Renaud Ripart,FRA,FW,Nîmes Olympique,Ligue 1,25,1993,33.4,1179,1022,157,6,1,244,13,48,0,0,0,0,708,253,218,150,770,73,133,5,854,4,24,29,62
2077,Mihailo Ristic,SRB,DF,Montpellier HSC,Ligue 1,22,1995,3.6,154,109,45,2,0,25,5,5,3,1,1,0,75,47,32,84,21,4,40,4,112,0,0,3,8
2078,Matt Ritchie,SCO,DF,Newcastle United,Premier League,28,1989,32.5,1580,1209,371,53,1,326,94,127,100,11,14,0,775,256,549,1038,236,68,216,10,1036,8,34,24,97
2079,Christian Rivera,ESP,MF,SD Huesca,La Liga,21,1997,18.8,719,695,24,19,1,118,16,9,1,0,0,0,475,120,124,70,572,46,3,8,580,1,6,12,22
2080,Arjen Robben,NLD,FW,Bayern Munich,Bundesliga,34,1984,6.3,329,298,31,2,2,69,9,12,9,0,0,0,244,29,56,278,18,11,19,1,256,1,6,7,12
2081,Rober Pier,ESP,DF,Levante UD,La Liga,23,1995,31.7,1097,1038,59,54,1,181,38,1,0,0,0,0,698,191,208,185,799,75,5,3,899,4,20,19,18
2082,Sergi Roberto,ESP,DF,FC Barcelona,La Liga,26,1992,23.2,1779,1639,140,20,5,280,15,28,0,0,0,0,1425,244,110,214,1378,51,120,7,1603,5,15,28,35
2083,Patrick Roberts,ENG,FW,Girona FC,La Liga,21,1997,6.7,196,187,9,2,3,26,4,10,1,0,1,0,145,26,25,154,28,6,5,1,156,1,3,7,3
2084,Andrew Robertson,SCO,DF,Liverpool FC,Premier League,24,1994,35.7,2797,2467,330,34,2,340,55,108,5,0,0,0,1844,384,569,2248,149,98,291,2,2283,4,43,41,66
2085,Joel Robles,ESP,GK,Real Betis Balompié,La Liga,28,1990,5.0,186,143,43,15,0,19,4,0,0,0,0,0,105,9,72,15,140,0,0,20,147,1,4,0,0
2086,Marc Roca,ESP,MF,RCD Espanyol Barcelona,La Liga,21,1996,34.6,1937,1865,72,67,8,290,63,6,2,0,0,0,1436,189,312,1475,344,91,2,4,1696,2,18,22,21
2087,Christopher Rocchia,FRA,DF,Olympique Marseille,Ligue 1,20,1998,0.0,7,6,1,0,0,0,0,1,0,0,0,0,4,3,0,6,0,0,1,0,6,0,0,0,0
2088,Kenny Rocha Santos,CPV,DF,AS Saint-Étienne,Ligue 1,18,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,Rubén Rochina,ESP,MF,Levante UD,La Liga,27,1991,20.0,1021,901,120,43,6,171,56,35,40,14,1,1,586,147,288,807,173,23,4,3,703,11,30,30,32
2090,Sebastian Rode,DEU,MF,Eintracht Frankfurt,Bundesliga,27,1990,10.3,539,500,39,16,0,92,14,15,21,3,2,2,358,72,109,95,374,52,2,7,441,1,12,8,8
2091,Ronny Rodelin,FRA,MF,EA Guingamp,Ligue 1,28,1989,8.8,306,299,7,1,0,78,7,7,0,0,0,0,184,42,80,39,201,33,3,2,216,3,8,5,8
2092,Rodri,ESP,MF,Atlético de Madrid,La Liga,22,1996,30.4,1937,1898,39,39,2,392,55,1,0,0,0,0,1508,211,218,279,1503,101,0,7,1767,1,16,21,13
2093,Rodrigo,ESP,FW,Valencia CF,La Liga,27,1991,28.1,867,840,27,1,7,160,24,39,3,0,0,0,614,159,94,672,107,43,6,22,621,7,19,32,33
2094,Kévin Rodrigues,PRT,DF,Real Sociedad,La Liga,24,1994,5.4,239,190,49,4,0,36,6,12,0,0,0,0,139,50,50,158,20,12,45,0,186,1,5,5,11
2095,Óscar Rodríguez,ESP,MF,CD Leganés,La Liga,20,1998,27.8,1088,954,134,33,1,170,55,64,73,11,12,3,653,158,277,125,868,67,4,6,757,3,31,22,36
2096,Alejandro Rodríguez,ESP,FW,FC Empoli,Serie A,27,1991,0.3,5,4,1,0,0,1,0,0,0,0,0,0,1,1,3,0,3,1,0,0,2,0,0,0,0
2097,Ángel Rodríguez,ESP,FW,Getafe CF,La Liga,31,1987,20.2,377,364,13,1,1,89,12,22,0,0,0,0,205,83,89,50,273,33,2,4,242,3,16,11,22
2098,James Rodríguez,COL,MF,Bayern Munich,Bundesliga,27,1991,12.6,967,864,103,28,6,166,67,36,59,6,12,0,688,94,185,855,79,21,8,3,805,5,13,16,19
2099,Ricardo Rodríguez,CHE,DF,AC Milan,Serie A,25,1992,33.9,2169,1857,312,44,5,339,88,55,8,0,1,0,1445,266,458,1378,459,51,260,4,1819,7,32,32,48
2100,Marko Rog,HRV,MF,Sevilla FC,La Liga,23,1995,4.0,216,207,9,5,0,49,4,2,1,0,1,0,148,43,25,18,166,20,2,3,183,0,1,3,4
2101,Marko Rog,HRV,MF,SSC Napoli,Serie A,23,1995,3.7,188,182,6,3,0,37,0,0,1,0,0,0,164,17,7,15,165,4,0,1,173,2,0,3,2
2102,Rogério,BRA,DF,US Sassuolo,Serie A,20,1998,29.7,1753,1432,321,30,0,257,43,80,1,0,0,0,1068,305,380,1249,152,50,290,3,1394,4,30,38,64
2103,Marcos Rojo,ARG,DF,Manchester United,Premier League,28,1990,2.4,137,125,12,5,0,33,4,2,0,0,0,0,81,18,38,110,10,8,7,0,99,2,5,1,6
2104,Diego Rolán,URY,MF,CD Leganés,La Liga,25,1993,2.4,94,88,6,1,0,21,0,5,1,0,0,0,56,13,25,7,72,11,4,0,68,3,4,1,2
2105,Diego Rolán,URY,FW,Deportivo Alavés,La Liga,25,1993,3.3,89,86,3,0,0,25,1,4,0,0,0,0,64,14,11,9,74,4,1,0,73,0,1,3,2
2106,Rolando,PRT,DF,Olympique Marseille,Ligue 1,32,1985,8.9,415,407,8,6,0,56,7,0,0,0,0,0,319,36,60,84,292,28,2,4,360,1,7,4,3
2107,Esteban Rolón,ARG,MF,Genoa CFC,Serie A,23,1995,11.6,371,356,15,8,1,77,7,6,2,0,0,0,239,46,86,53,287,21,4,1,281,1,10,15,8
2108,Filippo Romagna,ITA,DF,Cagliari Calcio,Serie A,21,1997,16.4,669,650,19,17,0,107,14,1,0,0,0,0,519,41,109,60,549,40,2,2,589,0,15,5,5
2109,Alessio Romagnoli,ITA,DF,AC Milan,Serie A,23,1995,31.6,1757,1711,46,42,1,197,40,1,0,0,0,0,1440,117,200,1463,186,58,4,7,1611,3,16,9,7
2110,Alaixys Romao,TGO,MF,Stade Reims,Ligue 1,34,1984,35.1,1431,1378,53,50,5,258,38,9,0,0,0,0,968,218,245,179,1118,103,3,2,1135,6,37,19,36
2111,Cristian Romero,ARG,DF,Genoa CFC,Serie A,20,1998,26.0,818,781,37,35,0,140,22,0,0,0,0,0,543,106,169,88,637,62,2,7,667,5,10,9,9
2112,Oriol Romeu,ESP,MF,Southampton FC,Premier League,26,1991,23.7,1116,1100,16,7,2,263,27,4,1,0,0,0,735,143,238,176,814,89,4,6,898,3,20,12,26
2113,Rômulo,ITA,MF,Genoa CFC,Serie A,31,1987,15.0,679,544,135,29,0,89,34,44,34,0,0,0,407,89,183,42,548,15,71,1,494,0,12,17,24
2114,Rômulo,ITA,DF,SS Lazio,Serie A,31,1987,8.6,427,351,76,8,0,58,11,28,14,2,6,1,264,71,92,17,346,6,54,1,352,0,4,5,13
2115,Cristiano Ronaldo,PRT,FW,Juventus FC,Serie A,33,1985,29.9,1137,1088,49,12,5,260,24,59,3,0,0,0,880,128,129,172,887,29,26,12,935,2,9,28,31
2116,Facundo Roncaglia,ARG,DF,Valencia CF,La Liga,31,1987,6.7,289,268,21,5,0,32,5,1,0,0,0,0,180,51,58,27,215,25,16,1,238,0,8,6,7
2117,Facundo Roncaglia,ARG,DF,Celta de Vigo,La Liga,31,1987,11.9,570,532,38,9,0,84,7,4,0,0,0,0,427,56,87,59,440,34,29,2,474,0,17,7,11
2118,Salomón Rondón,VEN,FW,Newcastle United,Premier League,28,1989,28.9,772,743,29,0,2,259,5,13,0,0,0,0,410,198,164,93,472,106,2,22,538,4,9,20,31
2119,Valentin Rongier,FRA,MF,FC Nantes,Ligue 1,23,1994,35.8,1973,1807,166,85,9,418,94,50,50,7,4,1,1386,254,333,375,1489,76,8,3,1596,6,36,31,45
2120,Marten de Roon,NLD,MF,Atalanta BC,Serie A,27,1991,33.1,2212,2135,77,59,6,319,47,25,0,0,0,0,1762,199,251,303,1771,87,18,4,1936,3,25,30,34
2121,Roberto Rosales,VEN,DF,RCD Espanyol Barcelona,La Liga,29,1988,19.4,1141,932,209,18,4,227,27,40,0,0,0,0,580,263,298,149,725,52,191,1,880,4,27,25,40
2122,Danny Rose,ENG,DF,Tottenham Hotspur,Premier League,28,1990,20.0,1173,972,201,25,2,199,35,66,16,2,6,2,709,172,292,794,155,48,160,6,869,4,26,24,60
2123,Valentin Rosier,FRA,DF,Dijon FCO,Ligue 1,21,1996,16.2,842,682,160,11,0,122,14,19,0,0,0,0,535,150,157,77,576,31,149,0,708,2,13,10,25
2124,Luca Rossettini,ITA,DF,Chievo Verona,Serie A,33,1985,20.3,829,808,21,18,0,82,21,2,0,0,0,0,556,77,196,135,600,70,3,3,694,3,15,7,6
2125,Francesco Rossi,ITA,GK,Atalanta BC,Serie A,27,1991,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
2126,Jérôme Roussillon,FRA,DF,VfL Wolfsburg,Bundesliga,25,1993,27.3,1351,1110,241,19,0,230,40,88,0,0,0,0,764,248,339,942,131,46,222,1,1020,1,38,30,49
