Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,P_Cmp,P_Att,P_Cmp%,P_TotDist,P_PrgDist,PS_Cmp,PS_Att,PS_Cmp%,PM_Cmp,PM_Att,PM_Cmp%,PL_Cmp,PL_Att,PL_Cmp%,Ast,xA,A-xA,P_KP,P_1/3,P_PPA,P_CrsPA,P_Prog
635,Boulaye Dia,SEN,FW,Stade Reims,Ligue 1,21,1996,8.3,109,158,69.0,1408,322,70,86,81.4,27,44,61.4,4,13,30.8,0,1.2,-1.2,8,7,4,0,11
636,Fousseni Diabaté,MLI,FW,Leicester City,Premier League,22,1995,0.6,10,18,55.6,161,38,5,9,55.6,4,6,66.7,1,1,100.0,0,0.1,-0.1,1,0,1,1,0
637,Moussa Diaby,FRA,MF,Paris Saint-Germain,Ligue 1,19,1999,12.7,464,579,80.1,6730,1420,278,315,88.3,169,207,81.6,10,22,45.5,6,4.2,+1.8,18,16,21,4,36
638,Adama Diakhaby,FRA,FW,Huddersfield Town,Premier League,22,1996,6.1,118,164,72.0,1783,279,69,87,79.3,44,55,80.0,5,14,35.7,0,0.4,-0.4,5,2,4,0,10
639,Mouctar Diakhaby,FRA,DF,Valencia CF,La Liga,21,1996,17.6,592,688,86.0,12641,4126,172,194,88.7,321,349,92.0,96,138,69.6,0,0.0,0.0,0,25,0,0,30
640,Bafodé Diakité,FRA,DF,FC Toulouse,Ligue 1,17,2001,7.0,271,345,78.6,4921,1508,111,127,87.4,127,159,79.9,30,52,57.7,0,0.0,0.0,2,12,1,0,18
641,Abdou Diallo,SEN,DF,Borussia Dortmund,Bundesliga,22,1996,26.4,1727,1953,88.4,34816,11787,612,664,92.2,839,901,93.1,260,351,74.1,1,0.7,+0.3,11,126,12,6,116
642,Abdoulaye Diallo,SEN,GK,Stade Rennais FC,Ligue 1,26,1992,5.5,106,147,72.1,3364,2159,7,9,77.8,52,53,98.1,47,85,55.3,0,0.0,0.0,0,0,0,0,0
643,Mustapha Diallo,SEN,MF,Nîmes Olympique,Ligue 1,32,1986,5.1,116,173,67.1,2089,561,43,67,64.2,55,74,74.3,13,24,54.2,1,0.1,+0.9,2,9,2,0,12
644,Mohamed Diamé,SEN,MF,Newcastle United,Premier League,31,1987,24.1,571,741,77.1,10387,2494,270,315,85.7,215,257,83.7,76,142,53.5,0,0.0,0.0,1,44,8,1,44
645,Grady Diangana,ENG,FW,West Ham United,Premier League,20,1998,6.8,200,265,75.5,2919,785,130,157,82.8,53,70,75.7,13,26,50.0,1,1.2,-0.2,11,16,7,1,21
646,Lassana Diarra,FRA,MF,Paris Saint-Germain,Ligue 1,33,1985,1.8,131,147,89.1,2290,505,58,62,93.5,63,71,88.7,8,10,80.0,0,0.0,0.0,1,13,0,0,10
647,Amadou Diawara,GIN,MF,SSC Napoli,Serie A,21,1997,7.3,501,548,91.4,9645,2109,203,222,91.4,223,232,96.1,71,86,82.6,0,0.1,-0.1,5,59,2,0,47
648,Brahim Díaz,ESP,FW,Real Madrid,La Liga,18,1999,4.2,147,174,84.5,1978,475,98,105,93.3,38,50,76.0,6,10,60.0,1,1.2,-0.2,6,10,6,0,13
649,Javi Díaz,ESP,GK,Sevilla FC,La Liga,21,1997,1.0,14,24,58.3,485,300,0,0,,8,9,88.9,6,15,40.0,0,0.0,0.0,0,0,0,0,0
650,Bakaye Dibassy,MLI,DF,Amiens SC,Ligue 1,28,1989,32.7,1097,1442,76.1,20865,7291,440,505,87.1,495,614,80.6,150,274,54.7,1,0.3,+0.7,6,72,13,6,93
651,Lorenzo Dickmann,ITA,DF,SPAL,Serie A,21,1996,1.9,48,59,81.4,648,171,34,35,97.1,13,16,81.3,1,4,25.0,0,0.0,0.0,0,1,0,0,1
652,Daniel Didavi,DEU,MF,VfB Stuttgart,Bundesliga,28,1990,10.6,328,454,72.2,5964,1825,150,175,85.7,126,158,79.7,46,102,45.1,2,3.3,-1.3,29,32,15,3,40
653,Étienne Didot,FRA,MF,EA Guingamp,Ligue 1,35,1983,23.4,927,1232,75.2,20242,6390,303,370,81.9,426,510,83.5,193,326,59.2,1,1.5,-0.5,20,122,19,0,130
654,Adrián Diéguez,ESP,DF,SD Huesca,La Liga,22,1996,8.3,153,200,76.5,3193,1329,55,59,93.2,75,86,87.2,23,52,44.2,0,0.0,0.0,1,6,0,0,10
655,Eric Dier,ENG,MF,Tottenham Hotspur,Premier League,24,1994,16.7,890,1058,84.1,17043,4569,347,391,88.7,424,474,89.5,112,170,65.9,0,0.9,-0.9,8,80,12,3,75
656,Tim Dierßen,DEU,FW,Hannover 96,Bundesliga,22,1996,0.2,3,3,100.0,37,0,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
657,Lucas Digne,FRA,DF,Everton FC,Premier League,25,1993,32.9,1460,2059,70.9,26883,12195,662,784,84.4,585,772,75.8,195,429,45.5,4,6.1,-2.1,70,112,51,30,162
658,Virgil van Dijk,NLD,DF,Liverpool FC,Premier League,27,1991,37.6,2709,2996,90.4,61696,17542,683,735,92.9,1451,1536,94.5,569,703,80.9,2,1.1,+0.9,6,182,5,0,151
659,Mitchell Dijks,NLD,DF,Bologna FC 1909,Serie A,25,1993,22.5,722,1009,71.6,13460,6326,287,342,83.9,351,475,73.9,76,144,52.8,0,0.8,-0.8,14,53,20,9,99
660,Javairô Dilrosun,NLD,FW,Hertha BSC,Bundesliga,20,1998,10.0,188,258,72.9,2931,1010,105,124,84.7,66,90,73.3,12,31,38.7,3,2.6,+0.4,14,9,12,3,23
661,Federico Dimarco,ITA,DF,Parma Calcio 1913,Serie A,20,1997,9.9,309,431,71.7,6048,2526,118,138,85.5,140,171,81.9,45,99,45.5,0,0.6,-0.6,8,26,13,2,46
662,Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,24,1993,21.0,430,648,66.4,16020,11139,29,31,93.5,189,194,97.4,212,422,50.2,0,0.0,0.0,0,11,1,0,0
663,Tristan Dingomé,CMR,MF,Stade Reims,Ligue 1,27,1991,14.9,474,605,78.3,8516,2122,208,243,85.6,205,241,85.1,54,99,54.5,3,2.3,+0.7,24,60,21,3,61
664,Ismaël Diomandé,CIV,MF,SM Caen,Ligue 1,25,1992,14.4,499,594,84.0,10441,2753,189,212,89.2,207,222,93.2,95,148,64.2,1,0.4,+0.6,4,41,1,1,46
665,Federico Dionisi,ITA,FW,Frosinone Calcio,Serie A,31,1987,2.3,40,61,65.6,617,188,23,34,67.6,13,18,72.2,3,7,42.9,0,0.3,-0.3,5,3,4,3,4
666,Loïs Diony,FRA,FW,AS Saint-Étienne,Ligue 1,25,1992,17.7,220,339,64.9,3203,611,125,178,70.2,69,101,68.3,15,31,48.4,1,1.3,-0.3,19,11,5,3,15
667,Issa Diop,FRA,DF,West Ham United,Premier League,21,1997,33.0,973,1141,85.3,19676,6689,331,382,86.6,472,529,89.2,158,205,77.1,0,0.1,-0.1,2,42,0,0,62
668,Pape Diop,SEN,MF,SD Eibar,La Liga,32,1986,26.1,850,1145,74.2,17339,4316,272,356,76.4,449,567,79.2,121,197,61.4,1,0.7,+0.3,9,121,16,1,123
669,Sofiane Diop,FRA,MF,AS Monaco,Ligue 1,18,2000,8.2,163,235,69.4,2699,653,96,118,81.4,48,73,65.8,18,34,52.9,0,0.5,-0.5,6,17,5,0,21
670,Assane Dioussé,SEN,MF,Chievo Verona,Serie A,20,1997,9.9,403,500,80.6,8232,2308,146,167,87.4,179,209,85.6,72,110,65.5,0,0.2,-0.2,5,40,4,2,38
671,Assane Dioussé,SEN,MF,AS Saint-Étienne,Ligue 1,20,1997,2.4,120,139,86.3,2432,702,41,47,87.2,62,69,89.9,17,22,77.3,0,0.5,-0.5,2,13,1,0,13
672,Axel Disasi,FRA,DF,Stade Reims,Ligue 1,20,1998,1.8,52,69,75.4,1070,474,17,22,77.3,27,34,79.4,8,12,66.7,0,0.0,0.0,0,1,0,0,1
673,Djené,TGO,DF,Getafe CF,La Liga,26,1991,33.1,705,973,72.5,16148,5352,175,226,77.4,362,452,80.1,164,273,60.1,0,0.2,-0.2,5,50,6,1,72
674,Koffi Djidji,CIV,DF,Torino FC,Serie A,25,1992,15.4,497,595,83.5,10538,3452,162,179,90.5,236,267,88.4,92,139,66.2,0,0.0,0.0,0,30,2,0,32
675,Koffi Djidji,CIV,DF,FC Nantes,Ligue 1,25,1992,1.0,44,50,88.0,1151,448,8,10,80.0,22,22,100.0,13,17,76.5,0,0.0,0.0,0,6,0,0,4
676,Alexander Djiku,GHA,DF,SM Caen,Ligue 1,23,1994,30.6,1158,1375,84.2,26966,8929,270,318,84.9,585,645,90.7,287,378,75.9,0,0.2,-0.2,2,49,6,0,54
677,Papy Djilobodji,SEN,DF,EA Guingamp,Ligue 1,29,1988,1.9,56,83,67.5,1532,577,11,14,78.6,27,36,75.0,18,33,54.5,0,0.0,0.0,1,9,0,0,9
678,Berat Djimsiti,ALB,DF,Atalanta BC,Serie A,25,1993,20.1,930,1034,89.9,19649,5010,266,294,90.5,509,535,95.1,150,193,77.7,2,1.2,+0.8,4,19,2,1,25
679,Johan Djourou,CHE,DF,SPAL,Serie A,31,1987,3.1,105,122,86.1,2212,664,38,43,88.4,47,53,88.7,19,23,82.6,0,0.0,0.0,0,1,1,0,3
680,Marko Dmitrovic,SRB,GK,SD Eibar,La Liga,26,1992,24.0,371,748,49.6,17658,14230,29,29,100.0,94,96,97.9,248,623,39.8,0,0.0,0.0,0,45,0,0,0
681,Matt Doherty,IRL,DF,Wolverhampton Wanderers,Premier League,26,1992,34.9,1333,1828,72.9,22929,10172,652,779,83.7,537,724,74.2,120,253,47.4,5,4.7,+0.3,41,74,32,11,156
682,Keagan Dolly,ZAF,FW,Montpellier HSC,Ligue 1,25,1993,1.0,34,41,82.9,760,270,13,16,81.3,11,12,91.7,9,11,81.8,0,0.0,0.0,1,6,0,0,3
683,Jaume Doménech,ESP,GK,Valencia CF,La Liga,27,1990,4.0,58,94,61.7,2173,1690,6,6,100.0,21,21,100.0,31,67,46.3,0,0.0,0.0,0,0,0,0,0
684,Giulio Donati,ITA,DF,1.FSV Mainz 05,Bundesliga,28,1990,6.9,259,353,73.4,5170,2739,91,104,87.5,130,166,78.3,37,77,48.1,0,0.3,-0.3,7,21,9,9,25
685,Dong-won Ji,KOR,FW,FC Augsburg,Bundesliga,27,1991,9.9,273,382,71.5,4355,1157,145,184,78.8,96,134,71.6,25,47,53.2,1,1.2,-0.2,11,22,7,3,31
686,Anastasios Donis,GRC,FW,VfB Stuttgart,Bundesliga,21,1996,10.7,143,200,71.5,2205,318,80,97,82.5,46,66,69.7,13,28,46.4,2,0.9,+1.1,6,1,6,4,6
687,Gianluigi Donnarumma,ITA,GK,AC Milan,Serie A,19,1999,34.3,958,1161,82.5,26613,16507,161,163,98.8,483,492,98.2,312,504,61.9,0,0.0,0.0,2,4,0,0,0
688,Godfred Donsah,GHA,MF,Bologna FC 1909,Serie A,22,1996,1.7,50,57,87.7,849,257,21,25,84.0,20,22,90.9,5,6,83.3,0,0.0,0.0,1,10,0,0,7
689,Riccardo Doratiotto,ITA,FW,Cagliari Calcio,Serie A,19,1999,0.9,6,7,85.7,82,28,5,5,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,1
690,Gabriel,BRA,DF,LOSC Lille,Ligue 1,20,1997,11.8,541,617,87.7,11858,3928,134,146,91.8,315,326,96.6,89,140,63.6,0,0.1,-0.1,3,23,2,0,32
691,Mathieu Dossevi,TGO,FW,FC Toulouse,Ligue 1,30,1988,27.4,618,931,66.4,10460,3231,317,402,78.9,206,294,70.1,80,178,44.9,2,4.3,-2.3,57,42,29,17,57
692,Abdoulaye Doucouré,FRA,MF,Watford FC,Premier League,25,1993,34.0,1640,1967,83.4,28537,6923,759,879,86.3,671,773,86.8,181,242,74.8,6,3.8,+2.2,37,149,36,4,154
693,Cheick Doukouré,CIV,MF,Levante UD,La Liga,25,1992,3.5,85,113,75.2,1614,420,32,47,68.1,42,51,82.4,9,12,75.0,0,0.0,0.0,0,11,1,0,11
694,Moussa Doumbia,MLI,FW,Stade Reims,Ligue 1,23,1994,17.8,503,653,77.0,8412,1904,265,316,83.9,178,226,78.8,51,83,61.4,1,2.2,-1.2,21,32,26,8,53
695,Seydou Doumbia,CIV,FW,Girona FC,La Liga,30,1987,6.0,52,71,73.2,653,119,35,44,79.5,12,15,80.0,2,3,66.7,0,0.0,0.0,0,2,2,0,5
696,Souleyman Doumbia,CIV,DF,Stade Rennais FC,Ligue 1,21,1996,6.7,311,356,87.4,5045,1718,179,188,95.2,107,123,87.0,24,39,61.5,0,0.0,0.0,1,11,1,0,20
697,Aleksandar Dragovic,AUT,DF,Bayer 04 Leverkusen,Bundesliga,27,1991,14.8,987,1098,89.9,22607,6646,235,258,91.1,510,553,92.2,237,275,86.2,0,0.1,-0.1,2,60,2,0,66
698,Bartlomiej Dragowski,POL,GK,ACF Fiorentina,Serie A,20,1997,2.5,72,106,67.9,2307,1239,4,4,100.0,39,39,100.0,28,62,45.2,0,0.0,0.0,0,1,0,0,0
699,Bartlomiej Dragowski,POL,GK,FC Empoli,Serie A,20,1997,14.0,319,481,66.3,9883,5979,39,40,97.5,149,154,96.8,130,286,45.5,0,0.3,-0.3,1,3,0,0,0
700,Julian Draxler,DEU,MF,Paris Saint-Germain,Ligue 1,24,1993,22.7,1421,1610,88.3,23672,5388,720,783,92.0,547,595,91.9,131,182,72.0,7,5.4,+1.6,42,117,42,2,132
701,Luke Dreher,ENG,MF,Crystal Palace,Premier League,19,1998,0.0,3,3,100.0,28,0,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
702,Josip Drmic,CHE,FW,Borussia Mönchengladbach,Bundesliga,25,1992,2.5,54,63,85.7,800,143,26,29,89.7,19,23,82.6,4,5,80.0,0,0.0,0.0,1,1,3,2,2
703,Jaroslav Drobny,CZE,GK,Fortuna Düsseldorf,Bundesliga,38,1979,2.0,27,37,73.0,996,747,2,2,100.0,10,10,100.0,15,25,60.0,0,0.0,0.0,0,0,0,0,0
704,Óscar Duarte,CRI,DF,RCD Espanyol Barcelona,La Liga,29,1989,7.3,300,342,87.7,6568,1960,80,84,95.2,165,177,93.2,52,75,69.3,0,0.1,-0.1,2,18,3,0,15
705,Rubén Duarte,ESP,DF,Deportivo Alavés,La Liga,22,1995,30.8,847,1231,68.8,16222,8064,360,420,85.7,349,468,74.6,126,303,41.6,0,1.4,-1.4,21,95,21,11,85
706,Léo Dubois,FRA,DF,Olympique Lyon,Ligue 1,23,1994,22.7,1247,1494,83.5,22301,7627,545,620,87.9,576,665,86.6,119,179,66.5,6,3.2,+2.8,24,98,29,22,117
707,Martin Dubravka,SVK,GK,Newcastle United,Premier League,29,1989,38.0,686,1152,59.5,26442,18423,64,66,97.0,267,269,99.3,354,813,43.5,0,0.0,0.0,0,21,0,0,0
708,Marvin Ducksch,DEU,FW,Fortuna Düsseldorf,Bundesliga,24,1994,9.1,182,276,65.9,3064,892,101,135,74.8,48,73,65.8,29,54,53.7,1,1.8,-0.8,19,18,6,2,31
709,Ondrej Duda,SVK,MF,Hertha BSC,Bundesliga,23,1994,28.5,958,1276,75.1,16051,4269,503,618,81.4,328,419,78.3,103,191,53.9,5,4.9,+0.1,36,101,23,2,124
710,Shane Duffy,IRL,DF,Brighton & Hove Albion,Premier League,26,1992,34.3,990,1268,78.1,23988,7881,214,268,79.9,499,575,86.8,257,397,64.7,1,0.3,+0.7,6,39,3,1,27
711,Demeaco Duhaney,ENG,DF,Huddersfield Town,Premier League,19,1998,0.5,20,28,71.4,343,187,11,12,91.7,6,10,60.0,3,5,60.0,0,0.0,0.0,0,3,1,0,3
712,Paul Dummett,WAL,DF,Newcastle United,Premier League,26,1991,22.1,639,884,72.3,12842,6676,233,273,85.3,299,385,77.7,101,205,49.3,0,0.8,-0.8,5,75,12,4,67
713,Alfred Duncan,GHA,MF,US Sassuolo,Serie A,25,1993,20.5,690,863,80.0,12521,3147,319,366,87.2,283,341,83.0,83,135,61.5,4,3.1,+0.9,33,68,29,5,92
714,Lewis Dunk,ENG,DF,Brighton & Hove Albion,Premier League,26,1991,35.0,1240,1489,83.3,30199,8695,301,334,90.1,591,636,92.9,334,488,68.4,1,0.6,+0.4,9,77,3,0,46
715,Maxime Dupé,FRA,GK,FC Nantes,Ligue 1,25,1993,10.4,172,301,57.1,6681,5231,15,16,93.8,69,70,98.6,88,215,40.9,0,0.0,0.0,0,5,0,0,0
716,Erik Durm,DEU,DF,Huddersfield Town,Premier League,26,1992,22.8,748,1072,69.8,12973,4976,365,429,85.1,294,414,71.0,84,190,44.2,1,0.9,+0.1,12,53,18,10,68
717,Jimmy Durmaz,SWE,MF,FC Toulouse,Ligue 1,29,1989,21.1,896,1217,73.6,15287,5321,469,541,86.7,303,401,75.6,103,218,47.2,1,2.9,-1.9,39,100,31,5,129
718,Riza Durmisi,DNK,DF,SS Lazio,Serie A,24,1994,3.6,121,164,73.8,2003,635,61,69,88.4,50,65,76.9,7,25,28.0,1,0.6,+0.4,10,6,4,1,15
719,Hugo Duro,ESP,MF,Getafe CF,La Liga,18,1999,4.6,46,68,67.6,573,143,34,41,82.9,8,17,47.1,2,5,40.0,0,0.4,-0.4,1,1,2,0,3
720,Raphael Dwamena,GHA,FW,Levante UD,La Liga,22,1995,2.5,31,49,63.3,460,108,17,25,68.0,9,15,60.0,2,4,50.0,1,0.7,+0.3,4,3,2,1,2
721,Paulo Dybala,ARG,FW,Juventus FC,Serie A,24,1993,23.7,1079,1282,84.2,21645,4157,462,511,90.4,401,448,89.5,200,275,72.7,4,3.3,+0.7,49,100,35,4,103
722,Edin Dzeko,BIH,FW,AS Roma,Serie A,32,1986,28.7,513,737,69.6,9454,1941,246,326,75.5,181,267,67.8,75,105,71.4,6,4.0,+2.0,40,66,30,3,71
723,Blerim Dzemaili,CHE,MF,Bologna FC 1909,Serie A,32,1986,19.4,549,710,77.3,9880,2738,264,309,85.4,207,250,82.8,68,113,60.2,1,1.6,-0.6,20,54,17,0,78
724,Félix Eboa Eboa,CMR,DF,EA Guingamp,Ligue 1,21,1997,27.0,777,1005,77.3,16815,6298,201,246,81.7,440,510,86.3,130,227,57.3,0,0.8,-0.8,6,53,6,2,56
725,Dennis Eckert Ayensa,DEU,FW,Celta de Vigo,La Liga,21,1997,2.4,30,43,69.8,432,73,18,23,78.3,10,14,71.4,2,2,100.0,0,0.1,-0.1,3,0,0,0,2
726,Bruno Ecuele Manga,GAB,DF,Cardiff City,Premier League,30,1988,37.5,706,1110,63.6,15221,7237,251,321,78.2,307,448,68.5,143,318,45.0,1,0.4,+0.6,5,75,6,1,87
727,Simone Edera,ITA,FW,Torino FC,Serie A,21,1997,0.9,29,34,85.3,408,86,17,18,94.4,8,12,66.7,2,2,100.0,0,0.1,-0.1,2,0,0,0,0
728,Simone Edera,ITA,FW,Bologna FC 1909,Serie A,21,1997,2.2,58,81,71.6,862,150,32,38,84.2,20,29,69.0,3,8,37.5,0,0.2,-0.2,2,2,1,0,3
729,Ederson,BRA,GK,Manchester City,Premier League,24,1993,38.0,918,1071,85.7,24419,14709,172,172,100.0,498,501,99.4,247,395,62.5,1,0.3,+0.7,3,9,0,0,3
730,Johannes Eggestein,DEU,FW,SV Werder Bremen,Bundesliga,20,1998,12.4,242,347,69.7,3528,975,146,188,77.7,71,97,73.2,19,34,55.9,1,1.9,-0.9,10,19,11,0,29
731,Maximilian Eggestein,DEU,MF,SV Werder Bremen,Bundesliga,21,1996,33.9,1314,1653,79.5,23167,7227,580,677,85.7,559,687,81.4,145,213,68.1,4,4.5,-0.5,48,118,28,7,159
732,Albin Ekdal,SWE,MF,UC Sampdoria,Serie A,29,1989,29.4,1457,1673,87.1,24034,6120,711,778,91.4,611,690,88.6,113,158,71.5,0,1.0,-1.0,18,135,7,1,126
733,Josip Elez,HRV,DF,Hannover 96,Bundesliga,24,1994,7.2,246,319,77.1,5318,2057,74,85,87.1,131,147,89.1,40,83,48.2,0,0.1,-0.1,2,34,2,0,32
734,Harvey Elliott,ENG,MF,Fulham FC,Premier League,15,2003,0.2,10,12,83.3,176,35,5,6,83.3,4,4,100.0,1,2,50.0,0,0.0,0.0,0,0,1,0,1
735,Mohamed Elneny,EGY,MF,Arsenal FC,Premier League,26,1992,4.2,259,287,90.2,5088,1243,97,106,91.5,123,134,91.8,37,42,88.1,0,0.1,-0.1,4,18,3,0,28
736,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,24,1994,25.0,973,1219,79.8,19576,6906,305,346,88.2,535,605,88.4,126,232,54.3,0,0.6,-0.6,8,55,12,7,60
737,Gorka Elustondo,ESP,MF,Rayo Vallecano,La Liga,31,1987,3.2,107,133,80.5,2274,784,39,47,83.0,44,52,84.6,21,28,75.0,0,0.2,-0.2,2,9,3,1,12
738,Nico Elvedi,CHE,DF,Borussia Mönchengladbach,Bundesliga,21,1996,29.1,1945,2102,92.5,41315,10720,473,515,91.8,1155,1205,95.9,304,352,86.4,1,0.4,+0.6,3,90,4,1,108
739,Rodrigo Ely,BRA,DF,Deportivo Alavés,La Liga,24,1993,4.8,100,135,74.1,2651,994,23,26,88.5,46,56,82.1,31,49,63.3,0,0.0,0.0,1,8,0,0,5
740,Mohamed Elyounoussi,NOR,MF,Southampton FC,Premier League,23,1994,8.8,176,270,65.2,2887,915,99,122,81.1,51,85,60.0,21,47,44.7,0,1.1,-1.1,13,11,9,1,17
741,Adrián Embarba,ESP,FW,Rayo Vallecano,La Liga,26,1992,25.4,510,837,60.9,9910,3364,230,293,78.5,176,255,69.0,89,231,38.5,6,6.2,-0.2,56,34,24,15,40
742,Breel Embolo,CHE,FW,FC Schalke 04,Bundesliga,21,1997,14.9,188,280,67.1,2872,663,119,155,76.8,53,86,61.6,13,23,56.5,1,2.4,-1.4,18,15,10,2,23
743,Emerson Royal,BRA,DF,Real Betis Balompié,La Liga,19,1999,3.5,164,202,81.2,2309,884,108,122,88.5,43,57,75.4,8,13,61.5,0,0.3,-0.3,5,4,7,2,14
744,Youssef En-Nesyri,MAR,FW,CD Leganés,La Liga,21,1997,23.4,278,495,56.2,4351,1104,176,264,66.7,68,137,49.6,26,60,43.3,2,1.2,+0.8,15,26,8,3,37
745,Björn Engels,BEL,DF,Stade Reims,Ligue 1,23,1994,33.0,1081,1267,85.3,25000,8808,314,350,89.7,492,541,90.9,268,362,74.0,1,0.8,+0.2,10,91,9,1,92
746,Sergi Enrich,ESP,FW,SD Eibar,La Liga,28,1990,28.7,683,926,73.8,9507,1207,446,565,78.9,181,254,71.3,31,45,68.9,4,3.6,+0.4,27,29,13,1,38
747,Javi Eraso,ESP,MF,CD Leganés,La Liga,28,1990,7.0,175,229,76.4,2862,529,92,104,88.5,64,80,80.0,16,33,48.5,0,0.8,-0.8,6,17,1,0,9
748,Christian Eriksen,DNK,MF,Tottenham Hotspur,Premier League,26,1992,30.8,1540,1985,77.6,28609,7805,667,786,84.9,649,774,83.9,202,359,56.3,12,6.9,+5.1,75,181,55,11,181
749,Patrick Erras,DEU,MF,1.FC Nuremberg,Bundesliga,23,1995,13.6,365,453,80.6,6776,1602,144,176,81.8,176,198,88.9,42,72,58.3,1,0.5,+0.5,9,31,2,0,36
750,Gonzalo Escalante,ARG,MF,SD Eibar,La Liga,25,1993,19.9,597,768,77.7,11065,2206,251,308,81.5,271,325,83.4,69,107,64.5,1,1.0,0.0,9,60,7,1,59
751,Sergio Escudero,ESP,DF,Sevilla FC,La Liga,28,1989,17.2,752,951,79.1,13180,5433,342,371,92.2,334,402,83.1,64,146,43.8,1,1.1,-0.1,10,61,27,9,84
752,Bernardo Espinosa,COL,DF,Girona FC,La Liga,29,1989,30.3,1203,1365,88.1,28127,8029,215,236,91.1,728,782,93.1,258,336,76.8,1,0.9,+0.1,5,22,3,1,48
753,Michael Esser,DEU,GK,Hannover 96,Bundesliga,30,1987,32.0,867,1231,70.4,30173,20174,112,112,100.0,335,341,98.2,419,775,54.1,0,0.8,-0.8,3,31,0,0,0
754,Alexander Esswein,DEU,FW,VfB Stuttgart,Bundesliga,28,1990,13.9,308,450,68.4,5363,1335,149,186,80.1,113,169,66.9,36,67,53.7,0,2.2,-2.2,18,21,16,10,28
755,Neil Etheridge,PHL,GK,Cardiff City,Premier League,28,1990,38.0,396,1188,33.3,23283,20303,4,5,80.0,36,40,90.0,356,1142,31.2,0,0.2,-0.2,3,65,0,0,0
756,Beñat Etxebarria,ESP,MF,Athletic Bilbao,La Liga,31,1987,22.6,996,1241,80.3,20811,5626,372,409,91.0,417,471,88.5,196,333,58.9,2,2.5,-0.5,33,121,18,4,103
757,Xabi Etxeita,ESP,DF,SD Huesca,La Liga,30,1987,29.7,659,866,76.1,14516,6094,209,237,88.2,294,344,85.5,147,262,56.1,0,0.2,-0.2,2,54,3,0,62
758,Lucas Evangelista,BRA,FW,FC Nantes,Ligue 1,23,1995,8.0,228,313,72.8,3738,812,124,161,77.0,77,96,80.2,23,42,54.8,0,0.3,-0.3,6,22,4,2,21
759,Jonny Evans,NIR,DF,Leicester City,Premier League,30,1988,22.2,867,1013,85.6,19495,5850,210,236,89.0,492,534,92.1,161,234,68.8,0,0.2,-0.2,4,44,1,0,32
760,Ewerton,BRA,DF,1.FC Nuremberg,Bundesliga,29,1989,14.9,493,576,85.6,10770,3016,128,137,93.4,288,315,91.4,76,119,63.9,0,0.1,-0.1,1,14,1,0,20
761,Valentin Eysseric,FRA,FW,ACF Fiorentina,Serie A,26,1992,4.0,134,177,75.7,2399,665,69,84,82.1,43,55,78.2,19,32,59.4,1,0.8,+0.2,11,6,7,1,16
762,Valentin Eysseric,FRA,MF,FC Nantes,Ligue 1,26,1992,2.3,76,110,69.1,1278,363,41,51,80.4,24,29,82.8,9,25,36.0,0,0.2,-0.2,5,4,4,0,9
763,Marco Fabián,MEX,FW,Eintracht Frankfurt,Bundesliga,29,1989,0.7,8,13,61.5,134,19,5,6,83.3,2,5,40.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0
764,Lukasz Fabianski,POL,GK,West Ham United,Premier League,33,1985,38.0,651,1204,54.1,27972,20620,35,35,100.0,213,216,98.6,401,950,42.2,0,0.2,-0.2,3,19,0,0,0
765,Fabinho,BRA,MF,Liverpool FC,Premier League,24,1993,22.4,1403,1631,86.0,27109,6384,549,610,90.0,665,734,90.6,177,257,68.9,2,1.3,+0.7,16,153,25,2,131
766,Fábio,BRA,DF,FC Nantes,Ligue 1,28,1990,14.2,482,635,75.9,8642,3605,216,256,84.4,202,248,81.5,52,110,47.3,2,0.4,+1.6,11,34,14,9,44
767,Cesc Fàbregas,ESP,MF,Chelsea FC,Premier League,31,1987,2.0,165,193,85.5,3038,1041,70,77,90.9,79,86,91.9,16,28,57.1,0,0.3,-0.3,3,17,4,0,18
768,Cesc Fàbregas,ESP,MF,AS Monaco,Ligue 1,31,1987,10.7,620,752,82.4,12834,4681,210,241,87.1,292,328,89.0,108,166,65.1,0,0.9,-0.9,20,83,14,0,105
769,Fabri,ESP,GK,Fulham FC,Premier League,30,1987,2.0,34,50,68.0,1178,824,3,3,100.0,15,16,93.8,16,31,51.6,0,0.0,0.0,0,1,0,0,0
770,Ralf Fährmann,DEU,GK,FC Schalke 04,Bundesliga,29,1988,16.3,366,514,71.2,12773,8233,31,32,96.9,161,163,98.8,174,319,54.5,0,0.1,-0.1,1,13,0,0,1
771,Romain Faivre,FRA,MF,AS Monaco,Ligue 1,20,1998,1.0,35,43,81.4,664,166,15,19,78.9,14,18,77.8,5,5,100.0,0,0.0,0.0,1,7,1,0,2
772,Fayçal Fajr,MAR,MF,SM Caen,Ligue 1,29,1988,36.0,1596,2097,76.1,36113,10070,578,648,89.2,598,686,87.2,401,719,55.8,4,4.4,-0.4,61,164,24,7,149
