Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
2160,Bakary Sako\Bakary-Sako,ml MLI,FWMF,Crystal Palace,eng Premier League,30,1988,0.3,9,13,69.2,175,10,6,7,85.7,2,2,100.0,1,4,25.0,0,0.0,0.0,0,1,0,0,0
2161,Emiliano Sala\Emiliano-Sala,ar ARG,FW,Nantes,fr Ligue 1,27,1990,15.2,236,362,65.2,2937,548,154,208,74.0,63,105,60.0,4,14,28.6,2,1.6,+0.4,20,13,10,1,24
2162,Jacopo Sala\Jacopo-Sala,it ITA,DF,Sampdoria,it Serie A,26,1991,16.9,980,1172,83.6,16566,6649,491,529,92.8,393,448,87.7,84,157,53.5,1,1.3,-0.3,18,89,26,11,114
2163,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,eng Premier League,26,1992,36.1,864,1150,75.1,12874,3831,522,634,82.3,267,347,76.9,56,111,50.5,8,9.1,-1.1,68,58,74,7,142
2164,Bartosz Salamon\Bartosz-Salamon,pl POL,DF,Frosinone,it Serie A,27,1991,19.2,625,768,81.4,14364,4132,141,160,88.1,359,400,89.8,121,199,60.8,0,0.1,-0.1,1,36,8,0,32
2165,Carlos Salcedo\Carlos-Salcedo,mx MEX,DF,Eint Frankfurt,de Bundesliga,24,1993,5.1,214,269,79.6,5007,1756,53,68,77.9,110,120,91.7,49,78,62.8,0,0.0,0.0,0,16,0,0,24
2166,William Saliba\William-Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2001,14.2,583,680,85.7,12081,4241,196,216,90.7,292,315,92.7,94,137,68.6,0,0.2,-0.2,3,24,3,1,26
2167,Yannis Salibur\Yannis-Salibur,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,27,1991,9.8,235,329,71.4,3847,1155,125,152,82.2,88,115,76.5,21,46,45.7,3,1.8,+1.2,18,22,15,8,25
2168,Yannis Salibur\Yannis-Salibur,fr FRA,FW,Guingamp,fr Ligue 1,27,1991,0.2,1,1,100.0,54,24,0,0,,0,0,,1,1,100.0,0,0.0,0.0,1,0,0,0,0
2169,Roland Sallai\Roland-Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,21,1997,5.9,117,151,77.5,1857,501,63,70,90.0,44,51,86.3,8,24,33.3,0,0.3,-0.3,4,8,8,3,14
2170,Edgar Salli\Edgar-Salli,cm CMR,MFFW,Nürnberg,de Bundesliga,25,1992,1.3,20,23,87.0,284,95,13,14,92.9,6,7,85.7,1,1,100.0,0,0.0,0.0,1,0,1,0,3
2171,Brice Samba\Brice-Samba,cg CGO,GK,Caen,fr Ligue 1,24,1994,38.0,747,1222,61.1,30696,23418,42,42,100.0,256,262,97.7,448,917,48.9,0,0.0,0.0,0,18,1,0,0
2172,Junior Sambia\Junior-Sambia,fr FRA,MFFW,Montpellier,fr Ligue 1,21,1996,10.3,307,416,73.8,5819,1649,140,171,81.9,109,134,81.3,52,93,55.9,1,1.5,-0.5,24,30,12,8,26
2173,Paolo Sammarco\Paolo-Sammarco,it ITA,MF,Frosinone,it Serie A,35,1983,6.1,233,308,75.6,4461,1505,94,110,85.5,105,126,83.3,31,66,47.0,0,0.1,-0.1,3,39,6,0,38
2174,Frédéric Sammaritano\Frederic-Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,32,1986,6.0,175,230,76.1,3217,872,78,98,79.6,76,97,78.4,20,29,69.0,0,0.6,-0.6,9,16,8,5,17
2175,Mikel San José\Mikel-San-Jose,es ESP,MF,Athletic Club,es La Liga,29,1989,19.3,567,743,76.3,10273,3497,263,319,82.4,224,279,80.3,69,113,61.1,0,1.4,-1.4,13,66,22,3,94
2176,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Genoa,it Serie A,22,1996,8.5,107,146,73.3,1736,353,62,83,74.7,29,41,70.7,14,14,100.0,0,0.3,-0.3,6,8,4,0,14
2177,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,es La Liga,22,1996,9.0,118,148,79.7,1724,315,63,74,85.1,40,51,78.4,9,13,69.2,0,0.1,-0.1,1,4,3,0,7
2178,Renato Sanches\Renato-Sanches,pt POR,MF,Bayern Munich,de Bundesliga,20,1997,6.4,317,359,88.3,5774,1221,148,161,91.9,124,139,89.2,39,49,79.6,1,0.4,+0.6,6,33,6,0,30
2179,Alexis Sánchez\Alexis-Sanchez,cl CHI,FWMF,Manchester Utd,eng Premier League,29,1988,9.8,292,409,71.4,5023,1544,166,206,80.6,81,119,68.1,40,68,58.8,3,3.1,-0.1,20,25,26,5,44
2180,Carlos Sánchez\Carlos-Sanchez,co COL,MF,West Ham,eng Premier League,32,1986,2.7,124,140,88.6,2633,552,43,48,89.6,53,57,93.0,26,33,78.8,0,0.1,-0.1,2,14,1,0,9
2181,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,eng Premier League,22,1996,21.6,1289,1424,90.5,27790,7391,340,366,92.9,704,742,94.9,238,298,79.9,1,0.0,+1.0,1,42,0,0,52
2182,Javi Sánchez\Javi-Sanchez,es ESP,DF,Real Madrid,es La Liga,21,1997,0.5,8,8,100.0,220,63,1,1,100.0,4,4,100.0,3,3,100.0,0,0.0,0.0,0,0,0,0,0
2183,Víctor Sánchez\Victor-Sanchez,es ESP,MF,Espanyol,es La Liga,30,1987,14.1,459,574,80.0,7517,2419,232,258,89.9,162,198,81.8,45,78,57.7,2,0.7,+1.3,7,47,7,2,38
2184,Jadon Sancho\Jadon-Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,18,2000,27.3,1161,1439,80.7,17723,5071,672,761,88.3,402,491,81.9,67,140,47.9,14,6.9,+7.1,61,54,65,7,122
2185,Sandro\Sandro,br BRA,MF,Udinese,it Serie A,29,1989,6.6,200,242,82.6,3569,896,83,99,83.8,98,110,89.1,16,26,61.5,0,0.0,0.0,2,17,2,0,17
2186,Sandro\Sandro,br BRA,MF,Genoa,it Serie A,29,1989,7.9,264,325,81.2,4863,1236,109,130,83.8,115,138,83.3,38,51,74.5,1,0.1,+0.9,5,23,3,0,25
2187,Alex Sandro\Alex-Sandro,br BRA,DF,Juventus,it Serie A,27,1991,26.5,1540,1911,80.6,28506,9321,662,731,90.6,686,811,84.6,184,316,58.2,2,3.4,-1.4,38,106,42,15,146
2188,Leroy Sané\Leroy-Sane,de GER,FW,Manchester City,eng Premier League,22,1996,20.7,750,954,78.6,10896,2395,458,534,85.8,243,292,83.2,32,78,41.0,10,6.6,+3.4,36,26,39,2,73
2189,Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,de Bundesliga,27,1990,29.0,1259,1514,83.2,28691,8985,254,306,83.0,749,826,90.7,246,365,67.4,0,0.6,-0.6,7,74,12,4,94
2190,Luca Sangalli\Luca-Sangalli,es ESP,MFFW,Real Sociedad,es La Liga,23,1995,11.1,282,390,72.3,4859,1252,133,165,80.6,106,143,74.1,36,63,57.1,3,1.3,+1.7,12,31,11,3,24
2191,Ibrahim Sangaré\Ibrahim-Sangare,ci CIV,MF,Toulouse,fr Ligue 1,20,1997,27.4,1241,1559,79.6,24318,9151,503,577,87.2,504,591,85.3,204,337,60.5,3,1.6,+1.4,19,169,28,2,191
2192,Younousse Sankharé\Younousse-Sankhare,sn SEN,MF,Bordeaux,fr Ligue 1,28,1989,16.4,511,661,77.3,7972,2200,269,321,83.8,200,245,81.6,31,68,45.6,3,1.2,+1.8,19,57,8,0,55
2193,Baissama Sankoh\Baissama-Sankoh,gn GUI,MFFW,Caen,fr Ligue 1,26,1992,7.2,159,197,80.7,2435,523,87,100,87.0,57,69,82.6,10,18,55.6,0,0.0,0.0,1,5,0,0,12
2194,Yaya Sanogo\Yaya-Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,25,1993,13.8,170,256,66.4,2289,300,105,158,66.5,41,55,74.5,11,18,61.1,0,0.8,-0.8,10,6,3,0,9
2195,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,fr Ligue 1,23,1994,26.7,1121,1372,81.7,21757,5235,477,542,88.0,445,511,87.1,180,270,66.7,3,2.7,+0.3,22,128,32,12,115
2196,Nicola Sansone\Nicola-Sansone,it ITA,FW,Bologna,it Serie A,26,1991,12.7,280,386,72.5,4176,1193,173,197,87.8,75,112,67.0,23,51,45.1,4,2.4,+1.6,18,19,15,2,31
2197,Nicola Sansone\Nicola-Sansone,it ITA,FWMF,Villarreal,es La Liga,26,1991,0.4,11,16,68.8,161,52,7,10,70.0,4,5,80.0,0,0,,1,0.1,+0.9,1,1,0,0,2
2198,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,fr Ligue 1,23,1995,36.1,1241,1533,81.0,25271,5961,472,534,88.4,515,616,83.6,233,344,67.7,0,0.7,-0.7,14,106,12,3,106
2199,Roberto Santamaría\Roberto-Santamaria,es ESP,GK,Huesca,es La Liga,33,1985,20.0,301,586,51.4,15922,13042,10,11,90.9,53,58,91.4,238,517,46.0,0,0.0,0.0,1,23,0,0,1
2200,Federico Santander\Federico-Santander,py PAR,FW,Bologna,it Serie A,27,1991,22.9,339,570,59.5,4870,939,195,292,66.8,111,186,59.7,19,46,41.3,3,3.3,-0.3,35,19,9,2,28
2201,Davide Santon\Davide-Santon,it ITA,DF,Roma,it Serie A,27,1991,11.2,579,698,83.0,10760,3979,229,250,91.6,284,330,86.1,60,103,58.3,1,0.8,+0.2,14,42,12,5,53
2202,Michael Santos\Michael-Santos,uy URU,FWMF,Leganés,es La Liga,25,1993,6.2,71,104,68.3,1006,258,47,59,79.7,17,30,56.7,4,5,80.0,3,0.9,+2.1,6,4,5,1,11
2203,Samir Santos\Samir-Santos,br BRA,DF,Udinese,it Serie A,23,1994,20.0,645,819,78.8,12094,4699,254,281,90.4,309,373,82.8,74,146,50.7,0,1.4,-1.4,8,32,4,2,45
2204,Riccardo Saponara\Riccardo-Saponara,it ITA,MFFW,Sampdoria,it Serie A,26,1991,10.1,326,470,69.4,5309,1767,188,235,80.0,90,130,69.2,40,74,54.1,4,1.8,+2.2,23,44,27,2,63
2205,Pablo Sarabia\Pablo-Sarabia,es ESP,MFFW,Sevilla,es La Liga,26,1992,30.3,1062,1447,73.4,17903,5951,556,659,84.4,384,477,80.5,104,240,43.3,13,9.2,+3.8,68,89,72,21,144
2206,Marcelo Saracchi\Marcelo-Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,20,1998,7.3,333,477,69.8,5817,2333,156,188,83.0,139,195,71.3,33,81,40.7,1,0.9,+0.1,10,18,17,7,39
2207,Josh Sargent\Josh-Sargent,us USA,FW,Werder Bremen,de Bundesliga,18,2000,2.4,55,67,82.1,769,57,36,44,81.8,14,16,87.5,3,3,100.0,0,0.2,-0.2,2,1,0,0,0
2208,Bouna Sarr\Bouna-Sarr,gn GUI,DFFW,Marseille,fr Ligue 1,26,1992,24.9,1184,1454,81.4,19213,6103,656,723,90.7,424,517,82.0,94,166,56.6,1,2.1,-1.1,31,66,30,19,75
2209,Ismaila Sarr\Ismaila-Sarr,sn SEN,FWMF,Rennes,fr Ligue 1,20,1998,31.0,573,771,74.3,8107,2851,357,432,82.6,166,231,71.9,30,59,50.8,6,6.8,-0.8,39,52,49,9,95
2210,Malang Sarr\Malang-Sarr,fr FRA,DF,Nice,fr Ligue 1,19,1999,33.3,1920,2161,88.8,38271,14228,678,726,93.4,967,1039,93.1,268,361,74.2,1,0.3,+0.7,6,92,5,3,118
2211,Lluís Sastre\Lluis-Sastre,es ESP,MF,Huesca,es La Liga,32,1986,1.3,74,95,77.9,1270,316,33,38,86.8,32,33,97.0,8,19,42.1,0,0.0,0.0,1,9,3,0,10
2212,Marco Sau\Marco-Sau,it ITA,MFFW,Sampdoria,it Serie A,30,1987,0.6,22,27,81.5,302,40,14,16,87.5,5,7,71.4,2,3,66.7,0,0.0,0.0,0,3,0,0,1
2213,Marco Sau\Marco-Sau,it ITA,FW,Cagliari,it Serie A,30,1987,6.2,126,150,84.0,1886,190,72,81,88.9,49,59,83.1,5,8,62.5,0,0.7,-0.7,7,4,4,0,6
2214,Téji Savanier\Teji-Savanier,fr FRA,MF,Nîmes,fr Ligue 1,26,1991,31.8,1232,1875,65.7,30638,11011,354,464,76.3,494,636,77.7,374,723,51.7,14,8.8,+5.2,91,200,18,5,192
2215,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,es La Liga,27,1991,15.5,447,542,82.5,9887,3394,142,153,92.8,207,227,91.2,97,158,61.4,2,0.1,+1.9,2,43,1,0,33
2216,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,eng Premier League,26,1991,22.2,699,1029,67.9,18070,8149,173,211,82.0,321,391,82.1,203,407,49.9,1,0.6,+0.4,11,86,9,1,68
2217,Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DFMF,Chievo,it Serie A,29,1989,1.6,64,92,69.6,1199,608,28,36,77.8,28,36,77.8,8,17,47.1,0,0.6,-0.6,3,2,5,2,7
2218,Nicolás Schiappacasse\Nicolas-Schiappacasse,uy URU,FW,Parma,it Serie A,19,1999,0.9,9,16,56.3,85,0,5,6,83.3,2,5,40.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
2219,Pasquale Schiattarella\Pasquale-Schiattarella,it ITA,MF,SPAL,it Serie A,31,1987,20.5,1147,1363,84.2,20684,5925,480,522,92.0,529,585,90.4,118,211,55.9,4,1.9,+2.1,35,85,22,4,121
2220,Patrik Schick\Patrik-Schick,cz CZE,FW,Roma,it Serie A,22,1996,14.6,207,278,74.5,2837,490,131,155,84.5,68,95,71.6,4,14,28.6,0,1.2,-1.2,13,17,2,0,14
2221,Julian Schieber\Julian-Schieber,de GER,FW,Augsburg,de Bundesliga,29,1989,2.9,58,78,74.4,904,174,34,44,77.3,17,21,81.0,5,10,50.0,0,0.4,-0.4,3,3,2,1,6
2222,Christopher Schindler\Christopher-Schindler,de GER,DF,Huddersfield,eng Premier League,28,1990,36.2,1271,1501,84.7,28298,8473,335,380,88.2,672,760,88.4,256,341,75.1,0,0.2,-0.2,1,74,2,0,66
2223,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,21,1997,8.6,394,445,88.5,9409,3162,68,77,88.3,221,235,94.0,102,127,80.3,0,0.0,0.0,0,17,1,0,17
2224,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,18,1999,2.5,81,108,75.0,1911,614,19,29,65.5,42,46,91.3,20,32,62.5,0,0.0,0.0,0,6,1,0,4
2225,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,25,1992,18.6,484,646,74.9,7386,2273,265,319,83.1,178,233,76.4,28,62,45.2,1,1.5,-0.5,17,49,12,3,54
2226,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,eng Premier League,31,1986,38.0,825,1208,68.3,30971,19665,52,53,98.1,319,324,98.5,453,829,54.6,0,0.4,-0.4,1,10,0,0,2
2227,Marcel Schmelzer\Marcel-Schmelzer,de GER,DF,Dortmund,de Bundesliga,30,1988,6.3,386,468,82.5,6055,2005,219,247,88.7,140,166,84.3,25,41,61.0,1,0.3,+0.7,3,26,4,2,24
2228,Jonathan Schmid\Jonathan-Schmid,fr FRA,DF,Augsburg,de Bundesliga,28,1990,28.0,1118,1411,79.2,19752,9632,534,598,89.3,449,535,83.9,122,241,50.6,7,3.2,+3.8,46,75,33,16,111
2229,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,eng Premier League,28,1989,9.3,484,544,89.0,8828,2093,236,253,93.3,178,199,89.4,67,86,77.9,1,0.6,+0.4,9,48,4,0,27
2230,Alessandro Schöpf\Alessandro-Schopf,at AUT,MFDF,Schalke 04,de Bundesliga,24,1994,11.2,384,475,80.8,6322,1689,188,216,87.0,160,192,83.3,29,50,58.0,0,1.0,-1.0,14,24,8,3,37
2231,Nico Schulz\Nico-Schulz,de GER,DFMF,Hoffenheim,de Bundesliga,25,1993,28.2,1178,1547,76.1,21161,7827,541,639,84.7,491,617,79.6,139,235,59.1,5,8.1,-3.1,60,64,53,29,127
2232,André Schürrle\Andre-Schurrle,de GER,FWMF,Fulham,eng Premier League,27,1990,18.2,426,571,74.6,6862,1662,248,293,84.6,139,178,78.1,35,73,47.9,0,1.6,-1.6,21,33,26,9,42
2233,Pirmin Schwegler\Pirmin-Schwegler,ch SUI,MF,Hannover 96,de Bundesliga,31,1987,23.1,902,1195,75.5,17416,5633,359,415,86.5,381,455,83.7,148,290,51.0,1,2.5,-1.5,38,75,11,0,94
2234,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Freiburg,de Bundesliga,26,1992,33.0,825,1268,65.1,30213,19318,61,62,98.4,324,330,98.2,439,875,50.2,1,0.5,+0.5,2,15,1,0,0
2235,Matteo Scozzarella\Matteo-Scozzarella,it ITA,MF,Parma,it Serie A,30,1988,16.2,527,692,76.2,11970,3051,142,168,84.5,264,305,86.6,116,207,56.0,3,1.6,+1.4,19,60,8,0,45
2236,Simone Scuffet\Simone-Scuffet,it ITA,GK,Udinese,it Serie A,22,1996,9.0,173,257,67.3,6142,3758,14,14,100.0,73,76,96.1,86,167,51.5,0,0.0,0.0,0,1,0,0,1
2237,Andrea Seculin\Andrea-Seculin,it ITA,GK,Chievo,it Serie A,28,1990,1.0,11,20,55.0,408,303,1,1,100.0,3,4,75.0,6,14,42.9,0,0.0,0.0,0,0,0,0,0
2238,Stanley Segarel\Stanley-Segarel,fr FRA,FWMF,Amiens,fr Ligue 1,24,1994,0.2,1,2,50.0,22,9,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0,1,0,0,0
2239,Davie Selke\Davie-Selke,de GER,FWMF,Hertha BSC,de Bundesliga,23,1995,19.3,288,471,61.1,4110,800,184,273,67.4,76,122,62.3,18,36,50.0,5,2.5,+2.5,19,18,10,4,24
2240,Ole Selnæs\Ole-Selnaes,no NOR,MF,Saint-Étienne,fr Ligue 1,24,1994,18.5,748,926,80.8,15730,3854,239,295,81.0,364,412,88.3,138,196,70.4,5,2.1,+2.9,19,79,16,1,88
2241,Matz Sels\Matz-Sels,be BEL,GK,Strasbourg,fr Ligue 1,26,1992,37.0,692,1119,61.8,26510,18756,69,69,100.0,248,250,99.2,375,800,46.9,0,0.0,0.0,1,17,0,0,0
2242,Ken Sema\Ken-Sema,se SWE,FWMF,Watford,eng Premier League,24,1993,8.4,186,261,71.3,2729,583,101,123,82.1,80,102,78.4,2,16,12.5,2,0.4,+1.6,7,11,5,0,19
2243,Alfa Semedo\Alfa-Semedo,gw GNB,MF,Espanyol,es La Liga,20,1997,0.5,18,25,72.0,362,114,7,11,63.6,8,10,80.0,2,2,100.0,0,0.0,0.0,1,2,0,0,1
2244,Nélson Semedo\Nelson-Semedo,pt POR,DF,Barcelona,es La Liga,24,1993,17.8,1098,1217,90.2,15826,3747,685,729,94.0,341,382,89.3,52,66,78.8,0,0.4,-0.4,4,45,9,0,37
2245,Rúben Semedo\Ruben-Semedo,pt POR,DF,Huesca,es La Liga,24,1994,9.4,316,364,86.8,7235,2106,71,78,91.0,176,193,91.2,67,87,77.0,0,0.0,0.0,0,8,2,0,18
2246,Adrian Šemper\Adrian-Semper,hr CRO,GK,Chievo,it Serie A,20,1998,6.0,118,200,59.0,4535,2981,6,6,100.0,47,47,100.0,65,147,44.2,0,0.0,0.0,0,4,0,0,0
2247,Stefano Sensi\Stefano-Sensi,it ITA,MF,Sassuolo,it Serie A,22,1995,21.9,1222,1451,84.2,23313,5947,521,575,90.6,502,562,89.3,181,279,64.9,4,3.2,+0.8,45,144,11,2,98
2248,Luigi Sepe\Luigi-Sepe,it ITA,GK,Parma,it Serie A,27,1991,37.0,749,1202,62.3,30033,20547,66,68,97.1,262,265,98.9,419,867,48.3,0,0.1,-0.1,1,15,0,0,0
2249,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,de Bundesliga,21,1997,19.2,333,462,72.1,6210,1677,137,185,74.1,139,178,78.1,50,79,63.3,1,2.0,-1.0,14,34,11,1,52
2250,Jean Seri\Jean-Seri,ci CIV,MF,Fulham,eng Premier League,27,1991,24.9,1433,1712,83.7,27643,7130,596,664,89.8,597,671,89.0,221,338,65.4,2,3.8,-1.8,55,124,24,5,129
2251,Leonardo Sernicola\Leonardo-Sernicola,it ITA,FW,Sassuolo,it Serie A,21,1997,0.1,4,4,100.0,45,2,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
2252,Julien Serrano\Julien-Serrano,fr FRA,MFDF,Monaco,fr Ligue 1,20,1998,1.3,45,56,80.4,817,193,14,15,93.3,27,33,81.8,4,8,50.0,0,0.2,-0.2,1,2,1,0,5
2253,Grégory Sertic\Gregory-Sertic,fr FRA,MF,Marseille,fr Ligue 1,28,1989,1.2,54,72,75.0,1017,200,23,28,82.1,25,30,83.3,6,13,46.2,0,0.0,0.0,0,2,0,0,1
2254,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,FWDF,Fulham,eng Premier League,18,2000,25.6,582,829,70.2,9632,3688,316,378,83.6,216,300,72.0,47,121,38.8,6,4.8,+1.2,30,34,16,4,59
2255,Paik Seung-ho\Paik-Seung-ho,kr KOR,FWMF,Girona,es La Liga,21,1997,0.7,17,20,85.0,331,108,10,12,83.3,5,5,100.0,2,3,66.7,0,0.0,0.0,0,4,0,0,2
2256,Stephan El Shaarawy\Stephan-El-Shaarawy,it ITA,FW,Roma,it Serie A,25,1992,23.4,699,869,80.4,12065,2651,359,418,85.9,258,311,83.0,72,108,66.7,3,5.7,-2.7,41,35,39,7,80
2257,Meritan Shabani\Meritan-Shabani,al ALB,FW,Bayern Munich,de Bundesliga,19,1999,0.0,2,2,100.0,19,9,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
2258,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FWMF,Liverpool,eng Premier League,26,1991,11.8,545,695,78.4,9989,2667,266,306,86.9,203,241,84.2,71,130,54.6,3,1.9,+1.1,19,49,36,7,68
2259,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,eng Premier League,23,1995,28.8,1657,1984,83.5,25802,11131,916,1006,91.1,617,728,84.8,99,180,55.0,4,3.5,+0.5,33,122,36,9,186
2260,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,26,1992,10.5,458,678,67.6,11182,4414,121,155,78.1,208,255,81.6,125,258,48.4,1,1.4,-0.4,24,79,20,6,65
2261,Gaku Shibasaki\Gaku-Shibasaki,jp JPN,MFFW,Getafe,es La Liga,26,1992,4.3,83,137,60.6,1610,530,35,51,68.6,34,51,66.7,11,26,42.3,0,0.1,-0.1,2,6,5,3,14
2262,Gen Shoji\Gen-Shoji,jp JPN,DF,Toulouse,fr Ligue 1,25,1992,18.0,614,722,85.0,14267,4562,166,185,89.7,282,307,91.9,157,216,72.7,0,0.9,-0.9,6,50,5,0,64
2263,Djibril Sidibé\Djibril-Sidibe,fr FRA,DFMF,Monaco,fr Ligue 1,26,1992,23.1,1061,1428,74.3,19061,8246,457,551,82.9,485,612,79.2,109,218,50.0,2,3.8,-1.8,33,81,35,18,133
2264,Kalidou Sidibé\Kalidou-Sidibe,fr FRA,MF,Toulouse,fr Ligue 1,19,1999,14.0,440,591,74.5,6804,2273,247,302,81.8,157,211,74.4,31,61,50.8,0,0.2,-0.2,4,39,3,1,47
2265,Sidnei\Sidnei,br BRA,DF,Betis,es La Liga,28,1989,19.4,1133,1271,89.1,22304,5888,405,439,92.3,563,604,93.2,159,213,74.6,0,0.1,-0.1,2,65,5,1,64
2266,Jordan Siebatcheu\Jordan-Siebatcheu,us USA,FW,Rennes,fr Ligue 1,22,1996,6.8,74,96,77.1,846,146,47,61,77.0,15,20,75.0,2,4,50.0,1,0.1,+0.9,3,3,3,0,4
2267,Francisco Sierralta\Francisco-Sierralta,cl CHI,DF,Parma,it Serie A,21,1997,3.0,65,93,69.9,1627,594,15,18,83.3,28,36,77.8,19,34,55.9,0,0.4,-0.4,2,9,1,0,6
2268,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,eng Premier League,28,1989,34.6,830,1231,67.4,14768,5597,391,479,81.6,309,405,76.3,112,274,40.9,6,7.0,-1.0,72,99,48,8,133
2269,Luca Siligardi\Luca-Siligardi,it ITA,FW,Parma,it Serie A,30,1988,18.2,334,522,64.0,5968,2105,170,216,78.7,113,177,63.8,46,97,47.4,2,2.6,-0.6,16,29,14,6,45
2270,Adrien Silva\Adrien-Silva,pt POR,MF,Leicester City,eng Premier League,29,1989,1.0,70,79,88.6,1225,319,36,39,92.3,25,27,92.6,9,11,81.8,0,0.0,0.0,0,9,1,0,6
2271,Adrien Silva\Adrien-Silva,pt POR,MF,Monaco,fr Ligue 1,29,1989,13.2,606,726,83.5,12120,3196,230,263,87.5,262,292,89.7,106,150,70.7,0,0.5,-0.5,6,75,5,0,76
2272,André Silva\Andre-Silva,pt POR,FW,Sevilla,es La Liga,22,1995,24.0,399,550,72.5,5551,1557,264,332,79.5,108,145,74.5,16,33,48.5,0,4.0,-4.0,28,30,26,3,60
2273,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,eng Premier League,23,1994,31.7,1513,1798,84.1,25650,5777,740,815,90.8,608,699,87.0,138,213,64.8,7,7.5,-0.5,70,96,57,5,153
2274,David Silva\David-Silva,es ESP,MF,Manchester City,eng Premier League,32,1986,26.7,1783,2083,85.6,29033,6374,920,1030,89.3,718,814,88.2,128,189,67.7,8,9.0,-1.0,73,136,84,5,186
2275,Gabriel Silva\Gabriel-Silva,br BRA,DFMF,Saint-Étienne,fr Ligue 1,27,1991,15.9,484,627,77.2,8707,2933,233,265,87.9,174,225,77.3,67,117,57.3,2,1.4,+0.6,8,22,13,4,34
2276,Jonathan Silva\Jonathan-Silva,ar ARG,DF,Leganés,es La Liga,24,1994,30.0,869,1290,67.4,16393,8234,400,475,84.2,326,436,74.8,125,320,39.1,6,3.4,+2.6,46,69,35,23,88
2277,Matheus Pereira da Silva\Matheus-Pereira-da-Silva,br BRA,MF,Juventus,it Serie A,20,1998,1.0,35,45,77.8,654,192,15,17,88.2,15,18,83.3,5,7,71.4,0,0.0,0.0,1,7,2,1,5
2278,Thiago Silva\Thiago-Silva,br BRA,DF,Paris S-G,fr Ligue 1,33,1984,23.1,1763,1880,93.8,35493,13731,578,607,95.2,917,950,96.5,252,301,83.7,1,0.6,+0.4,5,171,10,0,131
2279,Xande Silva\Xande-Silva,pt POR,FW,West Ham,eng Premier League,21,1997,0.2,3,5,60.0,35,2,3,4,75.0,0,0,,0,1,0.0,0,0.0,0.0,1,0,0,0,0
2280,Matías Silvestre\Matias-Silvestre,ar ARG,DF,Empoli,it Serie A,33,1984,34.0,1267,1484,85.4,30310,8619,272,294,92.5,660,718,91.9,327,449,72.8,0,0.1,-0.1,4,76,1,0,69
2281,Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Fiorentina,it Serie A,23,1995,27.3,248,366,67.8,3563,736,141,190,74.2,89,128,69.5,10,18,55.6,3,3.0,0.0,34,14,14,3,22
2282,Lorenco Šimić\Lorenco-Simic,hr CRO,DF,SPAL,it Serie A,22,1996,2.6,121,145,83.4,2503,775,41,46,89.1,59,65,90.8,20,32,62.5,0,0.0,0.0,0,8,0,0,6
2283,Moses Simon\Moses-Simon,ng NGA,DFMF,Levante,es La Liga,23,1995,8.7,212,299,70.9,3640,1414,102,123,82.9,86,113,76.1,20,46,43.5,1,0.5,+0.5,6,18,5,1,25
