Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
410,Sergio Camello\Sergio-Camello,es ESP,FW,Atlético Madrid,es La Liga,17,2001,0.5,8,10,80.0,123,34,5,5,100.0,3,3,100.0,0,1,0.0,0,0.1,-0.1,1,0,0,0,1
411,José Campaña\Jose-Campana,es ESP,MF,Levante,es La Liga,25,1993,35.7,1584,1965,80.6,29282,9205,693,782,88.6,641,739,86.7,225,387,58.1,9,4.0,+5.0,51,156,25,6,185
412,Joel Campbell\Joel-Campbell,cr CRC,FWMF,Frosinone,it Serie A,26,1992,9.9,193,270,71.5,3267,700,104,128,81.3,66,89,74.2,19,37,51.4,3,1.3,+1.7,11,15,6,2,17
413,Emre Can\Emre-Can,de GER,MF,Juventus,it Serie A,24,1994,20.1,890,1026,86.7,17136,3409,363,409,88.8,382,424,90.1,138,176,78.4,1,2.8,-1.8,19,67,14,2,66
414,Sergio Canales\Sergio-Canales,es ESP,MFFW,Betis,es La Liga,27,1991,29.5,1554,1859,83.6,27961,5084,704,756,93.1,669,741,90.3,159,306,52.0,2,5.8,-3.8,56,96,40,11,99
415,João Cancelo\Joao-Cancelo,pt POR,DF,Juventus,it Serie A,24,1994,21.9,1261,1526,82.6,23553,7793,530,587,90.3,572,669,85.5,151,241,62.7,3,3.3,-0.3,32,92,46,22,127
416,Antonio Candreva\Antonio-Candreva,it ITA,FWMF,Inter,it Serie A,31,1987,5.6,210,302,69.5,3681,1117,103,125,82.4,75,93,80.6,26,61,42.6,0,1.1,-1.1,16,8,13,8,25
417,Ander Capa\Ander-Capa,es ESP,DF,Athletic Club,es La Liga,26,1992,18.2,673,919,73.2,11706,4540,308,356,86.5,293,386,75.9,58,129,45.0,0,1.0,-1.0,10,40,27,8,63
418,Luan Capanni\Luan-Capanni,br BRA,FW,Lazio,it Serie A,18,2000,0.1,3,5,60.0,34,9,2,3,66.7,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0
419,Pierrick Capelle\Pierrick-Capelle,fr FRA,MFDF,Angers,fr Ligue 1,31,1987,20.5,763,959,79.6,13396,5282,364,416,87.5,305,370,82.4,83,138,60.1,3,3.3,-0.3,30,60,17,8,78
420,Leonardo Capezzi\Leonardo-Capezzi,it ITA,MF,Empoli,it Serie A,23,1995,8.6,459,546,84.1,9070,2151,180,201,89.6,206,237,86.9,69,100,69.0,0,0.3,-0.3,3,52,8,1,41
421,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,eng Premier League,30,1988,32.7,1482,1778,83.4,29212,8003,604,681,88.7,628,736,85.3,227,323,70.3,3,0.9,+2.1,9,152,18,1,155
422,Gianluca Caprari\Gianluca-Caprari,it ITA,FWMF,Sampdoria,it Serie A,25,1993,11.5,342,440,77.7,5230,1121,205,229,89.5,96,124,77.4,31,64,48.4,2,1.3,+0.7,13,13,14,3,27
423,Marco Capuano\Marco-Capuano,it ITA,DF,Frosinone,it Serie A,26,1991,25.6,973,1172,83.0,17660,7619,390,431,90.5,471,515,91.5,93,192,48.4,0,0.3,-0.3,6,50,5,1,66
424,Francesco Caputo\Francesco-Caputo,it ITA,FW,Empoli,it Serie A,30,1987,38.0,712,921,77.3,10234,1502,446,542,82.3,200,259,77.2,44,61,72.1,3,5.7,-2.7,46,17,24,3,40
425,Yoan Cardinale\Yoan-Cardinale,fr FRA,GK,Nice,fr Ligue 1,24,1994,3.0,62,63,98.4,1404,745,11,11,100.0,40,41,97.6,11,11,100.0,0,0.0,0.0,0,0,0,0,0
426,Marc Cardona\Marc-Cardona,es ESP,FWMF,Eibar,es La Liga,23,1995,6.7,128,179,71.5,1793,379,81,102,79.4,38,53,71.7,5,12,41.7,1,0.6,+0.4,5,8,4,1,9
427,Diego Carlos\Diego-Carlos,br BRA,DF,Nantes,fr Ligue 1,25,1993,35.0,1389,1679,82.7,31785,12837,357,400,89.3,734,802,91.5,288,454,63.4,0,0.2,-0.2,7,113,12,1,115
428,Jonas Carls\Jonas-Carls,de GER,DF,Schalke 04,de Bundesliga,21,1997,1.0,19,31,61.3,352,174,6,6,100.0,8,13,61.5,3,8,37.5,0,0.0,0.0,1,1,0,0,4
429,Louis Carnot\Louis-Carnot,fr FRA,MF,Guingamp,fr Ligue 1,17,2001,0.1,3,4,75.0,47,29,2,2,100.0,1,1,100.0,0,0,,0,0.2,-0.2,1,0,0,0,0
430,Lionel Carole\Lionel-Carole,fr FRA,DFMF,Strasbourg,fr Ligue 1,27,1991,19.2,815,1043,78.1,14992,6709,348,414,84.1,371,445,83.4,86,144,59.7,3,2.0,+1.0,22,64,23,10,106
431,Daniel Carriço\Daniel-Carrico,pt POR,DF,Sevilla,es La Liga,29,1988,23.7,806,989,81.5,16321,6048,294,321,91.6,366,414,88.4,139,240,57.9,1,0.7,+0.3,5,53,7,1,57
432,Guido Carrillo\Guido-Carrillo,ar ARG,FW,Leganés,es La Liga,27,1991,22.1,416,623,66.8,5593,944,265,360,73.6,111,181,61.3,17,36,47.2,1,1.3,-0.3,18,34,4,0,32
433,Andy Carroll\Andy-Carroll,eng ENG,FW,West Ham,eng Premier League,29,1989,5.1,86,131,65.6,1354,252,47,66,71.2,24,37,64.9,10,19,52.6,0,0.2,-0.2,3,4,0,0,4
434,Dani Carvajal\Dani-Carvajal,es ESP,DF,Real Madrid,es La Liga,26,1992,23.4,1591,1834,86.8,27635,9118,820,892,91.9,569,643,88.5,186,238,78.2,2,3.2,-1.2,29,84,28,8,104
435,William Carvalho\William-Carvalho,pt POR,MF,Betis,es La Liga,26,1992,26.5,1704,1911,89.2,31916,7781,703,777,90.5,764,819,93.3,213,269,79.2,5,2.0,+3.0,17,202,28,0,176
436,Casemiro\Casemiro,br BRA,MF,Real Madrid,es La Liga,26,1992,25.7,1438,1629,88.3,28199,7180,612,660,92.7,542,601,90.2,256,322,79.5,0,0.7,-0.7,13,110,14,1,107
437,Santiago Cáseres\Santiago-Caseres,ar ARG,MF,Villarreal,es La Liga,21,1997,17.6,781,861,90.7,16401,3588,268,286,93.7,348,376,92.6,155,182,85.2,1,0.9,+0.1,15,75,5,1,69
438,Moreto Cassamã\Moreto-Cassama,gw GNB,MF,Reims,fr Ligue 1,20,1998,0.7,41,48,85.4,834,119,11,15,73.3,26,28,92.9,4,5,80.0,0,0.0,0.0,0,1,0,0,4
439,Francesco Cassata\Francesco-Cassata,it ITA,MFFW,Frosinone,it Serie A,21,1997,12.5,270,352,76.7,5031,1336,110,136,80.9,111,134,82.8,39,61,63.9,2,0.5,+1.5,10,26,9,2,31
440,Timothy Castagne\Timothy-Castagne,be BEL,DFMF,Atalanta,it Serie A,22,1995,22.3,1043,1251,83.4,16384,5537,551,611,90.2,410,482,85.1,64,111,57.7,3,2.5,+0.5,24,48,19,11,91
441,Koen Casteels\Koen-Casteels,be BEL,GK,Wolfsburg,de Bundesliga,26,1992,25.5,919,1191,77.2,30360,16626,53,54,98.1,470,472,99.6,396,665,59.5,0,0.0,0.0,0,12,0,0,2
442,Samu Castillejo\Samu-Castillejo,es ESP,FWMF,Milan,it Serie A,23,1995,11.4,409,508,80.5,6999,1633,214,232,92.2,146,178,82.0,41,75,54.7,2,1.8,+0.2,20,37,13,2,33
443,Gonzalo Castro\Gonzalo-Castro,de GER,MF,Stuttgart,de Bundesliga,31,1987,18.8,688,927,74.2,13326,4236,284,329,86.3,290,346,83.8,104,220,47.3,4,1.9,+2.1,28,69,15,0,78
444,Jonny Castro\Jonny-Castro,es ESP,DFMF,Wolves,eng Premier League,24,1994,30.8,1124,1394,80.6,17057,5537,680,764,89.0,361,442,81.7,67,129,51.9,1,1.5,-0.5,25,38,22,5,57
445,Lucas Castro\Lucas-Castro,ar ARG,MFFW,Cagliari,it Serie A,29,1989,10.0,371,488,76.0,5923,1761,198,228,86.8,135,177,76.3,30,65,46.2,3,2.0,+1.0,13,28,13,4,40
446,Danilo Cataldi\Danilo-Cataldi,it ITA,MFFW,Lazio,it Serie A,23,1994,6.4,307,385,79.7,5310,1821,154,169,91.1,123,148,83.1,28,57,49.1,1,1.5,-0.5,16,19,12,2,35
447,Catena\Catena,es ESP,DF,Rayo Vallecano,es La Liga,23,1994,2.0,78,88,88.6,1743,628,25,26,96.2,35,37,94.6,18,23,78.3,0,0.0,0.0,0,6,0,0,8
448,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,eng Premier League,29,1989,34.4,1046,1278,81.8,22783,7703,316,362,87.3,492,541,90.9,225,351,64.1,0,0.4,-0.4,1,61,3,1,60
449,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Wolves,eng Premier League,24,1993,7.7,252,356,70.8,3891,968,146,173,84.4,66,101,65.3,29,58,50.0,1,1.6,-0.6,17,13,12,8,18
450,Edinson Cavani\Edinson-Cavani,uy URU,FW,Paris S-G,fr Ligue 1,31,1987,18.6,276,364,75.8,4114,519,168,208,80.8,86,114,75.4,17,24,70.8,5,2.5,+2.5,10,3,9,3,8
451,Santi Cazorla\Santi-Cazorla,es ESP,MFFW,Villarreal,es La Liga,33,1984,29.4,1413,1744,81.0,29624,9487,532,596,89.3,601,688,87.4,264,429,61.5,10,6.7,+3.3,73,163,50,10,176
452,Dani Ceballos\Dani-Ceballos,es ESP,MFFW,Real Madrid,es La Liga,21,1996,13.9,964,1045,92.2,15986,3292,495,527,93.9,365,382,95.5,84,97,86.6,0,1.7,-1.7,25,88,16,1,62
453,Federico Ceccherini\Federico-Ceccherini,it ITA,DF,Fiorentina,it Serie A,26,1992,11.0,503,581,86.6,10451,3382,160,172,93.0,254,277,91.7,84,127,66.1,0,0.2,-0.2,2,34,2,1,29
454,Petr Čech\Petr-Cech,cz CZE,GK,Arsenal,eng Premier League,36,1982,6.5,168,242,69.4,4852,2753,11,12,91.7,108,111,97.3,49,119,41.2,0,0.0,0.0,0,1,0,0,0
455,Žan Celar\Zan-Celar,si SVN,FW,Roma,it Serie A,19,1999,0.1,0,2,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
456,Zeki Çelik\Zeki-Celik,tr TUR,DF,Lille,fr Ligue 1,21,1997,33.0,1294,1723,75.1,22202,8846,610,688,88.7,543,706,76.9,120,246,48.8,5,2.7,+2.3,34,91,37,18,123
457,Álex Centelles\Alex-Centelles,es ESP,DF,Udinese,it Serie A,18,1999,6.5,,,,,,,,,,,,,,,0,,,,,,,
458,Luca Ceppitelli\Luca-Ceppitelli,it ITA,DF,Cagliari,it Serie A,28,1989,22.8,995,1186,83.9,21783,7609,287,315,91.1,495,544,91.0,203,307,66.1,1,0.5,+0.5,2,58,3,0,64
459,Fabio Ceravolo\Fabio-Ceravolo,it ITA,FW,Parma,it Serie A,31,1987,13.2,193,267,72.3,2666,537,126,158,79.7,51,74,68.9,9,17,52.9,0,0.6,-0.6,10,9,4,0,19
460,Alberto Cerri\Alberto-Cerri,it ITA,FW,Cagliari,it Serie A,22,1996,7.4,135,216,62.5,2040,277,63,94,67.0,50,72,69.4,10,18,55.6,0,0.9,-0.9,9,6,5,0,11
461,Boštjan Cesar\Bostjan-Cesar,si SVN,DF,Chievo,it Serie A,36,1982,12.0,331,385,86.0,7675,2076,78,88,88.6,171,195,87.7,82,101,81.2,0,0.0,0.0,1,5,0,0,13
462,Nacer Chadli\Nacer-Chadli,be BEL,MFFW,Monaco,fr Ligue 1,28,1989,7.7,262,330,79.4,4281,1362,138,160,86.3,101,117,86.3,22,45,48.9,0,0.3,-0.3,7,12,9,2,33
463,Fouad Chafik\Fouad-Chafik,ma MAR,DF,Dijon,fr Ligue 1,31,1986,20.5,706,944,74.8,12236,5355,331,369,89.7,301,400,75.3,62,136,45.6,2,1.6,+0.4,17,48,17,9,63
464,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MFFW,Watford,eng Premier League,23,1994,3.0,93,121,76.9,1734,585,38,46,82.6,40,50,80.0,13,20,65.0,0,0.0,0.0,0,10,1,0,11
465,Calum Chambers\Calum-Chambers,eng ENG,MFDF,Fulham,eng Premier League,23,1995,28.8,1190,1518,78.4,22754,6702,483,561,86.1,541,640,84.5,150,281,53.4,0,0.7,-0.7,15,123,16,0,127
466,Timothy Chandler\Timothy-Chandler,us USA,FW,Eint Frankfurt,de Bundesliga,28,1990,0.2,2,3,66.7,37,27,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,1,0,1,1,1
467,Kwon Chang-hoon\Kwon-Chang-hoon,kr KOR,FWMF,Dijon,fr Ligue 1,24,1994,10.4,244,348,70.1,3856,1262,136,162,84.0,76,105,72.4,22,57,38.6,0,0.6,-0.6,12,10,11,3,28
468,Charles\Charles,br BRA,FW,Eibar,es La Liga,34,1984,19.3,386,561,68.8,5384,925,247,321,76.9,106,174,60.9,21,30,70.0,1,1.0,0.0,16,36,10,1,35
469,Xavier Chavalerin\Xavier-Chavalerin,fr FRA,MF,Reims,fr Ligue 1,27,1991,36.0,1178,1519,77.6,24435,8148,446,505,88.3,501,583,85.9,217,392,55.4,2,4.0,-2.0,49,107,25,3,129
470,Pablo Chavarría\Pablo-Chavarria,ar ARG,FW,Reims,fr Ligue 1,30,1988,21.9,256,417,61.4,3623,937,156,225,69.3,84,146,57.5,9,23,39.1,3,1.8,+1.2,19,17,15,3,30
471,Chechu\Chechu,es ESP,DF,Rayo Vallecano,es La Liga,36,1982,1.0,43,50,86.0,962,365,9,11,81.8,27,31,87.1,7,8,87.5,0,0.0,0.0,0,6,0,0,3
472,Pape Cheikh Diop\Pape-Cheikh-Diop,sn SEN,MF,Lyon,fr Ligue 1,20,1997,5.0,211,233,90.6,3820,712,94,109,86.2,86,90,95.6,24,25,96.0,0,0.1,-0.1,2,13,2,0,12
473,Chema\Chema,es ESP,DF,Levante,es La Liga,26,1992,13.9,285,380,75.0,6210,2839,94,111,84.7,133,152,87.5,56,111,50.5,0,0.1,-0.1,2,23,1,0,33
474,Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,Valencia,es La Liga,27,1990,19.0,472,722,65.4,8457,2608,215,287,74.9,194,283,68.6,55,119,46.2,2,6.8,-4.8,35,34,37,21,66
475,Raman Chibsah\Raman-Chibsah,gh GHA,MF,Frosinone,it Serie A,25,1993,29.1,761,941,80.9,13068,3647,372,431,86.3,314,367,85.6,64,107,59.8,0,0.6,-0.6,18,64,7,2,99
476,Leandro Chichizola\Leandro-Chichizola,ar ARG,GK,Getafe,es La Liga,28,1990,1.0,12,26,46.2,597,454,0,0,,3,3,100.0,9,23,39.1,0,0.0,0.0,0,2,0,0,0
477,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,Juventus,it Serie A,33,1984,22.1,1147,1339,85.7,26590,8756,286,307,93.2,594,645,92.1,259,369,70.2,1,0.3,+0.7,7,96,5,3,73
478,Federico Chiesa\Federico-Chiesa,it ITA,FWMF,Fiorentina,it Serie A,20,1997,33.7,673,981,68.6,11170,3218,354,453,78.1,242,345,70.1,60,124,48.4,3,5.7,-2.7,51,55,50,9,116
479,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,eng Premier League,21,1996,36.0,1575,2239,70.3,26044,9663,810,958,84.6,637,892,71.4,115,322,35.7,4,3.0,+1.0,40,99,36,16,135
480,Vlad Chiricheș\Vlad-Chiriches,ro ROU,DF,Napoli,it Serie A,28,1989,1.6,124,134,92.5,2776,891,34,35,97.1,64,69,92.8,25,29,86.2,0,0.0,0.0,0,7,0,0,6
481,Tahith Chong\Tahith-Chong,nl NED,FW,Manchester Utd,eng Premier League,18,1999,0.4,13,15,86.7,231,59,7,7,100.0,4,5,80.0,2,2,100.0,0,0.0,0.0,0,1,1,0,2
482,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,eng Premier League,20,1997,6.6,207,238,87.0,3864,725,88,101,87.1,83,87,95.4,33,41,80.5,0,0.4,-0.4,4,17,3,1,16
483,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,eng Premier League,22,1996,6.9,416,446,93.3,8083,2567,132,138,95.7,227,243,93.4,51,55,92.7,0,0.0,0.0,0,22,0,0,32
484,Cyrus Christie\Cyrus-Christie,ie IRL,DF,Fulham,eng Premier League,25,1992,21.6,876,1194,73.4,15085,5404,404,461,87.6,399,522,76.4,67,177,37.9,1,1.4,-0.4,21,34,24,12,71
485,Samuel Chukwueze\Samuel-Chukwueze,ng NGA,FWMF,Villarreal,es La Liga,19,1999,19.0,387,540,71.7,6785,1823,190,240,79.2,148,193,76.7,45,73,61.6,2,1.5,+0.5,23,24,21,4,57
486,Camillo Ciano\Camillo-Ciano,it ITA,FWMF,Frosinone,it Serie A,28,1990,27.3,602,983,61.2,11498,3754,287,352,81.5,190,270,70.4,109,291,37.5,4,5.6,-1.6,59,55,37,18,72
487,Amato Ciciretti\Amato-Ciciretti,it ITA,FWMF,Parma,it Serie A,24,1993,1.5,46,62,74.2,893,165,20,22,90.9,16,26,61.5,9,11,81.8,0,0.2,-0.2,2,1,2,0,5
488,Luca Cigarini\Luca-Cigarini,it ITA,MF,Cagliari,it Serie A,32,1986,18.7,1064,1366,77.9,20965,7326,435,493,88.2,448,523,85.7,171,323,52.9,2,2.4,-0.4,34,119,23,4,129
489,Per Ciljan Skjelbred\Per-Ciljan-Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,31,1987,11.1,493,572,86.2,8537,2178,221,252,87.7,221,251,88.0,43,59,72.9,1,0.4,+0.6,8,58,4,0,46
490,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,Barcelona,es La Liga,29,1989,3.0,102,115,88.7,2543,1438,16,16,100.0,59,59,100.0,25,38,65.8,0,0.0,0.0,0,0,0,0,0
491,Laurent Ciman\Laurent-Ciman,be BEL,DF,Dijon,fr Ligue 1,32,1985,8.0,495,568,87.1,11976,4203,96,101,95.0,268,281,95.4,129,179,72.1,0,0.3,-0.3,2,43,1,0,40
492,Daniel Ciofani\Daniel-Ciofani,it ITA,FW,Frosinone,it Serie A,33,1985,18.0,234,341,68.6,3128,533,158,209,75.6,59,94,62.8,11,22,50.0,2,1.3,+0.7,13,15,5,0,13
493,Thiago Cionek\Thiago-Cionek,pl POL,DF,SPAL,it Serie A,32,1986,28.2,1303,1637,79.6,24167,10599,537,600,89.5,581,681,85.3,171,310,55.2,3,0.9,+2.1,15,116,14,7,92
494,Ibrahima Cissé\Ibrahima-Cisse,gn GUI,MFFW,Fulham,eng Premier League,24,1994,1.0,28,33,84.8,431,201,14,14,100.0,11,14,78.6,2,4,50.0,0,0.0,0.0,0,3,0,0,3
495,Till Cissokho\Till-Cissokho,fr FRA,DF,Bordeaux,fr Ligue 1,18,2000,0.9,27,34,79.4,524,193,13,13,100.0,11,13,84.6,3,7,42.9,0,0.1,-0.1,1,1,1,0,0
496,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,eng Premier League,28,1989,9.5,225,302,74.5,4567,1819,75,88,85.2,114,138,82.6,35,69,50.7,0,0.4,-0.4,3,15,3,0,19
497,Tom Cleverley\Tom-Cleverley,eng ENG,MFFW,Watford,eng Premier League,28,1989,5.3,175,229,76.4,3050,845,85,102,83.3,63,80,78.8,24,34,70.6,0,0.0,0.0,0,15,5,0,17
498,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Bournemouth,eng Premier League,27,1991,12.7,454,588,77.2,7538,3253,225,254,88.6,187,236,79.2,36,69,52.2,1,0.2,+0.8,5,21,10,3,47
499,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Liverpool,eng Premier League,27,1991,1.2,68,84,81.0,964,415,39,43,90.7,22,28,78.6,3,8,37.5,0,0.0,0.0,0,2,1,0,4
500,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,eng Premier League,25,1993,38.0,1412,1677,84.2,39228,12627,202,217,93.1,667,724,92.1,537,726,74.0,0,0.0,0.0,0,119,5,0,60
501,Marcus Coco\Marcus-Coco,fr FRA,FWMF,Guingamp,fr Ligue 1,22,1996,20.4,368,587,62.7,5571,1391,207,278,74.5,128,202,63.4,23,64,35.9,2,1.3,+0.7,16,17,17,10,36
502,Coke\Coke,es ESP,DF,Levante,es La Liga,31,1987,20.2,700,925,75.7,12239,5761,348,406,85.7,282,354,79.7,64,133,48.1,0,1.5,-1.5,15,40,22,10,81
503,Joel Coleman\Joel-Coleman,eng ENG,GK,Huddersfield,eng Premier League,22,1995,1.0,12,37,32.4,517,326,1,1,100.0,3,3,100.0,8,32,25.0,0,0.0,0.0,0,1,0,0,0
504,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,eng Premier League,29,1988,28.4,1218,1583,76.9,21085,9037,606,692,87.6,488,615,79.3,117,232,50.4,2,2.3,-0.3,22,97,25,14,121
505,Álex Collado\Alex-Collado,es ESP,FW,Barcelona,es La Liga,19,1999,0.9,24,28,85.7,356,41,15,17,88.2,8,8,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1
506,Omar Colley\Omar-Colley,gm GAM,DF,Sampdoria,it Serie A,25,1992,19.6,982,1110,88.5,20700,6020,248,269,92.2,539,582,92.6,168,222,75.7,0,0.0,0.0,1,42,0,0,38
507,Racine Coly\Racine-Coly,sn SEN,DFMF,Nice,fr Ligue 1,22,1995,5.6,255,307,83.1,4100,1315,134,149,89.9,106,119,89.1,14,31,45.2,1,0.2,+0.8,2,11,5,3,20
508,Kingsley Coman\Kingsley-Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,22,1996,15.3,545,685,79.6,8790,1497,292,341,85.6,213,260,81.9,34,56,60.7,4,3.4,+0.6,27,16,36,12,43
509,Santi Comesaña\Santi-Comesana,es ESP,MF,Rayo Vallecano,es La Liga,21,1996,22.6,916,1075,85.2,18193,5038,337,387,87.1,417,467,89.3,143,184,77.7,1,0.3,+0.7,10,70,9,3,80
510,Daniel Congré\Daniel-Congre,fr FRA,DF,Montpellier,fr Ligue 1,33,1985,36.6,1250,1539,81.2,25965,11056,410,465,88.2,629,722,87.1,207,329,62.9,2,0.7,+1.3,7,147,5,1,135
511,Andrea Consigli\Andrea-Consigli,it ITA,GK,Sassuolo,it Serie A,31,1987,35.7,849,1172,72.4,25322,14578,144,144,100.0,377,385,97.9,326,641,50.9,0,0.0,0.0,0,10,0,0,0
512,Andrea Conti\Andrea-Conti,it ITA,DF,Milan,it Serie A,24,1994,5.6,300,361,83.1,5067,1994,142,158,89.9,124,146,84.9,26,41,63.4,2,1.3,+0.7,9,18,9,6,29
513,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,eng Premier League,21,1997,8.0,328,400,82.0,6783,1660,106,123,86.2,161,188,85.6,57,78,73.1,0,0.1,-0.1,2,30,7,1,37
514,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,eng Premier League,27,1991,31.0,1222,1573,77.7,29083,10946,269,310,86.8,653,765,85.4,296,478,61.9,1,1.2,-0.2,12,88,5,1,85
515,Duje Čop\Duje-Cop,hr CRO,FW,Valladolid,es La Liga,28,1990,7.6,120,176,68.2,1589,298,73,92,79.3,29,51,56.9,9,13,69.2,0,1.2,-1.2,10,5,6,5,7
516,Francis Coquelin\Francis-Coquelin,fr FRA,MF,Valencia,es La Liga,27,1991,19.6,840,974,86.2,16494,4326,341,381,89.5,362,400,90.5,129,172,75.0,1,0.7,+0.3,16,89,7,0,73
517,Gabriele Corbo\Gabriele-Corbo,it ITA,DF,Bologna,it Serie A,18,2000,0.1,5,5,100.0,81,33,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
518,Iñigo Córdoba\Inigo-Cordoba,es ESP,FW,Athletic Club,es La Liga,21,1997,14.7,308,457,67.4,4828,1473,179,228,78.5,101,139,72.7,25,64,39.1,4,1.1,+2.9,16,16,20,9,28
519,Sergio Córdova\Sergio-Cordova,ve VEN,FW,Augsburg,de Bundesliga,20,1997,5.9,101,132,76.5,1511,254,50,61,82.0,38,49,77.6,7,10,70.0,0,0.2,-0.2,3,7,3,0,10
520,Benjamin Corgnet\Benjamin-Corgnet,fr FRA,MFFW,Strasbourg,fr Ligue 1,31,1987,7.5,178,286,62.2,2893,602,99,140,70.7,49,92,53.3,23,34,67.6,2,0.8,+1.2,8,13,5,3,17
521,Ante Ćorić\Ante-Coric,hr CRO,MF,Roma,it Serie A,21,1997,0.3,10,14,71.4,213,56,4,4,100.0,4,5,80.0,2,5,40.0,0,0.1,-0.1,1,2,0,0,0
522,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,eng Premier League,29,1989,36.8,1081,1349,80.1,19365,4193,498,578,86.2,420,497,84.5,138,227,60.8,2,1.6,+0.4,17,102,16,2,91
523,Andreas Cornelius\Andreas-Cornelius,dk DEN,FW,Bordeaux,fr Ligue 1,25,1993,8.8,160,253,63.2,2193,336,105,147,71.4,42,78,53.8,8,12,66.7,1,0.6,+0.4,10,12,2,0,9
524,Maxwel Cornet\Maxwel-Cornet,ci CIV,FW,Lyon,fr Ligue 1,21,1996,14.2,348,485,71.8,5062,1058,206,251,82.1,119,153,77.8,16,51,31.4,5,3.9,+1.1,26,11,20,6,31
525,Quentin Cornette\Quentin-Cornette,fr FRA,MFFW,Amiens,fr Ligue 1,24,1994,2.3,44,64,68.8,719,247,27,33,81.8,14,21,66.7,3,8,37.5,0,0.0,0.0,0,4,0,0,3
526,Ángel Correa\Angel-Correa,ar ARG,MFFW,Atlético Madrid,es La Liga,23,1995,21.3,566,766,73.9,8494,2177,331,398,83.2,191,255,74.9,29,60,48.3,2,4.4,-2.4,33,54,22,3,62
527,Joaquín Correa\Joaquin-Correa,ar ARG,FWMF,Lazio,it Serie A,23,1994,21.4,748,883,84.7,10409,2456,477,540,88.3,192,228,84.2,47,58,81.0,6,5.2,+0.8,51,52,36,0,74
528,Danny da Costa\Danny-da-Costa,de GER,DFMF,Eint Frankfurt,de Bundesliga,25,1993,33.7,868,1368,63.5,15947,7866,389,488,79.7,373,574,65.0,100,236,42.4,4,3.8,+0.2,30,67,39,20,119
529,Diego Costa\Diego-Costa,es ESP,FW,Atlético Madrid,es La Liga,29,1988,12.4,220,311,70.7,2992,414,144,177,81.4,56,87,64.4,10,14,71.4,2,1.7,+0.3,9,8,8,0,16
530,Douglas Costa\Douglas-Costa,br BRA,FWMF,Juventus,it Serie A,27,1990,6.9,271,348,77.9,4896,1206,125,143,87.4,104,127,81.9,37,63,58.7,0,1.8,-1.8,20,20,17,7,33
531,Filippo Costa\Filippo-Costa,it ITA,MFDF,SPAL,it Serie A,23,1995,6.3,179,248,72.2,3357,1583,80,90,88.9,72,93,77.4,24,56,42.9,0,0.5,-0.5,8,11,6,3,15
532,Hélder Costa\Helder-Costa,pt POR,FWMF,Wolves,eng Premier League,24,1994,14.9,372,493,75.5,5672,1217,209,248,84.3,137,177,77.4,22,45,48.9,2,1.6,+0.4,17,18,20,2,35
533,Jaume Costa\Jaume-Costa,es ESP,DF,Villarreal,es La Liga,30,1988,16.6,781,964,81.0,14164,5785,324,358,90.5,379,431,87.9,72,149,48.3,0,0.8,-0.8,10,75,19,6,88
534,Nuno da Costa\Nuno-da-Costa,cv CPV,FW,Strasbourg,fr Ligue 1,27,1991,22.8,348,500,69.6,4946,1059,217,285,76.1,86,136,63.2,28,42,66.7,5,3.3,+1.7,22,25,10,2,31
535,David Costas\David-Costas,es ESP,DF,Celta Vigo,es La Liga,23,1995,13.0,614,689,89.1,12945,3973,177,190,93.2,325,344,94.5,107,142,75.4,0,0.0,0.0,0,34,0,0,21
