Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
2270,Adrien Silva\Adrien-Silva,pt POR,MF,Leicester City,eng Premier League,29,1989,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2271,Adrien Silva\Adrien-Silva,pt POR,MF,Monaco,fr Ligue 1,29,1989,13.2,0,9,3,33.3,0.68,0.23,0.00,0.00,26.6,1,0,0,0.2,0.2,0.03,-0.2,-0.2
2272,André Silva\Andre-Silva,pt POR,FW,Sevilla,es La Liga,22,1995,24.0,9,61,25,41.0,2.54,1.04,0.15,0.36,12.2,0,0,0,9.6,9.6,0.16,-0.6,-0.6
2273,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,eng Premier League,23,1994,31.7,7,64,22,34.4,2.02,0.69,0.11,0.32,14.7,0,0,0,6.4,6.4,0.10,+0.6,+0.6
2274,David Silva\David-Silva,es ESP,MF,Manchester City,eng Premier League,32,1986,26.7,6,50,18,36.0,1.87,0.67,0.12,0.33,13.4,4,0,0,6.9,6.9,0.14,-0.9,-0.9
2275,Gabriel Silva\Gabriel-Silva,br BRA,DFMF,Saint-Étienne,fr Ligue 1,27,1991,15.9,0,8,0,0.0,0.50,0.00,0.00,,20.6,0,0,0,0.6,0.6,0.08,-0.6,-0.6
2276,Jonathan Silva\Jonathan-Silva,ar ARG,DF,Leganés,es La Liga,24,1994,30.0,3,23,9,39.1,0.77,0.30,0.13,0.33,17.7,0,0,0,1.6,1.6,0.07,+1.4,+1.4
2277,Matheus Pereira da Silva\Matheus-Pereira-da-Silva,br BRA,MF,Juventus,it Serie A,20,1998,1.0,0,2,0,0.0,1.96,0.00,0.00,,18.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2278,Thiago Silva\Thiago-Silva,br BRA,DF,Paris S-G,fr Ligue 1,33,1984,23.1,0,13,0,0.0,0.56,0.00,0.00,,9.7,0,0,0,0.9,0.9,0.07,-0.9,-0.9
2279,Xande Silva\Xande-Silva,pt POR,FW,West Ham,eng Premier League,21,1997,0.2,0,2,0,0.0,10.00,0.00,0.00,,14.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2280,Matías Silvestre\Matias-Silvestre,ar ARG,DF,Empoli,it Serie A,33,1984,34.0,2,10,5,50.0,0.29,0.15,0.20,0.40,8.6,0,0,0,0.8,0.8,0.08,+1.2,+1.2
2281,Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Fiorentina,it Serie A,23,1995,27.3,6,69,28,40.6,2.53,1.03,0.09,0.21,12.6,0,0,0,10.7,10.7,0.16,-4.7,-4.7
2282,Lorenco Šimić\Lorenco-Simic,hr CRO,DF,SPAL,it Serie A,22,1996,2.6,0,5,0,0.0,1.89,0.00,0.00,,7.9,0,0,0,0.9,0.9,0.18,-0.9,-0.9
2283,Moses Simon\Moses-Simon,ng NGA,DFMF,Levante,es La Liga,23,1995,8.7,0,14,5,35.7,1.61,0.57,0.00,0.00,17.8,0,0,0,1.1,1.1,0.08,-1.1,-1.1
2284,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,es La Liga,21,1997,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2285,Danny Simpson\Danny-Simpson,eng ENG,DF,Leicester City,eng Premier League,31,1987,3.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2286,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,eng Premier League,21,1996,4.5,0,2,1,50.0,0.45,0.22,0.00,0.00,8.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2287,Josh Sims\Josh-Sims,eng ENG,FWMF,Southampton,eng Premier League,21,1997,2.4,0,5,1,20.0,2.12,0.42,0.00,0.00,16.3,0,0,0,0.6,0.6,0.12,-0.6,-0.6
2288,Giovanni Sio\Giovanni-Sio,ci CIV,FW,Montpellier,fr Ligue 1,29,1989,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2289,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Leganés,es La Liga,29,1988,32.9,1,21,4,19.0,0.64,0.12,0.05,0.25,11.4,0,0,0,1.6,1.6,0.08,-0.6,-0.6
2290,Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Torino,it Serie A,31,1987,35.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2291,Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,20,1997,29.6,3,28,8,28.6,0.95,0.27,0.11,0.38,21.3,0,0,0,1.5,1.5,0.05,+1.5,+1.5
2292,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,eng Premier League,28,1989,25.9,0,15,3,20.0,0.58,0.12,0.00,0.00,23.8,0,0,0,1.2,1.2,0.08,-1.2,-1.2
2293,Pione Sisto\Pione-Sisto,dk DEN,FWMF,Celta Vigo,es La Liga,23,1995,9.4,2,18,9,50.0,1.92,0.96,0.11,0.22,21.3,2,0,0,1.4,1.4,0.08,+0.6,+0.6
2294,Antonio Sivera\Antonio-Sivera,es ESP,GK,Alavés,es La Liga,21,1996,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2295,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,23,1995,34.3,3,27,6,22.2,0.79,0.17,0.11,0.50,23.1,0,0,0,1.2,1.2,0.04,+1.8,+1.8
2296,Oliver Skipp\Oliver-Skipp,eng ENG,MFFW,Tottenham,eng Premier League,17,2000,2.4,0,2,0,0.0,0.82,0.00,0.00,,13.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2297,Łukasz Skorupski\Lukasz-Skorupski,pl POL,GK,Bologna,it Serie A,27,1991,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2298,Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,it Serie A,23,1995,35.0,0,13,3,23.1,0.37,0.09,0.00,0.00,9.4,0,0,0,1.0,1.0,0.07,-1.0,-1.0
2299,Steven Skrzybski\Steven-Skrzybski,de GER,FWMF,Schalke 04,de Bundesliga,25,1992,7.4,3,16,7,43.8,2.17,0.95,0.19,0.43,15.0,0,0,0,2.3,2.3,0.14,+0.7,+0.7
2300,Petar Škuletić\Petar-Skuletic,rs SRB,FWMF,Montpellier,fr Ligue 1,28,1990,6.7,1,32,12,37.5,4.78,1.79,0.03,0.08,14.6,0,0,0,3.3,3.3,0.10,-2.3,-2.3
2301,Callum Slattery\Callum-Slattery,eng ENG,MF,Southampton,eng Premier League,19,1999,1.2,0,2,0,0.0,1.61,0.00,0.00,,11.3,0,0,0,0.2,0.2,0.09,-0.2,-0.2
2302,Naïm Sliti\Naim-Sliti,tn TUN,MFFW,Dijon,fr Ligue 1,26,1992,25.4,3,62,20,32.3,2.44,0.79,0.03,0.10,23.1,18,1,1,5.4,4.6,0.07,-2.4,-2.6
2303,Chris Smalling\Chris-Smalling,eng ENG,DF,Manchester Utd,eng Premier League,28,1989,23.6,1,12,4,33.3,0.51,0.17,0.08,0.25,8.4,0,0,0,1.1,1.1,0.09,-0.1,-0.1
2304,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,eng Premier League,27,1991,23.0,1,8,1,12.5,0.35,0.04,0.13,1.00,21.1,0,0,0,0.4,0.4,0.05,+0.6,+0.6
2305,Tommy Smith\Tommy-Smith,eng ENG,DF,Huddersfield,eng Premier League,26,1992,12.7,0,2,0,0.0,0.16,0.00,0.00,,27.1,0,0,0,0.0,0.0,0.02,0.0,0.0
2306,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,RB Leipzig,de Bundesliga,18,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2307,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,eng Premier League,30,1987,24.7,2,31,8,25.8,1.26,0.32,0.06,0.25,19.0,4,0,0,2.3,2.3,0.07,-0.3,-0.3
2308,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,eng Premier League,26,1991,16.6,1,10,3,30.0,0.60,0.18,0.10,0.33,28.5,1,0,0,0.3,0.3,0.03,+0.7,+0.7
2309,Cédric Soares\Cedric-Soares,pt POR,DF,Inter,it Serie A,26,1991,2.9,0,4,0,0.0,1.39,0.00,0.00,,20.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2
2310,Ramadan Sobhi\Ramadan-Sobhi,eg EGY,FW,Huddersfield,eng Premier League,21,1997,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2311,Marcel Sobottka\Marcel-Sobottka,de GER,MF,Düsseldorf,de Bundesliga,24,1994,10.5,0,6,2,33.3,0.57,0.19,0.00,0.00,12.4,0,0,0,0.6,0.6,0.10,-0.6,-0.6
2312,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Valencia,es La Liga,26,1992,2.1,0,3,0,0.0,1.40,0.00,0.00,,13.5,0,0,0,0.2,0.2,0.08,-0.2,-0.2
2313,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Alavés,es La Liga,26,1992,10.7,3,20,7,35.0,1.87,0.65,0.15,0.43,15.1,0,0,0,2.3,2.3,0.12,+0.7,+0.7
2314,Danilo Soddimo\Danilo-Soddimo,it ITA,MF,Frosinone,it Serie A,30,1987,2.8,0,5,1,20.0,1.79,0.36,0.00,0.00,28.7,1,0,0,0.2,0.2,0.04,-0.2,-0.2
2315,Alex Sola\Alex-Sola,es ESP,DF,Real Sociedad,es La Liga,19,1999,1.0,0,2,1,50.0,2.00,1.00,0.00,0.00,21.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2316,Dominic Solanke\Dominic-Solanke,eng ENG,FW,Bournemouth,eng Premier League,20,1997,3.9,0,9,3,33.3,2.33,0.78,0.00,0.00,13.8,0,0,0,0.9,0.9,0.10,-0.9,-0.9
2317,Andrés Solano\Andres-Solano,co COL,DF,Atlético Madrid,es La Liga,20,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2318,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,es La Liga,21,1997,27.3,2,41,14,34.1,1.50,0.51,0.05,0.14,18.9,0,0,0,3.1,3.1,0.08,-1.1,-1.1
2319,Oumar Solet\Oumar-Solet,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2320,Yann Sommer\Yann-Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,29,1988,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2321,Kévin Soni\Kevin-Soni,cm CMR,FWDF,Girona,es La Liga,20,1998,0.9,0,4,1,25.0,4.39,1.10,0.00,0.00,21.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
2322,Jérémy Sorbon\Jeremy-Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,34,1983,29.4,1,8,1,12.5,0.27,0.03,0.13,1.00,6.4,0,0,0,1.5,1.5,0.19,-0.5,-0.5
2323,Oliver Sorg\Oliver-Sorg,de GER,DF,Hannover 96,de Bundesliga,28,1990,17.6,0,4,2,50.0,0.23,0.11,0.00,0.00,29.8,0,0,0,0.1,0.1,0.01,-0.1,-0.1
2324,David Soria\David-Soria,es ESP,GK,Getafe,es La Liga,25,1993,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2325,Juan Soriano\Juan-Soriano,es ESP,GK,Sevilla,es La Liga,20,1997,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2326,Roberto Soriano\Roberto-Soriano,it ITA,MFFW,Torino,it Serie A,27,1991,5.2,0,5,1,20.0,0.96,0.19,0.00,0.00,20.7,0,0,0,0.3,0.3,0.06,-0.3,-0.3
2327,Roberto Soriano\Roberto-Soriano,it ITA,MF,Bologna,it Serie A,27,1991,16.5,2,29,6,20.7,1.75,0.36,0.07,0.33,14.3,0,0,0,3.2,3.2,0.11,-1.2,-1.2
2328,Stefano Sorrentino\Stefano-Sorrentino,it ITA,GK,Chievo,it Serie A,39,1979,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2329,Borna Sosa\Borna-Sosa,hr CRO,DFMF,Stuttgart,de Bundesliga,20,1998,6.8,0,5,3,60.0,0.73,0.44,0.00,0.00,19.3,1,0,0,0.3,0.3,0.06,-0.3,-0.3
2330,Sebastian Soto\Sebastian-Soto,us USA,MF,Hannover 96,de Bundesliga,18,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2331,Riccardo Sottil\Riccardo-Sottil,it ITA,FWMF,Fiorentina,it Serie A,19,1999,0.2,0,1,0,0.0,4.50,0.00,0.00,,12.0,0,0,0,0.2,0.2,0.20,-0.2,-0.2
2332,Pape Souaré\Pape-Souare,sn SEN,DF,Crystal Palace,eng Premier League,28,1990,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2333,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Lille,fr Ligue 1,26,1992,19.1,0,7,0,0.0,0.37,0.00,0.00,,10.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5
2334,Boubakary Soumaré\Boubakary-Soumare,fr FRA,MF,Lille,fr Ligue 1,19,1999,6.3,1,5,1,20.0,0.80,0.16,0.20,1.00,11.7,0,0,0,1.0,1.0,0.19,0.0,0.0
2335,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,eng Premier League,22,1996,4.1,0,2,1,50.0,0.48,0.24,0.00,0.00,8.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2336,Julián Speroni\Julian-Speroni,ar ARG,GK,Crystal Palace,eng Premier League,39,1979,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2337,Leonardo Spinazzola\Leonardo-Spinazzola,it ITA,DF,Juventus,it Serie A,25,1993,6.7,0,8,0,0.0,1.20,0.00,0.00,,18.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
2338,Nicolás Spolli\Nicolas-Spolli,ar ARG,DF,Genoa,it Serie A,35,1983,6.0,0,4,1,25.0,0.67,0.17,0.00,0.00,10.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2
2339,Marco Sportiello\Marco-Sportiello,it ITA,GK,Frosinone,it Serie A,26,1992,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2340,Mattia Sprocati\Mattia-Sprocati,it ITA,FWMF,Parma,it Serie A,25,1993,7.2,1,11,5,45.5,1.54,0.70,0.09,0.20,21.7,0,0,0,0.5,0.5,0.04,+0.5,+0.5
2341,Bassem Srarfi\Bassem-Srarfi,tn TUN,FWMF,Nice,fr Ligue 1,21,1997,9.1,1,13,3,23.1,1.43,0.33,0.08,0.33,16.4,0,0,0,1.5,1.5,0.11,-0.5,-0.5
2342,Darijo Srna\Darijo-Srna,hr CRO,DF,Cagliari,it Serie A,36,1982,23.2,0,10,1,10.0,0.43,0.04,0.00,0.00,24.3,2,0,0,0.4,0.4,0.04,-0.4,-0.4
2343,Kostas Stafylidis\Kostas-Stafylidis,gr GRE,DF,Augsburg,de Bundesliga,24,1993,10.2,0,10,1,10.0,0.98,0.10,0.00,0.00,36.1,1,0,0,0.2,0.2,0.02,-0.2,-0.2
2344,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,DFMF,Schalke 04,de Bundesliga,27,1990,19.6,0,3,1,33.3,0.15,0.05,0.00,0.00,25.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
2345,Jozo Stanić\Jozo-Stanic,hr CRO,DF,Augsburg,de Bundesliga,19,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2346,Junior Stanislas\Junior-Stanislas,eng ENG,MFFW,Bournemouth,eng Premier League,28,1989,11.5,2,33,9,27.3,2.88,0.79,0.03,0.11,19.8,10,1,1,3.8,3.1,0.09,-1.8,-2.1
2347,Niklas Stark\Niklas-Stark,de GER,DF,Hertha BSC,de Bundesliga,23,1995,20.8,1,10,4,40.0,0.48,0.19,0.10,0.25,10.0,0,0,0,0.6,0.6,0.06,+0.4,+0.4
2348,Timo Stavitski\Timo-Stavitski,fi FIN,FW,Caen,fr Ligue 1,19,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2349,Renato Steffen\Renato-Steffen,ch SUI,FWDF,Wolfsburg,de Bundesliga,26,1991,16.7,5,28,8,28.6,1.68,0.48,0.18,0.63,15.9,0,0,0,3.0,3.0,0.11,+2.0,+2.0
2350,Marc Stendera\Marc-Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,22,1995,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2351,Pascal Stenzel\Pascal-Stenzel,de GER,DF,Freiburg,de Bundesliga,22,1996,16.1,0,25,9,36.0,1.55,0.56,0.00,0.00,25.6,0,0,0,0.9,0.9,0.04,-0.9,-0.9
2352,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,eng Premier League,29,1989,27.6,1,10,2,20.0,0.36,0.07,0.10,0.50,25.9,0,0,0,0.3,0.3,0.03,+0.7,+0.7
2353,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,eng Premier League,24,1994,18.9,1,7,5,71.4,0.37,0.26,0.14,0.20,8.5,0,0,0,0.7,0.7,0.10,+0.3,+0.3
2354,Mariusz Stępiński\Mariusz-Stepinski,pl POL,FW,Chievo,it Serie A,23,1995,27.5,6,63,16,25.4,2.29,0.58,0.10,0.38,13.4,0,0,0,8.1,8.1,0.13,-2.1,-2.1
2355,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,eng Premier League,23,1994,30.8,17,76,37,48.7,2.47,1.20,0.22,0.46,13.5,1,0,0,13.1,13.1,0.17,+3.9,+3.9
2356,Lars Stindl\Lars-Stindl,de GER,FWMF,M'Gladbach,de Bundesliga,29,1988,16.8,3,32,11,34.4,1.91,0.66,0.09,0.27,18.2,1,0,0,2.7,2.7,0.09,+0.3,+0.3
2357,Kevin Stöger\Kevin-Stoger,at AUT,MF,Düsseldorf,de Bundesliga,24,1993,23.5,1,31,9,29.0,1.32,0.38,0.03,0.11,24.0,5,0,0,2.0,2.0,0.06,-1.0,-1.0
2358,John Stones\John-Stones,eng ENG,DF,Manchester City,eng Premier League,24,1994,19.6,0,5,1,20.0,0.26,0.05,0.00,0.00,8.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
2359,Thomas Strakosha\Thomas-Strakosha,al ALB,GK,Lazio,it Serie A,23,1995,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2360,Tobias Strobl\Tobias-Strobl,de GER,MFDF,M'Gladbach,de Bundesliga,28,1990,25.5,0,8,1,12.5,0.31,0.04,0.00,0.00,15.5,0,0,0,0.9,0.9,0.11,-0.9,-0.9
2361,Kevin Strootman\Kevin-Strootman,nl NED,MF,Roma,it Serie A,28,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2362,Kevin Strootman\Kevin-Strootman,nl NED,MF,Marseille,fr Ligue 1,28,1990,21.6,1,15,4,26.7,0.70,0.19,0.07,0.25,15.0,0,0,0,1.5,1.5,0.10,-0.5,-0.5
2363,Jens Stryger Larsen\Jens-Stryger-Larsen,dk DEN,DFMF,Udinese,it Serie A,27,1991,35.9,1,18,7,38.9,0.50,0.19,0.06,0.14,19.8,1,0,0,1.6,1.6,0.09,-0.6,-0.6
2364,Cristhian Stuani\Cristhian-Stuani,uy URU,FW,Girona,es La Liga,31,1986,30.3,19,70,33,47.1,2.31,1.09,0.20,0.42,11.0,0,5,5,12.4,8.8,0.13,+6.6,+5.2
2365,Leo Štulac\Leo-Stulac,si SVN,MF,Parma,it Serie A,23,1994,16.1,0,21,4,19.0,1.30,0.25,0.00,0.00,28.0,7,0,0,0.7,0.7,0.03,-0.7,-0.7
2366,Stefano Sturaro\Stefano-Sturaro,it ITA,MF,Genoa,it Serie A,25,1993,2.4,1,3,1,33.3,1.27,0.42,0.33,1.00,23.6,0,0,0,0.1,0.1,0.04,+0.9,+0.9
2367,Daniel Sturridge\Daniel-Sturridge,eng ENG,FWMF,Liverpool,eng Premier League,28,1989,5.7,2,18,6,33.3,3.18,1.06,0.11,0.33,20.6,0,0,0,1.2,1.2,0.07,+0.8,+0.8
2368,Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,es La Liga,30,1988,36.0,0,16,1,6.3,0.44,0.03,0.00,0.00,29.3,3,0,0,0.5,0.5,0.03,-0.5,-0.5
2369,Denis Suárez\Denis-Suarez,es ESP,MF,Barcelona,es La Liga,24,1994,0.2,0,1,1,100.0,4.74,4.74,0.00,0.00,9.8,0,0,0,0.3,0.3,0.33,-0.3,-0.3
2370,Denis Suárez\Denis-Suarez,es ESP,FW,Arsenal,eng Premier League,24,1994,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2371,Leonardo Suárez\Leonardo-Suarez,ar ARG,FWMF,Valladolid,es La Liga,22,1996,5.7,2,10,4,40.0,1.74,0.70,0.20,0.50,18.9,0,0,0,1.9,1.9,0.19,+0.1,+0.1
2372,Luis Suárez\Luis-Suarez,uy URU,FW,Barcelona,es La Liga,31,1987,31.4,21,108,52,48.1,3.44,1.66,0.16,0.33,15.6,6,4,4,21.1,18.0,0.17,-0.1,-1.0
2373,Mario Suárez\Mario-Suarez,es ESP,MF,Rayo Vallecano,es La Liga,31,1987,11.4,2,14,4,28.6,1.23,0.35,0.14,0.50,16.6,0,0,0,0.9,0.9,0.07,+1.1,+1.1
2374,Mathías Suárez\Mathias-Suarez,uy URU,DF,Montpellier,fr Ligue 1,22,1996,6.1,0,1,0,0.0,0.16,0.00,0.00,,11.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1
2375,Danijel Subašić\Danijel-Subasic,hr CRO,GK,Monaco,fr Ligue 1,33,1984,12.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2376,Neven Subotić\Neven-Subotic,rs SRB,DF,Saint-Étienne,fr Ligue 1,29,1988,23.9,1,13,2,15.4,0.54,0.08,0.08,0.50,11.0,0,0,0,1.6,1.6,0.12,-0.6,-0.6
2377,Isaac Success\Isaac-Success,ng NGA,FWMF,Watford,eng Premier League,22,1996,11.7,1,28,11,39.3,2.40,0.94,0.04,0.09,16.7,0,0,0,2.7,2.7,0.10,-1.7,-1.7
2378,Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,de Bundesliga,22,1995,29.5,2,20,5,25.0,0.68,0.17,0.10,0.40,17.5,0,0,0,1.6,1.6,0.08,+0.4,+0.4
2379,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Newcastle Utd,eng Premier League,29,1989,14.5,0,9,2,22.2,0.62,0.14,0.00,0.00,28.6,1,0,0,0.2,0.2,0.02,-0.2,-0.2
2380,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,eng Premier League,31,1986,16.0,0,9,1,11.1,0.56,0.06,0.00,0.00,23.3,0,0,0,0.3,0.3,0.03,-0.3,-0.3
2381,Sam Surridge\Sam-Surridge,eng ENG,FWDF,Bournemouth,eng Premier League,20,1998,0.1,0,2,1,50.0,13.85,6.92,0.00,0.00,12.0,0,0,0,0.4,0.4,0.20,-0.4,-0.4
2382,Markel Susaeta\Markel-Susaeta,es ESP,FW,Athletic Club,es La Liga,30,1987,15.3,1,15,6,40.0,0.98,0.39,0.07,0.17,19.4,1,0,0,0.7,0.7,0.04,+0.3,+0.3
2383,Suso\Suso,es ESP,FWMF,Milan,it Serie A,24,1993,33.5,7,91,38,41.8,2.71,1.13,0.08,0.18,22.2,7,0,0,3.8,3.8,0.04,+3.2,+3.2
2384,Markus Suttner\Markus-Suttner,at AUT,DFMF,Düsseldorf,de Bundesliga,31,1987,5.4,1,4,1,25.0,0.74,0.18,0.25,1.00,22.4,2,0,0,0.2,0.2,0.05,+0.8,+0.8
2385,Mattias Svanberg\Mattias-Svanberg,se SWE,MF,Bologna,it Serie A,19,1999,13.1,0,22,3,13.6,1.68,0.23,0.00,0.00,20.6,0,0,0,0.9,0.9,0.04,-0.9,-0.9
2386,Sanasi Sy\Sanasi-Sy,fr FRA,MF,Amiens,fr Ligue 1,19,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2387,Seydou Sy\Seydou-Sy,sn SEN,GK,Monaco,fr Ligue 1,22,1995,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2388,Issiaga Sylla\Issiaga-Sylla,gn GUI,DFMF,Toulouse,fr Ligue 1,24,1994,22.2,2,17,5,29.4,0.77,0.23,0.12,0.40,12.4,0,0,0,2.0,2.0,0.12,0.0,0.0
2389,Moussa Sylla\Moussa-Sylla,fr FRA,FWMF,Monaco,fr Ligue 1,18,1999,8.5,0,15,3,20.0,1.76,0.35,0.00,0.00,12.7,0,0,0,2.4,2.4,0.16,-2.4,-2.4
2390,Eddy Sylvestre\Eddy-Sylvestre,fr FRA,FW,Nice,fr Ligue 1,18,1999,3.0,0,2,1,50.0,0.68,0.34,0.00,0.00,10.9,0,0,0,0.5,0.5,0.23,-0.5,-0.5
2391,Ádám Szalai\Adam-Szalai,hu HUN,FW,Hoffenheim,de Bundesliga,30,1987,18.1,6,61,19,31.1,3.37,1.05,0.10,0.32,12.0,0,0,0,8.5,8.5,0.14,-2.5,-2.5
2392,Wojciech Szczęsny\Wojciech-Szczesny,pl POL,GK,Juventus,it Serie A,28,1990,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2393,Alexander Sørloth\Alexander-Sorloth,no NOR,FWMF,Crystal Palace,eng Premier League,22,1995,2.1,0,4,2,50.0,1.95,0.97,0.00,0.00,11.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
2394,Franck Tabanou\Franck-Tabanou,fr FRA,DF,Guingamp,fr Ligue 1,29,1989,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2395,Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,de Bundesliga,22,1996,32.6,3,12,4,33.3,0.37,0.12,0.25,0.75,9.2,0,0,0,1.8,1.8,0.15,+1.2,+1.2
2396,Flavien Tait\Flavien-Tait,fr FRA,MFFW,Angers,fr Ligue 1,25,1993,33.2,5,85,38,44.7,2.56,1.15,0.06,0.13,20.5,4,0,1,6.7,5.8,0.07,-1.7,-0.8
2397,Adrien Tameze\Adrien-Tameze,cm CMR,MF,Nice,fr Ligue 1,24,1994,32.7,0,19,4,21.1,0.58,0.12,0.00,0.00,19.3,0,0,0,1.0,0.8,0.04,-1.0,-0.8
2398,Strahinja Tanasijević\Strahinja-Tanasijevic,rs SRB,DF,Chievo,it Serie A,21,1997,0.2,0,1,0,0.0,5.29,0.00,0.00,,11.2,0,0,0,0.0,0.0,0.02,0.0,0.0
2399,Matt Targett\Matt-Targett,eng ENG,DFMF,Southampton,eng Premier League,22,1995,13.2,1,11,3,27.3,0.83,0.23,0.09,0.33,18.0,1,0,0,0.6,0.6,0.05,+0.4,+0.4
