Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks
1302,Filip Kostić\Filip-Kostic,rs SRB,DFMF,Eint Frankfurt,de Bundesliga,25,1992,32.8,1598,1181,417,37,4,244,58,183,48,5,9,3,691,323,584,1043,117,79,332,1,973,10,31,47,94
1304,Christian Kouamé\Christian-Kouame,ci CIV,FWMF,Genoa,it Serie A,20,1997,34.1,957,928,29,1,3,306,17,36,1,0,0,0,550,206,201,117,592,90,14,9,641,5,18,23,54
1305,Tomáš Koubek\Tomas-Koubek,cz CZE,GK,Rennes,fr Ligue 1,25,1992,32.5,880,575,305,62,0,48,44,0,0,0,0,0,378,34,468,93,600,1,1,129,597,3,33,4,2
1306,Kalidou Koulibaly\Kalidou-Koulibaly,sn SEN,DF,Napoli,it Serie A,27,1991,34.8,2531,2455,76,67,3,295,84,4,0,0,0,0,2005,185,341,658,1732,65,9,21,2242,4,41,32,22
1307,Jules Koundé\Jules-Kounde,fr FRA,DF,Bordeaux,fr Ligue 1,19,1998,37.0,1995,1900,95,52,3,242,40,5,0,0,0,0,1384,231,380,186,1600,125,42,5,1635,5,34,25,24
1308,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,MF,Crystal Palace,eng Premier League,28,1989,21.1,798,780,18,6,3,145,8,10,0,0,0,0,558,118,122,98,576,68,12,4,639,0,15,16,18
1309,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,eng Premier League,24,1994,19.3,1485,1439,46,12,5,221,16,11,1,0,0,0,1326,89,70,56,1397,16,9,2,1355,1,10,22,15
1310,Dawid Kownacki\Dawid-Kownacki,pl POL,FW,Sampdoria,it Serie A,21,1997,1.9,83,81,2,0,2,11,1,4,0,0,0,0,64,16,3,13,60,6,1,1,67,0,1,1,2
1311,Dawid Kownacki\Dawid-Kownacki,pl POL,MFFW,Düsseldorf,de Bundesliga,21,1997,6.4,153,145,8,1,0,35,5,9,1,0,0,0,87,39,27,32,96,9,4,3,106,0,3,6,5
1312,Thomas Kraft\Thomas-Kraft,de GER,GK,Hertha BSC,de Bundesliga,30,1988,3.5,123,80,43,14,0,10,2,0,0,0,0,0,34,2,87,14,96,0,0,7,74,0,7,0,0
1313,Emil Krafth\Emil-Krafth,se SWE,DF,Amiens,fr Ligue 1,23,1994,33.0,1485,1078,407,34,0,205,30,66,1,0,0,0,694,270,521,37,977,82,372,5,1043,4,29,36,65
1314,Luka Krajnc\Luka-Krajnc,si SVN,DF,Frosinone,it Serie A,23,1994,8.8,372,363,9,8,0,74,2,2,1,0,0,0,269,20,83,256,84,24,0,1,298,2,10,1,8
1315,Andrej Kramarić\Andrej-Kramaric,hr CRO,MFFW,Hoffenheim,de Bundesliga,27,1991,26.6,1078,975,103,19,7,185,40,48,54,5,9,7,732,152,194,134,875,37,23,7,829,5,22,17,34
1316,Christoph Kramer\Christoph-Kramer,de GER,MF,M'Gladbach,de Bundesliga,27,1991,12.6,752,724,28,28,0,97,14,8,0,0,0,0,573,93,86,97,607,33,0,5,656,5,10,14,6
1317,Vasyl Kravets\Vasyl-Kravets,ua UKR,DF,Leganés,es La Liga,20,1997,5.3,222,181,41,6,0,40,6,22,0,0,0,0,114,58,50,149,22,11,35,2,158,0,10,8,4
1318,Ladislav Krejčí\Ladislav-Krejci,cz CZE,MFDF,Bologna,it Serie A,26,1992,11.8,603,499,104,12,1,76,11,25,9,0,0,0,383,116,104,424,79,16,83,1,491,4,7,9,21
1319,Rene Krhin\Rene-Krhin,si SVN,MF,Nantes,fr Ligue 1,28,1990,11.7,546,531,15,12,0,77,7,0,2,0,0,0,396,69,81,38,452,41,1,2,452,0,3,9,6
1320,Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,es La Liga,28,1990,24.7,2204,1963,241,115,5,297,159,47,118,8,19,10,1639,181,384,293,1861,28,8,6,1966,13,12,15,23
1321,Rade Krunić\Rade-Krunic,ba BIH,MF,Empoli,it Serie A,24,1993,30.8,1342,1309,33,13,6,269,32,28,3,0,0,0,1034,146,162,174,1056,55,14,6,1060,7,37,33,39
1322,Max Kruse\Max-Kruse,de GER,FWMF,Werder Bremen,de Bundesliga,30,1988,31.5,1741,1559,182,30,4,307,107,86,74,11,9,1,1117,272,352,1186,434,69,23,13,1317,4,35,38,68
1323,Lukas Kübler\Lukas-Kubler,de GER,DF,Freiburg,de Bundesliga,25,1992,13.2,566,439,127,12,0,99,10,24,0,0,0,0,259,117,190,49,339,52,115,1,383,2,12,13,15
1324,Yuya Kubo\Yuya-Kubo,jp JPN,FWMF,Nürnberg,de Bundesliga,24,1993,15.1,407,396,11,1,2,69,15,16,1,1,0,0,283,57,67,68,303,26,6,2,296,1,7,9,23
1325,Juraj Kucka\Juraj-Kucka,sk SVK,MF,Parma,it Serie A,31,1987,17.1,582,563,19,8,2,148,11,14,6,0,0,1,300,149,133,108,348,65,5,6,400,6,14,24,16
1326,Dejan Kulusevski\Dejan-Kulusevski,se SWE,DFMF,Atalanta,it Serie A,18,2000,1.2,64,63,1,0,0,11,0,2,0,0,0,0,55,8,1,45,17,0,1,0,45,0,0,3,8
1327,Pierre Kunde\Pierre-Kunde,cm CMR,MF,Mainz 05,de Bundesliga,23,1995,21.2,1181,1102,79,57,2,169,86,19,18,0,0,0,776,132,273,129,975,49,4,11,952,7,18,15,23
1328,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MF,SPAL,it Serie A,29,1989,28.4,1377,1261,116,46,2,268,78,65,54,11,9,4,947,178,252,165,1085,68,16,6,1104,2,38,19,36
1329,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DFMF,Paris S-G,fr Ligue 1,25,1992,11.2,567,489,78,0,1,133,5,25,1,0,0,0,376,140,51,394,49,33,77,2,489,2,8,10,11
1330,Rafał Kurzawa\Rafal-Kurzawa,pl POL,FWMF,Amiens,fr Ligue 1,25,1993,2.7,134,114,20,8,0,23,6,9,7,0,0,0,89,15,30,99,23,4,5,0,93,1,2,2,3
1331,Ahmed Kutucu\Ahmed-Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,18,2000,4.7,101,92,9,1,0,25,2,3,0,0,0,0,66,16,19,21,68,4,0,4,67,0,4,0,9
1332,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Nantes,fr Ligue 1,21,1997,22.7,1298,1035,263,10,0,238,15,57,0,0,0,0,639,323,336,88,851,74,253,2,928,6,23,46,42
1333,Grejohn Kyei\Grejohn-Kyei,fr FRA,FW,Reims,fr Ligue 1,22,1995,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0
1334,Antonino La Gumina\Antonino-La-Gumina,it ITA,FW,Empoli,it Serie A,22,1996,12.1,145,127,18,1,1,34,0,3,2,0,0,0,119,16,10,15,113,9,0,4,117,1,1,2,6
1335,Rajiv van La Parra\Rajiv-van-La-Parra,nl NED,MFFW,Huddersfield,eng Premier League,27,1991,4.5,121,114,7,2,0,26,2,5,0,0,0,0,91,15,15,12,95,6,5,0,94,1,2,5,5
1336,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,24,1994,1.0,23,20,3,0,0,9,1,1,0,0,0,0,12,4,7,11,5,3,0,0,11,0,1,1,3
1337,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FWMF,Montpellier,fr Ligue 1,24,1994,32.2,940,926,14,0,4,262,16,53,0,0,0,0,592,160,188,494,302,71,1,22,625,7,25,28,57
1338,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,eng Premier League,27,1991,27.8,797,753,44,0,6,169,10,29,0,0,0,0,602,114,81,111,635,25,3,6,579,1,21,23,59
1339,Alban Lafont\Alban-Lafont,fr FRA,GK,Fiorentina,it Serie A,19,1999,33.5,1008,667,341,86,1,94,48,0,0,0,0,0,480,47,481,25,799,1,0,160,673,5,41,4,1
1340,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,es La Liga,28,1989,36.0,1252,1171,81,72,1,142,42,4,0,0,0,0,665,132,455,98,995,119,1,3,919,7,33,17,18
1341,Abdou Lahat Diakhate\Abdou-Lahat-Diakhate,sn SEN,FW,Parma,it Serie A,19,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,Konrad Laimer\Konrad-Laimer,at AUT,MFDF,RB Leipzig,de Bundesliga,21,1997,20.8,821,747,74,13,5,177,10,29,0,0,0,0,496,180,145,148,536,59,61,4,594,4,16,17,25
1343,Diego Lainez\Diego-Lainez,mx MEX,MFFW,Betis,es La Liga,18,2000,3.9,133,127,6,2,0,40,1,5,1,0,0,0,103,16,14,107,21,2,2,1,111,0,3,0,7
1344,Kenny Lala\Kenny-Lala,fr FRA,DFMF,Strasbourg,fr Ligue 1,26,1991,34.0,2183,1735,448,60,8,384,127,108,53,3,8,2,1189,406,588,286,1499,42,335,6,1661,4,51,38,80
1345,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,eng Premier League,30,1988,5.2,304,292,12,3,1,70,3,5,5,0,0,0,229,35,40,87,189,18,1,3,253,0,0,7,10
1346,Érik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,eng Premier League,26,1992,10.8,449,420,29,5,3,114,10,12,20,3,0,0,349,55,45,400,30,11,1,4,368,3,3,12,19
1347,Mohamed Lamine Diaby\Mohamed-Lamine-Diaby,fr FRA,FW,Nice,fr Ligue 1,17,2001,1.8,24,22,2,0,0,12,0,0,0,0,0,0,19,3,2,16,6,0,0,1,20,0,1,2,0
1348,Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,fr Ligue 1,26,1992,17.7,545,525,20,15,0,84,21,0,0,0,0,0,374,60,111,66,409,50,5,3,438,1,23,5,4
1349,Michael Lang\Michael-Lang,ch SUI,DF,M'Gladbach,de Bundesliga,27,1991,13.9,805,676,129,15,0,127,13,15,0,0,0,0,519,154,132,93,529,54,114,4,651,2,20,14,17
1350,Sebastian Langkamp\Sebastian-Langkamp,de GER,DF,Werder Bremen,de Bundesliga,30,1988,15.7,956,928,28,25,0,112,13,0,0,0,0,0,791,66,99,116,776,46,3,8,860,1,9,11,7
1351,Manuel Lanzini\Manuel-Lanzini,ar ARG,MF,West Ham,eng Premier League,25,1993,7.6,471,452,19,8,0,87,6,7,7,3,3,1,353,72,46,28,432,6,3,2,408,2,10,10,8
1352,Gianluca Lapadula\Gianluca-Lapadula,pe PER,FWMF,Genoa,it Serie A,28,1990,4.5,78,74,4,0,0,22,0,3,0,0,0,0,34,30,14,35,16,11,1,2,52,0,0,2,3
1353,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,eng Premier League,24,1994,34.0,3028,2951,77,36,6,285,97,7,0,0,0,0,2474,234,320,2093,707,146,41,10,2793,6,37,21,13
1354,Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Bologna,it Serie A,34,1984,34.2,1467,1365,102,94,1,199,58,5,0,0,0,0,824,131,512,118,1164,124,8,9,1136,10,41,14,8
1355,Johan Larsson\Johan-Larsson,se SWE,DF,Guingamp,fr Ligue 1,28,1990,1.0,41,32,9,0,0,3,2,4,0,0,0,0,19,5,17,1,27,4,9,0,28,1,1,2,0
1356,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Udinese,it Serie A,25,1992,27.3,478,425,53,0,2,127,8,20,0,0,0,0,262,138,78,256,106,43,2,22,324,1,11,14,26
1357,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,24,1993,30.5,1087,1065,22,20,1,174,23,0,0,0,0,0,683,118,286,158,762,125,2,3,836,2,46,14,22
1358,Paul Lasne\Paul-Lasne,fr FRA,MFDF,Montpellier,fr Ligue 1,29,1989,19.9,1000,904,96,8,2,205,18,37,1,0,0,0,690,133,177,485,373,42,87,2,796,2,10,14,28
1359,Toni Lato\Toni-Lato,es ESP,DF,Valencia,es La Liga,20,1997,3.0,176,144,32,1,1,23,3,5,0,0,0,0,91,53,32,127,12,4,31,1,141,1,3,6,3
1360,Danny Latza\Danny-Latza,de GER,MF,Mainz 05,de Bundesliga,28,1989,20.7,1012,989,23,16,7,210,30,6,1,0,0,1,725,141,146,198,712,75,6,5,821,6,23,22,19
1361,Alexandre Lauray\Alexandre-Lauray,fr FRA,DF,Bordeaux,fr Ligue 1,21,1997,2.9,217,202,15,8,0,31,5,0,0,0,0,0,156,25,36,37,167,3,7,0,190,1,3,4,1
1362,Armand Lauriente\Armand-Lauriente,fr FRA,FW,Rennes,fr Ligue 1,19,1998,0.0,4,4,0,0,0,1,0,0,0,0,0,0,3,0,1,0,4,0,0,0,3,0,0,0,1
1363,Vincent Laurini\Vincent-Laurini,fr FRA,DF,Fiorentina,it Serie A,29,1989,10.2,576,457,119,17,2,56,16,26,0,0,0,0,294,102,180,34,404,28,102,2,449,0,16,5,13
1364,Wesley Lautoa\Wesley-Lautoa,nc NCL,DFMF,Dijon,fr Ligue 1,30,1987,33.6,1575,1530,45,40,3,207,49,2,0,0,0,0,1194,130,251,1243,236,62,5,8,1373,1,23,14,18
1365,Diego Laxalt\Diego-Laxalt,uy URU,DFMF,Milan,it Serie A,25,1993,7.2,389,342,47,5,1,54,9,21,0,0,0,0,254,46,89,274,54,18,42,0,294,0,5,12,19
1366,Miguel Layún\Miguel-Layun,mx MEX,MFDF,Villarreal,es La Liga,30,1988,5.6,286,227,59,14,0,23,18,29,22,0,0,0,165,42,79,37,216,9,23,1,201,3,7,8,8
1367,Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Hertha BSC,de Bundesliga,22,1996,30.5,1645,1260,385,67,2,269,45,73,58,1,10,0,888,279,478,122,1189,59,260,4,1204,9,30,43,50
1368,Darko Lazović\Darko-Lazovic,rs SRB,MFDF,Genoa,it Serie A,27,1990,28.2,1078,889,189,24,0,196,44,104,20,0,7,2,588,209,281,148,730,41,145,3,753,5,20,26,39
1369,Manuel Lazzari\Manuel-Lazzari,it ITA,MFDF,SPAL,it Serie A,24,1993,31.5,1471,1271,200,7,0,241,50,173,1,0,0,0,855,276,340,213,1010,47,192,3,1102,3,26,28,88
1370,Mickaël Le Bihan\Mickael-Le-Bihan,fr FRA,FW,Nice,fr Ligue 1,28,1990,2.3,56,53,3,0,0,4,0,2,0,0,0,0,45,4,7,8,44,2,0,2,46,0,2,2,0
1371,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,eng Premier League,28,1989,25.0,1448,1350,98,31,0,192,35,11,0,0,0,0,998,144,306,1080,202,71,67,4,1195,12,25,18,26
1372,Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,es La Liga,21,1996,3.2,223,212,11,11,0,19,2,0,0,0,0,0,182,14,27,24,185,9,0,2,200,1,3,0,3
1373,Damien Le Tallec\Damien-Le-Tallec,fr FRA,MF,Montpellier,fr Ligue 1,28,1990,31.2,1243,1204,39,34,0,202,42,5,0,0,0,0,806,196,241,103,935,145,5,8,1006,3,27,16,24
1374,James Lea Siliki\James-Lea-Siliki,fr FRA,MFFW,Rennes,fr Ligue 1,22,1996,13.6,452,434,18,6,1,103,32,55,1,1,0,0,291,62,99,315,118,4,11,0,308,4,19,10,24
1375,Rafael Leão\Rafael-Leao,pt POR,FW,Lille,fr Ligue 1,19,1999,14.3,253,229,24,0,0,56,4,12,0,0,0,0,162,50,41,41,167,21,1,8,174,0,6,6,12
1376,Mathew Leckie\Mathew-Leckie,au AUS,FWMF,Hertha BSC,de Bundesliga,27,1991,10.5,357,349,8,3,3,86,6,22,0,0,0,0,234,60,63,50,236,33,5,6,240,2,9,13,16
1377,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,27,1991,37.0,1262,857,405,140,0,94,52,0,0,0,0,0,485,54,723,730,268,1,0,167,835,2,32,3,2
1378,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,25,1993,26.6,1466,1397,69,35,2,278,63,15,26,3,2,6,1073,177,216,280,1129,42,6,3,1234,2,24,28,27
1379,Jordan Lefort\Jordan-Lefort,fr FRA,DFMF,Amiens,fr Ligue 1,24,1993,20.0,911,792,119,15,0,123,28,15,0,0,0,0,464,119,328,616,94,67,104,4,632,3,31,18,20
1380,Wu Lei\Wu-Lei,cn CHN,FWMF,Espanyol,es La Liga,26,1991,11.8,221,214,7,0,2,46,0,10,0,0,0,0,128,64,29,34,157,14,3,5,156,4,6,7,14
1381,Tim Leibold\Tim-Leibold,de GER,DF,Nürnberg,de Bundesliga,24,1993,30.7,1583,1252,331,59,2,258,69,55,31,3,5,1,861,346,376,1062,203,64,241,3,1215,6,40,26,49
1382,Lucas Leiva\Lucas-Leiva,br BRA,MF,Lazio,it Serie A,31,1987,22.1,1446,1378,68,49,2,235,28,12,14,1,0,0,1132,126,188,99,1231,87,1,4,1262,4,16,28,16
1383,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,27,1991,11.7,554,533,21,16,0,112,52,3,0,0,0,0,343,50,161,61,434,38,5,0,427,1,13,7,11
1384,Iñigo Lekue\Inigo-Lekue,es ESP,DF,Athletic Club,es La Liga,25,1993,2.3,119,92,27,3,0,10,5,7,2,0,1,1,62,26,31,12,77,5,22,1,90,0,2,3,4
1385,Thomas Lemar\Thomas-Lemar,fr FRA,MFFW,Atlético Madrid,es La Liga,22,1995,20.2,1013,942,71,16,3,202,38,25,48,1,5,3,762,115,136,804,169,25,5,6,820,2,9,23,33
1386,Mario Lemina\Mario-Lemina,ga GAB,MF,Southampton,eng Premier League,24,1993,17.9,833,820,13,5,0,136,24,9,0,0,0,0,661,58,114,127,640,45,4,4,704,3,17,19,14
1387,Mauricio Lemos\Mauricio-Lemos,uy URU,DF,Sassuolo,it Serie A,22,1995,2.0,69,65,4,4,0,21,2,0,0,0,0,0,54,7,8,8,56,5,0,0,63,1,0,2,1
1388,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Barcelona,es La Liga,23,1995,21.5,1146,1118,28,28,0,148,31,0,0,0,0,0,931,80,135,940,141,46,0,2,1024,2,10,15,10
1389,Aaron Lennon\Aaron-Lennon,eng ENG,FWMF,Burnley,eng Premier League,31,1987,13.5,316,312,4,0,0,51,6,18,0,0,0,0,232,32,52,34,255,22,4,1,235,1,8,5,19
1390,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,eng Premier League,26,1992,31.5,1102,773,329,105,0,105,36,0,0,0,0,0,612,41,449,181,703,3,0,175,779,2,23,9,3
1391,Pedro León\Pedro-Leon,es ESP,MFFW,Eibar,es La Liga,31,1986,4.7,168,141,27,8,2,34,12,25,16,2,7,4,66,35,67,23,121,11,3,0,93,1,7,7,8
1392,Sergio León\Sergio-Leon,es ESP,FWMF,Betis,es La Liga,29,1989,7.1,106,95,11,0,0,27,3,5,0,0,0,0,77,21,8,17,82,1,1,3,80,0,0,3,7
1393,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,25,1993,14.4,660,645,15,14,0,106,9,4,0,0,0,0,484,66,110,74,520,44,1,2,524,1,11,18,13
1394,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Genoa,it Serie A,25,1993,12.5,388,376,12,4,0,76,15,14,0,0,0,0,220,75,93,43,281,41,1,5,287,1,7,7,10
1395,Mehdi Léris\Mehdi-Leris,fr FRA,MFFW,Chievo,it Serie A,20,1998,17.9,741,705,36,8,0,157,24,32,4,0,0,0,445,120,176,110,548,30,23,9,552,1,12,16,31
1396,Jefferson Lerma\Jefferson-Lerma,co COL,MF,Bournemouth,eng Premier League,23,1994,27.8,1566,1525,41,38,1,246,39,9,0,0,0,0,1147,188,231,147,1268,99,1,6,1320,2,28,21,25
1397,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,29,1988,32.9,764,739,25,0,12,183,11,13,0,0,0,0,561,116,87,103,590,37,0,12,599,3,9,19,47
1398,Igor Lewczuk\Igor-Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,33,1985,5.0,198,187,11,4,0,17,5,1,0,0,0,0,156,12,30,30,141,18,7,0,167,0,4,2,3
1399,Aaron Leya Iseka\Aaron-Leya-Iseka,be BEL,FW,Toulouse,fr Ligue 1,20,1997,16.0,267,251,16,0,2,67,2,2,0,0,0,0,187,53,27,41,184,22,1,4,213,1,3,7,11
1400,Stephan Lichtsteiner\Stephan-Lichtsteiner,ch SUI,DF,Arsenal,eng Premier League,34,1984,10.4,600,502,98,9,0,114,4,24,0,0,0,0,365,106,129,101,370,27,89,0,460,1,9,8,31
1401,Dimitri Liénard\Dimitri-Lienard,fr FRA,MFDF,Strasbourg,fr Ligue 1,30,1988,14.3,868,743,125,25,0,140,63,34,49,4,4,1,539,107,222,675,117,21,50,1,676,1,25,5,26
1402,Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,de Bundesliga,22,1996,6.8,300,277,23,16,0,60,23,2,0,0,0,0,203,25,72,26,250,10,7,1,240,1,9,1,3
1403,Lucas Lima\Lucas-Lima,br BRA,DFFW,Nantes,fr Ligue 1,26,1991,27.7,1755,1344,411,71,4,311,56,135,49,3,4,0,834,382,539,1240,108,90,291,3,1213,9,38,46,75
1404,Anthony Limbombe\Anthony-Limbombe,be BEL,FW,Nantes,fr Ligue 1,24,1994,13.7,466,462,4,0,2,119,10,39,2,0,0,0,313,77,76,91,319,41,2,4,333,1,5,15,21
1405,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,eng Premier League,24,1994,28.9,1481,1445,36,24,3,189,39,1,0,0,0,0,1167,131,183,260,1091,81,12,5,1323,2,22,10,14
1406,Karol Linetty\Karol-Linetty,pl POL,MF,Sampdoria,it Serie A,23,1995,27.9,1274,1249,25,9,7,263,18,19,3,1,0,0,985,157,132,329,872,36,13,8,1056,2,16,28,30
1407,Jesse Lingard\Jesse-Lingard,eng ENG,FWMF,Manchester Utd,eng Premier League,25,1992,18.5,788,752,36,3,3,118,5,13,2,1,0,0,647,87,54,68,685,21,10,3,668,4,3,14,16
1408,Pol Lirola\Pol-Lirola,es ESP,DFMF,Sassuolo,it Serie A,20,1997,33.1,1769,1487,282,27,1,250,34,119,0,0,0,0,1094,360,315,38,1413,48,255,7,1366,7,40,31,80
1409,Adem Ljajić\Adem-Ljajic,rs SRB,FW,Torino,it Serie A,26,1991,0.3,22,20,2,0,0,3,0,1,2,0,0,0,18,2,2,1,20,1,0,0,17,0,1,0,1
1410,Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,es La Liga,24,1993,19.5,1091,1058,33,30,0,170,37,2,0,0,0,0,824,80,187,165,850,49,3,2,931,5,25,6,8
1411,Fernando Llorente\Fernando-Llorente,es ESP,FW,Tottenham,eng Premier League,33,1985,7.7,220,219,1,0,0,63,4,2,0,0,0,0,99,70,51,34,115,31,0,9,152,1,5,4,7
1412,Marcos Llorente\Marcos-Llorente,es ESP,MF,Real Madrid,es La Liga,23,1995,6.0,372,368,4,4,0,41,13,1,0,0,0,0,324,18,30,21,340,10,0,0,344,3,2,2,7
1413,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,eng Premier League,31,1986,33.0,1169,869,300,67,0,122,42,0,0,0,0,0,636,65,468,810,171,0,0,153,890,0,22,2,0
1414,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,Paris S-G,fr Ligue 1,22,1996,0.1,12,10,2,2,0,2,0,0,0,0,0,0,10,1,1,9,2,1,0,0,12,0,0,0,0
1415,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,Betis,es La Liga,22,1996,26.6,1452,1407,45,27,14,224,29,17,8,0,1,0,1134,164,154,1230,166,36,6,9,1199,11,13,47,50
1416,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Celta Vigo,es La Liga,23,1994,27.7,1439,1406,33,30,1,230,29,10,1,0,0,0,1147,140,152,147,1230,51,2,5,1284,2,9,31,13
1417,Jürgen Locadia\Jurgen-Locadia,nl NED,FWMF,Brighton,eng Premier League,24,1993,13.7,357,348,9,1,0,89,21,20,0,0,0,0,228,64,65,44,273,22,5,1,263,1,9,12,12
1418,Manuel Locatelli\Manuel-Locatelli,it ITA,MF,Sassuolo,it Serie A,20,1998,20.5,1233,1172,61,31,8,188,42,16,21,8,3,2,947,112,174,279,905,26,5,7,1056,4,15,21,11
1419,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Chelsea,eng Premier League,22,1996,11.1,624,604,20,2,1,117,7,2,2,0,0,0,534,48,42,67,526,14,3,1,549,1,8,12,14
1420,Enzo Loiodice\Enzo-Loiodice,fr FRA,MF,Dijon,fr Ligue 1,17,2000,9.4,423,419,4,4,1,82,4,1,0,0,0,0,340,37,46,324,70,24,0,1,354,2,12,5,8
1421,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,eng Premier League,27,1990,5.7,177,173,4,2,0,17,7,1,0,0,0,0,107,20,50,9,139,22,2,0,139,0,10,0,4
1422,Shane Long\Shane-Long,ie IRL,FWMF,Southampton,eng Premier League,31,1987,14.1,329,320,9,0,0,98,3,14,0,0,0,0,162,100,67,39,183,44,0,20,211,2,12,6,16
1423,Samuele Longo\Samuele-Longo,it ITA,FWMF,Huesca,es La Liga,26,1992,6.2,84,73,11,0,0,18,1,0,0,0,0,0,50,17,17,15,48,14,0,3,56,1,2,1,5
1424,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,20,1997,7.6,295,291,4,3,1,90,10,3,0,0,0,0,184,38,73,71,190,28,0,0,236,1,5,3,4
1425,Ademola Lookman\Ademola-Lookman,eng ENG,FWMF,Everton,eng Premier League,20,1997,6.9,273,259,14,2,1,52,5,12,7,0,0,0,220,28,25,57,200,7,4,2,221,1,2,9,11
1426,Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,fr Ligue 1,27,1990,34.0,1065,755,310,70,0,60,32,0,0,0,0,0,640,78,347,645,224,3,0,163,851,4,24,2,0
1427,Rony Lopes\Rony-Lopes,pt POR,FWMF,Monaco,fr Ligue 1,22,1995,20.5,686,561,125,34,3,155,53,64,77,23,18,8,410,100,176,532,118,15,12,4,453,5,15,15,48
1428,Pedro López Muñoz\Pedro-Lopez-Munoz,es ESP,DF,Levante,es La Liga,34,1983,5.2,244,192,52,6,0,23,8,14,2,0,0,0,139,45,60,8,181,10,44,0,195,0,3,3,6
1429,Alejandro López\Alejandro-Lopez,es ESP,MF,Espanyol,es La Liga,21,1997,1.2,76,71,5,3,0,5,2,1,2,1,0,1,59,6,11,5,69,1,0,0,66,0,1,2,3
1430,Cristian López\Cristian-Lopez,es ESP,FW,Angers,fr Ligue 1,29,1989,4.1,101,88,13,0,0,26,0,1,0,0,0,0,61,29,11,13,61,13,0,1,72,0,5,0,4
1431,David López\David-Lopez,es ESP,DF,Espanyol,es La Liga,28,1989,20.2,1190,1136,54,50,2,178,32,2,0,0,0,0,904,101,185,94,1013,54,4,2,1053,1,14,7,12
1432,Diego López\Diego-Lopez,es ESP,GK,Espanyol,es La Liga,36,1981,38.0,1203,746,457,128,0,81,38,0,0,0,0,0,535,78,590,155,843,0,0,131,845,4,25,8,0
1433,Javi López\Javi-Lopez,es ESP,DF,Espanyol,es La Liga,32,1986,21.6,1086,878,208,14,0,160,13,45,1,0,0,0,623,249,214,122,707,53,192,2,835,7,28,20,43
